Time,T,Th,Tc,B,A,alpha,alpha_0,alpha_1,delta_2,mu_1,mu_10,mu_11,mu_2,mu_20,beta_1,beta_2,mu_3,mu_30,gamma_1,gamma_2,mu_4,mu_40,delta_1,compartment,Formation_of_tumor_cell,Removal_of_tumor_cell_from_the_system,Formation_of_T_helper_cell,Removal_of_T_helper_cell_from_the_system,formation_of_cytotoxic_T_cell,Removal_of_cytotoxic_T_cell,Formation_of_B_cell,Removal_of_B_cell_from_the_system,introduction_of_antibody_against_cancer,Removal_of_antibody_from_the_system
7.08,-3.852314896463084e-15,2.7400610430230916,15.480507096646482,281121.96545666043,79911.77947929011,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.934166813633551e-16,-2.468785922524953e-12,-8.945145736671435e-15,0.5480122086046183,2.1208767210881536,0.6377968923818351,231087.40376576313,8433.658963699812,98392.68790983115,23973.53384378688
7.11,-7.635898224764795e-15,2.7236698998701523,15.524872447788344,287860.31632789096,82169.50611530006,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.3744616804576631e-15,-5.031477067947298e-12,-1.7693147183126334e-14,0.5447339799740305,2.1142313892681823,0.6396247448488798,235210.94368481226,8635.809489836729,100751.11071476183,24650.851834589703
7.14,-6.0848361398661686e-15,2.707376809812652,15.568983299556042,294716.84127645986,84478.05864316988,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.0952705051759103e-15,-4.121849359998002e-12,-1.4069437486774331e-14,0.5414753619625304,2.107555216878888,0.641442111941709,239372.86245993635,8841.505238293796,103150.89444676094,25343.417592950704
7.17,-8.773789888818932e-16,2.691181185702383,15.612839049863227,301692.5726358895,86838.22139017645,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.5792821799874075e-16,-6.109037831077736e-13,-2.024424231605699e-15,0.5382362371404766,2.100848935319564,0.643248968854365,243572.81260315652,9050.777179076686,105592.40042256133,26051.466417052896
7.2,9.8149517104094e-15,2.6750824442632695,15.656439120835568,308788.53511671326,89250.78283179384,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.7666913078736918e-15,7.023457375469068e-12,2.259916906915648e-14,0.535016488852654,2.0941132715912545,0.6450452917784254,247810.4367841487,9263.656053501398,108075.98729084963,26775.23484953859
7.23,2.8231661619341526e-14,2.6590800056162593,15.699782956596424,316005.7403294675,91716.53485972308,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.081699091481474e-15,2.075924774341865e-11,6.486856651020678e-14,0.5318160011232519,2.087348947620196,0.6468310578117726,252085.36373101876,9480.172209884026,110602.00911531363,27514.960457918216
7.26,3.80200775966883e-14,2.643173294245794,15.742870027911119,323345.2003096179,94236.27465419739,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,6.843613967403894e-15,2.8723416857348962e-11,8.717821251964824e-14,0.5286346588491588,2.080556681628093,0.6486062451499381,256397.21948428656,9700.356009288536,113170.82010836626,28270.882396261008
7.29,2.926205765983552e-14,2.627361737655335,15.785699825568503,330807.9084697621,96810.80183611509,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,5.267170378770393e-15,2.2709720251294648e-11,6.69576896879081e-14,0.5254723475310671,2.0737371861907388,0.6503708328134223,260745.6123681762,9924.23725409286,115782.76796441672,29043.24055083594
7.32,1.0434224325748399e-15,2.6116447662015805,15.828271859507057,338394.83716541494,99440.91802667665,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.8781603786347117e-16,8.317391496455989e-13,2.3826482693536804e-15,0.5223289532403161,2.0668911679948745,0.6521248006116908,265130.1316178077,10151.845114962447,118438.19300789521,29832.275408003043
7.35,-5.592815927458218e-14,2.5960218139758466,15.870585663044436,346106.9500206748,102127.42854590307,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.0067068669424792e-14,-4.578404159706731e-11,-1.2744945535957255e-13,0.5192043627951693,2.0600193290914395,0.6538681293174308,269550.3576666882,10383.208500620243,121137.43250723617,30638.22856376806
7.38,-1.5299047237231862e-13,2.58049231844076,15.912640791040927,353945.19670999784,104871.14156883718,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.753828502701735e-14,-1.2860016662028804e-10,-3.4792293018389543e-13,0.516098463688152,2.053122366368466,0.6556008005908862,274005.8583777243,10618.355901299934,123880.81884849923,31461.34247064313
7.41,-2.0943399076722817e-13,2.565055720898194,15.954436821442943,361910.52157879353,107672.86804280076,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.769811833810107e-14,-1.807403491512249e-10,-4.753139430012477e-13,0.5130111441796389,2.0462009721262557,0.6573227970434493,278496.19614864973,10857.315647363805,126668.68255257772,32301.860412828955
7.44,-2.377653254261721e-13,2.549711465507076,15.995973351747713,370003.84553491237,110533.42141861554,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.2797758576710975e-14,-2.1063225138128065e-10,-5.385178810409977e-13,0.5099422931014151,2.0392558328433656,0.6590341020920057,283020.91417258733,11100.11536604737,129501.34593721932,33160.02642557152
7.47,-2.250140527564631e-13,2.534458999879018,16.037250000994025,378226.0770230356,113453.61758424326,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.050252949616336e-14,-2.045937356084968e-10,-5.086077464670557e-13,0.5068917999758037,2.0322876299150576,0.6607347000409538,287579.5454699561,11346.782310691067,132379.12695806246,34036.085275260215
7.5,-1.4656501426950483e-13,2.519297774986016,16.078266409343623,386578.11031888454,116434.27471017092,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.638170256851087e-14,-1.3675953672076222e-10,-3.3061979570624443e-13,0.5038595549972033,2.025297039533678,0.6624245760649573,292171.6119553767,11597.343309566535,135302.3386116096,34930.28241304274
7.53,4.9979645287954225e-15,2.504227245072847,16.11902223746863,395060.82439686387,119476.2127763221,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,8.99633615183176e-16,4.785239780366534e-12,1.1251758476068286e-14,0.5008454490145694,2.0182847325502324,0.6641037161837076,296796.6239746707,11851.824731905916,138271.28853890236,35842.86383289693
7.56,8.396168990856779e-14,2.489246867421746,16.159517164382297,403675.081480049,122580.25150372612,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.51131041835422e-14,8.247339534265289e-11,1.886429469393532e-13,0.4978493734843492,2.011251374024853,0.6657721071725506,301454.07960914256,12110.252444401469,141286.27851801715,36774.075451122975
7.59,1.4936072176011708e-13,2.4743561029043173,16.199750892549556,412421.729634961,125747.21524631254,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.6884929916821074e-14,1.504979388831626e-10,3.349125666665774e-13,0.49487122058086347,2.0041976243264177,0.6674297367730417,306143.4671078106,12372.65188904883,144347.60537223634,37724.16457390315
7.62,1.7646236804638122e-13,2.459554415502961,16.23972314346834,421301.6000717268,128977.92877192765,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,3.176322624834862e-14,1.823674415947286e-10,3.948991910191475e-13,0.4919108831005923,1.997124138204266,0.6690765935108955,310864.2632144932,12639.048002151803,147455.56002510435,38693.37863158967
7.65,1.3286336799914616e-13,2.4448412724135697,16.279433658626015,430315.5074307847,132273.2181824858,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.391540623984631e-14,1.4081257908937314e-10,2.967440057015747e-13,0.48896825448271397,1.9900315650072111,0.6707126667353919,315615.933817934,12909.46522292354,150610.42760077462,39681.96545475453
7.68,4.943710566487821e-14,2.430216143950571,16.318882198526186,439464.24888463307,135633.90988027712,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,8.898679019678078e-15,5.372426606459635e-11,1.1019851418641051e-13,0.48604322879011425,1.9829205485046077,0.6723379465792789,320397.93369857274,13183.927466538991,153812.48710962155,40690.17296408649
7.71,2.5249961042192144e-14,2.4156785035210304,16.35806854244785,448748.60375029594,139060.8303347102,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.5449929875945856e-15,2.813196148750625e-11,5.617367799459833e-14,0.4831357007042061,1.9757917268559024,0.6739524239488515,325209.7066694046,13462.458112508877,157062.01131260357,41718.24910041481
7.74,4.1533626646405836e-15,2.4012278278375216,16.39699249073724,458169.33486776165,142554.80861683132,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.47605279635305e-16,4.743532926491813e-12,9.221994999791786e-15,0.48024556556750436,1.9686457330800833,0.6755560906183743,330050.687023884,13745.080046032848,160359.26720371656,42766.44258504969
7.77,1.0734396093322066e-15,2.386863596660726,16.435653862111465,467727.1865002359,146116.6734825509,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.932191296797972e-16,1.2565613100681954e-12,2.3788055920169364e-15,0.47737271933214526,1.9614831945395133,0.6771489391189923,334920.2983877868,14031.815595007078,163704.51527508255,43835.002044765344
7.8,3.643390759863346e-14,2.3725852928472446,16.47405249419964,477422.8844918397,149747.2539939174,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,6.558103367754022e-15,4.370764254604908e-11,8.058362739679216e-14,0.4745170585694489,1.9543047330668077,0.6787309627610252,339817.9542642213,14322.68653475519,167098.00957214387,44924.17619817795
7.83,5.607877825854385e-14,2.358392402439731,16.51218824340885,487257.1384843505,153447.37867503558,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.0094180086537892e-14,6.893465650222666e-11,1.2379489676273143e-13,0.47167848048794625,1.9471109650458607,0.6803021556284446,344743.0600308158,14617.714154530515,170539.99846952266,46034.213602514974
7.86,3.951796321417233e-14,2.3442844144967405,16.550060984651726,497230.6381347994,157217.87621424816,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,7.113233378551018e-15,4.976949848557923e-11,8.70693483979504e-14,0.4688568828993481,1.9399025012647326,0.6818625125676511,349695.0106169115,14916.91914404398,174030.72334717977,47165.36286427755
7.89,7.736352133259208e-15,2.3302608210613953,16.587670611147868,507344.05253253586,161059.57534166294,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.3925433839866574e-15,9.981069848363125e-12,1.7012843682109418e-14,0.4660521642122791,1.9326799468915197,0.6834120291792921,354673.19052452635,15220.321575976075,177570.41838638755,48317.872602499505
7.92,-4.730457482941164e-14,2.316321117238267,16.62501703428277,517598.03211083065,164973.30406372156,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-8.514823469294095e-15,-6.251136643109695e-11,-1.0382863792992064e-13,0.4632642234476534,1.925443901547452,0.6849507018124501,359676.97560577653,15527.94096332492,181159.31123879072,49491.99121911257
7.95,-1.3602756736146492e-13,2.3024648011360203,16.662100183395378,527993.2074640947,168959.88969533463,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.4484962125063685e-14,-1.840945392158055e-10,-2.980009567923769e-13,0.4604929602272041,1.918194959262624,0.6864785275558896,364705.73262746714,15839.796223922842,184797.62261243316,50687.966908588896
7.98,-1.8456437448171318e-13,2.2886913741095034,16.698920006426203,538530.1954743307,173020.1583304667,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.322158740670837e-14,-2.5577814295819247e-10,-4.0356982927583373e-13,0.4577382748219007,1.9109337087814302,0.6879955042647595,369758.8239238419,16155.90586422992,188485.56841601574,51906.04749912404
8.01,-2.066841336762355e-13,2.2750003402218284,16.735476468064785,549209.5862483814,177154.93532566016,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.7203144061722387e-14,-2.9327026937703014e-10,-4.510881428439201e-13,0.4550000680443657,1.9036607329297628,0.6895016304842692,374835.5986704018,16476.287587451443,192223.35518693348,53146.48059767974
8.04,-1.9238387546836176e-13,2.261391206561068,16.771769550636996,560031.9510797418,181365.0446737373,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.462909758430512e-14,-2.79459569771095e-10,-4.190923744830305e-13,0.4522782413122136,1.8963766090127216,0.6909969054862443,379935.3988694468,16800.958532392255,196011.18287790962,54409.513402103745
8.07,-1.2231104873276047e-13,2.2478634831774156,16.80779925377554,570997.8410732372,185651.30887038045,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.2015988771896884e-14,-1.818652840272824e-10,-2.659481351097924e-13,0.44957269663548316,1.8890819087561446,0.6924813292555522,385057.55877647345,17129.935232197116,199849.24437563302,55695.392661102785
8.1,7.728053928560907e-15,2.2344166830619807,16.843565594198903,582107.7871500995,190014.54868123907,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.3910497071409632e-15,1.1760688401667601e-11,1.6772388680515113e-14,0.44688333661239615,1.8817771982963907,0.6939549024809948,390201.4052845442,17463.233614502984,203737.72550253483,57004.36460437246
8.13,7.858607168203442e-14,2.221050322204684,16.879068605628575,593362.303637146,194455.58259745597,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.4145492902766196e-14,1.2238597525303573e-10,1.7024219347210654e-13,0.4442100644409368,1.8744630382528238,0.6954176265518973,395366.26070323755,17800.86910911438,207676.8062730011,58336.67477924443
8.16,1.3569040064571835e-13,2.2077639193743774,16.914308338327963,604761.8777457661,198975.22757969974,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.44242721162293e-14,2.16224032827682e-10,2.934073121938987e-13,0.4415527838748755,1.8671399835275613,0.696869503539112,400551.436050093,18142.856332372983,211666.65721101812,59692.56827392342
8.19,1.5609572302983594e-13,2.1945569962642373,16.949284859138796,616306.9776056074,203574.29810782868,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,2.809723014537047e-14,2.5448383482583067e-10,3.369118728633692e-13,0.4389113992528475,1.8598085834659401,0.6983105361965184,405756.2368652941,18489.20932816822,215707.44216196256,61072.289432364494
8.22,1.0994390326911022e-13,2.1814290774306953,16.983998251236322,627998.0498105951,208253.60618826142,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,1.978990258843984e-14,1.8335831066679127e-10,2.3686630314690475e-13,0.4362858154861391,1.8524693818146638,0.6997407279509364,410979.96192800824,18839.941494317853,219799.3174337083,62476.081856489865
8.25,2.287505978681639e-14,2.1683796902705894,17.018448613792213,639835.5205894446,213013.9609345896,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,4.117510761626951e-15,3.902097583542392e-11,4.9193134196862025e-14,0.4336759380541179,1.845122916703184,0.7011600828882392,416221.9043879642,19195.065617683336,223942.4322063056,63904.18828037931
8.28,-2.2938719889676062e-14,2.155408365003537,17.05263606178501,651819.7956054575,217856.16836649238,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.128969580141691e-15,-4.001824070901879e-11,-4.924077245431833e-14,0.43108167300070743,1.8377697206464696,0.7025686057455424,421481.3519768637,19554.593868163724,228136.9284619101,65356.850509945216
8.31,-7.831363446372812e-14,2.142514634670578,17.086560726268242,663951.2555007208,222781.03188638578,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-1.4096454203471061e-14,-1.3970948755058746e-10,-1.6780688407542608e-13,0.4285029269341156,1.8304103206103515,0.7039663019222516,426757.58448543877,19918.537665021624,232382.93942525226,66834.30956590701
8.34,-1.3329618677988323e-13,2.129698035100116,17.120222753717847,676230.2599999547,227789.35139287758,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.3993313620378982e-14,-2.431381035392668e-10,-2.8510846829126146e-13,0.4259396070200232,1.8230452379525885,0.7053531774531753,432049.87679910724,20286.90779999864,236680.59099998412,68336.8054178481
8.37,-1.7350328058892923e-13,2.116958104895192,17.153622305980385,688657.1464289947,232881.92328374143,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.123059050600726e-14,-3.2354681862085886e-10,-3.7044467370398535e-13,0.42339162097903843,1.8156749884466707,0.7067292390063918,437357.49828800885,20659.714392869842,241030.00125014814,69864.57698510223
8.4,-2.1911225982725702e-13,2.10429438542611,17.1867595599728,701232.2322045781,238059.54003599507,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.944020676890626e-14,-4.176744591281494e-10,-4.669913991806427e-13,0.420858877085222,1.8083000822845279,0.7080944938708793,442679.7147323121,21036.966966137345,245431.28127160232,71417.86201077244
8.43,-2.70818497979999e-13,2.0917064207990568,17.219634707645348,713955.8109670763,243322.9903051575,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.874732963639982e-14,-5.276419370238928e-10,-5.761695842987746e-13,0.41834128415981137,1.8009210240880251,0.7094489499549883,448015.78618991195,21418.67432901229,249884.5338384767,72996.8970915143
8.46,-3.0750011780686443e-13,2.0791937578380586,17.252247955798246,726828.1522464645,248673.0587359515,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.5350021205235596e-14,-6.122717707497497e-10,-6.530558743538467e-13,0.41583875156761174,1.7935383129164841,0.7107926157788877,453364.96715145634,21804.844567393935,254389.85328626257,74601.91762074722
8.49,-3.192139818266874e-13,2.0667559460760634,17.284599525798402,739849.5035425209,254110.52557583048,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.745851672880373e-14,-6.494823276147945e-10,-6.767421912433079e-13,0.4133511892152127,1.7861524422722657,0.7121255004628941,458726.50819428405,22195.485106275628,258947.3262398823,76233.15767270859
8.52,-2.9425401768714413e-13,2.0543925377341585,17.31668965342607,753020.0892660455,259636.16654487126,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-5.296572318368594e-14,-6.117065271975942e-10,-6.227350039711454e-13,0.41087850754683175,1.778763900110901,0.7134476137211542,464099.65564553346,22590.602677981362,263557.0312431159,77890.84996342317
8.55,-2.7425658165433964e-13,2.042103087807655,17.34851858907261,766340.1166604091,265250.7527744482,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.9366184697781134e-14,-5.824546703831894e-10,-5.794029361558792e-13,0.40842061756153103,1.7713731689798728,0.7147589658697916,469483.65556284593,22990.203499812273,268219.0408311432,79575.22583229808
8.58,-2.393481964437479e-13,2.0298871538333874,17.380086596745453,779809.7629343511,270955.0503134636,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-4.308267535987462e-14,-5.192409700092972e-10,-5.04777243441928e-13,0.40597743076667747,1.7639807257606885,0.7160595677859127,474877.74606421485,23394.292888030534,272933.41702702286,81286.51509400665
8.61,-1.8639497010709142e-13,2.0177442960192007,17.411393954428288,793429.1837421039,276749.82012591354,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-3.355109461927645e-14,-4.13005980617922e-10,-3.924216714827131e-13,0.40354885920384015,1.7565870418633092,0.7173494309224455,480281.16293718095,23802.875512263116,277700.21430973633,83024.94603774828
8.64,-1.1689970135833052e-13,2.005674077203972,17.44244095380715,807198.5116750926,282635.81785855565,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-2.1041946244499493e-14,-2.6452628223664565e-10,-2.4568836223168263e-13,0.40113481544079443,1.749192583209821,0.7186285672968546,485693.13900727057,24215.955350252778,282519.4790862824,84790.74535755017
8.67,-3.3812562828074275e-14,1.993676062834354,17.47322790005903,821117.8557390317,288613.793631257,0.18,4.6,0.101,0.008,1.5,0.2,0.3,1.4,0.0412,0.3,0.05,0.45,0.03,0.4,0.3,0.35,0.3,0.5,1.0,-6.0862613090533695e-15,-7.81298485178801e-11,-7.094223338213572e-14,0.39873521256687083,1.7417978102396294,0.7198969894824321,491112.90412582277,24633.53567217095,287391.24950866104,86584.13808937222
