Time,tumor_volume_x_1,endothelial_volume_x_2,concentration_of_administrated_inhibitor_x_3,lambda_1,lambda_2,lambda_3,b,d,e,u,a,compartment,tumor_growth,endothelial_loss,stimulatory_effect,inhibition_effect,drug_kill,inhibitor_clearance,administrated_inhibitor
69.12,17279.958305188906,17323.81379709654,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.409587441645611,0.0,101087.7560853551,101084.88258737675,0.0,0.0,0.0
69.24,17280.95936463091,17324.1557403835,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.283355700966919,0.0,101093.61228309083,101090.78189513594,0.0,0.0,0.0
69.36,17281.9454124778,17324.49253849263,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.159008812641325,0.0,101099.38066299511,101096.59271346821,0.0,0.0,0.0
69.48,17282.916679134243,17324.824270088233,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.036517927629687,0.0,101105.06257293532,101102.316396489,0.0,0.0,0.0
69.6,17283.87339206045,17325.151012752918,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.915854546140096,0.0,101110.65934355362,101107.95428064048,0.0,0.0,0.0
69.72,17284.815775843475,17325.472843011063,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.796990508693626,0.0,101116.17228868432,101113.50768510287,0.0,0.0,0.0
69.84,17285.74405226861,17325.78983635227,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.6798979871654245,0.0,101121.60270577135,101118.97791220601,0.0,0.0,0.0
69.96,17286.65844039069,17326.102067254844,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.564549475835964,0.0,101126.95187628553,101124.36624784087,0.0,0.0,0.0
70.08,17287.559156605497,17326.409609209237,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.450917782413005,0.0,101132.22106614216,101129.67396187132,0.0,0.0,0.0
70.2,17288.446414721067,17326.712534741517,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.338976019071187,0.0,101137.41152611825,101134.90230854592,0.0,0.0,0.0
70.32,17289.320211372713,17327.010898303044,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.228735435206416,0.0,101142.52323653037,101140.05158975851,0.0,0.0,0.0
70.44,17290.18089625528,17327.30478180395,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.120144897777874,0.0,101147.55824309337,101145.12364467281,0.0,0.0,0.0
70.56,17291.028671061264,17327.594254636355,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.013179222459155,0.0,101152.51772570839,101150.11966228946,0.0,0.0,0.0
70.68,17291.863728795346,17327.879384812146,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.907814619306748,0.0,101157.40281345276,101155.04078976372,0.0,0.0,0.0
70.8,17292.686259371076,17328.160239427474,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.804027709747462,0.0,101162.21461732079,101159.8881569404,0.0,0.0,0.0
70.92,17293.496449653547,17328.436884683942,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.701795522641858,0.0,101166.95423047325,101164.66287664117,0.0,0.0,0.0
71.04,17294.29448350205,17328.709385909744,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.6010954903378645,0.0,101171.62272848698,101169.36604495153,0.0,0.0,0.0
71.16,17295.08054181277,17328.97780758089,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.501905444728981,0.0,101176.2211696047,101173.99874150865,0.0,0.0,0.0
71.28,17295.85480256144,17329.242213342313,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.404203613290328,0.0,101180.75059498442,101178.56202978833,0.0,0.0,0.0
71.4,17296.617440846,17329.502666029104,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.307968615133143,0.0,101185.21202894908,101183.05695739292,0.0,0.0,0.0
71.52,17297.368628929282,17329.759227687635,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.213179457030371,0.0,101189.60647923629,101187.48455633874,0.0,0.0,0.0
71.64,17298.10853628167,17330.011959596763,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.119815529457155,0.0,101193.93493724776,101191.84584334382,0.0,0.0,0.0
71.76,17298.83732962378,17330.260922288988,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.027856602611475,0.0,101198.19837829912,101196.14182011578,0.0,0.0,0.0
71.88,17299.555186578094,17330.506109103368,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.937267475073295,0.0,101202.39784148184,101200.37313857635,0.0,0.0,0.0
72.0,17300.262277566617,17330.747534829672,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.848018431145491,0.0,101206.5343237647,101204.54054785479,0.0,0.0,0.0
72.12,17300.958749159818,17330.98531726405,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.760104064747754,0.0,101210.60868258493,101208.64530563154,0.0,0.0,0.0
72.24,17301.644759049464,17331.21950662629,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.6735038834025655,0.0,101214.62184043936,101212.68831842164,0.0,0.0,0.0
72.36,17302.32046251242,17331.45015190209,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.588197617204226,0.0,101218.57470569765,101216.67047617302,0.0,0.0,0.0
72.48,17302.986012457448,17331.6773008441,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.504165210158914,0.0,101222.46817287606,101220.59265245305,0.0,0.0,0.0
72.6,17303.641559471995,17331.90099997297,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.421386811520917,0.0,101226.30312291117,101224.4557046349,0.0,0.0,0.0
72.72,17304.287251868987,17332.121294578377,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.3398427671278395,0.0,101230.08042343357,101228.26047408413,0.0,0.0,0.0
72.84,17304.92323573361,17332.33822872005,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.259513610728373,0.0,101233.80092904162,101232.00778634517,0.0,0.0,0.0
72.96,17305.54965497012,17332.551845228845,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.1803800553091355,0.0,101237.4654815752,101235.69845132806,0.0,0.0,0.0
73.08,17306.16665134862,17332.762185707736,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.102422984414127,0.0,101241.07491038942,101239.33326349506,0.0,0.0,0.0
73.2,17306.774364551857,17332.969290532874,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.025623443465506,0.0,101244.63003262835,101242.91300204737,0.0,0.0,0.0
73.32,17307.37293222201,17333.17319885463,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.94996263108037,0.0,101248.13165349876,101246.43843111196,0.0,0.0,0.0
73.44,17307.962490007485,17333.373948598623,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.8754218903815,0.0,101251.58056654378,101249.91029992842,0.0,0.0,0.0
73.56,17308.54318600569,17333.571974154205,4.141525685097367e-29,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.802056186010162,0.0,101254.97763813328,101253.33172225376,4.737970613999273e-25,5.383983390626578e-29,0.0
73.68,17309.11514197568,17333.767033586646,9.535582113794334e-29,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.729795866455298,0.0,101258.32358055771,101256.7017585655,1.0908978886749682e-24,1.2396256747932635e-28,0.0
73.8,17309.678487690115,17333.95915631424,1.6131772789374429e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.65862176330641,0.0,101261.61915298717,101260.021085653,1.8455414382897214e-24,2.097130462618676e-28,0.0
73.92,17310.233351773146,17334.148388714624,2.406902768716696e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.588518177315583,0.0,101264.8651078729,101263.2904749333,2.753626243509457e-24,3.128973599331705e-28,0.0
74.04,17310.779861119387,17334.334776782438,3.349498855311073e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.519469665021531,0.0,101268.0621875484,101266.51068888139,3.832048076499172e-24,4.354348511904395e-28,0.0
74.16,17311.318140941537,17334.518366153057,4.456624583853417e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.451461034249945,0.0,101271.21112450799,101269.68248135371,5.098727086190515e-24,5.793611959009442e-28,0.0
74.28,17311.84831481798,17334.69920212642,5.744857563493796e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.3844773396271295,0.0,101274.31264168517,101272.80659791178,6.572634936266905e-24,7.4683148325419345e-28,0.0
74.4,17312.370504740426,17334.87732969081,7.231717660876574e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.318503878081953,0.0,101277.36745273149,101275.88377614603,8.273821943260763e-24,9.401232959139546e-28,0.0
74.52,17312.884831161507,17335.052793546634,8.93569069361852e-28,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.253526184342914,0.0,101280.37626229481,101278.91474599899,1.0223444214764908e-23,1.1616397901704077e-27,0.0
74.64,17313.391413042395,17335.225638130214,1.0876252123787343e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.18953002644636,0.0,101283.339766298,101281.90023008942,1.2443790787761072e-23,1.4139127760923546e-27,0.0
74.76,17313.890367900407,17335.395907637583,1.3073890751378324e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.1265014012286345,0.0,101286.25865221738,101284.84094403584,1.495831076707075e-23,1.6996057976791822e-27,0.0
74.88,17314.38181185666,17335.563646048267,1.555013240779261e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.064426529817115,0.0,101289.13359936145,101287.73759678041,1.7791640463944596e-23,2.0215172130130393e-27,0.0
75.0,17314.865859683636,17335.728897149067,1.8327563649316046e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.003291853129829,0.0,101291.96527914927,101290.59089091253,2.096963053480594e-23,2.382583274411086e-27,0.0
75.12,17315.34262485282,17335.891704557864,2.1429855450595255e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.9430840273653374,0.0,101294.75435538898,101293.40152299295,2.4519373120165995e-23,2.7858812085773832e-27,0.0
75.24,17315.812219582323,17336.052111747387,2.48817868981162e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.883789919486332,0.0,101297.50148455659,101296.17018387742,2.8469228983742966e-23,3.2346322967551064e-27,0.0
75.36,17316.27475488449,17336.210162069026,2.8709268883683364e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.825396602711098,0.0,101300.20731607426,101298.89755904081,3.284885465181432e-23,3.732204954878837e-27,0.0
75.48,17316.730335330238,17336.36588580658,3.2939367797894956e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.767889877812648,0.0,101302.87246168188,101301.58423250864,3.7689229524636486e-23,4.2821178137263444e-27,0.0
75.6,17317.17894774749,17336.519026846316,3.760032922362256e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.7112231982887227,0.0,101305.4968443228,101304.22865560277,4.3022682318067193e-23,4.888042799070933e-27,0.0
75.72,17317.620794514238,17336.669860792812,4.272160162948963e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.6554106514138844,0.0,101308.08164790829,101306.83322728507,4.8882920022734815e-23,5.553808211833652e-27,0.0
75.84,17318.055978358985,17336.818421085096,4.8333860063346784e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.60043899126467,0.0,101310.62747340006,101309.39854289278,5.530505346355307e-23,6.283401808235082e-27,0.0
75.96,17318.484600787633,17336.964740533997,5.44690298457509e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.5462950843866383,0.0,101313.13491460765,101311.92518934797,6.23256248925339e-23,7.080973879947618e-27,0.0
76.08,17318.906762124,17337.108851328496,6.1160310263445275e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.492965903286422,0.0,101315.60455842539,101314.41374535192,6.99826351236127e-23,7.950840334247885e-27,0.0
76.2,17319.322561550303,17337.250785042048,6.84421982628332e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.4404385199176226,0.0,101318.03698506927,101316.86478157912,7.831557066711236e-23,8.897485774168316e-27,0.0
76.32,17319.732097147695,17337.390572638942,7.635051214345757e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.3887000991695326,0.0,101320.43276831401,101319.27886087178,8.736543086384101e-23,9.925566578649484e-27,0.0
76.44,17320.13546593673,17337.52824448062,8.492241525148192e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.337737892352479,0.0,101322.79247572988,101321.65653843376,9.717475501879725e-23,1.103991398269265e-26,0.0
76.56,17320.532763917938,17337.663830332032,9.419643967316261e-27,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.2875392306743545,0.0,101325.11666891993,101323.99836202535,1.0778764953445135e-22,1.224553715751114e-26,0.0
76.68,17320.924086112253,17337.79735936795,1.0421250992833027e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.238091518730571,0.0,101327.40590375668,101326.30487215704,1.192498150436017e-22,1.3547626290682935e-26,0.0
76.8,17321.30952660157,17337.928860179334,1.150119666638655e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.189382227983534,0.0,101329.66073061917,101328.57660228436,1.3160857354176954e-22,1.4951555666302515e-26,0.0
76.92,17321.689178569242,17338.05836077965,1.2663759034718177e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.1413988902361214,0.0,101331.88169463006,101330.81407900188,1.4491289551912427e-22,1.6462886745133632e-26,0.0
77.04,17322.063134340584,17338.18588861122,1.3913362495969575e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.0941290911155415,0.0,101334.0693358924,101333.0178222378,1.592134270918965e-22,1.8087371244760446e-26,0.0
77.16,17322.431485423367,17338.31147055155,1.5254580169030836e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.0475604635495053,0.0,101336.2241897267,101335.18834544826,1.745625171332827e-22,1.9830954219740088e-26,0.0
77.28,17322.794322548358,17338.43513291967,1.6692136262888793e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.001680681234455,0.0,101338.34678690789,101337.32615581174,1.910142444038093e-22,2.1699777141755431e-26,0.0
77.4,17323.151735709787,17338.556901482487,1.823090844597385e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.9564774521250845,0.0,101340.43765390225,101339.43175442367,2.0862444468111527e-22,2.3700180979766003e-26,0.0
77.52,17323.503782775348,17338.67681744128,1.9875930215508098e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.9119476067802226,0.0,101342.49712923578,101341.50560731409,2.274507380987892e-22,2.583870928016053e-26,0.0
77.64,17323.85035330345,17338.795006697743,2.1632393266854057e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.8681365111552983,0.0,101344.52456682517,101343.54801919902,2.475525573564457e-22,2.8122111246910274e-26,0.0
77.76,17324.191702239477,17338.91140853478,2.3505649862860828e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.824983638041669,0.0,101346.52145810093,101345.55962905267,2.6899117117763984e-22,3.0557344821719076e-26,0.0
77.88,17324.527909370914,17339.026050471613,2.5501215203212715e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.7824789860570927,0.0,101348.48826981983,101347.54090847411,2.9182971491994408e-22,3.315157976417653e-26,0.0
78.0,17324.859053456537,17339.138959758555,2.762476979377765e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.7406126986777766,0.0,101350.42546272074,101349.49232349354,3.1613321664252985e-22,3.591220073191094e-26,0.0
78.12,17325.1852122532,17339.25016339032,2.9882161815953663e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.699375061686323,0.0,101352.33349168122,101351.41433475404,3.4196862423882215e-22,3.884681036073976e-26,0.0
78.24,17325.50646254255,17339.359688119373,3.227940949601718e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.6587565006333196,0.0,101354.21280587392,101353.30739769345,3.694048325692151e-22,4.196323234482234e-26,0.0
78.36,17325.822880157797,17339.467560469257,3.482270347447183e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.6187475782852943,0.0,101356.0638489231,101355.17196272625,3.9851271059387327e-22,4.526951451681338e-26,0.0
78.48,17326.13454001044,17339.573806747925,3.7518409175394444e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.5793389920805128,0.0,101357.88705906107,101357.00847542538,4.293651285056236e-22,4.877393192801278e-26,0.0
78.6,17326.441516117036,17339.678453061086,4.0373069175783687e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.5405215715804768,0.0,101359.68286928466,101358.81737670425,4.620369848630456e-22,5.24849899285188e-26,0.0
78.72,17326.743881625942,17339.781525325518,4.3393405574908886e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.5022862759171773,0.0,101361.45170751175,101360.59910299846,4.9660523372378325e-22,5.641142724738156e-26,0.0
78.84,17327.04170884404,17339.88304928242,4.6586322363655767e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.464624191250918,0.0,101363.19399673764,101362.3540864478,5.331489117780944e-22,6.05622190727525e-26,0.0
78.96,17327.335069263514,17339.983050510735,4.995890779387523e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.42752652821254,0.0,101364.91015519155,101364.08275507817,5.717491654827646e-22,6.49465801320378e-26,0.0
79.08,17327.624033588578,17340.08155444049,5.351843674773235e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.3909846193566797,0.0,101366.60059649317,101365.78553298357,6.12489278195417e-22,6.957396777205205e-26,0.0
79.2,17327.908671762234,17340.178586366143,5.727237310705183e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.3549899166091204,0.0,101368.26572980906,101367.46284050807,6.554546973092397e-22,7.445408503916738e-26,0.0
79.32,17328.18905299301,17340.27417145987,6.122837212266681e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.3195339887112247,0.0,101369.9059600091,101369.11509442754,7.007330613882805e-22,7.959688375946685e-26,0.0
79.44,17328.465245781714,17340.368334784962,6.539428278376822e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.2846085186711083,0.0,101371.52168782301,101370.74270813192,7.484142273033545e-22,8.501256761889869e-26,0.0
79.56,17328.7372834046,17340.46107870269,6.977815018724953e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.2502075915893216,0.0,101373.1131079169,101372.34582493096,7.985902963274752e-22,9.07115952434244e-26,0.0
79.68,17329.005128138273,17340.55235945579,7.438821790705716e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.216330066057327,0.0,101374.6799996089,101373.92404163079,8.513556397789948e-22,9.670468327917431e-26,0.0
79.8,17329.268944144907,17340.6422657491,7.923293036353602e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.182961479817428,0.0,101376.2233232477,101375.47851676839,9.068069347267179e-22,1.0300280947259683e-25,0.0
79.92,17329.528792346973,17340.73081906164,8.432093519278046e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.150094279983693,0.0,101377.74343522979,101377.00961326009,9.650431821291012e-22,1.096172157506146e-25,0.0
80.04,17329.784732770382,17340.818040619102,8.966108561597842e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.117721036561969,0.0,101379.24068670673,101378.51768905348,1.0261657368540948e-21,1.1655941130077194e-25,0.0
80.16,17330.036824562292,17340.9039514013,9.52624428087607e-26,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.0858344404796463,0.0,101380.7154236894,101380.00309724006,1.090278334808902e-21,1.2384117565138891e-25,0.0
80.28,17330.2851260089,17340.98857214966,1.0113427827055093e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.0544273016275927,0.0,101382.16798715206,101381.46618616849,1.1574871200698701e-21,1.3147456175171621e-25,0.0
80.4,17330.52969455324,17341.071923374704,1.072860761939095e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.0234925468939773,0.0,101383.59871313644,101382.90729955705,1.2279006720124605e-21,1.3947189905208234e-25,0.0
80.52,17330.770586812985,17341.15402536349,1.1372753583388287e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.99302321819333,0.0,101385.00793285595,101384.32677660673,1.3016300324414697e-21,1.4784579658404773e-25,0.0
80.64,17331.007858598245,17341.23489818714,1.2046857387735413e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.9630124705137928,0.0,101386.39597279973,101385.72495211418,1.3787887327214942e-21,1.5660914604056038e-25,0.0
80.76,17331.24156492935,17341.314561708296,1.27519326812386e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.9334535699441444,0.0,101387.76315483669,101387.10215658451,1.459492820907573e-21,1.657751248561018e-25,0.0
80.88,17331.471760054676,17341.393035588582,1.3489015329757078e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.9043398917061376,0.0,101389.10979631984,101388.45871634416,1.5438608888762205e-21,1.7535719928684202e-25,0.0
81.0,17331.69849746842,17341.470339296106,1.4259163653138096e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.8756649181914302,0.0,101390.43621019025,101389.79495365395,1.6320140994568185e-21,1.8536912749079524e-25,0.0
81.12,17331.921829928408,17341.546492112917,1.506345866215117e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.8474222369931634,0.0,101391.74270508118,101391.11118682195,1.7240762135633227e-21,1.958249626079652e-25,0.0
81.24,17332.141809473887,17341.6215131425,1.590300429542312e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.8196055389396064,0.0,101393.02958542223,101392.40773031626,1.8201736173265075e-21,2.0673905584050057e-25,0.0
81.36,17332.358487443336,17341.69542131724,1.6778927656373138e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.792208616123234,0.0,101394.2971515435,101393.68489487827,1.920435349226719e-21,2.181260595328508e-25,0.0
81.48,17332.571914492248,17341.768235405914,1.7692379250146993e-25,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.7652253599389462,0.0,101395.54569977964,101394.94298763534,2.0249931272270953e-21,2.300009302519109e-25,0.0
81.6,17332.782126451395,17341.83994856705,1.3778987031295635e-23,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.7386475916834203,0.0,101396.77543974065,101396.18210816405,1.5770897191507256e-19,1.7912683140684325e-23,0.0
81.72,17332.989149612,17341.91053782539,6.310262225750333e-23,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.712465866800872,0.0,101397.9865252302,101397.40222450471,7.22251219728596e-19,8.203340893475434e-23,0.0
81.84,17333.193057677658,17341.980066427786,1.241582999546512e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.6866781879858377,0.0,101399.17938741429,101398.60399374385,1.4210795035107814e-18,1.6140578994104657e-22,0.0
81.96,17333.39389729111,17342.04854994084,1.983464354057234e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.6612786007820082,0.0,101400.35429915298,101399.78768865672,2.2702241182590815e-18,2.5785036602744045e-22,0.0
82.08,17333.591714407583,17342.116003636802,2.8715722541922406e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.6362612258627516,0.0,101401.51152928435,101400.9535776213,3.28674318357176e-18,3.733043930449913e-22,0.0
82.2,17333.78655431,17342.18244249638,3.921731327727139e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.6116202566603406,0.0,101402.6513427135,101402.10192469382,4.4887510916092425e-18,5.098250726045281e-22,0.0
82.32,17333.978461624196,17342.247881211595,5.150713706564197e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.587349957005208,0.0,101403.77400050154,101403.2329896846,5.895446955049771e-18,6.695927818533456e-22,0.0
82.44,17334.167480334105,17342.31233418855,6.576263871168731e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.563444658750128,0.0,101404.8797599545,101404.34702823355,7.52714305502597e-18,8.549143032519351e-22,0.0
82.56,17334.353653797007,17342.375815550324,8.21712349500419e-22,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.5398987594085376,0.0,101405.96887471249,101405.44429188599,9.405293289027967e-18,1.0682260543505448e-21,0.0
82.68,17334.537024758694,17342.438339139724,1.009305628896858e-21,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.516706719782989,0.0,101407.04159483836,101406.52502816811,1.1552521618763667e-17,1.3120973175659156e-21,0.0
82.8,17334.71763536873,17342.499918522175,1.2224872845829965e-21,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.4938630615963284,0.0,101408.09816690706,101407.58948066307,1.3992650517961507e-17,1.5892334699578955e-21,0.0
82.92,17334.895527195615,17342.560566988504,1.4634455484663409e-21,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.4713623651241268,0.0,101409.13883409434,101408.63788908621,1.675072942010637e-17,1.902479213006243e-21,0.0
83.04,17335.070741242023,17342.620297557787,1.7344783095285372e-21,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.4491992668269138,0.0,101410.16383626583,101409.67048936115,1.9853063166092198e-17,2.2548218023870984e-21,0.0
