Time,tumor_volume_x_1,endothelial_volume_x_2,concentration_of_administrated_inhibitor_x_3,lambda_1,lambda_2,lambda_3,b,d,e,u,a,compartment,tumor_growth,endothelial_loss,stimulatory_effect,inhibition_effect,drug_kill,inhibitor_clearance,administrated_inhibitor
2.4,2.1869635093141455,20.747563595995747,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-0.9447324467068688,0.0,12.79373652948775,0.3051703758835092,0.0,0.0,0.0
2.52,2.3038449970096755,22.284786641238444,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.003809122247731,0.0,13.477493232506601,0.33935810680694123,0.0,0.0,0.0
2.64,2.428006587602917,23.90228798979461,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.066102465048032,0.0,14.203838537477063,0.3769527872751299,0.0,0.0,0.0
2.76,2.5598468893479573,25.604890346868807,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.131822211693464,0.0,14.97510430268555,0.41829225554946325,0.0,0.0,0.0
2.88,2.6997900314703456,27.397658669595963,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.201186376488647,0.0,15.79377168410152,0.4637469013414853,0.0,0.0,0.0
3.0,2.8482868547662714,29.285920167302372,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.2744224223406069,0.0,16.662478100382685,0.5137229111076511,0.0,0.0,0.0
3.12,3.0058158798884613,31.275273241738073,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.351768065662616,0.0,17.5840228973475,0.5686655762985254,0.0,0.0,0.0
3.24,3.1728853470289806,33.37161335293015,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.4334725979453902,0.0,18.561379280119535,0.6290633251381818,0.0,0.0,0.0
3.36,3.350034044869973,35.58114396029407,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.5197975580931562,0.0,19.59769916248934,0.6954516859491532,0.0,0.0,0.0
3.48,3.53783267472318,37.910381812414094,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.6110173971191695,0.0,20.6963211471306,0.7684175252765836,0.0,0.0,0.0
3.6,3.7368856900302636,40.36618591476365,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.7074206612751073,0.0,21.860781286677042,0.8486041837508955,0.0,0.0,0.0
3.72,3.947833273995511,42.9557714804431,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.8093109082077898,0.0,23.094824652873736,0.9367167850846828,0.0,0.0,0.0
3.84,4.171352703861299,45.68672634251537,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-1.917007483285125,0.0,24.402413317588596,1.033527949144886,0.0,0.0,0.0
3.96,4.408160903945466,48.56703225290155,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.0308466783531216,0.0,25.787741288080973,1.139884291780668,0.0,0.0,0.0
4.08,4.659015901007221,51.60508058484535,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.1511824838897122,0.0,27.25524302089224,1.2567131690458226,0.0,0.0,0.0
4.2,4.924719620409191,54.80969510578901,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.278387810887769,0.0,28.809609779393767,1.3850303913186854,0.0,0.0,0.0
4.32,5.206119698026719,58.19014966008625,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.4128553490086437,0.0,30.455800233456305,1.5259482913690048,0.0,0.0,0.0
4.44,5.5041128481057635,61.756194069895955,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.554998978272711,0.0,32.199060161418714,1.6806849843046048,0.0,0.0,0.0
4.56,5.819646022684517,65.51806826163431,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.70525437155305,0.0,34.04492923270442,1.8505736513321933,0.0,0.0,0.0
4.68,6.153719030242986,69.48652416432353,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-2.864080118404591,0.0,35.99925632692146,2.037073068679287,0.0,0.0,0.0
4.8,6.507388230761223,73.67285258402131,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.031959222425718,0.0,38.06822114995315,2.2417794028333136,0.0,0.0,0.0
4.92,6.8817711486431135,78.08891434494154,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.209400919031679,0.0,40.25836121956221,2.466439381449966,0.0,0.0,0.0
5.04,7.278047278878044,82.74715390172507,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.3969411485298586,0.0,42.576576581436555,2.712963122779881,0.0,0.0,0.0
5.16,7.697462413789197,87.6606293076418,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.5951442651857857,0.0,45.030155120666805,2.983439342311766,0.0,0.0,0.0
5.28,8.141331436762396,92.8430316097718,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-3.8046041431520337,0.0,47.62678890506002,3.280151078155553,0.0,0.0,0.0
5.4,8.61104204157161,98.30871155311874,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.025945655820835,0.0,50.37459594319391,3.6055931583200898,0.0,0.0,0.0
5.52,9.108059295545715,104.07271276933446,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.259826492584427,0.0,53.28214687894243,3.962491573299412,0.0,0.0,0.0
5.64,9.633929317560558,110.15079622772254,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.5069385805203535,0.0,56.35848650772926,4.353823858705895,0.0,0.0,0.0
5.76,10.190283157710292,116.55945684875883,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-4.7680094255200265,0.0,59.613156472605205,4.78284081471086,0.0,0.0,0.0
5.88,10.77884130353456,123.31595836535651,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.0438039279050875,0.0,63.05622162567717,5.253090845059029,0.0,0.0,0.0
6.0,11.401418198048153,130.43836287455588,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.335126106694736,0.0,66.6982964585817,5.7684460274775216,0.0,0.0,0.0
6.12,12.059927053881344,137.94555602462157,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.642820826728009,0.0,70.55057326520586,6.333130128915015,0.0,0.0,0.0
6.24,12.756385840261299,145.8572690306748,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-5.967775789863292,0.0,74.6248571655286,6.951749046753436,0.0,0.0,0.0
6.36,13.492921329519138,154.19411331488055,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.310923195462453,0.0,78.93358977768695,7.629323490364381,0.0,0.0,0.0
6.48,14.271774672558063,162.9776077450284,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-6.673241690929128,0.0,83.48988183446467,8.371324353410582,0.0,0.0,0.0
6.6,15.095307403579021,172.23019996330567,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.055758332556809,0.0,88.30754831093726,9.18371061851657,0.0,0.0,0.0
6.72,15.966007812428339,181.97528374559917,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.459550570290595,0.0,93.40114570270578,10.072970001252978,0.0,0.0,0.0
6.84,16.88649619090893,192.2372411414715,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-7.8857483281345715,0.0,98.78600271681722,11.046163481761612,0.0,0.0,0.0
6.96,17.859531424642395,203.0414634452383,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.335536087594411,0.0,104.478258834158,12.110972524146064,0.0,0.0,0.0
7.08,18.888018253562084,214.41435936787445,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-8.810154924053808,0.0,110.49490678333818,13.275749211091092,0.0,0.0,0.0
7.2,19.975014075813135,226.38337930416165,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-9.310904671877136,0.0,116.85383234350684,14.549570666888107,0.0,0.0,0.0
7.32,21.12373552556461,238.97705014960843,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-9.83914618948805,0.0,123.57385282455296,15.942297918723366,0.0,0.0,0.0
7.44,22.337566117453342,252.2249883282047,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-10.396303529970819,0.0,130.67476178710206,17.464638005025275,0.0,0.0,0.0
7.56,23.620064704190085,266.15788454289213,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-10.98386582891069,0.0,138.177378519512,19.128208708489606,0.0,0.0,0.0
7.68,24.974972752831,280.80754536307734,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-11.603389807552462,0.0,146.10359060406134,20.945610937899225,0.0,0.0,0.0
7.8,26.40622242962447,296.20691081321155,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-12.256502065176592,0.0,154.47640121330315,22.930504789317514,0.0,0.0,0.0
7.92,27.9179451787161,312.3900595206774,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-12.944901263766107,0.0,163.31997929548916,25.09768993823704,0.0,0.0,0.0
8.04,29.51448109030948,329.39215411372453,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-13.670359464074217,0.0,172.65971437831044,27.463186665681743,0.0,0.0,0.0
8.16,31.200387522313488,347.2494788111532,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-14.434724793485472,0.0,182.5222670055339,30.044328722975955,0.0,0.0,0.0
8.28,32.980448163988335,365.9994574931532,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-15.239923863275626,0.0,192.93562175933175,32.859860895235904,0.0,0.0,0.0
8.4,34.8596827150579,385.6806347819398,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-16.08796366943014,0.0,203.9291438830887,35.930039689149105,0.0,0.0,0.0
8.52,36.84335636123769,406.33259773623735,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-16.98093234839915,0.0,215.53363471324047,39.27673388530084,0.0,0.0,0.0
8.64,38.936989866474434,427.99597871086706,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-17.921001435850574,0.0,227.78139071887543,42.92353832136751,0.0,0.0,0.0
8.76,41.146369996061054,450.7124725512318,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-18.910428405125653,0.0,240.70626447695716,46.895896022461635,0.0,0.0,0.0
8.88,43.477559923393336,474.52478711365484,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-19.951557969703412,0.0,254.343725551851,51.22122037931791,0.0,0.0,0.0
9.0,45.93690873898412,499.4765350246865,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-21.046822021968826,0.0,268.7309161230571,55.92901597781529,0.0,0.0,0.0
9.12,48.531062175450586,525.6121813581295,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-22.19874077266378,0.0,283.90671372638593,61.05101140890012,0.0,0.0,0.0
9.24,51.2669748197015,552.9770640555951,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-23.40992547508899,0.0,299.91180269525375,66.62130816720939,0.0,0.0,0.0
9.36,54.15192078840898,581.6172994994934,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-24.683078606738338,0.0,316.7887366121925,72.67652215732805,0.0,0.0,0.0
9.48,57.19350297752739,611.5796479747636,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-26.02099282272934,0.0,334.5819924185352,79.25592389506521,0.0,0.0,0.0
9.6,60.39966292079861,642.9113855342642,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-27.426550030130052,0.0,353.33802808667184,86.40158388172974,0.0,0.0,0.0
9.72,63.77869565238751,675.6603195910074,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-28.90272420889671,0.0,373.10536956646695,94.15854671010763,0.0,0.0,0.0
9.84,67.33925976498547,709.8746417724499,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-30.452579890945042,0.0,393.934669625165,102.57498566189024,0.0,0.0,0.0
9.96,71.09038611614416,745.6027649150118,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-32.07926980417195,0.0,415.87875877944333,111.7023565968868,0.0,0.0,0.0
10.08,75.04148485625436,782.8931195610538,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-33.78603112956363,0.0,438.992686409088,121.59554565064887,0.0,0.0,0.0
10.2,79.20236344542161,821.7941369482692,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-35.57618779960646,0.0,463.3338261557164,132.31305887609432,0.0,0.0,0.0
10.32,83.58323516235866,862.3540510071808,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-37.4531467874913,0.0,488.96192569979814,143.91717852697516,0.0,0.0,0.0
10.44,88.19472674088566,904.620702752771,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-39.42039394914108,0.0,515.9391514341811,156.4741180150589,0.0,0.0,0.0
10.56,93.04788034316047,948.6412823834576,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-41.48148697528937,0.0,544.3301000074887,170.05415718916402,0.0,0.0,0.0
10.68,98.15417458581952,994.4622392977734,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-43.640056038449735,0.0,574.2019213270441,184.73182656229483,0.0,0.0,0.0
10.8,103.5255306051851,1042.129042112372,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-45.89979748063409,0.0,605.6243540403328,200.58604688030607,0.0,0.0,0.0
10.92,109.17431728084485,1091.6859472228543,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-48.264467097625364,0.0,638.6697560929423,217.70026284997982,0.0,0.0,0.0
11.04,115.11334483128392,1143.1757315351254,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-50.73786947174157,0.0,673.4130672630109,236.16254600178394,0.0,0.0,0.0
11.16,121.35589086111929,1196.6394900228836,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-53.323856272677844,0.0,709.9319615375479,256.0657438418681,0.0,0.0,0.0
11.28,127.91570258690929,1252.1163664263213,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-56.026316829376725,0.0,748.3068601334193,277.5075754104672,0.0,0.0,0.0
11.4,134.80700220609552,1309.643281037067,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-58.84916896306019,0.0,788.6209629056588,300.5907165024368,0.0,0.0,0.0
11.52,142.04446792248044,1369.2547207239447,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-61.7963446349287,0.0,830.9601373465105,325.4228469370498,0.0,0.0,0.0
11.64,149.6432436825359,1430.9824341485173,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-64.87178036800293,0.0,875.412975542835,352.1166991518551,0.0,0.0,0.0
11.76,157.6189585004431,1494.855086755955,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-68.07940852805224,0.0,922.0709072275922,380.7900919558204,0.0,0.0,0.0
11.88,165.98771831995663,1560.8979813089434,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-71.42314259145475,0.0,971.0281521717462,411.56591420170713,0.0,0.0,0.0
12.0,174.76609926928953,1629.1328151610421,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-74.90686297733933,0.0,1022.3816807253437,444.57209297888124,0.0,0.0,0.0
12.12,183.97111260784246,1699.5777070210902,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-78.53440130665355,0.0,1076.2310087558783,479.9415607946591,0.0,0.0,0.0
12.24,193.62024015276435,1772.2464898544447,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-82.30952575840733,0.0,1132.6784048936713,517.812112217605,0.0,0.0,0.0
12.36,203.73141923984636,1847.1484983211199,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-86.23592367376087,0.0,1191.8288025531012,558.3262693548422,0.0,0.0,0.0
12.48,214.32303284696758,1924.288286428996,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-90.31718333674709,0.0,1253.7897421547602,601.6310991290239,0.0,0.0,0.0
12.6,225.41387019415848,2003.665842817923,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-94.55677909838461,0.0,1318.671140635827,647.8780933783478,0.0,0.0,0.0
12.72,237.02311855098782,2085.276246666316,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-98.95805161447369,0.0,1386.5852435232787,697.2229036915151,0.0,0.0,0.0
12.84,249.17037355260285,2169.1089812830587,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-103.52418386515242,0.0,1457.6466852827266,749.8249463780677,0.0,0.0,0.0
12.96,261.87560938154223,2255.147907788976,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-108.25818141579965,0.0,1531.972314882022,805.8470902169048,0.0,0.0,0.0
13.08,275.15915337265926,2343.371197283216,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-113.16285247055724,0.0,1609.6810472300565,865.4552983240118,0.0,0.0,0.0
13.2,289.04162751610187,2433.752073019466,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-118.2407988533115,0.0,1690.8935209691958,928.8184653562456,0.0,0.0,0.0
13.32,303.5439650128795,2526.2575856458107,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-123.49437911321306,0.0,1775.732195325345,996.1076515779799,0.0,0.0,0.0
13.44,318.6873737954857,2620.8487102486006,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-128.92568848362592,0.0,1864.3211367035913,1067.4956166512322,0.0,0.0,0.0
13.56,334.4933030517615,2717.480326688251,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-134.53653670600812,0.0,1956.7858228528046,1143.1562728238853,0.0,0.0,0.0
13.68,350.98339172559605,2816.1019577097622,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-140.32844000636135,0.0,2053.2528415947368,1223.2643783026886,0.0,0.0,0.0
13.8,368.1794324085997,2916.6577686630476,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-146.30259975419193,0.0,2153.8496795903084,1307.994947278907,0.0,0.0,0.0
13.92,386.1033506121464,3019.0858292887515,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-152.45986607944755,0.0,2258.7046010810564,1397.522312293323,0.0,0.0,0.0
14.04,404.77715385394583,3123.318597936839,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-158.80072412605918,0.0,2367.946350045583,1492.0195915771246,0.0,0.0,0.0
14.16,424.2228868623682,3229.2831957117846,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-165.32527724835964,0.0,2481.703888144854,1591.6580608062773,0.0,0.0,0.0
14.28,444.4625814318361,3336.9025279355515,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-172.03325143869307,0.0,2600.106101376241,1696.6069206176894,0.0,0.0,0.0
14.4,465.51821065498615,3446.094537011946,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-178.9239547259962,0.0,2723.2815323316686,1807.03215624673,0.0,0.0,0.0
14.52,487.4116363902358,3556.772697933027,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-185.99626658114656,0.0,2851.3580728828792,1923.0959395604798,0.0,0.0,0.0
14.64,510.1645545578888,3668.846473838176,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-193.24862724339468,0.0,2984.462644163649,2044.9560087949978,0.0,0.0,0.0
14.76,533.7984521333833,3782.2219188508047,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-200.67903463995012,0.0,3122.720944980292,2172.7651706180877,0.0,0.0,0.0
14.88,558.3345590856588,3896.8022817906804,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-208.28504213435448,0.0,3266.257170651104,2306.670817786678,0.0,0.0,0.0
15.0,583.7937780929328,4012.4883575771896,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-216.06374721750228,0.0,3415.193601843657,2446.814264653701,0.0,0.0,0.0
15.12,610.1966361348709,4129.178922932105,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-224.01178825037223,0.0,3569.6503213889946,2593.330204676485,0.0,0.0,0.0
15.24,637.563232077862,4246.770866477045,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-232.1253334646369,0.0,3729.7449076554926,2746.345984852024,0.0,0.0,0.0
15.36,665.9131721244459,4365.160288169213,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-240.4000973809025,0.0,3895.592056928008,2905.981485368695,0.0,0.0,0.0
15.48,695.2655182606607,4484.2429195093555,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-248.83134326776175,0.0,4067.3032818248644,3072.3486802359726,0.0,0.0,0.0
15.6,725.6387512092853,4603.914804912767,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-257.41389802087207,0.0,4244.986694574319,3245.5514661410994,0.0,0.0,0.0
15.72,757.0506946885782,4724.072877419517,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-266.1421603909977,0.0,4428.746563928183,3425.6853784671594,0.0,0.0,0.0
15.84,789.5184678628075,4844.615558760769,0.0,0.192,0.0,1.3,5.85,0.00873,0.66,0.0,1.0,1.0,-275.0101177420671,0.0,4618.683036997423,3612.8374778139464,0.0,0.0,0.0
