data_set_T,data_set_GNA_,data_set_NAI,data_set_V,data_set_VK_,data_set_VNA_,data_set_W,data_set_Z
7.6500001,0.17500325,23.657125,-47.444679,-100.0,44.089733,0.0012872717,0.44324106
7.8000002,0.17789325,23.678055,-47.296394,-100.0,44.067627,0.0012346188,0.44278347
7.9499998,0.18067814,23.699038,-47.15575,-100.0,44.045479,0.0011873387,0.44238168
8.1000004,0.18336308,23.720076,-47.022182,-100.0,44.023296,0.0011449319,0.44203281
8.25,0.18595305,23.741165,-46.895164,-100.0,44.00108,0.0011069495,0.44173416
8.3999996,0.18845297,23.762306,-46.774223,-100.0,43.978828,0.0010729878,0.4414832
8.5500002,0.19086756,23.783497,-46.658913,-100.0,43.956543,0.0010426829,0.44127753
8.6999998,0.19320144,23.804737,-46.548824,-100.0,43.934227,0.0010157063,0.44111493
8.8500004,0.19545908,23.826021,-46.443584,-100.0,43.911884,0.00099176134,0.44099334
9.0,0.19764483,23.847353,-46.342838,-100.0,43.889511,0.00097057939,0.44091076
9.1499996,0.19976293,23.868731,-46.246262,-100.0,43.867111,0.00095191709,0.44086537
9.3000002,0.20181744,23.89015,-46.153553,-100.0,43.844688,0.00093555392,0.44085547
9.4499998,0.20381236,23.911612,-46.064423,-100.0,43.822239,0.00092128973,0.44087946
9.6000004,0.20575157,23.933115,-45.978611,-100.0,43.799767,0.00090894266,0.44093588
9.75,0.20763877,23.95466,-45.895866,-100.0,43.777271,0.0008983477,0.44102326
9.8999996,0.20947765,23.976244,-45.815956,-100.0,43.754753,0.00088935468,0.44114035
10.05,0.21127175,23.997868,-45.738663,-100.0,43.732216,0.00088182715,0.44128594
10.2,0.21302448,24.019531,-45.663773,-100.0,43.70966,0.00087564107,0.44145888
10.35,0.21473925,24.041231,-45.591099,-100.0,43.687084,0.00087068364,0.44165811
10.5,0.21641931,24.062971,-45.520454,-100.0,43.664486,0.00086685224,0.44188267
10.65,0.21806785,24.084747,-45.45166,-100.0,43.641872,0.00086405367,0.44213164
10.8,0.219688,24.10656,-45.384548,-100.0,43.61924,0.00086220319,0.44240421
10.95,0.2212828,24.12841,-45.31897,-100.0,43.596592,0.0008612239,0.44269958
11.1,0.22285524,24.150299,-45.254765,-100.0,43.573925,0.00086104596,0.44301707
11.25,0.22440825,24.172224,-45.191795,-100.0,43.551239,0.00086160627,0.44335601
11.4,0.22594473,24.194185,-45.129921,-100.0,43.528534,0.00086284755,0.44371581
11.55,0.22746748,24.216185,-45.069008,-100.0,43.505814,0.00086471805,0.44409594
11.7,0.2289793,24.23822,-45.00893,-100.0,43.483074,0.00086717115,0.44449589
11.85,0.23048297,24.260294,-44.94957,-100.0,43.460316,0.00087016489,0.44491521
12.0,0.23198117,24.282408,-44.890804,-100.0,43.437538,0.00087366172,0.44535354
12.15,0.23347667,24.304558,-44.83252,-100.0,43.414745,0.00087762787,0.4458105
12.3,0.23497212,24.32675,-44.774605,-100.0,43.39193,0.00088203343,0.44628581
12.45,0.23647022,24.34898,-44.716953,-100.0,43.369091,0.00088685192,0.44677922
12.6,0.23797365,24.371252,-44.659458,-100.0,43.346237,0.00089205999,0.44729045
12.75,0.23948511,24.393566,-44.60202,-100.0,43.323357,0.00089763722,0.44781938
12.9,0.24100731,24.415924,-44.544533,-100.0,43.300453,0.00090356596,0.44836584
13.05,0.24254298,24.438324,-44.486904,-100.0,43.277527,0.00090983132,0.4489297
13.2,0.24409488,24.46077,-44.429031,-100.0,43.254578,0.00091642066,0.44951093
13.35,0.2456658,24.483263,-44.370823,-100.0,43.231598,0.00092332368,0.45010951
13.5,0.24725863,24.505804,-44.312176,-100.0,43.208591,0.00093053229,0.45072541
13.65,0.24887629,24.528393,-44.252995,-100.0,43.185558,0.00093804044,0.45135865
13.8,0.25052175,24.551035,-44.193192,-100.0,43.162491,0.00094584405,0.45200935
13.95,0.2521981,24.573729,-44.13266,-100.0,43.139393,0.00095394097,0.45267758
14.1,0.25390854,24.596478,-44.071308,-100.0,43.116261,0.00096233084,0.45336348
14.25,0.25565636,24.619282,-44.009041,-100.0,43.093094,0.00097101508,0.45406726
14.4,0.25744501,24.642147,-43.945751,-100.0,43.069885,0.00097999687,0.45478907
14.55,0.25927803,24.665073,-43.881344,-100.0,43.046638,0.00098928111,0.45552921
14.7,0.26115918,24.688063,-43.815712,-100.0,43.023346,0.00099887431,0.45628789
14.85,0.26309243,24.711117,-43.748749,-100.0,43.000011,0.0010087849,0.45706546
15.0,0.26508191,24.734241,-43.680344,-100.0,42.976627,0.0010190227,0.45786229
15.15,0.26713204,24.757439,-43.610386,-100.0,42.953194,0.0010295996,0.45867866
15.3,0.26924747,24.78071,-43.538757,-100.0,42.929703,0.0010405291,0.45951509
15.45,0.27143314,24.804062,-43.465332,-100.0,42.906158,0.0010518268,0.460372
15.6,0.2736944,24.827494,-43.38998,-100.0,42.882553,0.0010635098,0.46124986
15.75,0.27603689,24.851011,-43.312569,-100.0,42.858879,0.0010755978,0.4621492
15.9,0.27846676,24.874619,-43.232956,-100.0,42.835144,0.0010881122,0.46307063
16.049999,0.2809906,24.898321,-43.15099,-100.0,42.811333,0.001101077,0.46401471
16.200001,0.28361553,24.922121,-43.066509,-100.0,42.787445,0.0011145184,0.46498215
16.35,0.28634933,24.946026,-42.979343,-100.0,42.763481,0.0011284656,0.46597365
16.5,0.2892004,24.970037,-42.889313,-100.0,42.739426,0.0011429505,0.46698996
16.65,0.29217798,24.994165,-42.796223,-100.0,42.715282,0.0011580084,0.46803188
16.799999,0.29529217,25.018412,-42.69986,-100.0,42.69104,0.0011736779,0.4691003
16.950001,0.29855409,25.042786,-42.599998,-100.0,42.666698,0.0011900016,0.47019613
17.1,0.30197603,25.067293,-42.496395,-100.0,42.642242,0.0012070264,0.47132036
17.25,0.30557156,25.09194,-42.388779,-100.0,42.617676,0.0012248042,0.47247407
17.4,0.3093558,25.116737,-42.276855,-100.0,42.592979,0.001243392,0.47365835
17.549999,0.31334561,25.141691,-42.160316,-100.0,42.568153,0.0012628534,0.47487447
17.700001,0.31755993,25.166813,-42.038799,-100.0,42.543186,0.0012832585,0.47612366
17.85,0.32202002,25.19211,-41.911922,-100.0,42.51807,0.0013046856,0.47740737
18.0,0.32674992,25.217596,-41.779255,-100.0,42.49279,0.001327222,0.47872704
18.15,0.33177695,25.243282,-41.64032,-100.0,42.467342,0.0013509656,0.48008427
18.299999,0.33713225,25.26918,-41.494583,-100.0,42.441704,0.001376026,0.48148084
18.450001,0.34285161,25.295307,-41.341446,-100.0,42.415871,0.0014025273,0.48291853
18.6,0.34897622,25.321678,-41.180233,-100.0,42.38982,0.0014306098,0.48439938
18.75,0.35555401,25.34831,-41.010178,-100.0,42.363541,0.0014604335,0.48592556
18.9,0.36264083,25.375225,-40.830402,-100.0,42.337009,0.0014921811,0.48749939
19.049999,0.37030253,25.402441,-40.639908,-100.0,42.310211,0.0015260627,0.48912346
19.200001,0.37861702,25.429987,-40.437538,-100.0,42.283115,0.0015623218,0.49080053
19.35,0.38767749,25.45789,-40.221947,-100.0,42.255699,0.0016012418,0.49253365
19.5,0.39759639,25.486181,-39.991562,-100.0,42.227932,0.0016431551,0.4943262
19.65,0.40851063,25.514896,-39.744518,-100.0,42.19978,0.0016884551,0.49618185
19.799999,0.42058879,25.544083,-39.478603,-100.0,42.1712,0.001737611,0.49810466
19.950001,0.4340412,25.573784,-39.191154,-100.0,42.142147,0.0017911884,0.50009924
20.1,0.4491336,25.604063,-38.878933,-100.0,42.112564,0.0018498761,0.50217062
20.25,0.4662073,25.634989,-38.537941,-100.0,42.08239,0.0019145245,0.50432462
20.4,0.48570794,25.666643,-38.1632,-100.0,42.051537,0.0019861974,0.50656778
20.549999,0.50822973,25.699131,-37.748398,-100.0,42.019913,0.0020662479,0.50890762
20.700001,0.53458303,25.73258,-37.28537,-100.0,41.987392,0.0021564299,0.51135278
20.85,0.56590354,25.767153,-36.763371,-100.0,41.953827,0.0022590677,0.51391357
21.0,0.60383457,25.803061,-36.167873,-100.0,41.919014,0.0023773233,0.51660222
21.15,0.65084732,25.840586,-35.478695,-100.0,41.882683,0.0025156375,0.51943374
21.299999,0.71083695,25.880114,-34.666767,-100.0,41.844471,0.0026804947,0.52242672
21.450001,0.79031652,25.922209,-33.6884,-100.0,41.803841,0.0028818429,0.52560568
21.6,0.90103805,25.967716,-32.474194,-100.0,41.759991,0.0031359545,0.52900368
21.75,1.0664812,26.018019,-30.905724,-100.0,41.711609,0.0034718527,0.53266919
21.9,1.340795,26.075586,-28.759907,-100.0,41.656353,0.0039480953,0.53668028
22.049999,1.8791273,26.145527,-25.551342,-100.0,41.58939,0.0047073956,0.54118264
22.200001,3.321255,26.241056,-19.951721,-100.0,41.498211,0.0062299119,0.5465216
22.35,10.648115,26.41296,-6.5766616,-100.0,41.334972,0.011432436,0.55396736
22.5,28.776896,26.795511,27.223629,-100.0,40.975483,0.03945962,0.57585466
22.65,28.746756,27.004959,26.995096,-100.0,40.78083,0.11386896,0.63621646
22.799999,27.767681,27.272285,21.487484,-100.0,40.534569,0.17191562,0.67982405
22.950001,26.546814,27.612444,17.156513,-100.0,40.224678,0.21489617,0.7098794
23.1,25.012478,27.998594,13.311921,-100.0,39.877483,0.24879315,0.73217726
23.25,22.969082,28.412643,9.4544868,-100.0,39.510487,0.27627712,0.7492829
23.4,19.938858,28.837433,4.9559088,-100.0,39.139484,0.29857394,0.76246589
23.549999,14.481606,29.244991,-1.8223196,-100.0,38.788635,0.31574237,0.77225304
23.700001,4.3024368,29.552845,-17.284931,-100.0,38.52684,0.32422414,0.77844501
23.85,0.19898178,29.64167,-46.281761,-100.0,38.451813,0.3154023,0.78047925
24.0,0.024656035,29.665079,-65.127975,-100.0,38.432079,0.28337625,0.77543175
24.15,0.010309197,29.689016,-72.980156,-100.0,38.411911,0.22791556,0.76529288
24.299999,0.0079719219,29.713936,-75.294853,-100.0,38.390938,0.17043103,0.75248492
24.450001,0.0082101561,29.73848,-75.029762,-100.0,38.370296,0.12487856,0.73912936
24.6,0.0096308719,29.762014,-73.592918,-100.0,38.350521,0.092564903,0.72643673
24.75,0.011939518,29.784334,-71.65831,-100.0,38.331776,0.070315503,0.71485239
24.9,0.015071599,29.80545,-69.560745,-100.0,38.31406,0.054888938,0.7044313
25.049999,0.019010227,29.825457,-67.470078,-100.0,38.297287,0.043956403,0.69507325
25.200001,0.023734652,29.844488,-65.471024,-100.0,38.281338,0.035999786,0.6866352
25.35,0.029205626,29.862686,-63.602554,-100.0,38.266098,0.030052049,0.67897874
25.5,0.035364497,29.88019,-61.878582,-100.0,38.25145,0.025493724,0.67198557
25.65,0.042137865,29.897123,-60.299404,-100.0,38.237286,0.021921011,0.66556078
25.799999,0.049444024,29.913599,-58.858158,-100.0,38.223515,0.019064829,0.65963054
25.950001,0.057199128,29.929714,-57.544548,-100.0,38.210049,0.016741659,0.65413803
26.1,0.065322235,29.945557,-56.346962,-100.0,38.196819,0.014823447,0.64903975
26.25,0.073738828,29.961199,-55.253658,-100.0,38.183762,0.013218868,0.64430195
26.4,0.08238297,29.976706,-54.253418,-100.0,38.170826,0.011861454,0.63989812
26.549999,0.091198318,29.992126,-53.335846,-100.0,38.15797,0.010701908,0.63580668
26.700001,0.10013828,30.007511,-52.491512,-100.0,38.145149,0.0097030243,0.63200957
26.85,0.10916567,30.022898,-51.711964,-100.0,38.132332,0.0088362694,0.62849116
27.0,0.11825193,30.038321,-50.98967,-100.0,38.119495,0.0080794375,0.62523752
27.15,0.12737636,30.053808,-50.317963,-100.0,38.106606,0.0074150125,0.62223601
27.299999,0.13652509,30.069387,-49.690948,-100.0,38.093651,0.0068290066,0.61947483
27.450001,0.1456904,30.085081,-49.103405,-100.0,38.080608,0.006310123,0.61694306
27.6,0.15486975,30.100908,-48.550732,-100.0,38.067459,0.0058491435,0.61463034
27.75,0.16406529,30.116888,-48.028839,-100.0,38.054192,0.0054384749,0.61252701
27.9,0.17328323,30.133036,-47.534092,-100.0,38.040791,0.00507181,0.61062378
28.049999,0.18253347,30.149366,-47.063244,-100.0,38.027245,0.0047438685,0.60891211
28.200001,0.19182923,30.165894,-46.613388,-100.0,38.013542,0.0044502001,0.60738397
28.35,0.20118698,30.182634,-46.1819,-100.0,37.999672,0.0041870303,0.60603178
28.5,0.21062626,30.1996,-45.766396,-100.0,37.985626,0.0039511407,0.60484856
28.65,0.22016974,30.216803,-45.364689,-100.0,37.97139,0.0037397754,0.60382777
28.799999,0.22984342,30.234257,-44.97477,-100.0,37.956951,0.0035505651,0.60296357
28.950001,0.23967683,30.251976,-44.594757,-100.0,37.942303,0.0033814674,0.6022504
29.1,0.24970344,30.269974,-44.222885,-100.0,37.927437,0.0032307189,0.60168326
29.25,0.25996116,30.288265,-43.857456,-100.0,37.912334,0.0030967966,0.60125768
29.4,0.27049306,30.306866,-43.496841,-100.0,37.896984,0.0029783871,0.60096955
29.549999,0.28134826,30.325792,-43.139431,-100.0,37.881378,0.0028743609,0.60081536
29.700001,0.29258317,30.345064,-42.783627,-100.0,37.865494,0.0027837544,0.60079187
29.85,0.30426279,30.3647,-42.427803,-100.0,37.849323,0.0027057526,0.60089642
30.0,0.31646273,30.384722,-42.070282,-100.0,37.832844,0.0026396799,0.60112667
30.15,0.32927173,30.405155,-41.709297,-100.0,37.816036,0.0025849915,0.6014809
30.299999,0.34279463,30.426029,-41.34296,-100.0,37.798882,0.0025412699,0.60195762
30.450001,0.35715681,30.447372,-40.969208,-100.0,37.781349,0.0025082252,0.60255593
30.6,0.37250966,30.469223,-40.585754,-100.0,37.763416,0.002485699,0.6032753
30.75,0.38903818,30.491623,-40.190002,-100.0,37.745041,0.002473674,0.6041159
30.9,0.40697134,30.51462,-39.778961,-100.0,37.726196,0.0024722898,0.60507816
31.049999,0.42659667,30.538271,-39.349125,-100.0,37.706825,0.002481868,0.60616332
31.200001,0.4482809,30.562643,-38.896294,-100.0,37.686882,0.0025029464,0.60737312
31.35,0.47250018,30.58782,-38.415352,-100.0,37.666294,0.0025363346,0.60871011
31.5,0.49988517,30.613901,-37.89994,-100.0,37.644989,0.0025831894,0.61017776
31.65,0.53129083,30.641008,-37.341972,-100.0,37.62286,0.0026451338,0.61178046
31.799999,0.56790709,30.669302,-36.730949,-100.0,37.599785,0.0027244345,0.61352396
31.950001,0.61144328,30.698984,-36.052845,-100.0,37.575603,0.0028242846,0.61541557
32.099998,0.66444755,30.730324,-35.288395,-100.0,37.550095,0.0029492676,0.61746478
32.25,0.7308957,30.763691,-34.410152,-100.0,37.522964,0.0031061564,0.6196841
32.400002,0.81735122,30.799616,-33.377346,-100.0,37.493786,0.0033053812,0.62209028
32.549999,0.93546045,30.838886,-32.126118,-100.0,37.461929,0.0035639436,0.6247068
32.700001,1.1079603,30.882774,-30.549408,-100.0,37.42638,0.0039118254,0.62756884
32.849998,1.3855249,30.933495,-28.450502,-100.0,37.385353,0.0044082087,0.63073307
33.0,1.9054784,30.995462,-25.417574,-100.0,37.335323,0.0051916619,0.63430452
33.150002,3.1776934,31.079367,-20.397705,-100.0,37.267738,0.006692213,0.63852108
33.299999,8.4197321,31.221071,-9.6708126,-100.0,37.154011,0.011097824,0.64415717
33.450001,27.060282,31.540829,18.777779,-100.0,36.899273,0.031225096,0.65655547
33.599998,28.402514,31.760326,24.702414,-100.0,36.725895,0.090032488,0.69457507
33.75,27.357187,31.981266,19.834223,-100.0,36.552586,0.14436331,0.72781986
33.900002,26.007921,32.268608,15.6668,-100.0,36.328972,0.18572238,0.7514807
34.049999,24.319136,32.600418,11.887442,-100.0,36.073215,0.21871746,0.76927233
34.200001,22.078789,32.959568,8.0256605,-100.0,35.799301,0.24564275,0.78302556
34.349998,18.766962,33.328922,3.4191492,-100.0,35.520702,0.26751295,0.79365575
34.5,12.926343,33.679363,-3.7044246,-100.0,35.259212,0.28411049,0.80151492
34.650002,3.4559391,33.929916,-19.548407,-100.0,35.073914,0.29115885,0.80640405
34.799999,0.20776345,33.996429,-45.890427,-100.0,35.024956,0.28249982,0.8078872
34.950001,0.030665657,34.013,-63.163078,-100.0,35.012772,0.2554414,0.80296004
35.099998,0.012937968,34.029938,-70.935196,-100.0,35.000324,0.20999174,0.79334897
35.25,0.0096435556,34.047947,-73.58107,-100.0,34.987099,0.16148664,0.78117979
35.400002,0.0095398733,34.065777,-73.678391,-100.0,34.97401,0.12130337,0.76828051
35.549999,0.010817764,34.082764,-72.546623,-100.0,34.961548,0.091630712,0.7558099
35.700001,0.013056383,34.098656,-70.853165,-100.0,34.949894,0.070549093,0.7442643
35.849998,0.016141428,34.113422,-68.94323,-100.0,34.939068,0.055587634,0.73376077
36.0,0.02003257,34.127125,-66.998329,-100.0,34.929028,0.044802189,0.72424668
36.150002,0.024697134,34.139881,-65.112976,-100.0,34.919685,0.036853898,0.71561068
36.299999,0.030089922,34.151817,-63.333832,-100.0,34.91095,0.030857459,0.70773369
36.450001,0.036149632,34.163055,-61.680721,-100.0,34.902721,0.026230317,0.70050919
36.599998,0.042801961,34.173714,-60.15847,-100.0,34.894924,0.022585064,0.69384873
36.75,0.049965005,34.183899,-58.763668,-100.0,34.887474,0.019659588,0.68768179
36.900002,0.0575548,34.19371,-57.488651,-100.0,34.880299,0.017272988,0.68195313
37.049999,0.065489948,34.203228,-56.323837,-100.0,34.873344,0.015297855,0.67661971
37.200001,0.073694952,34.212517,-55.259029,-100.0,34.86655,0.013642648,0.67164749
37.349998,0.082102306,34.221649,-54.284214,-100.0,34.859882,0.012240341,0.66700947
37.5,0.090653479,34.230667,-53.389938,-100.0,34.853294,0.011040977,0.66268331
37.650002,0.099299155,34.239624,-52.567501,-100.0,34.846752,0.010006699,0.6586501
37.799999,0.10799886,34.24855,-51.809029,-100.0,34.840237,0.0091083786,0.65489346
37.950001,0.1167203,34.257484,-51.107468,-100.0,34.833717,0.0083232829,0.65139866
38.099998,0.12543853,34.266449,-50.45652,-100.0,34.827171,0.0076334346,0.64815229
38.25,0.13413504,34.275475,-49.85062,-100.0,34.820591,0.0070244488,0.6451419
38.400002,0.14279692,34.28458,-49.284821,-100.0,34.81395,0.0064846841,0.6423558
38.549999,0.15141597,34.293781,-48.754757,-100.0,34.807243,0.0060046245,0.63978291
38.700001,0.15998811,34.303093,-48.256554,-100.0,34.800453,0.0055764187,0.63741302
38.849998,0.16851263,34.312534,-47.786781,-100.0,34.793575,0.0051935315,0.63523626
39.0,0.17699178,34.322113,-47.342388,-100.0,34.786594,0.0048504816,0.63324338
39.150002,0.18543027,34.331844,-46.920662,-100.0,34.779507,0.004542639,0.6314258
39.299999,0.19383502,34.34174,-46.519169,-100.0,34.772305,0.004266066,0.62977529
39.450001,0.20221478,34.351803,-46.135731,-100.0,34.76498,0.004017395,0.62828422
39.599998,0.21058005,34.362045,-45.768383,-100.0,34.757526,0.0037937292,0.62694556
39.75,0.21894293,34.372478,-45.415352,-100.0,34.749939,0.0035925668,0.62575263
39.900002,0.22731698,34.383106,-45.075008,-100.0,34.74221,0.0034117359,0.62469918
40.049999,0.23571733,34.39394,-44.74588,-100.0,34.734333,0.003249346,0.62377959
40.200001,0.24416056,34.404984,-44.42659,-100.0,34.726307,0.0031037461,0.62298858
40.349998,0.25266492,34.416252,-44.115875,-100.0,34.718121,0.0029734897,0.62232119
40.5,0.26125032,34.42775,-43.812546,-100.0,34.70977,0.0028573095,0.621773
40.650002,0.26993862,34.439484,-43.515472,-100.0,34.701252,0.0027540922,0.62133986
40.799999,0.27875382,34.451466,-43.223595,-100.0,34.692554,0.002662861,0.62101805
40.950001,0.28772235,34.463703,-42.935879,-100.0,34.683674,0.0025827601,0.62080419
41.099998,0.29687336,34.476208,-42.651318,-100.0,34.674606,0.0025130406,0.62069517
41.25,0.30623937,34.488991,-42.368927,-100.0,34.665337,0.0024530515,0.6206882
41.400002,0.31585667,34.502064,-42.087719,-100.0,34.655865,0.0024022302,0.62078094
41.549999,0.325766,34.515438,-41.806694,-100.0,34.646175,0.0023600962,0.6209712
41.700001,0.33601353,34.529129,-41.524837,-100.0,34.636261,0.0023262464,0.62125719
41.849998,0.34665176,34.543148,-41.241085,-100.0,34.62611,0.0023003509,0.62163728
42.0,0.35774103,34.557522,-40.954323,-100.0,34.615711,0.0022821515,0.62211025
42.150002,0.36935103,34.572262,-40.663353,-100.0,34.605053,0.002271462,0.62267512
42.299999,0.38156298,34.587391,-40.366886,-100.0,34.594112,0.0022681681,0.62333125
42.450001,0.39447239,34.602932,-40.063503,-100.0,34.582882,0.0022722322,0.62407827
42.599998,0.4081926,34.618916,-39.751625,-100.0,34.571335,0.0022836982,0.62491614
42.75,0.42285937,34.635372,-39.429455,-100.0,34.559456,0.0023027004,0.62584513
42.900002,0.4386372,34.652336,-39.094959,-100.0,34.547215,0.0023294762,0.62686592
43.049999,0.45572755,34.669853,-38.74575,-100.0,34.53458,0.0023643821,0.62797958
43.200001,0.47438061,34.687965,-38.379032,-100.0,34.521523,0.0024079185,0.62918752
43.349998,0.49491119,34.706738,-37.991459,-100.0,34.507996,0.0024607619,0.63049179
43.5,0.51772183,34.726231,-37.57896,-100.0,34.493958,0.0025238115,0.63189489
43.650002,0.54333633,34.746536,-37.13652,-100.0,34.479343,0.0025982538,0.63340002
43.799999,0.57245034,34.76775,-36.657845,-100.0,34.464085,0.0026856577,0.63501114
43.950001,0.60600865,34.790005,-36.134861,-100.0,34.44809,0.0027881127,0.63673323
44.099998,0.64532959,34.813454,-35.557011,-100.0,34.431244,0.0029084422,0.63857239
44.25,0.69231129,34.838306,-34.910126,-100.0,34.413403,0.0030505368,0.64053637
44.400002,0.74979037,34.864845,-34.174637,-100.0,34.394367,0.0032199034,0.64263499
44.549999,0.82220465,34.893448,-33.322567,-100.0,34.373867,0.0034246121,0.64488101
44.700001,0.91690105,34.924656,-32.312218,-100.0,34.351513,0.0036770406,0.64729154
44.849998,1.046957,34.959297,-31.078087,-100.0,34.326733,0.0039973473,0.64989066
45.0,1.2379895,34.998672,-29.510101,-100.0,34.298588,0.004421148,0.65271384
45.150002,1.5472876,35.045094,-27.405661,-100.0,34.265453,0.0050190422,0.65581906
45.299999,2.1304815,35.10313,-24.34067,-100.0,34.224083,0.0059573329,0.65931338
45.450001,3.563082,35.183826,-19.237219,-100.0,34.166679,0.0077544837,0.66343975
45.599998,9.2881126,35.323078,-8.4177513,-100.0,34.067928,0.012967847,0.66898477
45.75,26.540745,35.616776,17.138651,-100.0,33.860924,0.033985063,0.68091214
45.900002,27.854395,35.817112,21.872128,-100.0,33.720695,0.086083516,0.71209419
46.049999,26.680315,36.020519,17.556503,-100.0,33.579121,0.1344987,0.73970944
46.200001,25.155392,36.280712,13.624852,-100.0,33.399185,0.1724834,0.76006502
46.349998,23.23123,36.579906,9.8986006,-100.0,33.193867,0.20324297,0.7756421
46.5,20.63578,36.902145,5.9111738,-100.0,32.974598,0.22847405,0.7877683
46.650002,16.68462,37.228912,0.83010817,-100.0,32.7542,0.2487826,0.79709935
46.799999,9.7234755,37.523438,-7.8142862,-100.0,32.557201,0.26315689,0.80380327
46.950001,1.6636825,37.693829,-26.715998,-100.0,32.443932,0.26555777,0.80760831
