Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,lightAmplitude,lightOffset,cyclePeriod,photoPeriod,phase,twilightPeriod,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
0.1,0.652594940215332,0.01680378773193975,0.07370706803342285,0.43405776374152677,10.025598315950795,0.5182862541735633,0.09332837378269335,1.538247046828844,0.45789336258307856,0.10269335216436883,0.004968269736721673,0.012510439093428152,0.7389422445831452,14.94154473871747,0.7290697820306281,0.8628655513422254,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.4275374518087394,0.4284764676769069,0.541327502908618,0.2704792290140188,0.21722021152853233,0.20136958174696792,0.5894471294943687,0.5517770711751385,0.008486713232045041,0.004204737819840048,0.025519298012845654,0.0003655437690279879,0.08056682763666889,0.1522562316394725,0.2003760185114426,0.08715849289416511,4.343507055545168,-0.006557019059557467,4.059103981494997,0.009136643824105763,0.004081285592124173,0.732910575910687,0.45732702764976535,1.7966569857874581,8.03249755284622,7.22759160658633,0.11814861239305911,0.1418930941542613,1.8768657704183618,2.0593225227281042,8.330206868897937e-06,2.491759126999013,0.00022585296002196014,2.2733849863570517,0.930798050289084,0.24073918965895016
0.11,0.6724123418413689,0.01734333188752693,0.07443367567861923,0.43443419753602425,9.998890642948831,0.5161451560642453,0.0930908969318237,1.5379206678164627,0.45782691533647163,0.10944350512043882,0.0051414792542644056,0.012555033549058795,0.72714156632883,14.967422665247424,0.7320060448253467,0.8627124890558425,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.4026599628906755,0.438632964953147,0.5577660375574155,0.2794405775709866,0.22411834880822357,0.20324531676609842,0.5898037463561833,0.552186480877353,0.008860976837687573,0.004219622500738081,0.027196711022429047,0.00037825198860615215,0.08044834895717368,0.15224649807574753,0.19986615571262545,0.08714617447305295,4.351029768787426,-0.0057808744473047124,4.0605364044145915,0.009135972255517934,0.0025333146773796056,0.7234574095238028,0.4527793364225058,1.7734834937066501,8.03287726675247,7.232712414056521,0.11778608722788951,0.14153709592770958,1.8784934701457687,2.055472161379015,5.167716002852438e-06,2.490329173977495,0.0001399362606282285,2.26926550769529,0.9154837665915506,0.255621906093773
0.12,0.6918688717591436,0.017886610784570843,0.07523055533472242,0.43481013769256616,9.972252004331807,0.5140075645580873,0.09285335124709936,1.537590474364141,0.45775940526429304,0.11588897736600613,0.00532707598682732,0.012603350907833998,0.7154729440207279,14.993011336261217,0.7349949002080659,0.8625672528343568,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.375597017526608,0.4484775235782292,0.5739052291242096,0.28845295046730246,0.23105948185666914,0.20530014019695333,0.5901682958061835,0.5525952514366324,0.009261899353909715,0.004235748983863926,0.028798410875452523,0.00039186637827357527,0.08032943070064236,0.15223664781662025,0.1993561451275223,0.08713365892302327,4.358468395451136,-0.004993165554360635,4.061983755926974,0.00913533489513984,0.0015706066496293247,0.7132254908937102,0.4482274393407369,1.7484009683768413,8.03328520284284,7.237765704361219,0.11742271979714633,0.14118096908144243,1.880119035382656,2.0516361139634602,3.2020424675533586e-06,2.4888969344473466,8.659983525326391e-05,2.265133592319827,0.8989610600783227,0.2697312907003696
0.13,0.7109512827904164,0.018430166352006828,0.07609614179541896,0.435185720717701,9.94568225154265,0.5118734895769058,0.09261572963869019,1.5372564704202876,0.4576908300044253,0.12202795988902938,0.0055240355690048945,0.012655633317889914,0.7039468091892077,15.018297540793588,0.738035226634739,0.8624299564406117,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.347339855097676,0.45801286735639496,0.5897340890746504,0.29745839063140544,0.2379993812622612,0.20752938677049548,0.5905510487620889,0.5530035316656864,0.009687166099067966,0.004253197884261186,0.030323948032423803,0.0004063112680731928,0.08021008475347058,0.15222668087617372,0.19884597153426783,0.08712094580161915,4.365819095108696,-0.004194201071401282,4.063445050901046,0.009134732262635125,0.0009730304973907256,0.7025768857614437,0.4436763500692431,1.7222969777556032,8.0337185524611,7.242749253397194,0.11705851372167259,0.1408247029604585,1.881743056383339,2.0478143121074357,1.9826028297960203e-06,2.48746240934529,5.355262422779475e-05,2.260989219893482,0.8817006360384917,0.28307845856549757
0.14,0.7296542332447594,0.01897136492018554,0.07702841188501199,0.43556118258707344,9.919181249362309,0.5097430378828531,0.0923780252450928,1.5369186596674043,0.4576211873147082,0.12786235358966797,0.005731357508488539,0.012712099271141631,0.6925688681306229,15.0432751698885,0.7411258876988754,0.8623007105265713,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.318498876031305,0.46724547412164064,0.605248186476528,0.3064128981207183,0.24490445359805998,0.2099271823675404,0.5909619752509377,0.5534115783165152,0.010134519941946639,0.0042720418874198154,0.03177379486703249,0.00042151277029928115,0.08009032233072477,0.15221659725941963,0.1983356202012142,0.08710803468853714,4.373080091886587,-0.0033842927582018456,4.0649193145140226,0.009134164863276749,0.0006025421201248382,0.6917342643023512,0.4391294054084521,1.6957173755107837,8.03417430469634,7.247662246985356,0.11669348932745663,0.1404682872490726,1.8833665535065054,2.044006483365878,1.2270033563490343e-06,2.486025600347917,3.310111044199759e-05,2.2568325597396717,0.8640079189901692,0.29568166221503966
0.15,0.7479767601543033,0.019508214185601155,0.07802503322142725,0.4359368534104292,9.8927488806695,0.5076163670646506,0.09214023157569351,1.536577045535701,0.4575504750656458,0.13339618350968013,0.0059480728465978044,0.012772944371479012,0.6813421542138484,15.067942069525415,0.744265750614469,0.8621796226187485,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.2894481611070248,0.4761836337524281,0.6204467225479946,0.315283323388582,0.25174937182752855,0.21248683891997916,0.5914105034449435,0.5538197501501532,0.010601778095358224,0.004292346004639581,0.033148951602155516,0.00043739934782168166,0.07997015401431495,0.15220639696269408,0.19782507719301395,0.08709492518427572,4.380250759611038,-0.0025637507679293903,4.066405591704554,0.009133633187816213,0.00037301441906534283,0.6808338533181707,0.434588989156133,1.6689961080241638,8.034649372944841,7.252504649430133,0.11632767604314297,0.1401117121848178,1.8849909541466958,2.0402122517006065,7.591585468698485e-07,2.484586510146384,2.0453980125615416e-05,2.252663884868486,0.8460850517414177,0.3075626840967442
0.16,0.7659207104722096,0.020039229594846487,0.07908345866294682,0.4363131501600838,9.866385050036751,0.5054936650544812,0.0919023425628018,1.536231631217973,0.45747869123434537,0.1386348975032861,0.006173246734015493,0.012838342188272742,0.670267951164149,15.092298635811021,0.7474536930449349,0.8620667971528617,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.2604156349872455,0.4848365873014597,0.6353312293366978,0.32404510175127477,0.2585153442731916,0.21520110801854545,0.5919053817437051,0.5542284999114595,0.011086837643570272,0.004314167857136274,0.03445077202956659,0.00045390200787829394,0.07984958978840728,0.15219607997409115,0.19731432948233546,0.08708161690901182,4.387331213430264,-0.0017328819284534724,4.067902950716105,0.009133137712570462,0.00023088078967992143,0.669958447176425,0.4300568487506448,1.6423361374082885,8.035140683537037,7.257276920833541,0.11596110902973183,0.13975496863667394,1.8866180612922023,2.0364311826759516,4.696157429548997e-07,2.483145142664035,1.263668977424442e-05,2.2484835339314726,0.8280695017776468,0.3187452678889115
0.17,0.7834898248057375,0.02056332748535371,0.0802009990534838,0.43669056838766696,9.840089686983038,0.5033751378674424,0.09166435258873697,1.535882419684751,0.4574058338987829,0.14358494455250215,0.00640597991989683,0.012908445139076168,0.6593463383280317,15.116346996092684,0.7506886074689898,0.8619623355182408,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.2315390981861327,0.4932140382098319,0.6499048096763592,0.332680442001338,0.2651887311913303,0.21806237742501158,0.5924545851780707,0.5546383652160843,0.011587678659944707,0.0043375579701845895,0.03568085872129678,0.00047095441487852134,0.0797286390740426,0.15218564627390532,0.19680336500801826,0.08706810950153808,4.394322071764144,-0.0008919886484742012,4.069410485293405,0.00913267889955337,0.00014289035135345296,0.659157909868137,0.425534280345596,1.6158597002507513,8.03564524375881,7.261979852347006,0.11559382715593867,0.13939804814591536,1.888250017708272,2.032662810859748,2.904726125086383e-07,2.4817015032603043,7.806170937249169e-06,2.2442918883840033,0.8100579137985908,0.3292542098359418
0.18,0.8006889247603526,0.021079733270135535,0.0813748866698389,0.43706967331783403,9.813862749044684,0.5012609987764877,0.09142625651124851,1.5355294136996713,0.45733190123210943,0.1482533919016765,0.00664541023094478,0.012983385401672903,0.6485766720210477,15.140090283864296,0.7539694056371539,0.861866336104314,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.202901204307664,0.5013257471415217,0.6641714630887124,0.3411767698747811,0.27175985854633333,0.22106284230933573,0.5930652444460393,0.5550499587726614,0.012102367296504222,0.004362560077361056,0.036840967887566606,0.0004884930012706063,0.07960731076384397,0.15217509583508076,0.19629217272965055,0.08705440261820747,4.4012242455193515,-4.13678012017582e-05,4.070927316772537,0.009132257196618176,8.842781001111577e-05,0.6484619675915855,0.42102230229615045,1.5896396673540127,8.036160195643808,7.266614421721371,0.11522587117419598,0.13904094296447697,1.8898892674263144,2.0289066640791997,1.796544797866913e-07,2.480255598929337,4.821809234195614e-06,2.2400893518456475,0.7921208568822039,0.3391145696192418
0.19,0.8175234794992045,0.0215879171807174,0.08260231660776092,0.43745109005156907,9.787704224188047,0.4991514627691885,0.09118804967028372,1.5351726158352623,0.45725689149736143,0.15264771019609943,0.006890712930365823,0.013063275876345879,0.6379578431378671,15.163532250365591,0.757295020660747,0.8617788943612885,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.1745508392704758,0.5091813304864514,0.6781357262445901,0.34952563921798313,0.27822218718932656,0.2241946185944486,0.5937436196625583,0.5554639576504293,0.012629056385403865,0.004389211441853936,0.03793295598373071,0.000506456995264723,0.07948561325582526,0.15216442862367371,0.19578074264209913,0.08704049593195308,4.408038825181277,0.0008186897903198487,4.072452594941658,0.00913187303766417,5.4721349559416765e-05,0.63788802330959,0.41652174701594386,1.5637187003411288,8.036682850753198,7.27118171609845,0.11485728277717827,0.13868364606535785,1.8915385133829845,2.025162276107688,1.111097916449146e-07,2.4788074384666627,2.9782448053191878e-06,2.235876339439469,0.7743118314518608,0.34835126178003517
0.2,0.8339989280943796,0.022087484545488405,0.08388051688796887,0.43783549617798856,9.761614133839883,0.4970467372986301,0.09094972790013461,1.5348120284871907,0.4571808030422065,0.15677546973100395,0.0071411012729995504,0.013148210999893118,0.6274886895280902,15.18667665634655,0.7606644090494269,0.8617001028471036,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.146516899483678,0.5167899600777209,0.6918021108542879,0.3577208728542061,0.28457090806431656,0.22744992805701952,0.5944950244466544,0.5558810951726134,0.013165986504078301,0.004417543128627439,0.038958704228154485,0.0005247884619996703,0.07936355448548649,0.15215364459926922,0.195269065801589,0.08702638913131412,4.414766903999943,0.0016878998579158144,4.073985498785797,0.009131526842784952,3.3862075069945874e-05,0.6274461933898695,0.41203342693636635,1.5381215984759262,8.037210728767555,7.275682812989021,0.11448810298024119,0.1383261511610988,1.8932006854736225,2.021429207518083,6.87155318106577e-08,2.4773570326739858,1.8394843567115387e-06,2.231653259370388,0.7566728358558509,0.3569884746210773
0.21,0.8501213493146664,0.022578234579173254,0.0852067029978313,0.4382236085497778,9.735592532747125,0.4949470320319713,0.0907112874877637,1.5344476538906413,0.4571036342950713,0.16064458655335734,0.007395824413785061,0.01323826786508139,0.6171675940690282,15.209527871123507,0.7640765480051479,0.8616300513201515,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.1188149430465755,0.5241606942439843,0.7051756592565158,0.3657595600496006,0.2908036825852746,0.23082098760800523,0.5953239617865909,0.5563021464868305,0.013711481124027397,0.004447580378780574,0.0399201797585093,0.0005434321501661808,0.07924114195555476,0.15214274371546227,0.19475713423622865,0.0870120819197184,4.421409752135604,0.002565983983683906,4.075525235011675,0.009131219018619742,2.0953830650427552e-05,0.6171417300185301,0.4075579573948207,1.5128612369674248,8.037741540987252,7.280118896723055,0.11411837381751389,0.13796845264152544,1.8948788833692392,2.0177070246701723,4.2496194702586554e-08,2.475904394391223,1.1361128225942598e-06,2.227420532367345,0.7392376018495107,0.3650502470185941
0.22,0.865895443507667,0.023059897154659316,0.0865782546607774,0.4386161810163188,9.709639514936265,0.49285253089742026,0.09047272523908934,1.534079494132865,0.45702538375848384,0.16426246558202687,0.007654170663038952,0.013333506776212693,0.6069937027604719,15.232089063905967,0.7675304425057985,0.8615688267434427,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.091455206699808,0.5313015784534194,0.7182602703896098,0.3736375949037175,0.29691729453201765,0.23430046272153002,0.5962338647871742,0.5567279260358008,0.014263953701243292,0.004479342796109563,0.04081922269713368,0.0005623357293618614,0.07911838277095562,0.1521317259202248,0.1942449410883248,0.08699757401424821,4.427968290877465,0.0034526713898163364,4.077071040956375,0.009130949958317505,1.2966089551091908e-05,0.606977962091058,0.4030962820732747,1.4879457762700197,8.038273258485725,7.284490907496106,0.11374813340026235,0.13761054567343814,1.8965763667145623,2.0139953617215602,2.6280907724308728e-08,2.4744495388714074,7.016801173326656e-07,2.2231785351368765,0.7220340817381256,0.37255874505522324
0.23,0.8813270584215468,0.023532425965973696,0.08799250548329328,0.4390139859515345,9.683755208282566,0.49076342776745946,0.0902340383467314,1.5337075511692757,0.4569460500082752,0.16763702257888,0.00791546082064809,0.013433972587892716,0.5969654120018212,15.254364464302597,0.7710251136018674,0.8615165134286974,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.0644413945588354,0.5382208249713454,0.7310607949606731,0.3813546476158914,0.3029113700804352,0.2378809358955079,0.5972275259591024,0.5571592674574426,0.014821892661423646,0.00451284479517646,0.04165780011085168,0.0005814493007896287,0.07899528365811181,0.1521205911563799,0.19373248033043228,0.0869828651454926,4.434443749772766,0.004347695948124258,4.078622178998621,0.009130720042117879,8.023280190339044e-06,0.5969558327602923,0.3986490166241771,1.4633775284285806,8.038804021280553,7.288799980588828,0.11337742217454336,0.1372524260024513,1.8982964752544351,2.010293842157232,1.6252774068282698e-08,2.4729924835218866,4.33362091324341e-07,2.218927672012067,0.7050853273235642,0.3795364532394591
0.24,0.8964217875139581,0.023995803814339026,0.08944687553883432,0.43941781179161943,9.657939778289183,0.48867990700112635,0.089995224448074,1.533331826834712,0.4568656316882129,0.17077608232757246,0.008179050778750844,0.013539695289318738,0.5870812116648918,15.276358106926901,0.7745596048184218,0.8614731930486489,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,2.0377747133256268,0.5449261892268119,0.7435818727428283,0.3889108638559548,0.3087859013397515,0.24155524669104997,0.5983069178419508,0.5575970208638467,0.01538386704090888,0.004548095797984137,0.04243785645840176,0.0006007255859492632,0.07887185099432137,0.15210933936193113,0.19321974689001484,0.08696795505655262,4.440837301683651,0.005250797795735895,4.080177939132571,0.009130529637354928,4.964702901677498e-06,0.5870753822973016,0.3942168097338687,1.4391565921636054,8.039332183345932,7.293047202613434,0.1130062794833951,0.13689409004032446,1.9000426181869623,2.0066021218376324,1.0051073863679362e-08,2.47153324816004,2.6764416156747437e-07,2.214668335638707,0.688410567576111,0.3860049750681857
