Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,lightAmplitude,lightOffset,cyclePeriod,photoPeriod,phase,twilightPeriod,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
1.05,1.3823590937057897,0.039919188702163995,0.21637358460022868,0.5149700746491865,7.841924838923857,0.3475179040512818,0.07056088249584028,1.4905417142869914,0.44670576629343206,0.11651356834156108,0.017349610044919823,0.03135806055223559,0.13680547944849739,16.414957131032548,1.1351808848744196,0.8917695884473665,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7685408979823638,0.7321337900588416,1.1466668682289525,0.6355892130241851,0.5085946879014173,0.5346459922037269,0.763178881127908,0.6374825700300643,0.032104658579818555,0.010431314311859922,0.028953621732877927,0.0012679342253685767,0.06812035405886885,0.150802223585412,0.15149421471856905,0.08508315011129444,4.7718280379911615,0.08971429473169582,4.190960297690582,0.009261008668240893,0.0,0.13680547944849739,0.12280513347830099,0.3353649523200465,8.057936188030284,7.50339339631618,0.0843450632688132,0.10764666813382215,2.2267306027830824,1.735277144179391,0.0,2.351023890352103,0.0,1.8710347312668127,0.1294028599319038,0.27109330998324843
1.06,1.3826832286410624,0.039942754821606065,0.21737360636082795,0.5162269622913804,7.8233783557642615,0.34616511746630296,0.0703280749308815,1.4898657256944519,0.44653560626618016,0.11510275436612481,0.01730439821510775,0.031573726998662635,0.1342326833993221,16.42381703347678,1.140094727080131,0.8925794204010835,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7606879436229957,0.7322425768290379,1.1469357381577614,0.6358172756099346,0.5088874594284627,0.5367574309697959,0.7644605839373397,0.6387785074456018,0.031961460026150613,0.010501823850187357,0.028603034459982017,0.0012646611021232966,0.06798238802984935,0.15078115719115395,0.15099437687660258,0.08505156434288971,4.7744036116317,0.09077737921313744,4.192013951605898,0.009264424229136214,0.0,0.1342326833993221,0.12072798252010528,0.32905800008509817,8.057995853792296,7.50496006760322,0.08403549862509921,0.10729526838700018,2.232165384947929,1.7323150362766941,0.0,2.349579525952283,0.0,1.8671154110233814,0.12755642198485398,0.2680154965310685
1.07,1.3829284926914611,0.039963823742649084,0.218354812090034,0.5174836037246668,7.804930214441008,0.3448218876878133,0.07009569026688502,1.4891863342367602,0.4463643833551079,0.11370437421491046,0.017257181610497826,0.0317872397854204,0.13170600826982706,16.432599428565048,1.1450130885516827,0.8933998428573311,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.752957432912566,0.7323248803897758,1.147139184687567,0.6360064688787741,0.509149199957763,0.5388263959304195,0.7657204152309959,0.6400731373435463,0.03181425747186318,0.010571612979142787,0.02825553699240525,0.0012612426712137212,0.0678444086783343,0.1507599714180754,0.1504954470030021,0.0850197806598598,4.776956653883859,0.09183926354582375,4.19306004238969,0.009267880705515277,0.0,0.13170600826982706,0.1186802559591436,0.3228641086726541,8.058053859745147,7.506512010958817,0.08372745601078664,0.10694448235060776,2.237599102505459,1.7293635076643055,0.0,2.348137782431466,0.0,1.8632097546260882,0.125756544720514,0.26496016106766973
1.08,1.3830963627400588,0.03998243987896469,0.21931723931549552,0.5187397986120854,7.786580267354409,0.34348818325494374,0.06986373754644294,1.4885035504018023,0.44619209942936905,0.11231866314308751,0.01720803159580785,0.03199856707879272,0.12922470378157488,16.441305567362924,1.1499358331184417,0.8942308432765135,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7453473376897368,0.7323812065847798,1.1472784328928787,0.6361575342616892,0.5093804636678093,0.5408531277238229,0.7669588853898845,0.6413662554856108,0.0316632151702314,0.010640671793330874,0.027911187791057248,0.001257684077452606,0.06770642068999799,0.15073866637994143,0.14999744451221297,0.08498779939761852,4.779487528432402,0.09289991607957729,4.194098621259607,0.00927137790471968,0.0,0.12922470378157488,0.11666172325621456,0.3167814388501527,8.058110245671978,7.508049475184586,0.08342094270319797,0.1065943238076162,2.2430308891986575,1.7264225792813472,0.0,2.3466987023531556,0.0,1.8593178937805488,0.12400195218742979,0.26192793179603674
1.09,1.383188290675504,0.03999864694144054,0.2202609299915941,0.5199953544752994,7.768328357689634,0.3421639715901922,0.06963222574109608,1.4878173848267737,0.44601875640239175,0.110945839803625,0.017157018192281097,0.032207678827574165,0.12678802956150095,16.44993668063038,1.1548628279099673,0.8950724088235706,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7378556535401094,0.7324120494571638,1.1473546871153306,0.6362712006105935,0.5095817956725599,0.5428378722830208,0.7681765044069746,0.6426576663789295,0.03150849404550312,0.01070899097383275,0.027570041191200812,0.0012539903685692712,0.06756842875889935,0.15071724219461027,0.14950038866613327,0.0849556208997538,4.781996593059252,0.0939593060638659,4.195129739923033,0.00927491563167138,0.0,0.12678802956150095,0.11467214964555023,0.3108081756670634,8.058165050028698,7.509572704639748,0.08311596557563815,0.10624480643732409,2.2484599127511946,1.7234922715511938,0.0,2.345262327622195,0.0,1.855439956146622,0.12229140872661776,0.2589194030097697
1.1,1.383205703491239,0.04001248794747834,0.22118593106524176,0.5212500853837552,7.75017431982078,0.3408492190723599,0.06940116375518386,1.4871278482907264,0.44584435623065505,0.10958610400808397,0.017104210397374447,0.032414546645896956,0.12439525489129702,16.45849397903837,1.1597939434457007,0.8959245263553762,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7304803993485416,0.732417891486533,1.1473691310459828,0.6363481842594234,0.5097537321544647,0.5447808820191964,0.7693737788887165,0.6439471818939156,0.03135025242360292,0.01077656174903407,0.027232146846008866,0.0012501665184375228,0.06743043758380596,0.15069569898382215,0.14900429858237974,0.08492324551780156,4.784484199706454,0.09501740367326394,4.196153450561996,0.00927849368884704,0.0,0.12439525489129702,0.11271129620727045,0.3049425278405255,8.058218310035622,7.5110819393058215,0.08281253111127419,0.10589594382111558,2.2538853691993572,1.72057260435252,0.0,2.343828699501144,0.0,1.8515760654774371,0.12062371715133484,0.2559351298414219
1.11,1.3831500005217996,0.040024005238810154,0.22209230336739264,0.5225037972967613,7.732117980391526,0.3395438915307402,0.06917056050727473,1.4864349516415953,0.4456689008987427,0.1082396007637262,0.017049680202568477,0.03261914280356368,0.12204565628259877,16.466978652723927,1.1647290555379686,0.8967871821643745,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.723219611605752,0.7323992028557573,1.1473229254328328,0.6363891878241004,0.5098968006026008,0.546682434455818,0.7705511842419663,0.6452346061881741,0.031188655122868787,0.010843375564098763,0.02689754078978596,0.001246217718112271,0.06729245184200061,0.1506740368709384,0.14850919340911883,0.0848906736084725,4.786950694346846,0.09607418054523881,4.1971698061903355,0.009282111875231234,0.0,0.12204565628259877,0.11077891814336292,0.2991827218111626,8.058270062238108,7.512577414734013,0.08251064551484474,0.105547749565366,2.259306419511196,1.7176635962984879,0.0,2.342397858680996,0.0,1.8477263430079165,0.11899771230145188,0.25297554879347034
1.12,1.3830225615701988,0.04003324046690934,0.22298009883195968,0.5237563241803936,7.7141591568218955,0.3382479531367853,0.06894042471646539,1.485738705972482,0.44549239245660044,0.10690651260190948,0.016993492542820517,0.03282144261159718,0.11973852332322739,16.475391873361747,1.1696680402967845,0.8976603626495275,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7160713586742027,0.732356444362251,1.14721721482248,0.6363949038000742,0.5100115196475846,0.5485427844037764,0.7717092320345298,0.6465197727802631,0.031023850741640074,0.010909424859285914,0.026566268381574505,0.0012421486481154012,0.0671544762487557,0.1506522559864718,0.14801509186625117,0.08485790554056949,4.78939641758626,0.09712960836895168,4.198178859589707,0.009285769989159932,0.0,0.11973852332322739,0.10887476984914955,0.2935270160745596,8.058320341253795,7.51405936243541,0.08221031445410669,0.10520023697872556,2.264722345756022,1.7147652666479005,0.0,2.3409698451486385,0.0,1.8438909041232616,0.11741227274740325,0.2500411801827441
1.1300000000000001,1.3828247411171302,0.04004023461981372,0.2238493781904903,0.5250074992370858,7.696297659104314,0.33696136734370347,0.06871076506584088,1.4850391224794017,0.44531483299008,0.10558698795758031,0.01693571322457071,0.033021422468897776,0.11747315395349851,16.48373479301985,1.1746107779501604,0.8985440538022136,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7090337295187797,0.7322900656508572,1.1470531227566594,0.6363660120288341,0.5100983994102622,0.5503622011460867,0.772848415579673,0.647802514945991,0.03085598958844445,0.010974702431106006,0.02623836650745871,0.0012379640525649615,0.06701651550732945,0.15063035646366427,0.14752201259636036,0.08482494168952104,4.791821704330871,0.09818365996475095,4.199180664075248,0.009289467826188778,0.0,0.11747315395349851,0.1069986013158442,0.28797368960160624,8.058369180845027,7.515528009703306,0.08191154327427057,0.10485341931885252,2.2701324267011587,1.7118776338528536,0.0,2.339544698314747,0.0,1.840069861051858,0.11586630921042876,0.24713247069661448
1.1400000000000001,1.3825578703336119,0.040045028025730366,0.22470020597348808,0.5262571625152866,7.67853328975547,0.33568409667785293,0.06848159015447354,1.4843362124976227,0.44513622462888747,0.10428116146922886,0.01687640677379709,0.033219060341567,0.1152488556687259,16.49200854481827,1.1795571517218646,0.8994382413565413,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.7021048367520156,0.7322005060562549,1.1468317534417312,0.6363031806018768,0.5101579415613373,0.5521409579460457,0.773969223988117,0.6490826735107581,0.030685218825289587,0.011039201588151522,0.02591386862510337,0.0012336685834115242,0.06687857432034128,0.15060833843964344,0.1470299740616547,0.08479178243885772,4.794226883978671,0.0992363089672205,4.200175273235046,0.009293205179751856,0.0,0.1152488556687259,0.10515015938345329,0.2825210447863147,8.058416613680281,7.516983579752811,0.08161433694775097,0.10450730971988081,2.2755359707160996,1.7090007159921878,0.0,2.338122456996708,0.0,1.8362633221890559,0.1143587661805834,0.24424983764382352
1.1500000000000001,1.3822232572655815,0.04004766036034867,0.2255326506343885,0.5275051603569797,7.660865843937224,0.3344161027815752,0.06825290849893581,1.483629987497435,0.4449565695457837,0.10298915318294175,0.016815636547064396,0.03341433571389879,0.11306494537662946,16.500214243118492,1.184507047837406,0.9003429107877597,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.6952828164257678,0.7320881948238889,1.1465541919017999,0.6362070659629171,0.5101906394264557,0.5538793323226081,0.7750721410947031,0.6503600962528644,0.030511682723148026,0.011102916134374226,0.025592804565961025,0.001229266808532111,0.06674065738803048,0.1505862020553117,0.14653899454721517,0.08475842818006529,4.7966122804745455,0.10028752982704381,4.201162740905691,0.009296981841182534,0.0,0.11306494537662946,0.10332918788951338,0.27716740709626947,8.058462671389092,7.518426291777023,0.08131870008209309,0.10416192119464303,2.28093231338358,1.706134530717635,0.0,2.336703159415061,0.0,1.8324713921616766,0.1128886206096639,0.24139366692851408
1.16,1.3818221843954037,0.0400481706371417,0.22634678952699694,0.5287513377824034,7.643295106426956,0.3331573465905002,0.06802472860555624,1.4829204590380423,0.4447758699434302,0.10171104313137874,0.016753466820739,0.03360722931734122,0.1109207478818642,16.508352982434257,1.1894603567666413,0.9012580471409921,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.6885658245432766,0.7319535504423743,1.1462215019559874,0.6360783119049045,0.5101969778793843,0.5555776164448382,0.7761576338559827,0.6516346300889915,0.030335527338189172,0.01116584027998025,0.02527519421814762,0.0012247633631209548,0.06660276940395793,0.1505639474539214,0.14604909231612923,0.0847248793101436,4.798978211993639,0.10133729816301948,4.202143121392527,0.009300797599027457,0.0,0.1109207478818642,0.10153542666351331,0.2719111213576019,8.05850738488006,7.5198563607779505,0.08102463695954745,0.10381726674375193,2.286320784571112,1.7032790939132676,0.0,2.3352868429357425,0.0,1.828694172299822,0.11145487802812741,0.2385642564623952
1.17,1.381355915665817,0.040046597259035054,0.2271426963747079,0.529995556352882,7.625820859953128,0.3319077880257622,0.06779705878747828,1.482207638872517,0.4445941280858047,0.10044693474443056,0.016689957744233257,0.03379772366039967,0.10881559932302791,16.51642584095478,1.1944169700054266,0.9021836354720524,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.6819520453957064,0.7317969831448369,1.1458347320447952,0.6359175525538787,0.5101774339969027,0.5572360909989894,0.7772261790408173,0.6529061393237054,0.03015688924075522,0.011227968813648338,0.024961063283990993,0.0012201625841698597,0.06646491505992813,0.15054157478438665,0.14556028521671585,0.08469113623744044,4.801324991965555,0.10238558985095389,4.203116468806726,0.00930465224091343,0.0,0.10881559932302791,0.09976861465830178,0.2667505601804706,8.058550783693928,7.521273998207353,0.08073215146355436,0.10347335907922442,2.2917007856698617,1.7004344229965485,0.0,2.333873544728139,0.0,1.8249317596569405,0.11005657828282783,0.235761956175047
1.18,1.3808256915891617,0.04004297799280424,0.22792045078536122,0.5312376799526555,7.608442879220231,0.3306673862970201,0.0675699073030532,1.481491538862543,0.4444113462734957,0.09919690640663704,0.01662516927857374,0.03398580255002715,0.10674884437370911,16.524433878260215,1.1993767824743227,0.9031196605175525,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.6754396849885155,0.7316188934040241,1.1453949111732096,0.6357254103327596,0.5101324767533056,0.5588550450893814,0.7782782417450889,0.6541744910658847,0.029975904324473245,0.011289296945732488,0.024650431242049305,0.0012154687957833064,0.06632709903930345,0.15051908419863358,0.14507259097965522,0.08465719937706627,4.803652928410244,0.10343238170302615,4.204082837523196,0.009308545552197291,0.0,0.10674884437370911,0.09802848787660133,0.2616841170977105,8.058592896573407,7.522679411585866,0.080441247147853,0.1031302108334342,2.297071728115282,1.6976005343748648,0.0,2.33246330127348,0.0,1.8211842478599527,0.10869278916260709,0.2329870607250856
1.19,1.3802327309894868,0.040037349986488856,0.22868013549337476,0.532477578430082,7.5911609329004035,0.3294360998654457,0.06734328231534745,1.4807721709990491,0.4442275268502402,0.09796102528288488,0.016559160132873296,0.03417145117444995,0.1047198369150704,16.532378136270264,1.204339691790307,0.904066106794061,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,0.0,24.0,12.0,0.0,0.0416666667,1.0,0.6690269727643133,0.731419672646829,1.1449030503557793,0.6355024967197901,0.5100625672487142,0.5604347705076884,0.7793142808109951,0.6554395589297608,0.029792705436830713,0.011349820334691148,0.02434331478279689,0.0012106862321769902,0.06618932601677763,0.1504964758522679,0.14458602713105095,0.08462306915210914,4.805962324213766,0.10447765126174338,4.205042282014962,0.009312477316407287,0.0,0.1047198369150704,0.0963147801869931,0.2567102082136036,8.058633751351252,7.524072804690065,0.08015192722651737,0.10278783449788782,2.3024330491316745,1.6947774441556804,0.0,2.3310561485132335,0.0,1.817451726945927,0.10736260685940152,0.23023983983655996
