T,APTRACK,APTRACK2,APTRACK3,B,CAFLUXTR,CAI,CA_JSR,CA_NSR,D,F,G,H,IKR,IKS,J,KI,M,NA_I,O_TRACK,O_TRACK2,O_TRACK3,V,XR,XS1,XS2,YDV,ZDV
45.0,0.0,0.0,8.2889797e-05,0.0013641821,0.0,0.00011609514,1.1768763,1.7521958,5.8027103e-06,0.9977715,0.98892033,0.985677,9.9150002e-06,-0.00097557303,0.99094588,141.05774,0.0014856419,13.364569,0.0,0.0,0.0,-85.236862,0.00020419218,0.0062994496,0.02839078,0.99995315,0.01444034
48.0,0.0,0.0,8.043991e-05,0.0013641121,0.0,0.0001160372,1.1800153,1.7512403,5.8022533e-06,0.99777186,0.98892593,0.98567861,9.9108847e-06,-0.00096859783,0.99094719,141.0578,0.0014855203,13.364544,0.0,0.0,0.0,-85.237358,0.00020415835,0.0062823277,0.028264137,0.99995351,0.014439909
51.0,0.0,0.0,7.8062432e-05,0.0016948446,0.0,0.00011609318,1.1831386,1.7502911,8.0142476e-05,0.99755192,0.98738563,0.97524196,0.00013360918,0.0016692043,0.98772293,141.0562,0.049517315,13.364459,0.0,0.0,0.0,-62.291359,0.00022460795,0.0063008065,0.028154381,0.99994206,0.041722901
54.0,0.35254264,0.0,7.5755226e-05,0.45167482,0.00025653857,0.00011995499,1.1862462,1.7493824,0.98700345,0.95945406,0.81175417,1.9893385e-08,0.038339246,0.045215692,0.48586631,141.05476,0.99997598,13.368873,0.0,0.0,0.0,51.35482,0.16727258,0.017575651,0.030903781,0.79667634,0.99416411
57.0,0.078367479,0.43515328,0.97874087,0.75560194,0.00031618626,0.00030835214,0.59654504,1.7492068,0.99996275,0.9227947,0.63212889,7.9506403e-19,0.070827089,0.11091878,0.1973049,141.05493,0.99998623,13.367924,0.0,0.0,0.0,56.806965,0.37405875,0.03473508,0.035161998,0.59010381,0.99575615
60.0,0.01742048,0.096731178,0.94981325,0.89069366,0.00031618626,0.00053058582,0.30293906,1.7526842,0.99997669,0.88927054,0.49225119,3.1375340000000003e-29,0.10247484,0.18821964,0.080120839,141.0551,0.99998569,13.366927,0.0,0.0,0.0,56.406761,0.53358191,0.052070849,0.039524466,0.43709403,0.99569905
63.0,0.0038724367,0.021502586,0.92174065,0.95057982,0.00031618626,0.00057970762,0.26160586,1.7574186,0.99997044,0.85717463,0.38332564,1.2459940000000001e-39,0.1321198,0.2726965,0.032535668,141.05524,0.99998325,13.365944,0.0,0.0,0.0,54.832455,0.65077788,0.068820342,0.043799076,0.32375863,0.995327
66.0,0.00086081249,0.0047798571,0.89449775,0.97701627,0.00015133378,0.00058475416,0.25709024,1.7623578,0.99996072,0.8261562,0.29850319,0.0,0.15925087,0.36323956,0.013212508,141.05536,0.99997991,13.36498,0.0,0.0,0.0,53.038914,0.73666453,0.084876113,0.04795406,0.23981032,0.99485242
69.0,0.00019135189,0.001062525,0.86806005,0.98856467,3.3640317e-05,0.00058004173,0.26017475,1.7672622,0.99994755,0.79608721,0.23245029,0.0,0.18415228,0.45850185,0.0053656828,141.05547,0.99997592,13.364035,0.0,0.0,0.0,51.227974,0.79993099,0.10023667,0.051984083,0.1776292,0.99431622
72.0,4.2536034e-05,0.00023619102,0.84240377,0.99347049,7.47798e-06,0.00057550787,0.26327872,1.7721058,0.99993032,0.76690018,0.18101361,0.0,0.20725429,0.55729705,0.0021791228,141.05554,0.99997115,13.36311,0.0,0.0,0.0,49.450668,0.84685785,0.11492505,0.055890314,0.1315712,0.99372804
75.0,9.4554289e-06,5.2503423e-05,0.81750572,0.99539542,1.6622967e-06,0.00057118299,0.26640218,1.7768906,0.99990827,0.73855233,0.14095885,0.0,0.22881086,0.65866411,0.0008850302,141.0556,0.99996573,13.362201,0.0,0.0,0.0,47.73893,0.88192105,0.12897129,0.059676092,0.097455733,0.99309605
78.0,2.1018679e-06,1.1671101e-05,0.7933436,0.99596691,3.6951559e-07,0.00056708831,0.26954514,1.7816191,0.99988079,0.71101928,0.10976742,0.0,0.24899544,0.76186162,0.00035946522,141.05565,0.99995953,13.361309,0.0,0.0,0.0,46.109653,0.90831673,0.14240949,0.063346222,0.072186157,0.99242771
81.0,4.6722886e-07,2.5943948e-06,0.76989561,0.99590862,8.2140431e-08,0.00056323438,0.27270758,1.7862936,0.99984711,0.68428612,0.085478045,0.0,0.26798597,0.86627311,0.00014600935,141.05566,0.99995267,13.360433,0.0,0.0,0.0,44.564854,0.92833364,0.15527427,0.066906057,0.053468805,0.99172693
84.0,1.0386133e-07,5.7671372e-07,0.74714065,0.99554175,1.8259177e-08,0.00055962388,0.27588955,1.7909169,0.9998064,0.65834099,0.066563435,0.0,0.28597891,0.97134703,5.9310587e-05,141.05566,0.99994498,13.35957,0.0,0.0,0.0,43.097275,0.94361925,0.1675982,0.07036078,0.039604735,0.99099422
87.0,2.3087564e-08,1.2819896e-07,0.7250582,0.99500722,4.0588728e-09,0.00055625429,0.279091,1.7954917,0.99975753,0.63317049,0.051834255,0.0,0.30317786,1.0765654,2.4094303e-05,141.05563,0.99993658,13.358719,0.0,0.0,0.0,41.69548,0.95536786,0.17941046,0.073715016,0.029335517,0.9902271
90.0,5.1321853e-09,2.8497629e-08,0.70362842,0.99436486,9.0225571e-10,0.00055312039,0.28231198,1.8000205,0.99969894,0.60875809,0.040364355,0.0,0.31977859,1.1814312,9.7888178e-06,141.05559,0.99992716,13.35788,0.0,0.0,0.0,40.347141,0.96445191,0.19073649,0.076972663,0.021729035,0.98942101
93.0,1.1408448e-09,6.3348007e-09,0.68283206,0.99363714,2.0056441e-10,0.00055021519,0.28555247,1.8045058,0.99962878,0.58508384,0.031432517,0.0,0.33595845,1.285466,3.9772553e-06,141.05553,0.99991673,13.35705,0.0,0.0,0.0,39.040833,0.97151411,0.20159818,0.080136903,0.016094862,0.98857009
96.0,2.5360089e-10,1.4081768e-09,0.66265029,0.99282926,4.4583906e-11,0.00054753083,0.28881255,1.8089505,0.9995448,0.56212491,0.024477124,0.0,0.35187158,1.388211,1.6161366e-06,141.05544,0.99990511,13.356231,0.0,0.0,0.0,37.766712,0.97703141,0.21201433,0.083210282,0.011921588,0.98766768
99.0,5.63735e-11,3.1302672e-10,0.64306509,0.99193764,9.9106539e-12,0.00054505904,0.29209223,1.8133569,0.99944413,0.53985643,0.019060822,0.0,0.36764795,1.4892297,6.5677807e-07,141.05533,0.99989212,13.35542,0.0,0.0,0.0,36.516689,0.98136079,0.22200109,0.086194798,0.0088304151,0.98670644
102.0,1.253139e-11,6.9583395e-11,0.62405866,0.99095434,2.2030611e-12,0.00054279109,0.2953915,1.8177273,0.99932313,0.51825219,0.014843045,0.0,0.38339499,1.5881096,2.6693803e-07,141.05521,0.99987751,13.354617,0.0,0.0,0.0,35.284237,0.98477072,0.23157248,0.089092016,0.0065407609,0.98567837
105.0,2.7856302e-12,1.5467846e-11,0.60561407,0.98986846,4.8972328e-13,0.00054071803,0.29871047,1.822064,0.99917769,0.49728575,0.01155858,0.0,0.39920056,1.6844636,1.0850745e-07,141.05505,0.99986112,13.353823,0.0,0.0,0.0,34.064171,0.98746473,0.24074073,0.091903158,0.0048447973,0.98457521
108.0,6.1922386e-13,3.4383815e-12,0.58771455,0.98866713,1.0886167e-13,0.00053883065,0.3020491,1.8263694,0.99900246,0.47693095,0.0090009058,0.0,0.41513592,1.7779307,4.4113634e-08,141.05489,0.99984258,13.353035,0.0,0.0,0.0,32.852348,0.98959756,0.2495167,0.094629161,0.0035885847,0.98338795
111.0,1.3764863e-13,7.643254e-13,0.57034415,0.9873355,2.4199101e-14,0.00053711928,0.30540746,1.8306456,0.9987911,0.45716244,0.0070091975,0.0,0.43125871,1.8681751,1.7937346e-08,141.0547,0.99982166,13.352255,0.0,0.0,0.0,31.645456,0.99128765,0.25791001,0.09727075,0.0026580989,0.98210698
114.0,3.0598218e-14,1.6990357e-13,0.55348706,0.98585683,5.3792712e-15,0.00053557404,0.30878562,1.8348943,0.99853575,0.43795612,0.005458219,0.0,0.44761539,1.9548866,7.2949873e-09,141.0545,0.999798,13.351481,0.0,0.0,0.0,30.440779,0.99262571,0.26592937,0.099828482,0.0019688811,0.98072177
117.0,6.8017449e-15,3.776824e-14,0.53712827,0.98421222,1.1957701e-15,0.00053418468,0.31218362,1.8391178,0.99822676,0.41928959,0.0042504463,0.0,0.46424338,2.0377791,2.9674418e-09,141.05428,0.99977106,13.350715,0.0,0.0,0.0,29.236061,0.99368167,0.27358273,0.1023028,0.0014583722,0.97922099
120.0,1.5119749e-15,8.3955847e-15,0.52125293,0.98238045,2.6581035e-16,0.00053294055,0.31560147,1.8433177,0.99785239,0.40114215,0.0033099356,0.0,0.48117265,2.11659,1.2073772e-09,141.05405,0.99974048,13.349954,0.0,0.0,0.0,28.029373,0.99450904,0.28087729,0.10469402,0.0010802345,0.97759193
123.0,3.3610021000000004e-16,1.866273e-15,0.5058468,0.98033756,5.9087569e-17,0.00053183071,0.31903929,1.8474957,0.99739802,0.38349527,0.0025775488,0.0,0.49842691,2.1910801,4.913831e-10,141.05379,0.99970555,13.349199,0.0,0.0,0.0,26.819031,0.99514914,0.28781977,0.10700242,0.00080014498,0.97582078
126.0,7.4712455e-17,4.1485794000000003e-16,0.49089605,0.97805649,1.3134706e-17,0.00053084368,0.32249707,1.8516533,0.99684572,0.36633256,0.0020072337,0.0,0.51602453,2.2610309,2.0004579e-10,141.05353,0.99966574,13.348451,0.0,0.0,0.0,25.603512,0.99563348,0.29441643,0.10922819,0.00059268065,0.97389191
129.0,1.6607997e-17,9.2219686e-17,0.47638717,0.9755066,2.9197425999999997e-18,0.00052996754,0.32597494,1.8557922,0.99617326,0.34963986,0.0015631292,0.0,0.53397906,2.3262467,8.1468214e-11,141.05325,0.99962014,13.347708,0.0,0.0,0.0,24.381416,0.99598581,0.30067304,0.11137151,0.00043901036,0.97178811
132.0,3.6918283e-18,2.0499716e-17,0.4623071,0.97265303,6.49036e-19,0.00052919,0.3294729,1.8599132,0.99535316,0.33340546,0.0012173104,0.0,0.55229944,2.3865514,3.3190738e-11,141.05295,0.99956787,13.346971,0.0,0.0,0.0,23.151426,0.99622381,0.30659515,0.11343251,0.00032518583,0.96948999
135.0,8.206645999999999e-19,4.5569272e-18,0.44864321,0.96945643,1.4427563999999998e-19,0.0005284982,0.33299106,1.8640178,0.99435115,0.31762004,0.00094803202,0.0,0.57099032,2.4417896,1.3528169e-11,141.05266,0.99950773,13.346238,0.0,0.0,0.0,21.912271,0.99636024,0.31218803,0.11541133,0.00024087548,0.96697605
138.0,1.8242732999999999e-19,1.0129693e-18,0.43538314,0.96587199,3.207135e-20,0.00052787887,0.33652943,1.8681068,0.99312466,0.30227682,0.00073836168,0.0,0.59005207,2.4918251,5.5167273e-12,141.05234,0.99943852,13.345511,0.0,0.0,0.0,20.662708,0.99640363,0.31745669,0.11730812,0.00017842669,0.96422178
141.0,4.0552174e-20,2.2517518e-19,0.42251498,0.96184886,7.1292112e-21,0.00052731804,0.34008816,1.8721813,0.99162072,0.2873714,0.00057511509,0.0,0.60948068,2.5365415,2.2510013e-12,141.05202,0.99935853,13.34479,0.0,0.0,0.0,19.401474,0.99635899,0.32240608,0.11912302,0.00013217116,0.96119976
144.0,9.0144318e-21,5.0054686e-20,0.41002718,0.95732898,1.584768e-21,0.00052680145,0.34366724,1.8762416,0.98977292,0.27290195,0.0004480269,0.0,0.62926793,2.5758386,9.1908957e-13,141.05168,0.99926597,13.344074,0.0,0.0,0.0,18.127251,0.99622822,0.32704097,0.12085623,9.7910415e-05,0.95787907
147.0,2.0038379999999998e-21,1.1126766999999999e-20,0.39790842,0.95224637,3.5228155000000004e-22,0.00052631396,0.34726679,1.8802884,0.98749804,0.25886905,0.00034910545,0.0,0.6494019,2.609633,3.7555202e-13,141.05135,0.99915838,13.343363,0.0,0.0,0.0,16.838596,0.99601024,0.33136609,0.12250798,7.2534691e-05,0.95422423
150.0,4.4543752e-22,2.4733934000000002e-21,0.38614789,0.94652539,7.830944e-23,0.00052584009,0.35088685,1.8843219,0.98469162,0.24527559,0.00027213024,0.0,0.6698674,2.6378527,1.5358957e-13,141.05099,0.99903309,13.342657,0.0,0.0,0.0,15.533847,0.99570131,0.33538619,0.12407853,5.37407e-05,0.95019478
153.0,9.9017291e-23,5.498160600000001e-22,0.37473494,0.94007933,1.7407577e-23,0.00052536384,0.3545275,1.8883424,0.98122162,0.23212676,0.00021226089,0.0,0.6906473,2.6604338,6.2876787e-14,141.05064,0.99888659,13.341956,0.0,0.0,0.0,14.210991,0.99529493,0.33910596,0.12556821,3.9822546e-05,0.94574356
156.0,2.2010771999999998e-23,1.2221982e-22,0.36365929,0.93280727,3.8695686e-24,0.00052486855,0.35818881,1.8923496,0.97692031,0.21942981,0.00016573296,0.0,0.71172392,2.6773117,2.5770569e-14,141.05029,0.99871457,13.34126,0.0,0.0,0.0,12.867477,0.99478173,0.34253004,0.12697737,2.9516905e-05,0.94081503
159.0,4.8928226e-24,2.7168512e-23,0.352911,0.92459112,8.6017502e-25,0.00052433723,0.36187086,1.8963436,0.97157317,0.20719397,0.00012962165,0.0,0.73308134,2.6884131,1.0576534e-14,141.04994,0.99851143,13.340569,0.0,0.0,0.0,11.499978,0.99414897,0.34566307,0.12830639,2.1888342e-05,0.93534255
162.0,1.0876364e-24,6.0393487e-24,0.34248039,0.91529059,1.9121018e-25,0.00052375236,0.36557367,1.9003236,0.96490341,0.19543028,0.00010165845,0.0,0.7547074,2.6936424,4.3475554e-15,141.04959,0.99827021,13.339885,0.0,0.0,0.0,10.104079,0.99338037,0.34850949,0.12955566,1.6244443e-05,0.92924452
165.0,2.4177307e-25,1.3425001000000001e-24,0.33235806,0.90473598,4.2504534000000005e-26,0.00052309589,0.36929733,1.9042892,0.95655024,0.18415171,8.0089623e-05,0.0,0.77659631,2.6928661,1.7903843e-15,141.04924,0.99798149,13.339205,0.0,0.0,0.0,8.6738901,0.99245518,0.35107356,0.13072553,1.2072997e-05,0.92241895
168.0,5.374426800000001e-26,2.9842728999999996e-25,0.32253492,0.8927182,9.448425900000001e-27,0.00052234926,0.37304193,1.9082394,0.94603765,0.17337339,6.356775e-05,0.0,0.79875034,2.6858923,7.3890834e-16,141.0489,0.9976325,13.338531,0.0,0.0,0.0,7.2015557,0.99134725,0.35335916,0.13181631,8.9955938e-06,0.91473538
171.0,1.1946932000000001e-26,6.6338062e-26,0.31300211,0.87897491,2.1003113000000002e-27,0.00052149274,0.37680748,1.9121732,0.93273056,0.16311333,5.1070503e-05,0.0,0.82118052,2.6724463,3.0574369000000004e-16,141.04855,0.99720579,13.337864,0.0,0.0,0.0,5.6766181,0.99002349,0.35536963,0.13282818,6.7334254e-06,0.90602368
174.0,2.6557097000000003e-27,1.4746433e-26,0.30375105,0.86317056,4.6688283e-28,0.00052050513,0.38059404,1.9160891,0.91577023,0.15339391,4.184257e-05,0.0,0.84390634,2.6521358,1.2690406e-16,141.04822,0.99667609,13.337203,0.0,0.0,0.0,4.0851355,0.98844165,0.35710758,0.13376108,5.082301e-06,0.89605683
177.0,5.9034356000000005e-28,3.2780171000000005e-27,0.2947734,0.84486741,1.0378442e-28,0.00051936245,0.38440171,1.9199857,0.89398283,0.1442446,3.5359939e-05,0.0,0.8669529,2.624404,5.2874053e-17,141.04788,0.99600625,13.336549,0.0,0.0,0.0,2.40838,0.98654753,0.35857469,0.13461478,3.8947337e-06,0.88452542
180.0,1.3122876e-28,7.2867762e-28,0.28606111,0.82348359,2.3070467e-29,0.00051803613,0.38823047,1.923861,0.86574757,0.13570671,3.1319829e-05,0.0,0.89034486,2.5884573,2.2133889e-17,141.04756,0.99513888,13.335902,0.0,0.0,0.0,0.62080222,0.98427022,0.35977146,0.13538869,3.0678486e-06,0.87099582
183.0,2.9171130999999997e-29,1.6197935e-28,0.27760631,0.79823089,5.1283847000000005e-30,0.00051648985,0.3920804,1.9277128,0.82881242,0.12784192,2.9695491e-05,0.0,0.91409326,2.5431492,9.321232e-18,141.04724,0.99398142,13.335265,0.0,0.0,0.0,-1.31329,0.98151612,0.36069676,0.13608178,2.5368511e-06,0.85484236
186.0,6.484515100000001e-30,3.6006747e-29,0.26940137,0.76802212,1.1399999e-30,0.00051467482,0.39595148,1.9315383,0.78005618,0.12074795,3.0551535e-05,0.0,0.93816495,2.4867904,3.9562617999999995e-18,141.04694,0.99237543,13.334638,0.0,0.0,0.0,-3.4452832,0.97815925,0.36134762,0.13669254,2.2756076e-06,0.8351292
189.0,1.4414571000000001e-30,8.0040189e-30,0.26143897,0.73134333,2.534131e-31,0.00051252119,0.39984378,1.9353341,0.71524686,0.11458878,3.4076354e-05,0.0,0.96240747,2.4168317,1.697052e-18,141.04665,0.99002904,13.334022,0.0,0.0,0.0,-5.8515797,0.97402894,0.36171833,0.13721874,2.3104458e-06,0.81040221
192.0,3.2042467e-31,1.7792309e-30,0.25371191,0.68612242,5.6331752e-32,0.0005099253,0.40375727,1.9390956,0.62905288,0.10965659,4.1245043e-05,0.0,0.98635453,2.3293524,7.3897188e-19,141.04636,0.98635697,13.33342,0.0,0.0,0.0,-8.64884,0.96889424,0.3617999,0.13765742,2.7674357e-06,0.77831787
195.0,7.122790500000001e-32,3.9550918e-31,0.24621321,0.62981874,1.2522109e-32,0.00050672935,0.40769196,1.9428169,0.51619315,0.1065051,5.45824e-05,0.0,1.0087256,2.2183201,3.2913196e-19,141.04608,0.98005962,13.332835,0.0,0.0,0.0,-12.016459,0.96245915,0.36157897,0.1380049,4.0262939e-06,0.73501641
198.0,1.5833408000000002e-32,8.7918602e-32,0.23893616,0.56065977,2.7835671e-33,0.00050269841,0.4116478,1.9464893,0.3760466,0.10624187,8.0607279e-05,0.0,1.0262235,2.0748832,1.5201981e-19,141.04584,0.96790838,13.332275,0.0,0.0,0.0,-16.219477,0.9544158,0.36103657,0.13825727,7.2900798e-06,0.67429292
201.0,3.5196431e-33,1.9543619e-32,0.23187418,0.48191419,6.1876526e-34,0.00049752288,0.41562477,1.9501014,0.22338356,0.11111138,0.00013854234,0.0,1.0312058,1.8877646,7.4720976e-20,141.04561,0.94097543,13.331749,0.0,0.0,0.0,-21.601379,0.94466984,0.36014444,0.13841179,1.7161581e-05,0.58752453
204.0,7.823892e-34,4.3443942e-33,0.22502093,0.40401971,1.3754669e-34,0.00049092196,0.41962275,1.9536371,0.095682308,0.12520908,0.0002971545,0.0,1.0088555,1.645398,4.0907064e-20,141.04538,0.87266153,13.331275,0.0,0.0,0.0,-28.526939,0.93362159,0.35884932,0.13846782,5.6230951e-05,0.46745345
207.0,1.7391902e-34,9.657249e-34,0.21837023,0.33070207,3.0575558e-35,0.00048286741,0.42364159,1.9570785,0.026267955,0.15330552,0.000864784,0.0,0.9368791,1.342379,2.6489244e-20,141.04515,0.69391781,13.330885,0.0,0.0,0.0,-37.196354,0.92117864,0.35702679,0.13842297,0.00026594242,0.32070079
210.0,3.8660841e-35,2.1467312e-34,0.21191609,0.26093572,6.7967078e-36,0.00047369278,0.42768109,1.9604086,0.0048799803,0.19406393,0.0033642096,0.0012100822,0.80213916,1.0016227,0.00055288943,141.04488,0.37209669,13.330618,0.0,0.0,0.0,-46.996742,0.90427524,0.35445467,0.13826719,0.0016457582,0.18543446
213.0,8.594003e-36,4.7720159999999997e-35,0.20565271,0.19963232,1.5108552e-36,0.00046381852,0.431741,1.9636153,0.00080808339,0.23905425,0.01364845,0.0078505902,0.61572963,0.65041101,0.0040636747,141.04451,0.11651786,13.330509,0.0,0.0,0.0,-57.209908,0.87806982,0.35090157,0.13798641,0.0099346442,0.095875688
216.0,1.9103799e-36,1.0607819e-35,0.19957446,0.14996321,3.3585130999999995e-37,0.00045345046,0.43582106,1.9666902,0.00013994072,0.28291407,0.039242499,0.038753413,0.40344349,0.30656183,0.016280895,141.04407,0.02642894,13.33058,0.0,0.0,0.0,-67.417099,0.83962327,0.34621468,0.13756979,0.036573742,0.048043232
219.0,4.2466253999999995e-37,2.3580354999999998e-36,0.19367586,0.11163915,7.465712999999999e-38,0.00044272747,0.43992096,1.9696261,3.1431999e-05,0.32446828,0.072482862,0.15426099,0.22120753,0.029194217,0.053037487,141.04364,0.0069034277,13.330827,0.0,0.0,0.0,-75.899757,0.78990382,0.34042889,0.13702339,0.075122051,0.026907086
222.0,9.439916600000001e-38,5.2417288999999995e-37,0.18795158,0.08284986,1.6595697000000002e-38,0.00043193161,0.44404036,1.9724185,1.3076872e-05,0.36368009,0.10500299,0.39076817,0.11983623,-0.11976344,0.13720016,141.04338,0.0031746174,13.331197,0.0,0.0,0.0,-80.656013,0.73435563,0.33391315,0.13638711,0.11484235,0.019453205
225.0,2.0984199000000003e-38,1.1651955e-37,0.1823965,0.061487682,3.6890934e-39,0.00042136057,0.44817892,1.9750668,9.1967358e-06,0.40063566,0.1358653,0.63320321,0.079141706,-0.17350088,0.24811438,141.04324,0.0023307553,13.331619,0.0,0.0,0.0,-82.526062,0.67883539,0.32713386,0.13571042,0.15330565,0.017137794
228.0,4.6646241e-39,2.5901388000000003e-38,0.1770056,0.045712225,8.200566799999999e-40,0.00041116151,0.45233628,1.9775734,8.1684093e-06,0.43544546,0.1654212,0.79462624,0.063137732,-0.18759316,0.35636079,141.0432,0.0020996588,13.332054,0.0,0.0,0.0,-83.155594,0.62621289,0.32035521,0.13502155,0.19019425,0.016426513
231.0,1.036909e-39,5.7576761e-39,0.17177404,0.034083471,1.8229211e-40,0.00040137299,0.45651212,1.979942,7.8507264e-06,0.46822742,0.1938732,0.8842932,0.055114143,-0.18881008,0.45214862,141.04315,0.0020265542,13.332487,0.0,0.0,0.0,-83.369026,0.57727057,0.31367394,0.13433112,0.22550169,0.016194424
234.0,2.3049677999999997e-40,1.2798872e-39,0.1666971,0.025517307,4.0522749e-41,0.00039199155,0.46070606,1.9821768,7.7321383e-06,0.49909759,0.22131167,0.93103683,0.049664181,-0.18621075,0.53442115,141.04312,0.0019982646,13.332912,0.0,0.0,0.0,-83.453705,0.53202307,0.30711871,0.13364252,0.25927803,0.016105048
237.0,5.1237077e-41,2.8450843e-40,0.16177021,0.019208688,9.0075465e-42,0.0003830012,0.46491775,1.9842819,7.6720216e-06,0.52816683,0.24778759,0.95488662,0.045205649,-0.18254566,0.60443264,141.04311,0.0019832049,13.333329,0.0,0.0,0.0,-83.49929,0.49026918,0.30069616,0.13295682,0.29158482,0.016058438
