Time,Effector_cells,Tumor_cells,IL_2,c,mu2,p1,g1,s1,r2,b,a,g2,p2,g3,mu3,s2,Tumor_microenvironment,Effector_cell_stimulation,Effector_cell_decay,Tumor_growth,Tumor_killing,IL_2_production,IL_2_decay
418.0,0.0009709386029285775,2.1844343543486928e-05,0.00033693053417115136,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.274872446654636e-05,3.670147919070023e-05,2.686795563281476e-06,3.1332705658169124e-06,0.000599433451524509,0.0006064749615080725
418.5,0.0009639696481752274,2.162641435255066e-05,0.0003334368445825776,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2516586831189673e-05,3.64380527010236e-05,2.6599914380426083e-06,3.0852650604107e-06,0.0005932536683449467,0.0006001863202486397
419.0,0.0009570188787485853,2.1419019491070273e-05,0.0003299986854259235,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2295305652362177e-05,3.617531361669653e-05,2.634482968150941e-06,3.0388262881452675e-06,0.0005871782669970872,0.0005939976337666623
419.5,0.000950091322554368,2.1222020076482067e-05,0.00032661819816809406,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.208474598704019e-05,3.591345199255511e-05,2.6102530733885503e-06,2.9939397805971287e-06,0.000581210676474936,0.0005879127567025693
420.0,0.0009431918117857593,2.1035280348537433e-05,0.0003232972979816507,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.188477519572481e-05,3.56526504855017e-05,2.5872850574587248e-06,2.950589896367903e-06,0.0005753540346499257,0.0005819351363669713
420.5,0.0009363250218095736,2.0858664464188823e-05,0.000320037731460816,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.169525988021499e-05,3.5393085824401884e-05,2.5655622137775878e-06,2.908759680796152e-06,0.0005696111876070853,0.0005760679166294688
421.0,0.0009294955038400593,2.0692032611009096e-05,0.0003168411256220502,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1516062105716578e-05,3.5134930045154246e-05,2.545067347447849e-06,2.868430628773985e-06,0.0005639846786592881,0.0005703140261196903
421.5,0.0009227076287433803,2.053525015421026e-05,0.00031370890880854567,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1347048455938156e-05,3.487834836649978e-05,2.525783900298498e-06,2.8295836705165654e-06,0.0005584767994948882,0.0005646760358553822
422.0,0.0009159656197002071,2.038818391222954e-05,0.00031064235965054543,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.118808641963915e-05,3.462350042466783e-05,2.507695492804915e-06,2.792198937531616e-06,0.0005530895827502998,0.0005591562473709818
422.5,0.0009092735778088015,2.025069876180267e-05,0.00030764264379348847,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1039041075603933e-05,3.4370541241172694e-05,2.4907855065332865e-06,2.7562555486637052e-06,0.0005478247929125779,0.0005537567588282793
423.0,0.0009026354407624188,2.0122665728676238e-05,0.0003047107593204437,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.089978314231138e-05,3.411961966081943e-05,2.475038079261026e-06,2.7217324932349036e-06,0.000542683979951499,0.0005484793667767986
423.5,0.0008960550093853472,2.000395852913945e-05,0.0003018475750378341,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0770185602275546e-05,3.387087935476613e-05,2.4604376796062615e-06,2.688608396013487e-06,0.000537668471550098,0.0005433256350681014
424.0,0.000889535966812729,1.98944504469799e-05,0.0002990538546961181,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.06501206288913e-05,3.362445954552116e-05,2.4469687229120214e-06,2.6568613029089823e-06,0.0005327793638338992,0.0005382969384530126
424.5,0.0008830818504770802,1.979402157302401e-05,0.000296330226752693,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0539466833123595e-05,3.3380493948033634e-05,2.4346164616772793e-06,2.62646948029716e-06,0.0005280175769700106,0.0005333944081548473
425.0,0.0008766960727086299,1.970255552105058e-05,0.0002936772108891265,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0438106032157446e-05,3.3139111548386206e-05,2.4233665816338514e-06,2.597411170579737e-06,0.0005233838459404061,0.0005286189796004277
425.5,0.0008703819343241002,1.9619936564695324e-05,0.0002910952326664521,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0345920413111534e-05,3.2900437117450987e-05,2.413204849602496e-06,2.5696643797054397e-06,0.0005188787110018641,0.0005239714187996137
426.0,0.0008641426081024474,1.9546056095154613e-05,0.00028858461245516995,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.026279903308635e-05,3.266459058627251e-05,2.404117907762026e-06,2.5432075970562146e-06,0.000514502573677109,0.000519452302419306
426.5,0.0008579811538847097,1.948080951080297e-05,0.0002861455821213751,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.018863473654762e-05,3.243168761684203e-05,2.3960928910902445e-06,2.518019545064793e-06,0.0005102556859880659,0.0005150620478184752
427.0,0.000851900527383508,1.9424093739071368e-05,0.00028377829120087656,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0123321685446957e-05,3.2201839935096605e-05,2.389117122569415e-06,2.494078985899489e-06,0.0005061381418337424,0.0005108009241615778
427.5,0.0008459035733567299,1.9375812749835044e-05,0.0002814828121285243,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0066760940374832e-05,3.197515507288439e-05,2.3831787913089855e-06,2.4713653424100516e-06,0.0005021499300536476,0.0005066690618313438
428.0,0.0008399930357242798,1.9335874754943567e-05,0.0002792591478478213,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.001885766697558e-05,3.1751736750377775e-05,2.3782666081035965e-06,2.44985846048864e-06,0.0004982909234007834,0.0005026664661260783
428.5,0.0008341715624200103,1.930419017528192e-05,0.0002771072304471987,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9979519096351552e-05,3.153168505947639e-05,2.3743695553934026e-06,2.4295384446260318e-06,0.0004945608715034799,0.0004987930148049577
429.0,0.0008284417064892941,1.9280676119020276e-05,0.00027502694040149446,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.99486590891198e-05,3.131509650529532e-05,2.371477438069486e-06,2.4103861700672187e-06,0.0004909594486562931,0.00049504849272269
429.5,0.0008228059318303628,1.9265253989711573e-05,0.0002730181056858582,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9926195732982477e-05,3.1102064223187716e-05,2.3695805892831347e-06,2.392383071785285e-06,0.00048748624357995967,0.0004914325902345448
430.0,0.0008172666149081813,1.9257847826011134e-05,0.00027108049538572527,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9912049666048538e-05,3.0892678043529257e-05,2.368669666240914e-06,2.3755110042784808e-06,0.0004841407535201495,0.0004879448916943055
430.5,0.0008118260520347435,1.9258387870999815e-05,0.0002692138483500182,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9906147741038088e-05,3.0687024766913305e-05,2.36873608921606e-06,2.3597526590249127e-06,0.00048092242663949543,0.00048458492703003274
431.0,0.0008064864614213118,1.92668085573593e-05,0.0002674178659750801,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9908420987596898e-05,3.0485188241725586e-05,2.3697717937360193e-06,2.345091379543413e-06,0.0004778306525382795,0.00048135215875514417
431.5,0.0008012499824480106,1.9283047105868412e-05,0.0002656922031045298,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.991880318874009e-05,3.02872493365348e-05,2.371769058205415e-06,2.3315110364790453e-06,0.0004748647567084097,0.0004782459655881537
432.0,0.0007961186876120799,1.930704640650699e-05,0.0002640365015185916,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9937233858657207e-05,3.0093286391736618e-05,2.3747208582693234e-06,2.3189963742791964e-06,0.0004720240385281891,0.00047526570273346495
432.5,0.0007910945815308492,1.9338753284415957e-05,0.0002624503787732487,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9963656478038697e-05,2.99033751818661e-05,2.3786206535355957e-06,2.307532844818997e-06,0.00046930776197946864,0.00047241068179184774
433.0,0.0007861795982624551,1.9378117286553834e-05,0.00026093341725299315,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,1.9998017254672836e-05,2.9717588814320805e-05,2.3834622383402842e-06,2.2971064930050506e-06,0.00046671515003306885,0.0004696801510553877
433.5,0.0007813756167752166,1.942509303876929e-05,0.00025948520026722826,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0040267576074692e-05,2.9535998314103186e-05,2.389240031657156e-06,2.287704250603557e-06,0.0004642454190604401,0.00046707336048101085
434.0,0.0007766844573912844,1.947963872101002e-05,0.00025810529808350895,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0090362448555234e-05,2.935867248939055e-05,2.395948889556294e-06,2.2793137831594235e-06,0.00046189776937397963,0.0004645895365503161
434.5,0.0007721078775110433,1.9541715009240347e-05,0.000256793255703551,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.014825941039207e-05,2.9185677769917436e-05,2.403583975065626e-06,2.271923384701243e-06,0.0004596713794236967,0.0004622278602663918
435.0,0.0007676475897584125,1.9611287001430545e-05,0.0002555486302182174,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.021392055054867e-05,2.901707889286799e-05,2.412140995058881e-06,2.2655222292985997e-06,0.0004575654370640225,0.0004599875343927913
435.5,0.0007633052562259342,1.968832286703618e-05,0.0002543709747460663,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0287311118141186e-05,2.885293868534031e-05,2.4216160341484e-06,2.2601002292661996e-06,0.0004555791298211527,0.0004578677545429194
436.0,0.000759082482894114,1.9772792907511973e-05,0.00025325982600848046,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0368398553503526e-05,2.869331785339751e-05,2.432005439133231e-06,2.2556479368428527e-06,0.00045371163876192875,0.0004558676868152648
436.5,0.0007549808397682038,1.9864671136481386e-05,0.00025221474096337134,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0457154155702845e-05,2.8538275743238105e-05,2.443306013352609e-06,2.2521567629109076e-06,0.0004519621671044526,0.0004539865337340684
437.0,0.0007510018532286561,1.996393406801852e-05,0.0002512352798505197,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.055355182920316e-05,2.83878700520432e-05,2.455514867650671e-06,2.249618844090952e-06,0.00045032993010544526,0.00045222350373093546
437.5,0.0007471469993869443,2.0070559845388285e-05,0.00025032099435815474,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.065756718368999e-05,2.8242156576826495e-05,2.4686293132159408e-06,2.2480269477258568e-06,0.000448814148371034,0.00045057778984467856
438.0,0.0007434177256467781,2.0184529579937983e-05,0.0002494714619158493,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.0769178953337755e-05,2.8101190029448212e-05,2.4826470262585452e-06,2.24737466850562e-06,0.00044741407449950393,0.00044904863144852873
438.5,0.0007398154414245024,2.0305826225458225e-05,0.000248686268915127,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.088836782964826e-05,2.7965023685846193e-05,2.497565909562182e-06,2.2476563001847175e-06,0.00044612898234964803,0.0004476352840472286
439.0,0.0007363415106027419,2.04344337314486e-05,0.000247964999474192,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.101511558623482e-05,2.7833709100783645e-05,2.513383988340101e-06,2.248866740571995e-06,0.00044495815960986744,0.0004463369990535456
439.5,0.0007329972741070244,2.057033823685891e-05,0.0002473072671155971,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1149406346623206e-05,2.7707296961245522e-05,2.530099557059379e-06,2.2510016755382864e-06,0.00044390093313418635,0.0004451530808080748
440.0,0.0007297840391869541,2.0713526977901572e-05,0.0002467126984297081,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1291225450879194e-05,2.7585836681266863e-05,2.54771104510731e-06,2.254057450886579e-06,0.0004429566573437008,0.0004440828571734746
440.5,0.0007267030710485128,2.0863987443054796e-05,0.00024618092226188896,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1440558582284676e-05,2.7469376085633783e-05,2.566216912861181e-06,2.2580309756363407e-06,0.00044212470600060526,0.00044312566007140015
441.0,0.0007237556162030942,2.102170848122634e-05,0.00024571159906279673,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.159739294451205e-05,2.735796229247696e-05,2.585615787986861e-06,2.262919899209449e-06,0.00044140449666759584,0.00044228087831303415
441.5,0.0007209428904118326,2.1186679209645114e-05,0.00024530440490810374,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1761716128406494e-05,2.7251641257567273e-05,2.6059063311151093e-06,2.2687224804774985e-06,0.0004407954781096195,0.00044154792883458675
442.0,0.0007182660695375635,2.1358888163505718e-05,0.0002449590212074937,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.1933515233689113e-05,2.71504574285199e-05,2.6270871312524626e-06,2.275437488715606e-06,0.0004402971213077829,0.0004409262381734887
442.5,0.0007157263135249613,2.1538324344492686e-05,0.00024467516168214155,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.211277798186917e-05,2.7054454651243535e-05,2.6491568347444855e-06,2.2830643764685877e-06,0.00043990894325216515,0.0004404152910278548
443.0,0.0007133247530309001,2.1724976113407433e-05,0.00024445255684065804,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2299491567938563e-05,2.6963675664568023e-05,2.6721140090748973e-06,2.291603144063789e-06,0.00043963049329876055,0.0004400146023131845
443.5,0.0007110624796579296,2.1918830339977022e-05,0.00024429094442056403,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2493641783149807e-05,2.687816173106974e-05,2.6959570382969866e-06,2.301054238849846e-06,0.0004394613436038919,0.00043972369995701525
444.0,0.000708940570205645,2.2119873387193442e-05,0.00024419009364845507,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2695214058640766e-05,2.679795355377338e-05,2.720684244102557e-06,2.3114187224950556e-06,0.0004394011120984508,0.0004395421685672191
444.5,0.0007069600722606689,2.232808999788251e-05,0.00024414979057826093,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.2904192312115708e-05,2.6723090731453283e-05,2.7462937488763852e-06,2.3226981320082863e-06,0.0004394494480633311,0.0004394696230408697
445.0,0.0007051219937787399,2.2543462443350155e-05,0.0002441698289794846,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.3120558069921674e-05,2.665361136483637e-05,2.7727833709850997e-06,2.3348943764130465e-06,0.00043960602198250094,0.0004395056921630723
445.5,0.000703427327427556,2.2765971438727087e-05,0.00024425003219893243,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.3344291437151768e-05,2.6589552976761616e-05,2.800150737360399e-06,2.348009897528608e-06,0.0004398705476455788,0.00043965005795807837
446.0,0.0007018770352649117,2.299559503037553e-05,0.0002443902392711496,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.357536994615867e-05,2.6530951933013662e-05,2.8283931466571216e-06,2.362047527649724e-06,0.00044024276708126204,0.0004399024306880693
446.5,0.0007004720376901982,2.323230775496013e-05,0.00024459029600593926,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.3813767689240086e-05,2.6477843024689493e-05,2.857507465824891e-06,2.3770103838596545e-06,0.0004407224399226504,0.00044026253281069066
447.0,0.000699213237740279,2.347608146553145e-05,0.000244850074969716,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.405945619563638e-05,2.6430260386582548e-05,2.887490231713048e-06,2.392902019974761e-06,0.0004413093645109931,0.00044073013494548883
447.5,0.0006981015049303277,2.3726884235539416e-05,0.0002451694620927206,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.4312403297328154e-05,2.6388236886366387e-05,2.9183375162719783e-06,2.409726281402946e-06,0.0004420033623270607,0.0004413050317668971
448.0,0.0006971376636425865,2.3984679552875427e-05,0.00024554834790622835,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.4572572297001087e-05,2.635180368568977e-05,2.950044827426727e-06,2.427487198306497e-06,0.00044280426704107825,0.000441987026231211
448.5,0.0006963225172090999,2.424942701450266e-05,0.00024598664590742717,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.4839922709757454e-05,2.6320991150503975e-05,2.982607194514432e-06,2.44618912437823e-06,0.0004437119443551611,0.0004427759626333689
449.0,0.0006956568310100567,2.4521081278531327e-05,0.0002464842795382086,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.511440917767831e-05,2.6295828212180144e-05,3.016019039397824e-06,2.465836590561912e-06,0.0004447262761492498,0.0004436717031687755
449.5,0.0006951413204026976,2.4799591326494976e-05,0.00024704117360306745,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.539598070662659e-05,2.6276341911221968e-05,3.0502740857320967e-06,2.4864341988976374e-06,0.0004458471494267116,0.00044467411248552143
450.0,0.0006947766743686673,2.5084900966724592e-05,0.0002476572710812747,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.5684581212328327e-05,2.6262558291135622e-05,3.085365420879574e-06,2.5079867421645344e-06,0.00044707447452543863,0.00044578308794629445
450.5,0.000694563538009916,2.5376947879856185e-05,0.00024833252047892616,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.5980148529394132e-05,2.6254501736774825e-05,3.1212853785158157e-06,2.5304990592361077e-06,0.0004484081692651102,0.0004469985368620671
451.0,0.0006945025001702214,2.567566298868417e-05,0.0002490668674293095,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.628261375659365e-05,2.6252194506434368e-05,3.1580254611287537e-06,2.553975931950687e-06,0.00044984814803140905,0.0004483203613727572
451.5,0.0006945941163390327,2.5980970698839317e-05,0.0002498602700143559,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.6591901535112107e-05,2.6255657597615435e-05,3.1955763696241063e-06,2.578422178472891e-06,0.0004513943379047153,0.00044974848602584064
452.0,0.0006948388907533918,2.6292788093731972e-05,0.0002507126864916373,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.690792920845091e-05,2.6264910070478207e-05,3.233927904312226e-06,2.603842513995854e-06,0.0004530466631555415,0.00045128283568494714
452.5,0.000695237263918155,2.661102445657542e-05,0.000251624067091984,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.7230606321113656e-05,2.6279968576106262e-05,3.2730689061241934e-06,2.630241453521229e-06,0.00045480503474229354,0.00045292332076557115
453.0,0.0006957896343619625,2.693558116859636e-05,0.0002525943678889889,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.7559834548291755e-05,2.6300848178882183e-05,3.3129872440968067e-06,2.657623370859094e-06,0.0004566693638410446,0.00045466986220018
453.5,0.0006964963406332073,2.7266351118361473e-05,0.0002536235389186091,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.789550707212089e-05,2.6327561675935235e-05,3.3536697427283538e-06,2.6859923693148285e-06,0.0004586395470927051,0.00045652237005349637
454.0,0.0006973576489789725,2.7603218425279836e-05,0.00025471151626922596,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.8237508283595054e-05,2.6360119131405158e-05,3.3951021479763255e-06,2.715352193866514e-06,0.0004607154568218759,0.00045848072928460676
454.5,0.0006983737734534575,2.7946057909313283e-05,0.000255858234399568,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.85857132763007e-05,2.6398528636540694e-05,3.4372690620407553e-06,2.7457062469557782e-06,0.0004628969513968214,0.00046054482191922237
455.0,0.0006995448579424757,2.8294734796828313e-05,0.00025706361466428304,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.8939987521734733e-05,2.644279563022558e-05,3.480153907191764e-06,2.777057474538067e-06,0.0004651838615695538,0.00046271450639570947
455.5,0.0007008709550967436,2.8649105066774047e-05,0.0002583275541982629,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.9300187188929156e-05,2.649292210265691e-05,3.523738968353009e-06,2.8094082828412087e-06,0.00046757597715427706,0.0004649895975568732
456.0,0.0007023520663809575,2.9009013549754366e-05,0.00025964994609506295,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,2.966615727757515e-05,2.6548908109200193e-05,3.56800515930713e-06,2.842760524207383e-06,0.00047007306467569785,0.00046736990297111333
456.5,0.000703988110828576,2.937429453237181e-05,0.00026103066265143653,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.0037732183631654e-05,2.6610750589320174e-05,3.6129320970326815e-06,2.87711539151745e-06,0.0004726748485103295,0.00046985519277258574
457.0,0.0007057789292046187,2.974477111733856e-05,0.0002624695569549309,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.0414735056369756e-05,2.6678443523934587e-05,3.6584980230093575e-06,2.912473354426166e-06,0.0004753810100450192,0.00047244520251887563
457.5,0.000707724253906944,3.0120256523552928e-05,0.0002639664413199825,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.079697905795062e-05,2.6751976797682485e-05,3.7046799631250857e-06,2.948834098645179e-06,0.0004781911715044177,0.0004751395943759685
458.0,0.0007098237173971428,3.0500553002256698e-05,0.0002655210932443536,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.1184266280303286e-05,2.6831336517612e-05,3.7514535943783603e-06,2.986196437484896e-06,0.0004811048955843068,0.0004779379678398365
458.5,0.0007120769031462472,3.0885448122699314e-05,0.00026713329173239575,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.1576384078757294e-05,2.6916506938928143e-05,3.7987927880506094e-06,3.0245582087613986e-06,0.0004841217043028322,0.00048083992511831235
459.0,0.0007144832827540085,3.1274718100514896e-05,0.00026880277231612355,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.197310832273411e-05,2.700746808810152e-05,3.846670019080283e-06,3.0639162240969234e-06,0.0004872410486516444,0.0004838449901690224
459.5,0.0007170422309834853,3.1668126305293185e-05,0.0002705292377284361,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.237420191057591e-05,2.7104196331175743e-05,3.8950561825135475e-06,3.1042661753881472e-06,0.0004904623114938742,0.000486952627911185
460.0,0.0007197529308021149,3.206543078658865e-05,0.0002723123342744199,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.27794222663929e-05,2.7206660784319945e-05,3.943921519152666e-06,3.145602734001899e-06,0.0004937847686108545,0.0004901622016939558
460.5,0.000722614552562296,3.2466368244576404e-05,0.0002741516921220924,1.009,0.0378,0.044,0.02,0.0,0.123,1.0,0.018,0.0001,0.9,1e-05,1.8,0.0,1.0,3.318850532815472e-05,2.7314830086854792e-05,3.993233644079657e-06,3.1879190810387573e-06,0.0004972076496990354,0.0004934730458197664
