DHF_1_task1,H2_HMPt_2_task1,H2_HMPterinPP_3_task1,H2_Pteroate_4_task1,_1_task1,p_ABA_5_task1
3.355823595409861e-05,6.505320852271406e-06,1.4189902631383251e-05,3.3664765901714454e-05,500.0,1.738022348365461e-05
3.3574501600443684e-05,6.508400403509473e-06,1.4192222618497e-05,3.368090693182898e-05,510.0,1.7385623022006425e-05
3.3590720740164675e-05,6.511471736980691e-06,1.4194535644470163e-05,3.369700439408453e-05,520.0,1.7391007381450804e-05
3.360689517367525e-05,6.514534827361614e-06,1.419684167841796e-05,3.371305850888073e-05,530.0,1.7396376505779527e-05
3.3623027967012054e-05,6.517589618776182e-06,1.419914065059317e-05,3.372906917089766e-05,540.0,1.7401730269369303e-05
3.363911790985262e-05,6.520636170788618e-06,1.4201432631443064e-05,3.3745036772205835e-05,550.0,1.7407068802231634e-05
3.365516306249714e-05,6.523674564623427e-06,1.4203717716852244e-05,3.376096168741695e-05,560.0,1.7412392281475622e-05
3.3671167097097095e-05,6.52670474021198e-06,1.4205995825145301e-05,3.377684318853428e-05,570.0,1.7417700565357234e-05
3.368713051658413e-05,6.529726717735979e-06,1.4208266974024785e-05,3.3792681197298084e-05,580.0,1.7422993691760715e-05
3.370304994957386e-05,6.532740606952815e-06,1.4210531294227842e-05,3.3808476940355433e-05,590.0,1.7428271901180607e-05
3.3718927213048526e-05,6.5357464019159704e-06,1.4212788767397943e-05,3.382422972030285e-05,600.0,1.7433535169313864e-05
3.373476222157929e-05,6.5387441413043174e-06,1.4215039430968922e-05,3.383993945432896e-05,610.0,1.743878357227319e-05
3.375055463423431e-05,6.541733848173275e-06,1.4217283313674046e-05,3.3855607076006964e-05,620.0,1.7444017161847272e-05
3.3766304178894564e-05,6.544715568005332e-06,1.42195204595155e-05,3.3871232463821076e-05,630.0,1.7449236027520786e-05
3.378201042863727e-05,6.5476893424741204e-06,1.4221750911237374e-05,3.3886815869452395e-05,640.0,1.7454440253711446e-05
3.379767406003674e-05,6.550655179635464e-06,1.4223974677228817e-05,3.390235742374127e-05,650.0,1.7459629856864232e-05
3.381329537756928e-05,6.553613094174531e-06,1.4226191773973384e-05,3.391785745237661e-05,660.0,1.7464804868147863e-05
3.3828874075656915e-05,6.5565631249238145e-06,1.4228402241071816e-05,3.3933316165737276e-05,670.0,1.746996536599558e-05
3.38444107358165e-05,6.559505290025181e-06,1.4230606093471733e-05,3.394873335237174e-05,680.0,1.7475111383496862e-05
3.385990586044941e-05,6.562439608174743e-06,1.4232803347509546e-05,3.396410889070268e-05,690.0,1.7480242955684236e-05
3.387535924522656e-05,6.565366103019604e-06,1.4234994031927674e-05,3.397944346198864e-05,700.0,1.7485360134947223e-05
3.389077108107148e-05,6.568284795437928e-06,1.4237178168530239e-05,3.3994737298486756e-05,710.0,1.7490462963968116e-05
3.39061415589077e-05,6.571195706307883e-06,1.4239355779121364e-05,3.4009990632454146e-05,720.0,1.7495551485429193e-05
3.392147086965875e-05,6.574098856507635e-06,1.424152688550517e-05,3.402520369614793e-05,730.0,1.7500625742012752e-05
3.393675919309038e-05,6.576994269709781e-06,1.424369151095877e-05,3.404037659444523e-05,740.0,1.7505685780668502e-05
3.395200660863334e-05,6.579881994715549e-06,1.4245849692005004e-05,3.4055508286772316e-05,750.0,1.75107316867205e-05
3.3967213373054626e-05,6.58276203591279e-06,1.4248001441755665e-05,3.407059975707264e-05,760.0,1.7515763477668406e-05
3.3982379669678625e-05,6.585634416082851e-06,1.4250146783018082e-05,3.4085651150849545e-05,770.0,1.7520781199100883e-05
3.399750568182972e-05,6.588499158007084e-06,1.4252285738599572e-05,3.410066261360641e-05,780.0,1.7525784896606605e-05
3.401259159283231e-05,6.591356284466834e-06,1.4254418331307459e-05,3.4115634290846586e-05,790.0,1.753077461577424e-05
3.402763758601078e-05,6.594205818243454e-06,1.4256544583949064e-05,3.413056632807344e-05,800.0,1.753575040219247e-05
3.404264334060726e-05,6.597047799374291e-06,1.425866453191553e-05,3.414545850677501e-05,810.0,1.7540712331289767e-05
3.40576090956635e-05,6.599882248733349e-06,1.4260778196623258e-05,3.4160311012690094e-05,820.0,1.754566044535656e-05
3.4072535135175425e-05,6.60270918565574e-06,1.4262885598366426e-05,3.417512406402047e-05,830.0,1.7550594784022117e-05
3.4087421599573646e-05,6.6055286343911725e-06,1.426498676102315e-05,3.418989777529441e-05,840.0,1.755551539541427e-05
3.410226862928876e-05,6.608340619189358e-06,1.426708170847154e-05,3.4204632261040195e-05,850.0,1.756042232766085e-05
3.411707636475139e-05,6.61114516430001e-06,1.4269170464589715e-05,3.4219327635786095e-05,860.0,1.7565315628889675e-05
3.41318448162997e-05,6.613942293418767e-06,1.4271253052296598e-05,3.423398403435089e-05,870.0,1.7570195345715315e-05
3.414657391546355e-05,6.616732029905625e-06,1.4273329493930052e-05,3.424860160384512e-05,880.0,1.7575061523835624e-05
3.416126395520286e-05,6.619514398659924e-06,1.4275399814492807e-05,3.426318043500705e-05,890.0,1.757991421315268e-05
3.4175915051846e-05,6.622289423828721e-06,1.4277464037685275e-05,3.427772064612418e-05,900.0,1.758475346151394e-05
3.419052732172133e-05,6.6250571295590774e-06,1.4279522187207854e-05,3.429222235548401e-05,910.0,1.758957931676688e-05
3.420510088115721e-05,6.6278175399980476e-06,1.4281574286760956e-05,3.430668568137404e-05,920.0,1.759439182675895e-05
3.4219635846481985e-05,6.630570679292694e-06,1.4283620360044983e-05,3.432111074208176e-05,930.0,1.759919103933762e-05
3.4234132352384875e-05,6.633316534438812e-06,1.428566039414914e-05,3.433549776836825e-05,940.0,1.76039769285879e-05
3.424859050148685e-05,6.636055157318928e-06,1.4287694440106114e-05,3.4349846794553286e-05,950.0,1.760874959742499e-05
3.4263010410441254e-05,6.638786571422515e-06,1.4289722520968285e-05,3.436415794091516e-05,960.0,1.761350909239075e-05
3.427739219594571e-05,6.641510800149457e-06,1.4291744659699747e-05,3.4378431328003427e-05,970.0,1.7618255459849153e-05
3.429173597469785e-05,6.644227866899635e-06,1.429376087926459e-05,3.43926670763676e-05,980.0,1.7622988746164172e-05
3.4306041863395305e-05,6.6469377950729344e-06,1.4295771202626902e-05,3.440686530655723e-05,990.0,1.7627708997699782e-05
3.43203099787357e-05,6.649640608069234e-06,1.4297775652750778e-05,3.442102613912186e-05,1000.0,1.763241626081996e-05
3.433454043741664e-05,6.652336329288419e-06,1.4299774252600308e-05,3.4435149694611014e-05,1010.0,1.763711058188867e-05
3.434873335613578e-05,6.65502498213037e-06,1.4301767025139581e-05,3.4449236093574244e-05,1020.0,1.7641792007269897e-05
3.436288885159073e-05,6.657706589994972e-06,1.430375399333269e-05,3.446328545656107e-05,1030.0,1.764646058332761e-05
3.4377007040479134e-05,6.660381176282106e-06,1.4305735180143726e-05,3.4477297904121045e-05,1040.0,1.765111635642578e-05
3.4391088081585194e-05,6.663048736917589e-06,1.4307710576617124e-05,3.449127350734442e-05,1050.0,1.765575931353466e-05
3.440513210561746e-05,6.665709286154998e-06,1.4309680195090707e-05,3.450521237031541e-05,1060.0,1.7660389481245653e-05
3.4419139195903275e-05,6.668362869178292e-06,1.4311644083837526e-05,3.45191146527996e-05,1070.0,1.7665006953015767e-05
3.443310947088888e-05,6.6710095082458584e-06,1.4313602264495476e-05,3.45329804732916e-05,1080.0,1.7669611772741284e-05
3.444704304902051e-05,6.673649225616087e-06,1.4315554758702449e-05,3.454680995028601e-05,1090.0,1.7674203984318485e-05
3.4460940048744405e-05,6.676282043547367e-06,1.4317501588096333e-05,3.456060320227743e-05,1100.0,1.7678783631643647e-05
3.447480058850681e-05,6.6789079842980885e-06,1.4319442774315027e-05,3.4574360347760465e-05,1110.0,1.7683350758613062e-05
3.448862478675396e-05,6.68152707012664e-06,1.4321378338996419e-05,3.458808150522971e-05,1120.0,1.7687905409123006e-05
3.450241276193212e-05,6.684139323291413e-06,1.4323308303778405e-05,3.4601766793179777e-05,1130.0,1.7692447627069762e-05
3.45161646324875e-05,6.686744766050794e-06,1.4325232690298872e-05,3.4615416330105265e-05,1140.0,1.7696977456349616e-05
3.4529880516866364e-05,6.689343420663174e-06,1.4327151520195718e-05,3.4629030234500765e-05,1150.0,1.770149494085884e-05
3.454356052919247e-05,6.691935308125919e-06,1.4329064813621083e-05,3.464260861763154e-05,1160.0,1.770600012174695e-05
3.455720462053608e-05,6.694520401867615e-06,1.4330972534681073e-05,3.465615131805438e-05,1170.0,1.7710492936548633e-05
3.45708130371766e-05,6.697098761440343e-06,1.4332874748953402e-05,3.466965866806598e-05,1180.0,1.771497351039369e-05
3.458438589405459e-05,6.699670408079753e-06,1.4334771476870956e-05,3.468313078029767e-05,1190.0,1.7719441884950656e-05
3.4597923306110605e-05,6.7022353630214965e-06,1.4336662738866632e-05,3.469656776738073e-05,1200.0,1.772389810188807e-05
3.46114253882852e-05,6.7047936475012225e-06,1.4338548555373311e-05,3.4709969741946496e-05,1210.0,1.772834220287448e-05
3.4624892255518926e-05,6.707345282754581e-06,1.4340428946823893e-05,3.472333681662626e-05,1220.0,1.773277422957842e-05
3.463832402275234e-05,6.709890290017223e-06,1.4342303933651261e-05,3.473666910405134e-05,1230.0,1.773719422366843e-05
3.465172080492599e-05,6.712428690524799e-06,1.434417353628831e-05,3.4749966716853055e-05,1240.0,1.7741602226813053e-05
3.466508271698044e-05,6.714960505512957e-06,1.4346037775167928e-05,3.47632297676627e-05,1250.0,1.7745998280680827e-05
3.467840987385624e-05,6.717485756217349e-06,1.4347896670723006e-05,3.477645836911159e-05,1260.0,1.77503824269403e-05
3.469170239049394e-05,6.720004463873624e-06,1.4349750243386436e-05,3.4789652633831046e-05,1270.0,1.7754754707260004e-05
3.470496022354853e-05,6.722516626404993e-06,1.435159848652596e-05,3.480281252876552e-05,1280.0,1.7759115112930897e-05
3.471818345508249e-05,6.725022260204792e-06,1.4353441414952672e-05,3.481593813628518e-05,1290.0,1.7763463675157405e-05
3.4731372310670564e-05,6.727521402802978e-06,1.4355279068016728e-05,3.4829029670849614e-05,1300.0,1.7767800470819648e-05
3.474452689907204e-05,6.730014074524813e-06,1.4357111465094086e-05,3.484208723940085e-05,1310.0,1.777212553961884e-05
3.475764732904618e-05,6.732500295695563e-06,1.43589386255607e-05,3.485511094888092e-05,1320.0,1.7776438921256207e-05
3.477073370935224e-05,6.734980086640494e-06,1.4360760568792533e-05,3.4868100906231835e-05,1330.0,1.778074065543297e-05
3.47837861487495e-05,6.737453467684869e-06,1.4362577314165536e-05,3.4881057218395624e-05,1340.0,1.7785030781850345e-05
3.4796804755997224e-05,6.739920459153953e-06,1.4364388881055663e-05,3.489397999231431e-05,1350.0,1.778930934020956e-05
3.480978963985469e-05,6.742381081373012e-06,1.436619528883888e-05,3.4906869334929904e-05,1360.0,1.7793576370211833e-05
3.4822740909081144e-05,6.744835354667309e-06,1.4367996556891133e-05,3.4919725353184454e-05,1370.0,1.7797831911558385e-05
3.483565867243587e-05,6.74728329936211e-06,1.4369792704588381e-05,3.4932548154019954e-05,1380.0,1.7802076003950434e-05
3.4848543007766575e-05,6.749724930586307e-06,1.4371583745803337e-05,3.494533781692825e-05,1390.0,1.7806308676389586e-05
3.4861393512999865e-05,6.752160182791913e-06,1.4373369608967384e-05,3.495809399521991e-05,1400.0,1.781052979175924e-05
3.487421075005224e-05,6.754589152481948e-06,1.4375150394132978e-05,3.497081719825127e-05,1410.0,1.7814739546614868e-05
3.4886994823217325e-05,6.75701185923098e-06,1.4376926119881043e-05,3.4983507528998734e-05,1420.0,1.7818937979111965e-05
3.489974583678872e-05,6.759428322613579e-06,1.4378696804792508e-05,3.499616509043874e-05,1430.0,1.782312512740603e-05
3.4912463895060055e-05,6.761838562204314e-06,1.4380462467448303e-05,3.500878998554769e-05,1440.0,1.7827301029652557e-05
3.4925149102324944e-05,6.764242597577753e-06,1.4382223126429351e-05,3.5021382317302026e-05,1450.0,1.7831465724007047e-05
3.4937801562877014e-05,6.766640448308467e-06,1.4383978800316585e-05,3.5033942188678166e-05,1460.0,1.7835619248624995e-05
3.495042138100987e-05,6.769032133971024e-06,1.438572950769093e-05,3.504646970265252e-05,1470.0,1.7839761641661896e-05
3.496300866101714e-05,6.771417674139994e-06,1.4387475267133313e-05,3.505896496220152e-05,1480.0,1.784389294127325e-05
3.497556350719244e-05,6.773797088389945e-06,1.4389216097224662e-05,3.5071428070301574e-05,1490.0,1.784801318561455e-05
3.4988086023829395e-05,6.776170396295446e-06,1.4390952016545906e-05,3.508385912992912e-05,1500.0,1.7852122412841295e-05
3.50005763152216e-05,6.778537617431067e-06,1.4392683043677973e-05,3.509625824406056e-05,1510.0,1.7856220661108983e-05
3.501303448566271e-05,6.780898771371377e-06,1.439440919720179e-05,3.510862551567232e-05,1520.0,1.786030796857311e-05
3.502546063944632e-05,6.7832538776909445e-06,1.4396130495698283e-05,3.5120961047740835e-05,1530.0,1.7864384373389173e-05
3.503785488086605e-05,6.785602955964339e-06,1.4397846957748385e-05,3.513326494324251e-05,1540.0,1.786844991371267e-05
3.505021731421553e-05,6.7879460257661305e-06,1.4399558601933017e-05,3.514553730515378e-05,1550.0,1.787250462769909e-05
3.506254804378836e-05,6.790283106670887e-06,1.4401265446833112e-05,3.5157778236451054e-05,1560.0,1.7876548553503944e-05
3.507484717387818e-05,6.792614218253177e-06,1.4402967511029596e-05,3.516998784011076e-05,1570.0,1.7880581729282717e-05
3.5087114600531936e-05,6.794939341509922e-06,1.4404664766776041e-05,3.518216602053852e-05,1580.0,1.7884604108285904e-05
3.509935002378957e-05,6.7972584211277825e-06,1.440635714272154e-05,3.519431249524019e-05,1590.0,1.7888615563849268e-05
3.5111554036230654e-05,6.799571567136197e-06,1.4408044766073001e-05,3.520642783279061e-05,1600.0,1.7892616333209144e-05
3.512372673595624e-05,6.80187879796256e-06,1.4409727654033728e-05,3.521851213026136e-05,1610.0,1.789660645199623e-05
3.513586822106737e-05,6.8041801320342705e-06,1.441140582380702e-05,3.523056548472403e-05,1620.0,1.7900585955841233e-05
3.514797858966508e-05,6.806475587778724e-06,1.441307929259619e-05,3.524258799325017e-05,1630.0,1.7904554880374856e-05
3.5160057939850436e-05,6.808765183623317e-06,1.4414748077604538e-05,3.525457975291138e-05,1640.0,1.7908513261227795e-05
3.5172106369724486e-05,6.811048937995446e-06,1.4416412196035367e-05,3.5266540860779236e-05,1650.0,1.7912461134030755e-05
3.518412397738826e-05,6.813326869322508e-06,1.4418071665091982e-05,3.5278471413925315e-05,1660.0,1.7916398534414433e-05
3.5196110860942815e-05,6.815598996031899e-06,1.4419726501977693e-05,3.529037150942119e-05,1670.0,1.7920325498009532e-05
3.5208067118489205e-05,6.817865336551016e-06,1.4421376723895795e-05,3.530224124433845e-05,1680.0,1.7924242060446753e-05
3.521999284812846e-05,6.820125909307257e-06,1.4423022348049601e-05,3.531408071574867e-05,1690.0,1.7928148257356802e-05
3.523188814796165e-05,6.8223807327280164e-06,1.4424663391642412e-05,3.5325890020723426e-05,1700.0,1.793204412437037e-05
3.5243753116089803e-05,6.824629825240692e-06,1.4426299871877532e-05,3.53376692563343e-05,1710.0,1.7935929697118166e-05
3.5255587850613985e-05,6.82687320527268e-06,1.4427931805958264e-05,3.534941851965287e-05,1720.0,1.7939805011230885e-05
3.526739244963522e-05,6.8291108912513776e-06,1.4429559211087916e-05,3.536113790775071e-05,1730.0,1.794367010233924e-05
3.5279167011254577e-05,6.831342901604181e-06,1.4431182104469792e-05,3.537282751769941e-05,1740.0,1.7947525006073916e-05
3.529091163357309e-05,6.833569254758487e-06,1.4432800503307194e-05,3.538448744657054e-05,1750.0,1.7951369758065625e-05
3.5302626414691814e-05,6.835789969141692e-06,1.443441442480343e-05,3.5396117791435674e-05,1760.0,1.7955204393945064e-05
3.531431104937054e-05,6.838004987208768e-06,1.4436023801969443e-05,3.5407718246966184e-05,1770.0,1.7959028789178153e-05
3.5325965541217615e-05,6.840214309588685e-06,1.4437628632284385e-05,3.5419288815961375e-05,1780.0,1.7962842941873012e-05
3.533759035265989e-05,6.842418023332403e-06,1.4439229008999942e-05,3.5430829958968655e-05,1790.0,1.7966647032332285e-05
3.5349185575215097e-05,6.8446161456273025e-06,1.4440824947945235e-05,3.544234176649165e-05,1800.0,1.7970441093572477e-05
3.5360751300400975e-05,6.846808693660765e-06,1.4442416464949391e-05,3.545382432903397e-05,1810.0,1.7974225158610094e-05
3.537228761973528e-05,6.848995684620168e-06,1.4444003575841528e-05,3.546527773709926e-05,1820.0,1.7977999260461635e-05
3.5383794624735725e-05,6.851177135692894e-06,1.4445586296450772e-05,3.5476702081191155e-05,1830.0,1.798176343214361e-05
3.5395272406920076e-05,6.853353064066321e-06,1.4447164642606242e-05,3.548809745181328e-05,1840.0,1.7985517706672506e-05
3.540672105780605e-05,6.85552348692783e-06,1.4448738630137066e-05,3.549946393946926e-05,1850.0,1.798926211706484e-05
3.5418140668911414e-05,6.857688421464802e-06,1.4450308274872362e-05,3.551080163466273e-05,1860.0,1.7992996696337103e-05
3.542953133175388e-05,6.859847884864614e-06,1.4451873592641254e-05,3.5522110627897315e-05,1870.0,1.7996721477505812e-05
3.5440893137851206e-05,6.862001894314651e-06,1.4453434599272865e-05,3.553339100967666e-05,1880.0,1.800043649358746e-05
3.5452226178721116e-05,6.864150467002287e-06,1.4454991310596318e-05,3.5544642870504386e-05,1890.0,1.8004141777598548e-05
3.5463530545881366e-05,6.866293620114907e-06,1.4456543742440737e-05,3.5555866300884124e-05,1900.0,1.8007837362555585e-05
3.547480633084969e-05,6.868431370839888e-06,1.445809191063524e-05,3.55670613913195e-05,1910.0,1.801152328147507e-05
3.548605362514382e-05,6.870563736364611e-06,1.4459635831008954e-05,3.557822823231415e-05,1920.0,1.801519956737351e-05
3.5497272520281504e-05,6.872690733876456e-06,1.4461175519391001e-05,3.55893669143717e-05,1930.0,1.80188662532674e-05
3.5508463107780476e-05,6.874812380562804e-06,1.4462710991610501e-05,3.560047752799579e-05,1940.0,1.8022523372173245e-05
3.551962547915848e-05,6.8769286936110334e-06,1.446424226349658e-05,3.561156016369004e-05,1950.0,1.8026170957107554e-05
3.5530757680056446e-05,6.879039308883729e-06,1.4465768938259541e-05,3.562261288872251e-05,1960.0,1.8029808247143214e-05
3.554186330822194e-05,6.8811448970838535e-06,1.446729173887588e-05,3.5633639261024055e-05,1970.0,1.8033436635959673e-05
3.555294081736708e-05,6.883245170133146e-06,1.4468810350856968e-05,3.564463775141787e-05,1980.0,1.8037055520990058e-05
3.556399029826635e-05,6.8853401450804506e-06,1.4470324789882027e-05,3.565560844967255e-05,1990.0,1.804066493496242e-05
3.5575011841359704e-05,6.8874298389122675e-06,1.447183507156281e-05,3.566655144522591e-05,2000.0,1.8044264910475018e-05
3.558600553675267e-05,6.8895142685527554e-06,1.447334121144362e-05,3.567746682718495e-05,2010.0,1.8047855479996316e-05
3.559697147421628e-05,6.891593450863729e-06,1.4474843225001295e-05,3.568835468432594e-05,2020.0,1.8051436675864966e-05
3.560790974318707e-05,6.8936674026446606e-06,1.4476341127645217e-05,3.569921510509433e-05,2030.0,1.805500853028982e-05
3.561882043276709e-05,6.895736140632681e-06,1.4477834934717305e-05,3.5710048177604825e-05,2040.0,1.8058571075349928e-05
3.5629703631723945e-05,6.897799681502577e-06,1.4479324661492026e-05,3.5720853989641336e-05,2050.0,1.8062124342994547e-05
3.564055942849073e-05,6.899858041866792e-06,1.4480810323176383e-05,3.573163262865698e-05,2060.0,1.8065668365043117e-05
3.5651387911166074e-05,6.9019112382754266e-06,1.4482291934909918e-05,3.5742384181774126e-05,2070.0,1.8069203173185286e-05
3.566218916751412e-05,6.903959287216241e-06,1.4483769511764718e-05,3.5753108735784335e-05,2080.0,1.80727287989809e-05
3.5672963284964524e-05,6.90600220511465e-06,1.4485243068745408e-05,3.576380637714841e-05,2090.0,1.807624527386e-05
3.568371035061247e-05,6.908040008333726e-06,1.4486712620789159e-05,3.577447719199635e-05,2100.0,1.8079752629122827e-05
3.569443045121866e-05,6.910072713174199e-06,1.4488178182765676e-05,3.578512126612742e-05,2110.0,1.8083250895939817e-05
3.5705123673209326e-05,6.912100335874458e-06,1.448963976947721e-05,3.5795738685010063e-05,2120.0,1.8086740105351614e-05
3.571579010267619e-05,6.914122892610546e-06,1.449109739565855e-05,3.5806329533781965e-05,2130.0,1.809022028826904e-05
3.572642982537652e-05,6.916140399496164e-06,1.4492551075977031e-05,3.581689389725002e-05,2140.0,1.8093691475473137e-05
3.573704211618685e-05,6.918152721730567e-06,1.44940006648236e-05,3.582743106324573e-05,2150.0,1.809715338655411e-05
3.574762772316747e-05,6.920159998689586e-06,1.449544630777073e-05,3.583794176751583e-05,2160.0,1.8100606306460258e-05
3.5758186771653596e-05,6.922162253852566e-06,1.449688802730451e-05,3.584842613376029e-05,2170.0,1.810405028115702e-05
3.5768719340649865e-05,6.9241595020760995e-06,1.4498325836752193e-05,3.5858884240141063e-05,2180.0,1.8107485338828234e-05
3.577922550871509e-05,6.926151758133712e-06,1.4499759749351557e-05,3.586931616437988e-05,2190.0,1.811091150748521e-05
3.578970535396228e-05,6.928139036715867e-06,1.4501189778250925e-05,3.5879721983758274e-05,2200.0,1.8114328814966733e-05
3.580015895405862e-05,6.930121352429964e-06,1.4502615936509149e-05,3.58901017751176e-05,2210.0,1.8117737288939055e-05
3.5810586386225476e-05,6.932098719800343e-06,1.4504038237095619e-05,3.590045561485898e-05,2220.0,1.8121136956895902e-05
3.582098772723843e-05,6.934071153268277e-06,1.4505456692890259e-05,3.591078357894334e-05,2230.0,1.8124527846158477e-05
