D,DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,R,Time
3.099990002819402e-05,4.370283437644777e-13,4.797637207523436e-11,8.730015343032781e-12,4.2828390266543853e-11,1.3253107752705002e-10,9.999915445294538e-06,9.998823442560103e-07,1.812096630596544e-11,2.819397142472106e-14,1.18
3.099990002819628e-05,4.370620714269269e-13,4.798038537895336e-11,8.721992872591091e-12,4.283236344928541e-11,1.3296736810491862e-10,9.999915013017263e-06,9.998822790616262e-07,1.818619667400458e-11,2.819622774340711e-14,1.19
3.099990002819841e-05,4.3709398808805396e-13,4.7984183182175805e-11,8.714401284479252e-12,4.2836123182347955e-11,1.3340326838932013e-10,9.999914580914781e-06,9.998822151186932e-07,1.825017365882848e-11,2.819836290913368e-14,1.2
3.099990002820043e-05,4.37124187658351e-13,4.798777666627878e-11,8.707218222081594e-12,4.283968054077903e-11,1.338387986303884e-10,9.999914148978022e-06,9.998821524044716e-07,1.8312920100406748e-11,2.8200383202440252e-14,1.21
3.099990002820235e-05,4.371527661974225e-13,4.799117725734683e-11,8.700420839561065e-12,4.284304684184137e-11,1.3427397952128764e-10,9.999913717197724e-06,9.9988209089673e-07,1.837445833218668e-11,2.8202295053508873e-14,1.22
3.099990002820416e-05,4.371798120409483e-13,4.799439546763468e-11,8.693988118201332e-12,4.2846232497750216e-11,1.3470883010026587e-10,9.999913285565355e-06,9.998820305735076e-07,1.8434810409857097e-11,2.820410437302489e-14,1.23
3.0999900028205866e-05,4.372054097300311e-13,4.7997441357705246e-11,8.68789994241644e-12,4.2849247473330535e-11,1.351433685875362e-10,9.999912854072757e-06,9.998819714131974e-07,1.8493998030099496e-11,2.8205816817952874e-14,1.24
3.0999900028207486e-05,4.3722962838490393e-13,4.800032316013883e-11,8.682139851617465e-12,4.2852099922851834e-11,1.3557760989276745e-10,9.999912422713254e-06,9.998819133942655e-07,1.8552042800811325e-11,2.8207437007163956e-14,1.25
3.0999900028209024e-05,4.3725254536370905e-13,4.8003050081132335e-11,8.676689438473007e-12,4.285479896491431e-11,1.360115706888806e-10,9.999911991479379e-06,9.998818564958037e-07,1.8608965712722783e-11,2.820897011682932e-14,1.26
3.0999900028210474e-05,4.372742324433034e-13,4.800563066456032e-11,8.671531619937012e-12,4.285735306211141e-11,1.3644526644930742e-10,9.999911560364201e-06,9.99881800697195e-07,1.8664787459252044e-11,2.821042094814947e-14,1.27
3.099990002821184e-05,4.372947573609602e-13,4.800807297482609e-11,8.666650271642944e-12,4.285977020213911e-11,1.3687871177914187e-10,9.999911129361183e-06,9.998817459781438e-07,1.8719528408697552e-11,2.8211794031083738e-14,1.28
3.0999900028213144e-05,4.3731418216877463e-13,4.801038439683665e-11,8.662030627855608e-12,4.286205769962227e-11,1.3731192005283728e-10,9.999910698464332e-06,9.998816923186276e-07,1.8773208649060274e-11,2.8213093516901618e-14,1.29
3.099990002821438e-05,4.3733255342863347e-13,4.801257045662224e-11,8.657661639635209e-12,4.286422102778455e-11,1.3774490127813058e-10,9.999910267669165e-06,9.998816396986581e-07,1.8825848218725872e-11,2.8214322529567158e-14,1.3
3.099990002821554e-05,4.3734993611338464e-13,4.8014638897510493e-11,8.653527824559393e-12,4.286626785640766e-11,1.3817766947872595e-10,9.999909836969407e-06,9.998815880990815e-07,1.887746634072224e-11,2.8215485409262322e-14,1.31
3.0999900028216634e-05,4.3736638444189815e-13,4.801659617276839e-11,8.649616279661156e-12,4.2868204577346076e-11,1.3861023634183092e-10,9.999909406359818e-06,9.998815375008764e-07,1.8928082094773592e-11,2.821658578268207e-14,1.32
3.0999900028217684e-05,4.373819505322803e-13,4.801844848577679e-11,8.645914601609302e-12,4.2870037334945985e-11,1.390426131020959e-10,9.99990897583537e-06,9.998814878853515e-07,1.8977714227167042e-11,2.8217627135842965e-14,1.33
3.099990002821866e-05,4.373966847004141e-13,4.8020201825577607e-11,8.642410815633942e-12,4.287177206125419e-11,1.3947481060599193e-10,9.999908545391205e-06,9.998814392341473e-07,1.902638115109108e-11,2.821861283404387e-14,1.34
3.09999000282196e-05,4.374106290416178e-13,4.802186120325005e-11,8.639094902316117e-12,4.2873413719699396e-11,1.3990683792888266e-10,9.999908115023262e-06,9.99881391529093e-07,1.907410108234072e-11,2.8219545693005743e-14,1.35
3.0999900028220476e-05,4.3742381335972273e-13,4.802343016758156e-11,8.635959765954982e-12,4.287496582539706e-11,1.4033870149790162e-10,9.999907684728656e-06,9.99881344752114e-07,1.9120892127714598e-11,2.822042770686561e-14,1.36
3.0999900028221316e-05,4.3743628861518626e-13,4.802491478473285e-11,8.632993277614687e-12,4.287643438675428e-11,1.4077041229916341e-10,9.999907254502472e-06,9.998812988859343e-07,1.9166771617283623e-11,2.8221262283186337e-14,1.37
3.09999000282221e-05,4.3744809440123775e-13,4.802631976859469e-11,8.630186012096692e-12,4.2877824072837843e-11,1.4120197886980604e-10,9.999906824340886e-06,9.99881253913381e-07,1.9211756766205607e-11,2.8222052069730314e-14,1.38
3.0999900028222854e-05,4.374592689075455e-13,4.8027649666286456e-11,8.627528877649611e-12,4.287913938753634e-11,1.4163340944494128e-10,9.999906394240208e-06,9.998812098175889e-07,1.925586448028058e-11,2.8222799620242382e-14,1.39
3.099990002822356e-05,4.374698491410076e-13,4.802890888445273e-11,8.625013063390292e-12,4.288038469560695e-11,1.4206471200527956e-10,9.999905964196866e-06,9.998811665819995e-07,1.929911135785614e-11,2.8223507409215336e-14,1.4
3.099990002822422e-05,4.3747986208361724e-13,4.8030100624593586e-11,8.622632168186247e-12,4.288156316789096e-11,1.4249589234873452e-10,9.999905534208263e-06,9.998811241901863e-07,1.9341513853840846e-11,2.8224177245780742e-14,1.41
3.099990002822486e-05,4.3748933003403935e-13,4.803122752578514e-11,8.620380915495053e-12,4.288267741805797e-11,1.4292695525455025e-10,9.999905104272259e-06,9.998810826259516e-07,1.9383088190014403e-11,2.822481062798411e-14,1.42
3.0999900028225456e-05,4.374982902918604e-13,4.803229403392567e-11,8.618250415898363e-12,4.2883731849836314e-11,1.4335790877460966e-10,9.999904674385247e-06,9.998810418736924e-07,1.9423850008791423e-11,2.8225410047983717e-14,1.43
3.0999900028226026e-05,4.3750677117212587e-13,4.8033303514160045e-11,8.616233941008662e-12,4.288472979625742e-11,1.4378875900328827e-10,9.999904244544499e-06,9.998810019179412e-07,1.946381480810252e-11,2.8225977401934124e-14,1.44
3.099990002822657e-05,4.375147998844966e-13,4.803425919906609e-11,8.614325027508963e-12,4.2885674459028136e-11,1.442195117948584e-10,9.99990381474739e-06,9.998809627435087e-07,1.9502997806314987e-11,2.8226514512503663e-14,1.45
3.0999900028227076e-05,4.375224026817348e-13,4.803516420624733e-11,8.6125174419778e-12,4.288656892595448e-11,1.4465017279534916e-10,9.999903384991398e-06,9.998809243354812e-07,1.9541413945431496e-11,2.8227023138846145e-14,1.46
3.099990002822756e-05,4.375295972741691e-13,4.8036020671319125e-11,8.610806914015955e-12,4.288741531293589e-11,1.45080745873023e-10,9.999902955274786e-06,9.99880886679121e-07,1.9579077981447657e-11,2.8227504455059406e-14,1.47
3.099990002822801e-05,4.375364026454067e-13,4.803683087122536e-11,8.609188890762832e-12,4.288821587564207e-11,1.4551123515190295e-10,9.999902525595707e-06,9.998808497599845e-07,1.9616004378605516e-11,2.8227959724527817e-14,1.48
3.0999900028228445e-05,4.375428436502714e-13,4.803759775075329e-11,8.60765748440173e-12,4.2888973530579225e-11,1.4594164596492294e-10,9.999902095951773e-06,9.998808135639727e-07,1.9652207262449e-11,2.8228390615678247e-14,1.49
3.099990002822885e-05,4.375489401779417e-13,4.803832368363748e-11,8.606207948667693e-12,4.2889690629060085e-11,1.4637198261119417e-10,9.99990166634106e-06,9.998807780771925e-07,1.9687700546822403e-11,2.8228798456994344e-14,1.5
3.099990002822924e-05,4.37554711241525e-13,4.8039010940928694e-11,8.604835742584694e-12,4.2890369420727447e-11,1.4680224920389537e-10,9.999901236761724e-06,9.998807432860037e-07,1.9722497892654845e-11,2.822918451783569e-14,1.51
3.0999900028229603e-05,4.375601750803554e-13,4.803966170330373e-11,8.603536505850984e-12,4.2891012065749895e-11,1.4723244969256897e-10,9.999900807211998e-06,9.998807091770142e-07,1.9756612711679487e-11,2.822955001523527e-14,1.52
3.099990002822994e-05,4.375653450421613e-13,4.8040277489138936e-11,8.60230720357826e-12,4.289162006637968e-11,1.4766258682556277e-10,9.999900377690652e-06,9.998806757370657e-07,1.9790058175879796e-11,2.822989586117021e-14,1.53
3.099990002823028e-05,4.37570236818519e-13,4.804086015433651e-11,8.601144125154696e-12,4.2892195260582444e-11,1.4809266396376622e-10,9.999899948196177e-06,9.998806429532492e-07,1.9822847211528505e-11,2.823022310802923e-14,1.54
3.0999900028230586e-05,4.3757486670470597e-13,4.804141164956561e-11,8.600043370152545e-12,4.2892739580735227e-11,1.4852268464019046e-10,9.999899518726998e-06,9.998806108128949e-07,1.9854992505407145e-11,2.823053284210466e-14,1.55
3.099990002823088e-05,4.375792491070355e-13,4.804193367332459e-11,8.599001542750415e-12,4.2893254708787354e-11,1.4895265193055846e-10,9.99989908928173e-06,9.998805793035638e-07,1.9886506512046863e-11,2.8230826030806656e-14,1.56
3.0999900028231155e-05,4.375833978830142e-13,4.8042427855620486e-11,8.598015384120867e-12,4.289374225877025e-11,1.4938256878648101e-10,9.999898659859058e-06,9.998805484130466e-07,1.9917401455767732e-11,2.8231103605585662e-14,1.57
3.099990002823142e-05,4.375873264238123e-13,4.804289576753391e-11,8.597081753309857e-12,4.28942037862651e-11,1.4981243805277363e-10,9.999898230457702e-06,9.99880518129359e-07,1.9947689334424895e-11,2.8231366467510593e-14,1.58
3.0999900028231663e-05,4.375910414269941e-13,4.80433383901454e-11,8.596198685771607e-12,4.2894640267626684e-11,1.502422615103931e-10,9.999897801076867e-06,9.998804884407545e-07,1.9977381902650163e-11,2.8231615029516426e-14,1.59
3.0999900028231894e-05,4.3759455558382366e-13,4.804375720412248e-11,8.59536322143836e-12,4.289505316870797e-11,1.506720418402534e-10,9.999897371715351e-06,9.998804593356899e-07,2.0006490716559565e-11,2.8231850147567935e-14,1.6
3.0999900028232124e-05,4.375978804434134e-13,4.804415358079591e-11,8.594572618434073e-12,4.289544384773062e-11,1.5110178152585463e-10,9.999896942372043e-06,9.998804308028397e-07,2.0035027114042374e-11,2.8232072596189252e-14,1.61
3.0999900028232334e-05,4.3760102617193677e-13,4.8044528764026794e-11,8.593824389163815e-12,4.289581353758735e-11,1.515314828206812e-10,9.999896513045931e-06,9.998804028310926e-07,2.006300221745676e-11,2.823228305030487e-14,1.62
3.099990002823253e-05,4.3760400253006005e-13,4.804488395645456e-11,8.593116128340573e-12,4.289616343051847e-11,1.5196114790372272e-10,9.99989608373604e-06,9.998803754095453e-07,2.0090426940284222e-11,2.8232482156535684e-14,1.63
3.099990002823272e-05,4.376068189312983e-13,4.804522032699563e-11,8.592445497983328e-12,4.289649468555294e-11,1.5239077889306705e-10,9.999895654441423e-06,9.998803485274995e-07,2.0117311990797354e-11,2.823267053700632e-14,1.64
3.09999000282329e-05,4.376094807072688e-13,4.8045538000589774e-11,8.591812256708425e-12,4.2896807413382206e-11,1.5282037600318473e-10,9.999895225161986e-06,9.998803221744788e-07,2.014366785123002e-11,2.8232848612523755e-14,1.65
3.0999900028233066e-05,4.3761199822786023e-13,4.804583849713411e-11,8.5912133608603e-12,4.289710312674001e-11,1.5324994199328887e-10,9.999894795896492e-06,9.99880296340176e-07,2.016950483997042e-11,2.82330170379112e-14,1.66
3.099990002823322e-05,4.376143797696686e-13,4.8046122809806565e-11,8.590646824519239e-12,4.28973828095413e-11,1.5367947866224837e-10,9.999894366644136e-06,9.99880271014488e-07,2.0194833068793056e-11,2.8233176363429064e-14,1.67
3.099990002823337e-05,4.376166332822061e-13,4.804639187081013e-11,8.59011078405102e-12,4.2897647384736935e-11,1.541089876979888e-10,9.99989393740416e-06,9.998802461875037e-07,2.0219662457556627e-11,2.823332711991088e-14,1.68
3.0999900028233513e-05,4.3761876657484816e-13,4.804664659337466e-11,8.589603413800699e-12,4.28978977564213e-11,1.545384707540164e-10,9.999893508175826e-06,9.998802218494985e-07,2.024400273870225e-11,2.8233469828694222e-14,1.69
3.099990002823365e-05,4.3762078737050706e-13,4.8046887877999324e-11,8.58912291361392e-12,4.289813481601124e-11,1.549679294607201e-10,9.999893078958404e-06,9.998801979909322e-07,2.0267863460890987e-11,2.823360500520507e-14,1.7
3.0999900028233784e-05,4.376227033593058e-13,4.804711661869501e-11,8.58866749635822e-12,4.2898359448425116e-11,1.5539736543667306e-10,9.99989264975117e-06,9.998801746024446e-07,2.0291253992641364e-11,2.8233733162542215e-14,1.71
3.09999000282339e-05,4.3762451638422063e-13,4.80473331021256e-11,8.588236587539947e-12,4.2898571939518665e-11,1.5582677920277544e-10,9.999892220553885e-06,9.998801516748666e-07,2.0314183504999997e-11,2.8233854431765876e-14,1.72
3.0999900028234015e-05,4.3762622442715836e-13,4.804753721377504e-11,8.58783041366998e-12,4.289877217943632e-11,1.5625617055486186e-10,9.999891791366646e-06,9.99880129199212e-07,2.0336660982083697e-11,2.8233968691705334e-14,1.73
3.099990002823412e-05,4.3762784018691107e-13,4.804773036069534e-11,8.587446163424764e-12,4.289896155891065e-11,1.566855420385302e-10,9.99989136218831e-06,9.99880107166627e-07,2.035869529090564e-11,2.8234076782536823e-14,1.74
3.0999900028234225e-05,4.3762936900557176e-13,4.8047913188482733e-11,8.587082545755803e-12,4.289914071769206e-11,1.571148948232596e-10,9.999890933018352e-06,9.998800855684428e-07,2.0380295105950557e-11,2.8234179064030444e-14,1.75
3.099990002823432e-05,4.3763081609176513e-13,4.8048086329276043e-11,8.58673829647319e-12,4.2899310282271756e-11,1.575442300542205e-10,9.999890503856263e-06,9.998800643961544e-07,2.040146893842959e-11,2.8234275887445137e-14,1.76
3.0999900028234415e-05,4.3763218655326955e-13,4.804825040582113e-11,8.586412170115321e-12,4.289947086991275e-11,1.5797354885964027e-10,9.999890074701533e-06,9.998800436414151e-07,2.042222513984261e-11,2.8234367597738032e-14,1.77
3.09999000282345e-05,4.376334854296394e-13,4.804840603553533e-11,8.586102931818619e-12,4.2899623092680835e-11,1.5840285235816896e-10,9.999889645553664e-06,9.99880023296035e-07,2.0442571905540505e-11,2.823445453577373e-14,1.78
3.0999900028234584e-05,4.3763471772482683e-13,4.804855383457196e-11,8.585809349187246e-12,4.2899767561475637e-11,1.5883214166624494e-10,9.999889216412155e-06,9.998800033519773e-07,2.0462517278287493e-11,2.823453704053364e-14,1.79
3.099990002823466e-05,4.3763587991465073e-13,4.804869324217551e-11,8.585532546363526e-12,4.2899903716710445e-11,1.592614157645433e-10,9.999888787277464e-06,9.998799838015046e-07,2.048206899082706e-11,2.823461483607908e-14,1.8
3.099990002823473e-05,4.376369781829317e-13,4.8048825043745e-11,8.585270951958914e-12,4.2900032337765885e-11,1.5969067607677999e-10,9.999888358148953e-06,9.99879964636854e-07,2.0501234813215095e-11,2.8234688347478e-14,1.81
3.09999000282348e-05,4.3763801760840155e-13,4.804894987407067e-11,8.585023296118913e-12,4.2900154054281925e-11,1.601199237533997e-10,9.999887929026108e-06,9.998799458504246e-07,2.0520022351562417e-11,2.8234757920297175e-14,1.82
3.099990002823487e-05,4.376390015910916e-13,4.80490681375079e-11,8.584788770371705e-12,4.290026926675045e-11,1.6054915952669807e-10,9.999887499908598e-06,9.998799274347861e-07,2.053843904014842e-11,2.823482377906063e-14,1.83
3.099990002823493e-05,4.376399334261656e-13,4.804918022531412e-11,8.584566592449908e-12,4.290037836266933e-11,1.6097838410523094e-10,9.999887070796106e-06,9.99879909382646e-07,2.055649217408893e-11,2.8234886140685587e-14,1.84
3.099990002823499e-05,4.3764081632360043e-13,4.8049286517922487e-11,8.584356001746135e-12,4.290048171879223e-11,1.6140759817793008e-10,9.999886641688328e-06,9.998798916868497e-07,2.0574188912654107e-11,2.8234945215757827e-14,1.85
3.0999900028235045e-05,4.376416534278673e-13,4.8049387387215504e-11,8.584156254768545e-12,4.290057970337849e-11,1.6183680241821886e-10,9.999886212584957e-06,9.998798743403728e-07,2.0591536282586354e-11,2.8235001209807073e-14,1.86
3.09999000282351e-05,4.3764244669878593e-13,4.8049483064133216e-11,8.583966889769771e-12,4.2900672545138915e-11,1.622659972443142e-10,9.999885783485808e-06,9.9987985733638e-07,2.060854112178474e-11,2.823505425952842e-14,1.87
3.099990002823515e-05,4.376431948281272e-13,4.804957339225901e-11,8.58378821928709e-12,4.2900760089312055e-11,1.6269518237308939e-10,9.999885354391005e-06,9.998798406683275e-07,2.062520997249728e-11,2.8235104313922123e-14,1.88
3.09999000282352e-05,4.376439029267356e-13,4.8049658973262435e-11,8.583619040597396e-12,4.290084293152584e-11,1.6312435889391436e-10,9.999884925300066e-06,9.998798243294645e-07,2.0641549590864774e-11,2.8235151687808745e-14,1.89
3.099990002823524e-05,4.376445731808214e-13,4.804974006195779e-11,8.583458844307163e-12,4.2900921324026205e-11,1.6355352726814233e-10,9.999884496212782e-06,9.998798083133107e-07,2.0657566459934234e-11,2.8235196528233387e-14,1.9
3.099990002823528e-05,4.3764520768848715e-13,4.8049816901668106e-11,8.583307144017189e-12,4.2900995507649784e-11,1.6398268793629028e-10,9.999884067128954e-06,9.99879792613507e-07,2.067326694047807e-11,2.8235238976649623e-14,1.91
3.099990002823532e-05,4.3764580847244716e-13,4.8049889725675546e-11,8.583163473423595e-12,4.2901065713258826e-11,1.6441184132066458e-10,9.999883638048392e-06,9.998797772238144e-07,2.0688657273947506e-11,2.8235279169797188e-14,1.92
3.099990002823536e-05,4.3764637749274637e-13,4.804995875867187e-11,8.58302738341883e-12,4.2901132163176184e-11,1.64840987827986e-10,9.999883208970918e-06,9.9987976213811e-07,2.0703743585425908e-11,2.8235317240579692e-14,1.93
3.09999000282354e-05,4.3764691665948e-13,4.805002421820887e-11,8.582898439192676e-12,4.2901195072620254e-11,1.6527012785201518e-10,9.999882779896353e-06,9.998797473503841e-07,2.0718531886582167e-11,2.8235353318942288e-14,1.94
3.099990002823543e-05,4.3764742614316066e-13,4.8050086176496486e-11,8.58277649535101e-12,4.2901254514601036e-11,1.6569926152487312e-10,9.99988235082464e-06,9.99879732854921e-07,2.0733027893400196e-11,2.8235387408524326e-14,1.95
3.0999900028235465e-05,4.3764790739778056e-13,4.805014480880654e-11,8.58266120138589e-12,4.29013106628028e-11,1.6612838916405971e-10,9.999881921755633e-06,9.998797186459711e-07,2.0747237356671738e-11,2.823541960720964e-14,1.96
3.099990002823549e-05,4.376483625409224e-13,4.805020034302715e-11,8.582552102090273e-12,4.290136374228002e-11,1.6655751118169188e-10,9.999881492689149e-06,9.998797047178172e-07,2.0761165996118994e-11,2.8235450061841148e-14,1.97
3.0999900028235526e-05,4.3764879296392045e-13,4.805025294605445e-11,8.582448863716355e-12,4.290141391839874e-11,1.6698662788008053e-10,9.999881063625053e-06,9.99879691064922e-07,2.077481935074306e-11,2.823547886675023e-14,1.98
