Time,D,DR,DRG_GDP,G_GDP,DRG,GDP,DRG_GTP,GTP,G_GTP,R,cell,Reaction_1,Reaction_2,Reaction_3,Reaction_4,Reaction_5,Reaction_6
0.1,3.099990001607442e-05,2.221097401681125e-13,6.652257482210013e-11,9.998996875672154e-07,1.905233336015094e-11,3.382024681178652e-11,1.4186907685613499e-11,9.999985232086538e-06,5.506169165108564e-13,1.6074391967354922e-14,1.0,2.7042531735483713e-13,1.5556488497763095e-11,3.3261280967503895e-10,1.7233533848275282e-10,1.4186907685613499e-11,1.1012338330217128e-12
0.11,3.099990001454449e-05,2.1887735841968378e-13,6.342883453564682e-11,9.998995455317703e-07,2.0611052332846153e-11,3.706838652733926e-11,1.5726691314503022e-11,9.999983542665797e-06,6.87890046734161e-13,1.4544458584342975e-14,1.0,6.561022520474001e-14,1.554265366753894e-11,3.1714409627638864e-10,1.6558289832975883e-10,1.5726691314503022e-11,1.375780093468322e-12
0.12,3.0999900014366554e-05,2.2442916401850525e-13,6.049074534362743e-11,9.998994015125125e-07,2.208531313323641e-11,4.016572738297278e-11,1.7185145838913798e-11,9.999981919585741e-06,8.372831716027601e-13,1.4366520203882633e-14,1.0,-1.7488190811359415e-14,1.6391584144042945e-11,3.024536380108705e-10,1.590806389635094e-10,1.7185145838913798e-11,1.6745663432055202e-12
0.13,3.099990001472929e-05,2.3328660078992857e-13,5.770605317614059e-11,9.998992502472978e-07,2.348006643579305e-11,4.3120017621882856e-11,1.8565864531853195e-11,9.999980360048806e-06,9.97768558568472e-13,1.4729255423270733e-14,1.0,-4.9838780835276784e-14,1.755570440464497e-11,2.885301646346151e-10,1.5287846680093275e-10,1.8565864531853195e-11,1.995537117136944e-12
0.14,3.099990001529477e-05,2.4317656503513906e-13,5.506907494001851e-11,9.99899090095357e-07,2.4799768498711117e-11,4.59387931518537e-11,1.987268527473001e-11,9.99997886097534e-06,1.1683759297235107e-12,1.5294721505253062e-14,1.0,-6.109146322827248e-14,1.8808295117113148e-11,2.75345260772949e-10,1.4698811361081603e-10,1.987268527473001e-11,2.3367518594470213e-12
0.15,3.099990001592284e-05,2.531665907386195e-13,5.2572946947960285e-11,9.99898920897116e-07,2.604853234086365e-11,4.862927044995111e-11,2.1109431317314774e-11,9.999977419261883e-06,1.3481922780595537e-12,1.592280312270277e-14,1.0,-6.363938350114635e-14,2.0056805393878715e-11,2.62864608067689e-10,1.4140495361543407e-10,2.1109431317314774e-11,2.6963845561191074e-12
0.16,3.099990001655611e-05,2.62884259534976e-13,5.021055233129046e-11,9.9989874308035e-07,2.723020372428104e-11,5.1198314122577695e-11,2.2279803620895425e-11,9.999976031889595e-06,1.5363599736972793e-12,1.6556063998131144e-14,1.0,-6.266095230091172e-14,2.1264708835334054e-11,2.510526222423999e-10,1.3611772378215733e-10,2.2279803620895425e-11,3.0727199473945586e-12
0.17,3.099990001717165e-05,2.7219059018861236e-13,4.7974896193246335e-11,9.998985572879695e-07,2.8348401466341283e-11,5.3652435049207424e-11,2.3387340151677313e-11,9.999974695966411e-06,1.7320742193460855e-12,1.7171598546507065e-14,1.0,-6.031671150247835e-14,2.241880822437081e-11,2.398743288701548e-10,1.3111277833029763e-10,2.3387340151677313e-11,3.464148438692171e-12
0.18,3.099990001776095e-05,2.810434030424385e-13,4.5859250368158274e-11,9.99898364223978e-07,2.940654114545521e-11,5.5997800695054844e-11,2.443540419148158e-11,9.999973408740445e-06,1.9345803171072585e-12,1.776089186253456e-14,1.0,-5.750467060020813e-14,2.351555886099161e-11,2.2929608717062836e-10,1.2637591695643273e-10,2.443540419148158e-11,3.869160634214517e-12
0.19,3.099990001832143e-05,2.8944013351561524e-13,4.385720246624473e-11,9.998981645905804e-07,3.040785107784268e-11,5.824024993276655e-11,2.5427184934463243e-11,9.99997216760114e-06,2.1431709411461166e-12,1.8321387933769937e-14,1.0,-5.45953644374088e-14,2.4555345579487147e-11,2.19285835235139e-10,1.2189315087945724e-10,2.5427184934463243e-11,4.286341882292233e-12
0.2,3.099990001885302e-05,2.973940490604426e-13,4.1962665223812155e-11,9.998979590635398e-07,3.13553846067692e-11,6.038530926081545e-11,2.636570314037232e-11,9.999970970075339e-06,2.3571834894110092e-12,1.885297998592327e-14,1.0,-5.173801749913389e-14,2.5540103746936666e-11,2.0981313677860112e-10,1.1765100639571832e-10,2.636570314037232e-11,4.7143669788220184e-12
0.21,3.099990001935656e-05,3.049241843811962e-13,4.016987206081385e-11,9.998977482829097e-07,3.225202955849889e-11,6.243820731272636e-11,2.7253817674885158e-11,9.999969813822237e-06,2.5759977961118544e-12,1.9356521420947744e-14,1.0,-4.899069995239367e-14,2.64723133298947e-11,2.008491589281785e-10,1.1363663797877317e-10,2.7253817674885158e-11,5.151995592223709e-12
0.22,3.0999900019833264e-05,3.120513212005459e-13,3.847336131543729e-11,9.998975328512172e-07,3.3100519070697766e-11,6.44038933851027e-11,2.8094235064872423e-11,9.999968696625676e-06,2.799033331902997e-12,1.9833227792016976e-14,1.0,-4.637281888993544e-14,2.7354598487595128e-11,1.9236659339695635e-10,1.0983784417721101e-10,2.8094235064872423e-11,5.598066663805994e-12
0.23,3.099990002028446e-05,3.1879621602205917e-13,3.686798319241822e-11,9.998973133309625e-07,3.390342937505022e-11,6.62870329575673e-11,2.888950680037301e-11,9.999967616396407e-06,3.025749669754783e-12,2.0284416136541675e-14,1.0,-4.388779920740837e-14,2.818954967081159e-11,1.8433969122631707e-10,1.0624310515590857e-10,2.888950680037301e-11,6.051499339509566e-12
0.24,3.099990002071145e-05,3.251789038471098e-13,3.534888480291568e-11,9.99897090245992e-07,3.466318782868733e-11,6.809202203150497e-11,2.964203706621722e-11,9.999966571165786e-06,3.2556443105191715e-12,2.071139833271325e-14,1.0,-4.153265045489566e-14,2.8979655496319057e-11,1.7674418798592344e-10,1.0284155904262338e-10,2.964203706621722e-11,6.511288621038343e-12
0.25,3.09999000211155e-05,3.3121889641017276e-13,3.3911365531635185e-11,9.99896864100248e-07,3.5382145547264906e-11,6.982311856154814e-11,3.03541545642081e-11,9.999965559026975e-06,3.488234108987673e-12,2.1115460481684975e-14,1.0,-3.93031449414794e-14,2.9727337031964144e-11,1.6955658060900156e-10,9.962268335419801e-11,3.03541545642081e-11,6.976468217975346e-12
0.26,3.099990002149787e-05,3.369345556657931e-13,3.255104120000644e-11,9.998966353563344e-07,3.606249525520932e-11,7.148429369470091e-11,3.1028031162991134e-11,9.99996457820155e-06,3.72307604775971e-12,2.1497826127346163e-14,1.0,-3.719325352155225e-14,3.0434868734550166e-11,1.6275494820983199e-10,9.65766618037607e-11,3.1028031162991134e-11,7.44615209551942e-12
0.27,3.0999900021859706e-05,3.423433092257136e-13,3.126376366009253e-11,9.99896404446068e-07,3.6706311588617644e-11,7.307930472732989e-11,3.166572178106445e-11,9.99996362700685e-06,3.95975690269573e-12,2.1859660999709588e-14,1.0,-3.5196564743421385e-14,3.110440803208669e-11,1.5631855005328968e-10,9.369420588023777e-11,3.166572178106445e-11,7.91951380539146e-12
0.28,3.099990002220211e-05,3.4746164448692817e-13,3.0045614036295545e-11,9.998961717714244e-07,3.731555450021958e-11,7.461170126229563e-11,3.226916774914789e-11,9.999962703853225e-06,4.197892290371552e-12,2.2202069850109883e-14,1.0,-3.330671667251076e-14,3.173799541235876e-11,1.5022779176377725e-10,9.096654017585719e-11,3.226916774914789e-11,8.395784580743104e-12
0.29,3.0999900022526144e-05,3.523052404858733e-13,2.8892859255000737e-11,9.998959377103006e-07,3.7892091036962375e-11,7.60848646361923e-11,3.284021836639859e-11,9.999961807226389e-06,4.437121041391418e-12,2.2526101152467004e-14,1.0,-3.151798673979224e-14,3.2337571954087446e-11,1.4446400797354195e-10,8.838530567592341e-11,3.284021836639859e-11,8.874242082782835e-12
0.3,3.0999900022832784e-05,3.5688888132829147e-13,2.780197467176623e-11,9.998957026136705e-07,3.8437684017209195e-11,7.75019874153834e-11,3.338061968775579e-11,9.999960935696592e-06,4.6771079531082544e-12,2.2832741940538398e-14,1.0,-2.982522626375765e-14,3.290496840789927e-11,1.3900957545914086e-10,8.594261032713717e-11,3.338061968775579e-11,9.354215906216509e-12
0.31,3.099990002312297e-05,3.612264475938166e-13,2.6769654852796463e-11,9.99895466804394e-07,3.895398661180515e-11,7.886606359225785e-11,3.3892009167638e-11,9.999960087923009e-06,4.917544974428019e-12,2.3122920166611618e-14,1.0,-2.8223408900095844e-14,3.344190325861157e-11,1.338479670492238e-10,8.363105269760387e-11,3.3892009167638e-11,9.835089948856038e-12
0.32,3.099990002339756e-05,3.653310540351469e-13,2.579277871585856e-11,9.998952305817829e-07,3.9442559784868035e-11,8.017992016880703e-11,3.4375932931960685e-11,9.999959262639605e-06,5.158146784853772e-12,2.339751327761622e-14,1.0,-2.670767834037005e-14,3.3949999979730045e-11,1.289635773291633e-10,8.144364405669986e-11,3.4375932931960685e-11,1.0316293569707543e-11
0.33,3.099990002365741e-05,3.6921517081066776e-13,2.4868379216710617e-11,9.99894994225623e-07,3.9904887458974426e-11,8.144624462032252e-11,3.483386079768525e-11,9.999958458642828e-06,5.398646904335217e-12,2.3657355819082785e-14,1.0,-2.5273382028396834e-14,3.443080218690344e-11,1.2434157107323055e-10,7.937374056011834e-11,3.483386079768525e-11,1.0797293808670434e-11
0.34,3.099990002390329e-05,3.7289065153277296e-13,2.3993635727391056e-11,9.99894757997225e-07,4.0342380329913003e-11,8.266759180309779e-11,3.526719005017994e-11,9.999957674788518e-06,5.638796668263357e-12,2.3903240983270578e-14,1.0,-2.391611168445115e-14,3.488577720463985e-11,1.1996784513621234e-10,7.741502623685752e-11,3.526719005017994e-11,1.1277593336526715e-11
0.35,3.0999900024135975e-05,3.763687307596627e-13,2.3165874358195813e-11,9.998945221394936e-07,4.075637570643145e-11,8.384638366399247e-11,3.5677245284270956e-11,9.999956909992034e-06,5.878365158197223e-12,2.4135920342162976e-14,1.0,-2.26317196088173e-14,3.5316315783298487e-11,1.1582903006350764e-10,7.556151372390053e-11,3.5677245284270956e-11,1.1756730316394446e-11
0.36,3.099990002435616e-05,3.79660030764753e-13,2.2382566621250253e-11,9.99894286877024e-07,4.114813817783278e-11,8.498491044973398e-11,3.606527906575289e-11,9.99995616322772e-06,6.117139112006455e-12,2.435610439935866e-14,1.0,-2.1416300833031066e-14,3.5723732909598145e-11,1.1191248340916745e-10,7.380754126741521e-11,3.606527906575289e-11,1.223427822401291e-11
0.37,3.099990002456452e-05,3.82774612004753e-13,2.164131817573771e-11,9.99894052417873e-07,4.151886524041851e-11,8.608534089791689e-11,3.643247750562551e-11,9.999955433524335e-06,6.3549212058864184e-12,2.4564466213551212e-14,1.0,-2.0266136163127562e-14,3.6109273978437385e-11,1.0820623346212177e-10,7.214774746403517e-11,3.643247750562551e-11,1.2709842411772837e-11
0.38,3.0999900024761695e-05,3.8572193056305695e-13,2.093987804967691e-11,9.998938189520531e-07,4.1869682688275536e-11,8.71497138880963e-11,3.6779955693230346e-11,9.999954719968793e-06,6.591531516563477e-12,2.4761638254183856e-14,1.0,-1.9177753985497392e-14,3.647410961545768e-11,1.0469902535529788e-10,7.057709198341372e-11,3.6779955693230346e-11,1.3183063033126954e-11
0.39,3.099990002494828e-05,3.885110066461364e-13,2.0276099643417115e-11,9.998935866571055e-07,4.220166411317648e-11,8.817997375905635e-11,3.7108777012715957e-11,9.999954021690347e-06,6.826802125940303e-12,2.4948224044362535e-14,1.0,-1.8147810585117502e-14,3.681935642477507e-11,1.0138012608292217e-10,6.9090768153544e-11,3.7108777012715957e-11,1.3653604251880606e-11
0.4,3.099990002512485e-05,3.9115028080937917e-13,1.9647974004394292e-11,9.99893355693381e-07,4.251581426578801e-11,8.917794017345827e-11,3.741993666078542e-11,9.999953337874086e-06,7.060581688898464e-12,2.512478822295649e-14,1.0,-1.71731927733651e-14,3.7146059285450415e-11,9.823949087469736e-11,6.76842775548094e-11,3.741993666078542e-11,1.4121163377796928e-11
0.41,3.0999900025291924e-05,3.936478332227359e-13,1.9053578146869578e-11,9.998931262111863e-07,4.281309490106009e-11,9.014535492637544e-11,3.7714387247460274e-11,9.999952667739968e-06,7.292728519179851e-12,2.529187138741268e-14,1.0,-1.625090991568721e-14,3.7455218444047146e-11,9.526750479418434e-11,6.635331423998631e-11,3.7714387247460274e-11,1.4585457038359702e-11
0.42,3.0999900025450034e-05,3.9601123977176366e-13,1.8491109033579025e-11,9.998928983461e-07,4.309440778373856e-11,9.108385116669534e-11,3.7993021962537845e-11,9.99995201055661e-06,7.523115121046141e-12,2.544998037291784e-14,1.0,-1.5378161667042887e-14,3.774777172794421e-11,9.245515264743265e-11,6.509384086413281e-11,3.7993021962537845e-11,1.5046230242092282e-11
0.43,3.099990002559965e-05,3.982477208456391e-13,1.79588481654282e-11,9.99892672223813e-07,4.3360612398219103e-11,9.199498547092156e-11,3.8256692117298575e-11,9.999951365626918e-06,7.751623506915147e-12,2.5599598208618917e-14,1.0,-1.455228264285914e-14,3.8024612963796097e-11,8.979384193125024e-11,6.390200937853157e-11,3.8256692117298575e-11,1.5503247013830294e-11
0.44,3.099990002574123e-05,4.0036409489071247e-13,1.745517273582586e-11,9.998924479586013e-07,4.3612520369584206e-11,9.288022773940968e-11,3.850620161865626e-11,9.999950732292623e-06,7.978146675501396e-12,2.5741181043127374e-14,1.0,-1.3770754499854333e-14,3.8286586217917835e-11,8.727545860504688e-11,6.277418600865836e-11,3.850620161865626e-11,1.5956293351002792e-11
0.45,3.099990002587521e-05,4.02366802854607e-13,1.6978549728763376e-11,9.998922256541316e-07,4.385089841561338e-11,9.374096654255295e-11,3.8742309893017095e-11,9.999950109931865e-06,8.202587831892928e-12,2.587515975173371e-14,1.0,-1.3031201259595217e-14,3.853448883068668e-11,8.489233758125676e-11,6.17069380431804e-11,3.8742309893017095e-11,1.6405175663785857e-11
0.46,3.099990002600199e-05,4.0426192053445424e-13,1.652753307998517e-11,9.998920054038391e-07,4.407646976628631e-11,9.457851169169004e-11,3.896573329239734e-11,9.999949497958067e-06,8.424860023146009e-12,2.600194079694292e-14,1.0,-1.2331379408277518e-14,3.876907293516177e-11,8.263724853123474e-11,6.069702747383985e-11,3.896573329239734e-11,1.6849720046292018e-11
0.47,3.099990002612196e-05,4.060552321128839e-13,1.61007461794613e-11,9.998917872932993e-07,4.428992291488124e-11,9.539411008793205e-11,3.917715376239553e-11,9.999948895812818e-06,8.644883844820024e-12,2.6121911149292923e-14,1.0,-1.1669150532232567e-14,3.8991054559768566e-11,8.050330839752827e-11,5.974137180975346e-11,3.917715376239553e-11,1.7289767689640048e-11
0.48,3.099990002623549e-05,4.0775222859613714e-13,1.569688207673476e-11,9.998915714002072e-07,4.449191151574881e-11,9.61889455368905e-11,3.93772187407951e-11,9.99994830296597e-06,8.862587460589784e-12,2.62354381254314e-14,1.0,-1.1042490797068961e-14,3.920111345161933e-11,7.848398242066845e-11,5.883704454439155e-11,3.93772187407951e-11,1.7725174921179568e-11
0.49,3.0999900026342916e-05,4.09358046381964e-13,1.5314718323859837e-11,9.998913577923259e-07,4.4683046960159695e-11,9.69641253033295e-11,3.956653380424437e-11,9.999947718921647e-06,9.077908586786792e-12,2.6342865354375245e-14,1.0,-1.044950185441568e-14,3.93998854496216e-11,7.657315835404275e-11,5.798130838514873e-11,3.956653380424437e-11,1.8155817173573584e-11
0.5,3.099990002644457e-05,4.108776573733233e-13,1.49530715185675e-11,9.998911465336956e-07,4.486392111149987e-11,9.772072128579817e-11,3.9745685187134785e-11,9.999947143199816e-06,9.29078848793046e-12,2.6444525424729317e-14,1.0,-9.888351666330634e-15,3.958798603975237e-11,7.476491917936442e-11,5.717151346601211e-11,3.9745685187134785e-11,1.858157697586092e-11
0.51,3.0999900026540776e-05,4.1231564440819117e-13,1.4610851001388428e-11,9.998909376772736e-07,4.5035079448799084e-11,9.845972137796868e-11,3.991521318045703e-11,9.999946575358063e-06,9.501179096518723e-12,2.6540724947445473e-14,1.0,-9.357344068280514e-15,3.9765982530492714e-11,7.305381159280467e-11,5.640521759984655e-11,3.991521318045703e-11,1.9002358193037446e-11
0.52,3.099990002663181e-05,4.136764346774746e-13,1.4287003088786619e-11,9.998907312725573e-07,4.519704895819089e-11,9.918207998186723e-11,4.0075639758248436e-11,9.999946014968966e-06,9.709035638221658e-12,2.663176009671418e-14,1.0,-8.854844117836148e-15,3.993442296910977e-11,7.143456717020062e-11,5.568006138542725e-11,4.0075639758248436e-11,1.9418071276443315e-11
0.53,3.099990002671795e-05,4.149641684672214e-13,1.398054237947931e-11,9.998905273612716e-07,4.535032247541552e-11,9.988868965106523e-11,4.0227453068786546e-11,9.999945461632814e-06,9.91432080535255e-12,2.6717907851513194e-14,1.0,-8.379323072355774e-15,4.0093819886524225e-11,6.990225889896782e-11,5.499383832482006e-11,4.0227453068786546e-11,1.98286416107051e-11
0.54,3.099990002679947e-05,4.161827599693306e-13,1.3690537291307119e-11,9.998903259793468e-07,4.5495365919284225e-11,1.0058039419099435e-10,4.0371114599371507e-11,9.99994491497172e-06,1.0117002843857549e-11,2.6799430067905372e-14,1.0,-7.929335291953607e-15,4.0244657824141106e-11,6.845222886235179e-11,5.4344462431187275e-11,4.0371114599371507e-11,2.0234005687715098e-11
0.55,3.0999900026876614e-05,4.173359190908209e-13,1.3416104874177311e-11,9.998901271576066e-07,4.5632620885910716e-11,1.0125799335724363e-10,4.0507061745881044e-11,9.99994437462752e-06,1.0317054888069984e-11,2.687657494018478e-14,1.0,-7.503509855281162e-15,4.0387396033298025e-11,6.70800623041243e-11,5.3729956614408283e-11,4.0507061745881044e-11,2.0634109776139967e-11
0.56,3.0999900026949615e-05,4.184271558863606e-13,1.3156409738202128e-11,9.998899309218895e-07,4.576250518485111e-11,1.0192224382650076e-10,4.063570834376878e-11,9.999943840261349e-06,1.0514454844260708e-11,2.6949577291701434e-14,1.0,-7.100549807125709e-15,4.052246902568537e-11,6.578158226928949e-11,5.314845028361696e-11,4.063570834376878e-11,2.1028909688521416e-11
0.57,3.09999000270187e-05,4.1945978537465887e-13,1.2910662906135453e-11,9.998897372932063e-07,4.588541341300214e-11,1.0257386023599554e-10,4.075744523659318e-11,9.999943311553168e-06,1.0709185238799786e-11,2.7018658894648427e-14,1.0,-6.719230755485294e-15,4.065028716971969e-11,6.455284386627904e-11,5.259817677338904e-11,4.075744523659318e-11,2.1418370477599573e-11
0.58,3.099990002708407e-05,4.2043695229891257e-13,1.2678115906376325e-11,9.99889546288506e-07,4.60017199089154e-11,1.0321352053397907e-10,4.0872643202288264e-11,9.999942788199367e-06,1.0901232477191945e-11,2.7084030121192843e-14,1.0,-6.358392551567225e-15,4.0771239757070564e-11,6.339010473193539e-11,5.2077460113774916e-11,4.0872643202288264e-11,2.180246495438389e-11
0.59,3.099990002714593e-05,4.213616351644472e-13,1.245805984237961e-11,9.998893579208237e-07,4.6111779218239335e-11,1.0384186682249367e-10,4.098165341398849e-11,9.999942269912387e-06,1.1090586702393872e-11,2.71458902282355e-14,1.0,-6.016935528580868e-15,4.0885695499466786e-11,6.22898203785744e-11,5.1584712957328716e-11,4.098165341398849e-11,2.2181173404787744e-11
0.6,3.099990002720447e-05,4.222366632171607e-13,1.2249821327030398e-11,9.99889172199796e-07,4.6215928127068724e-11,1.0445950904003159e-10,4.1084809454202385e-11,9.999941756419078e-06,1.1277241296448893e-11,2.720442848145888e-14,1.0,-5.693816059310848e-15,4.099400463295805e-11,6.124862386583579e-11,5.111842746655626e-11,4.1084809454202385e-11,2.2554482592897787e-11
0.61,3.0999900027259866e-05,4.230646659649808e-13,1.2052774572179861e-11,9.998889891299585e-07,4.6314479615296476e-11,1.0506701401079111e-10,4.118242132575398e-11,9.999941247465595e-06,1.1461194528952344e-11,2.7259820804843113e-14,1.0,-5.388061094032805e-15,4.109649266161484e-11,6.026338624849144e-11,5.0677202383069306e-11,4.118242132575398e-11,2.2922389057904688e-11
0.62,3.099990002731229e-05,4.2384819565570814e-13,1.1866312111211899e-11,9.99888808714804e-07,4.640773749974473e-11,1.0566493196403648e-10,4.127478995545669e-11,9.999940742805526e-06,1.1642445630328294e-11,2.731223793113705e-14,1.0,-5.098729620005386e-15,4.119347553188932e-11,5.933107018901695e-11,5.025967747548821e-11,4.127478995545669e-11,2.3284891260656588e-11
0.63,3.099990002736189e-05,4.2458966446599695e-13,1.1689859833304357e-11,9.99888630954662e-07,4.6495988914696255e-11,1.0625378291605077e-10,4.136219974630484e-11,9.99994024220599e-06,1.1820996844251059e-11,2.7361841228727893e-14,1.0,-4.8249313844021e-15,4.128525184871007e-11,5.844880512905052e-11,4.986456719940753e-11,4.136219974630484e-11,2.3641993688502118e-11
0.64,3.099990002740883e-05,4.252913025137508e-13,1.1522886981309744e-11,9.998884558452937e-07,4.6579499311662155e-11,1.0683404761427306e-10,4.1444913624620534e-11,9.999939745451688e-06,1.1996854789401074e-11,2.7408779893994325e-14,1.0,-4.5658422021213894e-15,4.1372097677359815e-11,5.7613937278903996e-11,4.949068309552009e-11,4.1444913624620534e-11,2.3993709578802148e-11
0.65,3.099990002745324e-05,4.2595524976287833e-13,1.1364884249993578e-11,9.99888283380907e-07,4.6658523413236826e-11,1.0740618737551752e-10,4.152318388991641e-11,9.99993925233603e-06,1.2170027540561371e-11,2.7453197090485733e-14,1.0,-4.320671433644425e-15,4.145427792324963e-11,5.682392010855705e-11,4.913688473493057e-11,4.152318388991641e-11,2.4340055081122743e-11
0.66,3.099990002749527e-05,4.265835586515443e-13,1.1215363163563611e-11,9.998881135542225e-07,4.673330552441554e-11,1.079706446497801e-10,4.1597252523243715e-11,9.999938762660867e-06,1.2340524567046834e-11,2.7495230125763648e-14,1.0,-4.088660857196151e-15,4.15320466569776e-11,5.607631123530565e-11,4.8802078325976525e-11,4.1597252523243715e-11,2.4681049134093668e-11
0.67,3.099990002753505e-05,4.2717814104668944e-13,1.1073868698425694e-11,9.998879463547006e-07,4.6804073219557194e-11,1.0852783158685539e-10,4.166734493406878e-11,9.999938276241625e-06,1.2508358448208186e-11,2.753500690181089e-14,1.0,-3.869104398768731e-15,4.1605640548036724e-11,5.536883553767087e-11,4.8485244987544644e-11,4.166734493406878e-11,2.5016716896416372e-11
0.68,3.099990002757269e-05,4.27740783626635e-13,1.0939975615873023e-11,9.998877817690288e-07,4.6871039176547027e-11,1.0907813335812733e-10,4.173367177701142e-11,9.999937792905809e-06,1.2673544402723312e-11,2.7572646942070106e-14,1.0,-3.6613427676937146e-15,4.1675280769670914e-11,5.469936681881892e-11,4.818543253597914e-11,4.173367177701142e-11,2.5347088805446624e-11
0.69,3.099990002760831e-05,4.28273222332102e-13,1.081327077547751e-11,9.998876197835506e-07,4.6934410022372605e-11,1.0962192417653787e-10,4.179643771343461e-11,9.999937312485838e-06,1.28360979389453e-11,2.760826638332489e-14,1.0,-3.4647342277667725e-15,4.174118221191993e-11,5.406583937335388e-11,4.7901715872261644e-11,4.179643771343461e-11,2.56721958778906e-11
0.7,3.099990002764202e-05,4.287770832992143e-13,1.0693367160748147e-11,9.998874603823024e-07,4.699437931851066e-11,1.1015955459261893e-10,4.185583446342894e-11,9.999936834824718e-06,1.2996036755871805e-11,2.764197401319345e-14,1.0,-3.2786781137647087e-15,4.180354617294342e-11,5.346631811575132e-11,4.7633228395906836e-11,4.185583446342894e-11,2.599207351174361e-11
0.71,3.0999900027673916e-05,4.292538806763379e-13,1.0579904393007868e-11,9.99887303546924e-07,4.7051127303892844e-11,1.1069135102905896e-10,4.191204055130085e-11,9.999936359776266e-06,1.3153380828788536e-11,2.7673871122249116e-14,1.0,-3.1026159211056705e-15,4.186256008935087e-11,5.289900114975447e-11,4.737916315175281e-11,4.191204055130085e-11,2.6306761657577072e-11
