Time,D,DR,DRG_GDP,G_GDP,DRG,GDP,DRG_GTP,GTP,G_GTP,R,cell,Reaction_1,Reaction_2,Reaction_3,Reaction_4,Reaction_5,Reaction_6
5.82,3.099990002823583e-05,4.376527574469088e-13,8.580701839635206e-12,9.9987901506137e-07,4.805150002673706e-11,3.3173233114604777e-10,4.290190962296404e-11,9.999716319168868e-06,2.1450827142364792e-11,2.8235753217023693e-14,1.0,6.027927575803814e-20,4.290191062152726e-11,4.290191517456414e-11,4.2901815626507264e-11,4.290190962296404e-11,4.2901654284729584e-11
5.83,3.099990002823583e-05,4.3765274645157393e-13,8.580702178206328e-12,9.998790150536987e-07,4.805150083004273e-11,3.3216134994457387e-10,4.290190849279334e-11,9.999715890150871e-06,2.145083480191019e-11,2.8235752506259503e-14,1.0,6.006453030061399e-20,4.290190948793396e-11,4.290191480589338e-11,4.290181487524653e-11,4.290190849279334e-11,4.290166960382038e-11
5.84,3.099990002823583e-05,4.3765273548575803e-13,8.580702509725679e-12,9.99879015046278e-07,4.8051501636875504e-11,3.3259036873887215e-10,4.2901907366115824e-11,9.999715461132884e-06,2.1450842211019037e-11,2.8235751797470495e-14,1.0,5.986074821748045e-20,4.290190835800833e-11,4.2901914401963606e-11,4.290181410821022e-11,4.2901907366115824e-11,4.2901684422038074e-11
5.85,3.099990002823583e-05,4.3765272455104456e-13,8.580702833816342e-12,9.998790150391087e-07,4.805150244742387e-11,3.3301938752928397e-10,4.2901906243118215e-11,9.999715032114905e-06,2.1450849368671468e-11,2.82357510907626e-14,1.0,5.966851192779926e-20,4.290190723194645e-11,4.290191396089022e-11,4.2901813324551714e-11,4.2901906243118215e-11,4.2901698737342936e-11
5.86,3.099990002823583e-05,4.3765271364901674e-13,8.580703150101396e-12,9.99879015032192e-07,4.805150326187637e-11,3.334484063161508e-10,4.2901905123987216e-11,9.999714603096932e-06,2.1450856273847616e-11,2.8235750386241745e-14,1.0,5.948840869749361e-20,4.2901906109944346e-11,4.29019134807886e-11,4.2901812523427705e-11,4.2901905123987216e-11,4.290171254769523e-11
5.87,3.0999900028235824e-05,4.3765270278125784e-13,8.580703458203924e-12,9.998790150255287e-07,4.8051504080421505e-11,3.33877425099814e-10,4.290190400890954e-11,9.999714174078966e-06,2.1450862925527606e-11,2.8235749684013866e-14,1.0,5.93210274080738e-20,4.290190499219806e-11,4.290191295977417e-11,4.290181170399612e-11,4.290190400890954e-11,4.290172585105521e-11
5.88,3.0999900028235824e-05,4.3765269194935125e-13,8.580703757747e-12,9.9987901501912e-07,4.80515049032478e-11,3.34306443880615e-10,4.2901902898071905e-11,9.99971374506101e-06,2.145086932269157e-11,2.823574898418489e-14,1.0,5.916695209428873e-20,4.2901903878903675e-11,4.2901912395962274e-11,4.290181086541282e-11,4.2901902898071905e-11,4.290173864538314e-11
5.89,3.0999900028235824e-05,4.3765268115488023e-13,8.58070404835371e-12,9.99879015012967e-07,4.805150573054378e-11,3.3473546265889517e-10,4.290190179166102e-11,9.999713316043059e-06,2.1450875464319644e-11,2.8235748286860755e-14,1.0,5.9026769214268e-20,4.2901902770257204e-11,4.290191178746834e-11,4.2901810006833675e-11,4.290190179166102e-11,4.290175092863929e-11
5.9,3.0999900028235824e-05,4.3765267039942806e-13,8.580704329647133e-12,9.998790150070703e-07,4.805150656249794e-11,3.3516448143499604e-10,4.290190068986359e-11,9.999712887025113e-06,2.1450881349391955e-11,2.8235747592147385e-14,1.0,5.890106522614121e-20,4.29019016664547e-11,4.2901911132407744e-11,4.290180912741495e-11,4.290190068986359e-11,4.290176269878391e-11
5.91,3.0999900028235824e-05,4.3765265968457813e-13,8.580704601250347e-12,9.998790150014314e-07,4.8051507399298825e-11,3.355935002092588e-10,4.290189959286634e-11,9.999712458007175e-06,2.1450886976888634e-11,2.823574690015071e-14,1.0,5.879042739583155e-20,4.290190056769223e-11,4.290191042889589e-11,4.2901808226313344e-11,4.290189959286634e-11,4.290177395377727e-11
5.92,3.0999900028235824e-05,4.3765264901191365e-13,8.580704862786434e-12,9.998790149960513e-07,4.805150824113493e-11,3.36022518982025e-10,4.290189850085598e-11,9.999712028989245e-06,2.1450892345789813e-11,2.823574621097667e-14,1.0,5.86954397580879e-20,4.290189947416584e-11,4.290190967504817e-11,4.2901807302685127e-11,4.290189850085598e-11,4.2901784691579626e-11
5.93,3.0999900028235824e-05,4.3765263838301805e-13,8.580705113878474e-12,9.998790149909306e-07,4.805150908819479e-11,3.364515377536361e-10,4.2901897414019224e-11,9.999711599971321e-06,2.145089745507563e-11,2.8235745524731184e-14,1.0,5.861668877103987e-20,4.290189838607155e-11,4.290190886897996e-11,4.290180635568699e-11,4.2901897414019224e-11,4.290179491015126e-11
5.94,3.0999900028235824e-05,4.3765262779947455e-13,8.580705354149548e-12,9.998790149860705e-07,4.805150994066692e-11,3.3688055652443335e-10,4.290189633254278e-11,9.999711170953402e-06,2.14509023037262e-11,2.8235744841520192e-14,1.0,5.855476089281706e-20,4.290189730360544e-11,4.2901908008806673e-11,4.290180538447438e-11,4.290189633254278e-11,4.29018046074524e-11
5.95,3.0999900028235824e-05,4.3765261726286654e-13,8.580705583222733e-12,9.998790149814726e-07,4.805151079873983e-11,3.3730957529475823e-10,4.290189525661336e-11,9.99971074193549e-06,2.145090689072167e-11,2.823574416144962e-14,1.0,5.851024258154908e-20,4.290189622696357e-11,4.2901907092643683e-11,4.29018043882044e-11,4.290189525661336e-11,4.290181378144334e-11
5.96,3.099990002823582e-05,4.376526067747772e-13,8.580705800721115e-12,9.998790149771368e-07,4.8051511662602035e-11,3.3773859406495215e-10,4.2901894186417685e-11,9.999710312917583e-06,2.1450911215042167e-11,2.8235743484625405e-14,1.0,5.848372029536553e-20,4.290189515634193e-11,4.290190611860642e-11,4.2901803366032916e-11,4.2901894186417685e-11,4.290182243008433e-11
5.97,3.099990002823582e-05,4.376525963367899e-13,8.580706006267769e-12,9.998790149730654e-07,4.805151253244207e-11,3.3816761283535654e-10,4.290189312214246e-11,9.999709883899683e-06,2.1450915275667822e-11,2.8235742811153472e-14,1.0,5.847577968460245e-20,4.290189409193663e-11,4.2901905084810224e-11,4.290180231711703e-11,4.290189312214246e-11,4.2901830551335645e-11
5.98,3.099990002823582e-05,4.3765258595048794e-13,8.580706199485775e-12,9.998790149692584e-07,4.805151340844844e-11,3.385966316063128e-10,4.2901892063974396e-11,9.999709454881788e-06,2.145091907157876e-11,2.823574214113975e-14,1.0,5.8487008015183e-20,4.2901893033943676e-11,4.2901903989370505e-11,4.29018012406126e-11,4.2901892063974396e-11,4.290183814315752e-11
5.99,3.099990002823582e-05,4.376525756174547e-13,8.580706379998219e-12,9.998790149657171e-07,4.805151429080966e-11,3.3902565037816224e-10,4.290189101210022e-11,9.999709025863898e-06,2.145092260175512e-11,2.8235741474690182e-14,1.0,5.85179893218561e-20,4.2901891982559144e-11,4.290190283040269e-11,4.2901800135675076e-11,4.290189101210022e-11,4.290184520351024e-11
6.0,3.099990002823582e-05,4.376525653392734e-13,8.580706547428174e-12,9.998790149624427e-07,4.8051515179714255e-11,3.3945466915124644e-10,4.290188996670662e-11,9.999708596846015e-06,2.1450925865177026e-11,2.8235740811910687e-14,1.0,5.856931248613203e-20,4.290189093797906e-11,4.2901901606022115e-11,4.290179900146322e-11,4.290188996670662e-11,4.290185173035405e-11
6.01,3.099990002823582e-05,4.376525551175274e-13,8.580706701398727e-12,9.998790149594362e-07,4.8051516075350746e-11,3.3988368792590657e-10,4.290188892798034e-11,9.999708167828135e-06,2.145092886082462e-11,2.8235740152907202e-14,1.0,5.864156154275971e-20,4.2901889900399493e-11,4.290190031434422e-11,4.2901797837130405e-11,4.290188892798034e-11,4.290185772164924e-11
6.02,3.099990002823582e-05,4.3765254495379994e-13,8.58070684153295e-12,9.998790149566984e-07,4.805151697790764e-11,3.4031270670248426e-10,4.2901887896108066e-11,9.999707738810262e-06,2.1450931587678023e-11,2.8235739497785653e-14,1.0,5.873532294986874e-20,4.2901888870016464e-11,4.2901898953484364e-11,4.2901796641835395e-11,4.2901887896108066e-11,4.2901863175356045e-11
6.03,3.099990002823582e-05,4.376525348496744e-13,8.580706967453933e-12,9.998790149542307e-07,4.8051517887573465e-11,3.407417254813208e-10,4.290188687127652e-11,9.999707309792393e-06,2.1450934044717368e-11,2.8235738846651977e-14,1.0,5.885118478117585e-20,4.290188784702607e-11,4.2901897521557964e-11,4.290179541473281e-11,4.290188687127652e-11,4.2901868089434736e-11
6.04,3.099990002823582e-05,4.376525248067341e-13,8.580707078784748e-12,9.998790149520337e-07,4.805151880453673e-11,3.411707442627577e-10,4.2901885853672414e-11,9.999706880774527e-06,2.145093623092279e-11,2.8235738199612097e-14,1.0,5.898973026363638e-20,4.29018868316243e-11,4.290189601668039e-11,4.290179415497975e-11,4.2901885853672414e-11,4.290187246184558e-11
6.05,3.099990002823582e-05,4.376525148265623e-13,8.58070717514848e-12,9.998790149501089e-07,4.805151972898596e-11,3.415997630471362e-10,4.2901884843482466e-11,9.999706451756669e-06,2.1450938145274415e-11,2.8235737556771955e-14,1.0,5.915154747096706e-20,4.2901885824007255e-11,4.2901894436967054e-11,4.290179286173373e-11,4.2901884843482466e-11,4.290187629054883e-11
6.06,3.099990002823582e-05,4.3765250491074227e-13,8.580707256168207e-12,9.998790149484567e-07,4.805152066110967e-11,3.420287818347978e-10,4.290188384089338e-11,9.999706022738813e-06,2.1450939786752383e-11,2.8235736918237475e-14,1.0,5.933722205350394e-20,4.290188482437094e-11,4.2901892780533334e-11,4.2901791534148554e-11,4.290188384089338e-11,4.2901879573504766e-11
6.07,3.099990002823581e-05,4.376524950608574e-13,8.58070732146701e-12,9.998790149470786e-07,4.805152160109638e-11,3.4245780062608395e-10,4.290188284609188e-11,9.99970559372096e-06,2.1450941154336814e-11,2.8235736284114587e-14,1.0,5.954733966158305e-20,4.2901883832911426e-11,4.290189104549462e-11,4.290179017138173e-11,4.290188284609188e-11,4.290188230867363e-11
6.08,3.099990002823581e-05,4.3765248527849093e-13,8.58070737066797e-12,9.998790149459758e-07,4.80515225491346e-11,3.4288681942133597e-10,4.290188185926467e-11,9.999705164703114e-06,2.145094224700785e-11,2.8235735654509224e-14,1.0,5.978248756112755e-20,4.2901882849824775e-11,4.2901889229966324e-11,4.290178877259036e-11,4.290188185926467e-11,4.29018844940157e-11
6.09,3.099990002823581e-05,4.3765247556522626e-13,8.580707403394165e-12,9.998790149451484e-07,4.805152350541286e-11,3.4331583822089527e-10,4.290188088059846e-11,9.99970473568527e-06,2.1450943063745613e-11,2.823573502952732e-14,1.0,6.004325140247349e-20,4.2901881875306984e-11,4.2901887332063823e-11,4.29017873369299e-11,4.290188088059846e-11,4.2901886127491227e-11
6.1,3.099990002823581e-05,4.3765246592264655e-13,8.580707419268677e-12,9.998790149445987e-07,4.805152447011967e-11,3.4374485702510333e-10,4.290187991027998e-11,9.999704306667431e-06,2.145094360353024e-11,2.82357344092748e-14,1.0,6.033021845154404e-20,4.2901880909554174e-11,4.290188534990251e-11,4.290178586355662e-11,4.290187991027998e-11,4.290188720706048e-11
6.11,3.099990002823581e-05,4.376524563523353e-13,8.580707417914586e-12,9.998790149443266e-07,4.8051525443443545e-11,3.4417387583430156e-10,4.2901878948495917e-11,9.999703877649595e-06,2.1450943865341862e-11,2.8235733793857597e-14,1.0,6.064397274308809e-20,4.2901879952762334e-11,4.2901883281597765e-11,4.2901784351627626e-11,4.2901878948495917e-11,4.2901887730683725e-11
6.12,3.099990002823582e-05,4.3765244656059953e-13,8.580707469300362e-12,9.998790149436452e-07,4.805152639038907e-11,3.446028945851137e-10,4.2901877960586576e-11,9.999703448631792e-06,2.145094453616123e-11,2.8235733163625507e-14,1.0,6.087567055630817e-20,4.290187896853881e-11,4.2901881476993476e-11,4.290178295771414e-11,4.2901877960586576e-11,4.290188907232246e-11
6.13,3.099990002823582e-05,4.3765243575474483e-13,8.580707762274608e-12,9.998790149407043e-07,4.8051527216501757e-11,3.4503191310648447e-10,4.2901876853003575e-11,9.999703019614095e-06,2.145094746565514e-11,2.8235732465541435e-14,1.0,6.073153595015794e-20,4.2901877858657956e-11,4.290188088033672e-11,4.290178210441075e-11,4.2901876853003575e-11,4.290189493131028e-11
6.14,3.099990002823582e-05,4.3765242495640817e-13,8.580708053446955e-12,9.998790149378824e-07,4.805152804351569e-11,3.4546093161887215e-10,4.290187574631321e-11,9.99970259059641e-06,2.1450950276053748e-11,2.8235731767960402e-14,1.0,6.059019065519437e-20,4.29018767497142e-11,4.290188027467041e-11,4.290178124707279e-11,4.290187574631321e-11,4.2901900552107497e-11
6.15,3.099990002823581e-05,4.3765241416601565e-13,8.580708342716157e-12,9.998790149351778e-07,4.805152887148151e-11,3.4588995012236846e-10,4.2901874640565633e-11,9.999702161578735e-06,2.145095296903341e-11,2.8235731070910906e-14,1.0,6.045179299895659e-20,4.2901875641760206e-11,4.2901879659488323e-11,4.2901780385473605e-11,4.2901874640565633e-11,4.290190593806682e-11
6.16,3.099990002823581e-05,4.376524033839935e-13,8.580708629980977e-12,9.998790149325893e-07,4.805152970044985e-11,3.46318968617065e-10,4.2901873535811e-11,9.999701732561069e-06,2.1450955546270483e-11,2.823573037442146e-14,1.0,6.031649807780945e-20,4.290187453484866e-11,4.290187903428425e-11,4.290177951938531e-11,4.2901873535811e-11,4.2901911092540967e-11
6.17,3.099990002823581e-05,4.3765239261076775e-13,8.58070891514017e-12,9.998790149301144e-07,4.8051530530471324e-11,3.4674798710305365e-10,4.2901872432099445e-11,9.999701303543414e-06,2.1450958009441318e-11,2.8235729678520574e-14,1.0,6.018446583487921e-20,4.29018734290322e-11,4.290187839855198e-11,4.290177864858209e-11,4.2901872432099445e-11,4.2901916018882636e-11
6.18,3.099990002823581e-05,4.376523818467646e-13,8.580709198092494e-12,9.998790149277523e-07,4.805153136159659e-11,3.4717700558042595e-10,4.290187132948114e-11,9.999700874525768e-06,2.145096036022227e-11,2.823572898323675e-14,1.0,6.005585217432429e-20,4.2901872324363494e-11,4.29018777517853e-11,4.290177777283646e-11,4.290187132948114e-11,4.290192072044454e-11
6.19,3.099990002823581e-05,4.3765237109241016e-13,8.580709478736712e-12,9.998790149255007e-07,4.8051532193876276e-11,3.4760602404927373e-10,4.290187022800624e-11,9.999700445508129e-06,2.1450962600289692e-11,2.8235728288598502e-14,1.0,5.99308154236838e-20,4.29018712208952e-11,4.290187709347802e-11,4.2901776891920956e-11,4.290187022800624e-11,4.2901925200579383e-11
6.2,3.099990002823581e-05,4.3765236034813064e-13,8.58070975697158e-12,9.998790149233583e-07,4.805153302736101e-11,3.480350425096886e-10,4.2901869127724876e-11,9.999700016490503e-06,2.145096473131994e-11,2.8235727594634333e-14,1.0,5.980951229490974e-20,4.290187011867999e-11,4.290187642312392e-11,4.290177600561099e-11,4.2901869127724876e-11,4.290192946263988e-11
6.21,3.099990002823581e-05,4.376523496143521e-13,8.580710032695854e-12,9.998790149213233e-07,4.805153386210144e-11,3.484640609617622e-10,4.290186802868721e-11,9.999699587472886e-06,2.1450966754989364e-11,2.823572690137276e-14,1.0,5.96920994999541e-20,4.2901869017770504e-11,4.290187574021677e-11,4.290177511367951e-11,4.290186802868721e-11,4.290193350997873e-11
6.22,3.099990002823581e-05,4.376523388915007e-13,8.580710305808297e-12,9.998790149193938e-07,4.805153469814819e-11,3.4889307940558645e-10,4.290186693094341e-11,9.999699158455278e-06,2.1450968672974324e-11,2.8235726208842283e-14,1.0,5.957873617414955e-20,4.290186791821941e-11,4.290187504425039e-11,4.2901774215897376e-11,4.290186693094341e-11,4.290193734594865e-11
6.23,3.099990002823581e-05,4.3765232818000265e-13,8.580710576207663e-12,9.998790149175684e-07,4.8051535535551896e-11,3.4932209784125287e-10,4.29018658345436e-11,9.999698729437679e-06,2.145097048695117e-11,2.8235725517071412e-14,1.0,5.946957741386096e-20,4.2901866820079377e-11,4.2901874334718536e-11,4.2901773312041256e-11,4.29018658345436e-11,4.290194097390234e-11
6.24,3.099990002823581e-05,4.3765231748028405e-13,8.580710843792715e-12,9.998790149158455e-07,4.805153637436319e-11,3.497511162688532e-10,4.290186473953795e-11,9.99969830042009e-06,2.1450972198596255e-11,2.8235724826088657e-14,1.0,5.936478073883388e-20,4.2901865723403056e-11,4.290187361111504e-11,4.290177240188161e-11,4.290186473953795e-11,4.290194439719251e-11
6.25,3.0999900028235804e-05,4.3765230679277106e-13,8.580711108462207e-12,9.99879014914223e-07,4.805153721463272e-11,3.501801346884792e-10,4.2901863645976616e-11,9.99969787140251e-06,2.1450973809585935e-11,2.8235724135922524e-14,1.0,5.926450447660743e-20,4.2901864628243105e-11,4.290187287293366e-11,4.290177148519302e-11,4.2901863645976616e-11,4.290194761917187e-11
6.26,3.0999900028235804e-05,4.376522961178898e-13,8.580711370114901e-12,9.998790149126997e-07,4.805153805641111e-11,3.5060915310022246e-10,4.290186255390973e-11,9.999697442384941e-06,2.145097532159657e-11,2.823572344660152e-14,1.0,5.916890614692717e-20,4.290186353465219e-11,4.2901872119668197e-11,4.290177056174844e-11,4.290186255390973e-11,4.290195064319314e-11
6.27,3.0999900028235804e-05,4.376522854560664e-13,8.580711628649555e-12,9.998790149112735e-07,4.8051538899748994e-11,3.510381715041748e-10,4.290186146338747e-11,9.999697013367381e-06,2.1450976736304504e-11,2.823572275815416e-14,1.0,5.907814326953865e-20,4.2901862442682957e-11,4.2901871350812444e-11,4.2901769631322036e-11,4.290186146338747e-11,4.290195347260901e-11
6.28,3.0999900028235804e-05,4.3765227480772707e-13,8.580711883964928e-12,9.998790149099432e-07,4.8051539744697e-11,3.5146718990042785e-10,4.2901860374459974e-11,9.999696584349828e-06,2.1450978055386095e-11,2.8235722070608944e-14,1.0,5.899237174860029e-20,4.2901861352388095e-11,4.290187056586019e-11,4.2901768693684274e-11,4.2901860374459974e-11,4.290195611077219e-11
6.29,3.0999900028235804e-05,4.3765226417329783e-13,8.580712135959776e-12,9.998790149087067e-07,4.805154059130578e-11,3.5189620828907334e-10,4.290185928717739e-11,9.999696155332288e-06,2.1450979280517694e-11,2.8235721383994386e-14,1.0,5.891175152723835e-20,4.290186026382023e-11,4.2901869764305226e-11,4.2901767748612226e-11,4.290185928717739e-11,4.290195856103539e-11
6.3,3.0999900028235804e-05,4.3765225355320495e-13,8.58071238453286e-12,9.998790149075626e-07,4.8051541439625954e-11,3.523252266702029e-10,4.2901858201589875e-11,9.999695726314755e-06,2.1450980413375664e-11,2.8235720698338992e-14,1.0,5.883643608623054e-20,4.290185917703206e-11,4.290186894564134e-11,4.2901766795876764e-11,4.2901858201589875e-11,4.290196082675133e-11
6.31,3.0999900028235804e-05,4.376522429478745e-13,8.580712629582937e-12,9.998790149065091e-07,4.805154228970817e-11,3.527542450439084e-10,4.290185711774759e-11,9.999695297297233e-06,2.1450981455636348e-11,2.8235720013671268e-14,1.0,5.876658536870312e-20,4.29018580920762e-11,4.290186810936233e-11,4.2901765835252066e-11,4.290185711774759e-11,4.2901962911272695e-11
6.32,3.0999900028235804e-05,4.3765223235773265e-13,8.580712871008766e-12,9.998790149055446e-07,4.805154314160304e-11,3.531832634102814e-10,4.290185603570067e-11,9.999694868279717e-06,2.1450982408976108e-11,2.8235719330019725e-14,1.0,5.870235689440166e-20,4.290185700900534e-11,4.2901867254961965e-11,4.290176486651066e-11,4.290185603570067e-11,4.2901964817952215e-11
6.33,3.0999900028235804e-05,4.3765222178320555e-13,8.580713108709106e-12,9.99879014904667e-07,4.805154399536123e-11,3.5361228176941363e-10,4.290185495549928e-11,9.999694439262212e-06,2.1450983275071296e-11,2.823571864741287e-14,1.0,5.864390656748455e-20,4.290185592787214e-11,4.290186638193405e-11,4.290176388942548e-11,4.290185495549928e-11,4.290196655014259e-11
6.34,3.0999900028235804e-05,4.3765221122471936e-13,8.580713342582716e-12,9.998790149038753e-07,4.805154485103335e-11,3.540413001213968e-10,4.290185387719357e-11,9.999694010244715e-06,2.1450984055598267e-11,2.8235717965879212e-14,1.0,5.859139271549094e-20,4.2901854848729235e-11,4.2901865489772386e-11,4.290176290377071e-11,4.290185387719357e-11,4.290196811119653e-11
6.35,3.09999000282358e-05,4.376522006827001e-13,8.580713572528352e-12,9.998790149031674e-07,4.8051545708670044e-11,3.5447031846632256e-10,4.2901852800833693e-11,9.999693581227226e-06,2.1450984752233367e-11,2.8235717285447257e-14,1.0,5.854497043478567e-20,4.290185377162932e-11,4.2901864577970745e-11,4.29017619093197e-11,4.2901852800833693e-11,4.2901969504466735e-11
6.36,3.09999000282358e-05,4.3765219015757405e-13,8.580713798444774e-12,9.998790149025418e-07,4.805154656832194e-11,3.5489933680428277e-10,4.2901851726469794e-11,9.99969315220975e-06,2.1450985366652964e-11,2.8235716606145516e-14,1.0,5.85048020918757e-20,4.290185269662503e-11,4.290186364602292e-11,4.2901760905845395e-11,4.2901851726469794e-11,4.290197073330593e-11
6.37,3.09999000282358e-05,4.376521796497673e-13,8.580714020230742e-12,9.998790149019965e-07,4.8051547430039684e-11,3.5532835513536895e-10,4.2901850654152035e-11,9.99969272319228e-06,2.14509859005334e-11,2.8235715928002498e-14,1.0,5.847104035974518e-20,4.290185162376902e-11,4.2901862693422707e-11,4.2901759893120726e-11,4.2901850654152035e-11,4.29019718010668e-11
6.38,3.09999000282358e-05,4.376521691597061e-13,8.580714237785014e-12,9.998790149015305e-07,4.8051548293873904e-11,3.5575737345967287e-10,4.290184958393056e-11,9.999692294174819e-06,2.1450986355551038e-11,2.8235715251046706e-14,1.0,5.844384275813966e-20,4.2901850553113985e-11,4.29018617196639e-11,4.290175887091946e-11,4.290184958393056e-11,4.2901972711102076e-11
6.39,3.09999000282358e-05,4.3765215868781637e-13,8.580714451006346e-12,9.998790149011415e-07,4.8051549159875233e-11,3.5618639177728625e-10,4.290184851585553e-11,9.99969186515737e-06,2.1450986733382223e-11,2.8235714575306653e-14,1.0,5.842336923018541e-20,4.2901849484712545e-11,4.290186072424027e-11,4.290175783901496e-11,4.290184851585553e-11,4.2901973466764446e-11
6.4,3.09999000282358e-05,4.3765214823452443e-13,8.580714659793497e-12,9.99879014900828e-07,4.805155002809431e-11,3.5661541008830084e-10,4.2901847449977085e-11,9.999691436139926e-06,2.1450987035703314e-11,2.8235713900810845e-14,1.0,5.84097764878344e-20,4.29018484186174e-11,4.290185970664562e-11,4.290175679718015e-11,4.2901847449977085e-11,4.290197407140663e-11
6.41,3.09999000282358e-05,4.376521378002564e-13,8.58071486404523e-12,9.998790149005884e-07,4.805155089858177e-11,3.570444283928082e-10,4.2901846386345395e-11,9.99969100712249e-06,2.145098726419067e-11,2.8235713227587788e-14,1.0,5.840321801186436e-20,4.2901847354881164e-11,4.290185866637375e-11,4.2901755745186735e-11,4.2901846386345395e-11,4.290197452838134e-11
6.42,3.09999000282358e-05,4.3765212738543836e-13,8.580715063660298e-12,9.99879014900421e-07,4.805155177138824e-11,3.5747344669090017e-10,4.290184532501059e-11,9.999690578105066e-06,2.1450987420520634e-11,2.8235712555665998e-14,1.0,5.840385778436939e-20,4.290184629355654e-11,4.2901857602918437e-11,4.290175468281179e-11,4.290184532501059e-11,4.290197484104127e-11
6.43,3.09999000282358e-05,4.376521169904965e-13,8.580715258537464e-12,9.998790149003243e-07,4.805155264656436e-11,3.579024649826683e-10,4.2901844266022836e-11,9.99969014908765e-06,2.145098750636957e-11,2.8235711885073973e-14,1.0,5.841184686274648e-20,4.290184523469616e-11,4.290185651577347e-11,4.290175360982495e-11,4.2901844266022836e-11,4.290197501273914e-11
6.44,3.09999000282358e-05,4.376521066158569e-13,8.580715448575484e-12,9.99879014900296e-07,4.805155352416077e-11,3.583314832682045e-10,4.290184320943229e-11,9.99968972007024e-06,2.1450987523413828e-11,2.823571121584023e-14,1.0,5.842734761350262e-20,4.290184417835267e-11,4.290185540443266e-11,4.2901752526000796e-11,4.290184320943229e-11,4.2901975046827655e-11
6.45,3.099990002823579e-05,4.376520962619458e-13,8.580715633673116e-12,9.99879014900335e-07,4.805155440422809e-11,3.5876050154760024e-10,4.290184215528909e-11,9.999689291052843e-06,2.145098747332976e-11,2.823571054799327e-14,1.0,5.845051270962194e-20,4.290184312457879e-11,4.290185426838976e-11,4.290175143111393e-11,4.290184215528909e-11,4.290197494665952e-11
6.46,3.099990002823579e-05,4.376520859291893e-13,8.58071581372912e-12,9.998790149004397e-07,4.8051555286816965e-11,3.591895198209474e-10,4.29018411036434e-11,9.999688862035451e-06,2.145098735779372e-11,2.8235709881561608e-14,1.0,5.848150290202427e-20,4.290184207342713e-11,4.290185310713859e-11,4.29017503249344e-11,4.29018411036434e-11,4.290197471558744e-11
6.47,3.099990002823579e-05,4.3765207561801347e-13,8.580715988642254e-12,9.99879014900608e-07,4.8051556171978034e-11,3.5961853808833763e-10,4.290184005454536e-11,9.99968843301807e-06,2.1450987178482065e-11,2.8235709216573744e-14,1.0,5.852047490266159e-20,4.2901841024950344e-11,4.290185192017292e-11,4.290174920723927e-11,4.290184005454536e-11,4.290197435696413e-11
6.48,3.099990002823579e-05,4.3765206532884464e-13,8.580716158311276e-12,9.998790149008384e-07,4.805155705976192e-11,3.600475563498627e-10,4.2901839008045136e-11,9.999688004000695e-06,2.145098693707115e-11,2.8235708553058195e-14,1.0,5.856758461569233e-20,4.290183997920113e-11,4.290185070698656e-11,4.2901748077798175e-11,4.2901839008045136e-11,4.29019738741423e-11
6.49,3.099990002823579e-05,4.3765205506210875e-13,8.580716322634944e-12,9.998790149011294e-07,4.805155795021926e-11,3.6047657460561406e-10,4.290183796419287e-11,9.99968757498333e-06,2.145098663523733e-11,2.823570789104346e-14,1.0,5.862299117644918e-20,4.290183893623212e-11,4.290184946707329e-11,4.290174693638695e-11,4.290183796419287e-11,4.290197327047466e-11
6.5,3.099990002823579e-05,4.3765204481823205e-13,8.580716481512018e-12,9.99879014901479e-07,4.80515588434007e-11,3.609055928556837e-10,4.2901836923038724e-11,9.999687145965974e-06,2.145098627465695e-11,2.823570723055806e-14,1.0,5.868685048909055e-20,4.290183789609598e-11,4.290184819992689e-11,4.2901745782778534e-11,4.2901836923038724e-11,4.29019725493139e-11
6.51,3.099990002823579e-05,4.376520345976407e-13,8.580716634841259e-12,9.998790149018858e-07,4.805155973935686e-11,3.6133461110016313e-10,4.2901835884632844e-11,9.999686716948626e-06,2.1450985857006375e-11,2.8235706571630487e-14,1.0,5.875932088115558e-20,4.290183685884538e-11,4.290184690504118e-11,4.2901744616744624e-11,4.2901835884632844e-11,4.290197171401275e-11
6.52,3.099990002823579e-05,4.3765202440076077e-13,8.580716782521421e-12,9.998790149023479e-07,4.8051560638138384e-11,3.6176362933914415e-10,4.290183484902538e-11,9.999686287931285e-06,2.145098538396195e-11,2.823570591428926e-14,1.0,5.884055825680267e-20,4.290183582453296e-11,4.2901845581909916e-11,4.290174343805899e-11,4.290183484902538e-11,4.29019707679239e-11
6.53,3.099990002823579e-05,4.3765201422801843e-13,8.580716924451261e-12,9.99879014902864e-07,4.80515615397959e-11,3.621926475727185e-10,4.290183381626648e-11,9.999685858913954e-06,2.1450984857200038e-11,2.8235705258562883e-14,1.0,5.893072094357095e-20,4.29018347932114e-11,4.2901844230026895e-11,4.290174224649704e-11,4.290183381626648e-11,4.2901969714400075e-11
6.54,3.099990002823579e-05,4.3765200407983987e-13,8.580717060529545e-12,9.998790149034318e-07,4.805156244438006e-11,3.6262166580097776e-10,4.2901832786406314e-11,9.999685429896628e-06,2.1450984278396986e-11,2.823570460447987e-14,1.0,5.902996646120597e-20,4.290183376493335e-11,4.2901842848885934e-11,4.2901741041828836e-11,4.2901832786406314e-11,4.290196855679397e-11
