Time,sul_ex,eth_ex,oxy_ex,oxy,H2O,A3c,aps,PPi,pap,sul,eth,A2c,hyd,cys,N2,N1,aco,oah,S1,S2,C1,C2,A2m,A3m,Ho,Hm,k_v0,k2,k3,k4,k5,k6,k7,k8,k9,k_v10,k11,k12,k_v13,k14,k15,k16,k17,k18,n,m,Ka,Kc,a,Ac,Am,S,N,Kh,c0,c1,c2,v1,v13,v2,v10,v14,v3,v4,v5,v6,v7,v15,v17,v18,v8,v9,v11a,v11a2,v16,v11b,vLEAK,v12
0.1,0.0,0.0,0.0,7.046626520345464,0.0,1.502458433543376,0.49689872175611305,0.0,0.3994635836474388,0.3900605639637752,4.1398806634981264,0.49754156645662406,0.5069585178639494,0.30389047273060216,1.9331699832206841,0.06683001677931588,0.28362507678657517,1.4847083634982776,1.5379289237027942,0.4620710762972058,0.0,0.0,0.4190849095140814,1.5809150904859186,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.01854338196032922,4.0,0.11720995678401191,80.0,70.46626520345464,0.1493139350238791,0.15444620185939872,0.07526855514192966,0.036466856727672255,2.7666829420594516,1.4181253839328758,0.010139170357278989,1.4847083634982776,1.3105494449565043,1.0277981577645294,9.147773110171455,9.147773110171455,7.865709705552795,8.10457564680384,0.0,7.51229216771688
0.11,0.0,0.0,0.0,7.050415148591746,0.0,1.5032953295107185,0.49657659254558784,0.0,0.39941216547137515,0.3890745820966118,4.152241810939324,0.49670467048928146,0.5076487123597745,0.3042784122235484,1.9335028209477914,0.06649717905220864,0.2839990759913973,1.4833061348523058,1.5407414300587141,0.4592585699412859,0.0,0.0,0.41694131711707527,1.5830586828829247,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.018450083588342287,4.0,0.11697880041943425,80.0,70.50415148591746,0.14930025446362585,0.154452909731954,0.0752998449393127,0.036513409466825804,2.7611236717009926,1.4199953799569864,0.01015297424719549,1.4833061348523058,1.304290095044557,1.024549587477703,9.12385541668821,9.12385541668821,7.86312641446559,8.05420573597141,0.0,7.516476647553593
0.12,0.0,0.0,0.0,7.054070713897921,0.0,1.5040628455920024,0.4962523002353748,0.0,0.3993605069485019,0.38809000819194633,4.164658262250229,0.49593715440799757,0.5083385146487791,0.30466620607516537,1.9338339479658564,0.06616605203414361,0.2843618980219687,1.481935859381089,1.5435238849542137,0.45647611504578633,0.0,0.0,0.41523842954490653,1.5847615704550935,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.018357401873569795,4.0,0.11674235241340049,80.0,70.5407071389792,0.14927892936471893,0.15445938116277347,0.07533250735625448,0.03655994472901984,2.755589952844747,1.4218094901098435,0.010166770292975582,1.481935859381089,1.2980441447611435,1.02128881687824,9.099969425867382,9.099969425867382,7.859421436666484,8.009937267995738,0.0,7.520314227960013
0.13,0.0,0.0,0.0,7.057605561315223,0.0,1.504755722800222,0.49592586919519993,0.0,0.3993085311987385,0.38710690326881453,4.17712981630823,0.49524427719977804,0.5090279089040718,0.30505386797563033,1.9341628804663278,0.06583711953367222,0.28471412450256545,1.4805966704383162,1.5462765861180763,0.4537234138819237,0.0,0.0,0.4139108123052977,1.5860891876947023,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.018265328616935955,4.0,0.11650026560584414,80.0,70.57605561315223,0.1492494579512303,0.15446554777962612,0.07536650270835472,0.036606464157075636,2.750101950239512,1.4235706225128273,0.010180558178081436,1.4805966704383162,1.2918146454970707,1.0180239643237439,9.076114275784569,9.076114275784569,7.855015933342459,7.970874399794609,0.0,7.52377861400111
0.14,0.0,0.0,0.0,7.06103087843365,0.0,1.505372346495112,0.49559732486393704,0.0,0.3992561592338007,0.3861253299613632,4.189656099094159,0.4946276535048879,0.5097168790307687,0.3054414112133711,1.934489777545032,0.06551022245496796,0.28505645499060356,1.4792877377368028,1.5489997868799354,0.45100021312006455,0.0,0.0,0.4129045766001702,1.5870954233998298,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.018173855840992986,4.0,0.11625247880102733,80.0,70.6103087843365,0.14921170156942506,0.1544713917319358,0.07540179288676895,0.03665296934560453,2.744653030614716,1.4252822749530178,0.010194337580615373,1.4792877377368028,1.285605219520123,1.0147532062120252,9.052292014076274,9.052292014076274,7.850212851646043,7.936274388028227,0.0,7.5268617324755605
0.15,0.0,0.0,0.0,7.064356778491989,0.0,1.5059136950048315,0.4952666931699622,0.0,0.39920331225671224,0.3851453504576201,4.202236737266231,0.4940863049951685,0.5104054089946032,0.30582884869033267,1.9348148123631994,0.06518518763680059,0.28538952710531235,1.4780082701748423,1.5516937644793172,0.4483062355206828,0.0,0.0,0.4121752141435495,1.5878247858564505,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.018082975781372853,4.0,0.1159991315643131,80.0,70.6435677849199,0.1491657791848804,0.1544768963397477,0.07543834156359963,0.03669946184283992,2.7392359021295603,1.4269476355265618,0.010208108179892064,1.4780082701748423,1.2794190455361045,1.0114744919243777,9.02850469232135,9.02850469232135,7.845224814235583,7.905518701255118,0.0,7.529568475024158
0.16,0.0,0.0,0.0,7.067592398252937,0.0,1.5063824302529034,0.4949340000526956,0.0,0.399149913728278,0.3841670248071685,4.21487140056293,0.4936175697470966,0.511093482911609,0.30621619293920305,1.9351380130812692,0.0648619869187308,0.285713876991392,1.476757514156394,1.5543588354202775,0.44564116457972247,0.0,0.0,0.4116856475423367,1.5883143524576633,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017992680878024254,4.0,0.11574049129040999,80.0,70.67592398252937,0.14911197636283405,0.15448203419474002,0.07547611413260813,0.036745943152704366,2.7338493364744534,1.42856938495696,0.010221869658232182,1.476757514156394,1.273258648790315,1.0081880245004367,9.004753645489965,9.004753645489965,7.840198706545852,7.8780878206631515,0.0,7.5319121512645175
0.17,0.0,0.0,0.0,7.070745955653247,0.0,1.5067826117487673,0.49459927130381115,0.0,0.39909588999610957,0.38319041055637443,4.22755975478624,0.49321738825123274,0.5117810849345968,0.3066034561327957,1.935459441575512,0.06454055842448803,0.2860299949612263,1.475534749822192,1.556995331274677,0.44300466872532307,0.0,0.0,0.41140553626592924,1.5885944637340708,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017902963768511828,4.0,0.11547692952304325,80.0,70.70745955653247,0.14905071635683875,0.15448678167739044,0.07551507751227005,0.03679241473593548,2.7284906734679564,1.4301499748061315,0.010235621698691936,1.475534749822192,1.2671262316330387,1.0048934814478838,8.981040315143886,8.981040315143886,7.83522412393286,7.853553664355624,0.0,7.5339130587438365
0.18,0.0,0.0,0.0,7.073824878964965,0.0,1.5071186832445465,0.494262532053843,0.0,0.39904117241016124,0.38221556102463256,4.240301512110879,0.49288131675545355,0.5124681993556548,0.3069906501066921,1.9357790077621795,0.06422099223782052,0.28633828008014633,1.4743392884968936,1.5596036154114257,0.44039638458857433,0.0,0.0,0.4113089959046812,1.5886910040953188,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.01781381727844902,4.0,0.11520884260940396,80.0,70.73824878964965,0.14898245929722068,0.15449110495687976,0.07555520004153003,0.03683887801280305,2.7231637049529134,1.4316914004007317,0.010249363987113095,1.4743392884968936,1.2610234331660704,1.00159291679414,8.957365412215351,8.957365412215351,7.830361140160444,7.831548550332733,0.0,7.535593416222732
0.19,0.0,0.0,0.0,7.076835899692866,0.0,1.507395140955058,0.49392380667147895,0.0,0.39898569778216875,0.38124252503492856,4.253096367521526,0.4926048590449419,0.513154810503406,0.3073777863752193,1.9360966931945855,0.06390330680541445,0.2866391136536015,1.473170467783163,1.562184055093691,0.43781594490630904,0.0,0.0,0.41137362077913364,1.5886263792208664,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017725234413736003,4.0,0.11493662595261768,80.0,70.76835899692865,0.1489076692357226,0.15449497802159823,0.0755964512234483,0.036885334365026314,2.717869220467218,1.4331955682680075,0.010263096210068118,1.473170467783163,1.2549517439135844,0.998287269591786,8.933729938268767,8.933729938268767,7.8256507361117125,7.811753268577675,0.0,7.5369757047752906
0.2,0.0,0.0,0.0,7.079785101547593,0.0,1.5076165520368796,0.4935831187978973,0.0,0.3989294078817185,0.3802713473703328,4.265944010772156,0.4923834479631204,0.5138409027492287,0.30776487613998105,1.9364125198261941,0.06358748017380589,0.2869328513052598,1.4720276499888894,1.5647370211334302,0.43526297886656984,0.0,0.0,0.4115802624106948,1.5884197375893052,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017637208354707223,4.0,0.11466067551217594,80.0,70.79785101547593,0.14882681594113908,0.154498379989802,0.07563880165421165,0.03693178513679773,2.7126063020754043,1.434664256526299,0.010276818054984574,1.4720276499888894,1.2489124759380592,0.9949768430854208,8.910135042914868,8.910135042914868,7.82111587206897,7.793894155507804,0.0,7.538082760184398
0.21,0.0,0.0,0.0,7.082677985428584,0.0,1.507787404515014,0.49324049132247866,0.0,0.39887224931301374,0.3793020688712595,4.278844135688918,0.4922125954849861,0.5145264605478734,0.3081519303017762,1.9367265111162228,0.06327348888377715,0.28721981642648275,1.4709102205211335,1.5672628909957755,0.43273710900422446,0.0,0.0,0.41191243519162346,1.5880875648083765,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017549732449668662,4.0,0.11438137639011428,80.0,70.82677985428585,0.14874036004256608,0.15450129195861467,0.07568222295484309,0.03697823163621314,2.707373968549278,1.4360990821324138,0.010290529210957468,1.4709102205211335,1.242906730091202,0.9916619111137764,8.886581848638999,8.886581848638999,7.816767021317621,7.777734961245885,0.0,7.53893702257507
0.22,0.0,0.0,0.0,7.085519500534633,0.0,1.507912046264529,0.4928959463777027,0.0,0.39881417345433917,0.37833472649485583,4.291796438834052,0.492087953735471,0.5152114684391207,0.3085389594662934,1.9370386968617639,0.06296130313823611,0.2875003035983852,1.4698175868515058,1.5697620471590252,0.43023795284097477,0.0,0.0,0.4123560579659127,1.5876439420340873,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017462800210006055,4.0,0.11409909832035779,80.0,70.85519500534633,0.14864874701957867,0.15450369736759895,0.0757266877259409,0.037024675135955205,2.7021709659303297,1.437501517991926,0.010304229368782414,1.4698175868515058,1.2369354206132797,0.9883426410607747,8.863071473569029,8.863071473569029,7.812604586960707,7.763073327786721,0.0,7.539560231322645
0.23,0.0,0.0,0.0,7.088314126206179,0.0,1.507994594061224,0.49254950536696285,0.0,0.39875513601870877,0.3773693536841644,4.304800625976172,0.49200540593877595,0.5158959110780476,0.3089259739592462,1.937349088567964,0.06265091143203594,0.28777457662961214,1.4687491761766485,1.5722348773553618,0.4277651226446382,0.0,0.0,0.4128988709905166,1.5871011290094834,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017376405303313518,4.0,0.1138141890640196,80.0,70.8831412620618,0.148552398280182,0.15450557986552801,0.07577216943887838,0.03707111687510954,2.69699682750606,1.4388728831480608,0.01031791822156095,1.4687491761766485,1.2309992706597488,0.9850194805154866,8.83960492364615,8.83960492364615,7.808623352442005,7.749732768383402,0.0,7.5399729703061205
0.24,0.0,0.0,0.0,7.091065909422846,0.0,1.5080388938190543,0.49220118898459037,0.0,0.39869509689052535,0.37640598050648866,4.317856408743124,0.4919611061809457,0.5165797732342471,0.3093129838337127,1.9376576913706633,0.06234230862933665,0.28804287433747744,1.4677044341578251,1.5746817720720852,0.42531822792791485,0.0,0.0,0.41353018315210877,1.5864698168478912,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017290541548441906,4.0,0.11352697169397635,80.0,70.91065909422846,0.148451707314549,0.15450692420033965,0.07581864237721483,0.03711755806004552,2.69185136851023,1.4402143716873872,0.010331595464684942,1.4677044341578251,1.2250988488047896,0.9816929702750868,8.816183148138087,8.816183148138087,7.804814460191709,7.737559216080272,0.0,7.540194469095272
0.25,0.0,0.0,0.0,7.093778565994011,0.0,1.5080484710144095,0.49185101728923186,0.0,0.3986340194562402,0.37544463422743923,4.33096350063421,0.49195152898559047,0.5172630397983028,0.30969999888995087,1.9379645196253317,0.06203548037466833,0.28830542100647477,1.4666828216067922,1.57710311939904,0.4228968806009601,0.0,0.0,0.41424028173415195,1.585759718265848,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.01720520290793185,4.0,0.1132377413194508,80.0,70.93778565994012,0.1483470349179816,0.15450771720436554,0.07586608147242813,0.037163999866794105,2.686734012469984,1.441527105032374,0.010345260795966055,1.4666828216067922,1.219234632039847,0.9783634961230735,8.792807112255561,8.792807112255561,7.801169180046431,7.726413133166891,0.0,7.540242355072047
0.26,0.0,0.0,0.0,7.096455330971501,0.0,1.5080266269197606,0.4914990096060784,0.0,0.3985718715183577,0.3744853385282133,4.344121622822948,0.49197337308023936,0.5179456957710511,0.3100870286462472,1.9382695748476302,0.06173042515236982,0.288562411080685,1.4656838193633281,1.5794993124522902,0.42050068754770975,0.0,0.0,0.41502134471762275,1.5849786552823772,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.01712038349136982,4.0,0.11294677237832125,80.0,70.964553309715,0.1482387187181315,0.15450794639082233,0.07591446256005106,0.037210443437549666,2.6816447469046327,1.442812055403425,0.010358913915421023,1.4656838193633281,1.213406922598529,0.9750316408555568,8.769477695118763,8.769477695118763,7.797672952994531,7.716181326350974,0.0,7.540133134598803
0.27,0.0,0.0,0.0,7.099099214829137,0.0,1.5079763351682685,0.491145184742733,0.0,0.3985086235224643,0.37352811499436633,4.357330497977035,0.49202366483173154,0.5186277262926482,0.31047408238956886,1.9385728690257815,0.06142713097421848,0.28881403113850085,1.464706920113957,1.581870738543015,0.4181292614569849,0.0,0.0,0.4158659639776454,1.5841340360223546,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.017036077541241736,4.0,0.11265431158630324,80.0,70.99099214829137,0.14812706314477775,0.15450760112669173,0.07596376196638091,0.03725688988674826,2.6765831119719197,1.4440701556925042,0.010372554525852964,1.464706920113957,1.20761597538356,0.9716978104076551,8.746195800562305,8.746195800562305,7.794314339884012,7.7067573632178314,0.0,7.539881675841342
