Time,sul_ex,eth_ex,oxy_ex,oxy,H2O,A3c,aps,PPi,pap,sul,eth,A2c,hyd,cys,N2,N1,aco,oah,S1,S2,C1,C2,A2m,A3m,Ho,Hm,k_v0,k2,k3,k4,k5,k6,k7,k8,k9,k_v10,k11,k12,k_v13,k14,k15,k16,k17,k18,n,m,Ka,Kc,a,Ac,Am,S,N,Kh,c0,c1,c2,v1,v13,v2,v10,v14,v3,v4,v5,v6,v7,v15,v17,v18,v8,v9,v11a,v11a2,v16,v11b,vLEAK,v12
6.03,0.0,0.0,0.0,7.548817802407659,0.0,1.3240732572750202,0.23232513896684015,0.0,0.23294495645652766,0.08955615321975224,15.852133832043032,0.6759267427249798,0.6717917447463472,0.533759973700233,1.9877530972940594,0.012246902705940643,0.33169649889280445,1.4609056347581229,1.9255217097194,0.07447829028060005,0.0,0.0,1.0023848377060698,0.9976151622939302,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019687983729572136,4.0,0.02371578150053963,80.0,75.48817802407659,0.06152310069973915,0.09260741173909853,0.09814243452839291,0.06405119684402795,1.9413954072258102,1.6584824944640222,0.013435834894926944,1.4609056347581229,0.2470418812959702,0.23581677037109972,4.547645718503189,4.547645718503189,6.743147671423883,6.829592937852132,0.0,6.620366286375101
6.04,0.0,0.0,0.0,7.548457802742127,0.0,1.324450451051457,0.2319472247761069,0.0,0.2326343171719795,0.08933891235974648,15.872711168844768,0.675549548948543,0.6716012424586103,0.5341008773779877,1.987757207628854,0.012242792371145894,0.3320554799722934,1.461903770640873,1.9256337567699415,0.07436624323005847,0.0,0.0,1.0015160380939232,0.9984839619060767,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019637828012744776,4.0,0.02366499255426256,80.0,75.48457802742126,0.0614405212949697,0.09248410814008384,0.09818163887173376,0.06409210528535852,1.9432630720733495,1.660277399861467,0.013432024849172206,1.461903770640873,0.2469371858949338,0.23575134267004047,4.551598209655425,4.551598209655425,6.7452539009800425,6.83256869168627,0.0,6.622252255257285
6.05,0.0,0.0,0.0,7.54809428058931,0.0,1.3248311733812168,0.23156962833070482,0.0,0.232324085628761,0.0891221285333128,15.893269460784317,0.6751688266187832,0.6714091525147123,0.5344417653006334,1.9877611091020295,0.012238890897970478,0.33241654226435796,1.4629094911127998,1.9257453401038442,0.07425465989615576,0.0,0.0,1.0006385563023834,0.9993614436976166,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019587834100319294,4.0,0.023614354823804088,80.0,75.4809428058931,0.06135813248416399,0.09236095642410819,0.09822108216337741,0.064133011836076,1.9451599094258536,1.6620827113217898,0.013428183050294248,1.4629094911127998,0.24683477289695988,0.23568987114806003,4.555586635914508,4.555586635914508,6.747376933093729,6.835561006427397,0.0,6.624155866906084
6.0600000000000005,0.0,0.0,0.0,7.547727223263398,0.0,1.3252154141279577,0.2311923492016679,0.0,0.23201426186018942,0.08890580041777994,15.913808446209828,0.6747845858720423,0.6712154747904111,0.5347826398077585,1.9877648912939851,0.012235108706014852,0.3327798182779124,1.463922824735138,1.9258565021266714,0.07414349787332863,0.0,0.0,0.9997523839772176,1.0002476160227824,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019538001021155893,4.0,0.023563867423805163,80.0,75.47727223263398,0.06127593295810076,0.09223796080103473,0.09826076538611155,0.06417391677693102,1.9470717626607454,1.6638990913895622,0.013424309495808223,1.463922824735138,0.2467345974877509,0.23563063655705346,4.559611289051643,4.559611289051643,6.749516733474309,6.8385700541173815,0.0,6.626077070639789
6.07,0.0,0.0,0.0,7.547356621752703,0.0,1.325603161683526,0.2308153870003044,0.0,0.23170484617758005,0.08868992667554143,15.93432798399644,0.674396838316474,0.6710202087779732,0.5351235033147166,1.9877685475597926,0.012231452440207402,0.333145315142993,1.4649438042515326,1.9259672458788182,0.07403275412118182,0.0,0.0,0.9988575210800115,1.0011424789199885,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019488327800291881,4.0,0.02351352944211556,80.0,75.47356621752704,0.06119392135456203,0.0921151211097947,0.09830068973768617,0.06421482039776599,1.9489997490291835,1.665726575714965,0.013420404175559465,1.4649438042515326,0.24663665202604831,0.23557376769364,4.563672255154285,4.563672255154285,6.751673224879576,6.841595723153945,0.0,6.62801580841763
6.08,0.0,0.0,0.0,7.54698246697492,0.0,1.3259944042970446,0.23043874134199793,0.0,0.2313958388769753,0.08847450597737996,15.954827932954244,0.6740055957029554,0.6708233539606892,0.5354643582448885,1.9877720706101243,0.012227929389875714,0.33351303949531536,1.465972462709418,1.9260775743179173,0.07392242568208274,0.0,0.0,0.9979539676957792,1.0020460323042208,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019438813468884335,4.0,0.02346333996979025,80.0,75.4698246697492,0.06111209631054867,0.09199243715501039,0.0983408564248743,0.06425572298938662,1.9509450939178117,1.6675651974765768,0.013416467079213783,1.465972462709418,0.24654092876097974,0.23551940578182587,4.5677696198675015,4.5677696198675015,6.7538463292498925,6.844637898626164,0.0,6.629972021485223
6.09,0.0,0.0,0.0,7.546604749777124,0.0,1.3263891300749127,0.23006241184620738,0.0,0.2310872402391448,0.0882595370024674,15.975308151828283,0.6736108699250873,0.6706249098128727,0.5358052070296827,1.9877754525112545,0.012224547488745463,0.33388299747627437,1.467008833460018,1.926187490318838,0.07381250968116193,0.0,0.0,0.9970417240329619,1.0029582759670381,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001938945706417111,4.0,0.02341329810110346,80.0,75.46604749777124,0.06103045646232546,0.0918699087071886,0.09838126666338122,0.06429662484356193,1.9529091314936737,1.669414987381372,0.013412498196257455,1.467008833460018,0.2464474198359287,0.23546770447630078,4.5719034683901585,4.5719034683901585,6.7560359677272235,6.847696462290985,0.0,6.631945650374563
6.1000000000000005,0.0,0.0,0.0,7.546223460935774,0.0,1.326787326980806,0.22968639813646702,0.0,0.23077905052958536,0.08804501843836485,15.995768499298553,0.6732126730191941,0.6704248757998617,0.5361460521085356,1.9877786846850583,0.01222131531494175,0.33425519473294435,1.4680529501583464,1.926296996673687,0.07370300332631308,0.0,0.0,0.9961207904234288,1.0038792095765712,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001934025762943243,4.0,0.023363402933562774,80.0,75.46223460935775,0.06094900044546645,0.09174753550291316,0.09842192167775299,0.06433752625302427,1.954893305347402,1.6712759736647218,0.013408497515997233,1.4680529501583464,0.24635611729239623,0.23541882986574425,4.576073885470909,4.576073885470909,6.758242060674392,6.850771292549418,0.0,6.63393663490403
6.11,0.0,0.0,0.0,7.545838591156711,0.0,1.3271889828356767,0.2293106998403866,0.0,0.23047126999852113,0.08783094898102263,16.01620883397999,0.6728110171643233,0.670223251378017,0.536486895928911,1.9877817579090118,0.012218242090988207,0.33462963641807864,1.4691048467632053,1.9264060960918077,0.07359390390819232,0.0,0.0,0.9951911673224774,1.0048088326775226,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001929121421395262,4.0,0.023313653567923125,80.0,75.4583859115671,0.06086772689489998,0.09162531724503657,0.09846282270128388,0.06437842751146931,1.9568991691339148,1.6731481820903933,0.01340446502756034,1.4691048467632053,0.24626701307385412,0.23537296047605197,4.580280955404093,4.580280955404093,6.760464527694603,6.853862264422465,0.0,6.635944914178383
6.12,0.0,0.0,0.0,7.545450131075156,0.0,1.3275940853177532,0.22893531658965113,0.0,0.23016389888090333,0.08761732733478023,16.036629014422488,0.6724059146822468,0.6700200359947236,0.5368277409463005,1.9877846623161928,0.012215337683807226,0.33500632719011025,1.4701645575371878,1.9265147911997804,0.07348520880021958,0.0,0.0,0.9942528553088326,1.0057471446911674,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019242325872982256,4.0,0.023264049108200745,80.0,75.45450131075155,0.06078663444495363,0.09150325360287097,0.09850397097592335,0.06441932891355606,1.9589283872111134,1.6750316359505513,0.013400400719894472,1.4701645575371878,0.2461800990295993,0.23533028727354688,4.584524762025434,4.584524762025434,6.762703287651224,6.856969249526707,0.0,6.637970426588766
6.13,0.0,0.0,0.0,7.545058069964616,0.0,1.32800261984343,0.22856024806887723,0.0,0.22985693750637046,0.08740415218788587,16.057028852002524,0.67199738015657,0.6698152288719076,0.5371685897045999,1.9877875273829222,0.012212472617077808,0.3353853304445903,1.4712321050432138,1.9266230672896303,0.07337693271036971,0.0,0.0,0.9933058581144301,1.00669414188557,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001919359165622671,4.0,0.02321458861814126,80.0,75.45058069964617,0.06070572164550665,0.0913813506915198,0.09854536691632187,0.06446023076455198,1.9609602516670914,1.6769266522229516,0.013396304577438152,1.4712321050432138,0.24609546824077813,0.23528831452705062,4.588805708080289,4.588805708080289,6.764958259660693,6.860092603997284,0.0,6.64001309921715
6.140000000000001,0.0,0.0,0.0,7.544662398561768,0.0,1.3284145742038196,0.2281854939087171,0.0,0.22955038605865893,0.08719142226605905,16.077408213994886,0.6715854257961804,0.669608829479693,0.5375094446602474,1.9877903156398964,0.012209684360103612,0.3357666387175315,1.472307526407755,1.9267309300652442,0.07326906993475579,0.0,0.0,0.9923501759953401,1.0076498240046599,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019145010633015594,4.0,0.023165271216758453,80.0,75.44662398561768,0.06062498714604734,0.09125960687176035,0.0985870119392039,0.06450113335922969,1.9630007962141471,1.6788331935876575,0.01339217658959386,1.472307526407755,0.24601309333952698,0.235247765029455,4.593123817283868,4.593123817283868,6.767229361076158,6.863232101514915,0.0,6.6420728710190975
6.15,0.0,0.0,0.0,7.544263107478269,0.0,1.3288299359580247,0.2278110537459568,0.0,0.2292442447108654,0.08697913630237707,16.097766965624462,0.6711700640419753,0.6694008372701069,0.5378503082810959,1.9877929948715882,0.012207005128411774,0.33615024654625636,1.4733908585553237,1.9268383844208674,0.07316161557913259,0.0,0.0,0.991385809458716,1.008614190541284,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001909658187802471,4.0,0.023116096024474404,80.0,75.4426310747827,0.06054442959195399,0.0911380207501773,0.09862890743430555,0.06454203699373151,1.9650552390535545,1.6807512327312817,0.013388016745402138,1.4733908585553237,0.24593295114647848,0.23520926040246187,4.597479126149004,4.597479126149004,6.769516508592386,6.866387532688609,0.0,6.644149679790123
6.16,0.0,0.0,0.0,7.543860186922447,0.0,1.3292486919763353,0.22743692723404793,0.0,0.22893851364915016,0.0867672930319978,16.118104959911378,0.6707513080236647,0.6691912516304125,0.5381911830637384,1.987795568292571,0.01220443170742902,0.3365361632375748,1.474482135620957,1.9269454307222336,0.07305456927776643,0.0,0.0,0.9904127599159069,1.009587240084093,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019048304468797443,4.0,0.023067062153822097,80.0,75.43860186922447,0.06046404760659504,0.0910165925686538,0.0986710545842872,0.0645829419676486,1.9671231123641137,1.682680816187874,0.01338382503260825,1.474482135620957,0.2458550445171312,0.23517273913191897,4.601871753081516,4.601871753081516,6.77181961850407,6.869558810416405,0.0,6.646243459881677
6.17,0.0,0.0,0.0,7.543453627022292,0.0,1.3296708289703658,0.22706311403088514,0.0,0.22863319304522842,0.08655589119828408,16.13842204945611,0.6703291710296342,0.668980071937267,0.5385320715134008,1.9877980395267565,0.012201960473243512,0.33692439804983226,1.475581391953127,1.9270520691224537,0.07294793087754625,0.0,0.0,0.9894310289244965,1.0105689710755035,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0019000177488589128,4.0,0.023018168720378235,80.0,75.43453627022292,0.06038383981240795,0.09089532258120951,0.09871345457380958,0.06462384858160809,1.96920387947985,1.6846219902491613,0.013379601438745342,1.475581391953127,0.24577937699898042,0.23513813177314302,4.6063018185662825,4.6063018185662825,6.774138606493127,6.872745847858878,0.0,6.6483541448518295
6.18,0.0,0.0,0.0,7.543043417825461,0.0,1.330096333493056,0.22668961379880623,0.0,0.2283282830563703,0.08634492955280364,16.158718086439475,0.669903666506944,0.6687672975567222,0.5388729761439415,1.9878004126073938,0.012199587392606182,0.3373149601929094,1.4766886621137416,1.927158299562015,0.0728417004379851,0.0,0.0,0.9884406181883023,1.0115593818116977,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018952200026332413,4.0,0.02296941484278007,80.0,75.43043417825461,0.06030380483094981,0.09077421105387813,0.09875610858944586,0.06466475713727297,1.971296934480045,1.686574800964547,0.013375345951134444,1.4766886621137416,0.24570595283622776,0.23510536094893125,4.610769445176698,4.610769445176698,6.7764733876515395,6.87594855842349,0.0,6.6504816674652805
6.19,0.0,0.0,0.0,7.542629549299272,0.0,1.3305251919386711,0.2263164262045921,0.0,0.2280237838254008,0.08613440685532915,16.178992922622644,0.6694748080613289,0.6685529278442232,0.5392138994778518,1.9878026919770704,0.01219730802292962,0.33770785882822235,1.4778039808781434,1.9272641217687811,0.07273587823121885,0.0,0.0,0.9874415295573755,1.0125584704426245,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018904371176602728,4.0,0.02292079964274208,80.0,75.42629549299272,0.06022394128294781,0.09065325826458585,0.0987990178195931,0.06470566793734221,1.9734016017802671,1.6885392941411117,0.013371058556884464,1.4778039808781434,0.24563477697455227,0.23507434134754765,4.615274757584317,4.615274757584317,6.778823876504488,6.879166855748809,0.0,6.6526259596933555
6.2,0.0,0.0,0.0,7.5422120113307045,0.0,1.3309573905428012,0.22594355091946688,0.0,0.22771969548069998,0.08592432187383826,16.199246409347136,0.6690426094571988,0.6683369621446098,0.5395548440462555,1.987804882487711,0.012195117512288967,0.33810310306872243,1.4789273832351097,1.9273695352579931,0.07263046474200685,0.0,0.0,0.9864337650280022,1.0135662349719978,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018856690039584182,4.0,0.0228723222450727,80.0,75.42212011330705,0.060144247788349633,0.09053246450303004,0.09884218345438305,0.06474658128555066,1.9755171357251342,1.6905155153436122,0.013366739242892197,1.4789273832351097,0.24556585506595954,0.23504497972077,4.619817882568638,4.619817882568638,6.781189987033739,6.882400653688495,0.0,6.654786952714006
6.21,0.0,0.0,0.0,7.541790792986631,0.0,1.3313929151129975,0.22557098763893052,0.0,0.22741601822296392,0.08571467337193339,16.219478437407815,0.6686070848870025,0.6681193997120137,0.5398958123740298,1.9878069427601721,0.012193057239827887,0.33850066852876387,1.4800588926715006,1.927474534543093,0.07252546545690697,0.0,0.0,0.9854173283140264,1.0145826716859736,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018809155723106732,4.0,0.02282398176972337,80.0,75.4179079298663,0.060064722959502735,0.0904118279836963,0.09888560589101107,0.06478749748488358,1.9776502898746766,1.6925033426438194,0.013362387994240275,1.4800588926715006,0.2454991854252278,0.23501807327994545,4.624398844986576,4.624398844986576,6.783571624928255,6.8856497169108755,0.0,6.656964575564988
6.22,0.0,0.0,0.0,7.5413658828267485,0.0,1.3318317511427196,0.22519873607436916,0.0,0.227112752288503,0.0855054601141635,16.23968892018573,0.6681682488572804,0.6679002397437438,0.5402368069860992,1.9878088049141593,0.012191195085840656,0.33890051147424627,1.4811985261281087,1.927579111161652,0.07242088883834796,0.0,0.0,0.9843922241821454,1.0156077758178546,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018761767341706713,4.0,0.02277577733522207,80.0,75.41365882826749,0.059985365404210844,0.09029134574147495,0.09892928507090437,0.0648284168383319,1.9798121575934922,1.6945025573712313,0.013358004794874876,1.4811985261281087,0.24543476268735656,0.2349949298756303,4.6290176113196475,4.6290176113196475,6.785968690940533,6.888913723792654,0.0,6.659158755713598
6.23,0.0,0.0,0.0,7.54093727135631,0.0,1.3322738847044098,0.22482679588729962,0.0,0.22680989766158527,0.08529668090773321,16.259877661449384,0.6677261152955902,0.6676794816458631,0.5405778304567688,1.9878105292042971,0.012189470795702873,0.3393026797263852,1.482346332841867,1.9276832695538575,0.07231673044614251,0.0,0.0,0.9833584532421917,1.0166415467578083,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018714524009751455,4.0,0.02272770808506764,80.0,75.4093727135631,0.059906173748483615,0.09017102053988967,0.09897322311315038,0.06486933965481224,1.9819930389593876,1.696513398631926,0.013353589632917263,1.482346332841867,0.24537260429426822,0.23497438917591773,4.633674435009973,4.633674435009973,6.7883811066469155,6.892192761914554,0.0,6.661369423522049
6.24,0.0,0.0,0.0,7.5405049479582,0.0,1.332719301332417,0.22445516677161784,0.0,0.2265074544342434,0.08508833455033216,16.280044520711662,0.667280698667583,0.6674571247009997,0.5409188853480172,1.9878121105980993,0.012187889401900742,0.3397071739409563,1.483502345761204,1.9277870072013679,0.07221299279863214,0.0,0.0,0.9823160184635578,1.0176839815364422,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018667424850003487,4.0,0.022679773154691527,80.0,75.405049479582,0.05982714660806433,0.09005085221302724,0.09901742101889616,0.06491026624176206,1.9841938207645393,1.6985358697047814,0.013349142494019995,1.483502345761204,0.2453127170544195,0.23495654834191498,4.63836942513426,4.63836942513426,6.790808782224448,6.895486708611416,0.0,6.663596506662085
6.25,0.0,0.0,0.0,7.540068901922334,0.0,1.3331679863978139,0.2240838484260016,0.0,0.22620542268554683,0.08488041984763998,16.300189357746877,0.6668320136021861,0.6672331681798074,0.541259974230202,1.9878135436757551,0.012186456324244865,0.3401139941539101,1.484666597847875,1.9278903212914147,0.07210967870858531,0.0,0.0,0.9812649229887094,1.0187350770112906,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018620468990696254,4.0,0.02263197168257585,80.0,75.40068901922334,0.0597482825980731,0.08993084057344579,0.09906187977727737,0.06495119690762424,1.9864154568510326,1.7005699707695503,0.013344663363596148,1.484666597847875,0.24525510842732118,0.23494151198352228,4.643102691031875,4.643102691031875,6.793251627306171,6.898795438730976,0.0,6.665839931989069
6.26,0.0,0.0,0.0,7.5396291224456515,0.0,1.3336199251083973,0.22371284055391058,0.0,0.22590380248160194,0.0846729356133264,16.32031203259076,0.6663800748916027,0.6670076113409656,0.5416010996820592,1.987814822630128,0.012185177369872013,0.340523139781372,1.4858391220769602,1.9279932087168024,0.07200679128319765,0.0,0.0,0.9802051701331866,1.0197948298668134,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018573655565501167,4.0,0.022584302810270497,80.0,75.39629122445652,0.059669580333058615,0.08981098541228741,0.09910660036535107,0.0649921319618471,1.9886589684877485,1.70261569890686,0.013340152226819313,1.4858391220769602,0.2451997865333639,0.2349293921612291,4.647874342304238,4.647874342304238,6.795709551007163,6.902118824610849,0.0,6.668099625541987
6.2700000000000005,0.0,0.0,0.0,7.539185598632121,0.0,1.334075102508689,0.22334214286358628,0.0,0.22560259387555198,0.08446588066905111,16.34041240554046,0.665924897491311,0.6667804534311799,0.5419422642907029,1.9878159412667566,0.012184058733243353,0.34093460961964245,1.487019951436866,1.9280956660759088,0.07190433392409123,0.0,0.0,0.9791367633856034,1.0208632366143966,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001852698371349501,4.0,0.022536765682410212,80.0,75.3918559863212,0.05959103842704983,0.08969128649939044,0.09915158374802846,0.06503307171488434,1.9909254447452325,1.7046730480982122,0.013335609068623598,1.487019951436866,0.24514676016370457,0.23492030838780836,4.6526844888142005,4.6526844888142005,6.7981824619509,6.905456736055305,0.0,6.670375512543445
6.28,0.0,0.0,0.0,7.538738319492738,0.0,1.3345335034799335,0.22297175506805222,0.0,0.22530179690757712,0.08425925384446396,16.360490337154538,0.6654664965200665,0.6665516936851815,0.5422834706516263,1.9878168930038542,0.012183106996145776,0.3413484018451967,1.4882091189293238,1.9281976896726842,0.07180231032731577,0.0,0.0,0.9780597064076473,1.0219402935923527,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018480452579127482,4.0,0.022489359446731513,80.0,75.38738319492738,0.05951265549360748,0.08957174358340106,0.09919683087800726,0.06507401647819515,1.9932160428696284,1.7067420092259835,0.013331033873703631,1.4882091189293238,0.245096038790221,0.23491438763003403,4.657533240685286,4.657533240685286,6.800670268295912,6.908809040311734,0.0,6.672667517399668
6.29,0.0,0.0,0.0,7.538287273945528,0.0,1.3349951127401007,0.2226016768851137,0.0,0.2250014116048944,0.08405305397720478,16.38054568825298,0.6650048872598993,0.6663213313257277,0.5426247213687008,1.9878176708723092,0.012182329127690794,0.34176451401468505,1.4894066575693916,1.9282992755166517,0.0717007244833483,0.0,0.0,0.9769740030340792,1.0230259969659208,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0018434061312189109,4.0,0.022442083254089654,80.0,75.38287273945528,0.05943443014587557,0.0894523563918846,0.09924234269570392,0.06511496656424409,1.9955319886547411,1.7088225700734252,0.013326426626514554,1.4894066575693916,0.24504763257552362,0.23491176431031563,4.662420708300929,4.662420708300929,6.803172877762682,6.912175602046941,0.0,6.674975563700504
6.3,0.0,0.0,0.0,7.537832445023563,0.0,1.33545991601576,0.2222319080959316,0.0,0.22470143771836232,0.08384727988288772,16.400578127753636,0.6645400839842399,0.6660893659919869,0.5429660188581606,1.9878184373353696,0.012181562664630441,0.34218313754830615,1.4906125946468827,1.9284004709362084,0.07159952906379163,0.0,0.0,0.9758796551604354,1.0241203448395646,0.0,0.0,1.6,0.2,0.2,0.2,0.1,0.12,10.0,10.0,10.0,80.0,10.0,5.0,4.0,10.0,5.0,10.0,0.02,1.0,4.0,4.0,1.0,0.1,0.1,2.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,0.001838780909430161,4.0,0.022394936270110233,80.0,75.37832445023562,0.059356361064362984,0.08933313215846517,0.09928811981080125,0.06515592226297928,1.997846701993983,1.7109156877415308,0.013321787319839738,1.4906125946468827,0.24500151502029358,0.23490931179212274,4.667347381585464,4.667347381585464,6.805690199696531,6.915556837725145,0.0,6.677299580078801
