Time,n,c,a,m,vt,Gat,Tt,Gmt,alt,Bat,A,t1,default_compartment,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
5.05,0.06099096182369913,0.0050915464816931495,0.005626336728443014,0.07635475348027244,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0050915464816931495,0.0060990961823699135,0.0060990961823699135,0.005626336728443014,4.2959755389726894e-07,0.0050915464816931495,0.0007635475348027245,0.0,0.003155577308372873,0.0050915464816931495
5.06,0.06098079509894973,0.005072309418234538,0.005631031410975045,0.0763979350032629,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.005072309418234538,0.006098079509894973,0.006098079509894973,0.005631031410975045,4.3019917173700325e-07,0.005072309418234538,0.0007639793500326291,0.0,0.0031608289559810258,0.005072309418234538
5.07,0.06097044747762252,0.005053315725718438,0.0056356691702077605,0.07644092106431204,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.005053315725718438,0.0060970447477622525,0.0060970447477622525,0.0056356691702077605,4.3079574218442833e-07,0.005053315725718438,0.0007644092106431204,0.0,0.0031660211735233448,0.005053315725718438
5.08,0.06095992155370724,0.005034562395215406,0.005640250395430715,0.07648371409771962,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.005034562395215406,0.006095992155370725,0.006095992155370725,0.005640250395430715,4.3138729868367284e-07,0.005034562395215406,0.0007648371409771962,0.0,0.0031711542418187185,0.005034562395215406
5.09,0.06094921988787728,0.00501604645103186,0.005644775474924637,0.07652631650689733,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00501604645103186,0.0060949219887877285,0.0060949219887877285,0.005644775474924637,4.3197387460445446e-07,0.00501604645103186,0.0007652631650689733,0.0,0.003176228443853668,0.00501604645103186
5.1,0.06093834500777962,0.0049977649504437645,0.0056492447959668205,0.07656873066463714,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0049977649504437645,0.006093834500777963,0.006093834500777963,0.0056492447959668205,4.325555032409865e-07,0.0049977649504437645,0.0007656873066463714,0.0,0.0031812440647405486,0.0049977649504437645
5.11,0.060927299408318675,0.004979714983434258,0.005653658744838053,0.07661095891337408,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004979714983434258,0.006092729940831868,0.006092729940831868,0.005653658744838053,4.3313221781102617e-07,0.004979714983434258,0.0007661095891337408,0.0,0.003186201391677992,0.004979714983434258
5.12,0.06091608555369417,0.004961893671368428,0.005658017706182931,0.0766530035670033,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004961893671368428,0.006091608555369417,0.006091608555369417,0.005658017706182931,4.3370405141420806e-07,0.004961893671368428,0.0007665300356700331,0.0,0.0031911007131847947,0.004961893671368428
5.13,0.06090470590677074,0.0049442981491038245,0.005662322052305868,0.07669486693691316,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0049442981491038245,0.006090470590677074,0.006090470590677074,0.005662322052305868,4.3427103635554757e-07,0.0049442981491038245,0.0007669486693691316,0.0,0.0031959423070063013,0.0049442981491038245
5.14,0.06089316288618045,0.004926925590899053,0.005666572159075313,0.07673655129398868,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004926925590899053,0.006089316288618045,0.006089316288618045,0.005666572159075313,4.3483320514597095e-07,0.004926925590899053,0.0007673655129398869,0.0,0.0032007264579305386,0.004926925590899053
5.15,0.060881458870131314,0.00490977320801623,0.005670768404629978,0.07677805887199707,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00490977320801623,0.006088145887013132,0.006088145887013132,0.005670768404629978,4.353905904201413e-07,0.00490977320801623,0.0007677805887199707,0.0,0.003205453456304853,0.00490977320801623
5.16,0.06086959620667119,0.004892838242411272,0.005674911165707399,0.07681939187669276,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004892838242411272,0.0060869596206671196,0.0060869596206671196,0.005674911165707399,4.3594322470389605e-07,0.004892838242411272,0.0007681939187669276,0.0,0.003210123593864633,0.004892838242411272
5.17,0.060857577214008564,0.004876117966450563,0.005679000817632896,0.07686055248611265,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004876117966450563,0.006085757721400856,0.006085757721400856,0.005679000817632896,4.364911404123499e-07,0.004876117966450563,0.0007686055248611265,0.0,0.0032147371636750974,0.004876117966450563
5.18,0.06084540418082893,0.0048596096826304756,0.005683037734309388,0.07690154285086738,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0048596096826304756,0.006084540418082893,0.006084540418082893,0.005683037734309388,4.370343698480897e-07,0.0048596096826304756,0.0007690154285086738,0.0,0.003219294460074495,0.0048596096826304756
5.19,0.060833079366607014,0.00484331072329969,0.005687022288208039,0.07694236509442885,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00484331072329969,0.006083307936660702,0.006083307936660702,0.005687022288208039,4.3757294519945716e-07,0.00484331072329969,0.0007694236509442886,0.0,0.0032237957786187144,0.00484331072329969
5.2,0.060820605001914656,0.004827218450384374,0.005690954850359766,0.07698302131341375,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004827218450384374,0.006082060500191466,0.006082060500191466,0.005690954850359766,4.3810689853892124e-07,0.004827218450384374,0.0007698302131341375,0.0,0.0032282414160273096,0.004827218450384374
5.21,0.06080798328872444,0.0048113302551161564,0.005694835790347581,0.07702351357786345,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0048113302551161564,0.006080798328872445,0.006080798328872445,0.005694835790347581,4.3863626182153964e-07,0.0048113302551161564,0.0007702351357786345,0.0,0.0032326316701309426,0.0048113302551161564
5.22,0.06079521640070905,0.004795643557762954,0.005698665476299786,0.07706384393151985,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004795643557762954,0.006079521640070905,0.006079521640070905,0.005698665476299786,4.39161066883507e-07,0.004795643557762954,0.0007706384393151985,0.0,0.003236966839820262,0.004795643557762954
5.23,0.060782306483536316,0.004780155807362614,0.005702444274884011,0.07710401439209741,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004780155807362614,0.006078230648353632,0.006078230648353632,0.005702444274884011,4.3968134544079027e-07,0.004780155807362614,0.0007710401439209741,0.0,0.0032412472249961823,0.004780155807362614
5.24,0.06076925565516005,0.00476486448145939,0.005706172551302093,0.07714402695155143,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00476486448145939,0.006076925565516006,0.006076925565516006,0.005706172551302093,4.4019712908785166e-07,0.00476486448145939,0.0007714402695155143,0.0,0.0032454731265216105,0.00476486448145939
5.25,0.060756066006106536,0.004749767085843239,0.005709850669285813,0.07718388357634233,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004749767085843239,0.006075606600610654,0.006075606600610654,0.005709850669285813,4.407084492964566e-07,0.004749767085843239,0.0007718388357634233,0.0,0.0032496448461745812,0.004749767085843239
5.26,0.060742739599756804,0.004734861154291949,0.005713478991093467,0.07722358620769623,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004734861154291949,0.00607427395997568,0.00607427395997568,0.005713478991093467,4.412153374145677e-07,0.004734861154291949,0.0007722358620769624,0.0,0.0032537626866028352,0.004734861154291949
5.27,0.06072927847262457,0.004720144248316101,0.005717057877507291,0.07726313676186153,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004720144248316101,0.006072927847262457,0.006072927847262457,0.005717057877507291,4.4171782466532364e-07,0.004720144248316101,0.0007726313676186153,0.0,0.0032578269512798263,0.004720144248316101
5.28,0.06071568463462998,0.0047056139569068445,0.005720587687831724,0.07730253713036175,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0047056139569068445,0.006071568463462998,0.006071568463462998,0.005720587687831724,4.422159421461021e-07,0.0047056139569068445,0.0007730253713036175,0.0,0.00326183794446214,0.0047056139569068445
5.29,0.060701960069369,0.004691267896286522,0.005724068779892524,0.07734178918024442,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004691267896286522,0.006070196006936901,0.006070196006936901,0.005724068779892524,4.427097208276666e-07,0.004691267896286522,0.0007734178918024443,0.0,0.0032657959711483737,0.004691267896286522
5.3,0.060688106734424235,0.0046771037096326375,0.005727501510024636,0.077380894754367,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0046771037096326375,0.006068810673442424,0.006068810673442424,0.005727501510024636,4.431991915526944e-07,0.0046771037096326375,0.0007738089475436701,0.0,0.00326970133702566,0.0046771037096326375
5.31,0.06067412657083304,0.004663119060895876,0.005730886230635764,0.077419855679851,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004663119060895876,0.006067412657083305,0.006067412657083305,0.005730886230635764,4.4368438489346616e-07,0.004663119060895876,0.0007741985567985101,0.0,0.0032735543456561284,0.004663119060895876
5.32,0.060660021494384334,0.004649311640337867,0.005734223292579759,0.07745867376032713,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004649311640337867,0.006066002149438434,0.006066002149438434,0.005734223292579759,4.441653312888044e-07,0.004649311640337867,0.0007745867376032713,0.0,0.003277355301134255,0.004649311640337867
5.33,0.06064579339007002,0.004635679168034414,0.0057375130466946495,0.07749735077099436,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004635679168034414,0.006064579339007003,0.006064579339007003,0.0057375130466946495,4.4464206113285177e-07,0.004635679168034414,0.0007749735077099436,0.0,0.003281104509801928,0.004635679168034414
5.34,0.06063144411828898,0.004622219389798918,0.005740755842229404,0.07753588846416247,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004622219389798918,0.006063144411828899,0.006063144411828899,0.005740755842229404,4.451146046830881e-07,0.004622219389798918,0.0007753588846416247,0.0,0.0032848022784210573,0.004622219389798918
5.35,0.060616975515117445,0.004608930076932837,0.005743952026841081,0.07757428856950144,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004608930076932837,0.006061697551511745,0.006061697551511745,0.005743952026841081,4.4558299205954266e-07,0.004608930076932837,0.0007757428856950143,0.0,0.003288448914132724,0.004608930076932837
5.36,0.06060238939257565,0.004595809025978522,0.005747101946592662,0.07761255279428776,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004595809025978522,0.006060238939257566,0.006060238939257566,0.005747101946592662,4.46047253244077e-07,0.004595809025978522,0.0007761255279428777,0.0,0.0032920447244175616,0.004595809025978522
5.37,0.06058768753889103,0.004582854058474458,0.005750205945951536,0.07765068282364747,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004582854058474458,0.006058768753889103,0.006058768753889103,0.005750205945951536,4.465074180797345e-07,0.004582854058474458,0.0007765068282364747,0.0,0.00329559001705733,0.004582854058474458
5.38,0.0605728717187577,0.004570063020712873,0.005753264367788668,0.07768868032079587,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004570063020712873,0.00605728717187577,0.00605728717187577,0.005753264367788668,4.469635162701596e-07,0.004570063020712873,0.0007768868032079588,0.0,0.0032990851000977354,0.004570063020712873
5.39,0.06055794367359245,0.0045574337834997595,0.005756277553378406,0.07772654692727408,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0045574337834997595,0.006055794367359245,0.006055794367359245,0.005756277553378406,4.4741557737908114e-07,0.0045574337834997595,0.0007772654692727409,0.0,0.0033025302818124147,0.0045574337834997595
5.4,0.060542905121787054,0.004544964241917261,0.005759245842398986,0.07776428426318233,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004544964241917261,0.006054290512178706,0.006054290512178706,0.005759245842398986,4.4786363082986573e-07,0.004544964241917261,0.0007776428426318233,0.0,0.0033059258706681764,0.004544964241917261
5.41,0.060527757758957024,0.004532652315088463,0.005762169572933672,0.07780189392740994,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004532652315088463,0.0060527757758957025,0.0060527757758957025,0.005762169572933672,4.483077059051346e-07,0.004532652315088463,0.0007780189392740994,0.0,0.003309272175291419,0.004532652315088463
5.42,0.06051250325818683,0.00452049594594457,0.005765049081472587,0.07783937749786213,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00452049594594457,0.006051250325818683,0.006051250325818683,0.005765049081472587,4.48747831746448e-07,0.00452049594594457,0.0007783937749786213,0.0,0.0033125695044357714,0.00452049594594457
5.43,0.06049714327027137,0.004508493100994463,0.00576788470291519,0.07787673653168362,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004508493100994463,0.0060497143270271374,0.0060497143270271374,0.00576788470291519,4.4918403735405446e-07,0.004508493100994463,0.0007787673653168362,0.0,0.0033158181669509386,0.004508493100994463
5.44,0.060481679423954,0.004496641770096657,0.005770676770573432,0.0779139725654788,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004496641770096657,0.0060481679423954006,0.0060481679423954006,0.005770676770573432,4.496163515867042e-07,0.004496641770096657,0.000779139725654788,0.0,0.0033190184717527466,0.004496641770096657
5.45,0.060466113326160906,0.004484939966233639,0.00577342561617557,0.0779510871155289,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004484939966233639,0.006046611332616091,0.006046611332616091,0.00577342561617557,4.50044803161528e-07,0.004484939966233639,0.0007795108711552889,0.0,0.0033221707277943935,0.004484939966233639
5.46,0.06045044656223187,0.004473385725288599,0.005776131569870652,0.07798808167800565,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004473385725288599,0.006045044656223187,0.006045044656223187,0.005776131569870652,4.504694206539794e-07,0.004473385725288599,0.0007798808167800565,0.0,0.0033252752440389066,0.004473385725288599
5.47,0.06043468069614747,0.004461977105824543,0.005778794960233663,0.078024957729182,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004461977105824543,0.006043468069614748,0.006043468069614748,0.005778794960233663,4.508902324978415e-07,0.004461977105824543,0.00078024957729182,0.0,0.003328332329432792,0.004461977105824543
5.48,0.060418817270752656,0.0044507121888658074,0.0057814161142713365,0.07806171672563934,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0044507121888658074,0.006041881727075266,0.006041881727075266,0.0057814161142713365,4.513072669852956e-07,0.0044507121888658074,0.0007806171672563935,0.0,0.003331342292880882,0.0044507121888658074
5.49,0.06040285781276373,0.004439589076415007,0.0057839953548105725,0.0780983601086293,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004439589076415007,0.006040285781276373,0.006040285781276373,0.0057839953548105725,4.517205520866353e-07,0.004439589076415007,0.0007809836010862931,0.0,0.0033343054402139656,0.004439589076415007
5.5,0.06038680383294784,0.004428605891249092,0.005786533000525764,0.07813488930424255,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004428605891249092,0.006038680383294784,0.006038680383294784,0.005786533000525764,4.5213011545142706e-07,0.004428605891249092,0.0007813488930424255,0.0,0.0033372220741827202,0.004428605891249092
5.51,0.060370656815329556,0.004417760779620966,0.0057890293719660745,0.07817130571404683,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004417760779620966,0.006037065681532956,0.006037065681532956,0.0057890293719660745,4.525359848235565e-07,0.004417760779620966,0.0007817130571404683,0.0,0.0033400925013528844,0.004417760779620966
5.52,0.06035441822390495,0.0044070519093289615,0.005791484788006327,0.07820761072093114,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0044070519093289615,0.006035441822390495,0.006035441822390495,0.005791484788006327,4.529381877965933e-07,0.0044070519093289615,0.0007820761072093115,0.0,0.0033429170280002913,0.0044070519093289615
5.53,0.060338089502971766,0.004396477469477306,0.005793899565788004,0.07824380568940492,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004396477469477306,0.006033808950297177,0.006033808950297177,0.005793899565788004,4.5333675180944414e-07,0.004396477469477306,0.0007824380568940493,0.0,0.0033456959600130435,0.004396477469477306
5.54,0.06032167207735303,0.004386035670266262,0.005796274020717258,0.0782798919658047,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004386035670266262,0.006032167207735303,0.006032167207735303,0.005796274020717258,4.537317041459475e-07,0.004386035670266262,0.0007827989196580471,0.0,0.003348429602859585,0.004386035670266262
5.55,0.06030516735261757,0.004375724742784496,0.0057986084664633135,0.0783158708784979,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004375724742784496,0.006030516735261757,0.006030516735261757,0.0057986084664633135,4.541230719345056e-07,0.004375724742784496,0.000783158708784979,0.0,0.00335111826155762,0.004375724742784496
5.56,0.060288576715297484,0.0043655429388037145,0.0058009032149572105,0.07835174373808369,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0043655429388037145,0.006028857671529749,0.006028857671529749,0.0058009032149572105,4.545108821477532e-07,0.0043655429388037145,0.0007835174373808369,0.0,0.003353762240643831,0.0043655429388037145
5.57,0.06027190153310257,0.004355488530575521,0.005803158576390943,0.07838751183759146,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004355488530575521,0.006027190153310258,0.006027190153310258,0.005803158576390943,4.5489516160226547e-07,0.004355488530575521,0.0007838751183759146,0.0,0.003356361844144438,0.004355488530575521
5.58,0.060255143155131675,0.004345559810630544,0.005805374859216948,0.07842317645267602,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004345559810630544,0.006025514315513168,0.006025514315513168,0.005805374859216948,4.552759369582999e-07,0.004345559810630544,0.0007842317645267602,0.0,0.0033589173755465694,0.004345559810630544
5.59,0.06023830291208105,0.0043357550915797865,0.005807552370147976,0.07845873884181043,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0043357550915797865,0.006023830291208105,0.006023830291208105,0.005807552370147976,4.5565323471957726e-07,0.0043357550915797865,0.0007845873884181043,0.0,0.0033614291377704513,0.0043357550915797865
5.6,0.060221382116449576,0.004326072705918234,0.005809691414157327,0.07849420024647585,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004326072705918234,0.006022138211644958,0.006022138211644958,0.005809691414157327,4.560270812330967e-07,0.004326072705918234,0.0007849420024647586,0.0,0.0033638974331424193,0.004326072705918234
5.61,0.060204382062740966,0.004316511005830706,0.0058117922944794466,0.07852956189134874,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004316511005830706,0.006020438206274097,0.006020438206274097,0.0058117922944794466,4.563975026889875e-07,0.004316511005830706,0.0007852956189134874,0.0,0.0033663225633687186,0.004316511005830706
5.62,0.06018730402766297,0.004307068362999955,0.005813855312610914,0.07856482498448507,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004307068362999955,0.006018730402766298,0.006018730402766298,0.005813855312610914,4.5676452512039517e-07,0.004307068362999955,0.0007856482498448507,0.0,0.003368704829510153,0.004307068362999955
5.63,0.06017014927032344,0.0042977431684170005,0.005815880768311771,0.07859999071750202,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0042977431684170005,0.006017014927032344,0.006017014927032344,0.005815880768311771,4.5712817440340374e-07,0.0042977431684170005,0.0007859999071750202,0.0,0.003371044531957497,0.0042977431684170005
5.64,0.06015291903242341,0.004288533832193718,0.005817868959607245,0.07863506026575677,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004288533832193718,0.006015291903242341,0.006015291903242341,0.005817868959607245,4.5748847625699136e-07,0.004288533832193718,0.0007863506026575677,0.0,0.003373341970407746,0.004288533832193718
5.65,0.06013561453844705,0.0042794387833776735,0.005819820182789827,0.07867003478852244,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0042794387833776735,0.0060135614538447055,0.0060135614538447055,0.005819820182789827,4.578454562430208e-07,0.0042794387833776735,0.0007867003478852244,0.0,0.0033755974438411497,0.0042794387833776735
5.66,0.06011823699584867,0.004270456469769197,0.0058217347324217225,0.07870491542916146,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004270456469769197,0.006011823699584868,0.006011823699584868,0.0058217347324217225,4.5819913976626355e-07,0.004270456469769197,0.0007870491542916146,0.0,0.003377811250499042,0.004270456469769197
5.67,0.06010078759703881,0.004261585356376061,0.005823612901282084,0.07873970331693315,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004261585356376061,0.006010078759703882,0.006010078759703882,0.005823612901282084,4.5854955207961565e-07,0.004261585356376061,0.0007873970331693315,0.0,0.003379983687798171,0.004261585356376061
5.68,0.06008326752290492,0.0042528239227061955,0.005825454980267186,0.07877439957019558,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0042528239227061955,0.0060083267522904925,0.0060083267522904925,0.005825454980267186,4.588967182937531e-07,0.0042528239227061955,0.0007877439957019558,0.0,0.0033821150521908027,0.0042528239227061955
5.69,0.06006567793342837,0.004244170669830798,0.005827261258688882,0.07880900528788501,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004244170669830798,0.006006567793342837,0.006006567793342837,0.005827261258688882,4.5924066334989957e-07,0.004244170669830798,0.0007880900528788501,0.0,0.0033842056394860274,0.004244170669830798
5.7,0.06004801997205481,0.004235624117033489,0.005829032024149121,0.07884352155348948,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004235624117033489,0.006004801997205482,0.006004801997205482,0.005829032024149121,4.5958141203198156e-07,0.004235624117033489,0.0007884352155348948,0.0,0.003386255744681149,0.004235624117033489
5.71,0.06003029476633486,0.004227182801283538,0.00583076756252978,0.07887794943563438,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004227182801283538,0.006003029476633486,0.006003029476633486,0.00583076756252978,4.5991898896816113e-07,0.004227182801283538,0.0007887794943563438,0.0,0.003388265661926741,0.004227182801283538
5.72,0.06001250342810697,0.004218845277055598,0.0058324681579968955,0.07891228998825185,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004218845277055598,0.006001250342810697,0.006001250342810697,0.0058324681579968955,4.6025341863109616e-07,0.004218845277055598,0.0007891228998825185,0.0,0.0033902356845086734,0.004218845277055598
5.73,0.05999464705367766,0.004210610116151392,0.005834134093005239,0.07894654425074797,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004210610116151392,0.005999464705367766,0.005999464705367766,0.005834134093005239,4.605847253382355e-07,0.004210610116151392,0.0007894654425074797,0.0,0.0033921661048309255,0.004210610116151392
5.74,0.05997672672399909,0.004202475907523394,0.005835765648303273,0.07898071324816752,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004202475907523394,0.005997672672399909,0.005997672672399909,0.005835765648303273,4.609129332521472e-07,0.004202475907523394,0.0007898071324816753,0.0,0.003394057214399143,0.004202475907523394
5.75,0.059958743504843884,0.004194441257100461,0.005837363102938439,0.0790147979913561,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004194441257100461,0.005995874350484389,0.005995874350484389,0.005837363102938439,4.6123806638087646e-07,0.004194441257100461,0.000790147979913561,0.0,0.003395909303804963,0.004194441257100461
5.76,0.0599406984469773,0.0041865047876154474,0.005838926734262827,0.07904879947712001,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0041865047876154474,0.0059940698446977305,0.0059940698446977305,0.005838926734262827,4.6156014857833744e-07,0.0041865047876154474,0.0007904879947712002,0.0,0.00339772266271108,0.0041865047876154474
5.77,0.05992259258632668,0.0041786651384347895,0.005840456817939189,0.07908271868838361,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0041786651384347895,0.005992259258632668,0.005992259258632668,0.005840456817939189,4.61879203544737e-07,0.0041786651384347895,0.0007908271868838361,0.0,0.0033994975798370772,0.0041786651384347895
5.78,0.05990442694414823,0.004170920965390063,0.005841953627947314,0.07911655659434413,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004170920965390063,0.005990442694414823,0.005990442694414823,0.005841953627947314,4.621952548270277e-07,0.004170920965390063,0.0007911655659434413,0.0,0.0034012343429459897,0.004170920965390063
5.79,0.05988620252719113,0.004163270940611507,0.00584341743659077,0.07915031415062421,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004163270940611507,0.005988620252719113,0.005988620252719113,0.00584341743659077,4.625083258193947e-07,0.004163270940611507,0.0007915031415062421,0.0,0.0034029332388316263,0.004163270940611507
5.8,0.05986792032785886,0.004155713752363529,0.005844848514503982,0.07918399229942186,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004155713752363529,0.005986792032785886,0.005986792032785886,0.005844848514503982,4.628184397637706e-07,0.004155713752363529,0.0007918399229942186,0.0,0.0034045945533066097,0.004155713752363529
5.81,0.059849581324368,0.004148248104882169,0.0058462471306596955,0.07921759196965802,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004148248104882169,0.0059849581324368,0.0059849581324368,0.0058462471306596955,4.6312561975038377e-07,0.004148248104882169,0.0007921759196965803,0.0,0.003406218571191178,0.004148248104882169
5.82,0.059831186480904096,0.004140872718214549,0.005847613552376784,0.07925111407712172,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004140872718214549,0.00598311864809041,0.00598311864809041,0.005847613552376784,4.634298887183355e-07,0.004140872718214549,0.0007925111407712172,0.0,0.0034078055763027064,0.004140872718214549
5.83,0.05981273674777514,0.004133586328060283,0.005848948045328407,0.07928455952461265,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004133586328060283,0.005981273674777514,0.005981273674777514,0.005848948045328407,4.637312694562069e-07,0.004133586328060283,0.0007928455952461265,0.0,0.0034093558514459495,0.004133586328060283
5.84,0.05979423306156204,0.004126387685614868,0.005850250873550547,0.07931792920208147,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004126387685614868,0.005979423306156205,0.005979423306156205,0.005850250873550547,4.6402978460269763e-07,0.004126387685614868,0.0007931792920208147,0.0,0.0034108696784040343,0.004126387685614868
5.85,0.05977567634648341,0.00411927555678349,0.005851522299103505,0.0793512239878531,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.00411927555678349,0.005977567634648341,0.005977567634648341,0.005851522299103505,4.643254566260794e-07,0.00411927555678349,0.000793512239878531,0.0,0.003412347337526378,0.00411927555678349
5.86,0.05975706752206724,0.004112248718121564,0.0058527625799322395,0.07938444475547747,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.004112248718121564,0.005975706752206725,0.005975706752206725,0.0058527625799322395,4.6461830769355665e-07,0.004112248718121564,0.0007938444475547747,0.0,0.0034137891052224366,0.004112248718121564
5.87,0.05973840748888041,0.0041053059641654194,0.005853971973991055,0.07941759236100257,0.1,1.0,0.001,0.01,0.05,0.1,1.0,10.0,1.0,0.0041053059641654194,0.005973840748888041,0.005973840748888041,0.005853971973991055,4.649083599231552e-07,0.0041053059641654194,0.0007941759236100257,0.0,0.0034151952587369618,0.0041053059641654194
