a,c,m,n,Time
2.4788312133813975e-07,0.0004945860646037761,4.044467259370897e-05,4.020958703877763e-05,0.32
2.87944793156898e-07,0.0005403956626784921,4.5613142635235354e-05,4.533961929071016e-05,0.33
3.3294225078098097e-07,0.000588799718941377,5.125209644486407e-05,5.093531472996166e-05,0.34
3.8330250349378095e-07,0.0006398504046449605,5.738769245795916e-05,5.7022401656162754e-05,0.35
4.3947416958931045e-07,0.0006935981197597897,6.404659940750596e-05,6.362709531540487e-05,0.36
5.019277123576634e-07,0.0007500914817538446,7.12559784765036e-05,7.077607966363119e-05,0.37
5.711556887250468e-07,0.0008093773126417639,7.904346543995221e-05,7.849648908633614e-05,0.38
6.47672966959935e-07,0.0008715006274519526,8.743715267399557e-05,8.681589001806531e-05,0.39
7.32016925725325e-07,0.0009365046229558616,9.646557093783692e-05,9.576226234389723e-05,0.4
8.247476529748726e-07,0.0010044306632995708,0.00010615767000917034,0.00010536397959895927,0.41
9.264480789623704e-07,0.0010753182746301186,0.00011654280151378175,0.00011564979153934544,0.42
1.0377241149712442e-06,0.0011492051355840045,0.00012765070032988709,0.00012664880521225555,0.43
1.159204772370713e-06,0.0012261270683215008,0.00013951146586362373,0.0001383904659119004,0.44
1.2915422580093244e-06,0.0013061180308590675,0.00015215554340737455,0.00015090453824732244,0.45
1.4354120661517262e-06,0.0013892101089861791,0.00016561370540256156,0.00016422108710674587,0.46
1.5915130367510338e-06,0.0014754335097963785,0.00017991703265169141,0.00017837045860950924,0.47
1.7605673724564954e-06,0.0015648165573525314,0.00019509689549575978,0.00019338326107351357,0.48
1.943320666215068e-06,0.0016573856870352418,0.00021118493489770003,0.0002092903458600977,0.49
2.140541899359876e-06,0.0017531654412653904,0.00022821304348921655,0.00022612278821503815,0.5
2.353023424372295e-06,0.001852178465731366,0.00024621334662294363,0.00024391186812821523,0.51
2.5815809464236593e-06,0.0019544455054103043,0.0002652181835968408,0.00026268905136419364,0.52
2.8270534391693373e-06,0.002059985403695075,0.000285260088316619,0.0002824859699977036,0.53
3.0903030740769765e-06,0.0021688151005823304,0.0003063717703100176,0.000303334403284504,0.54
3.372215127355638e-06,0.0022809496317706527,0.0003285860956864087,0.00032526625849916543,0.55
3.6736978663285943e-06,0.0023964021285854085,0.0003519360680673761,0.0003483135517636708,0.56
3.995682435374411e-06,0.0025151838177068842,0.00037645480962616247,0.00037250838898225295,0.57
4.3391227008216815e-06,0.0026373040228013073,0.00040217554199907133,0.00039788294669189226,0.58
4.704995073085989e-06,0.002762770167125137,0.0004291315671841267,0.0004244694529232153,0.59
5.0942983299506884e-06,0.0028915877758844627,0.0004573562485758591,0.00045230016819373334,0.6
5.508053415322748e-06,0.0030237604796804433,0.0004868829919886748,0.00048140736651523536,0.61
5.947303228991443e-06,0.00315929001837893,0.0005177452268205744,0.000511823316551624,0.62
6.4131124008926064e-06,0.0032981762449081145,0.0005499763868551106,0.0005435802624161459,0.63
6.906567032063018e-06,0.003440417132331401,0.0005836098920373216,0.0005767104055143883,0.64
7.428774419313843e-06,0.0035860087795013713,0.0006186791290856424,0.0006112458851973185,0.65
7.980862780257574e-06,0.0037349454179935516,0.0006552174330483482,0.0006472187603846723,0.66
8.56398095418746e-06,0.00388721941973075,0.0006932580686510537,0.0006846609909974769,0.67
9.179298104664505e-06,0.004042821304313234,0.0007328342117770232,0.0007236044195192274,0.68
9.82800338072864e-06,0.004201739748587615,0.0007739789309810901,0.0007640807526397909,0.69
1.0511305566943893e-05,0.00436396159667841,0.0008167251691067441,0.0008061215430142404,0.7
1.1230432728462168e-05,0.004529471870118675,0.0008611057250206255,0.0008497581711432134,0.71
1.1986631843697712e-05,0.004698253778648913,0.0009071532354936381,0.0008950218274151577,0.72
1.278116842940197e-05,0.0048702887314082625,0.0009549001572416409,0.000941943494317589,0.73
1.3615326115119326e-05,0.005045556350274041,0.0010043787487591278,0.0009905539284924263,0.74
1.4490406232589725e-05,0.005224034482673217,0.0010556210525046197,0.0010408836431306365,0.75
1.5407727386328358e-05,0.005405699215297434,0.0011086588771870845,0.0010929628904893685,0.76
1.6368625067125185e-05,0.005590524887061913,0.0011635237812801088,0.0011468216456172755,0.77
1.737445114922077e-05,0.0057784841053139455,0.001220247054666021,0.0012024895882900304,0.78
1.8426573411324163e-05,0.005969547761758278,0.0012788597011318499,0.0012599960857899203,0.79
1.9526375062860942e-05,0.006163685048568488,0.0013393924213556925,0.0013193701761797848,0.8
2.0675254288419963e-05,0.006360863474748365,0.0014018755968137303,0.0013806405525000251,0.81
2.1874623785135956e-05,0.006561048883053447,0.0014663392739682546,0.001443835547259366,0.82
2.312591015147774e-05,0.006764205469784171,0.0015328131454152678,0.0015089831139654566,0.83
2.443055339291013e-05,0.006970295803115001,0.001601326534221672,0.0015761108117986714,0.84
2.5790006388818743e-05,0.0071792808424753695,0.0016719083777854314,0.001645245789836272,0.85
2.7205734441686732e-05,0.007391119956785218,0.0017445872139308326,0.0017164147734773972,0.86
2.8679214623542636e-05,0.0076057709469326855,0.0018193911629726845,0.001789644046951758,0.87
3.0211935208575653e-05,0.007823190067034434,0.0018963479121028924,0.001864959438114428,0.88
3.180539510545753e-05,0.008043332046112536,0.0019754847001979604,0.0019423863036704722,0.89
3.346110332933459e-05,0.008266150109242854,0.002056828303808855,0.0020219495155664553,0.9
3.51805784292268e-05,0.00849159600005109,0.0021404050226556713,0.0021036734469205695,0.91
3.696534778951627e-05,0.008719620006326523,0.002226240662983075,0.002187581955894208,0.92
3.8816947055078805e-05,0.008950170983321468,0.002314360523821811,0.00227369837240652,0.93
4.0736919521366856e-05,0.009183196378150175,0.002404789382917896,0.0023620454845441263,0.94
4.2726815616277564e-05,0.009418642252309766,0.0024975514847325785,0.002452645526991425,0.95
4.4788192139712214e-05,0.009656453310434902,0.002592670524382956,0.0025455201655615895,0.96
4.692261164675876e-05,0.00989657292591607,0.0026901696346046692,0.00264069048466686,0.97
4.913164180379553e-05,0.01013894316752415,0.0027900713726028603,0.0027381769747016763,0.98
5.141685499255085e-05,0.010383504819689629,0.0028923977112480393,0.0028379995236060946,0.99
5.3779827482158e-05,0.010630197414701054,0.00299717002367706,0.0029401774021395794,1.0
5.6222138542614756e-05,0.010878959266803403,0.0031044090673165155,0.0030447292486246867,1.01
5.874536992018885e-05,0.011129727496912316,0.003214134974105218,0.0031516730596470024,1.02
6.135110515002305e-05,0.011382438062026127,0.003326367238461513,0.003261026178619372,1.03
6.404092886141761e-05,0.011637025785164422,0.0034411247055012666,0.0033728052846089475,1.04
6.681642607613742e-05,0.011893424385824566,0.0035584255595128476,0.003487026381433147,1.05
6.9679181500091e-05,0.01215156651094777,0.0036782873126954044,0.003603704787030613,1.06
7.263077880872908e-05,0.012411383766386109,0.003800726794166753,0.003722855123113263,1.07
7.567280004062949e-05,0.012672806745464449,0.003925760140963083,0.003844491306739032,1.08
7.880682652613221e-05,0.012935765012158021,0.004053402812485687,0.0039686265642305905,1.09
8.203443612482986e-05,0.013200187194483475,0.0041836695498154415,0.00409527339263328,1.1
8.535720262545384e-05,0.01346600101383173,0.004316574367909191,0.004224443552501111,1.11
8.877669547647017e-05,0.013733133304778012,0.00445213055313811,0.00435614806579311,1.12
9.229447908967374e-05,0.014001510047929754,0.00459035065477631,0.004490397208035273,1.13
9.591211214386911e-05,0.014271056403098791,0.004731246476862419,0.0046272005008625924,1.14
9.963114688912685e-05,0.014541696742785047,0.0048748290704425405,0.004766566704949235,1.15
0.00010345312845210606,0.014813354685959103,0.005021108726203109,0.004908503813335074,1.16
0.00010737959414293184,0.015085953132130774,0.005170094967502043,0.005053019045156631,1.17
0.00011141207276372664,0.015359414291684553,0.00532179654067546,0.005200118836572568,1.18
0.00011555208391870152,0.015633659706484213,0.005476221397951018,0.0053498088240847026,1.19
0.00011980113733111068,0.015908610310083032,0.005633376711544216,0.005502093859900247,1.2
0.00012416073216038202,0.01618418645395629,0.00579326886144841,0.005656978000251022,1.21
0.00012863235632390427,0.01646030794065248,0.0059559034288988255,0.00581446449953633,1.22
0.0001332174858234676,0.01673689405880398,0.006121285191574947,0.005974555806244144,1.23
0.00013791758407668273,0.017013863618294007,0.006289418119228631,0.006137253559301033,1.24
0.00014273410125386808,0.017291134985565657,0.006460305369745294,0.00630255858485777,1.25
0.00014766847362089364,0.017568626119058902,0.006633949285645439,0.006470470893517579,1.26
0.00015272212288847242,0.017846254604761243,0.006810351391033876,0.006640989678013994,1.27
0.00015789645486609881,0.018123937700216985,0.006989512368508767,0.006814113291117319,1.28
0.00016319285847927537,0.018401592374386103,0.00717143204691824,0.006989839234254476,1.29
0.00016861270681965216,0.018679135323471624,0.007356109448682942,0.0071681642049251865,1.3
0.00017415735564847744,0.018956483017216103,0.007543542763029213,0.007349084071001439,1.31
0.0001798281427289289,0.019233551735480914,0.007733729343636509,0.007532593869129377,1.32
0.0001856263871829086,0.019510257604674574,0.007926665707216476,0.007718687804056888,1.33
0.00019155338885442806,0.019786516634234544,0.008122347532495095,0.00790735924836497,1.34
0.00019761042767995563,0.020062244753149636,0.008320769659601783,0.008098600742606437,1.35
0.00020379876306610026,0.02033735784651026,0.008521926089869424,0.00829240399585561,1.36
0.0002101196332705452,0.020611771792008203,0.008725809985887675,0.008488759886511241,1.37
0.00021657425433504085,0.020885402489739455,0.008932413655457817,0.00868765844701745,1.38
0.00022316381984160337,0.02115816590396547,0.009141728565480635,0.008889088878486402,1.39
0.00022988950056409283,0.021429978103184352,0.009353745352161736,0.009093039561641507,1.4
0.0002367524436523145,0.021700755293163308,0.009568453814382016,0.009299498050942066,1.41
0.00024375377204650036,0.021970413853165865,0.009785842915500133,0.00950845107712993,1.42
0.0002508945839005076,0.02223887037209909,0.010005900785548737,0.009719884550167836,1.43
0.00025817595201406114,0.022506041684567525,0.010228614723826732,0.009933783562571415,1.44
0.00026559892327437,0.022771844906820264,0.01045397120188985,0.010150132393136868,1.45
0.0002731645181074435,0.02303619747257774,0.010681955866941852,0.010368914511066267,1.46
0.0002808737299284805,0.023299017168104817,0.010912553543998942,0.01059011257884183,1.47
0.0002887275244999967,0.0235602221613308,0.011145748223196974,0.010813708440043066,1.48
0.00029672683956578384,0.023819731045809943,0.011381523086941164,0.011039683147509805,1.49
0.0003048725843213314,0.024077462874632156,0.011619860511504638,0.011268016965615893,1.5
0.000313165638890509,0.024333337193858676,0.011860742068283333,0.011498689372184994,1.51
0.000321606853838613,0.024587274077153738,0.012104148529138102,0.011731679064536047,1.52
0.0003301970496971409,0.024839194160186356,0.012350059872113007,0.011966963965899208,1.53
0.0003389370165006087,0.025089018674788098,0.012598455287530624,0.012204521232202866,1.54
0.00034782751333573225,0.025336669482852903,0.012849313184465201,0.012444327259232158,1.55
0.0003568692679032892,0.02558206910996484,0.01310261119759447,0.012686357690159545,1.56
0.00036606297598989844,0.025825140778168696,0.013358326189912466,0.012930587418939364,1.57
0.00037540930079021353,0.026065808437537908,0.013616434248681994,0.013176990586950545,1.58
0.000384908873044109,0.026303996801868554,0.013876910716894815,0.013425540615061815,1.59
0.000394562290444914,0.026539631379928975,0.014139730192549303,0.013676210203578383,1.6
0.0004043701172325193,0.02677263850731249,0.014404866535789046,0.013928971340024743,1.61
0.0004143328838272043,0.0270029453780788,0.014672292877570391,0.014183795308445324,1.62
0.0004244510864775099,0.027230480076020417,0.014941981628676665,0.014440652699042933,1.63
0.0004347251869224464,0.027455171605539983,0.015213904489078495,0.014699513418154165,1.64
0.0004451556120683201,0.027676949922124192,0.01548803245763972,0.01496034669856089,1.65
0.0004557427536804714,0.02789574596240031,0.015764335842168412,0.01522312111013703,1.66
0.00046648696795401035,0.028111491664754785,0.01604278425912987,0.015487804560017976,1.67
0.00047738857428714933,0.02832412005123426,0.016323346650186827,0.015754364310891885,1.68
0.0004884478572305871,0.02853356515980009,0.016605991298090626,0.0160227669951896,1.69
0.0004996650646071635,0.02873976214930078,0.01689068583831797,0.016292978629046887,1.7
0.0005110404076772377,0.0289426473034327,0.01717739726713095,0.01656496462038361,1.71
0.0005225740609037857,0.029142158058400633,0.017466091953251647,0.016838689781121016,1.72
0.000534266161734448,0.029338233029990887,0.01775673564983005,0.017114118339678967,1.73
0.000546116810400525,0.029530812040056968,0.018049293506705234,0.017391213953753086,1.74
0.0005581260697329215,0.029719836142417827,0.01834373008295985,0.017669939723371844,1.75
0.0005702939649902642,0.029905247648284655,0.01864000935960207,0.017950258204070074,1.76
0.0005826204834470639,0.030086990157338542,0.01893809474361965,0.018232131411546452,1.77
0.0005951055743941459,0.030265008578621338,0.01923794908605505,0.01851552084013599,1.78
0.0006077491491133212,0.03043924915187604,0.01953953469889068,0.018800387480100118,1.79
0.0006205510806688882,0.030609659473159304,0.019842813365278312,0.019086691828345076,1.8
0.0006335112037980923,0.030776188517874992,0.02014774635290954,0.019374393902228067,1.81
0.0006466293149544355,0.030938786658954293,0.020454294434161465,0.019663453260067985,1.82
0.000659905172277345,0.031097405687267897,0.02076241790225903,0.019953829017697853,1.83
0.0006733384953364054,0.03125199883901905,0.02107207657624369,0.020245479853912677,1.84
0.0006869289651968633,0.03140252081301417,0.02138322982071741,0.02053836403055091,1.85
0.0007006762244053898,0.03154892779035637,0.02169583656131358,0.02083243940833046,1.86
0.0007145798769158322,0.03169117745519996,0.02200985529579525,0.021127663458310717,1.87
0.000728639487943404,0.03182922901681176,0.02232524410007151,0.02142399326827307,1.88
0.0007428545842533176,0.03196304322205325,0.022641960660049545,0.02172138557486041,1.89
0.0007572246541001541,0.03209258237514387,0.022959962281436874,0.022019796773709507,1.9
0.0007717491472679049,0.03221781035502588,0.02327920590498515,0.022319182934999113,1.91
0.0007864274751428677,0.032338692630692424,0.02359964812242409,0.0226194998196562,1.92
0.0008012590108539035,0.0324551962691614,0.023921245192658723,0.022920702895719815,1.93
0.0008162430892953048,0.03256728996004453,0.024243953058009818,0.02322274735496968,1.94
0.0008313790072535718,0.03267494402802445,0.02456772736076116,0.023525588129691157,1.95
0.0008466660235424279,0.03277813044564194,0.024892523459899753,0.02382917990963212,1.96
0.0008621033591466497,0.03287682284615135,0.025218296447783388,0.024133477158880125,1.97
0.0008776901973904831,0.032970996531383835,0.02554500116194445,0.024438434127747974,1.98
0.0008934256841042785,0.03306062848712491,0.02587259220649274,0.02474400487445657,1.99
0.000909308927813326,0.03314569739463261,0.026201023969964418,0.025050143283165637,2.0
0.0009253389999456184,0.033226183639845946,0.026530250641409004,0.02535680308018468,2.01
0.000941514935052865,0.0333020693229556,0.026860226227805074,0.025663937851524498,2.02
0.0009578357310410303,0.0333733382639653,0.027190904567827485,0.025971501056720657,2.03
0.0009743003494235062,0.033439976011720225,0.0275222393504368,0.026279446047544296,2.04
0.0009909077155925096,0.033501969853895676,0.02785418413545037,0.02658772608871127,2.05
0.0010076567190985262,0.03355930882212338,0.028186692369499056,0.026896294373880778,2.06
0.0010245462139477515,0.03361198369795032,0.02851971740382099,0.027205104043505214,2.07
0.0010415750187445208,0.03365998702327788,0.028853212508886682,0.027514108199617242,2.08
0.001058741917683205,0.03370331307112219,0.029187130894255293,0.027823259924970617,2.09
0.0010760456596539652,0.0337419579133158,0.029521425723905,0.02813251229977699,2.1
0.001093484959729416,0.03377591936799376,0.02985605013900481,0.0284418184232479,2.11
0.0011110584990794447,0.033805197023028755,0.030190957273034186,0.028751131429157965,2.12
0.0011287649253797704,0.03382979223277254,0.030526100266390372,0.029060404500311603,2.13
0.0011466028532147487,0.03384970810927166,0.030861432275311008,0.029369590877212717,2.14
0.0011645708645101414,0.033864949542220475,0.031196906510361815,0.029678643896883416,2.15
0.001182667508937661,0.03387552319184382,0.03153247624707422,0.029987517003282598,2.16
0.0012008913043260465,0.03388143748805237,0.0318680948430361,0.03029616376430512,2.17
0.0012192407370732283,0.033882702630629834,0.032203715756044464,0.03060453788986388,2.18
0.0012377142625584806,0.03387933058942027,0.03253929256225787,0.03091259324997163,2.19
0.0012563103055545843,0.03387133510451528,0.03287477897434906,0.031220283892822984,2.2
0.0012750272606399803,0.0338587316864413,0.033210128859657385,0.03152756406287628,2.21
0.0012938634935094648,0.033841537553644226,0.03354529624363832,0.031834388202871065,2.22
0.0013128173436809645,0.03381977147254967,0.03388023529046754,0.03214071093088502,2.23
0.0013318871199171323,0.03379345410600978,0.034214900402857205,0.032446487147640854,2.24
0.001351071102514777,0.033762607882487375,0.03454924620948941,0.032751672021024865,2.25
0.0013703675440003816,0.033727256976469625,0.034883227578532065,0.03305622099910289,2.26
0.0013897746695647755,0.03368742730708416,0.03521679963542298,0.03336008982779969,2.27
0.0014092906774978021,0.03364314653671536,0.03554991778065397,0.033663234568578365,2.28
0.0014289137396229974,0.03359444406962039,0.035882537707555104,0.03396561161611981,2.29
0.0014486420017322539,0.033541351050545454,0.036214615420078665,0.034267177716002066,2.3
0.001468473587391476,0.03348390016160081,0.036546107231748705,0.03456788995919456,2.31
0.0014884066069515418,0.033422125107615046,0.03687696973552629,0.034867705740750495,2.32
0.001508439139303603,0.03335606173264763,0.03720715992596183,0.03516658290596133,2.33
0.0015285692393483023,0.03328574759761126,0.03753663517767466,0.03546447971965312,2.34
0.0015487949394877981,0.033211221915609726,0.03786535325722951,0.03576135487659371,2.35
0.001569114250144708,0.03313252554551016,0.038193272340449655,0.03605716751859238,2.36
0.0015895251602810704,0.03304970098551527,0.03852035102973021,0.03635187725159969,2.37
0.0016100256379172888,0.03296279236673555,0.03884654837135132,0.036645444162807114,2.38
0.0016306136306510931,0.03287184544676162,0.039171823872791424,0.036937828837746864,2.39
0.0016512870700593882,0.032776907356025564,0.03949613748461497,0.03722899233663408,2.4
0.0016720438820587871,0.032678025964794834,0.03981944952799678,0.0375188961081629,2.41
0.0016928819659584701,0.03257525124341485,0.04014172090787966,0.03780750223192845,2.42
0.00171379920307237,0.0324686347406139,0.040462913056449716,0.03809477335057474,2.43
0.0017347934584494862,0.032358229499951895,0.04078298793939759,0.03838067267417904,2.44
0.001755862581489716,0.03224409004722511,0.04110190807234803,0.03866516399633484,2.45
0.0017770044065596722,0.03212627237787106,0.04141963653728918,0.038948211710234736,2.46
0.001798216753608513,0.03200483394437321,0.041736136999002145,0.03922978082475339,2.47
0.0018194974287837591,0.031879833643665874,0.04205137372149032,0.03950983698053037,2.48
0.0018408442282583433,0.031751331571905725,0.04236531152716151,0.039788346403788026,2.49
0.0018622549469549082,0.031619388424466266,0.04267791566870481,0.040065275765191706,2.5
0.0018837273614501352,0.03148406676643356,0.04298915216126867,0.04034059253935686,2.51
0.0019052592372758186,0.03134543053570488,0.0432989876797101,0.04061426489130558,2.52
0.0019268483305311176,0.031203544958208245,0.04360738955726042,0.04088626167322875,2.53
0.0019484923885783284,0.031058476529515877,0.04391432580052966,0.04115655243901907,2.54
0.0019701891507386423,0.030910292996457787,0.04421976510451068,0.04142510745880376,2.55
0.001991936348987917,0.030759063338735262,0.04452367686758362,0.04169189773347754,2.56
0.002013731708652438,0.030604857750534436,0.044826031206520046,0.041956895009235405,2.57
0.002035572951369866,0.030447747412777372,0.045126798895055865,0.04222007171128981,2.58
0.002057457801483128,0.030287803948077816,0.045425951186629426,0.042481400755108756,2.59
0.0020793839742716176,0.030125100554410714,0.04572346024996493,0.04274085600565277,2.6
0.002101349181357076,0.029959711551385514,0.04601929902514774,0.04299841212386238,2.61
0.0021233511320984627,0.0297917122972448,0.0463134412150399,0.04325404455624914,2.62
0.0021453875343439835,0.029621179165277105,0.046605861298385766,0.04350772954742092,2.63
0.0021674560951831304,0.029448189520229665,0.04689653454291769,0.043759444152607276,2.64
0.00218955452169871,0.029272821694721205,0.047185437018461646,0.044009166250184695,2.65
0.0022116805217188844,0.029095154965654704,0.04747254561004294,0.044256874554201985,2.66
0.0022338318060200505,0.02891526933104467,0.0477578379242119,0.04450254851600342,2.67
0.0022560060925925266,0.02873324500307793,0.048041292043552376,0.044746168068173706,2.68
0.00227820109935222,0.028549163490592677,0.04832288713154178,0.04498771425166243,2.69
0.0023004145480024695,0.02836310714769421,0.04860260321678199,0.04522716899059885,2.7
0.002322644165227706,0.0281751590894142,0.04888042117360121,0.04546451507105868,2.71
0.00234488768347268,0.027985403164383884,0.04915632273315905,0.04569973615151153,2.72
0.0023671428417216707,0.027793923927507368,0.049430290494551464,0.04593281677326835,2.73
0.002389407386277716,0.02760080661263484,0.04970230793591577,0.04616374237092881,2.74
0.002411679071541818,0.02740613710523588,0.04997235942553557,0.04639249928282866,2.75
0.0024339556607921708,0.02721000191507265,0.05024043023294584,0.04661907476148729,2.76
0.002456234927911196,0.0270124878479233,0.05050650632163413,0.04684345675957589,2.77
0.0024785146593849726,0.026813681590814632,0.05077057407897442,0.047065633651372216,2.78
0.002500792651360127,0.026613670866604176,0.051032621185060356,0.047285595124796166,2.79
0.00252306671208642,0.026412543878501102,0.05129263624052237,0.04750333179790721,2.8
0.0025453346628206415,0.02621038924315562,0.05155060874890623,0.047718835199826226,2.81
0.002567594338619108,0.02600729595911297,0.051806529124715915,0.0479320977780357,2.82
0.002589843589130176,0.025803353375267294,0.05206038870145665,0.04814311290567994,2.83
0.0026120802793867435,0.025598651159315634,0.0523121797396778,0.04835187488886526,2.84
0.002634302290598761,0.0253932792662118,0.052561895435015916,0.04855837897396026,2.85
0.0026565075209457356,0.025187327906620375,0.052809529926237574,0.04876262135489594,2.86
0.0026786938842603717,0.024980887283175126,0.05305507800462155,0.04896459887742432,2.87
0.002700859309813326,0.02477404744797547,0.05329853497928281,0.04916430890160632,2.88
0.0027230017488340595,0.024566898901755497,0.05353989749647151,0.04936175013226752,2.89
0.002745119172389988,0.024359532241565257,0.05377916313502278,0.049556922207653245,2.9
0.002767209572075768,0.02415203811785918,0.054016330399780904,0.04974982569189558,2.91
0.002789270960782906,0.023944507200429562,0.054251398726400175,0.049940462079023945,2.92
0.0028113013734693817,0.02373703014433989,0.054484368486146,0.05012883379697584,2.93
0.0028332988679292525,0.023529697555858372,0.05471524099069569,0.0503149442116074,2.94
0.0028552615255622773,0.023322599958391258,0.054944018496939556,0.05049879763070415,2.95
0.002877187452143523,0.02311582775841633,0.055170704211781774,0.05068039930799155,2.96
0.002899074772730564,0.022909471060137975,0.05539530189651068,0.05085975504432498,2.97
0.0029209216331665595,0.02270361965034761,0.0556178159216991,0.05103687124209875,2.98
0.0029427262112559274,0.022498363232882623,0.05583825198278711,0.051211755624281007,2.99
0.0029644867114433132,0.02229379123739241,0.05605661668886388,0.05138441681992225,3.0
0.002986201365496969,0.02208999278304627,0.05627291756157788,0.05155486436223998,3.01
0.0030078684332277552,0.021887056643160978,0.05648716303648128,0.05172310868915223,3.02
0.0030294862032081535,0.02168507120982842,0.05669936246437432,0.051889161143810945,3.03
0.0030510529934912795,0.02148412445854307,0.05690952611264975,0.05205303397513556,3.04
0.003072567152329886,0.021284303912829657,0.05711766516663721,0.05221474033834638,3.05
0.003094027058892793,0.021085696608872585,0.057323791730832,0.05237429429538281,3.06
0.0031154311151508933,0.020888389066680786,0.05752791843537636,0.05253171042179545,3.07
0.0031367777507326665,0.020692467251653853,0.05773005862231853,0.05268700399162209,3.08
0.0031580654328646858,0.02049801653238493,0.05793022675918769,0.05284019138887618,3.09
0.0031792926609414845,0.020305121649839112,0.05812843816545187,0.052991289834044386,3.1
0.00320045796712782,0.020113866682067525,0.058324709008643554,0.05314031737941735,3.11
0.003221559916960943,0.01992433500892123,0.058519056300485366,0.05328729290442066,3.12
0.0032425971099528635,0.019736609276765238,0.05871149789301576,0.05343223611094566,3.13
0.003263568180195733,0.01955077131155098,0.058902052474572086,0.05357516751853828,3.14
0.003284471795968194,0.019366885778430275,0.05909073947505154,0.05371610837012372,3.15
0.0033053066556880334,0.019184972444582733,0.05927757868605454,0.05385508025351417,3.16
0.0033260714935575393,0.019005005957520037,0.059462589926900664,0.05399210476277702,3.17
0.0033467650792985337,0.018826967085129792,0.05964579274874249,0.054127203204052746,3.18
0.0033673862194977156,0.018650837020313213,0.05982720649178081,0.05426039665107285,3.19
0.003387933762650024,0.018476597190385854,0.06000685025477303,0.05439170591174041,3.2
0.0034084065499092302,0.018304228984714066,0.060184743178603575,0.05452115184033161,3.21
0.003428803499185833,0.018133714195220717,0.060360903956748986,0.05464875479867331,3.22
0.003449123531131198,0.01796503462821296,0.060535351266698206,0.054774535130995415,3.23
0.0034693656090843167,0.017798172318873134,0.0607081035312386,0.05489851290125568,3.24
0.00348952873253116,0.017633109495067235,0.06087917895880285,0.055020707937521646,3.25
0.003509611912533935,0.01746982844950265,0.06104859568548457,0.055141139988297956,3.26
0.0035296142055996605,0.01730831172106315,0.06121637157325663,0.05525982850048351,3.27
0.0035495346870259544,0.01714854195628351,0.061382524363938526,0.05537679278886015,3.28
