data_set_T,data_set_M,data_set_V,data_set_W,data_set_Z
8010.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8020.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8030.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8040.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8050.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8060.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8070.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8080.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8090.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8100.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8110.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8120.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8130.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8140.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8150.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8160.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8170.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8180.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8190.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8200.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8210.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8220.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8230.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8240.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8250.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8260.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8270.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8280.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8290.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8300.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8310.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8320.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8330.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8340.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8350.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8360.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8370.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8380.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8390.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8400.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8410.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8420.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8430.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8440.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8450.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8460.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8470.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8480.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8490.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8500.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8510.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8520.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8530.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8540.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8550.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8560.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8570.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8580.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8590.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8600.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8610.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8620.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8630.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8640.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8650.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8660.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8670.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8680.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8690.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8700.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8710.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8720.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8730.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8740.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8750.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8760.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8770.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8780.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8790.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8800.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8810.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8820.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8830.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8840.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8850.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8860.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8870.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8880.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8890.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8900.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8910.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8920.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8930.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8940.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8950.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8960.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8970.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8980.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
8990.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9000.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9010.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9020.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9030.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9040.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9050.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9060.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9070.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9080.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9090.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9100.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9110.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9120.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9130.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9140.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9150.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9160.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9170.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9180.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9190.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9200.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9210.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9220.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9230.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9240.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9250.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9260.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9270.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9280.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9290.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9300.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9310.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9320.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9330.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9340.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9350.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9360.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9370.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9380.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9390.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9400.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9410.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9420.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9430.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9440.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9450.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9460.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9470.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9480.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9490.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9500.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9510.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9520.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9530.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9540.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9550.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9560.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9570.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9580.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9590.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9600.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9610.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9620.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9630.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9640.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9650.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9660.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9670.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9680.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9690.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9700.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9710.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9720.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9730.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9740.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9750.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9760.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9770.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9780.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9790.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9800.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9810.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9820.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9830.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9840.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9850.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9860.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9870.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9880.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9890.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9900.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9910.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9920.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9930.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9940.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9950.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9960.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9970.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9980.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
9990.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
10000.0,0.01285801,-69.936653,6.2225117e-06,2.5510815e-08
