data_set_T,data_set_M,data_set_V,data_set_W,data_set_Z
430.0,0.01285801,-69.936653,6.2225117e-06,1.9426549e-08
440.0,0.01285801,-69.936653,6.2225117e-06,1.9626032e-08
450.0,0.01285801,-69.936653,6.2225117e-06,1.9818973e-08
460.0,0.01285801,-69.936653,6.2225117e-06,2.000559e-08
470.0,0.01285801,-69.936653,6.2225117e-06,2.0186087e-08
480.0,0.01285801,-69.936653,6.2225117e-06,2.0360668e-08
490.0,0.01285801,-69.936653,6.2225117e-06,2.0529523e-08
500.0,0.01285801,-69.936653,6.2225117e-06,2.0692843e-08
510.0,0.01285801,-69.936653,6.2225117e-06,2.0850807e-08
520.0,0.01285801,-69.936653,6.2225117e-06,2.1003594e-08
530.0,0.01285801,-69.936653,6.2225117e-06,2.1151369e-08
540.0,0.01285801,-69.936653,6.2225117e-06,2.1294301e-08
550.0,0.01285801,-69.936653,6.2225117e-06,2.1432546e-08
560.0,0.01285801,-69.936653,6.2225117e-06,2.1566258e-08
570.0,0.01285801,-69.936653,6.2225117e-06,2.1695588e-08
580.0,0.01285801,-69.936653,6.2225117e-06,2.1820675e-08
590.0,0.01285801,-69.936653,6.2225117e-06,2.1941663e-08
600.0,0.01285801,-69.936653,6.2225117e-06,2.2058682e-08
610.0,0.01285801,-69.936653,6.2225117e-06,2.2171866e-08
620.0,0.01285801,-69.936653,6.2225117e-06,2.2281339e-08
630.0,0.01285801,-69.936653,6.2225117e-06,2.2387223e-08
640.0,0.01285801,-69.936653,6.2225117e-06,2.2489635e-08
650.0,0.01285801,-69.936653,6.2225117e-06,2.2588688e-08
660.0,0.01285801,-69.936653,6.2225117e-06,2.2684494e-08
670.0,0.01285801,-69.936653,6.2225117e-06,2.277716e-08
680.0,0.01285801,-69.936653,6.2225117e-06,2.2866788e-08
690.0,0.01285801,-69.936653,6.2225117e-06,2.2953476e-08
700.0,0.01285801,-69.936653,6.2225117e-06,2.3037323e-08
710.0,0.01285801,-69.936653,6.2225117e-06,2.3118419e-08
720.0,0.01285801,-69.936653,6.2225117e-06,2.3196858e-08
730.0,0.01285801,-69.936653,6.2225117e-06,2.3272726e-08
740.0,0.01285801,-69.936653,6.2225117e-06,2.3346104e-08
750.0,0.01285801,-69.936653,6.2225117e-06,2.3417078e-08
760.0,0.01285801,-69.936653,6.2225117e-06,2.3485724e-08
770.0,0.01285801,-69.936653,6.2225117e-06,2.355212e-08
780.0,0.01285801,-69.936653,6.2225117e-06,2.3616339e-08
790.0,0.01285801,-69.936653,6.2225117e-06,2.3678453e-08
800.0,0.01285801,-69.936653,6.2225117e-06,2.3738529e-08
810.0,0.01285801,-69.936653,6.2225117e-06,2.3796636e-08
820.0,0.01285801,-69.936653,6.2225117e-06,2.3852838e-08
830.0,0.01285801,-69.936653,6.2225117e-06,2.3907198e-08
840.0,0.01285801,-69.936653,6.2225117e-06,2.3959775e-08
850.0,0.01285801,-69.936653,6.2225117e-06,2.4010628e-08
860.0,0.01285801,-69.936653,6.2225117e-06,2.4059814e-08
870.0,0.01285801,-69.936653,6.2225117e-06,2.4107388e-08
880.0,0.01285801,-69.936653,6.2225117e-06,2.4153401e-08
890.0,0.01285801,-69.936653,6.2225117e-06,2.4197906e-08
900.0,0.01285801,-69.936653,6.2225117e-06,2.4240952e-08
910.0,0.01285801,-69.936653,6.2225117e-06,2.4282587e-08
920.0,0.01285801,-69.936653,6.2225117e-06,2.4322857e-08
930.0,0.01285801,-69.936653,6.2225117e-06,2.4361805e-08
940.0,0.01285801,-69.936653,6.2225117e-06,2.4399478e-08
950.0,0.01285801,-69.936653,6.2225117e-06,2.4435915e-08
960.0,0.01285801,-69.936653,6.2225117e-06,2.4471156e-08
970.0,0.01285801,-69.936653,6.2225117e-06,2.4505244e-08
980.0,0.01285801,-69.936653,6.2225117e-06,2.4538213e-08
990.0,0.01285801,-69.936653,6.2225117e-06,2.4570101e-08
1000.0,0.01285801,-69.936653,6.2225117e-06,2.4600944e-08
1010.0,0.01285801,-69.936653,6.2225117e-06,2.4630776e-08
1020.0,0.01285801,-69.936653,6.2225117e-06,2.4659629e-08
1030.0,0.01285801,-69.936653,6.2225117e-06,2.4687536e-08
1040.0,0.01285801,-69.936653,6.2225117e-06,2.4714529e-08
1050.0,0.01285801,-69.936653,6.2225117e-06,2.4740636e-08
1060.0,0.01285801,-69.936653,6.2225117e-06,2.4765887e-08
1070.0,0.01285801,-69.936653,6.2225117e-06,2.4790312e-08
1080.0,0.01285801,-69.936653,6.2225117e-06,2.4813934e-08
1090.0,0.01285801,-69.936653,6.2225117e-06,2.4836783e-08
1100.0,0.01285801,-69.936653,6.2225117e-06,2.4858881e-08
1110.0,0.01285801,-69.936653,6.2225117e-06,2.4880256e-08
1120.0,0.01285801,-69.936653,6.2225117e-06,2.4900929e-08
1130.0,0.01285801,-69.936653,6.2225117e-06,2.4920926e-08
1140.0,0.01285801,-69.936653,6.2225117e-06,2.4940267e-08
1150.0,0.01285801,-69.936653,6.2225117e-06,2.4958974e-08
1160.0,0.01285801,-69.936653,6.2225117e-06,2.4977066e-08
1170.0,0.01285801,-69.936653,6.2225117e-06,2.4994566e-08
1180.0,0.01285801,-69.936653,6.2225117e-06,2.5011492e-08
1190.0,0.01285801,-69.936653,6.2225117e-06,2.5027862e-08
1200.0,0.01285801,-69.936653,6.2225117e-06,2.5043697e-08
1210.0,0.01285801,-69.936653,6.2225117e-06,2.5059013e-08
1220.0,0.01285801,-69.936653,6.2225117e-06,2.5073826e-08
1230.0,0.01285801,-69.936653,6.2225117e-06,2.5088152e-08
1240.0,0.01285801,-69.936653,6.2225117e-06,2.5102011e-08
1250.0,0.01285801,-69.936653,6.2225117e-06,2.5115414e-08
1260.0,0.01285801,-69.936653,6.2225117e-06,2.5128378e-08
1270.0,0.01285801,-69.936653,6.2225117e-06,2.5140917e-08
1280.0,0.01285801,-69.936653,6.2225117e-06,2.5153044e-08
1290.0,0.01285801,-69.936653,6.2225117e-06,2.5164773e-08
1300.0,0.01285801,-69.936653,6.2225117e-06,2.5176119e-08
1310.0,0.01285801,-69.936653,6.2225117e-06,2.5187093e-08
1320.0,0.01285801,-69.936653,6.2225117e-06,2.5197707e-08
1330.0,0.01285801,-69.936653,6.2225117e-06,2.5207973e-08
1340.0,0.01285801,-69.936653,6.2225117e-06,2.5217902e-08
1350.0,0.01285801,-69.936653,6.2225117e-06,2.5227505e-08
1360.0,0.01285801,-69.936653,6.2225117e-06,2.5236794e-08
1370.0,0.01285801,-69.936653,6.2225117e-06,2.5245779e-08
1380.0,0.01285801,-69.936653,6.2225117e-06,2.5254469e-08
1390.0,0.01285801,-69.936653,6.2225117e-06,2.5262873e-08
1400.0,0.01285801,-69.936653,6.2225117e-06,2.5271001e-08
1410.0,0.01285801,-69.936653,6.2225117e-06,2.5278865e-08
1420.0,0.01285801,-69.936653,6.2225117e-06,2.528647e-08
1430.0,0.01285801,-69.936653,6.2225117e-06,2.5293826e-08
1440.0,0.01285801,-69.936653,6.2225117e-06,2.530094e-08
1450.0,0.01285801,-69.936653,6.2225117e-06,2.530782e-08
1460.0,0.01285801,-69.936653,6.2225117e-06,2.5314476e-08
1470.0,0.01285801,-69.936653,6.2225117e-06,2.5320913e-08
1480.0,0.01285801,-69.936653,6.2225117e-06,2.5327139e-08
1490.0,0.01285801,-69.936653,6.2225117e-06,2.5333161e-08
1500.0,0.01285801,-69.936653,6.2225117e-06,2.5338986e-08
1510.0,0.01285801,-69.936653,6.2225117e-06,2.5344619e-08
1520.0,0.01285801,-69.936653,6.2225117e-06,2.5350069e-08
1530.0,0.01285801,-69.936653,6.2225117e-06,2.5355339e-08
1540.0,0.01285801,-69.936653,6.2225117e-06,2.5360437e-08
1550.0,0.01285801,-69.936653,6.2225117e-06,2.5365367e-08
1560.0,0.01285801,-69.936653,6.2225117e-06,2.5370136e-08
1570.0,0.01285801,-69.936653,6.2225117e-06,2.5374748e-08
1580.0,0.01285801,-69.936653,6.2225117e-06,2.537921e-08
1590.0,0.01285801,-69.936653,6.2225117e-06,2.5383525e-08
1600.0,0.01285801,-69.936653,6.2225117e-06,2.5387697e-08
1610.0,0.01285801,-69.936653,6.2225117e-06,2.5391735e-08
1620.0,0.01285801,-69.936653,6.2225117e-06,2.5395638e-08
1630.0,0.01285801,-69.936653,6.2225117e-06,2.5399414e-08
1640.0,0.01285801,-69.936653,6.2225117e-06,2.5403066e-08
1650.0,0.01285801,-69.936653,6.2225117e-06,2.5406599e-08
1660.0,0.01285801,-69.936653,6.2225117e-06,2.5410017e-08
1670.0,0.01285801,-69.936653,6.2225117e-06,2.5413321e-08
1680.0,0.01285801,-69.936653,6.2225117e-06,2.5416519e-08
1690.0,0.01285801,-69.936653,6.2225117e-06,2.541961e-08
1700.0,0.01285801,-69.936653,6.2225117e-06,2.5422599e-08
1710.0,0.01285801,-69.936653,6.2225117e-06,2.5425493e-08
1720.0,0.01285801,-69.936653,6.2225117e-06,2.5428289e-08
1730.0,0.01285801,-69.936653,6.2225117e-06,2.5430996e-08
1740.0,0.01285801,-69.936653,6.2225117e-06,2.5433613e-08
1750.0,0.01285801,-69.936653,6.2225117e-06,2.5436144e-08
1760.0,0.01285801,-69.936653,6.2225117e-06,2.5438592e-08
1770.0,0.01285801,-69.936653,6.2225117e-06,2.544096e-08
1780.0,0.01285801,-69.936653,6.2225117e-06,2.5443249e-08
1790.0,0.01285801,-69.936653,6.2225117e-06,2.5445464e-08
1800.0,0.01285801,-69.936653,6.2225117e-06,2.5447608e-08
1810.0,0.01285801,-69.936653,6.2225117e-06,2.544968e-08
1820.0,0.01285801,-69.936653,6.2225117e-06,2.5451685e-08
1830.0,0.01285801,-69.936653,6.2225117e-06,2.5453623e-08
1840.0,0.01285801,-69.936653,6.2225117e-06,2.5455499e-08
1850.0,0.01285801,-69.936653,6.2225117e-06,2.5457313e-08
1860.0,0.01285801,-69.936653,6.2225117e-06,2.5459066e-08
1870.0,0.01285801,-69.936653,6.2225117e-06,2.5460762e-08
1880.0,0.01285801,-69.936653,6.2225117e-06,2.5462404e-08
1890.0,0.01285801,-69.936653,6.2225117e-06,2.5463992e-08
1900.0,0.01285801,-69.936653,6.2225117e-06,2.5465527e-08
1910.0,0.01285801,-69.936653,6.2225117e-06,2.5467012e-08
1920.0,0.01285801,-69.936653,6.2225117e-06,2.5468447e-08
1930.0,0.01285801,-69.936653,6.2225117e-06,2.5469836e-08
1940.0,0.01285801,-69.936653,6.2225117e-06,2.5471179e-08
1950.0,0.01285801,-69.936653,6.2225117e-06,2.5472479e-08
1960.0,0.01285801,-69.936653,6.2225117e-06,2.5473737e-08
1970.0,0.01285801,-69.936653,6.2225117e-06,2.5474952e-08
1980.0,0.01285801,-69.936653,6.2225117e-06,2.5476128e-08
1990.0,0.01285801,-69.936653,6.2225117e-06,2.5477265e-08
2000.0,0.01285801,-69.936653,6.2225117e-06,2.5478364e-08
2010.0,0.01285801,-69.936653,6.2225117e-06,2.5479428e-08
2020.0,0.01285801,-69.936653,6.2225117e-06,2.5480459e-08
2030.0,0.01285801,-69.936653,6.2225117e-06,2.5481453e-08
2040.0,0.01285801,-69.936653,6.2225117e-06,2.5482416e-08
2050.0,0.01285801,-69.936653,6.2225117e-06,2.5483347e-08
2060.0,0.01285801,-69.936653,6.2225117e-06,2.5484248e-08
2070.0,0.01285801,-69.936653,6.2225117e-06,2.5485118e-08
2080.0,0.01285801,-69.936653,6.2225117e-06,2.5485962e-08
2090.0,0.01285801,-69.936653,6.2225117e-06,2.5486775e-08
2100.0,0.01285801,-69.936653,6.2225117e-06,2.5487564e-08
2110.0,0.01285801,-69.936653,6.2225117e-06,2.5488326e-08
2120.0,0.01285801,-69.936653,6.2225117e-06,2.5489063e-08
2130.0,0.01285801,-69.936653,6.2225117e-06,2.5489777e-08
2140.0,0.01285801,-69.936653,6.2225117e-06,2.5490467e-08
2150.0,0.01285801,-69.936653,6.2225117e-06,2.5491135e-08
2160.0,0.01285801,-69.936653,6.2225117e-06,2.5491779e-08
2170.0,0.01285801,-69.936653,6.2225117e-06,2.5492403e-08
2180.0,0.01285801,-69.936653,6.2225117e-06,2.5493007e-08
2190.0,0.01285801,-69.936653,6.2225117e-06,2.5493591e-08
2200.0,0.01285801,-69.936653,6.2225117e-06,2.5494156e-08
2210.0,0.01285801,-69.936653,6.2225117e-06,2.5494701e-08
2220.0,0.01285801,-69.936653,6.2225117e-06,2.5495229e-08
2230.0,0.01285801,-69.936653,6.2225117e-06,2.5495741e-08
2240.0,0.01285801,-69.936653,6.2225117e-06,2.5496234e-08
2250.0,0.01285801,-69.936653,6.2225117e-06,2.5496712e-08
2260.0,0.01285801,-69.936653,6.2225117e-06,2.5497176e-08
2270.0,0.01285801,-69.936653,6.2225117e-06,2.5497622e-08
2280.0,0.01285801,-69.936653,6.2225117e-06,2.5498055e-08
2290.0,0.01285801,-69.936653,6.2225117e-06,2.5498473e-08
2300.0,0.01285801,-69.936653,6.2225117e-06,2.5498878e-08
2310.0,0.01285801,-69.936653,6.2225117e-06,2.549927e-08
2320.0,0.01285801,-69.936653,6.2225117e-06,2.5499649e-08
2330.0,0.01285801,-69.936653,6.2225117e-06,2.5500015e-08
2340.0,0.01285801,-69.936653,6.2225117e-06,2.5500368e-08
2350.0,0.01285801,-69.936653,6.2225117e-06,2.5500711e-08
2360.0,0.01285801,-69.936653,6.2225117e-06,2.5501041e-08
2370.0,0.01285801,-69.936653,6.2225117e-06,2.5501363e-08
2380.0,0.01285801,-69.936653,6.2225117e-06,2.5501672e-08
2390.0,0.01285801,-69.936653,6.2225117e-06,2.5501972e-08
2400.0,0.01285801,-69.936653,6.2225117e-06,2.5502262e-08
2410.0,0.01285801,-69.936653,6.2225117e-06,2.5502542e-08
2420.0,0.01285801,-69.936653,6.2225117e-06,2.5502814e-08
2430.0,0.01285801,-69.936653,6.2225117e-06,2.5503075e-08
2440.0,0.01285801,-69.936653,6.2225117e-06,2.5503329e-08
2450.0,0.01285801,-69.936653,6.2225117e-06,2.5503574e-08
2460.0,0.01285801,-69.936653,6.2225117e-06,2.5503812e-08
2470.0,0.01285801,-69.936653,6.2225117e-06,2.5504042e-08
2480.0,0.01285801,-69.936653,6.2225117e-06,2.5504264e-08
2490.0,0.01285801,-69.936653,6.2225117e-06,2.5504479e-08
2500.0,0.01285801,-69.936653,6.2225117e-06,2.5504686e-08
2510.0,0.01285801,-69.936653,6.2225117e-06,2.5504887e-08
2520.0,0.01285801,-69.936653,6.2225117e-06,2.5505082e-08
2530.0,0.01285801,-69.936653,6.2225117e-06,2.5505269e-08
2540.0,0.01285801,-69.936653,6.2225117e-06,2.5505452e-08
2550.0,0.01285801,-69.936653,6.2225117e-06,2.5505628e-08
2560.0,0.01285801,-69.936653,6.2225117e-06,2.5505797e-08
2570.0,0.01285801,-69.936653,6.2225117e-06,2.5505962e-08
2580.0,0.01285801,-69.936653,6.2225117e-06,2.5506122e-08
2590.0,0.01285801,-69.936653,6.2225117e-06,2.5506274e-08
2600.0,0.01285801,-69.936653,6.2225117e-06,2.5506424e-08
2610.0,0.01285801,-69.936653,6.2225117e-06,2.5506568e-08
2620.0,0.01285801,-69.936653,6.2225117e-06,2.5506706e-08
2630.0,0.01285801,-69.936653,6.2225117e-06,2.5506841e-08
2640.0,0.01285801,-69.936653,6.2225117e-06,2.5506973e-08
2650.0,0.01285801,-69.936653,6.2225117e-06,2.5507099e-08
2660.0,0.01285801,-69.936653,6.2225117e-06,2.5507219e-08
2670.0,0.01285801,-69.936653,6.2225117e-06,2.5507338e-08
2680.0,0.01285801,-69.936653,6.2225117e-06,2.5507452e-08
2690.0,0.01285801,-69.936653,6.2225117e-06,2.5507562e-08
2700.0,0.01285801,-69.936653,6.2225117e-06,2.5507669e-08
2710.0,0.01285801,-69.936653,6.2225117e-06,2.5507772e-08
2720.0,0.01285801,-69.936653,6.2225117e-06,2.5507871e-08
2730.0,0.01285801,-69.936653,6.2225117e-06,2.5507967e-08
2740.0,0.01285801,-69.936653,6.2225117e-06,2.5508061e-08
2750.0,0.01285801,-69.936653,6.2225117e-06,2.5508152e-08
2760.0,0.01285801,-69.936653,6.2225117e-06,2.5508239e-08
2770.0,0.01285801,-69.936653,6.2225117e-06,2.5508323e-08
2780.0,0.01285801,-69.936653,6.2225117e-06,2.5508404e-08
2790.0,0.01285801,-69.936653,6.2225117e-06,2.5508484e-08
2800.0,0.01285801,-69.936653,6.2225117e-06,2.5508561e-08
2810.0,0.01285801,-69.936653,6.2225117e-06,2.5508633e-08
2820.0,0.01285801,-69.936653,6.2225117e-06,2.5508706e-08
2830.0,0.01285801,-69.936653,6.2225117e-06,2.5508776e-08
2840.0,0.01285801,-69.936653,6.2225117e-06,2.5508841e-08
2850.0,0.01285801,-69.936653,6.2225117e-06,2.5508907e-08
2860.0,0.01285801,-69.936653,6.2225117e-06,2.5508969e-08
2870.0,0.01285801,-69.936653,6.2225117e-06,2.550903e-08
2880.0,0.01285801,-69.936653,6.2225117e-06,2.5509088e-08
2890.0,0.01285801,-69.936653,6.2225117e-06,2.5509145e-08
2900.0,0.01285801,-69.936653,6.2225117e-06,2.55092e-08
2910.0,0.01285801,-69.936653,6.2225117e-06,2.5509252e-08
2920.0,0.01285801,-69.936653,6.2225117e-06,2.5509303e-08
2930.0,0.01285801,-69.936653,6.2225117e-06,2.5509353e-08
2940.0,0.01285801,-69.936653,6.2225117e-06,2.5509401e-08
2950.0,0.01285801,-69.936653,6.2225117e-06,2.5509447e-08
2960.0,0.01285801,-69.936653,6.2225117e-06,2.5509491e-08
2970.0,0.01285801,-69.936653,6.2225117e-06,2.5509536e-08
2980.0,0.01285801,-69.936653,6.2225117e-06,2.5509577e-08
2990.0,0.01285801,-69.936653,6.2225117e-06,2.5509618e-08
3000.0,0.01285801,-69.936653,6.2225117e-06,2.5509657e-08
3010.0,0.01285801,-69.936653,6.2225117e-06,2.5509696e-08
3020.0,0.01285801,-69.936653,6.2225117e-06,2.5509731e-08
3030.0,0.01285801,-69.936653,6.2225117e-06,2.5509767e-08
3040.0,0.01285801,-69.936653,6.2225117e-06,2.5509802e-08
3050.0,0.01285801,-69.936653,6.2225117e-06,2.5509834e-08
3060.0,0.01285801,-69.936653,6.2225117e-06,2.5509866e-08
3070.0,0.01285801,-69.936653,6.2225117e-06,2.5509898e-08
3080.0,0.01285801,-69.936653,6.2225117e-06,2.5509928e-08
3090.0,0.01285801,-69.936653,6.2225117e-06,2.5509957e-08
3100.0,0.01285801,-69.936653,6.2225117e-06,2.5509985e-08
3110.0,0.01285801,-69.936653,6.2225117e-06,2.5510012e-08
3120.0,0.01285801,-69.936653,6.2225117e-06,2.5510039e-08
3130.0,0.01285801,-69.936653,6.2225117e-06,2.5510065e-08
3140.0,0.01285801,-69.936653,6.2225117e-06,2.5510088e-08
3150.0,0.01285801,-69.936653,6.2225117e-06,2.5510113e-08
3160.0,0.01285801,-69.936653,6.2225117e-06,2.5510136e-08
3170.0,0.01285801,-69.936653,6.2225117e-06,2.5510158e-08
3180.0,0.01285801,-69.936653,6.2225117e-06,2.5510179e-08
3190.0,0.01285801,-69.936653,6.2225117e-06,2.55102e-08
3200.0,0.01285801,-69.936653,6.2225117e-06,2.551022e-08
3210.0,0.01285801,-69.936653,6.2225117e-06,2.5510239e-08
3220.0,0.01285801,-69.936653,6.2225117e-06,2.5510259e-08
3230.0,0.01285801,-69.936653,6.2225117e-06,2.5510277e-08
3240.0,0.01285801,-69.936653,6.2225117e-06,2.5510294e-08
3250.0,0.01285801,-69.936653,6.2225117e-06,2.5510312e-08
3260.0,0.01285801,-69.936653,6.2225117e-06,2.5510328e-08
3270.0,0.01285801,-69.936653,6.2225117e-06,2.5510344e-08
3280.0,0.01285801,-69.936653,6.2225117e-06,2.551036e-08
3290.0,0.01285801,-69.936653,6.2225117e-06,2.5510374e-08
3300.0,0.01285801,-69.936653,6.2225117e-06,2.5510388e-08
3310.0,0.01285801,-69.936653,6.2225117e-06,2.5510403e-08
3320.0,0.01285801,-69.936653,6.2225117e-06,2.5510417e-08
3330.0,0.01285801,-69.936653,6.2225117e-06,2.5510429e-08
3340.0,0.01285801,-69.936653,6.2225117e-06,2.5510442e-08
3350.0,0.01285801,-69.936653,6.2225117e-06,2.5510454e-08
3360.0,0.01285801,-69.936653,6.2225117e-06,2.5510467e-08
3370.0,0.01285801,-69.936653,6.2225117e-06,2.5510477e-08
3380.0,0.01285801,-69.936653,6.2225117e-06,2.5510488e-08
3390.0,0.01285801,-69.936653,6.2225117e-06,2.5510499e-08
3400.0,0.01285801,-69.936653,6.2225117e-06,2.5510509e-08
3410.0,0.01285801,-69.936653,6.2225117e-06,2.551052e-08
3420.0,0.01285801,-69.936653,6.2225117e-06,2.5510529e-08
3430.0,0.01285801,-69.936653,6.2225117e-06,2.5510539e-08
3440.0,0.01285801,-69.936653,6.2225117e-06,2.5510548e-08
3450.0,0.01285801,-69.936653,6.2225117e-06,2.5510557e-08
3460.0,0.01285801,-69.936653,6.2225117e-06,2.5510564e-08
3470.0,0.01285801,-69.936653,6.2225117e-06,2.5510573e-08
3480.0,0.01285801,-69.936653,6.2225117e-06,2.551058e-08
3490.0,0.01285801,-69.936653,6.2225117e-06,2.5510589e-08
3500.0,0.01285801,-69.936653,6.2225117e-06,2.5510596e-08
3510.0,0.01285801,-69.936653,6.2225117e-06,2.5510603e-08
3520.0,0.01285801,-69.936653,6.2225117e-06,2.5510611e-08
3530.0,0.01285801,-69.936653,6.2225117e-06,2.5510618e-08
3540.0,0.01285801,-69.936653,6.2225117e-06,2.5510623e-08
3550.0,0.01285801,-69.936653,6.2225117e-06,2.551063e-08
3560.0,0.01285801,-69.936653,6.2225117e-06,2.5510635e-08
3570.0,0.01285801,-69.936653,6.2225117e-06,2.5510641e-08
3580.0,0.01285801,-69.936653,6.2225117e-06,2.5510648e-08
3590.0,0.01285801,-69.936653,6.2225117e-06,2.5510653e-08
3600.0,0.01285801,-69.936653,6.2225117e-06,2.5510658e-08
3610.0,0.01285801,-69.936653,6.2225117e-06,2.5510664e-08
3620.0,0.01285801,-69.936653,6.2225117e-06,2.5510667e-08
3630.0,0.01285801,-69.936653,6.2225117e-06,2.5510673e-08
3640.0,0.01285801,-69.936653,6.2225117e-06,2.5510678e-08
3650.0,0.01285801,-69.936653,6.2225117e-06,2.5510682e-08
3660.0,0.01285801,-69.936653,6.2225117e-06,2.5510687e-08
3670.0,0.01285801,-69.936653,6.2225117e-06,2.551069e-08
3680.0,0.01285801,-69.936653,6.2225117e-06,2.5510694e-08
3690.0,0.01285801,-69.936653,6.2225117e-06,2.5510699e-08
3700.0,0.01285801,-69.936653,6.2225117e-06,2.5510703e-08
3710.0,0.01285801,-69.936653,6.2225117e-06,2.5510706e-08
3720.0,0.01285801,-69.936653,6.2225117e-06,2.551071e-08
3730.0,0.01285801,-69.936653,6.2225117e-06,2.5510714e-08
3740.0,0.01285801,-69.936653,6.2225117e-06,2.5510717e-08
3750.0,0.01285801,-69.936653,6.2225117e-06,2.5510719e-08
3760.0,0.01285801,-69.936653,6.2225117e-06,2.5510722e-08
3770.0,0.01285801,-69.936653,6.2225117e-06,2.5510726e-08
3780.0,0.01285801,-69.936653,6.2225117e-06,2.551073e-08
3790.0,0.01285801,-69.936653,6.2225117e-06,2.5510731e-08
3800.0,0.01285801,-69.936653,6.2225117e-06,2.5510735e-08
3810.0,0.01285801,-69.936653,6.2225117e-06,2.5510737e-08
3820.0,0.01285801,-69.936653,6.2225117e-06,2.551074e-08
3830.0,0.01285801,-69.936653,6.2225117e-06,2.5510742e-08
3840.0,0.01285801,-69.936653,6.2225117e-06,2.5510744e-08
3850.0,0.01285801,-69.936653,6.2225117e-06,2.5510747e-08
3860.0,0.01285801,-69.936653,6.2225117e-06,2.5510749e-08
3870.0,0.01285801,-69.936653,6.2225117e-06,2.5510751e-08
3880.0,0.01285801,-69.936653,6.2225117e-06,2.5510753e-08
3890.0,0.01285801,-69.936653,6.2225117e-06,2.5510754e-08
3900.0,0.01285801,-69.936653,6.2225117e-06,2.5510756e-08
3910.0,0.01285801,-69.936653,6.2225117e-06,2.551076e-08
3920.0,0.01285801,-69.936653,6.2225117e-06,2.5510762e-08
3930.0,0.01285801,-69.936653,6.2225117e-06,2.5510763e-08
3940.0,0.01285801,-69.936653,6.2225117e-06,2.5510765e-08
3950.0,0.01285801,-69.936653,6.2225117e-06,2.5510765e-08
3960.0,0.01285801,-69.936653,6.2225117e-06,2.5510767e-08
3970.0,0.01285801,-69.936653,6.2225117e-06,2.5510769e-08
3980.0,0.01285801,-69.936653,6.2225117e-06,2.551077e-08
3990.0,0.01285801,-69.936653,6.2225117e-06,2.5510772e-08
4000.0,0.01285801,-69.936653,6.2225117e-06,2.5510774e-08
4010.0,0.01285801,-69.936653,6.2225117e-06,2.5510774e-08
