Time,agonist,DR,DRG_GDP,DRG,GDP,DRG_GTP,GTP,Recptor,G_GDP,G_GTP,cell,Forming,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
0.1,9.995137282396308e-09,4.838091911144866e-12,2.4530055484441315e-14,2.028643932631336e-17,9.8092715519852e-17,7.766609750312786e-17,9.999999999922192e-06,9.951372823963116e-10,9.999753718522983e-10,1.396800958704078e-19,1.0,4.7313622806337154e-11,4.813442702418243e-13,2.4530055484439324e-15,2.020877322865239e-15,3.883304875156393e-18,1.396800958704078e-20
0.11,9.994665330772717e-09,5.30502315628221e-12,2.951879065430659e-14,2.48357221481685e-17,1.2909732236790596e-16,1.0405940529962981e-16,9.999999999895738e-06,9.946653307727198e-10,9.999703521127813e-10,2.0143653478823183e-19,1.0,4.705422390783729e-11,5.275347082899674e-13,2.9518790654303385e-15,2.4731662742609925e-15,5.202970264981491e-18,2.0143653478823183e-20
0.12,9.994195988720383e-09,5.768879103799123e-12,3.496880005096341e-14,2.9851099629456403e-17,1.643515426494298e-16,1.3422616434937394e-16,9.999999999865499e-06,9.941959887203852e-10,9.99964866849469e-10,2.7321575323457915e-19,1.0,4.679650826045628e-11,5.73370762485021e-13,3.4968800050958503e-15,2.971687346470553e-15,6.7113082174686975e-18,2.732157532345792e-20
0.13,9.993729256239305e-09,6.229659753695607e-12,4.088008367441178e-14,3.533257177017708e-17,2.038553763644235e-16,1.681663746523603e-16,9.999999999831475e-06,9.93729256239308e-10,9.99958916062361e-10,3.5501775120944986e-19,1.0,4.654047582745068e-11,6.188523731068362e-13,4.088008367440458e-15,3.516440539492928e-15,8.408318732618015e-18,3.550177512094499e-20
0.14,9.993264994737383e-09,6.687533885820885e-12,4.721888817667696e-14,4.1255156994151006e-17,2.517747502059105e-16,2.100455379539287e-16,9.999999999789481e-06,9.932649947373877e-10,9.99952529339067e-10,4.720611221978514e-19,1.0,4.628603456912529e-11,6.639997535990636e-13,4.721888817666658e-15,4.104511145532857e-15,1.0502276897696435e-17,4.720611221978514e-20
0.15,9.9928032000521e-09,7.142506569365419e-12,5.398419979841147e-14,4.761810499635997e-17,3.0823478501016734e-16,2.599887623273348e-16,9.999999999739384e-06,9.928032000521032e-10,9.999457075682306e-10,6.251032898750121e-19,1.0,4.6033181687830396e-11,7.088134585516428e-13,5.398419979839679e-15,4.735811623279163e-15,1.2999438116366741e-17,6.251032898750121e-20
0.16,9.992343942827757e-09,7.59449177247347e-12,6.11932235743232e-14,5.4434149591699847e-17,3.7111199028975055e-16,3.158727738929705e-16,9.999999999683322e-06,9.923439428277617e-10,9.999384356682123e-10,8.01289624930772e-19,1.0,4.5781964045347255e-11,7.532830999087908e-13,6.1193223574302996e-15,5.411827681608307e-15,1.5793638694648528e-17,8.012896249307721e-20
0.17,9.99188722306436e-09,8.043489495145035e-12,6.884595950441213e-14,6.170329078017064e-17,4.4040636604466e-16,3.7769757265083587e-16,9.999999999621297e-06,9.918872230643632e-10,9.999307136390117e-10,1.0006201273651307e-18,1.0,4.5532381606715474e-11,7.974086231523856e-13,6.884595950438496e-15,6.132559320518307e-15,1.8884878632541795e-17,1.0006201273651307e-19
0.18,9.991433040761904e-09,8.489499737380116e-12,7.694240758867825e-14,6.94255285617723e-17,5.161179122748956e-16,4.454631586009307e-16,9.999999999553308e-06,9.914330407619078e-10,9.99922541480629e-10,1.2230947971780873e-18,1.0,4.528443433716779e-11,8.41189974571158e-13,7.694240758864242e-15,6.8980065400070186e-15,2.2273157930046537e-17,1.2230947971780873e-19
0.19,9.990981381451925e-09,8.932539960543584e-12,8.547910940920112e-14,7.759781916734236e-17,5.986484579215839e-16,5.195709601195468e-16,9.99999999947895e-06,9.90981381451927e-10,9.999139222496866e-10,1.4721245901973645e-18,1.0,4.5038112676986756e-11,8.846291958189995e-13,8.547910940915468e-15,7.707824820317958e-15,2.5978548005977343e-17,1.4721245901973645e-19
0.2,9.990531998030665e-09,9.37290838338863e-12,9.439699941825615e-14,8.616817874274099e-17,6.9486074977962e-16,6.068768828441775e-16,9.999999999391308e-06,9.905319980306671e-10,9.999049081495554e-10,1.8059644596590483e-18,1.0,4.4793253915298824e-11,9.27762009676815e-13,9.439699941819628e-15,8.556130185465182e-15,3.034384414220888e-17,1.8059644596590485e-19
0.21,9.990085069474975e-09,9.810389006553052e-12,1.0373885869684475e-13,9.517425910972206e-17,7.99784111408417e-16,7.024152053735136e-16,9.999999999295391e-06,9.900850694749785e-10,9.99895461369418e-10,2.1824204368429894e-18,1.0,4.454997584708386e-11,9.705624583223985e-13,1.0373885869676862e-14,9.44718438976425e-15,3.512076026867568e-17,2.1824204368429894e-19
0.22,9.989640595784858e-09,1.0244981830036854e-11,1.1350468724496699e-13,1.0461606026828563e-16,9.13418542807975e-16,8.061859277075557e-16,9.999999999191198e-06,9.89640595784861e-10,9.998855819092744e-10,2.6014925217491896e-18,1.0,4.430827843942738e-11,1.0130304931531375e-12,1.1350468724487143e-14,1.038098743321167e-14,4.030929638537779e-17,2.60149252174919e-19
0.23,9.989198576960312e-09,1.0676686853840037e-11,1.2369448506262283e-13,1.144935822184317e-16,1.0357640439782943e-15,9.181890498463037e-16,9.99999999907873e-06,9.891985769603147e-10,9.998752697691245e-10,3.0631807143776482e-18,1.0,4.406816165959569e-11,1.0551660663161147e-12,1.2369448506250426e-14,1.1357539315803742e-14,4.5909452492315185e-17,3.0631807143776483e-19
0.24,9.988759013001337e-09,1.1105504077962597e-11,1.3430825214981226e-13,1.2480682496016016e-16,1.166820614919374e-15,1.038424571789757e-15,9.999999998957988e-06,9.887590130013396e-10,9.998645249489682e-10,3.567485014728364e-18,1.0,4.382962547503588e-11,1.0969691307081089e-12,1.3430825214966664e-14,1.2376840037536538e-14,5.192122858948785e-17,3.567485014728364e-19
0.25,9.98832177956343e-09,1.1531584526999341e-11,1.4531650932457377e-13,1.3552928735132399e-16,1.3099184234639633e-15,1.1702083354645999e-15,9.999999998825612e-06,9.883217795634335e-10,9.998533735983512e-10,4.1547013169744785e-18,1.0,4.3592587516651985e-11,1.1384577182930266e-12,1.4531650932439625e-14,1.3435907899994299e-14,5.851041677322999e-17,4.154701316974479e-19
0.26,9.987886803795973e-09,1.1955016682829852e-11,1.5670198540381378e-13,1.4664544297471062e-16,1.4670085393007302e-15,1.3154830173365503e-15,9.999999998679637e-06,9.878868037959767e-10,9.998418310376977e-10,4.848438070193504e-18,1.0,4.3356999514975164e-11,1.1796423784843008e-12,1.5670198540359866e-14,1.4532995993801155e-14,6.577415086682752e-17,4.848438070193504e-19
0.27,9.987454178010055e-09,1.2375688427553448e-11,1.6848656519377607e-13,1.5817496579420044e-16,1.6356187066569684e-15,1.4717869969238972e-15,9.999999998522557e-06,9.87454178010057e-10,9.99829877854063e-10,5.618780338565616e-18,1.0,4.3122922565023413e-11,1.2205096483686928e-12,1.6848656519351737e-14,1.567031787739071e-14,7.358934984619486e-17,5.618780338565616e-19
0.28,9.98702389489953e-09,1.2793608634960848e-11,1.8066851657863148e-13,1.701162986754108e-16,1.8159445970551874e-15,1.6393151039982264e-15,9.999999998354172e-06,9.87023894899532e-10,9.998175155839227e-10,6.468095798244008e-18,1.0,4.289035179851171e-11,1.2610605484180944e-12,1.806685165783226e-14,1.6847698354341434e-14,8.196575519991132e-17,6.468095798244008e-19
0.29,9.986595947158257e-09,1.3208786178842761e-11,1.9324610744255083e-13,1.8246788448395907e-16,2.008181882017895e-15,1.8182621683311207e-15,9.999999998174287e-06,9.865959471582607e-10,9.998047457637523e-10,7.398752125381866e-18,1.0,4.265928234744586e-11,1.3012960999943104e-12,1.932461074421844e-14,1.8064962228231455e-14,9.091310841655604e-17,7.398752125381867e-19
0.3,9.986170327480099e-09,1.3621229932989917e-11,2.062176056697052e-13,1.952281660854628e-16,2.2125262330676027e-15,2.008823019694168e-15,9.999999997982702e-06,9.86170327480101e-10,9.997915699300274e-10,8.413116996132397e-18,1.0,4.242970934412062e-11,1.3412173253412167e-12,2.0621760566927325e-14,1.9321934302638527e-14,1.0044115098470841e-16,8.413116996132397e-19
0.31,9.985747028558908e-09,1.4030948771193025e-11,2.195812791442653e-13,2.083955863455393e-16,2.4291733217268183e-15,2.2111924878589525e-15,9.999999997779223e-06,9.857470285589112e-10,9.997779896192233e-10,9.513558086648781e-18,1.0,4.220162792111809e-11,1.380825247576941e-12,2.195812791437591e-14,2.0618439381140032e-14,1.1055962439294763e-16,9.51355808664878e-19
0.32,9.985326043088547e-09,1.4437951567242805e-11,2.333353957504021e-13,2.2196858812980596e-16,2.6583188195180513e-15,2.425565402597058e-15,9.999999997563651e-06,9.8532604308855e-10,9.997640063678155e-10,1.0702443073084217e-17,1.0,4.1975033211306036e-11,1.4201208906860747e-12,2.33335395749812e-14,2.1954302267312957e-14,1.212782701298529e-16,1.0702443073084218e-18
0.33,9.984907363762872e-09,1.4842247194929973e-11,2.4747822337228643e-13,2.3594561430388026e-16,2.900158397963811e-15,2.6521365936800704e-15,9.999999997335787e-06,9.84907363762875e-10,9.9974962171228e-10,1.1982139631591894e-17,1.0,4.1749920347836056e-11,1.45910527951191e-12,2.4747822337160214e-14,2.3329347764733923e-14,1.3260682968400353e-16,1.1982139631591894e-18
0.34,9.984490907066668e-09,1.5243935973580873e-11,2.6199009406617366e-13,2.5030904401373256e-16,3.1568393006991007e-15,2.893027083354832e-15,9.99999999709347e-06,9.844909070666712e-10,9.997348531741264e-10,1.3395679720248221e-17,1.0,4.1526234561694534e-11,1.4977903998277486e-12,2.619900940653835e-14,2.4741601685762467e-14,1.446513541677416e-16,1.3395679720248222e-18
0.35000000000000003,9.984076621726641e-09,1.5643079534479154e-11,2.7685892803432606e-13,2.6504805251481155e-16,3.429683115905362e-15,3.149542975827685e-15,9.999999996835365e-06,9.840766217266448e-10,9.997197115120457e-10,1.496889137936498e-17,1.0,4.130394219760405e-11,1.5361836031335161e-12,2.7685892803341704e-14,2.6189850945510586e-14,1.5747714879138425e-16,1.4968891379364982e-18
0.36,9.98366456411893e-09,1.6039610337154764e-11,2.9209798080380077e-13,2.8017450593340734e-16,3.7172547308431986e-15,3.420269524491284e-15,9.99999999656292e-06,9.836645641189332e-10,9.997041849050034e-10,1.6670162156686338e-17,1.0,4.108308009029105e-11,1.574276759749537e-12,2.920979808027593e-14,2.7675423631261787e-14,1.7101347622456422e-16,1.6670162156686338e-18
0.37,9.983254721558444e-09,1.64335437097582e-11,3.077042543217783e-13,2.956857133342893e-16,4.01988756185171e-15,3.705537512601857e-15,9.999999996275799e-06,9.832547215584464e-10,9.996882760177222e-10,1.8504729872911726e-17,1.0,4.086363985258586e-11,1.6120716725748282e-12,3.077042543205897e-14,2.9198017571156805e-14,1.8527687563009286e-16,1.8504729872911727e-18
0.38,9.982847081360092e-09,1.682489498043994e-11,3.236747505354392e-13,3.1157898378222656e-16,4.337915025269996e-15,4.005677723415628e-15,9.999999995973665e-06,9.828470813600948e-10,9.996719875149248e-10,2.0477832348740557e-17,1.0,4.0645613097674576e-11,1.6495701454290836e-12,3.236747505340876e-14,3.075733059333588e-14,2.002838861707814e-16,2.0477832348740556e-18
0.39,9.982441630838785e-09,1.721367947735048e-11,3.400064713919639e-13,3.278516263419883e-16,4.671670537437152e-15,4.321020940188821e-15,9.999999995656182e-06,9.824416308387886e-10,9.99655322061334e-10,2.259470740487225e-17,1.0,4.0428991439096125e-11,1.6867739830399403e-12,3.400064713904323e-14,3.235306052593867e-14,2.1605104700944107e-16,2.259470740487225e-18
0.4,9.982038357309436e-09,1.75999125286403e-11,3.5669641883853295e-13,3.4450095007834365e-16,5.0214875146922795e-15,4.651897946177661e-15,9.999999995323014e-06,9.82038357309438e-10,9.99638282321672e-10,2.4860592862006226e-17,1.0,4.021376649073966e-11,1.7236849910303132e-12,3.566964188368031e-14,3.3984905197104336e-14,2.3259489730888307e-16,2.486059286200623e-18
0.41000000000000003,9.98163724808695e-09,1.7983609462459893e-11,3.7374159482232677e-13,3.615242640560619e-16,5.387699373374474e-15,4.998639524638374e-15,9.999999994973826e-06,9.816372480869538e-10,9.996208709606622e-10,2.7280726540841905e-17,1.0,3.999992986684159e-11,1.7603049759058237e-12,3.73741594820379e-14,3.5652562434971514e-14,2.499319762319187e-16,2.7280726540841905e-18
0.42,9.981238290486242e-09,1.8364785606959744e-11,3.9113900129052587e-13,3.7891887733991203e-16,5.770639529822833e-15,5.361576458827182e-15,9.99999999460828e-06,9.812382904862456e-10,9.996030906430267e-10,2.986034626207869e-17,1.0,3.9787473181983006e-11,1.7966357450423008e-12,3.911390012883393e-14,3.735573006767824e-14,2.680788229413591e-16,2.9860346262078693e-18
0.43,9.980841451918672e-09,1.8743481043639685e-11,4.0888111171855737e-13,3.966780100896172e-16,6.17106325548675e-15,5.741434932821588e-15,9.999999994225615e-06,9.80841451918676e-10,9.995849481409876e-10,3.2634350834856216e-17,1.0,3.9576374583530235e-11,1.83268204152696e-12,4.088811117161095e-14,3.909365749277384e-14,2.870717466410794e-16,3.2634350834856216e-18
0.44,9.980446706141852e-09,1.911972796138942e-11,4.269618434859227e-13,4.1479618621304675e-16,6.589591313233975e-15,6.138815057072502e-15,9.999999993825205e-06,9.804467061418566e-10,9.99566448917089e-10,3.562818165654469e-17,1.0,3.936661651361089e-11,1.8684476739140876e-12,4.269618434831894e-14,4.086573708998461e-14,3.069407528536251e-16,3.562818165654469e-18
0.45,9.980054058525625e-09,1.9493519234069325e-11,4.453823064129294e-13,4.3327442390777975e-16,7.0261744456528585e-15,6.5536889383341115e-15,9.9999999934071e-06,9.800540585256304e-10,9.995475919100543e-10,3.8820170433823697e-17,1.0,3.915820280478148e-11,1.903931790185339e-12,4.453823064098852e-14,4.2672073468379216e-14,3.276844469167056e-16,3.88201704338237e-18
0.46,9.979663494915289e-09,1.986487201753947e-11,4.641391680786229e-13,4.521097303266758e-16,7.481177217539224e-15,6.986416555017734e-15,9.999999992970932e-06,9.79663494915292e-10,9.995283800878908e-10,4.221774506164413e-17,1.0,3.8951124078766614e-11,1.9391364180265876e-12,4.641391680752406e-14,4.4512331345386706e-14,3.4932082775088673e-16,4.221774506164413e-18
0.47000000000000003,9.979275001156132e-09,2.023380346765994e-11,4.832290960620488e-13,4.712991126225946e-16,7.954964193688896e-15,7.437357885534685e-15,9.999999992516334e-06,9.792750011561365e-10,9.995088164186063e-10,4.582833343495688e-17,1.0,3.8745370957642904e-11,1.974063585954543e-12,4.832290960582997e-14,4.6386175438435537e-14,3.7186789427673426e-16,4.5828333434956885e-18
0.48,9.978888563093455e-09,2.0600330740290807e-11,5.026487579422526e-13,4.908395779483955e-16,8.447899938897699e-15,7.906872908296279e-15,9.99999999204294e-06,9.788885630934581e-10,9.99488903870208e-10,4.9659363448712813e-17,1.0,3.8540934063836074e-11,2.0087153233034757e-12,5.02648757938106e-14,4.829327046495352e-14,3.95343645414814e-16,4.965936344871282e-18
0.49,9.978504166572548e-09,2.0964470991292157e-11,5.223948212982798e-13,5.107281334569386e-16,8.960349017961461e-15,8.395321601713837e-15,9.99999999155038e-06,9.785041665725522e-10,9.994686454107034e-10,5.371826299786287e-17,1.0,3.8337804020117975e-11,2.043093660212048e-12,5.223948212937036e-14,5.0233281142367886e-14,4.1976608008569187e-16,5.371826299786287e-18
0.5,9.978121797438709e-09,2.1326241376524062e-11,5.424639537091763e-13,5.309617863010833e-16,9.492675995676007e-15,8.903063944198675e-15,9.999999991038286e-06,9.78121797438713e-10,9.994480440081002e-10,5.801245997735792e-17,1.0,3.813597144960373e-11,2.077200627610241e-12,5.42463953704136e-14,5.220587218810518e-14,4.451531972099337e-16,5.801245997735792e-18
0.51,9.977741441537232e-09,2.16856590518466e-11,5.628528227539871e-13,5.515375436336894e-16,1.004524543683716e-14,9.430459914162107e-15,9.999999990506291e-06,9.777414415372357e-10,9.994271026304058e-10,6.254938228214884e-17,1.0,3.793542697574885e-11,2.1110382572063895e-12,5.6285282274844683e-14,5.4210708319591366e-14,4.715229957081054e-16,6.254938228214884e-18
0.52,9.977363091063093e-09,2.2042733257851697e-11,5.835597651991077e-13,5.724538044675734e-16,1.0618150761408645e-14,9.977574562849716e-15,9.999999989954304e-06,9.773630910630978e-10,9.994058228485693e-10,6.735786425003764e-17,1.0,3.7736165527775604e-11,2.1446076204195693e-12,5.835597651930293e-14,5.62476229329654e-14,4.988787281424859e-16,6.7357864250037646e-18
0.53,9.976986736907516e-09,2.2397474860341453e-11,6.045827750834049e-13,5.937086820305428e-16,1.1211541062432496e-14,1.0544533497716347e-14,9.999999989382168e-06,9.769867369075221e-10,9.993842065203918e-10,7.246234491997532e-17,1.0,3.7538181151133786e-11,2.1779099866279363e-12,6.045827750767486e-14,5.831641479024367e-14,5.272266748858173e-16,7.246234491997532e-18
0.54,9.976612358661437e-09,2.2749908811620183e-11,6.25916875856399e-13,6.152978125100882e-16,1.1826047979113095e-14,1.113198719689535e-14,9.99999998878925e-06,9.766123586614418e-10,9.993622579899671e-10,7.784916709736989e-17,1.0,3.734146022940609e-11,2.2109483363190194e-12,6.259168758491225e-14,6.04165824623398e-14,5.565993598447676e-16,7.78491670973699e-18
0.55,9.976239942661514e-09,2.3100051655027076e-11,6.47558864266747e-13,6.372183107677755e-16,1.2462015093776766e-14,1.1740272815939086e-14,9.999999988175204e-06,9.7623994266152e-10,9.993399801171913e-10,8.352741520896301e-17,1.0,3.714599372049368e-11,2.24372462973741e-12,6.47558864258806e-14,6.254780371983388e-14,5.870136407969544e-16,8.352741520896302e-18
0.56,9.975869475244416e-09,2.3447919933901327e-11,6.695055370631062e-13,6.594672916651706e-16,1.3119785988749833e-14,1.2369727510399912e-14,9.999999987539682e-06,9.758694752444204e-10,9.993173757619612e-10,8.950617368149633e-17,1.0,3.695177258261734e-11,2.2762408278359747e-12,6.69505537054454e-14,6.470975633330535e-14,6.184863755199956e-16,8.950617368149633e-18
0.5700000000000001,9.9755009427468e-09,2.379353019158213e-11,6.917536909941336e-13,6.820418700638397e-16,1.3799704246358616e-14,1.3020688435830184e-14,9.999999986882339e-06,9.75500942746806e-10,9.99294447784173e-10,9.57945269417115e-17,1.0,3.6758787774314726e-11,2.308498892263898e-12,6.917536909847216e-14,6.690211807333301e-14,6.510344217915093e-16,9.57945269417115e-18
0.58,9.975134331505334e-09,2.4136898971408667e-11,7.143001228084861e-13,7.049391608253484e-16,1.4502113448929435e-14,1.3693492747782254e-14,9.999999986202827e-06,9.751343315053403e-10,9.992711990437233e-10,1.0240155941635008e-16,1.0,3.6567030254437784e-11,2.3405007853548267e-12,7.143001227982631e-14,6.912456671049494e-14,6.846746373891127e-16,1.0240155941635009e-17
0.59,9.974769627856681e-09,2.4478042816720144e-11,7.371416292548215e-13,7.281562788112634e-16,1.5227357178788623e-14,1.4388477601808497e-14,9.999999985500799e-06,9.747696278566863e-10,9.99247632400509e-10,1.0933635553215387e-16,1.0,3.63764909821501e-11,2.3722484701151067e-12,7.371416292437338e-14,7.137678001536865e-14,7.194238800904249e-16,1.0933635553215388e-17
0.6,9.974406818137501e-09,2.4816978270855744e-11,7.602750070817967e-13,7.516903388831502e-16,1.59757790182625e-14,1.510598015346126e-14,9.999999984775912e-06,9.744068181375072e-10,9.992237507144261e-10,1.1660799971586446e-16,1.0,3.618716091692423e-11,2.403743910212109e-12,7.602750070697879e-14,7.365843575853088e-14,7.552990076730631e-16,1.1660799971586446e-17
0.61,9.974045916298492e-09,2.5153687937481387e-11,7.837039198371164e-13,7.755443773064906e-16,1.6746791811259735e-14,1.5845361946452225e-14,9.999999984028752e-06,9.740459162984968e-10,9.991995509119646e-10,1.2426187447061746e-16,1.0,3.599904949998053e-11,2.434984977107399e-12,7.837039198241285e-14,7.596990141213973e-14,7.922680973226113e-16,1.2426187447061746e-17
0.62,9.97368692999376e-09,2.548816215922721e-11,8.074304652928892e-13,7.9972008014128e-16,1.754002062975789e-14,1.660620698465267e-14,9.999999983259699e-06,9.73686929993765e-10,9.991750312725566e-10,1.3233508556946956e-16,1.0,3.5812161958309216e-11,2.4659704757232952e-12,8.074304652788622e-14,7.831138718178718e-14,8.303103492326335e-16,1.3233508556946956e-17
0.63,9.973329813045443e-09,2.5820457442176343e-11,8.314433547890006e-13,8.242075900090598e-16,1.8356904967076706e-14,1.7390001171449176e-14,9.999999982467303e-06,9.733298130454482e-10,9.991502016424716e-10,1.4079397776042339e-16,1.0,3.56264674907724e-11,2.496707190506235e-12,8.314433547738707e-14,8.068175873925526e-14,8.695000585724588e-16,1.407939777604234e-17
0.64,9.972974552397817e-09,2.615058958286735e-11,8.557395361695477e-13,8.490041520645829e-16,1.919776792579206e-14,1.819706019525935e-14,9.999999981651236e-06,9.729745523978223e-10,9.99125064751049e-10,1.4964843416460356e-16,1.0,3.5441957464537014e-11,2.5271969974090896e-12,8.557395361532488e-14,8.308070903115059e-14,9.098530097629674e-16,1.4964843416460356e-17
0.65,9.972621134995157e-09,2.647857437783879e-11,8.803159572786279e-13,8.74107011462602e-16,2.0062932608479833e-14,1.9027699744500804e-14,9.999999980811174e-06,9.726211349951627e-10,9.990996233276274e-10,1.5890833790313468e-16,1.0,3.5258623247059297e-11,2.5574417729872675e-12,8.803159572610908e-14,8.550793100407924e-14,9.513849872250403e-16,1.589083379031347e-17
0.66,9.97226954778174e-09,2.680442762362922e-11,9.051695659603385e-13,8.9951341335787e-16,2.0952722117715904e-14,1.9882235507591146e-14,9.999999979946792e-06,9.72269547781746e-10,9.990738801015464e-10,1.6858357209714135e-16,1.0,3.507645620608254e-11,2.587443394387998e-12,9.051695659414913e-14,8.796311760464659e-14,9.941117753795574e-16,1.6858357209714136e-17
0.67,9.971919777701842e-09,2.7128165116777202e-11,9.302973100587766e-13,9.252206029051394e-16,2.1867459556076145e-14,2.0760983172947988e-14,9.999999979057762e-06,9.71919777701848e-10,9.990478378021454e-10,1.7868401986774823e-16,1.0,3.4895447709634576e-11,2.617203739339707e-12,9.302973100385445e-14,9.044596177945724e-14,1.0380491586473995e-15,1.7868401986774823e-17
0.68,9.97157181169974e-09,2.7449802653821294e-11,9.5569613741804e-13,9.512258252591631e-16,2.280746802613644e-14,2.166425842898893e-14,9.999999978143759e-06,9.715718116997443e-10,9.990214991587633e-10,1.8921956433607985e-16,1.0,3.4715589126025436e-11,2.6467246861414707e-12,9.556961373963449e-14,9.295615647511521e-14,1.0832129214494467e-15,1.8921956433607986e-17
0.6900000000000001,9.971225636719707e-09,2.7769356031300057e-11,9.813629958822251e-13,9.77526325574694e-16,2.377307063047266e-14,2.259237696413159e-14,9.999999977204455e-06,9.712256367197112e-10,9.989948669007394e-10,2.0020008862326086e-16,1.0,3.4536871823844995e-11,2.6760081136525616e-12,9.813629958589863e-14,9.549339463822379e-14,1.1296188482065796e-15,2.0020008862326087e-17
0.7000000000000001,9.97088123970602e-09,2.808684104575205e-11,1.00729483329543e-12,1.0041193490064847e-15,2.4764590471660693e-14,2.354565446679357e-14,9.999999976239529e-06,9.708812397060244e-10,9.989679437574128e-10,2.116354758504159e-16,1.0,3.435928717196058e-11,2.7050559012820797e-12,1.0072948332705634e-13,9.805736921538563e-14,1.1772827233396785e-15,2.116354758504159e-17
0.71,9.970538607602955e-09,2.840227349371583e-11,1.0334885975017514e-12,1.0310021407092877e-15,2.5782350652276397e-14,2.4524406625392468e-14,9.999999975248651e-06,9.705386076029599e-10,9.98940732458123e-10,2.235356091386694e-16,1.0,3.418282653951472e-11,2.7338699289786668e-12,1.0334885974751698e-13,1.0064777315320258e-13,1.2262203312696235e-15,2.235356091386694e-17
0.72,9.970197727354788e-09,2.8715669171729965e-11,1.0599412363452873e-12,1.0581719458378563e-15,2.6826674274895676e-14,2.552894912834592e-14,9.999999974231498e-06,9.701977273547937e-10,9.989132357322088e-10,2.359103716091463e-16,1.0,3.400748129592274e-11,2.7624520772203125e-12,1.0599412363169001e-13,1.0326429939827598e-13,1.276447456417296e-15,2.359103716091463e-17
