DR,DRG,DRG_GDP,DRG_GTP,GDP,GTP,G_GDP,G_GTP,Recptor,agonist,Time
7.767220999569351e-11,3.5021066865973885e-14,2.6111308871034597e-11,8.953994572615584e-12,1.0107840339575739e-11,9.999989927180728e-06,9.639583410669123e-10,9.413344225669346e-13,8.872259161108367e-10,9.887225916110828e-09,7.63
7.767817923472699e-11,3.5065322585141236e-14,2.6133937130410054e-11,8.975590536798716e-12,1.0133962946226845e-11,9.999989901102378e-06,9.63910533313507e-10,9.4487369669463e-13,8.871756944088168e-10,9.887175694408808e-09,7.640000000000001
7.76841234590823e-11,3.510954685605832e-14,2.6156522104206203e-11,8.997198352559545e-12,1.0160108173425365e-11,9.999989875001375e-06,9.63862749767758e-10,9.484202286156428e-13,8.871255291324272e-10,9.887125529132418e-09,7.65
7.769004277567638e-11,3.5153739696752833e-14,2.6179063860200162e-11,9.018817970199981e-12,1.0186275977434099e-11,9.999989848877764e-06,9.63814990412883e-10,9.51974017015655e-13,8.870754201419159e-10,9.887075420141906e-09,7.66
7.76959372896343e-11,3.519790112547305e-14,2.62015624663192e-11,9.040449340090012e-12,1.0212466314560532e-11,9.999989822731588e-06,9.63767255231903e-10,9.55535060557923e-13,8.870253672988471e-10,9.887025367298838e-09,7.67
7.770180710429146e-11,3.52420311606873e-14,2.622401799064033e-11,9.062092412667586e-12,1.0238679141156764e-11,9.999989796562891e-06,9.637195442076437e-10,9.591033578833515e-13,8.869753704660977e-10,9.886975370466089e-09,7.68
7.770765232119584e-11,3.528612982108348e-14,2.6246430501389913e-11,9.083747138438494e-12,1.0264914413619442e-11,9.999989770371718e-06,9.636718573227355e-10,9.626789076105686e-13,8.869254295078544e-10,9.886925429507846e-09,7.69
7.771347304011012e-11,3.5330197125568476e-14,2.6268800066943238e-11,9.10541346797625e-12,1.0291172088389689e-11,9.99998974415811e-06,9.636241945596146e-10,9.662617083359984e-13,8.868755442896106e-10,9.886875544289602e-09,7.7
7.771926935901397e-11,3.537423309326771e-14,2.629112675582413e-11,9.12709135192198e-12,1.0317452121953045e-11,9.999989717922113e-06,9.635765559005223e-10,9.698517586339373e-13,8.868257146781634e-10,9.886825714678155e-09,7.71
7.772504137410617e-11,3.541823774352458e-14,2.631341063670455e-11,9.148780740984301e-12,1.0343754470839388e-11,9.999989691663768e-06,9.635289413275067e-10,9.734490570566262e-13,8.867759405416106e-10,9.886775940541602e-09,7.72
7.773078917980691e-11,3.5462211095899934e-14,2.633565177840417e-11,9.170481585939204e-12,1.0370079091622876e-11,9.99998966538312e-06,9.634813508224221e-10,9.770536021343263e-13,8.867262217493471e-10,9.886726221749338e-09,7.73
7.773651286875992e-11,3.5506153170171557e-14,2.635785024988999e-11,9.192193837629933e-12,1.0396425940921863e-11,9.999989639080213e-06,9.634337843669304e-10,9.806653923753913e-13,8.866765581720624e-10,9.886676558172053e-09,7.74
7.774221253183468e-11,3.555006398633367e-14,2.638000612027592e-11,9.213917446966877e-12,1.042279497539885e-11,9.99998961275509e-06,9.633862419425004e-10,9.842844262663439e-13,8.866269496817373e-10,9.886626949681728e-09,7.75
7.774788825812869e-11,3.559394356459638e-14,2.6402119458822386e-11,9.235652364927445e-12,1.04491861517604e-11,9.999989586407793e-06,9.633387235304095e-10,9.879107022719479e-13,8.865773961516407e-10,9.886577396151632e-09,7.76
7.775354013496957e-11,3.563779192538519e-14,2.6424190334935918e-11,9.257398542555953e-12,1.0475599426757086e-11,9.999989560038367e-06,9.632912291117435e-10,9.91544218835284e-13,8.865278974563264e-10,9.886527897456318e-09,7.7700000000000005
7.775916824791732e-11,3.5681609089340416e-14,2.6446218818168742e-11,9.279155930963498e-12,1.05020347571834e-11,9.999989533646853e-06,9.632437586673966e-10,9.951849743778225e-13,8.864784534716308e-10,9.886478453471622e-09,7.78
7.77647726807666e-11,3.572539507731677e-14,2.6468204978218384e-11,9.300924481327855e-12,1.052849209987771e-11,9.999989507233296e-06,9.631963121780729e-10,9.988329672994984e-13,8.864290640746686e-10,9.88642906407466e-09,7.79
7.777035351554874e-11,3.576914991038272e-14,2.649014888492727e-11,9.322704144893349e-12,1.0554971411722171e-11,9.99998948079774e-06,9.631488896242862e-10,1.0024881959787857e-12,8.863797291438307e-10,9.886379729143822e-09,7.8
7.777591083253417e-11,3.581287360982008e-14,2.6512050608282303e-11,9.344494872970744e-12,1.0581472649642677e-11,9.999989454340225e-06,9.631014909863605e-10,1.0061506587727713e-12,8.863304485587805e-10,9.886330448558772e-09,7.8100000000000005
7.778144471023443e-11,3.5856566197123395e-14,2.653391021841447e-11,9.366296616937118e-12,1.0607995770608761e-11,9.999989427860796e-06,9.630541162444303e-10,1.009820354017228e-12,8.862812222004514e-10,9.886281222200443e-09,7.82
7.778695522540451e-11,3.590022769399949e-14,2.6555727785598452e-11,9.388109328235752e-12,1.063454073163357e-11,9.999989401359497e-06,9.630067653784413e-10,1.0134972800266905e-12,8.86232049951043e-10,9.886232049951035e-09,7.83
7.779244245304498e-11,3.5943858122366907e-14,2.6577503380252184e-11,9.409932958376013e-12,1.0661107489773755e-11,9.99998937483637e-06,9.62959438368151e-10,1.0171814350945292e-12,8.861829316940186e-10,9.88618293169401e-09,7.84
7.779790646640421e-11,3.59874575043554e-14,2.6599237072936485e-11,9.431767458933235e-12,1.0687696002129433e-11,9.999989348291456e-06,9.629121351931291e-10,1.0208728174930236e-12,8.861338673141018e-10,9.886133867314093e-09,7.8500000000000005
7.78033473369806e-11,3.603102586230542e-14,2.6620928934354637e-11,9.4536127815486e-12,1.0714306225844095e-11,9.999989321724802e-06,9.628648558327572e-10,1.024571425473436e-12,8.860848566972737e-10,9.886084856697264e-09,7.86
7.780876513452475e-11,3.6074563218767566e-14,2.6642579035351978e-11,9.47546887792902e-12,1.074093811810456e-11,9.999989295136446e-06,9.628176002662304e-10,1.028277257266088e-12,8.860358997307694e-10,9.886035899730761e-09,7.87
7.781415992704167e-11,3.611806959650212e-14,2.666418744691551e-11,9.49733569984703e-12,1.076759163614089e-11,9.999989268526435e-06,9.627703684725568e-10,1.0319903110804318e-12,8.859869963030751e-10,9.885986996303066e-09,7.88
7.781953178079301e-11,3.6161545018478455e-14,2.6685754240173486e-11,9.519213199140658e-12,1.0794266737226331e-11,9.99998924189481e-06,9.627231604305586e-10,1.035710585105127e-12,8.859381463039252e-10,9.885938146303916e-09,7.890000000000001
7.782488076029923e-11,3.620498950787457e-14,2.6707279486394996e-11,9.541101327713308e-12,1.0820963378677234e-11,9.999989215241613e-06,9.62675976118872e-10,1.039438077508112e-12,8.85889349624299e-10,9.88588934962429e-09,7.9
7.783020692834182e-11,3.6248403088076535e-14,2.6728763256989592e-11,9.563000037533655e-12,1.0847681517853001e-11,9.999989188566887e-06,9.626288155159483e-10,1.0431727864366808e-12,8.858406061564176e-10,9.885840606156408e-09,7.91
7.783551034596552e-11,3.6291785782678006e-14,2.6750205623506848e-11,9.584909280635519e-12,1.0874421112156007e-11,9.999989161870675e-06,9.625816786000537e-10,1.0469147100175558e-12,8.857919157937411e-10,9.885791915793731e-09,7.92
7.784079107248048e-11,3.633513761547966e-14,2.677160665763599e-11,9.606829009117747e-12,1.0901182119031535e-11,9.99998913515302e-06,9.625345653492701e-10,1.0506638463569622e-12,8.857432784309648e-10,9.885743278430955e-09,7.930000000000001
7.784604916546451e-11,3.637845861048869e-14,2.6792966431205445e-11,9.628759175144096e-12,1.09279644959677e-11,9.999989108413963e-06,9.624874757414957e-10,1.0544201935407015e-12,8.856946939640172e-10,9.885694693964009e-09,7.94
7.785128468076525e-11,3.6421748791918327e-14,2.68142850161825e-11,9.65069973094312e-12,1.0954768200495398e-11,9.99998908165355e-06,9.624404097544446e-10,1.0581837496342268e-12,8.856461622900559e-10,9.885646162290047e-09,7.95
7.78564976725024e-11,3.646500818418724e-14,2.6835562484672843e-11,9.672650628808049e-12,1.098159319018822e-11,9.99998905487182e-06,9.623933673656487e-10,1.0619545126827168e-12,8.855976833074651e-10,9.885597683307456e-09,7.96
7.786168819306991e-11,3.65082368119191e-14,2.685679890892018e-11,9.694611821096675e-12,1.1008439422662392e-11,9.999989028068816e-06,9.623463485524566e-10,1.0657324807111491e-12,8.855492569158522e-10,9.885549256915843e-09,7.97
7.786685629313818e-11,3.655143469994196e-14,2.6877994361305833e-11,9.71658326023123e-12,1.1035306855576706e-11,9.99998900124458e-06,9.622993532920352e-10,1.0695176517243756e-12,8.855008830160449e-10,9.885500883016036e-09,7.98
7.787200202165628e-11,3.659460187328785e-14,2.689914891434833e-11,9.738564898698273e-12,1.1062195446632448e-11,9.999988974399157e-06,9.622523815613695e-10,1.0733100237071949e-12,8.854525615100883e-10,9.88545256151008e-09,7.99
7.78771362701208e-11,3.663773713180851e-14,2.6920261239088948e-11,9.760556881888537e-12,1.1089105334201335e-11,9.999988947532403e-06,9.62205434558459e-10,1.0771095834281188e-12,8.854042869148184e-10,9.88540428691481e-09,8.0
7.788225677848464e-11,3.668084076146658e-14,2.6941331706311494e-11,9.782559121417876e-12,1.1116036437666781e-11,9.999988920644403e-06,9.621585120002932e-10,1.0809163312124712e-12,8.853560602798929e-10,9.885356060279884e-09,8.01
7.788735650356261e-11,3.672391358871974e-14,2.6962361304931447e-11,9.804571443939665e-12,1.1142988596812508e-11,9.999988893735318e-06,9.621116130652342e-10,1.0847302723023913e-12,8.853078850311436e-10,9.885307885031136e-09,8.02
7.789243554247029e-11,3.6766955633192165e-14,2.6983350100899557e-11,9.826593803175163e-12,1.1169961770425712e-11,9.999988866805186e-06,9.620647377357423e-10,1.0885514045463943e-12,8.852597610481195e-10,9.88525976104811e-09,8.03
7.789749399174514e-11,3.680996691458144e-14,2.7004298160155414e-11,9.848626152929517e-12,1.1196955917354616e-11,9.99998883985405e-06,9.62017885994225e-10,1.0923797257721467e-12,8.852116882110089e-10,9.885211688211e-09,8.040000000000001
7.790253194735894e-11,3.685294745265679e-14,2.7025205548625736e-11,9.87066844709179e-12,1.1223970996508531e-11,9.99998881288195e-06,9.619710578230398e-10,1.0962152337865251e-12,8.851636664006312e-10,9.885163666400623e-09,8.05
7.790754950473008e-11,3.689589726725752e-14,2.7046072332222647e-11,9.89272063963506e-12,1.1251006966858012e-11,9.99998878588893e-06,9.619242532044959e-10,1.1000579263756858e-12,8.851156954984289e-10,9.88511569549842e-09,8.06
7.791254675873594e-11,3.6938816378291315e-14,2.7066898576841973e-11,9.914782684616463e-12,1.1278063787434916e-11,9.99998875887503e-06,9.618774721208548e-10,1.103907801305125e-12,8.850677753864595e-10,9.88506777538645e-09,8.07
7.791752380372528e-11,3.698170480573252e-14,2.7087684348361513e-11,9.936854536177264e-12,1.1305141417332519e-11,9.999988731840288e-06,9.618307145543324e-10,1.1077648563197428e-12,8.850199059473872e-10,9.88501990594738e-09,8.08
7.792248073353053e-11,3.702456256962053e-14,2.7108429712639322e-11,9.958936148542918e-12,1.133223981570562e-11,9.999988704784748e-06,9.61783980487101e-10,1.1116290891439078e-12,8.849720870644749e-10,9.884972087064467e-09,8.09
7.79274176414802e-11,3.70673896900581e-14,2.7129134735512e-11,9.981027476023127e-12,1.1359358941770632e-11,9.999988677708448e-06,9.6173726990129e-10,1.11550049748152e-12,8.84924318621576e-10,9.884924318621567e-09,8.1
7.793233462041126e-11,3.711018618720968e-14,2.7149799482792978e-11,1.0003128473011918e-11,1.138649875480569e-11,9.999988650611433e-06,9.616905827789885e-10,1.1193790790160745e-12,8.848766005031263e-10,9.884876600503117e-09,8.11
7.793723176268141e-11,3.7152952081299737e-14,2.7170424020270792e-11,1.0025239093987696e-11,1.1413659214150753e-11,9.999988623493739e-06,9.616439191022463e-10,1.1232648314107266e-12,8.84828932594136e-10,9.884828932594128e-09,8.120000000000001
7.794210916018155e-11,3.7195687392611095e-14,2.7191008413707358e-11,1.0047359293513297e-11,1.1440840279207688e-11,9.999988596355408e-06,9.615972788530752e-10,1.1271577523083522e-12,8.847813147801813e-10,9.884781314780173e-09,8.13
7.794696690434803e-11,3.7238392141483276e-14,2.7211552728836285e-11,1.0069489026236081e-11,1.1468041909440397e-11,9.999988569196482e-06,9.615506620134512e-10,1.1310578393316156e-12,8.847337469473963e-10,9.884733746947387e-09,8.14
7.795180508617508e-11,3.7281066348310814e-14,2.723205703136113e-11,1.009162824688797e-11,1.14952640643749e-11,9.999988542017003e-06,9.615040685653164e-10,1.1349650900830301e-12,8.846862289824652e-10,9.884686228982456e-09,8.15
7.795662379622721e-11,3.7323710033541596e-14,2.7252521386953692e-11,1.0113776910285515e-11,1.1522506703599443e-11,9.999988514817006e-06,9.61457498490579e-10,1.1388795021450233e-12,8.846387607726139e-10,9.884638760772605e-09,8.16
7.796142312465141e-11,3.736632321767519e-14,2.7272945861252292e-11,1.0135934971329973e-11,1.1549769786764596e-11,9.999988487596537e-06,9.61410951771117e-10,1.14280107308e-12,8.845913422056018e-10,9.884591342205593e-09,8.17
7.796620316118966e-11,3.7408905921261183e-14,2.7293330519860067e-11,1.015810238500735e-11,1.1577053273583353e-11,9.999988460355632e-06,9.613644283887777e-10,1.1467298004304061e-12,8.845439731697139e-10,9.884543973169704e-09,8.18
7.797096399519127e-11,3.7451458164897504e-14,2.731367542834323e-11,1.0180279106388486e-11,1.160435712383123e-11,9.999988433094334e-06,9.613179283253814e-10,1.1506656817187924e-12,8.844966535537522e-10,9.884496653553743e-09,8.19
7.797570571562513e-11,3.749397996922876e-14,2.7333980652229378e-11,1.02024650906291e-11,1.1631681297346381e-11,9.999988405812683e-06,9.612714515627212e-10,1.154608714447878e-12,8.844493832470284e-10,9.88444938324702e-09,8.2
7.79804284110922e-11,3.753647135494457e-14,2.7354246257005756e-11,1.0224660292969863e-11,1.165902575402968e-11,9.999988378510718e-06,9.612249980825656e-10,1.1585588961006149e-12,8.84402162139355e-10,9.884402162139346e-09,8.21
7.798513216983778e-11,3.757893234277789e-14,2.7374472308117555e-11,1.0246864668736455e-11,1.1686390453844822e-11,9.999988351188479e-06,9.611785678666599e-10,1.162516224140249e-12,8.843549901210375e-10,9.884354990121028e-09,8.22
7.798981707976394e-11,3.762136295350335e-14,2.7394658870966177e-11,1.0269078173339638e-11,1.1713775356818442e-11,9.999988323846006e-06,9.611321608967271e-10,1.1664806960103876e-12,8.84307867082866e-10,9.884307867082857e-09,8.23
7.79944832284418e-11,3.7663763207935586e-14,2.7414806010907544e-11,1.0291300762275312e-11,1.1741180423040207e-11,9.99998829648334e-06,9.61085777154471e-10,1.1704523091350606e-12,8.842607929161079e-10,9.8842607929161e-09,8.24
7.799913070312396e-11,3.770613312692756e-14,2.7434913793250354e-11,1.031353239112458e-11,1.1768605612662905e-11,9.99998826910052e-06,9.610394166215763e-10,1.174431060918785e-12,8.842137675124984e-10,9.88421376751249e-09,8.25
7.800375959075679e-11,3.774847273136892e-14,2.7454982283254384e-11,1.0335773015553811e-11,1.1796050885902562e-11,9.999988241697587e-06,9.609930792797106e-10,1.178416948746628e-12,8.841667907642334e-10,9.884166790764225e-09,8.26
7.800836997799287e-11,3.77907820421843e-14,2.7475011546128755e-11,1.0358022591314702e-11,1.1823516203038533e-11,9.99998821427458e-06,9.60946765110527e-10,1.1824099699842712e-12,8.841198625639613e-10,9.884119862563952e-09,8.27
7.801296195120329e-11,3.783306108033166e-14,2.7495001647030238e-11,1.0380281074244345e-11,1.185100152441361e-11,9.999988186831537e-06,9.60900474095664e-10,1.1864101219780738e-12,8.840729828047744e-10,9.884072982804766e-09,8.28
7.801753559649e-11,3.7875309866800644e-14,2.7514952651061513e-11,1.0402548420265294e-11,1.1878506810434119e-11,9.9999881593685e-06,9.608542062167482e-10,1.1904174020551381e-12,8.840261513802011e-10,9.884026151380192e-09,8.290000000000001
7.802209099969823e-11,3.7917528422610856e-14,2.7534864623269467e-11,1.0424824585385605e-11,1.1906032021570009e-11,9.999988131885508e-06,9.608079614553959e-10,1.1944318075233686e-12,8.839793681841978e-10,9.88397936818419e-09,8.3
7.802662824642878e-11,3.7959716768810255e-14,2.7554737628643477e-11,1.0447109525698937e-11,1.1933577118354979e-11,9.999988104382599e-06,9.607617397932141e-10,1.1984533356715416e-12,8.839326331111402e-10,9.883932633111131e-09,8.31
7.803114742205042e-11,3.8001874926473436e-14,2.7574571732113682e-11,1.0469403197384581e-11,1.1961142061386558e-11,9.999988076859813e-06,9.607155412118028e-10,1.2024819837693648e-12,8.838859460558164e-10,9.883885946055808e-09,8.32
7.803564861171226e-11,3.80440029167e-14,2.7594366998549276e-11,1.0491705556707546e-11,1.1988726811326211e-11,9.999988049317192e-06,9.606693656927558e-10,1.2065177490675426e-12,8.838393069134172e-10,9.883839306913408e-09,8.33
7.804013190035605e-11,3.8086100760612857e-14,2.761412349275679e-11,1.0514016560018611e-11,1.2016331328899448e-11,9.999988021754772e-06,9.60623213217663e-10,1.2105606287978394e-12,8.83792715579529e-10,9.883792715579521e-09,8.34
7.80445973727286e-11,3.812816847935658e-14,2.7633841279478376e-11,1.053633616375439e-11,1.2043955574895905e-11,9.999987994172594e-06,9.605770837681117e-10,1.2146106201731428e-12,8.837461719501259e-10,9.883746171950118e-09,8.35
7.804904511339411e-11,3.81702060940957e-14,2.765352042339008e-11,1.05586643244374e-11,1.207159951016947e-11,9.999987966570696e-06,9.605309773256879e-10,1.2186677203875284e-12,8.836996759215605e-10,9.883699675921551e-09,8.36
7.805347520674653e-11,3.8212213626013106e-14,2.7673160989100137e-11,1.058100099867612e-11,1.2099263095638366e-11,9.999987938949119e-06,9.604848938719783e-10,1.2227319266163231e-12,8.836532273905566e-10,9.883653227390547e-09,8.370000000000001
7.805788773702195e-11,3.825419109630828e-14,2.7692763041147245e-11,1.0603346143165047e-11,1.2126946292285249e-11,9.9999879113079e-06,9.604388333885723e-10,1.2268032360161665e-12,8.836068262542007e-10,9.883606826254191e-09,8.38
7.806228278831086e-11,3.8296138526195726e-14,2.7712326643998857e-11,1.062569971468478e-11,1.2154649061157329e-11,9.999987883647078e-06,9.60392795857062e-10,1.2308816457250787e-12,8.835604724099343e-10,9.883560472409925e-09,8.39
7.806666044457067e-11,3.833805593690324e-14,2.7731851862049458e-11,1.0648061670102062e-11,1.2182371363366453e-11,9.999987855966694e-06,9.60346781259046e-10,1.2349671528625214e-12,8.83514165755545e-10,9.883514165755537e-09,8.4
7.80710207896379e-11,3.837994334967025e-14,2.775133875961885e-11,1.0670431966369857e-11,1.2210113160089212e-11,9.999987828266783e-06,9.603007895761292e-10,1.2390597545294617e-12,8.834679061891593e-10,9.88346790618915e-09,8.41
7.807536390724067e-11,3.842180078574618e-14,2.777078740095043e-11,1.0692810560527404e-11,1.2237874412567042e-11,9.999987800547388e-06,9.602548207899248e-10,1.2431594478084365e-12,8.834216936092336e-10,9.883421693609224e-09,8.42
7.807968988101099e-11,3.8463628266388746e-14,2.7790197850209485e-11,1.0715197409700292e-11,1.2265655082106323e-11,9.999987772808546e-06,9.602088748820573e-10,1.2472662297636152e-12,8.833755279145468e-10,9.883375527914539e-09,8.43
7.808399879449711e-11,3.8505425812862296e-14,2.780957017148146e-11,1.0737592471100508e-11,1.2293455130078479e-11,9.999987745050296e-06,9.601629518341612e-10,1.2513800974408649e-12,8.833294090041915e-10,9.883329409004183e-09,8.44
7.808829073117596e-11,3.854719344643615e-14,2.7828904428770256e-11,1.0759995702026513e-11,1.2321274517920083e-11,9.999987717272675e-06,9.60117051627886e-10,1.2555010478678124e-12,8.832833367775666e-10,9.883283336777558e-09,8.45
7.809256577446537e-11,3.858893118838294e-14,2.78482006859965e-11,1.0782407059863304e-11,1.234911320713296e-11,9.999987689475724e-06,9.600711742448949e-10,1.2596290780539097e-12,8.832373111343685e-10,9.88323731113436e-09,8.46
7.809682400773659e-11,3.863063905997689e-14,2.7867459006995828e-11,1.0804826502082461e-11,1.2376971159284264e-11,9.99998766165948e-06,9.600253196668682e-10,1.2637641849904946e-12,8.831913319745831e-10,9.883191331974574e-09,8.47
7.810106551432653e-11,3.867231708249224e-14,2.7886679455517186e-11,1.0827253986242238e-11,1.2404848336006619e-11,9.999987633823982e-06,9.59979487875504e-10,1.267906365650858e-12,8.831453991984781e-10,9.883145399198469e-09,8.48
7.810529037755016e-11,3.871396527720148e-14,2.7905862095221096e-11,1.0849689469987603e-11,1.243274469899819e-11,9.999987605969266e-06,9.599336788525206e-10,1.2720556169903064e-12,8.830995127065945e-10,9.883099512706586e-09,8.49
7.810949868071286e-11,3.875558366537375e-14,2.792500698967794e-11,1.0872132911050314e-11,1.2460660210022792e-11,9.999987578095374e-06,9.59887892579657e-10,1.276211935946224e-12,8.830536723997384e-10,9.88305367239973e-09,8.5
7.811369050712282e-11,3.879717226827314e-14,2.794411420236625e-11,1.0894584267248978e-11,1.2488594830909993e-11,9.999987550202342e-06,9.598421290386753e-10,1.280375319438138e-12,8.830078781789732e-10,9.883007878178965e-09,8.51
7.811786594010333e-11,3.883873110715704e-14,2.7963183796670988e-11,1.0917043496489115e-11,1.2516548523555212e-11,9.999987522290207e-06,9.59796388211362e-10,1.2845457643677819e-12,8.829621299456111e-10,9.882962129945602e-09,8.52
7.812202506300517e-11,3.888026020327443e-14,2.7982215835881825e-11,1.0939510556763218e-11,1.254452124991982e-11,9.999987494359011e-06,9.597506700795295e-10,1.288723267619159e-12,8.829164276012054e-10,9.882916427601197e-09,8.53
7.812616823143874e-11,3.8921759504823596e-14,2.8001210293762478e-11,1.0961985423255119e-11,1.2572512988279093e-11,9.999987466408772e-06,9.597049746981285e-10,1.2929078253460454e-12,8.828707707558761e-10,9.882870770755868e-09,8.540000000000001
7.813029698575812e-11,3.896322864212041e-14,2.802016675478599e-11,1.0984468145673102e-11,1.2600523787684556e-11,9.999987438439441e-06,9.596593024403122e-10,1.2970994305835686e-12,8.828251577506499e-10,9.882825157750642e-09,8.55
7.813440983272206e-11,3.900466805944428e-14,2.8039085799935473e-11,1.1006958583199616e-11,1.2628553516185415e-11,9.999987410451152e-06,9.596136528645123e-10,1.301298084290216e-12,8.827795901771356e-10,9.882779590177127e-09,8.56
7.813850686173607e-11,3.904607777643211e-14,2.805796749018993e-11,1.1029456694541449e-11,1.2656602136355305e-11,9.999987382443941e-06,9.595680259542246e-10,1.3055037832644701e-12,8.827340679315312e-10,9.882734067931522e-09,8.57
7.814258816241535e-11,3.908745781267176e-14,2.8076811886384933e-11,1.1051962438500251e-11,1.2684669610841505e-11,9.999987354417847e-06,9.59522421693012e-10,1.3097165242870864e-12,8.826885909101062e-10,9.882688590910097e-09,8.58
7.814665382459818e-11,3.9128808187700125e-14,2.809561904921057e-11,1.107447577397266e-11,1.2712755902365102e-11,9.999987326372906e-06,9.594768400645049e-10,1.3139363041211548e-12,8.826431590091918e-10,9.882643159009183e-09,8.59
7.815070393835947e-11,3.917012892100113e-14,2.811438903920935e-11,1.109699665995043e-11,1.2740860973721151e-11,9.999987298309156e-06,9.594312810524039e-10,1.3181631195121596e-12,8.825977721251718e-10,9.882597772125164e-09,8.6
7.815473859402411e-11,3.921142003200382e-14,2.813312191677414e-11,1.1119525055520576e-11,1.2768984787778854e-11,9.999987270226633e-06,9.593857446404822e-10,1.3223969671880406e-12,8.825524301544734e-10,9.882552430154465e-09,8.61
7.815875788218044e-11,3.9252681540080385e-14,2.815181774214609e-11,1.114206091986549e-11,1.2797127307481719e-11,9.999987242125374e-06,9.59340230812586e-10,1.3266378438592553e-12,8.825071329935578e-10,9.88250713299355e-09,8.620000000000001
7.816276189369372e-11,3.929391346454415e-14,2.817047657541255e-11,1.1164604212263072e-11,1.282528849584771e-11,9.999987214005417e-06,9.59294739552638e-10,1.3308857462188366e-12,8.824618805389108e-10,9.882461880538902e-09,8.63
7.816675071971952e-11,3.93351158246477e-14,2.8189098476505022e-11,1.1187154892086881e-11,1.285346831596944e-11,9.9999871858668e-06,9.592492708446379e-10,1.3351406709424572e-12,8.824166726870338e-10,9.882416672687025e-09,8.64
7.817072445171724e-11,3.9376288639580854e-14,2.8207683505197065e-11,1.1209712918806247e-11,1.288166673101432e-11,9.999987157709558e-06,9.592038246726655e-10,1.3394026146884885e-12,8.823715093344342e-10,9.882371509334425e-09,8.65
7.817468318146344e-11,3.9417431928468756e-14,2.8226231721102226e-11,1.1232278251986408e-11,1.2909883704224728e-11,9.999987129533728e-06,9.591584010208816e-10,1.3436715740980617e-12,8.823263903776162e-10,9.882326390377608e-09,8.66
7.81786270010654e-11,3.9458545710369864e-14,2.8244743183671967e-11,1.1254850851288648e-11,1.2938119198918172e-11,9.999987101339347e-06,9.591129998735306e-10,1.3479475457951287e-12,8.822813157130715e-10,9.882281315713062e-09,8.67
7.818255600297451e-11,3.9499630004274035e-14,2.8263217952193605e-11,1.1277430676470415e-11,1.2966373178487459e-11,9.999987073126452e-06,9.59067621214942e-10,1.352230526386523e-12,8.822362852372703e-10,9.882236285237263e-09,8.68
7.818647027999969e-11,3.954068482910054e-14,2.8281656085788214e-11,1.1300017687385468e-11,1.299464560640086e-11,9.99998704489508e-06,9.59022265029532e-10,1.3565205124620206e-12,8.821912988466516e-10,9.882191298846642e-09,8.69
7.819036992532087e-11,3.9581710203696124e-14,2.830005764340858e-11,1.1322611843984e-11,1.3022936446202279e-11,9.999987016645265e-06,9.58976931301806e-10,1.3608175005944016e-12,8.821463564376138e-10,9.882146356437606e-09,8.700000000000001
7.819425503250243e-11,3.9622706146833013e-14,2.8318422683837097e-11,1.1345213106312759e-11,1.3051245661511399e-11,9.999986988377045e-06,9.589316200163605e-10,1.3651214873395078e-12,8.821014579065062e-10,9.882101457906497e-09,8.71
7.819812569550661e-11,3.9663672677206997e-14,2.833675126568372e-11,1.1367821434515203e-11,1.3079573216023877e-11,9.999986960090457e-06,9.588863311578843e-10,1.369432469236308e-12,8.820566031496188e-10,9.882056603149611e-09,8.72
7.820198200870701e-11,3.970460981343545e-14,2.835504344738388e-11,1.1390436788831616e-11,1.3107919073511492e-11,9.999986931785537e-06,9.588410647111608e-10,1.3737504428069567e-12,8.820117920631734e-10,9.882011792063165e-09,8.73
7.820582406690197e-11,3.9745517574055356e-14,2.8373299287196417e-11,1.1413059129599244e-11,1.3136283197822312e-11,9.99998690346232e-06,9.587958206610702e-10,1.3780754045568545e-12,8.819670245433142e-10,9.881967024543306e-09,8.74
7.820965196532805e-11,3.978639597752139e-14,2.8391518843201497e-11,1.1435688417252421e-11,1.3164665552880863e-11,9.999986875120844e-06,9.587505989925906e-10,1.3824073509747094e-12,8.819223004860989e-10,9.88192230048609e-09,8.75
7.821346579967348e-11,3.9827245042203904e-14,2.8409702173298546e-11,1.1458324612322706e-11,1.319306610268829e-11,9.999986846761142e-06,9.587053996908006e-10,1.3867462785325982e-12,8.818776197874887e-10,9.88187761978748e-09,8.76
7.821726566609158e-11,3.986806478638702e-14,2.842784933520418e-11,1.1480967675439012e-11,1.3221484811322527e-11,9.999986818383253e-06,9.58660222740881e-10,1.3910921836860264e-12,8.818329823433399e-10,9.881832982343332e-09,8.77
7.82210516612142e-11,3.990885522826664e-14,2.8445960386450123e-11,1.1503617567327744e-11,1.3249921642938462e-11,9.999986789987212e-06,9.586150681281164e-10,1.3954450628739897e-12,8.817883880493935e-10,9.881788388049385e-09,8.78
7.822482388216517e-11,3.994961638594851e-14,2.846403538438114e-11,1.152627424881292e-11,1.3278376561768103e-11,9.999986761573055e-06,9.585699358378975e-10,1.3998049125190358e-12,8.817438368012671e-10,9.881743836801259e-09,8.790000000000001
7.822858242657379e-11,3.9990348277446213e-14,2.8482074386152955e-11,1.1548937680816302e-11,1.330684953212073e-11,9.999986733140817e-06,9.585248258557225e-10,1.404171729027321e-12,8.816993284944444e-10,9.881699328494435e-09,8.8
