Time,receptor,R_smad_cyt,R_smad_P_cyt,smad4_cyt,R_smad_P_smad4_cyt,R_smad_P_smad4_nuc,R_smad_nuc,R_smad_P_nuc,smad4_nuc,Pi,sum_R_smad_cyt,sum_R_smad_nuc,sum_smad4_cyt,sum_smad4_nuc,cytoplasm,nucleus,reaction_1,reaction_5,reaction_4,reaction_2,reaction_3,reaction_6,reaction_7,reaction_0
0.23,9977.029363869904,160476.2049037743,1324.1680778487923,123251.6953235909,540.5180248204869,1021.4595541473365,16634.89983332964,2.7496060741947854,25186.327097446174,0.2948696985345794,162340.8910064436,17659.10899355117,123792.21334841139,26207.78665159351,1.0,1.0,12502.944597777177,3306.3827008209482,19108.333191542108,10586.820762545545,8972.599212020083,40.28345323582251,5.25182384603164,99.7447707096655
0.24,9976.031971574517,160383.6119225797,1342.520688507233,123335.38459730103,556.1292315452641,1112.0768661364161,16602.54870342994,3.1125877962279627,24996.4093050222,0.35081301566906614,162282.2618426322,17717.738157362586,123891.51382884629,26108.486171158616,1.0,1.0,12497.055772178406,3176.375687898195,18959.211624383795,10740.530297708086,9231.745243651385,43.51047514237598,5.94488796980485,99.73368857305009
0.25,9975.034690094339,160289.81753917315,1359.339434714121,123416.11401122676,570.7098388065472,1205.1669185518065,16571.46534494014,3.5009238089997687,24808.00923141979,0.4139286973179449,162219.8668126938,17780.133187300948,123986.82385003331,26013.176149971598,1.0,1.0,12491.105879318997,3054.182617458515,18811.2931415659,10881.914069982857,9473.783324188684,46.78767556795732,6.686300436369188,99.72260766771478
0.26,9974.03751941706,160194.8981263341,1374.7423103853614,123494.0141333759,584.3083209307122,1300.5621821436405,16541.574460093805,3.914600107164643,24621.115363554647,0.48470013019690716,162153.94875765019,17846.05124234461,124078.3224543066,25921.677545698287,1.0,1.0,12485.098690558576,2939.336565202044,18664.56807942041,11011.895108046043,9699.518127449823,50.108677160408604,7.476021921374394,99.7115279935228
0.27,9973.040459530366,160098.9254922258,1388.8384553990636,123569.20654486078,596.9739376024551,1398.1032937345735,16512.805278180505,4.353542852383609,24435.71622380707,0.5636097223687732,162084.7378852273,17915.26211476746,124166.18048246323,25833.819517541644,1.0,1.0,12479.037752287379,2831.3986640331277,18519.02684671298,11131.32902681206,9909.767364200756,53.46768302164078,8.313898085382643,99.7004495503373
0.28,9972.04351042195,160001.96715381072,1401.7288014944543,123641.80448870084,608.7560133782346,1497.6391230102463,16485.091283228845,4.817625072286532,24251.800374915572,0.65113782658729,162012.45196868342,17987.548031311377,124250.56050207908,25749.439497925818,1.0,1.0,12472.926399455626,2729.956416982968,18374.65992525005,11241.008732402495,10105.349822078695,56.85944911116762,9.199672420512828,99.68937233802157
0.29,9971.046672079503,159904.08658679773,1413.5066536310048,123711.91345390718,619.7034293973084,1599.0266922581704,16458.369965147762,5.306672762794543,24069.35642444223,0.7477618406919306,161937.29666982606,18062.703330168726,124331.6168833045,25668.383116700403,1.0,1.0,12466.767767925527,2634.6221554147924,18231.45787047235,11341.668665200901,10287.07692799532,60.27925272469827,10.132997959721607,99.67829635643882
0.3,9970.04994449072,159805.34348936245,1424.2583094891338,123779.63179781262,629.8639848375391,1702.1311878681408,16432.582557097558,5.820471339962543,23888.373029486607,0.8539552009457426,161859.46578368914,18140.53421630566,124409.49578265016,25590.504217354748,1.0,1.0,12460.564807516464,2545.031411948192,18089.411312052885,11433.989420685082,10455.74214830315,63.72286540010215,11.1134496534261,99.66722160545233
0.31,9969.053327643293,159705.79399722116,1434.0635452730846,123845.05123433462,639.2841934392712,1806.8256717311695,16407.673821486726,6.358770843357965,23708.83890049984,0.9701867418246003,161779.14173593352,18220.858264061255,124484.3354277739,25515.66457223101,1.0,1.0,12454.320292612978,2460.8415945347515,17948.51095445673,11518.601321128157,10612.117611091904,67.18651646080033,12.140534362624955,99.65614808492536
0.32,9968.056821524919,159605.4908869398,1442.9960688509232,123908.25728948678,648.0091065862267,1912.9907991860543,16383.59184772606,6.921290705680082,23530.742804745852,1.0969201418174717,161696.49606237694,18303.503937617792,124556.266396073,25443.733603931905,1.0,1.0,12448.03683218545,2381.730733350618,17808.747577387254,11596.08776749559,10756.951169331365,70.6668592679519,13.213700023236974,99.64507579472122
0.33,9967.060426123297,159504.4838281702,1451.1241085316021,123969.32989289801,656.0817607562005,2020.5147755985672,16360.287801078,7.507725860166515,23354.073570752105,1.2346130020960677,161611.689697458,18388.310302536735,124625.41165365421,25374.588346350673,1.0,1.0,12441.71688227494,2307.3959248093306,17670.112036331197,11666.989753941789,10890.95722855293,74.16094553886866,14.332347360216113,99.63400473470321
0.34,9966.064141426124,159402.8194794821,1458.5105759829696,124028.34354228793,663.543761938474,2129.2926064730814,16337.71582783109,8.117748286996365,23178.820089305358,1.3837170884026766,161524.87381740354,18475.126182591168,124691.8873042264,25308.11269577844,1.0,1.0,12435.362750626333,2237.552743740627,17532.595262520925,11731.806904473593,11014.826448178668,77.66618113973962,15.495832897952502,99.62293490473463
0.35000000000000003,9965.067967421102,159300.54175313032,1465.2136889962535,124085.36792906505,670.4345685721485,2239.226184263558,16315.83279161252,8.751013419910981,23004.971318104042,1.5446773051044622,161436.19001069872,18563.809989295987,124755.8024976372,25244.1975023676,1.0,1.0,12428.976609815969,2171.9336097661144,17396.188263468015,11791.002340811154,11129.213838297665,81.18030723273408,16.70348123932885,99.61186630467881
0.36,9964.071904095932,159197.6919217103,1471.2871660795313,124140.46813455637,676.7918783473024,2350.223704317881,16294.598167728871,9.407161810829143,22832.5162827832,1.7179318408882602,161345.77096613715,18654.22903385758,124817.26001290367,25182.73998710108,1.0,1.0,12422.560502441,2110.2871323906584,17260.8821227905,11845.004045289998,11234.74518056522,84.70136502068304,17.95458829584721,99.60079893439915
0.37,9963.075951438315,159094.3087972267,1476.7806209071387,124193.70502663105,682.6513773945563,2462.199516528878,16273.973865095353,10.085822842075999,22661.44407945025,1.9039117409268067,161253.7407955284,18746.259204466307,124876.35640402562,25123.64359597913,1.0,1.0,12416.116349955177,2052.377007648218,17126.668000227193,11894.207903471062,11332.012864749637,88.22767552556441,19.248428420163734,99.58973279375897
0.38,9962.080109435958,158990.42890015364,1481.739924780832,124245.13562427218,688.0467648388304,2575.0737336282205,16253.924058214141,10.786618379047594,22491.74387726549,2.1030405993106336,161160.2155897733,18839.78441022141,124933.18238911101,25066.81761089371,1.0,1.0,12409.645961011414,1997.980976959123,16993.537131846246,11938.980498511997,11421.576296324585,91.75780815930705,20.58426142001805,99.57866788262166
0.39,9961.084378076564,158886.08656162003,1486.2073985065983,124294.8132910295,693.0098403852273,2688.7719496025493,16234.41508589008,11.509163990198322,22323.404918987442,2.3157346444387934,161065.30380051187,18934.696199482827,124987.82313141473,25012.17686858999,1.0,1.0,12403.15103644664,1946.8901993690815,16861.480829510754,11979.66052946171,11503.963350394775,95.29056308380484,21.96133493041715,99.56760420085064
0.4,9960.088757347843,158781.31408253874,1490.2221511506766,124342.78807580112,697.5705045206746,2803.2248964451205,16215.415293103128,12.253072236334654,22156.416523237778,2.542402473035554,160969.10673821007,19030.893261784582,125040.35858032179,24959.6414196829,1.0,1.0,12396.633177140437,1898.908271701308,16730.49048095845,12016.561450085172,11579.670375043199,98.82494411441257,23.37889072675333,99.55654174830929
0.41000000000000003,9959.0932472375,158676.1418458814,1493.8202980685867,124389.10693251684,701.7568527692653,2918.368129311473,16196.894919649867,13.017954314099999,21990.76808540711,2.783445070740678,160871.71899671922,19128.28100327544,125090.8637852861,24909.136214718583,1.0,1.0,12390.093889523498,1853.8505383975426,16600.557549419158,12049.97313321165,11649.163755969805,102.36013870756153,24.836167896323836,99.54548052486103
0.42,9958.097847733248,158570.59841598556,1497.0351479546143,124433.81390872921,705.595281347359,3034.1417316858983,16178.826001704094,13.803421317153882,21826.449078242196,3.0392558870115844,160773.22884528755,19226.771154707145,125139.40919007656,24860.590809928093,1.0,1.0,12383.534590439347,1811.543481394183,16471.673573137254,12080.163294275977,11712.88167036616,105.89550036119519,26.33240527809874,99.53442053036935
0.43,9957.102558822797,158464.71067827262,1499.8974920813368,124476.95043672416,709.1104975228963,3150.490012255279,16161.182233061149,14.609086801389644,21663.449053502318,3.310220683798054,160673.71866787685,19326.28133211782,125186.06093424706,24813.939065757597,1.0,1.0,12376.956614051027,1771.8238602667843,16343.830165221796,12107.37976697724,11771.234258880078,109.43052670278564,27.866846382801743,99.52336176469767
0.44,9956.107380493859,158358.50390752844,1502.4357147687188,124518.55544527317,712.3256504649095,3267.3612625756473,16143.938897634229,15.434567022706057,21501.757641690903,3.596717765890313,160573.26527276207,19426.734727232582,125230.88109573808,24769.11890426655,1.0,1.0,12370.361215154335,1734.5382937421964,16217.01901288097,12131.851321951626,11824.605797717499,112.96484812128273,29.438739875374644,99.51230422770946
0.45,9955.112312734147,158252.00185432436,1504.6759554941154,124558.66552315209,715.2623564118968,3384.707568072834,16127.072783791964,16.279481899491717,21341.36455236779,3.89911804893198,160471.94016623037,19528.059833764288,125273.92787956398,24726.072120440625,1.0,1.0,12363.74957341093,1699.5427287641505,16091.231876853915,12153.788920952014,11873.355116437488,116.49821680571895,31.047341435573248,99.50124791926824
0.46,9954.117355531378,158145.22689804397,1506.642423322279,124597.31523558122,717.9408045699307,3502.4843837558433,16110.562032411835,17.143457890781402,21182.259576097593,4.217784920530452,160369.81012593617,19630.18987405846,125315.25604015114,24684.743959853437,1.0,1.0,12357.122800951693,1666.7014988798765,15966.460591363577,12173.388224686749,11917.81735586085,120.03047847006954,32.69191926157903,99.49019283923747
0.47000000000000003,9953.122508873268,158038.2001012738,1508.3574805615408,124634.53720902011,720.3798239414749,3620.650383114743,16094.386083147812,18.02612795525198,21024.43258392822,4.553074461918657,160266.93740577681,19733.06259421781,125354.91703296159,24645.082967042963,1.0,1.0,12350.481945011496,1635.8869911050278,15842.697063286967,12190.830219835561,11958.305077428484,123.56156672924322,34.37175401105688,99.47913898748068
0.48,9952.127772747535,157930.94117697945,1509.8415208231268,124670.36200960004,722.5969494530168,3739.167516263671,16078.525707554923,18.927128920424884,20867.873524687766,4.905336004332629,160163.3796472556,19836.620352739017,125392.95895905305,24607.041040951437,1.0,1.0,12343.827986159818,1606.979850894786,15719.93327064281,12206.280165296203,11995.10936092008,127.09151552062094,36.08613381366867,99.46808636386143
0.49,9951.133147141898,157823.46887362984,1511.1138310838849,124704.81900923215,724.6085166677143,3858.0000413704743,16062.962625991107,19.846111251579526,20712.57243273408,5.274911094370118,160059.19122138142,19940.808778613162,125429.42752589985,24570.572474104552,1.0,1.0,12337.161857656669,1579.866608476339,15598.161264354902,12219.894612683069,12028.501376684058,130.6203836153,37.83437287472674,99.45703496824324
0.5,9950.138632044078,157715.80064762314,1512.191781639111,124737.93557332469,726.4297193997055,3977.1152893296144,16047.679834230747,20.782727772283597,20558.519417950312,5.662135125425378,159954.42214866198,20045.577851332644,125464.3652927244,24535.634707279925,1.0,1.0,12330.484428803367,1554.4417021072877,15477.373164455672,12231.814721315634,12058.733342035113,134.14832804013372,39.615790025303866,99.44598480048967
0.51,9949.144227441795,157607.95299101714,1513.0915489758845,124769.73778721062,728.0746936065799,4096.482847173248,16032.661277554318,21.73664166742676,20405.704672013795,6.067336554018937,159849.1192335996,20150.880766394992,125497.8124808172,24502.187519187042,1.0,1.0,12323.796521411103,1530.6054586881655,15357.561161384365,12242.17214761985,12086.039913869228,137.67554145945022,41.42972396076893,99.43493586046432
0.52,9948.149933322775,157499.94153652817,1513.8283190962402,124800.25066104562,729.55658845389,4216.0742812471635,16017.891746598763,22.70752807033873,20254.118469257526,6.490836912514757,159743.3264440783,20256.673555916266,125529.80724949951,24470.19275050469,1.0,1.0,12317.098915031698,1508.263448285681,15238.717515643248,12251.090681385696,12110.639368334574,141.20223586734954,43.27553626238605,99.42388814803077
0.53,9947.155749674743,157391.78073405693,1514.4154971688483,124829.49733717064,730.8875866965965,4335.86391833802,16003.357199687815,23.69506404636558,20103.75115779889,6.9329522359922,159637.08381792236,20362.9161820722,125560.38492386724,24439.615076136914,1.0,1.0,12310.392330502582,1487.3284809683537,15120.834554790796,12258.67972791937,12132.733939163503,144.7287121213319,45.15259236033674,99.41284166305263
0.54,9946.161676485423,157283.48442450308,1514.865993838605,124857.50038227816,732.0790621457802,4455.827385223823,15989.044192166755,24.69894211651207,19954.593170356307,7.393991638017867,159530.42948048748,20469.57051950709,125589.57944442394,24410.42055558013,1.0,1.0,12303.67745890663,1467.7170709036,15003.904675489066,12265.04483673263,12152.512431619953,148.2552501520745,47.06028724934062,99.40179640539353
0.55,9945.167713742545,157175.06552206504,1515.1914696707538,124884.28102953955,733.1415278786224,4575.942426622148,15974.940192797172,25.718860960793947,19806.635015963668,7.874258528072298,159423.39851961442,20576.601480380115,125617.42255741816,24382.577442585814,1.0,1.0,12296.954945419193,1449.3513965254679,14887.92034078274,12270.281478312667,12170.149362785132,151.78217813075588,48.99802781729501,99.39075237491708
0.56,9944.173861433836,157066.53613931529,1515.4025856193985,124909.85943084072,734.0847135092969,4696.1885745667805,15961.033459648032,26.754527335734114,19659.867281087107,8.374050578429696,159316.02343844398,20683.976561550546,125643.94414435001,24356.05585565389,1.0,1.0,12290.225395564017,1432.1585313839169,14772.874079719928,12274.477076736333,12185.806244254329,155.30985211990566,50.96523649475779,99.37970957148698
0.5700000000000001,9943.180119547025,156957.9077719245,1515.509364907868,124934.25502104143,734.91772968288,4816.546617334406,15947.312856795495,27.80565934934156,19514.280631945094,8.893659683098265,159208.33486651524,20791.665133479244,125669.17275072432,24330.8272492795,1.0,1.0,12283.48938450808,1416.0693081651552,14658.758487358435,12277.713958927101,12199.634312735809,158.8386222561508,52.96135747587573,99.36866799496687
0.58,9942.186488069847,156849.1911305972,1515.520832027077,124957.48615581244,735.6488810087016,4936.999152522521,15933.76802134099,28.871982497989947,19369.86581066009,9.433372241701147,159100.36084363298,20899.639156361503,125693.13503682114,24306.864963182612,1.0,1.0,12276.74744847861,1401.0193536235602,14545.566223552463,12280.066379794225,12211.771424744447,162.368872863082,54.98584918885033,99.35762764522045
0.59,9941.192966990033,156740.39638499715,1515.445473342686,124979.57057537815,736.2859805851687,5057.529806858185,15920.38912166999,29.95323254131302,19226.61363718218,9.993469395708969,158992.12783892502,21007.87216106949,125715.85655596331,24284.14344404037,1.0,1.0,12270.000097070213,1386.9475902486593,14433.290012154019,12281.604281144673,12222.347277713801,165.900977484487,57.03818975363425,99.3465885221114
0.6,9940.199556295316,156631.5330824401,1515.2910615275966,125000.5252285981,736.8362261896116,5178.123537707413,15907.166938199056,31.04915393072684,19084.515007508544,10.574227116555203,158883.6603701573,21116.339629837195,125737.36145478771,24262.638545215956,1.0,1.0,12263.247809066594,1373.7967366469238,14321.922640493058,12282.391841309753,12231.481354747553,169.4353196959632,59.11787399393673,99.33555062550344
0.61,9939.206255973435,156522.61016956958,1515.0646793646279,125020.36629753272,737.3062302119656,5298.766579258873,15894.09284203717,32.15949955227551,18943.56089300008,11.175916368316429,158774.98107914618,21225.018920848317,125757.67252774468,24242.327472258956,1.0,1.0,12256.49103348319,1361.5131752015877,14211.456958720326,12282.487658024826,12239.28342151863,172.97229261933717,61.22441294560878,99.3245139552603
0.62,9938.213066012124,156413.6361525231,1514.7730156652362,125039.10949562531,737.7021966920735,5419.445966625287,15881.158636324591,33.2840321642078,18803.74234106097,11.798803330040585,158666.11136488043,21333.888635114086,125776.81169231738,24223.188307686258,1.0,1.0,12249.730197649174,1350.0459686369431,14101.885878857483,12281.947165192945,12245.85646508842,176.51227301418578,63.357336578707184,99.31347851124575
0.63,9937.219986399123,156304.61895885237,1514.4220735618462,125056.76977505491,738.0297951946733,5540.149957291485,15868.356693365822,34.42252172827468,18665.05047246255,12.443149547973462,158557.0708276089,21442.929172385582,125794.79957024958,24205.200429754033,1.0,1.0,12242.965700147019,1339.3477098157018,13993.202374156153,12280.82022989126,12251.294600231578,180.0556507142743,65.51618872887414,99.3024442933235
0.64,9936.227017122172,156195.56609691214,1514.0174674345487,125073.36162589156,738.2943092509863,5660.867582467903,15855.679796668688,35.57474726020999,18527.476482393176,13.109212091325896,158447.87787359767,21552.122126396804,125811.65593514254,24188.344064861078,1.0,1.0,12236.197918862783,1329.3735426831845,13885.399478433177,12279.153580864142,12255.685533566373,183.6028028322113,67.7005306015707,99.29141130135739
0.65,9935.23415816901,156086.4846560863,1513.5644053779336,125088.89905909874,738.5006450854278,5781.588656410427,15843.121140888585,36.74049614580571,18391.011639409007,13.79724371774094,158338.54970654967,21661.450293444817,125827.39970418416,24172.600295819433,1.0,1.0,12229.427210957787,1320.0811618261505,13778.470285333533,12276.990657305823,12259.110708418102,187.15409741064786,69.9099394672322,99.28037953521114
0.66,9934.241409527382,155977.3812366244,1513.067537298162,125103.39545439513,738.6532709030128,5902.303991170486,15830.674401569357,37.9195624290528,18255.64728353495,14.507493005372417,158229.1020448256,21770.897955168897,125842.04872529814,24157.951274705436,1.0,1.0,12222.653909257744,1311.4312446159456,13672.407947599522,12274.37035489925,12261.644296990013,190.70990977907678,72.14400541003076,99.26934899474861
0.67,9933.24877118503,155868.26213472735,1512.5312918579805,125116.86389975295,738.7564046903731,6023.0048680765,15818.333551772017,39.11174887026326,18121.374827483734,15.24020459191353,158119.5498312757,21880.45016871878,125855.62030444332,24144.379695560234,1.0,1.0,12215.87833162887,1303.3863146249641,13567.205676337993,12271.329785641161,12263.356317860194,194.2705922625144,74.40233522133673,99.25831967983359
0.68,9932.2562431297,155759.13323576076,1511.9596648887084,125129.31697911143,738.8138943339078,6143.6833718394155,15806.092968019811,40.31686515187439,17988.18575471877,15.995619181239183,158009.90679498337,21990.0932050111,125868.13087344535,24131.869126558184,1.0,1.0,12209.100775509809,1295.9113982182316,13462.85674055861,12267.902536502945,12264.31064594287,197.83649654091877,76.6845489917452,99.24729159032992
0.6900000000000001,9931.263825349139,155650.00007935628,1511.3563244869931,125140.76687872953,738.8292934502023,6264.33220871629,15793.94736593111,41.5347280535772,17856.07161910749,16.773973755816147,157900.18569729346,22099.814302700976,125879.59617217972,24120.40382782378,1.0,1.0,12202.321521188938,1288.973625514569,13359.35446637388,12264.119526957156,12264.56627127336,201.4079653209463,78.99028043568694,99.23626472610147
0.7000000000000001,9930.271517831094,155540.86791728192,1510.7247000294044,125151.22547739108,738.8059358878488,6384.944542337647,15781.891743048298,42.765161409337175,17725.024044386908,17.575501811121146,157790.3985531992,22209.601446795285,125890.03141327894,24109.968586724557,1.0,1.0,12195.540834720654,1282.5418759322056,13256.692236132314,12260.009735054935,12264.178535738292,204.9853254320795,81.3191768020171,99.22523908701207
