Time,a,b,c,compartment,R1,R2,R3,R4,R5,R6,R7,R8
0.29,0.11736368539053234,0.025527835257675706,0.0016759756000842372,1e-13,2.12e-14,3.403546876325438e-14,1.4816265784802194e-15,7.398769792122477e-17,1.455309698842601e-14,2.8267301673673436e-15,1.593798847603429e-13,1.5860381597273916e-13
0.3,0.12280427204437652,0.026727469223247,0.0017546711014973632,1e-13,2.12e-14,3.5613238892869196e-14,1.5949321976162776e-15,8.071418141404585e-17,1.5227729733502686e-14,2.9594452490181274e-15,1.6676820143626332e-13,1.6597027875667413e-13
0.31,0.12839239542381164,0.027981903574172955,0.0018355806146327658,1e-13,2.12e-14,3.723379467290538e-14,1.7151316405997919e-15,8.790115362186782e-17,1.5920657032552643e-14,3.098211181732346e-15,1.7435687298553623e-13,1.7353651957882242e-13
0.32,0.13413163377446602,0.029292377581280227,0.0019187625372900899,1e-13,2.12e-14,3.8898173794595146e-14,1.8425021689093354e-15,9.557259919831678e-17,1.6632322588033784e-14,3.2431634703717947e-15,1.8215075866572486e-13,1.8130738130967006e-13
0.33,0.1400256439600464,0.030660163091874474,0.002004276847119833,1e-13,2.12e-14,4.0607436748413455e-14,1.9773244662456788e-15,1.0375349664488974e-16,1.7363179851045753e-14,3.3944411031411224e-15,1.9015482449774303e-13,1.892878160856938e-13
0.34,0.146078153458803,0.03208656145455841,0.0020921849545680994,1e-13,2.12e-14,4.236266450305287e-14,2.1198823285079315e-15,1.1246983208455453e-16,1.8113691028891576e-14,3.5521862044877273e-15,1.983741323970545e-13,1.9748286947864848e-13
0.35,0.15229297300595962,0.03357290831464324,0.0021825499592883083,1e-13,2.12e-14,4.416496217172829e-14,2.2704630251929945e-15,1.2174864691108154e-16,1.8884328652738994e-14,3.716544558154404e-15,2.0681385734209314e-13,2.0589770222193177e-13
0.36,0.15867399694759707,0.03512057367229263,0.00227543667107852,1e-13,2.12e-14,4.601545911480315e-14,2.4293572820629322e-15,1.3161806722586619e-16,1.9675575621502038e-14,3.887665605814686e-15,2.1547928785483683e-13,2.145375898021299e-13
0.37,0.16522519514457853,0.03673095875554925,0.0023709114391150753,1e-13,2.12e-14,4.7915306591927774e-14,2.5968589686212423e-15,1.4210731528576944e-16,2.048792419792774e-14,4.065702093227642e-15,2.2437581500633767e-13,2.2340790414336516e-13
0.38,0.17195062021405408,0.03840549869034137,0.002469042321581108,1e-13,2.12e-14,4.986567986207568e-14,2.7732653033178273e-15,1.5324675018836058e-16,2.1321876906542706e-14,4.250810357031994e-15,2.3350894225068544e-13,2.325141268785151e-13
0.39,0.1788544153784267,0.04014566538710291,0.0025698992750543916,1e-13,2.12e-14,5.186778045974374e-14,2.958877108259889e-15,1.6506791285593776e-16,2.217794750692491e-14,4.4431506349043115e-15,2.4288429608390345e-13,2.418618642422053e-13
0.4,0.18594080928764764,0.0419529655082933,0.0026735541132124957,1e-13,2.12e-14,5.392283469341781e-14,3.1539986115323306e-15,1.776035479042617e-16,2.3056660351668307e-14,4.642886831476032e-15,2.525076190126255e-13,2.514568403889616e-13
0.41,0.19321412019520978,0.04382894196238934,0.002780080645709481,1e-13,2.12e-14,5.603209485661084e-14,3.358937581207857e-15,1.9088764390697576e-16,2.3958550904206016e-14,4.8501866736513246e-15,2.623847752250949e-13,2.6130490727506713e-13
0.42,0.2006787562105018,0.045775174014051,0.0028895544959617906,1e-13,2.12e-14,5.819683930104553e-14,3.5740053323745075e-15,2.049554492137557e-16,2.4884165770102224e-14,5.065221712478239e-15,2.7252175093386145e-13,2.7141202469991045e-13
0.43,0.20833922059225662,0.04779327911920767,0.0030020534156981024,1e-13,2.12e-14,6.041837397175442e-14,3.799516916709291e-15,2.1984352545020952e-16,2.5834063353439826e-14,5.2881675150995966e-15,2.8292466156428453e-13,2.817842861343825e-13
0.44,0.2162001189820186,0.04988491553289233,0.0031176574484103577,1e-13,2.12e-14,6.269803450478539e-14,4.035791408674349e-15,2.3558979564482204e-16,2.6808814753770306e-14,5.519203941410067e-15,2.935997615775813e-13,2.9242793028562667e-13
0.45,0.22426614726452265,0.052051777839890644,0.003236448592246645,1e-13,2.12e-14,6.503718270671158e-14,4.2831514624800406e-15,2.5223353757559887e-16,2.7809002260800807e-14,5.758514638403628e-15,3.045534279852218e-13,3.0334930641051476e-13
0.46,0.23254210511510587,0.054295601855976844,0.003358511195592824,1e-13,2.12e-14,6.74372104833807e-14,4.541923839039508e-15,2.6981545342688114e-16,2.883522103427313e-14,6.006287569102265e-15,3.1579217874631377e-13,3.145549069741798e-13
0.47,0.24103290396899238,0.05661816753185226,0.0034839322878707528,1e-13,2.12e-14,6.989954215100779e-14,4.812439756258661e-15,2.883777351987562e-16,2.988808009215506e-14,6.262715319955387e-15,3.2732268358989165e-13,3.2605139391045386e-13
0.48,0.24974355118626662,0.0590212930491036,0.003612800919708597,1e-13,2.12e-14,7.242562984401731e-14,5.095034291810704e-15,3.0796402653202087e-16,3.0968200347097065e-14,6.5279944351231244e-15,3.391517425109501e-13,3.3784553385078733e-13
0.49,0.2586791653749132,0.06150684042857958,0.0037452087581936787,1e-13,2.12e-14,7.501695795872483e-14,5.3900470201462704e-15,3.2861951401811113e-16,3.2076216506489236e-14,6.802326021333903e-15,3.512863065791321e-13,3.4994424835344045e-13
0.5,0.26784497942605395,0.06407671667605838,0.003881250190435048,1e-13,2.12e-14,7.767504403355564e-14,5.697822188545149e-15,3.503909709825937e-16,3.321277744883069e-14,7.085915859082826e-15,3.6373348206058126e-13,3.623546186317911e-13
0.51,0.2772463413333543,0.06673287400388661,0.004021022333414164,1e-13,2.12e-14,8.040143898667275e-14,6.018708797031978e-15,3.733267910745343e-16,3.4378546325335935e-14,7.378974411099231e-15,3.765005315306951e-13,3.7508388148062165e-13
0.52,0.2868887104454603,0.06947730827700575,0.004164624856141692,1e-13,2.12e-14,8.319772602918349e-14,6.353060474938421e-15,3.974769979674388e-16,3.557420009523708e-14,7.681716634251361e-15,3.8959486878493515e-13,3.88139407955916e-13
0.53,0.29677766652345405,0.07231206243749926,0.004312160328076595,1e-13,2.12e-14,8.606552329180168e-14,6.70123591814607e-15,4.2289331665808647e-16,3.68004306489083e-14,7.994362339973238e-15,4.0302407113885067e-13,4.0152872975341397e-13
0.54,0.3069189187304421,0.07523923015808864,0.0044637352053727665,1e-13,2.12e-14,8.900648643182821e-14,7.063599369963267e-15,4.496293143839039e-16,3.805794592257482e-14,8.31713657876836e-15,4.167958916359403e-13,4.1525962277896894e-13
0.55,0.317318293405083,0.07826095055054698,0.0046194581979831385,1e-13,2.12e-14,9.202230508747406e-14,7.440520087588806e-15,4.7774026135167155e-16,3.9347468382230295e-14,8.650269037386719e-15,4.3091824244410274e-13,4.293399528999782e-13
0.56,0.32798174559188764,0.08137941282570195,0.004779441407222877,1e-13,2.12e-14,9.511470622164742e-14,7.832372934656674e-15,5.072832848642724e-16,4.066973645339407e-14,8.993994532692851e-15,4.453992105137834e-13,4.437777729188531e-13
0.57,0.3389153630940542,0.08459685785374299,0.004943800272839238,1e-13,2.12e-14,9.82854552972757e-14,8.239538635286117e-15,5.383174031678161e-16,4.202550502366272e-14,9.34855316251084e-15,4.602470630817256e-13,4.58581311024248e-13
0.58,0.3501253730717955,0.0879155808098214,0.0051126536311643074,1e-13,2.12e-14,1.0153635819082068e-13,8.662404163555464e-15,5.709035731663336e-16,4.3415546260902637e-14,9.714190574918287e-15,4.754702566314982e-13,4.73758969022163e-13
0.59,0.36161813062142406,0.09133792605337168,0.005286123804397532,1e-13,2.12e-14,1.0486925788021298e-13,9.101362215254656e-15,6.051047189703461e-16,4.484064819705658e-14,1.0091157380867093e-14,4.910774213838939e-13,4.893193230364233e-13
0.6,0.37340013299776564,0.09486629305410481,0.005464336700166836,1e-13,2.12e-14,1.0828603856935205e-13,9.556811977925699e-15,6.409857933801425e-16,4.630161649172294e-14,1.0479709782985195e-14,5.070773806109657e-13,5.052711247623687e-13
0.61,0.3854780280709546,0.09850313981650882,0.005647423574722402,1e-13,2.12e-14,1.1178862814057685e-13,1.0029159628955842e-14,6.786140336332913e-16,4.779927548079837e-14,1.0880109927090317e-14,5.234791621203563e-13,5.216234507521682e-13
0.62,0.397858606701129,0.10225097941564573,0.005835519117858607,1e-13,2.12e-14,1.1537899594332741e-13,1.0518818002391235e-14,7.180587727730487e-16,4.9334467230939996e-14,1.1292625493953628e-14,5.402919879001332e-13,5.383855218602676e-13
0.63,0.4105488062505225,0.1061123813078541,0.006028761687137953,1e-13,2.12e-14,1.190591538126515e-13,1.1026206821460787e-14,7.593915013479699e-16,5.0908051975064787e-14,1.1717529815906155e-14,5.575252788882096e-13,5.55566715525027e-13
0.64,0.4235557194618597,0.11008997495991997,0.006227294183548285,1e-13,2.12e-14,1.2283115864393933e-13,1.1551753222623188e-14,8.026860218615418e-16,5.252090921327061e-14,1.2155102247121387e-14,5.751886670292055e-13,5.731766342961895e-13
0.65,0.43688660648758587,0.11418645498171089,0.006431262153542123,1e-13,2.12e-14,1.266971158813999e-13,1.2095892479988482e-14,8.480182566746627e-16,5.4173939204460657e-14,1.2605628697396509e-14,5.932920116101416e-13,5.912249277928119e-13
0.66,0.4505488754567692,0.11840457224570977,0.006640817437998255,1e-13,2.12e-14,1.3065917388246306e-13,1.2659066990169743e-14,8.954667243858244e-16,5.586806055663938e-14,1.306940062323364e-14,6.118453728702926e-13,6.097216058075153e-13
0.67,0.46455010203958536,0.1227471423404471,0.006856115729094511,1e-13,2.12e-14,1.3471952959147976e-13,1.3241727398543432e-14,9.451122940595369e-16,5.760421265290858e-14,1.3546715924296879e-14,6.308590385697569e-13,6.286768105369179e-13
0.68,0.4788980301738928,0.12721704564172734,0.0070773216860534035,1e-13,2.12e-14,1.3888042875042892e-13,1.3844332696079426e-14,9.970389331484718e-16,5.93833557415627e-14,1.4037878915990388e-14,6.503435249761465e-13,6.481012545801174e-13
0.69,0.4936005824680624,0.13181723165074757,0.0073046050563019245,1e-13,2.12e-14,1.431441689157381e-13,1.4467350857511596e-14,1.0513332667011017e-15,6.120647222603974e-14,1.454320076924261e-14,6.703095909916288e-13,6.680058646551267e-13
0.7,0.508665855105971,0.13655071655934,0.007538133093992894,1e-13,2.12e-14,1.4751309798073158e-13,1.511125861876431e-14,1.1080834976484619e-15,6.30745660331404e-14,1.5062999204277596e-14,6.907682312339085e-13,6.884011073072329e-13
0.71,0.5241021339323716,0.14142058951617484,0.007778087202182824,1e-13,2.12e-14,1.5198961884038776e-13,1.5776542377160752e-14,1.1673818519847467e-15,6.498866460761408e-14,1.5597599138362446e-14,7.117306978801606e-13,7.092984321009052e-13
0.72,0.5399178927163198,0.14643001204392364,0.00802465108121472,1e-13,2.12e-14,1.5657618888773275e-13,1.6463698200797324e-14,1.2293229387937365e-15,6.694981869682366e-14,1.6147332579084817e-14,7.332084983087624e-13,7.307092188707528e-13
0.73,0.5561217721020658,0.15158220993924595,0.008278014778320979,1e-13,2.12e-14,1.6127531390959908e-13,1.7173230825185527e-14,1.2940043429714672e-15,6.895909974065616e-14,1.671253769154868e-14,7.552133665146055e-13,7.526451169224727e-13
0.74,0.5727226040389138,0.15688048270377586,0.008538375160358555,1e-13,2.12e-14,1.6608955517128502e-13,1.790565496732734e-14,1.3615267909927988e-15,7.101760290082532e-14,1.7293559787892138e-14,7.777572962848451e-13,7.751180692776294e-13
0.75,0.589729423197062,0.16232820798182404,0.008805935877062033,1e-13,2.12e-14,1.71021532727148e-13,1.8661495997575135e-14,1.4319942222246598e-15,7.31264484764357e-14,1.7890751765550066e-14,8.008525567016102e-13,7.981402918033098e-13
0.76,0.6071514568362975,0.1679288376815739,0.009080907106954311,1e-13,2.12e-14,1.7607392248252626e-13,1.9441289494560926e-14,1.5055137871199834e-15,7.528678064770088e-14,1.8504473631370536e-14,8.24511678383692e-13,8.217242331714841e-13
0.77,0.6249980879107644,0.17368588380177272,0.009363504975816539,1e-13,2.12e-14,1.8124944549412167e-13,2.0245579377767694e-14,1.5821957373081616e-15,7.749976290093479e-14,1.9135090897311393e-14,8.48747403382818e-13,8.458825066855426e-13
0.78,0.6432790179920685,0.17960298123282845,0.009653956956314285,1e-13,2.12e-14,1.8655091521769988e-13,2.1074926512003246e-14,1.662154662004569e-15,7.97665982310165e-14,1.978298140449358e-14,8.735729064332292e-13,8.706283312309807e-13
0.79,0.6620041071680335,0.1856838262054879,0.009952495270595134,1e-13,2.12e-14,1.919811910787297e-13,2.1929900444584017e-14,1.7455081926212268e-15,8.208850928883616e-14,2.0448528520813897e-14,8.990015775341896e-13,8.959749452201869e-13
0.8,0.6811834981430211,0.1919322239851088,0.010259362588326163,1e-13,2.12e-14,1.9754321446147613e-13,2.2811085989257995e-14,1.8323782419948982e-15,8.446675376973463e-14,2.1132126302141173e-14,9.250471904782228e-13,9.219360698590611e-13
0.81,0.7008274900353268,0.19835204052838765,0.010574808160933844,1e-13,2.12e-14,2.032399721102448e-13,2.3719076665011956e-14,1.922890193037247e-15,8.690260876438053e-14,2.1834174137848997e-14,9.517237314679738e-13,9.48525556655693e-13
0.82,0.720946638302202,0.20494724090765934,0.010899091178076815,1e-13,2.12e-14,2.0907452510763857e-13,2.465448003061407e-14,2.017173726860625e-15,8.939738314947305e-14,2.2555080889977443e-14,9.790455348143903e-13,9.757576466618857e-13
0.83,0.7415517072442891,0.21172187117480004,0.011232479971017475,1e-13,2.12e-14,2.1504999510084382e-13,2.561791524729324e-14,2.115362682062733e-15,9.195241169829185e-14,2.3295262840476485e-14,1.0070272184377446e-12,1.0036468757893105e-12
0.84,0.7626537352209636,0.21868008394114655,0.011575254163307994,1e-13,2.12e-14,2.2116958321407944e-13,2.6610016686928584e-14,2.217595654798497e-15,9.456906316739948e-14,2.405514641420357e-14,1.0356837724300686e-12,1.03220822584383e-12
0.85,0.7842639533278346,0.22582610617784113,0.01192770087389975,1e-13,2.12e-14,2.27436546465072e-13,2.7631429528915914e-14,2.324015223568394e-15,9.72487302126515e-14,2.4835164585859382e-14,1.0650304486191993e-12,1.0614567777214456e-12
0.86,0.8063938928311607,0.23316428205798265,0.012290119474713828,1e-13,2.12e-14,2.3385422892103656e-13,2.868281577543404e-14,2.4347691227318234e-15,9.999284271106393e-14,2.5635761479360308e-14,1.0950829064647163e-12,1.09140807689044e-12
0.87,0.8290553096191624,0.24069904275425072,0.012662818543807845,1e-13,2.12e-14,2.4042603978955713e-13,2.976485011644373e-14,2.5500096121461322e-15,1.0280285839277615e-13,2.6457388987167967e-14,1.1258571104628225e-12,1.1220778471834352e-12
0.88,0.8522602362246944,0.24843492753979748,0.013046120778945796,1e-13,2.12e-14,2.4715546850516134e-13,3.087822292958972e-14,2.6698946384923732e-15,1.056802692918621e-13,2.7300508986471418e-14,1.157369400793135e-12,1.1534823607681609e-12
0.89,0.8760209760491551,0.25637658134368463,0.013440361416279075,1e-13,2.12e-14,2.5404608305425497e-13,3.2023640009689256e-14,2.7945876368907366e-15,1.0862660103009523e-13,2.8165592980821535e-14,1.1896364854747526e-12,1.185638267758872e-12
0.9,0.9003500906879209,0.2645287498367941,0.013845887070649893,1e-13,2.12e-14,2.611015262994971e-13,3.3201821931099216e-14,2.9242573732813127e-15,1.116434112453022e-13,2.905312147034776e-14,1.2226754231541965e-12,1.218562462135512e-12
0.91,0.9252604430428312,0.27289629709621016,0.014263060454788852,1e-13,2.12e-14,2.6832552848242106e-13,3.4413506594204676e-14,3.0590791231689656e-15,1.1473229493731108e-13,2.996358577628426e-14,1.2565036816521647e-12,1.252272423018108e-12
0.92,0.9507651506269942,0.28148418631251027,0.0146922549969217,1e-13,2.12e-14,2.7572189368182827e-13,3.565944656270259e-14,3.1992335744607764e-15,1.178948786777473e-13,3.08974858374519e-14,1.291139074551458e-12,1.2867857333278062e-12
0.93,0.9768776575709497,0.2902975099329572,0.01513386148170503,1e-13,2.12e-14,2.832945206955754e-13,3.694041337463956e-14,3.344908496757092e-15,1.2113282953879775e-13,3.1855333381407606e-14,1.3265998589813497e-12,1.3221205694381102e-12
0.94,1.0036116610100947,0.2993414587200107,0.015588282275794875,1e-13,2.12e-14,2.9104738169292746e-13,3.8257193221305467e-14,3.496297481584023e-15,1.2444784596525174e-13,3.283764844710292e-14,1.3629046356517088e-12,1.3582951876313178e-12
0.95,1.0309812117504478,0.3086213643378269,0.01605594018881997,1e-13,2.12e-14,2.989845514076298e-13,3.9610593035728446e-14,3.653602220063994e-15,1.2784167025705554e-13,3.384496389453619e-14,1.4000724855571082e-12,1.3953285792315764e-12
0.96,1.0590006129213894,0.3181426563632748,0.016537268930206482,1e-13,2.12e-14,3.071101777472029e-13,4.100143444218269e-14,3.8170303223895105e-15,1.313160760022523e-13,3.487782061249152e-14,1.438122832347247e-12,1.4332396562234687e-12
0.97,1.087684544192022,0.3279109153014904,0.017032732504200506,1e-13,2.12e-14,3.1542851781568637e-13,4.243056134796332e-14,3.9868001435918935e-15,1.3487288347981073e-13,3.5936773143946097e-14,1.477075611012766e-12,1.4720487201884227e-12
0.98,1.117047947070853,0.3379318234748551,0.01754280319758017,1e-13,2.12e-14,3.239439046505474e-13,4.3898832997890904e-14,4.163135703581721e-15,1.3851394543678577e-13,3.702238422388344e-14,1.5169511121222185e-12,1.511775662482245e-12
0.99,1.1471061422626114,0.3482112156260493,0.01806797851878033,1e-13,2.12e-14,3.326607812561573e-13,4.5407131241776974e-14,4.346270982337339e-15,1.4224116164056383e-13,3.813523012507227e-14,1.5577701411926264e-12,1.5524412285512842e-12
1.0,1.1778747510315952,0.35875504487205323,0.01860877295678178,1e-13,2.12e-14,3.415836777991626e-13,4.6956355721808457e-14,4.536448026467462e-15,1.460564691279178e-13,3.927589682161808e-14,1.5995539119009064e-12,1.5940663021499728e-12
1.01,1.2093697565197687,0.36956940960476836,0.01916572478832646,1e-13,2.12e-14,3.5071722939073296e-13,4.8547427764488096e-14,4.733918873158154e-15,1.4996184980845133e-13,4.0444982749045494e-14,1.6423241293538461e-12,1.6366723579961242e-12
1.02,1.2416074885595163,0.3806605467380303,0.019739393955030424,1e-13,2.12e-14,3.6006617168225976e-13,5.0181289466087e-14,4.9389452177323235e-15,1.5395932858138001e-13,4.1643097912145316e-14,1.686102969463823e-12,1.6802812164122853e-12
1.03,1.274604622137517,0.3920348312882886,0.020330364795158748,1e-13,2.12e-14,3.696353404198799e-13,5.185890367121181e-14,5.151799288376522e-15,1.580509731450521e-13,4.287086367363241e-14,1.730913076862748e-12,1.72491516733337e-12
1.04,1.3083782206194472,0.4036987955011036,0.020939252257592453,1e-13,2.12e-14,3.794296839796397e-13,5.358125677297241e-14,5.372765745513738e-15,1.6223889935681146e-13,4.4128914644442275e-14,1.7767776236012094e-12,1.7705973443787201e-12
1.05,1.3429456813960465,0.4156591046855374,0.02156669146777513,1e-13,2.12e-14,3.894542476048535e-13,5.534935527358606e-14,5.6021391766469366e-15,1.6652526449310978e-13,4.5417895894193587e-14,1.8237202353358313e-12,1.8173508411124155e-12
1.06,1.3783248302364814,0.427922599742859,0.022213357695573976,1e-13,2.12e-14,3.9971420076857965e-13,5.716423196112444e-14,5.840229665553927e-15,1.709122789493237e-13,4.673846734671619e-14,1.871765119461142e-12,1.865200098612404e-12
1.07,1.414533819168136,0.4404962510122787,0.02287994367101829,1e-13,2.12e-14,4.1021480755875944e-13,5.90269392880085e-14,6.087356998677591e-15,1.754021935768489e-13,4.8091298608464963e-14,1.920936926430329e-12,1.9141691053684183e-12
1.08,1.4515912632056118,0.45338722099835266,0.023567184437350536,1e-13,2.12e-14,4.209614663296274e-13,6.093855847520612e-14,6.343857695111567e-15,1.7999731663749588e-13,4.9477075514880435e-14,1.971260935433221e-12,1.9642831206278294e-12
1.09,1.489516106265725,0.46660280231839046,0.024275836585790998,1e-13,2.12e-14,4.319596708170602e-13,6.290019058271806e-14,6.610079541133673e-15,1.8469999717694989e-13,5.0896493238272057e-14,2.022762872308855e-12,2.0155670251953232e-12
1.1,1.5283277250187115,0.48015046632238495,0.025006698083285685,1e-13,2.12e-14,4.432150402554263e-13,6.491296357199981e-14,6.886387368758241e-15,1.8951263790232022e-13,5.235026129428733e-14,2.0754690505754104e-12,2.0680466417601396e-12
1.11,1.5680459353603502,0.4940378666135655,0.025760614535323946,1e-13,2.12e-14,4.5473332125450157e-13,6.697803286454202e-14,7.17316522283347e-15,1.9443769598468341e-13,5.383910367961066e-14,2.1294063802193556e-12,2.1217490229367637e-12
