Time,x1,x2,Ca,k,lambda_Ca,m_Ca,m1,m2,beta,R,lambda_1,lambda_2,A,B,S,Ca0,Ca1,t0,alpha,x1_n,x2_n,x2_min,x2_max,Ca0_baseline,PTG_pool,Plasma_pool
0.12,1.1798206561145466,0.0005234018299856716,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.13,1.27801092460968,0.000613097582699115,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.14,1.376181500850884,0.0007096919160905948,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.15,1.4743323887959798,0.000813144762264303,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.16,1.5724635923894141,0.0009234164131741492,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.17,1.6705751155801982,0.0010404673294947763,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.18,1.7686669623172295,0.0011642581856791193,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.19,1.8667391365440318,0.0012947499159883828,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.2,1.9647916422066323,0.001431903654590148,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.21,2.062824483250152,0.0015756807163487274,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.22,2.1608376636178415,0.0017260426749819483,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.23,2.258831187251747,0.0018829513352454621,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.24,2.3568050580929967,0.0020463687209343515,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.25,2.454759280084371,0.0022162569805714736,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.26,2.552693857167142,0.002392578504214855,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.27,2.6506087932794893,0.0025752959823529,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.28,2.748504092359837,0.002764372282259746,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.29,2.846379758346706,0.0029597704256543894,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.3,2.944235795178974,0.0031614535721958643,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.31,3.0420722067921986,0.0033693852576357148,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.32,3.1398889971221804,0.003583529162800818,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.33,3.2376861701040394,0.003803849148502998,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.34,3.3354637296727,0.00403030908835425,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.35000000000000003,3.433221679761408,0.004262873351301677,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.36,3.530960024302942,0.004501506410949823,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.37,3.628678767229281,0.0047461729515664705,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.38,3.726377912471593,0.0049968378693157406,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.39,3.8240574639602287,0.005253466273491195,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.4,3.9217174256247342,0.005516023474654854,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.41000000000000003,4.019357801394621,0.0057844743522797205,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.42,4.116978595197426,0.006058784922235585,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.43,4.2145798109603065,0.006338921043573226,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.44,4.312161452609581,0.006624848779602631,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.45,4.409723524070729,0.006916534398513432,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.46,4.507266029268384,0.007213944373995333,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.47000000000000003,4.604788972126322,0.007517045385858539,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.48,4.702292356569675,0.007825803601672728,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.49,4.799776186519949,0.008140186292210163,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.5,4.897240465898527,0.008460160692563123,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.51,4.994685198626177,0.008785694159440161,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.52,5.092110388622847,0.009116754238103224,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.53,5.189516039807655,0.009453308661824361,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.54,5.286902156098895,0.009795325351342454,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.55,5.38426874141564,0.010142772102734648,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.56,5.481615799674551,0.010495617202523821,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.5700000000000001,5.578943334791379,0.01085382913786638,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.58,5.676251350681482,0.011217376493959734,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.59,5.773539851259435,0.011586228029765553,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.6,5.870808840439022,0.011960352676821212,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.61,5.968058322133245,0.012339719538051243,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.62,6.065288300254589,0.012724297904251445,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.63,6.1624987787146,0.013114057224908948,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.64,6.259689761423869,0.013508967106650144,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.65,6.356861252292341,0.013908997331709742,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.66,6.454013255229192,0.01431411784855056,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.67,6.551145774142825,0.014724298770721378,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.68,6.648258812940874,0.015139510375714788,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.6900000000000001,6.745352375529553,0.015559723270226374,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.7000000000000001,6.842426465814412,0.01598490819560134,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.71,6.939481087701215,0.016415035803541728,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.72,7.036516245094405,0.016850077047413835,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.73,7.133531941897656,0.01729000303947905,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.74,7.2305281820138765,0.017734785049503172,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.75,7.327504969345214,0.01818439450336572,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.76,7.424462307793054,0.01863880298166925,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.77,7.521400201258024,0.019097982218348655,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.78,7.618318653639994,0.019561904099280495,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.79,7.71521766883808,0.0200305406608923,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.8,7.812097250750646,0.02050386408877186,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.81,7.908957403275303,0.020981846716276592,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.8200000000000001,8.005798130308918,0.021464461023142787,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.8300000000000001,8.102619435741754,0.02195168100142255,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.84,8.19942132347259,0.02244347862542568,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.85,8.296203797396139,0.022939826785692174,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.86,8.392966861405954,0.023440698612713157,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.87,8.48971051939483,0.023946067381744377,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.88,8.586434775254798,0.02445590651150782,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.89,8.683139632877133,0.0249701895628934,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.9,8.779825096152358,0.02548889023766055,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
0.91,8.876491168970237,0.026011982377139923,1.255,9.8436755,0.007557205876360078,15.0,112.52,15.0,1000000.0,1.2162,0.0125,0.5595,0.04943742616216412,0.000494637774200846,1.1145698868684382,1.255,0.1817,575.0,0.0442,490.78,6.629,0.6697,14.043,1.255,1.0,1.0
