Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,parameter_87,parameter_88,compartment_1,compartment_2,compartment_3,compartment_4,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
0.88,180000.00075871687,0.3280000341746262,0.006816696010541325,0.12134130426062224,0.0001306832227604966,0.04328760663053197,0.04542665611312963,0.03400000079219337,0.04728505630124467,0.13104141937829877,0.00011608835790344124,0.006816696010541325,1800.044071882689,0.025527866736508475,0.025527866760443364,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429026512814,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999667485895,0.000710541111235475,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997656004,99.99999976747267,2.2300000456762223,19.90000000008966,17.000000004657192,242026.1088847708,0.128378897200866,6.786886106004959e-05,3.4000000658194565,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0440718827,502026.1241056052,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606541905160499,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999727447448,0.5000000272552552,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999883736336,50000.0,49.999999883736336,1.0,0.00010131732109072854,0.00010131711756758955,0.10783490745575436,0.10783490024736836,9.095013606067307e-05,9.095013430040978e-05,2504.0858630419443,2504.085237610065,7.117739142484279,7.117739136791186,0.015545668106760538,0.015545666893792161,7.764336450171934e-06,7.764339792698905e-06,6.753703847691978e-05,6.753703467822167e-05
0.89,180000.00077227197,0.3280000341810657,0.006816696013813603,0.12134130426870336,0.00013068322319559182,0.04328760663356931,0.04542665611632116,0.034000000807757697,0.047285056318343635,0.13104141938748645,0.00011608835791863188,0.006816696013813603,1800.0445726993294,0.025527866736271502,0.025527866760680338,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429026331673,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999661565955,0.0007105411388340825,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999976095894,99.99999976333285,2.2300000465902374,19.90000000009145,17.000000004744564,242026.1086498888,0.128378897200866,6.786886106004959e-05,3.4000000671373227,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04457269932,502026.12414175575,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065419327591065,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999722595037,0.5000000277404963,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999881666426,50000.0,49.999999881666426,1.0,0.00010131732501776213,0.00010131711790491358,0.10783490763687253,0.10783490028636303,9.095013609592605e-05,9.0950134300418e-05,2504.085863274868,2504.085230670659,7.117739145356302,7.1177391395500775,0.015545668138187191,0.01554566690125468,7.764336450643135e-06,7.764339852628194e-06,6.753703854183634e-05,6.753703467530012e-05
0.9,180000.00078582714,0.3280000341875053,0.006816696017085882,0.1213413042767845,0.00013068322363068706,0.043287606636606656,0.045426656119512694,0.03400000082332203,0.04728505633544262,0.13104141939667413,0.00011608835793382255,0.006816696017085882,1800.0450735159698,0.025527866736034528,0.02552786676091731,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.6342902615053,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999655646013,0.0007105411664329065,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997563174,99.99999975919303,2.230000047504253,19.90000000009325,17.000000004831943,242026.10841500678,0.128378897200866,6.786886106004959e-05,3.40000006845519,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04507351597,502026.12417790643,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065419603579308,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997177426264,0.5000000282257373,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999879596512,50000.0,49.999999879596515,1.0,0.00010131732894482658,0.00010131711824223766,0.10783490781799075,0.10783490032535775,9.095013613117906e-05,9.095013430042621e-05,2504.0858635077934,2504.0852237312524,7.117739148228326,7.11773914230897,0.015545668169613846,0.015545666908717209,7.764336451114335e-06,7.764339912557955e-06,6.753703860675287e-05,6.753703467237858e-05
0.91,180000.00079938225,0.3280000341939447,0.006816696020358159,0.12134130428486561,0.00013068322406578227,0.04328760663964399,0.045426656122704225,0.034000000838886366,0.04728505635254159,0.1310414194058618,0.0001160883579490132,0.006816696020358159,1800.0455743326102,0.025527866735797555,0.025527866761154285,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429025969387,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999649726072,0.0007105411940317305,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999975167597,99.99999975505321,2.230000048418268,19.900000000095048,17.00000000491932,242026.10818012475,0.128378897200866,6.786886106004959e-05,3.400000069773058,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04557433262,502026.124214057,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065419879567546,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997128902146,0.5000000287109785,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.4999998775266,50000.0,49.999999877526605,1.0,0.00010131733287189103,0.00010131711857956169,0.1078349079991089,0.10783490036435245,9.095013616643205e-05,9.095013430043442e-05,2504.085863740718,2504.0852167918447,7.1177391511003485,7.117739145067863,0.015545668201040499,0.015545666916179729,7.764336451585536e-06,7.764339972487713e-06,6.753703867166942e-05,6.753703466945703e-05
0.92,180000.00081293742,0.32800003420038426,0.006816696023630438,0.12134130429294675,0.0001306832245008775,0.04328760664268134,0.04542665612589576,0.0340000008544507,0.047285056369640574,0.1310414194150495,0.00011608835796420386,0.006816696023630438,1800.0460751492506,0.025527866735560584,0.025527866761391255,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429025788243,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999643806101,0.0007105412216307711,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997470346,99.99999975091337,2.2300000493322827,19.900000000096846,17.000000005006697,242026.10794524153,0.128378897200866,6.786886106004959e-05,3.4000000710909246,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04607514926,502026.12425020756,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065420155557953,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999708037779,0.5000000291962221,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999875456687,50000.0,49.99999987545669,1.0,0.00010131733679898637,0.00010131711891688576,0.1078349081802271,0.10783490040334714,9.095013620168505e-05,9.095013430044264e-05,2504.0858639736434,2504.0852098524383,7.117739153972371,7.117739147826755,0.015545668232467152,0.015545666923642251,7.764336452056735e-06,7.764340032417937e-06,6.753703873658633e-05,6.753703466653547e-05
0.93,180000.00082649256,0.3280000342068237,0.006816696026902716,0.12134130430102788,0.00013068322493597274,0.04328760664571868,0.04542665612908729,0.03400000087001503,0.047285056386739556,0.13104141942423717,0.00011608835797939452,0.006816696026902716,1800.046575965891,0.02552786673532361,0.02552786676162823,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.634290256071,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999637886161,0.000710541249229595,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997423931,99.99999974677354,2.2300000502462978,19.90000000009864,17.000000005094073,242026.10771035953,0.128378897200866,6.786886106004959e-05,3.400000072408791,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04657596588,502026.1242863582,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606542043154619,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997031853693,0.5000000296814631,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999873386773,50000.0,49.99999987338677,1.0,0.0001013173407260508,0.00010131711925420983,0.10783490836134525,0.10783490044234186,9.095013623693803e-05,9.095013430045085e-05,2504.085864206568,2504.0852029130315,7.117739156844394,7.1177391505856455,0.01554566826389381,0.015545666931104773,7.764336452527934e-06,7.764340092347698e-06,6.753703880150285e-05,6.753703466361391e-05
0.9400000000000001,180000.00084004772,0.32800003421326324,0.006816696030174994,0.121341304309109,0.00013068322537106798,0.043287606648756013,0.04542665613227882,0.034000000885579355,0.047285056403838524,0.13104141943342484,0.00011608835799458517,0.006816696030174994,1800.0470767825313,0.025527866735086637,0.025527866761865203,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429025425957,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999631966189,0.0007105412768284191,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997377516,99.99999974263372,2.2300000511603133,19.900000000100437,17.00000000518145,242026.10747547625,0.128378897200866,6.786886106004959e-05,3.400000073726658,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04707678253,502026.1243225088,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606542070753443,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999996983329326,0.5000000301667067,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999871316863,50000.0,49.99999987131686,1.0,0.00010131734465311526,0.00010131711959153387,0.10783490854246346,0.10783490048133652,9.095013627219102e-05,9.095013430045906e-05,2504.085864439493,2504.0851959736246,7.117739159716417,7.117739153344538,0.015545668295320463,0.015545666938567295,7.764336452999136e-06,7.764340152277454e-06,6.753703886641975e-05,6.753703466069237e-05
0.9500000000000001,180000.00085360286,0.32800003421970275,0.006816696033447272,0.12134130431719013,0.00013068322580616322,0.04328760665179336,0.04542665613547035,0.03400000090114369,0.047285056420937506,0.13104141944261252,0.00011608835800977583,0.006816696033447272,1800.047577599172,0.025527866734849664,0.025527866762102176,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429025244814,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999626046249,0.0007105413044272432,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999973311016,99.9999997384939,2.230000052074328,19.90000000010223,17.000000005268827,242026.10724059428,0.128378897200866,6.786886106004959e-05,3.4000000750445247,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04757759918,502026.1243586594,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606542098352267,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999996934805224,0.5000000306519478,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999986924695,50000.0,49.99999986924695,1.0,0.00010131734858017971,0.00010131711992885793,0.10783490872358162,0.10783490052033126,9.095013630744401e-05,9.095013430046726e-05,2504.085864672418,2504.085189034218,7.117739162588441,7.11773915610343,0.015545668326747116,0.01554566694602982,7.764336453470335e-06,7.764340212207212e-06,6.753703893133629e-05,6.753703465777082e-05
0.96,180000.000867158,0.3280000342261422,0.00681669603671955,0.12134130432527125,0.00013068322624125843,0.043287606654830696,0.04542665613866188,0.03400000091670802,0.04728505643803648,0.13104141945180017,0.00011608835802496648,0.00681669603671955,1800.0480784158121,0.025527866734612693,0.025527866762339146,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429025063671,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999620126307,0.0007105413320260671,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999972846876,99.99999973435408,2.2300000529883426,19.90000000010403,17.000000005356206,242026.10700571223,0.128378897200866,6.786886106004959e-05,3.4000000763623914,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0480784158,502026.12439480994,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606542125951091,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999688628111,0.5000000311371888,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999986717704,50000.0,49.99999986717704,1.0,0.00010131735250724416,0.00010131712026618197,0.1078349089046998,0.10783490055932592,9.095013634269701e-05,9.095013430047547e-05,2504.0858649053425,2504.085182094812,7.1177391654604625,7.117739158862323,0.015545668358173769,0.015545666953492337,7.764336453941534e-06,7.764340272136969e-06,6.753703899625284e-05,6.753703465484928e-05
0.97,180000.00088071314,0.3280000342325817,0.00681669603999183,0.12134130433335237,0.00013068322667635364,0.04328760665786804,0.04542665614185342,0.03400000093227235,0.04728505645513546,0.13104141946098788,0.00011608835804015714,0.00681669603999183,1800.0485792324528,0.02552786673437572,0.02552786676257612,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429024882528,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999614206366,0.0007105413596248911,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997238273,99.99999973021426,2.2300000539023586,19.900000000105827,17.00000000544358,242026.1067708302,0.128378897200866,6.786886106004959e-05,3.4000000776802586,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04857923245,502026.1244309606,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065421535499153,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999996837757,0.50000003162243,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999865107124,50000.0,49.99999986510713,1.0,0.00010131735643430859,0.000101317120603506,0.10783490908581797,0.10783490059832063,9.095013637794999e-05,9.095013430048369e-05,2504.085865138268,2504.085175155405,7.117739168332488,7.117739161621215,0.015545668389600423,0.015545666960954862,7.764336454412735e-06,7.76434033206673e-06,6.753703906116939e-05,6.753703465192772e-05
0.98,180000.0008942683,0.32800003423902124,0.006816696043264108,0.12134130434143352,0.00013068322711144888,0.043287606660905385,0.04542665614504495,0.03400000094783669,0.047285056472234445,0.13104141947017556,0.0001160883580553478,0.006816696043264108,1800.0490800490932,0.025527866734138746,0.025527866762813094,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429024701385,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999608286395,0.0007105413872237151,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997191858,99.99999972607442,2.230000054816373,19.90000000010762,17.000000005530964,242026.10653594698,0.128378897200866,6.786886106004959e-05,3.400000078998126,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0490800491,502026.1244671112,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.003606542181148739,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999678923264,0.5000000321076736,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999986303721,50000.0,49.99999986303721,1.0,0.00010131736036137302,0.00010131712094083008,0.10783490926693615,0.10783490063731536,9.0950136413203e-05,9.09501343004919e-05,2504.085865371192,2504.085168215998,7.117739171204511,7.117739164380107,0.015545668421027078,0.015545666968417388,7.764336454883935e-06,7.764340391996491e-06,6.75370391260863e-05,6.753703464900617e-05
