Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,parameter_20,parameter_21,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,parameter_27,parameter_28,parameter_29,parameter_30,parameter_31,parameter_32,parameter_33,parameter_34,parameter_35,parameter_36,parameter_37,parameter_38,parameter_39,parameter_40,parameter_41,parameter_42,parameter_43,parameter_44,parameter_45,parameter_46,parameter_47,parameter_48,parameter_49,parameter_50,parameter_51,parameter_52,parameter_53,parameter_54,parameter_55,parameter_56,parameter_57,parameter_58,parameter_59,parameter_60,parameter_61,parameter_62,parameter_63,parameter_64,parameter_65,parameter_66,parameter_67,parameter_68,parameter_69,parameter_70,parameter_71,parameter_72,parameter_73,parameter_74,parameter_75,parameter_76,parameter_77,parameter_78,parameter_79,parameter_80,parameter_81,parameter_82,parameter_83,parameter_84,parameter_85,parameter_86,parameter_87,parameter_88,compartment_1,compartment_2,compartment_3,compartment_4,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16
0.74,180000.00056894482,0.3280000340844732,0.0068166959647294285,0.12134130414748645,0.00013068321666916341,0.043287606588009196,0.04542665606844818,0.034000000574292706,0.04728505606185897,0.1310414192496713,0.00011608835769077207,0.0068166959647294285,1800.037060449723,0.025527866739826093,0.025527866757125747,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429029048817,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999750365188,0.0007105407248517223,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999998305807,99.99999982543022,2.230000032880011,19.9000000000645,17.00000000343391,242026.11217312393,0.128378897200866,6.786886106004959e-05,3.400000047369317,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.03706044971,502026.1235994968,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065415187767464,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999795381298,0.5000000204618702,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999912715115,50000.0,49.99999991271511,1.0,0.0001013172661117953,0.00010131711284505282,0.1078349049200999,0.10783489970144255,9.095013556713112e-05,9.095013430029482e-05,2504.085859780996,2504.08533476176,7.117739102275957,7.117739098166694,0.015545667666787383,0.015545666789316846,7.764336443575137e-06,7.764338953681822e-06,6.753703756808679e-05,6.753703471912338e-05
0.75,180000.00058249998,0.3280000340909128,0.006816695968001707,0.12134130415556758,0.00013068321710425865,0.04328760659104654,0.04542665607163972,0.03400000058985704,0.04728505607895795,0.13104141925885898,0.00011608835770596273,0.006816695968001707,1800.0375612663634,0.02552786673958912,0.02552786675736272,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429028867674,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999744445248,0.0007105407524505464,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999982593923,99.9999998212904,2.2300000337940262,19.900000000066303,17.000000003521286,242026.11193824193,0.128378897200866,6.786886106004959e-05,3.400000048687184,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.03756126636,502026.12363564735,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065415463755707,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999790528888,0.5000000209471112,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.4999999106452,50000.0,49.9999999106452,1.0,0.00010131727003885976,0.00010131711318237687,0.1078349051012181,0.10783489974043725,9.09501356023841e-05,9.095013430030303e-05,2504.085860013921,2504.085327822353,7.1177391051479795,7.117739100925586,0.015545667698214041,0.015545666796779364,7.764336444046338e-06,7.76433901361158e-06,6.753703763300331e-05,6.753703471620184e-05
0.76,180000.0005960551,0.3280000340973522,0.006816695971273984,0.1213413041636487,0.00013068321753935386,0.04328760659408388,0.04542665607483125,0.034000000605421375,0.047285056096056925,0.13104141926804666,0.00011608835772115338,0.006816695971273984,1800.0380620830038,0.02552786673935215,0.02552786675759969,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429028686531,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999738525307,0.0007105407800493704,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999982129784,99.99999981715058,2.2300000347080413,19.9000000000681,17.000000003608665,242026.1117033599,0.128378897200866,6.786886106004959e-05,3.400000050005052,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.038062083,502026.1236717979,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065415739743945,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999785676476,0.5000000214323523,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999990857529,50000.0,49.99999990857529,1.0,0.00010131727396592421,0.00010131711351970093,0.10783490528233623,0.10783489977943195,9.095013563763711e-05,9.095013430031126e-05,2504.0858602468456,2504.0853208829462,7.117739108020003,7.117739103684479,0.015545667729640692,0.015545666804241886,7.764336444517537e-06,7.764339073541338e-06,6.753703769791989e-05,6.753703471328029e-05
0.77,180000.00060961026,0.32800003410379175,0.006816695974546264,0.12134130417172984,0.0001306832179744491,0.04328760659712122,0.04542665607802278,0.03400000062098571,0.04728505611315591,0.13104141927723434,0.00011608835773634404,0.006816695974546264,1800.0385628996444,0.025527866739115175,0.025527866757836665,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429028505388,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999732605366,0.0007105408076481944,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999998166563,99.99999981301076,2.2300000356220564,19.900000000069895,17.00000000369604,242026.11146847787,0.128378897200866,6.786886106004959e-05,3.4000000513229187,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.03856289963,502026.1237079486,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065416015732183,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997808240654,0.5000000219175935,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999906505376,50000.0,49.99999990650538,1.0,0.00010131727789298867,0.00010131711385702497,0.10783490546345444,0.10783489981842666,9.09501356728901e-05,9.095013430031947e-05,2504.0858604797704,2504.08531394354,7.1177391108920265,7.117739106443371,0.015545667761067347,0.015545666811704415,7.764336444988736e-06,7.764339133471096e-06,6.753703776283644e-05,6.753703471035873e-05
0.78,180000.0006231654,0.3280000341102312,0.0068166959778185425,0.12134130417981098,0.00013068321840954434,0.04328760660015856,0.045426656081214316,0.034000000636550044,0.04728505613025488,0.13104141928642202,0.0001160883577515347,0.0068166959778185425,1800.0390637162845,0.0255278667388782,0.02552786675807364,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429028324245,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999726685394,0.0007105408352470184,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999998120149,99.99999980887092,2.230000036536072,19.900000000071692,17.00000000378342,242026.11123359462,0.128378897200866,6.786886106004959e-05,3.400000052640786,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.03906371628,502026.12374409917,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065416291720426,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997759716297,0.500000022402837,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999904435462,50000.0,49.99999990443546,1.0,0.00010131728182005314,0.00010131711419434902,0.10783490564457263,0.10783489985742135,9.095013570814312e-05,9.095013430032768e-05,2504.0858607126956,2504.0853070041326,7.11773911376405,7.1177391092022635,0.015545667792494002,0.015545666819166937,7.764336445459938e-06,7.764339193400857e-06,6.753703782775331e-05,6.753703470743719e-05
0.79,180000.00063672054,0.3280000341166707,0.00681669598109082,0.12134130418789209,0.00013068321884463955,0.0432876066031959,0.045426656084405846,0.03400000065211437,0.04728505614735386,0.1310414192956097,0.00011608835776672535,0.00681669598109082,1800.0395645329252,0.025527866738641228,0.025527866758310612,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429028143102,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999720765453,0.0007105408628458425,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999998073734,99.9999998047311,2.230000037450087,19.90000000007349,17.000000003870795,242026.1109987126,0.128378897200866,6.786886106004959e-05,3.4000000539586526,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.03956453293,502026.12378024973,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065416567708664,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999771119219,0.5000000228880781,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999902365552,50000.0,49.99999990236555,1.0,0.0001013172857471176,0.00010131711453167308,0.10783490582569079,0.10783489989641604,9.09501357433961e-05,9.09501343003359e-05,2504.0858609456204,2504.0853000647257,7.117739116636073,7.117739111961156,0.015545667823920655,0.015545666826629457,7.764336445931137e-06,7.764339253330615e-06,6.753703789266985e-05,6.753703470451564e-05
0.8,180000.00065027567,0.32800003412311024,0.006816695984363099,0.12134130419597322,0.0001306832192797348,0.04328760660623324,0.04542665608759738,0.034000000667678706,0.04728505616445284,0.13104141930479737,0.00011608835778191601,0.006816695984363099,1800.0400653495653,0.025527866738404258,0.025527866758547582,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429027961959,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999714845513,0.0007105408904446664,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.499999999802732,99.99999980059127,2.230000038364102,19.900000000075284,17.00000000395817,242026.1107638306,0.128378897200866,6.786886106004959e-05,3.4000000552765197,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04006534957,502026.12381640036,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065416843696907,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999766266809,0.5000000233733191,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999900295638,50000.0,49.999999900295634,1.0,0.00010131728967418204,0.00010131711486899713,0.10783490600680896,0.10783489993541075,9.09501357786491e-05,9.095013430034408e-05,2504.085861178545,2504.085293125319,7.117739119508096,7.117739114720048,0.01554566785534731,0.01554566683409198,7.764336446402336e-06,7.764339313260373e-06,6.75370379575864e-05,6.753703470159408e-05
0.81,180000.0006638308,0.3280000341295497,0.0068166959876353765,0.12134130420405434,0.00013068321971483,0.04328760660927058,0.0454266560907889,0.03400000068324304,0.047285056181551814,0.13104141931398502,0.00011608835779710666,0.0068166959876353765,1800.040566166206,0.025527866738167284,0.025527866758784556,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429027780816,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999708925542,0.0007105409180434905,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997980905,99.99999979645145,2.2300000392781167,19.90000000007708,17.00000000404555,242026.11052894738,0.128378897200866,6.786886106004959e-05,3.4000000565943873,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0405661662,502026.123852551,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065417119685145,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997614143726,0.5000000238585627,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999898225727,50000.0,49.999999898225724,1.0,0.0001013172936012465,0.00010131711520632116,0.10783490618792713,0.10783489997440543,9.09501358139021e-05,9.095013430035231e-05,2504.0858614114695,2504.0852861859125,7.117739122380119,7.117739117478941,0.015545667886773959,0.015545666841554501,7.764336446873537e-06,7.764339373190127e-06,6.753703802250328e-05,6.753703469867254e-05
0.8200000000000001,180000.00067738598,0.3280000341359892,0.006816695990907655,0.12134130421213547,0.00013068322014992524,0.043287606612307926,0.04542665609398044,0.034000000698807376,0.047285056198650796,0.13104141932317273,0.00011608835781229732,0.006816695990907655,1800.0410669828464,0.02552786673793031,0.02552786675902153,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429027599673,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999703005601,0.0007105409456423144,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999979344906,99.99999979231163,2.2300000401921323,19.90000000007888,17.000000004132925,242026.11029406535,0.128378897200866,6.786886106004959e-05,3.400000057912254,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04106698284,502026.12388870155,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065417395673384,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999756561962,0.5000000243438039,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999896155813,50000.0,49.99999989615581,1.0,0.00010131729752831095,0.00010131711554364524,0.10783490636904533,0.10783490001340017,9.09501358491551e-05,9.095013430036052e-05,2504.0858616443943,2504.085279246506,7.117739125252141,7.117739120237833,0.015545667918200615,0.015545666849017025,7.764336447344737e-06,7.764339433119887e-06,6.753703808741984e-05,6.753703469575098e-05
0.8300000000000001,180000.00069094115,0.32800003414242873,0.006816695994179933,0.1213413042202166,0.00013068322058502047,0.04328760661534527,0.045426656097171975,0.0340000007143717,0.04728505621574977,0.1310414193323604,0.00011608835782748798,0.006816695994179933,1800.0415677994868,0.025527866737693337,0.025527866759258503,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.6342902741853,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.609999969708566,0.0007105409732411385,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997888076,99.9999997881718,2.230000041106147,19.900000000080674,17.000000004220308,242026.11005918332,0.128378897200866,6.786886106004959e-05,3.4000000592301203,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0415677995,502026.12392485223,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065417671661626,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997517095507,0.5000000248290449,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.4999998940859,50000.0,49.9999998940859,1.0,0.00010131730145537541,0.0001013171158809693,0.1078349065501635,0.10783490005239485,9.095013588440807e-05,9.095013430036873e-05,2504.08586187732,2504.0852723070993,7.117739128124164,7.117739122996723,0.01554566794962727,0.015545666856479548,7.764336447815936e-06,7.764339493049647e-06,6.75370381523364e-05,6.753703469282943e-05
0.84,180000.00070449628,0.3280000341488682,0.006816695997452211,0.12134130422829772,0.00013068322102011568,0.04328760661838261,0.045426656100363505,0.03400000072993603,0.047285056232848746,0.13104141934154806,0.00011608835784267863,0.006816695997452211,1800.0420686161272,0.025527866737456367,0.025527866759495473,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429027237387,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.609999969116572,0.0007105410008399625,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997841662,99.99999978403198,2.230000042020162,19.90000000008247,17.000000004307683,242026.10982430133,0.128378897200866,6.786886106004959e-05,3.4000000605479874,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04206861614,502026.1239610028,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065417947649865,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999746857141,0.5000000253142859,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999989201599,50000.0,49.99999989201599,1.0,0.00010131730538243988,0.00010131711621829335,0.10783490673128165,0.10783490009138953,9.095013591966107e-05,9.095013430037695e-05,2504.0858621102443,2504.0852653676925,7.117739130996188,7.117739125755616,0.01554566798105392,0.015545666863942069,7.764336448287137e-06,7.764339552979403e-06,6.753703821725293e-05,6.753703468990788e-05
0.85,180000.00071805142,0.32800003415530776,0.00681669600072449,0.12134130423637886,0.00013068322145521092,0.04328760662141995,0.045426656103555035,0.034000000745500365,0.04728505624994773,0.13104141935073577,0.00011608835785786929,0.00681669600072449,1800.0425694327676,0.025527866737219393,0.025527866759732447,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429027056245,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999685245748,0.0007105410284387865,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999977952475,99.99999977989215,2.230000042934177,19.90000000008427,17.00000000439506,242026.1095894181,0.128378897200866,6.786886106004959e-05,3.4000000618658546,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04256943276,502026.12399715337,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065418223638107,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999742004705,0.5000000257995295,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999889946075,50000.0,49.999999889946075,1.0,0.00010131730930950433,0.00010131711655561739,0.10783490691239987,0.10783490013038424,9.095013595491406e-05,9.095013430038516e-05,2504.085862343169,2504.0852584282866,7.117739133868208,7.117739128514509,0.015545668012480578,0.015545666871404594,7.764336448758336e-06,7.764339612909164e-06,6.753703828216982e-05,6.753703468698633e-05
0.86,180000.00073160656,0.32800003416174717,0.006816696003996767,0.12134130424445998,0.00013068322189030613,0.043287606624457284,0.045426656106746566,0.0340000007610647,0.0472850562670467,0.13104141935992342,0.00011608835787305994,0.006816696003996767,1800.0430702494082,0.02552786673698242,0.02552786675996942,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429026875102,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999679325807,0.0007105410560376105,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.49999999977488324,99.99999977575233,2.230000043848192,19.900000000086063,17.000000004482434,242026.10935453608,0.128378897200866,6.786886106004959e-05,3.4000000631837217,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.0430702494,502026.124033304,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065418499626346,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.4999999737152294,0.5000000262847706,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.499999887876164,50000.0,49.999999887876164,1.0,0.00010131731323656878,0.00010131711689294142,0.10783490709351802,0.10783490016937894,9.095013599016707e-05,9.095013430039337e-05,2504.0858625760943,2504.085251488879,7.117739136740232,7.1177391312734,0.01554566804390723,0.01554566687886711,7.764336449229536e-06,7.76433967283892e-06,6.753703834708636e-05,6.753703468406478e-05
0.87,180000.0007451617,0.32800003416818674,0.006816696007269047,0.12134130425254111,0.00013068322232540137,0.04328760662749463,0.0454266561099381,0.034000000776629034,0.047285056284145685,0.1310414193691111,0.00011608835788825059,0.006816696007269047,1800.0435710660483,0.025527866736745446,0.025527866760206394,8.314,303.15,6.022e+23,0.93,1e-09,10.0,0.013,0.61,14.3,0.41,260000.0,50.0,20.5,0.8,47.91198408405031,65.63429026693957,2.23,5.62907756305974e-05,502026.12207773793,322026.12207773793,0.6099999673405836,0.0007105410836366511,0.4,-0.0007105395610531713,42.6396538263077,1.78587,0.00042819413680910844,0.4999999997702418,99.9999997716125,2.2300000447622077,19.900000000087864,17.000000004569813,242026.10911965283,0.128378897200866,6.786886106004959e-05,3.4000000645015893,0.38210178498049513,0.12158807536209039,7.096449650051117,0.13115750721929195,48.0003902091319,2.23,2.23,260000.04357106605,502026.1240694546,29.500000000000004,65.63429036687326,600.0,258200.0,1800.0,0.0454266559338921,0.034,180000.0,0.006816695844052033,-0.0036065403549781954,0.0036065418775616752,1.0,1.0,0.05105573349695184,0.05105573349695184,2.0,0.49999997322998585,0.5000000267700142,0.0026456200000000048,0.0032032709309365065,0.005291240000000018,0.001,600.0,1.0,0.0,1.0,0.607124,0.00940584,0.345701,0.075474,9.06781e-05,18.1824,0.506878,0.00226722,0.297524,2.0793,0.00459138,0.00529124,0.0811033,0.628719,680.818,46.8363,0.420741,29.49999988580625,50000.0,49.99999988580625,1.0,0.0001013173171636641,0.0001013171172302655,0.10783490727463621,0.10783490020837366,9.095013602542007e-05,9.095013430040158e-05,2504.085862809019,2504.0852445494716,7.117739139612257,7.117739134032293,0.015545668075333887,0.01554566688632964,7.764336449700737e-06,7.764339732769146e-06,6.753703841200325e-05,6.753703468114323e-05
