Time,M,B,A,L,P,I1,I2,I3,L_e,mu,gamma_M,gamma_B,gamma_A,gamma_0,K,alpha_M,tau_B,alpha_A,K_L1,alpha_B,K_A,beta_A,tau_M,K_L,gamma_L,gamma_P,alpha_L,alpha_P,tau_P,beta_L1,K_Le,K_1,cell,r_m1,r_m2,r_m3_i1,r_i1,r_b1,r_b2_i2,r_i2,r_a1,r_a2,r_a3_l1,r_l2,r_l3,r_l4,r_p1,r_p2_i3,r_i3
0.1,0.0005996865765475139,2.4054883462560902e-08,0.03599764862949978,0.5490647943240048,0.01394066935922142,3.051454971478904e-07,9.480965245185634e-07,0.0005646540231271731,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00026002409959100203,3.0514549714789037e-06,4.6190263635802305e-06,5.636780841781896e-10,4.740482622592817e-07,9.51485786545476e-06,0.01953232414636658,9.374262719337722e-06,0.00015302529460737131,0.012408864351722507,8.598312580528784,9.446853589307691,0.009376494211012327,0.00019952438979758765,0.005625326328274675
0.11,0.0005971303969529534,2.9014463018322196e-08,0.03580444089351087,0.5569171395033264,0.01384930298575222,3.1983143177157145e-07,1.038076361895672e-06,0.0006186964457391507,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002589157401188006,3.198314317715714e-06,4.571272386283484e-06,6.79895911908344e-10,5.19038180947836e-07,9.474300536890157e-06,0.019427489628818996,1.1247433031811776e-05,0.00018625258922966441,0.012586327352775177,8.635377342393987,9.384939435050917,0.009315041188216943,0.0002186206522046469,0.005601348228821685
0.12,0.0005945866484774438,3.4420593706887925e-08,0.03561260666448927,0.5638429037498413,0.013758738644581037,3.3266821182508754e-07,1.1272038495880317e-06,0.0006723094690773521,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002578127707798196,3.326682118250875e-06,4.524107641954377e-06,8.065777723335047e-10,5.636019247940159e-07,9.433940445241475e-06,0.019323400376151875,1.3272907215454379e-05,0.00022269386991579965,0.012742849624746411,8.660254186643565,9.323568775621974,0.009254127612345205,0.00023756518341955905,0.005577486738784381
0.13,0.0005920551020178293,4.026892517653392e-08,0.03542216887781203,0.5699603999330768,0.01366896945182996,3.438374359353016e-07,1.2154851877917837e-06,0.0007254957609508073,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00025671509223493076,3.438374359353016e-06,4.4775324505163645e-06,9.436217236617194e-10,6.077425938958919e-07,9.393773955469933e-06,0.019220068833100807,1.5446524595901872e-05,0.0002623118045834304,0.012881105038487535,8.67474262743669,9.262736946181244,0.009193748853300831,0.0002563589261310273,0.00555373970907345
0.14,0.000589535546724859,4.655513892823653e-08,0.03523315000659494,0.5753712263186881,0.013579988579109413,3.53503405064442e-07,1.3029265109556966e-06,0.0007782579591549912,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00025562261305989885,3.53503405064442e-06,4.431546937229994e-06,1.0909265705053665e-09,6.514632554778483e-07,9.353797722160221e-06,0.019117507193578413,1.7764215834682176e-05,0.00030506726785045136,0.01300338971480235,8.680354101390074,9.202439319490614,0.00913390031830899,0.00027500281242225837,0.005530105161829309
0.15,0.0005870277882709832,5.327494798642584e-08,0.03504557204730797,0.5801629951231047,0.013491789253043184,3.6181477698213814e-07,1.3895338908772952e-06,0.0008305986732153467,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002545352489942983,3.618147769821381e-06,4.38615103433954e-06,1.2483918561659166e-09,6.947669454386476e-07,9.314008662036694e-06,0.019015727392869303,2.022200279264071e-05,0.00035092019442784525,0.013111683689782164,8.678365336696237,9.142671305591616,0.009074577451596845,0.0002934977643870483,0.005506581274173266
0.16,0.000584531647278865,6.04240965841957e-08,0.03485945651433689,0.5844115165309185,0.013404364754802138,3.689060670057057e-07,1.475313339529219e-06,0.0008825204859740992,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002534529222601158,3.689060670057057e-06,4.3413444849490795e-06,1.4159178552574578e-09,7.376566697646095e-07,9.274403929029537e-06,0.018914741104679195,2.2815998356059133e-05,0.0003998301999043216,0.013207700273598758,8.669859989843498,9.083428351489449,0.009015775734079917,0.0003118446946904944,0.005483166363466263
0.17,0.0005820469579128958,6.799835986328375e-08,0.03467482444114413,0.5881825484702646,0.013317708419647072,3.748989928577973e-07,1.560270811611835e-06,0.0009340259550180845,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002523755609510316,3.748989928577973e-06,4.297126848483586e-06,1.5934055666763282e-09,7.801354058059175e-07,9.234980891927205e-06,0.018814559741764804,2.554240622818113e-05,0.00045175701395443944,0.01329292559542798,8.65576132228908,9.02470594084319,0.00895749068305462,0.00033004450707352806,0.005459858874096667
0.18,0.000579573566616905,7.599354358743811e-08,0.03449169638543086,0.591533227101285,0.01323181363648009,3.79903679738154e-07,1.644412206860156e-06,0.0009851176139639359,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00025130309848509,3.79903679738154e-06,4.253497507056636e-06,1.7807567068844372e-09,8.22206103430078e-07,9.195737114348433e-06,0.018715194458734784,2.8397520687574362e-05,0.0005066607698296111,0.01336865093248904,8.636858291621019,8.966499593661801,0.008899717851896508,0.00034809809680704445,0.005436657365639424
0.19,0.0005771113309636401,8.440548386619251e-08,0.03431009243553148,0.594513310475464,0.013146673847403033,3.840197585641288e-07,1.7277433721626737e-06,0.0010357979736341336,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00025023547310583437,3.840197585641288e-06,4.210455672053321e-06,1.977873703436489e-09,8.638716860813369e-07,9.156670336487658e-06,0.01861665615551938,3.137772631300147e-05,0.0005645022168061279,0.013436000816745486,8.613827286911757,8.908804866004878,0.00884245282976328,0.0003660063511074677,0.005413560502063672
0.2,0.0005746601186327927,9.323004689062408e-08,0.03413003221915544,0.5971661739049325,0.013062282547284015,3.8733734132516945e-07,1.8102701034639008e-06,0.001086069523107561,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002491726274391789,3.873373413251694e-06,4.168000391178644e-06,2.184659688787994e-09,9.051350517319504e-07,9.117778458899973e-06,0.01851895548211374,3.447949767845993e-05,0.0006252428308252304,0.013495955530251475,8.587249374736068,8.851617349688933,0.008785691241303227,0.0003837701495079721,0.005390567042146173
0.21,0.0005722198063209622,1.0246312866279309e-07,0.03395153491094483,0.5995299393090573,0.01297863328331973,3.899380615009743e-07,1.891998147781407e-06,0.0011359347308364993,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002481145080207692,3.8993806150097425e-06,4.126130555124128e-06,2.4010184939552304e-09,9.459990738907035e-07,9.079059525206205e-06,0.018422102842678666,3.769939901065453e-05,0.0006888450657447622,0.013549376628384693,8.557627613986105,8.794932671990782,0.00872942874636085,0.00040139036425318,0.005367675829246286
0.22,0.0005697902791270546,1.1210065476973936e-07,0.03377461924692569,0.6016377959435585,0.012895719654628428,3.9189566001722774e-07,1.9729332044225614e-06,0.001185396045299362,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002470610650294909,3.918956600172277e-06,4.084844905742392e-06,2.6268546432193024e-09,9.864666022112807e-07,9.040511712341401e-06,0.018326108403381877,4.103408383798682e-05,0.0007552721385238013,0.013597014188324421,8.525394552362695,8.738746495371734,0.00867366103970308,0.00041886786052980986,0.00534488578554074
0.23,0.0005673714295623245,1.2213858012246243e-07,0.03359930353267588,0.6035189784691355,0.012813535311819127,3.9327693001733487e-07,2.0530809268329166e-06,0.0012344558960199062,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002460122518582239,3.9327693001733486e-06,4.044142042620193e-06,2.862073348009662e-09,1.0265404634164583e-06,9.00213331484779e-06,0.018230982096829933,4.448029459096698e-05,0.0008244882694383093,0.013639528913402461,8.490926029184047,8.683054517185667,0.008618383850729544,0.000436203496826822,0.005322195902737379
0.24,0.0005649631570343032,1.3257288874014241e-07,0.033425605654329504,0.6051990488949097,0.012732073956593678,3.941422087331975e-07,2.1324469236458992e-06,0.0012831166941234126,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00024496802489007386,3.9414220873319745e-06,4.004020430203991e-06,3.106580501847757e-09,1.0662234618229496e-06,8.963922736686571e-06,0.01813673362803919,4.803486219361393e-05,0.0008964584873682353,0.013677498505024959,8.454546837109314,8.627852469409362,0.008563592943204907,0.00045339812513194787,0.005299605237234188
0.25,0.0005625653670240847,1.433995935050478e-07,0.033253543088450264,0.6067006121399422,0.012651329341327464,3.945461624136812e-07,2.211036760249375e-06,0.0013313808331925,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00024392834314164314,3.945461624136811e-06,3.964478404545175e-06,3.360282674603785e-09,1.1055183801246875e-06,8.925878478184433e-06,0.018043372479793113,5.169470561605563e-05,0.0009711488158427934,0.013711433834362692,8.416540479034621,8.573136118358375,0.008509284114976852,0.00047045259123409895,0.0052771129024018655
0.26,0.0005601779706882182,1.5461473595876284e-07,0.03308313291163442,0.6080434854534875,0.012571295268681709,3.94538165526209e-07,2.2888559596356434e-06,0.0013792506897077937,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002428931680904114,3.945381655262089e-06,3.925514179870856e-06,3.6230871077216897e-09,1.1444279798178217e-06,8.887999129717013e-06,0.017950907917852837,5.545683141618061e-05,0.0010485260483995057,0.013741782771248818,8.377152739484997,8.518901264424311,0.008455453197715316,0.00048736773487907903,0.005254718064849399
0.27,0.0005578008841921645,1.662143860724573e-07,0.032914391810937506,0.6092452208113247,0.012491965591196242,3.941629364405118e-07,2.3659100037042796e-06,0.001426728623751011,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002418624633857225,3.941629364405118e-06,3.8871258552311205e-06,3.894901708835892e-09,1.1829550018521398e-06,8.85028336113327e-06,0.01785934899661469,5.931833324904612e-05,0.0011285578797899888,0.013768941990335938,8.33659862761752,8.465143741798865,0.008402096056638593,0.0005041443900180251,0.005232419938171591
0.28,0.0005554340283550371,1.7819464204791762e-07,0.03274733609356413,0.6103212583895062,0.01241333421090675,3.9346087568995405e-07,2.44220433403911e-06,0.0014738169794035509,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00024083619469474407,3.93460875689954e-06,3.849311420864185e-06,4.175635047108853e-09,1.221102167019555e-06,8.812729916118807e-06,0.017768704564367896,6.32763913637724e-05,0.001211212723794286,0.01379326043960284,8.295065204627406,8.411859418214457,0.00834920859025588,0.0005207833849482511,0.005210217779616574
0.29,0.0005530773281500661,1.905516301048623e-07,0.032581981694992095,0.6112852734973215,0.012335395078952167,3.924685421512768e-07,2.5177443529282782e-06,0.0015205180852860306,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023981432948586863,3.924685421512768e-06,3.8120687640998017e-06,4.465196348247238e-09,1.2588721764641391e-06,8.775337604270035e-06,0.01767898326770271,6.732827207098441e-05,0.0012964597647636726,0.013815047181039465,8.252716195087077,8.359044194678175,0.008296786730103227,0.0005372855425038977,0.005188110885399935
0.3,0.0005507307123530131,2.032815042830273e-07,0.032418344187222066,0.6121493568436928,0.012258142195194102,3.912189878484027e-07,2.592535424134209e-06,0.001566834254953062,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023879683687626647,3.912189878484027e-06,3.7753956751918305e-06,4.763495489864179e-09,1.2962677120671044e-06,8.738105295515794e-06,0.01759019355598669,7.147132719460089e-05,0.001384268869165723,0.013834575464667456,8.209694697465647,8.306694005213885,0.008244826440487553,0.0005536516801954283,0.0051660985874067
0.31,0.0005483941132372005,2.1638044625009525e-07,0.032256438785653846,0.6129241752194332,0.01218156960784335,3.8974204828187876e-07,2.666582873583429e-06,0.0016127677872420571,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023778368749965016,3.8974204828187875e-06,3.7392898527458968e-06,5.070442996978482e-09,1.3332914367917146e-06,8.701031915278573e-06,0.017502343685095775,7.570299350260697e-05,0.0014746104910438847,0.01385208635995919,8.166125560176333,8.25480481660914,0.008193323718235437,0.0005698826103328824,0.005144180250330562
0.32,0.0005460674661141153,2.2984466509252772e-07,0.03209628035824463,0.6136192552015868,0.0121056714130692,3.8806478021388077e-07,2.7398919903193494e-06,0.0016583209667736464,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023677485330708038,3.880647802138808e-06,3.703748909562317e-06,5.385950037113202e-09,1.3699459951596747e-06,8.664116437185542e-06,0.01741544172238354,8.002079211760097e-05,0.001567455792593276,0.01386779516755586,8.12211885579352,8.203372628150424,0.008142274592430344,0.0005859791402027019,0.005122355267364548
0.33,0.0005437507090745107,2.436703971285603e-07,0.031937883432609525,0.6142431080924609,0.012030441754630958,3.86211707994916e-07,2.8124680271136743e-06,0.0017034960642552661,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023577030745470783,3.86211707994916e-06,3.6687703779212677e-06,5.709928415913554e-09,1.4062340135568371e-06,8.627357878960779e-06,0.017329495550533928,8.44223279131272e-05,0.0016627766024000844,0.013881894242889615,8.077771640401501,8.152393471373449,0.008091675124164782,0.0006019420721750057,0.005100623057772442
0.34,0.0005414437830236728,2.578539057534491e-07,0.03178126219998822,0.6148031160640584,0.011955874823541365,3.8420478898237125e-07,2.884316200577274e-06,0.001748295336496042,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.0002347700243190645,3.842047889823713e-06,3.634351714090552e-06,6.042290573520573e-09,1.442158100288637e-06,8.59075530298483e-06,0.017244512869713607,8.890528889515279e-05,0.0017605449807973326,0.013894550423047719,8.033167302299772,8.10186340983509,0.008041521406313923,0.0006177722037088488,0.005078983067219588
0.35,0.0005391466310109575,2.7239148120719606e-07,0.03162643052605486,0.6153059857320767,0.01188196485765313,3.820640528878807e-07,2.9554416924720673e-06,0.0017927210271143417,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023377397920635115,3.820640528878807e-06,3.600490304256166e-06,6.382949579128225e-09,1.4777208462360336e-06,8.55430780565687e-06,0.01716050120343737,9.346744555735217e-05,0.0018607337273024742,0.013905915277544933,7.9883804257210445,8.051778538833178,0.007991809563257495,0.0006334703276022409,0.005057434761483662
0.36,0.0005368591983570929,2.8727944043295025e-07,0.03147340195106691,0.6157575999307848,0.01180870614134069,3.798074794526043e-07,3.025849649661875e-06,0.0018367753664614449,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023278214840763547,3.798074794526043e-06,3.5671834680248406e-06,6.7318191276653225e-09,1.5129248248309374e-06,8.518014519414539e-06,0.017077467898648904,9.810665022331342e-05,0.001963315943208377,0.013916121758435736,7.9434756642755415,8.002134985190867,0.007942535750665747,0.0006490372319651748,0.005035977627648818
0.37,0.0005345814322897361,3.0251412687775643e-07,0.03132218969837932,0.6161632179961054,0.01173609300511849,3.7745134553468043e-07,3.095545184904172e-06,0.00188046057202891,0.08,0.0226,0.411,0.000833,0.52,7.25e-07,7200.0,0.000997,2.0,17600.0,1.81,0.0166,1.95,21500.0,0.1,0.97,0.0,0.65,2880.0,10.0,0.83,2650.0,0.26,25200.0,1.0,7.25e-07,0.00023179450904082957,3.7745134553468043e-06,3.5344284636884815e-06,7.088813535126466e-09,1.547772592452086e-06,8.481874606951553e-06,0.016995420130340617,0.00010282083637485705,0.0020682651910785845,0.013925288726711981,7.8985099867174515,7.9529289069979425,0.007893696155242696,0.0006644737003635724,0.00501461117068705
