Time,EI,PyrPI,EIP,HPr,EIPHPr,HPrP,EIIA,HPrPIIA,EIIAP,EIICB,EIIAPIICB,EIICBP,EIICBPGlc,PEP,Pyr,GlcP,Glc,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
0.1,0.2692741979858879,3.0487543817708644,1.1900634086724151,1.2761269275773348,0.4919080115708259,29.781974007484944,0.641481200843831,18.449991053367434,15.435683743588521,1.412812375630396,5.472844002200807,0.11953596517594642,2.994807656992823,2800.0,900.0,50.0,500.0,1.0,14374.695296538062,14374.6952965323,14374.695296647187,14374.695296534432,14374.695306124806,14374.695292534438,14374.69529501102,14374.695294304442,14374.695294302826,14374.69529422413
0.11,0.26927419798584024,3.0487543817730582,1.1900634086782658,1.2761269274850995,0.49190801156282904,29.781974008200073,0.6414812008050784,18.449991052752537,15.435683744211476,1.4128123755707331,5.472844002231501,0.11953596517669442,2.9948076570210445,2800.0,900.0,50.0,500.0,1.0,14374.695295223268,14374.695295221172,14374.695295326948,14374.695295220441,14374.695304357272,14374.695291961485,14374.695294948087,14374.69529438946,14374.695294389086,14374.69529435961
0.12,0.2692741979858172,3.048754381774281,1.190063408681453,1.2761269274348914,0.49190801155844216,29.781974008583177,0.641481200784073,18.449991052424032,15.435683744544239,1.4128123755382083,5.4728440022482525,0.11953596517710231,2.99480765703641,2800.0,900.0,50.0,500.0,1.0,14374.695294509875,14374.695294509875,14374.695294608793,14374.695294507634,14374.695303230197,14374.69529170428,14374.695294905265,14374.695294435844,14374.695294436136,14374.695294433372
0.13,0.26927419798582325,3.048754381774356,1.1900634086814932,1.2761269274343463,0.4919080115583212,29.78197400857394,0.6414812007840387,18.449991052433937,15.43568374453409,1.4128123755377515,5.472844002248529,0.11953596517710836,2.994807657036584,2800.0,900.0,50.0,500.0,1.0,14374.695294507314,14374.695294507372,14374.695294602127,14374.695294505218,14374.695302860055,14374.69529182007,14374.695294886198,14374.695294436573,14374.695294436855,14374.695294434208
0.14,0.26927419798582936,3.0487543817744305,1.1900634086815332,1.2761269274338012,0.49190801155820024,29.7819740085647,0.6414812007840043,18.449991052443842,15.435683744523942,1.4128123755372948,5.472844002248806,0.1195359651771144,2.9948076570367586,2800.0,900.0,50.0,500.0,1.0,14374.695294504985,14374.69529450481,14374.695294595453,14374.69529450281,14374.695302489854,14374.695291935874,14374.695294867135,14374.695294437304,14374.695294437573,14374.695294435045
0.15,0.26927419798583546,3.0487543817745055,1.1900634086815731,1.2761269274332558,0.4919080115580793,29.78197400855546,0.64148120078397,18.44999105245375,15.435683744513794,1.4128123755368378,5.472844002249082,0.11953596517712045,2.9948076570369326,2800.0,900.0,50.0,500.0,1.0,14374.695294502424,14374.695294502308,14374.695294588775,14374.695294500394,14374.695302119711,14374.695292051692,14374.695294848067,14374.695294438034,14374.695294438292,14374.695294435882
0.16,0.26927419798584157,3.04875438177458,1.190063408681613,1.2761269274327107,0.4919080115579583,29.781974008546218,0.6414812007839357,18.449991052463655,15.435683744503645,1.412812375536381,5.472844002249358,0.11953596517712649,2.9948076570371067,2800.0,900.0,50.0,500.0,1.0,14374.695294500096,14374.695294499863,14374.695294582092,14374.69529449799,14374.695301749569,14374.695292167511,14374.695294829002,14374.695294438763,14374.695294439009,14374.695294436717
0.17,0.2692741979858476,3.048754381774655,1.1900634086816533,1.2761269274321656,0.49190801155783737,29.781974008536977,0.6414812007839014,18.44999105247356,15.435683744493497,1.4128123755359243,5.472844002249635,0.11953596517713252,2.9948076570372812,2800.0,900.0,50.0,500.0,1.0,14374.695294497302,14374.695294497302,14374.695294575427,14374.695294495581,14374.695301379426,14374.6952922833,14374.695294809939,14374.695294439496,14374.695294439727,14374.695294437555
0.18,0.2692741979858537,3.04875438177473,1.1900634086816932,1.2761269274316203,0.49190801155771635,29.78197400852774,0.6414812007838671,18.44999105248347,15.43568374448335,1.4128123755354676,5.472844002249912,0.11953596517713858,2.9948076570374553,2800.0,900.0,50.0,500.0,1.0,14374.695294494973,14374.69529449474,14374.69529456875,14374.695294493158,14374.695301009342,14374.695292399134,14374.695294790876,14374.695294440226,14374.695294440444,14374.69529443839
0.19,0.26927419798585983,3.048754381774805,1.1900634086817332,1.2761269274310751,0.4919080115575954,29.7819740085185,0.6414812007838328,18.449991052493374,15.435683744473202,1.4128123755350108,5.472844002250188,0.11953596517714461,2.99480765703763,2800.0,900.0,50.0,500.0,1.0,14374.695294492412,14374.695294492354,14374.695294562076,14374.695294490753,14374.695300639141,14374.695292514923,14374.69529477181,14374.695294440955,14374.69529444116,14374.69529443923
0.2,0.2692741979858659,3.04875438177488,1.1900634086817732,1.27612692743053,0.49190801155747443,29.78197400850926,0.6414812007837984,18.44999105250328,15.435683744463054,1.4128123755345539,5.472844002250465,0.11953596517715066,2.994807657037804,2800.0,900.0,50.0,500.0,1.0,14374.695294489618,14374.695294489851,14374.695294555395,14374.695294488345,14374.695300268999,14374.695292630728,14374.695294752742,14374.695294441686,14374.695294441879,14374.695294440065
0.21,0.269274197985872,3.0487543817749545,1.1900634086818134,1.2761269274299847,0.4919080115573535,29.78197400850002,0.6414812007837641,18.449991052513184,15.435683744452906,1.412812375534097,5.472844002250741,0.1195359651771567,2.994807657037978,2800.0,900.0,50.0,500.0,1.0,14374.695294487523,14374.695294487232,14374.695294548725,14374.695294485933,14374.695299898915,14374.695292746532,14374.695294733676,14374.695294442416,14374.695294442598,14374.6952944409
0.22,0.2692741979858781,3.0487543817750296,1.1900634086818533,1.2761269274294396,0.4919080115572325,29.78197400849078,0.6414812007837298,18.449991052523092,15.435683744442757,1.4128123755336404,5.472844002251017,0.11953596517716275,2.9948076570381525,2800.0,900.0,50.0,500.0,1.0,14374.695294484729,14374.695294484845,14374.69529454205,14374.695294483525,14374.695299528772,14374.695292862365,14374.69529471461,14374.695294443145,14374.695294443318,14374.695294441739
0.23,0.2692741979858842,3.048754381775104,1.1900634086818933,1.2761269274288942,0.49190801155711156,29.78197400848154,0.6414812007836955,18.449991052532997,15.435683744432609,1.4128123755331836,5.472844002251294,0.11953596517716879,2.9948076570383266,2800.0,900.0,50.0,500.0,1.0,14374.6952944824,14374.695294482284,14374.695294535373,14374.695294481113,14374.695299158688,14374.69529297817,14374.695294695548,14374.695294443874,14374.69529444403,14374.695294442574
0.24,0.26927419798589025,3.048754381775179,1.1900634086819333,1.276126927428349,0.49190801155699054,29.7819740084723,0.6414812007836612,18.449991052542902,15.43568374442246,1.4128123755327269,5.472844002251571,0.11953596517717482,2.994807657038501,2800.0,900.0,50.0,500.0,1.0,14374.695294479607,14374.695294479781,14374.695294528701,14374.6952944787,14374.695298788603,14374.695293093973,14374.695294676481,14374.695294444606,14374.69529444475,14374.695294443412
0.25,0.26927419798589636,3.048754381775254,1.1900634086819735,1.276126927427804,0.4919080115568696,29.78197400846306,0.6414812007836269,18.44999105255281,15.435683744412312,1.4128123755322701,5.472844002251847,0.11953596517718088,2.9948076570386752,2800.0,900.0,50.0,500.0,1.0,14374.695294477278,14374.695294477278,14374.695294522026,14374.695294476292,14374.695298418344,14374.695293209777,14374.69529465742,14374.695294445335,14374.69529444547,14374.695294444247
0.26,0.26927419798590246,3.048754381775329,1.1900634086820134,1.2761269274272586,0.4919080115567486,29.78197400845382,0.6414812007835926,18.449991052562716,15.435683744402164,1.4128123755318132,5.472844002252123,0.11953596517718691,2.9948076570388493,2800.0,900.0,50.0,500.0,1.0,14374.69529447495,14374.695294474775,14374.69529451535,14374.695294473877,14374.695298048202,14374.695293325596,14374.695294638354,14374.695294446066,14374.695294446186,14374.695294445084
0.27,0.26927419798590857,3.0487543817754035,1.1900634086820534,1.2761269274267135,0.49190801155662767,29.781974008444582,0.6414812007835583,18.44999105257262,15.435683744392016,1.4128123755313564,5.4728440022524,0.11953596517719296,2.994807657039024,2800.0,900.0,50.0,500.0,1.0,14374.695294472622,14374.695294472214,14374.695294508674,14374.695294471465,14374.695297678176,14374.6952934414,14374.695294619287,14374.695294446798,14374.695294446905,14374.69529444592
0.28,0.2692741979859146,3.0487543817754785,1.1900634086820934,1.2761269274261684,0.4919080115565067,29.78197400843534,0.641481200783524,18.449991052582526,15.435683744381867,1.4128123755308997,5.4728440022526765,0.119535965177199,2.994807657039198,2800.0,900.0,50.0,500.0,1.0,14374.695294469595,14374.69529446977,14374.695294502,14374.695294469057,14374.695297308033,14374.69529355719,14374.695294600224,14374.695294447527,14374.695294447623,14374.695294446756
0.29,0.2692741979859207,3.0487543817755536,1.1900634086821336,1.276126927425623,0.49190801155638575,29.7819740084261,0.6414812007834897,18.449991052592434,15.43568374437172,1.412812375530443,5.472844002252953,0.11953596517720504,2.9948076570393725,2800.0,900.0,50.0,500.0,1.0,14374.695294467267,14374.695294467267,14374.695294495323,14374.695294466648,14374.69529693789,14374.695293673023,14374.69529458116,14374.695294448256,14374.695294448338,14374.695294447594
0.3,0.26927419798592683,3.048754381775628,1.1900634086821735,1.276126927425078,0.49190801155626473,29.78197400841686,0.6414812007834554,18.44999105260234,15.435683744361572,1.4128123755299862,5.472844002253229,0.11953596517721109,2.9948076570395465,2800.0,900.0,50.0,500.0,1.0,14374.695294464938,14374.695294464706,14374.69529448865,14374.695294464236,14374.695296567748,14374.695293788827,14374.695294562096,14374.695294448986,14374.695294449059,14374.69529444843
0.31,0.2692741979859329,3.0487543817757032,1.1900634086822135,1.2761269274245326,0.4919080115561438,29.781974008407623,0.6414812007834211,18.449991052612244,15.435683744351424,1.4128123755295294,5.472844002253506,0.11953596517721712,2.9948076570397206,2800.0,900.0,50.0,500.0,1.0,14374.695294462144,14374.69529446226,14374.695294481971,14374.695294461824,14374.695296197606,14374.695293904631,14374.695294543031,14374.695294449717,14374.695294449773,14374.695294449266
0.32,0.269274197985939,3.048754381775778,1.1900634086822535,1.2761269274239875,0.4919080115560228,29.781974008398382,0.6414812007833868,18.449991052622153,15.435683744341276,1.4128123755290725,5.472844002253782,0.11953596517722317,2.994807657039895,2800.0,900.0,50.0,500.0,1.0,14374.695294459816,14374.695294459758,14374.6952944753,14374.695294459412,14374.695295827463,14374.695294020465,14374.695294523963,14374.695294450446,14374.695294450494,14374.695294450103
0.33,0.2692741979859451,3.048754381775853,1.1900634086822937,1.2761269274234424,0.49190801155590186,29.78197400838914,0.6414812007833525,18.449991052632058,15.435683744331127,1.4128123755286157,5.4728440022540585,0.11953596517722921,2.9948076570400692,2800.0,900.0,50.0,500.0,1.0,14374.695294457255,14374.695294457197,14374.695294468624,14374.695294457,14374.69529545732,14374.695294136254,14374.695294504902,14374.695294451176,14374.695294451212,14374.69529445094
0.34,0.2692741979859512,3.0487543817759275,1.1900634086823336,1.276126927422897,0.4919080115557809,29.7819740083799,0.6414812007833182,18.449991052641963,15.43568374432098,1.412812375528159,5.472844002254336,0.11953596517723526,2.9948076570402433,2800.0,900.0,50.0,500.0,1.0,14374.69529445516,14374.695294454694,14374.695294461948,14374.695294454588,14374.695295087178,14374.695294252073,14374.695294485835,14374.695294451909,14374.695294451929,14374.695294451776
0.35000000000000003,0.26927419798595725,3.0487543817760026,1.1900634086823736,1.276126927422352,0.49190801155565994,29.78197400837066,0.6414812007832839,18.449991052651868,15.43568374431083,1.4128123755277022,5.472844002254612,0.1195359651772413,2.994807657040418,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294452249,14374.695294455272,14374.69529445218,14374.695294717094,14374.695294367863,14374.695294466768,14374.695294452638,14374.695294452646,14374.695294452615
0.36,0.26927419798595825,3.048754381776015,1.19006340868238,1.2761269274222637,0.4919080115556403,29.781974008369154,0.6414812007832785,18.44999105265349,15.435683744309173,1.4128123755276283,5.472844002254656,0.11953596517724228,2.994807657040446,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.695294454195,14374.695294451794,14374.695294656733,14374.695294386765,14374.695294463665,14374.695294452755,14374.695294452762,14374.695294452747
0.37,0.2692741979859583,3.048754381776015,1.19006340868238,1.2761269274222633,0.49190801155564007,29.781974008369122,0.6414812007832787,18.44999105265352,15.435683744309141,1.4128123755276276,5.472844002254656,0.11953596517724228,2.994807657040446,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.695294451842,14374.695294454192,14374.695294451802,14374.695294655801,14374.695294387056,14374.695294463614,14374.695294452755,14374.695294452762,14374.695294452747
0.38,0.2692741979859583,3.0487543817760154,1.1900634086823803,1.2761269274222629,0.4919080115556398,29.781974008369094,0.641481200783279,18.44999105265355,15.435683744309111,1.412812375527627,5.472844002254657,0.1195359651772423,2.9948076570404463,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.695294454195,14374.695294451805,14374.695294654812,14374.695294387333,14374.69529446357,14374.695294452757,14374.695294452764,14374.695294452751
0.39,0.2692741979859583,3.0487543817760154,1.1900634086823803,1.2761269274222622,0.49190801155563957,29.781974008369065,0.6414812007832793,18.44999105265358,15.435683744309081,1.4128123755276265,5.472844002254657,0.1195359651772423,2.9948076570404463,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.695294454186,14374.695294451809,14374.695294653997,14374.695294387639,14374.695294463527,14374.695294452757,14374.695294452764,14374.695294452751
0.4,0.2692741979859583,3.0487543817760154,1.1900634086823803,1.2761269274222617,0.49190801155563935,29.781974008369033,0.6414812007832795,18.449991052653612,15.435683744309049,1.4128123755276258,5.472844002254658,0.11953596517724231,2.9948076570404467,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.695294454183,14374.695294451823,14374.695294653007,14374.69529438793,14374.695294463476,14374.69529445276,14374.695294452766,14374.695294452753
0.41000000000000003,0.26927419798595836,3.048754381776016,1.1900634086823803,1.2761269274222613,0.4919080115556391,29.781974008369005,0.6414812007832797,18.449991052653644,15.435683744309019,1.4128123755276252,5.472844002254658,0.11953596517724233,2.9948076570404467,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.6952944519,14374.695294454174,14374.695294451823,14374.695294652076,14374.69529438822,14374.695294463432,14374.69529445276,14374.695294452767,14374.695294452753
0.42,0.26927419798595836,3.048754381776016,1.1900634086823805,1.2761269274222606,0.49190801155563885,29.781974008368977,0.6414812007832801,18.449991052653672,15.435683744308987,1.4128123755276245,5.472844002254659,0.11953596517724233,2.994807657040447,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.695294454175,14374.695294451827,14374.695294651203,14374.695294388526,14374.69529446338,14374.695294452762,14374.695294452767,14374.695294452755
0.43,0.26927419798595836,3.0487543817760163,1.1900634086823805,1.2761269274222602,0.4919080115556386,29.781974008368945,0.6414812007832803,18.449991052653704,15.435683744308957,1.412812375527624,5.472844002254659,0.11953596517724234,2.994807657040447,2800.0,900.0,50.0,500.0,1.0,14374.695294451667,14374.695294451842,14374.69529445417,14374.695294451834,14374.695294650213,14374.695294388803,14374.695294463336,14374.695294452762,14374.69529445277,14374.695294452755
0.44,0.2692741979859584,3.0487543817760163,1.1900634086823805,1.2761269274222595,0.4919080115556384,29.781974008368916,0.6414812007832805,18.449991052653733,15.435683744308927,1.4128123755276234,5.472844002254659,0.11953596517724234,2.9948076570404476,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451842,14374.695294454163,14374.695294451838,14374.695294649398,14374.695294389108,14374.695294463289,14374.695294452762,14374.69529445277,14374.695294452757
0.45,0.2692741979859584,3.0487543817760163,1.1900634086823805,1.276126927422259,0.4919080115556381,29.781974008368888,0.6414812007832807,18.449991052653765,15.435683744308895,1.4128123755276227,5.47284400225466,0.11953596517724235,2.9948076570404476,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451842,14374.695294454159,14374.695294451834,14374.695294648409,14374.695294389414,14374.69529446324,14374.695294452762,14374.695294452771,14374.695294452757
0.46,0.2692741979859584,3.0487543817760168,1.1900634086823807,1.2761269274222586,0.4919080115556379,29.781974008368856,0.6414812007832811,18.449991052653793,15.435683744308864,1.4128123755276223,5.47284400225466,0.11953596517724237,2.994807657040448,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.695294451842,14374.695294454155,14374.695294451849,14374.695294647536,14374.69529438969,14374.695294463196,14374.695294452762,14374.695294452773,14374.695294452758
0.47000000000000003,0.2692741979859585,3.0487543817760168,1.1900634086823807,1.276126927422258,0.4919080115556377,29.781974008368827,0.6414812007832813,18.449991052653825,15.435683744308832,1.4128123755276216,5.472844002254661,0.11953596517724237,2.994807657040448,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451842,14374.695294454144,14374.695294451845,14374.695294646604,14374.69529439001,14374.695294463148,14374.695294452766,14374.695294452773,14374.695294452758
0.48,0.2692741979859585,3.0487543817760168,1.1900634086823807,1.2761269274222575,0.49190801155563746,29.7819740083688,0.6414812007832815,18.449991052653854,15.435683744308802,1.412812375527621,5.472844002254661,0.11953596517724238,2.9948076570404485,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451842,14374.69529445414,14374.69529445186,14374.695294645731,14374.695294390272,14374.695294463101,14374.695294452766,14374.695294452775,14374.69529445276
0.49,0.2692741979859585,3.048754381776017,1.1900634086823807,1.276126927422257,0.4919080115556372,29.78197400836877,0.6414812007832819,18.449991052653886,15.43568374430877,1.4128123755276203,5.472844002254662,0.11953596517724238,2.9948076570404485,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.695294454137,14374.695294451863,14374.6952946448,14374.695294390578,14374.695294463054,14374.695294452767,14374.695294452775,14374.69529445276
0.5,0.2692741979859585,3.048754381776017,1.1900634086823807,1.2761269274222564,0.49190801155563696,29.78197400836874,0.6414812007832821,18.449991052653914,15.43568374430874,1.4128123755276198,5.472844002254662,0.1195359651772424,2.994807657040449,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.69529445413,14374.69529445187,14374.695294643869,14374.69529439087,14374.695294463007,14374.695294452767,14374.695294452777,14374.695294452764
0.51,0.26927419798595853,3.0487543817760177,1.190063408682381,1.276126927422256,0.49190801155563674,29.78197400836871,0.6414812007832823,18.449991052653946,15.43568374430871,1.4128123755276192,5.472844002254662,0.1195359651772424,2.994807657040449,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.695294454132,14374.69529445187,14374.695294642937,14374.69529439116,14374.69529446296,14374.695294452767,14374.695294452777,14374.695294452764
0.52,0.26927419798595853,3.0487543817760177,1.190063408682381,1.2761269274222555,0.49190801155563646,29.78197400836868,0.6414812007832825,18.449991052653974,15.435683744308678,1.4128123755276185,5.4728440022546625,0.11953596517724241,2.9948076570404494,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.695294454128,14374.695294451874,14374.695294642064,14374.695294391451,14374.695294462912,14374.69529445277,14374.695294452777,14374.695294452766
0.53,0.26927419798595853,3.0487543817760177,1.190063408682381,1.2761269274222549,0.49190801155563624,29.78197400836865,0.6414812007832829,18.449991052654006,15.435683744308648,1.412812375527618,5.4728440022546625,0.11953596517724242,2.9948076570404494,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.69529445412,14374.695294451889,14374.695294641133,14374.695294391742,14374.695294462868,14374.69529445277,14374.69529445278,14374.695294452766
0.54,0.2692741979859586,3.048754381776018,1.190063408682381,1.2761269274222544,0.491908011555636,29.78197400836862,0.6414812007832831,18.449991052654035,15.435683744308616,1.4128123755276174,5.472844002254663,0.11953596517724242,2.9948076570404494,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451958,14374.695294454115,14374.695294451885,14374.69529464026,14374.695294392048,14374.69529446282,14374.695294452771,14374.69529445278,14374.695294452766
0.55,0.2692741979859586,3.048754381776018,1.1900634086823811,1.2761269274222538,0.4919080115556358,29.781974008368593,0.6414812007832833,18.449991052654067,15.435683744308585,1.4128123755276167,5.472844002254663,0.11953596517724244,2.99480765704045,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.6952944519,14374.695294454112,14374.695294451896,14374.695294639328,14374.695294392353,14374.695294462772,14374.695294452771,14374.69529445278,14374.695294452767
0.56,0.2692741979859586,3.0487543817760185,1.1900634086823811,1.2761269274222533,0.4919080115556355,29.78197400836856,0.6414812007832836,18.449991052654095,15.435683744308555,1.412812375527616,5.472844002254664,0.11953596517724244,2.99480765704045,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.695294451958,14374.695294454108,14374.695294451896,14374.695294638455,14374.69529439263,14374.695294462723,14374.695294452775,14374.69529445278,14374.695294452767
0.5700000000000001,0.2692741979859586,3.0487543817760185,1.1900634086823811,1.2761269274222529,0.4919080115556353,29.781974008368532,0.6414812007832839,18.449991052654127,15.435683744308523,1.4128123755276156,5.472844002254664,0.11953596517724245,2.9948076570404503,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.695294451958,14374.695294454104,14374.695294451907,14374.695294637466,14374.695294392935,14374.695294462676,14374.695294452775,14374.695294452782,14374.69529445277
0.58,0.26927419798595864,3.0487543817760185,1.1900634086823811,1.2761269274222522,0.49190801155563507,29.781974008368504,0.6414812007832841,18.44999105265416,15.435683744308493,1.412812375527615,5.472844002254665,0.11953596517724245,2.9948076570404503,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.695294451958,14374.695294454097,14374.695294451903,14374.695294636535,14374.695294393241,14374.695294462628,14374.695294452777,14374.695294452782,14374.69529445277
0.59,0.26927419798595864,3.048754381776019,1.1900634086823814,1.2761269274222518,0.4919080115556348,29.781974008368472,0.6414812007832843,18.449991052654187,15.435683744308461,1.4128123755276143,5.472844002254665,0.11953596517724246,2.9948076570404507,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.695294454097,14374.69529445191,14374.695294635603,14374.695294393518,14374.695294462581,14374.695294452777,14374.695294452784,14374.695294452771
0.6,0.26927419798595864,3.048754381776019,1.1900634086823814,1.2761269274222513,0.4919080115556346,29.781974008368444,0.6414812007832846,18.44999105265422,15.435683744308431,1.4128123755276136,5.472844002254665,0.11953596517724248,2.9948076570404507,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.6952944519,14374.695294454094,14374.695294451914,14374.69529463473,14374.695294393809,14374.695294462534,14374.695294452777,14374.695294452786,14374.695294452771
0.61,0.2692741979859587,3.048754381776019,1.1900634086823814,1.2761269274222506,0.49190801155563435,29.781974008368415,0.6414812007832849,18.449991052654248,15.435683744308399,1.4128123755276132,5.472844002254666,0.11953596517724248,2.994807657040451,2800.0,900.0,50.0,500.0,1.0,14374.695294452133,14374.6952944519,14374.695294454086,14374.695294451922,14374.695294633799,14374.695294394114,14374.69529446249,14374.695294452778,14374.695294452786,14374.695294452773
0.62,0.2692741979859587,3.0487543817760194,1.1900634086823814,1.2761269274222502,0.49190801155563413,29.781974008368383,0.6414812007832851,18.44999105265428,15.435683744308369,1.4128123755276125,5.472844002254666,0.11953596517724249,2.994807657040451,2800.0,900.0,50.0,500.0,1.0,14374.6952944519,14374.695294451958,14374.69529445408,14374.695294451929,14374.69529463281,14374.695294394405,14374.695294462443,14374.695294452778,14374.695294452787,14374.695294452773
