Time,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn,cAm,cAc,cAn,q1,n0,g0,alpha,n1,a,g1,m1,k1,p1,r1,r2,m2,k2,m3,k3,n2,b,g2,g3,c,m4,k4,p2,r3,r4,m5,m6,k5,m7,m8,k6,n3,d,g4,m9,k7,p3,r5,r6,m10,k8,m11,k9,q2,n4,n5,g5,g6,e,f,m12,k10,p4,r7,r8,m13,k11,m14,k12,p5,k13,m15,q3,q4,g,n6,g7,m16,k14,p6,r9,r10,m17,k15,m18,k16,light,compartment,reaction_1,reaction_0,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_29,reaction_30,reaction_31,reaction_32,reaction_33,reaction_34,reaction_38,reaction_39,reaction_40
5.61,0.2085709257053632,0.00618780712370586,0.04526888993247304,0.9802455335422279,6.0538778517964,0.2183419634989135,0.032160691917909844,1.0373627773284768,0.3157419829408843,0.054308404559658505,0.007934088230697989,0.031255714048248506,1.5372741891863313e-05,18.224504726277562,3.462948696475744,2.096090742453561,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.023198318539955957,0.16032374905211808,0.17300958287259877,0.09654291534524077,0.08052958073078037,0.1263366708467754,1.1857207780037335,1.054572456344501,0.01129518944031381,0.010397847569331799,0.013495638533075139,0.0005828117018352367,0.03139264201452163,0.13292149645600146,0.06904900554775242,0.06059068765210177,5.297863523928887,0.41177815823834046,4.3619497232215565,0.012081702356991015,0.0,1.5372741891863313e-05,1.53725449600584e-05,3.768473947371373e-05,8.007968041918668,7.803214700398568,0.05195259327429613,0.0493497578934772,4.238581687036593,1.4470259985889269,0.0,2.1837716700199463,0.0,1.4198294276662848,0.14744525443692894,0.13076438158456033
5.62,0.20720355962441503,0.006147292893765818,0.04497179746841153,0.9815584567672628,6.0599739327774484,0.2186148893055225,0.032186888441050145,1.0364107550302861,0.31545016705832457,0.05447529401725201,0.007950295928387063,0.03126484270566269,1.5068343060862521e-05,18.22654894247235,3.4681901668784283,2.1000898839707114,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.0230082132137354,0.15935647446907067,0.17187535270845228,0.09591092511438842,0.08000438275058842,0.12553576006637548,1.1870314154210508,1.0555949335845076,0.011329218172697029,0.010400832741378862,0.013537110563287125,0.0005839971036032264,0.031370597030881964,0.1328738964805357,0.06910524948293466,0.06053570205023118,5.298457777576712,0.41221859185254545,4.362080890367146,0.012086893363331623,0.0,1.5068343060862521e-05,1.506815385076959e-05,3.6938536179398384e-05,8.007546888169806,7.803531940518355,0.052026226905278576,0.049389759473010636,4.244258767061645,1.4483689817100918,0.0,2.184457287887339,0.0,1.4209803362570768,0.14785089790286135,0.13115395488540937
5.63,0.20584395101831054,0.00610700783508095,0.04467639112846874,0.982874266251322,6.066106508080883,0.2188897375176354,0.032213421230502935,1.0354599941033118,0.3151586813580397,0.0546423419179691,0.007966566000147304,0.03127428167152618,1.4769972224834131e-05,18.228585757382994,3.4734318595008022,2.104093373435905,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.022819746468314965,0.15839367792831008,0.1707475573696886,0.09528250883040074,0.07948212871786355,0.1247390376495688,1.1883444716637266,1.0566189011249554,0.011363322771486339,0.010403919356540909,0.013578621966615322,0.0005851870462228481,0.03134876765590855,0.13282630632283504,0.0691622153818898,0.06048077682474876,5.299049879671236,0.4126581198777807,4.362211675035121,0.012092074693132478,0.0,1.4769972224834131e-05,1.4769790433672071e-05,3.620710991195839e-05,8.007122543684904,7.803847986919845,0.052100362924228705,0.049430274200497434,4.249948327270716,1.4497193840317255,0.0,2.1851460530207434,0.0,1.4221383311006626,0.14825638684909076,0.13154382509029183
5.64,0.20449207145437243,0.006066951110177356,0.04438266476307007,0.9841929712598007,6.072275597116138,0.21916651148957395,0.032240290182010724,1.0345104995101357,0.31486752739102875,0.054809543741268646,0.007982898034388734,0.0312840306861989,1.4477509795095075e-05,18.230615151077128,3.4786737656724327,2.1081012018886165,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.022632904448019027,0.1574353549280514,0.16962617327140192,0.09465765343074911,0.07896280822997417,0.12394649286080191,1.1896599461905488,1.0576443620223712,0.011397502378101176,0.010407107326788546,0.013620171619705258,0.0005863814993502013,0.03132715390593277,0.1327787263542884,0.06921990302077702,0.060425912274078925,5.299639824418121,0.41309674210422914,4.3623420786802525,0.012097246352738544,0.0,1.4477509795095075e-05,1.4477335131960759e-05,3.549016751169607e-05,8.0066949845157,7.80416283701139,0.05217500183474412,0.049471301904342915,4.255650407727378,1.4510772044840448,0.0,2.185837952476953,0.0,1.4233034061950385,0.1486617092095834,0.13193398146459454
5.65,0.20314789242244446,0.006027121880831029,0.04409061220332045,0.9855145810147713,6.078481219827502,0.21944521462524547,0.032267495197970425,1.0335622762077543,0.31457670670564436,0.05497689495474511,0.007999291617141044,0.03129408948228301,1.4190838262005055e-05,18.232637103400233,3.48391587665105,2.1121133603653703,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.02244767339956875,0.1564815007800572,0.16851117676441768,0.0940363458435353,0.0784464108698287,0.12315811485608828,1.190977838223241,1.0586713192771442,0.011431756130248074,0.010410396561456635,0.01366175839625416,0.000587580432468538,0.0313057558002412,0.1327311569473473,0.06927831219004249,0.06037110869617985,5.300227605958448,0.4135344583045656,4.362472102748356,0.012102408348614278,0.0,1.4190838262005055e-05,1.4190670447414098e-05,3.478742091547919e-05,8.006264186544533,7.8044764881666415,0.05225014414834815,0.049512842422961605,4.261365048307871,1.4524424420599467,0.0,2.1865329733248204,0.0,1.4244755556008903,0.14906685292756086,0.1323244132538488
5.66,0.20181138525587947,0.005987519315999438,0.04380022723497949,0.9868391047244672,6.084723396703631,0.2197258503766093,0.03229503618783872,1.032615329145052,0.3142862208467653,0.05514439100877478,0.008015746332434417,0.03130445778486512,1.3909843926784068e-05,18.23465159399827,3.489158183628079,2.116129839903203,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.022264039671823933,0.15553211055348407,0.16740254406975202,0.0934185731254203,0.07793292630874618,0.12237389261286326,1.1922981468511813,1.0596997758565132,0.011466083162714667,0.010413786967323903,0.013703381165680532,0.000588783814916149,0.031284573361192836,0.13268359847539793,0.06933744269528973,0.0603163663883875,5.300813218375297,0.41397126823459,4.362601748676508,0.01210756068734679,0.0,1.3909843926784068e-05,1.390968269218797e-05,3.4098591402118464e-05,8.005830125443225,7.804788937728065,0.05232579038401187,0.04955489560539601,4.2670922888285965,1.4538150958213207,0.0,2.187231102646529,0.0,1.4256547734343454,0.14947180599681706,0.1327151096712822
5.67,0.20048252124448854,0.005948142576600563,0.0435115036380557,0.9881665515407941,6.091002148761795,0.22000842224581657,0.03232291306754589,1.031669663266423,0.31399607135698326,0.055312027344355384,0.008032261761774354,0.03131513531117087,1.3634414441183168e-05,18.236658602284834,3.4944006777205674,2.120150631534665,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.022081989715169965,0.15458717915496326,0.16630025137230325,0.09280432219868008,0.0774223441091407,0.12159381503698626,1.1936208708753546,1.060729734661632,0.011500482606276997,0.010417278448500463,0.013745038795072313,0.0005899916158479911,0.03126360661404948,0.13263605131294176,0.06939729435602102,0.06026168564763898,5.301396655684202,0.41440717163229157,4.362731017892906,0.012112703375638132,0.0,1.3634414441183168e-05,1.3634259528562325e-05,3.342340356111642e-05,8.005392776728831,7.805100183001851,0.05240194106866588,0.049597461310421184,4.272832168862394,1.4551951648894574,0.0,2.1879323275360347,0.0,1.4268410538751677,0.1498765564055038,0.13310605991614957
5.68,0.1991612716391541,0.005908990815337124,0.04322443518811572,0.9894969305569219,6.09731749754519,0.22029293378526674,0.032351125759464604,1.030725283511928,0.3137062597766554,0.055479799393579984,0.008048837484141227,0.03132612177054917,1.336443872671693e-05,18.23865810743936,3.4996433499706874,2.1241757262875733,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.021901510081101264,0.1536467013320319,0.1652042748246783,0.0921935798480253,0.07691465372224573,0.12081787096652002,1.194946008803485,1.0617611985258442,0.01153495358770169,0.010420870906423105,0.013786730149304626,0.0005912038042356907,0.031242855586964824,0.13258851583560274,0.0694578670055705,0.06020706677048229,5.301977911832622,0.4148421682177786,4.362859911816929,0.012117836420303752,0.0,1.336443872671693e-05,1.3364289888189148e-05,3.276158509467388e-05,8.004952115764892,7.80541022125765,0.05247859673714951,0.049640539406496945,4.27858472772813,1.456582648444077,0.0,2.188636635098981,0.0,1.428034391166159,0.1502810921359285,0.13349725317486993
5.69,0.19784760759782585,0.005870063184661011,0.04293901563687936,0.9908302508265613,6.1036694651273145,0.22057938859653742,0.03237967419267929,1.0297821948155765,0.31341678764334163,0.05564770257612592,0.008065473076273767,0.03133741686463494,1.3099808181361675e-05,18.240650088422033,3.5048861913493505,2.1282051151873316,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.021722587421904402,0.15271067163480387,0.16411459050239655,0.09158633285796665,0.07640984459140207,0.1200460491194932,1.1962735589279991,1.0627941702297605,0.01156949523034054,0.010424564239909007,0.01382845409016729,0.0005924203488883125,0.031222320311063534,0.13254099242004005,0.06951916049168244,0.06015251005297014,5.302556980704285,0.4152762576936782,4.362988431859288,0.012122959828274242,0.0,1.3099808181361675e-05,1.309966517877744e-05,3.211286977579001e-05,8.00450811773038,7.805719049730895,0.05255575793185584,0.04968412977217874,4.284350004574051,1.4579775457270154,0.0,2.18934401245339,0.0,1.4292347796078346,0.15068540119574406,0.13388867861287257
5.7,0.19654150015666913,0.0058313588403034605,0.042655238702378966,0.9921665213760897,6.110058074117874,0.22086779032995849,0.032408558303125355,1.0288404021043933,0.3131276564914985,0.055815732297328065,0.008082168112770294,0.03134902028745779,1.2840417258008326e-05,18.242634523982513,3.51012919275841,2.132238789258241,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.02154520849026831,0.15177908439536417,0.16303117437995704,0.09098256807390982,0.07590790619786938,0.11927833806740867,1.197603519367173,1.0638286525107392,0.011604106654332673,0.010428358345191742,0.013870209475886025,0.0005936412184597966,0.031202000820487408,0.13249348144389989,0.06958117467681013,0.06009801579060194,5.3031338561217165,0.4157094397454033,4.363116579422155,0.012128073606595735,0.0,1.2840417258008326e-05,1.284027986254904e-05,3.147699886628161e-05,8.004060757601378,7.806026665624156,0.05263342520254994,0.049728232296330006,4.290128038430212,1.459379856045011,0.0,2.190054446730521,0.0,1.4304422135558092,0.15108947163540934,0.13428032537014425
5.71,0.19524292024263884,0.005792876940131075,0.04237309807298347,0.9935057511988814,6.116483347658468,0.2211581426847986,0.03243777803351747,1.0278999102988338,0.3128388678526158,0.05598388394921258,0.008098922166058542,0.03136093172539881,1.2586163219887741e-05,18.244611392655717,3.5153723450295664,2.136276739522893,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.021369360138834666,0.15085193373664058,0.16195400234126892,0.09038227238221652,0.07540882804602982,0.1185147262462183,1.1989358880504155,1.0648646480585582,0.01163878697654647,0.01043225311590766,0.013911995161379326,0.0005948663814467866,0.031181897152371185,0.13244598328583468,0.06964390943796199,0.06004358427834947,5.303708531845017,0.4161417140410105,4.3632443558991945,0.012133177762427897,0.0,1.2586163219887741e-05,1.258603121168514e-05,3.085372051723281e-05,8.003610010153695,7.806333066106501,0.0527115991063516,0.04977284687801229,4.295918868183963,1.4607895787679377,0.0,2.1907679250745833,0.0,1.4316566874207453,0.15149329154492275,0.1346721825636793
5.72,0.19395183880797182,0.005754616628127004,0.04209258745302991,0.9948479491998372,6.122945309393616,0.2214504494114432,0.03246733333265548,1.0269607243171404,0.3125504232566468,0.05615215292009332,0.008115734805906966,0.031373150856726914,1.2336943383741288e-05,18.24658067272049,3.520615638913939,2.1403189569960053,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.021195029319566263,0.14992921366851733,0.16088305029121264,0.08978543243280854,0.07491259945565854,0.11775520208001147,1.2002706625348452,1.0659021594726323,0.01167353530959125,0.010436248442944784,0.01395381000064319,0.0005960958061529289,0.031162009346633157,0.13239849832572254,0.06970736466521131,0.05998921581092617,5.304281001559847,0.41657308022992745,4.363371762675375,0.01213827230303491,0.0,1.2336943383741288e-05,1.2336816551568511e-05,3.0242783010903396e-05,8.003155850033652,7.80663824830709,0.05279028020825322,0.049817973425425134,4.301722532340096,1.4622067133149457,0.0,2.1914844346397198,0.0,1.4328781956766068,0.15189684898638414,0.13506423930987504
5.73,0.1926682266977146,0.005716577050943909,0.041813700517346696,0.9961931242489679,6.1294439834957775,0.22174471430921086,0.032497224156093074,1.0260228490710657,0.3122623242306053,0.056320534585418164,0.008132605599940092,0.03138567735205572,1.2092657864119046e-05,18.248542342239432,3.5258590650920527,2.144365432690414,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.021022203083500616,0.14901091799345098,0.15981829404575426,0.08919203492553056,0.07441920977661412,0.11699975385817431,1.2016078401897854,1.0669411893036231,0.011708350762865909,0.010440344214592747,0.013995652844476413,0.0005973294607265943,0.03114233744617767,0.13235102694445,0.06977154026313183,0.05993491068252257,5.304851258889003,0.4170035379441515,4.363498801127282,0.012143357235791867,0.0,1.2092657864119046e-05,1.2092536005035198e-05,2.964394148810143e-05,8.002698251684262,7.80694220932136,0.05286946908046265,0.049863611856926664,4.307539069252537,1.4636312591670815,0.0,2.192203962592984,0.0,1.434106732850656,0.1523001320653088,0.13545648470322752
5.74,0.1913920546847258,0.005678757352757294,0.041536430923694016,0.9975412851659824,6.135979394653054,0.22204094122685442,0.032527450465933104,1.0250862894670305,0.31197457229894704,0.05648902431069302,0.008149534113552582,0.03139851087423175,1.1853208880048666e-05,18.25049637904687,3.531102614170737,2.1484161576153586,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.02085086858025852,0.148097040331518,0.15875970936098005,0.08860206652140047,0.0739286483221174,0.11624836976922145,1.2029474181481057,1.067981740041632,0.011743232442391182,0.010444540316506754,0.014037522541207215,0.0005985673131546289,0.031122881496836508,0.13230356952396963,0.06983643615035837,0.05988066918687797,5.305419297388925,0.4174330867978451,4.363625472623104,0.012148432568181437,0.0,1.1853208880048666e-05,1.1853091799071193e-05,2.90569562485513e-05,8.002237189362347,7.807244946209166,0.05294916630246851,0.04990976210072074,4.313368517057707,1.4650632158623158,0.0,2.1929264961131736,0.0,1.4353422935246813,0.15270312891416285,0.1358489078231771
5.75,0.19012329344832468,0.005641156674099172,0.04126077230771491,0.9988924407265665,6.142551568060416,0.22233913406202446,0.0325580122308684,1.024151050405492,0.3116871689833684,0.05665761745116844,0.008166519910100605,0.031411651078436936,1.1618501253527864e-05,18.25244276075171,3.5363462766836875,2.152471122777143,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.02068101305764299,0.14718757410520492,0.15770727191538533,0.08801551382382439,0.07344090435364398,0.11550103788729064,1.2042893933291297,1.0690238141211696,0.01177817945121249,0.01044883663174166,0.014079417936615359,0.0005998093312763822,0.03110364154737799,0.1322561264472665,0.06990205225967444,0.05982649161724232,5.305985110550522,0.41786172638733227,4.36375177852271,0.012153498307793463,0.0,1.1618501253527864e-05,1.1618388763307523e-05,2.8481593972898207e-05,8.00177263712753,7.807546455995237,0.053029372460825376,0.04995642409491888,4.319210913701673,1.4665025829939191,0.0,2.193652022390052,0.0,1.4365848723318901,0.15310582770284728,0.1362414977334087
5.76,0.1888619136456149,0.005603774155284375,0.04098671829994347,1.0002465996381087,6.149160529435435,0.22263929676289088,0.032588909425981145,1.02321713678311,0.31140011580350335,0.05682630935407822,0.00818356255038576,0.03142509761186164,1.1388440830289696e-05,18.25438146472434,3.5415900430884935,2.1565303191766176,4.1954,0.05,1.0,4.0,7.8142,1.2479,3.1383,1.999,2.392,0.8295,16.8363,0.1687,20.44,1.5644,3.6888,1.2765,3.0087,1.0258,0.0368,0.2658,1.0258,3.8231,2.5734,4.324,0.3166,2.1509,0.0013,3.1741,2.7454,0.0492,4.0424,0.4033,0.2431,1.4422,0.5388,10.1132,6.5585,2.147,1.0352,3.3017,0.2179,0.6632,3.3442,17.1111,2.4017,0.0857,0.1649,1.178,0.0645,3.6064,1.0237,4.297,1.7303,0.2485,2.2123,0.2002,0.1347,1.8258,0.6114,1.8066,0.5,1.2,1.2,1.0,2.4514,1.0258,8.0706,0.0004,12.2398,10.3617,0.2907,0.2528,0.2212,4.4505,0.0703,0.0156,0.6104,1.0,1.0,0.020512623861024204,0.1462825125906463,0.15666095736903754,0.08743236343341387,0.07295596712539094,0.11475774621844093,1.2056337623674145,1.0700674139025672,0.011813190888323714,0.010453233040645622,0.014121337874488436,0.0006010554827460058,0.031084617649448365,0.13220869809846722,0.06996838853758151,0.059772378266507394,5.306548691795366,0.41828945629090336,4.3638777201776415,0.012158554462320673,0.0,1.1388440830289696e-05,1.1388332750828288e-05,2.7917623851372163e-05,8.001304568868381,7.807846735667144,0.05311008814951912,0.05000359778723354,4.325066296835182,1.4679493602119567,0.0,2.1943805286262847,0.0,1.437834463962779,0.1535082166137146,0.1366342434870925
