data_generator_T_normal_with_periodic_dbs_stimulation,data_generator_V1_normal_with_periodic_dbs_stimulation
405.0,15.419024
406.25,-74.375763
407.5,-74.866478
408.75,-74.424698
410.0,-73.910805
411.25,-44.344784
412.5,-73.821556
413.75,-73.318001
415.0,-72.781906
416.25,-72.224342
417.5,-63.079823
418.75,-74.869141
420.0,-74.596779
421.25,-74.090965
422.5,-40.566898
423.75,-72.590691
425.0,-74.683105
426.25,-74.608246
427.5,-74.103867
428.75,8.4082479
430.0,-73.739662
431.25,-73.515129
432.5,-72.987419
433.75,-72.438156
435.0,15.268325
436.25,-74.377403
437.5,-74.782669
438.75,-74.289169
440.0,-73.732445
441.25,-44.055908
442.5,-74.15789
443.75,-74.792953
445.0,-74.304688
446.25,-73.788666
447.5,-66.545235
448.75,-73.704498
450.0,-73.18782
451.25,-72.646774
452.5,-37.404934
453.75,-71.256317
455.0,-74.915176
456.25,-74.480263
457.5,-73.951546
458.75,8.4804363
460.0,-73.633972
461.25,-74.799286
462.5,-74.502258
463.75,-73.994171
465.0,11.521597
466.25,-73.864571
467.5,-73.409729
468.75,-72.878067
470.0,-72.325249
471.25,-39.851543
472.5,-74.704201
473.75,-74.690475
475.0,-74.189095
476.25,-73.664108
477.5,-66.385246
478.75,-74.473183
480.0,-74.70977
481.25,-74.211639
482.5,-40.822613
483.75,-72.641731
485.0,-73.613708
486.25,-73.094215
487.5,-72.550262
488.75,13.025104
490.0,-73.583969
491.25,-74.870949
492.5,-74.390526
493.75,-73.774681
495.0,11.481427
496.25,-73.781342
497.5,-74.848381
498.75,-74.413902
500.0,-73.90303
501.25,-44.47327
502.5,-73.803734
503.75,-73.300819
505.0,-72.765244
506.25,-72.210648
507.5,-62.939762
508.75,-74.84951
510.0,-74.584724
511.25,-74.079475
512.5,-40.533291
513.75,-72.55188
515.0,-74.643394
516.25,-74.610985
517.5,-74.107849
518.75,8.5806818
520.0,-73.747093
521.25,-73.523438
522.5,-72.997673
523.75,-72.450562
525.0,15.152274
526.25,-74.373009
527.5,-74.790314
528.75,-74.298744
530.0,-73.680779
531.25,-44.166328
532.5,-74.075615
533.75,-74.806305
535.0,-74.323372
536.25,-73.807396
537.5,-66.515434
538.75,-73.725456
540.0,-73.211884
541.25,-72.673553
542.5,-38.123096
543.75,-71.215393
545.0,-74.924774
546.25,-74.497147
547.5,-73.972542
548.75,8.3088598
550.0,-73.6464
551.25,-74.74514
552.5,-74.525368
553.75,-74.019096
555.0,6.1118579
556.25,-74.312759
557.5,-73.85051
558.75,-73.343933
560.0,-72.816666
561.25,-43.712952
562.5,-74.83017
563.75,-74.88015
565.0,-74.390007
566.25,-73.874901
567.5,-67.598396
568.75,-74.128906
570.0,-74.865585
571.25,-74.386604
572.5,-40.704033
573.75,-72.959213
575.0,-73.754074
576.25,-73.234238
577.5,-72.697098
578.75,12.18762
580.0,-73.634666
581.25,-74.912872
582.5,-74.437019
583.75,-73.874878
585.0,11.093945
586.25,-73.811844
587.5,-74.842987
588.75,-74.459457
590.0,-73.945084
591.25,-44.414093
592.5,-73.846695
593.75,-73.34668
595.0,-72.814659
596.25,-72.261848
597.5,-63.101788
598.75,-74.853371
600.0,-74.604691
601.25,-74.103203
602.5,-40.023785
603.75,-72.58522
605.0,-74.646385
606.25,-74.620354
607.5,-74.119301
608.75,8.1632757
610.0,-73.75312
611.25,-73.525093
612.5,-72.997292
613.75,-72.456429
615.0,15.136548
616.25,-74.356071
617.5,-74.797729
618.75,-74.30793
620.0,-73.658913
621.25,-44.031448
622.5,-73.977318
623.75,-74.820084
625.0,-74.344673
626.25,-73.674065
627.5,-66.607101
628.75,-73.749687
630.0,-73.238678
631.25,-72.703072
632.5,-38.121811
633.75,-71.229828
635.0,-74.928764
636.25,-74.508087
637.5,-73.986427
638.75,8.413064
640.0,-73.670067
641.25,-74.752029
642.5,-74.54705
643.75,-74.043129
645.0,11.284486
646.25,-73.895058
647.5,-73.439285
648.75,-72.907578
650.0,-72.368401
651.25,-39.910099
652.5,-74.684929
653.75,-74.703117
655.0,-74.205391
656.25,-73.686707
657.5,-66.495201
658.75,-74.306335
660.0,-74.741928
661.25,-74.248627
662.5,-40.592346
663.75,-72.697556
665.0,-73.650604
666.25,-73.135025
667.5,-72.595879
668.75,12.817522
670.0,-73.548729
671.25,-74.884224
672.5,-74.408264
673.75,-73.840714
675.0,11.318011
676.25,-73.789955
677.5,-74.819763
678.75,-74.45282
680.0,-73.945404
681.25,-44.163136
682.5,-73.839722
683.75,-73.325264
685.0,-72.7939
686.25,-72.261124
687.5,-63.035439
688.75,-74.846275
690.0,-74.606247
691.25,-74.108009
692.5,-40.625984
693.75,-72.577072
695.0,-74.543541
696.25,-74.653297
697.5,-74.154182
698.75,8.0685158
700.0,-73.780571
701.25,-73.555115
702.5,-73.032745
703.75,-72.49015
705.0,15.070978
706.25,-74.337585
707.5,-74.799843
708.75,-74.311241
710.0,-73.641411
711.25,-44.074348
712.5,-73.842834
713.75,-74.821724
715.0,-74.360672
716.25,-73.847649
717.5,-66.597633
718.75,-73.755051
720.0,-73.234177
721.25,-72.699875
722.5,-37.791504
723.75,-71.206337
725.0,-74.927193
726.25,-74.510757
727.5,-73.988136
728.75,8.1219864
730.0,-73.661797
731.25,-74.685699
732.5,-74.563576
733.75,-74.059021
735.0,11.290237
736.25,-73.912132
737.5,-73.459091
738.75,-72.934029
740.0,-72.388107
741.25,-40.102535
742.5,-74.671104
743.75,-74.703972
745.0,-74.206688
746.25,-73.683823
747.5,-66.468964
748.75,-74.145737
750.0,-74.755547
751.25,-74.267677
752.5,-40.242123
753.75,-72.720291
755.0,-73.667953
756.25,-73.153023
757.5,-72.43634
758.75,12.954436
760.0,-73.561623
761.25,-74.892921
762.5,-74.418716
763.75,-73.801071
765.0,11.25563
766.25,-73.792015
767.5,-74.787651
768.75,-74.476059
770.0,-73.96936
771.25,-44.396606
772.5,-73.859497
773.75,-73.362053
775.0,-72.833023
776.25,-72.283821
777.5,-63.152576
778.75,-74.837936
780.0,-74.608757
781.25,-74.105186
782.5,-40.703629
783.75,-72.577927
785.0,-74.368515
786.25,-74.675262
787.5,-74.178963
788.75,8.0520601
790.0,-73.800201
791.25,-73.573578
792.5,-73.049149
793.75,-72.508881
795.0,15.016195
796.25,-74.339111
797.5,-74.804878
798.75,-74.317474
800.0,-73.653061
801.25,-44.17511
802.5,-73.755531
803.75,-74.82093
805.0,-74.380775
806.25,-73.875183
807.5,-66.657837
808.75,-73.774208
810.0,-73.267632
811.25,-72.735764
812.5,-37.42392
813.75,-71.249596
815.0,-74.930038
816.25,-74.515076
817.5,-73.991478
818.75,8.1687965
820.0,-73.670433
821.25,-74.644875
822.5,-74.582573
823.75,-74.081741
825.0,11.145892
826.25,-73.927223
827.5,-73.463295
828.75,-72.929756
830.0,-72.405556
831.25,-40.115692
832.5,-74.666191
833.75,-74.710938
835.0,-74.214172
836.25,-73.677277
837.5,-66.472595
838.75,-74.012024
840.0,-74.772881
841.25,-74.291557
842.5,-41.159706
843.75,-72.729599
845.0,-73.679466
846.25,-73.169403
847.5,-72.633911
848.75,12.667337
850.0,-73.511047
851.25,-74.888947
852.5,-74.415909
853.75,-73.860207
855.0,11.314335
856.25,-73.147919
857.5,-73.25753
858.75,-72.727158
860.0,-72.176254
861.25,-38.917442
862.5,-74.683891
863.75,-74.709244
865.0,-74.214714
866.25,-73.701591
867.5,-66.497948
868.75,-74.118088
870.0,-74.779045
871.25,-74.29493
872.5,-41.074169
873.75,-72.756744
875.0,-73.688232
876.25,-73.164932
877.5,-72.631233
878.75,12.803116
880.0,-73.546165
881.25,-74.902885
882.5,-74.430626
883.75,-73.874985
885.0,11.149565
886.25,-73.810089
887.5,-74.745911
888.75,-74.508392
890.0,-74.003662
891.25,-44.400433
892.5,-73.884087
893.75,-73.394447
895.0,-72.868225
896.25,-72.322113
897.5,-63.349594
898.75,-74.835754
900.0,-74.617584
901.25,-74.120316
902.5,-40.810928
903.75,-72.589867
905.0,-74.552994
906.25,-74.649193
907.5,-74.152443
908.75,8.2110901
910.0,-73.783104
911.25,-73.543602
912.5,-73.017586
913.75,-72.497604
915.0,14.956449
916.25,-74.323944
917.5,-74.814194
918.75,-74.328621
920.0,-73.667389
921.25,-44.285656
922.5,-73.749901
923.75,-74.815071
925.0,-74.412392
926.25,-73.880936
927.5,-66.766029
928.75,-73.796944
930.0,-73.29071
931.25,-72.760933
932.5,-38.113811
933.75,-71.212044
935.0,-74.922012
936.25,-74.520432
937.5,-73.993309
938.75,8.226469
940.0,-73.676956
941.25,-74.518509
942.5,-74.614761
943.75,-74.116264
945.0,11.088204
946.25,-73.955574
947.5,-73.453186
948.75,-72.980019
950.0,-72.434669
951.25,-40.322445
952.5,-74.669266
953.75,-74.718628
955.0,-74.223129
956.25,-73.707718
957.5,-66.656334
958.75,-73.645988
960.0,-74.770706
961.25,-74.348106
962.5,-41.016804
963.75,-72.809074
965.0,-73.724304
966.25,-73.214027
967.5,-72.681107
968.75,12.660282
970.0,-73.502731
971.25,-74.892136
972.5,-74.420525
973.75,-73.897095
975.0,11.294482
976.25,-73.799637
977.5,-74.672249
978.75,-74.523918
980.0,-74.021866
981.25,-44.524097
982.5,-73.904633
983.75,-73.408142
985.0,-72.885452
986.25,-72.341019
987.5,-63.384399
988.75,-74.832588
990.0,-74.619469
991.25,-74.115822
992.5,-40.905334
993.75,-72.593254
995.0,-74.017021
996.25,-74.726944
997.5,-74.241707
998.75,7.7193465
1000.0,-73.852928
1001.25,-73.614693
1002.5,-73.105949
1003.75,-72.569641
1005.0,14.91031
1006.25,-74.306625
1007.5,-74.810822
1008.75,-74.325737
1010.0,-73.668076
1011.25,-44.286095
1012.5,-73.744125
1013.75,-74.732002
1015.0,-74.444122
1016.25,-73.939049
1017.5,-66.782417
1018.75,-73.821632
1020.0,-73.316353
1021.25,-72.788689
1022.5,-38.404388
1023.75,-71.183273
1025.0,-74.915176
1026.25,-74.519997
1027.5,-73.996475
1028.75,8.1594429
1030.0,-73.671509
1031.25,-74.293182
1032.5,-74.648804
1033.75,-74.153664
1035.0,11.016227
1036.25,-73.984062
1037.5,-73.497536
1038.75,-73.014626
1040.0,-72.475311
1041.25,-40.260399
1042.5,-74.656128
1043.75,-74.717712
1045.0,-74.222984
1046.25,-73.697014
1047.5,-66.475578
1048.75,-73.656319
1050.0,-74.772675
1051.25,-74.360962
1052.5,-40.923683
1053.75,-72.826118
1055.0,-73.742699
1056.25,-73.230904
1057.5,-72.698883
1058.75,12.471561
1060.0,-73.486046
1061.25,-74.895439
1062.5,-74.4272
1063.75,-73.926193
1065.0,11.299286
1066.25,-73.802849
1067.5,-74.433014
1068.75,-74.581268
1070.0,-74.082237
1071.25,-44.646046
1072.5,-73.948975
1073.75,-73.45388
1075.0,-72.930885
1076.25,-72.388664
1077.5,-63.332645
1078.75,-74.831253
1080.0,-74.625504
1081.25,-74.131828
1082.5,-40.764076
1083.75,-72.597168
1085.0,-73.59539
1086.25,-74.742058
1087.5,-74.307449
1088.75,7.5385404
1090.0,-73.916229
1091.25,-73.677132
1092.5,-73.162392
1093.75,-72.628662
1095.0,14.807989
1096.25,-74.259712
1097.5,-74.816551
1098.75,-74.332909
1100.0,-73.828857
1101.25,-44.574409
1102.5,-73.74131
1103.75,-73.244995
1105.0,-72.717781
1106.25,-72.173096
1107.5,-63.211308
1108.75,-74.867035
1110.0,-74.64048
1111.25,-74.135918
1112.5,-40.80632
1113.75,-72.67646
1115.0,-73.680634
1116.25,-74.766693
1117.5,-74.309647
1118.75,7.4670053
1120.0,-73.921104
1121.25,-73.670433
1122.5,-73.156036
1123.75,-72.532295
1125.0,14.772126
1126.25,-74.268417
1127.5,-74.821243
1128.75,-74.338081
1130.0,-73.834282
1131.25,-44.249306
1132.5,-73.75354
1133.75,-73.258774
1135.0,-72.732597
1136.25,-72.186714
1137.5,-63.140541
1138.75,-74.835732
1140.0,-74.642815
1141.25,-74.148102
1142.5,-40.875088
1143.75,-72.66201
1145.0,-74.076431
1146.25,-74.747993
1147.5,-74.264061
1148.75,7.5579114
1150.0,-73.885902
1151.25,-73.645287
1152.5,-73.13105
1153.75,-72.597801
1155.0,14.70654
1156.25,-73.819717
1157.5,-74.675537
1158.75,-74.183914
1160.0,-73.674629
1161.25,-42.812916
1162.5,-74.217903
1163.75,-74.780182
1165.0,-74.296303
1166.25,-73.78717
1167.5,-66.320442
1168.75,-73.722198
1170.0,-73.214668
1171.25,-72.685631
1172.5,-38.151459
1173.75,-71.068344
1175.0,-74.930672
1176.25,-74.541954
1177.5,-74.031143
1178.75,8.1369429
1180.0,-73.711868
1181.25,-74.416679
1182.5,-74.656357
1183.75,-74.162437
1185.0,10.876966
1186.25,-73.989326
1187.5,-73.538315
1188.75,-73.026665
1190.0,-72.489944
1191.25,-40.271538
1192.5,-74.660095
1193.75,-74.733162
1195.0,-74.239296
1196.25,-73.728806
1197.5,-66.576103
1198.75,-73.666977
1200.0,-73.159531
1201.25,-72.630463
1202.5,-38.281235
1203.75,-71.037346
1205.0,-74.941116
1206.25,-74.553215
1207.5,-74.04319
1208.75,7.7226171
1210.0,-73.718925
1211.25,-74.286209
1212.5,-74.682457
1213.75,-74.190865
1215.0,10.646289
1216.25,-74.019775
1217.5,-73.567963
1218.75,-73.051262
1220.0,-72.515648
1221.25,-40.423656
1222.5,-74.647484
1223.75,-74.738937
1225.0,-74.25116
1226.25,-73.743782
1227.5,-66.630486
1228.75,-73.671059
1230.0,-73.164055
1231.25,-72.635437
1232.5,-38.359344
1233.75,-71.041862
1235.0,-74.93779
1236.25,-74.552689
1237.5,-74.025589
1238.75,7.7092757
1240.0,-73.716118
1241.25,-74.176552
1242.5,-74.692352
1243.75,-74.202812
1245.0,10.692094
1246.25,-74.025261
1247.5,-73.57399
1248.75,-73.057518
1250.0,-72.522209
