data_generator_T_parkinsons_disease_figure_5d,data_generator_V1_parkinsons_disease_figure_5d
403.75,-62.872181
405.0,-62.275082
406.25,-61.694336
407.5,-61.130222
408.75,-60.585068
410.0,-60.051666
411.25,-59.53112
412.5,-59.021725
413.75,-58.521385
415.0,-58.027813
416.25,-57.538494
417.5,-57.050655
418.75,-62.534473
420.0,-70.683784
421.25,-70.497337
422.5,-69.856285
423.75,-69.200401
425.0,-68.531425
426.25,-67.848862
427.5,-67.15358
428.75,-66.447899
430.0,-65.735458
431.25,-65.020859
432.5,-64.30925
433.75,-63.605804
435.0,-62.915295
436.25,-62.241703
437.5,-61.587982
438.75,-60.955894
440.0,-60.345985
441.25,-59.757648
442.5,-59.189236
443.75,-58.63826
445.0,-58.101543
446.25,-57.57534
447.5,-57.055382
448.75,-62.914829
450.0,-70.695015
451.25,-70.43602
452.5,-69.77562
453.75,-69.097176
455.0,-68.402328
456.25,-67.694244
457.5,-66.966751
458.75,-66.224777
460.0,-65.471741
461.25,-64.712006
462.5,-63.950832
463.75,-63.193977
465.0,-62.447285
466.25,-61.716206
467.5,-61.005348
468.75,-60.318031
470.0,-59.655968
471.25,-59.019093
472.5,-58.405609
473.75,-57.812103
475.0,-57.233734
476.25,-56.664333
477.5,-56.175739
478.75,-67.810356
480.0,-70.730766
481.25,-70.144859
482.5,-69.466827
483.75,-68.771118
485.0,-69.357933
486.25,-70.466629
487.5,-70.410362
488.75,-69.710968
490.0,-68.980629
491.25,-68.225945
492.5,-67.443054
493.75,-66.627464
495.0,-65.774254
496.25,-64.878067
497.5,-63.933151
498.75,-62.933155
500.0,-61.870857
501.25,-60.73761
502.5,-59.52211
503.75,-58.207161
505.0,-56.766632
506.25,-55.100555
507.5,-60.510017
508.75,-70.09729
510.0,-70.376801
511.25,-69.679253
512.5,-68.947998
513.75,-68.192085
515.0,-67.411736
516.25,-69.294785
517.5,-70.697975
518.75,-70.044617
520.0,-69.305527
521.25,-68.538307
522.5,-67.736679
523.75,-66.891159
525.0,-65.988762
526.25,-65.010941
527.5,-63.929428
528.75,-62.696846
530.0,-61.222431
531.25,-59.295265
532.5,-56.23999
533.75,-47.24622
535.0,28.704111
536.25,-10.752169
537.5,-69.622543
538.75,-70.317131
540.0,-69.643478
541.25,-68.935989
542.5,-68.195511
543.75,-67.417534
545.0,-66.596443
546.25,-65.725357
547.5,-64.796005
548.75,-63.798542
550.0,-62.721386
551.25,-61.551548
552.5,-60.276112
553.75,-58.886047
555.0,-57.394573
556.25,-55.813496
557.5,-54.192822
558.75,-52.573288
560.0,-50.916195
561.25,-48.940262
562.5,-44.868431
563.75,20.269266
565.0,-30.309258
566.25,-64.187737
567.5,-64.089249
568.75,-63.285755
570.0,-62.473389
571.25,-61.668289
572.5,-60.877522
573.75,-60.107243
575.0,-59.362465
576.25,-58.646793
577.5,-57.962269
578.75,-57.309353
580.0,-56.687077
581.25,-56.093208
582.5,-55.524448
583.75,-54.976559
585.0,-54.444393
586.25,-53.921745
587.5,-53.401009
588.75,-52.872379
590.0,-52.322353
591.25,-51.730488
592.5,-51.061951
593.75,-50.246929
595.0,-49.105652
596.25,-46.87785
597.5,7.8940258
598.75,-1.9049923
600.0,-62.080257
601.25,-63.356243
602.5,-62.630852
603.75,-61.893181
605.0,-61.160515
606.25,-60.432892
607.5,-59.71418
608.75,-59.006554
610.0,-58.311695
611.25,-57.630749
612.5,-56.964218
613.75,-56.311855
615.0,-55.67252
616.25,-55.043983
617.5,-54.422626
618.75,-53.802933
620.0,-53.176617
621.25,-52.530937
622.5,-51.845169
623.75,-51.082302
625.0,-50.165474
626.25,-48.888401
627.5,-46.289906
628.75,26.595476
630.0,-11.981094
631.25,-62.989601
632.5,-63.032791
633.75,-62.292877
635.0,-61.547882
636.25,-60.805477
637.5,-60.068462
638.75,-59.339325
640.0,-58.620182
641.25,-57.912663
642.5,-57.217793
643.75,-56.535866
645.0,-55.866264
646.25,-55.207233
647.5,-54.555573
648.75,-53.906086
650.0,-53.250671
651.25,-52.576546
652.5,-51.862579
653.75,-51.070553
655.0,-50.103546
656.25,-48.773094
657.5,-45.95475
658.75,28.36648
660.0,-13.21068
661.25,-67.662994
662.5,-69.219696
663.75,-68.632454
665.0,-68.019638
666.25,-67.399139
667.5,-66.772415
668.75,-66.141197
670.0,-65.507576
671.25,-64.873917
672.5,-64.242676
673.75,-63.616211
675.0,-62.996651
676.25,-62.385822
677.5,-61.785225
678.75,-61.196041
680.0,-60.619156
681.25,-60.055176
682.5,-59.504448
683.75,-58.967056
685.0,-58.442841
686.25,-57.931393
687.5,-57.432049
688.75,-56.943886
690.0,-56.465691
691.25,-55.995941
692.5,-55.532734
693.75,-55.073757
695.0,-67.391975
696.25,-71.139618
697.5,-70.645111
698.75,-70.039612
700.0,-69.430649
701.25,-68.817368
702.5,-68.250076
703.75,-69.537086
705.0,-69.28286
706.25,-68.639435
707.5,-67.979843
708.75,-67.309738
710.0,-66.631584
711.25,-65.950745
712.5,-65.270676
713.75,-64.5942
715.0,-63.928337
716.25,-63.277882
717.5,-65.964066
718.75,-67.969086
720.0,-67.379303
721.25,-66.680061
722.5,-65.971687
723.75,-65.260338
725.0,-64.551384
726.25,-63.850624
727.5,-63.163841
728.75,-62.496384
730.0,-61.852715
731.25,-61.236103
732.5,-60.648426
733.75,-63.762501
735.0,-67.449722
736.25,-69.376518
737.5,-70.367859
738.75,-69.729927
740.0,-69.033279
741.25,-68.318077
742.5,-67.583527
743.75,-66.828972
745.0,-66.054604
746.25,-65.261749
747.5,-64.45327
748.75,-63.633785
750.0,-62.809921
751.25,-61.990295
752.5,-61.185223
753.75,-62.09901
755.0,-66.407516
756.25,-66.079086
757.5,-65.363235
758.75,-64.613304
760.0,-63.86676
761.25,-63.125172
762.5,-62.401043
763.75,-61.695557
765.0,-62.374966
766.25,-68.087189
767.5,-69.062569
768.75,-70.397797
770.0,-69.798439
771.25,-69.088272
772.5,-68.356674
773.75,-67.60202
775.0,-66.821709
776.25,-66.013321
777.5,-65.175003
778.75,-64.305878
780.0,-63.406532
781.25,-62.479717
782.5,-61.531132
783.75,-60.570305
785.0,-59.611073
786.25,-58.671005
787.5,-62.01479
788.75,-66.019859
790.0,-65.552246
791.25,-64.808037
792.5,-64.053352
793.75,-63.303249
795.0,-62.56472
796.25,-61.844303
797.5,-61.147873
798.75,-60.480057
800.0,-59.8438
801.25,-59.240112
802.5,-58.668106
803.75,-58.125233
805.0,-57.611897
806.25,-57.115696
807.5,-56.634041
808.75,-56.161903
810.0,-55.693279
811.25,-55.221478
812.5,-54.73872
813.75,-54.235245
815.0,-53.697609
816.25,-53.105103
817.5,-52.421387
818.75,-51.570591
820.0,-50.345127
821.25,-47.738605
822.5,36.147141
823.75,8.5617905
825.0,-57.663013
826.25,-63.92205
827.5,-63.268486
828.75,-62.567707
830.0,-61.872009
831.25,-61.184444
832.5,-60.507282
833.75,-59.842419
835.0,-59.191349
836.25,-58.555157
837.5,-57.934467
838.75,-57.329418
840.0,-56.739601
841.25,-56.16404
842.5,-55.601074
843.75,-55.048279
845.0,-54.502254
846.25,-53.95834
847.5,-53.410046
848.75,-52.848103
850.0,-52.258553
851.25,-51.618687
852.5,-50.88723
853.75,-49.975327
855.0,-48.627544
856.25,-44.216991
857.5,24.155024
858.75,-35.022076
860.0,-63.365116
861.25,-62.835884
862.5,-62.102482
863.75,-61.369263
865.0,-60.640434
866.25,-59.918583
867.5,-59.205997
868.75,-58.504559
870.0,-57.815662
871.25,-57.140106
872.5,-56.477959
873.75,-55.828442
875.0,-55.189709
876.25,-54.558559
877.5,-53.929985
878.75,-53.296326
880.0,-52.645763
881.25,-51.959145
882.5,-51.202705
883.75,-50.308056
885.0,-49.100025
886.25,-46.853218
887.5,-1.5526947
888.75,-3.0815721
890.0,-62.242237
891.25,-63.096851
892.5,-62.360916
893.75,-61.614777
895.0,-60.870632
896.25,-60.131325
897.5,-59.399384
898.75,-58.676979
900.0,-57.965809
901.25,-57.266972
902.5,-56.580837
903.75,-55.906868
905.0,-55.245296
906.25,-54.589237
907.5,-53.935318
908.75,-53.275654
910.0,-52.597164
911.25,-62.829121
912.5,-64.549622
913.75,-64.038399
915.0,-63.490101
916.25,-62.94931
917.5,-62.41711
918.75,-61.893795
920.0,-61.379532
921.25,-60.874371
922.5,-60.37825
923.75,-59.890999
925.0,-59.412327
926.25,-58.94183
927.5,-58.478977
928.75,-58.023113
930.0,-57.573433
931.25,-57.233162
932.5,-66.401245
933.75,-66.95575
935.0,-66.405762
936.25,-65.847198
937.5,-65.295036
938.75,-64.74984
940.0,-68.786949
941.25,-69.238274
942.5,-68.657501
943.75,-68.063896
945.0,-67.471138
946.25,-66.879616
947.5,-69.919121
948.75,-71.108353
950.0,-70.534866
951.25,-69.896721
952.5,-69.247246
953.75,-68.585396
955.0,-67.915001
956.25,-67.230347
957.5,-66.535057
958.75,-65.834122
960.0,-65.132263
961.25,-64.434807
962.5,-63.747223
963.75,-63.074661
965.0,-62.421589
966.25,-61.791447
967.5,-61.188499
968.75,-66.198555
970.0,-66.626129
971.25,-65.967987
972.5,-66.802391
973.75,-69.841995
975.0,-69.373711
976.25,-68.674278
977.5,-67.954155
978.75,-67.215202
980.0,-66.457771
981.25,-65.68325
982.5,-68.193359
983.75,-70.803917
985.0,-70.314507
986.25,-69.604187
987.5,-68.870926
988.75,-68.112663
990.0,-67.324242
991.25,-66.499397
992.5,-65.630539
993.75,-64.708504
995.0,-63.721966
996.25,-62.656601
997.5,-61.493732
998.75,-60.208256
1000.0,-64.418327
1001.25,-66.666672
1002.5,-66.000069
1003.75,-65.169342
1005.0,-64.297989
1006.25,-63.393387
1007.5,-62.45961
1008.75,-67.687408
1010.0,-68.476784
1011.25,-67.756508
1012.5,-66.972458
1013.75,-66.156654
1015.0,-65.306473
1016.25,-64.418922
1017.5,-63.491779
1018.75,-62.52417
1020.0,-61.517376
1021.25,-60.475986
1022.5,-59.409134
1023.75,-58.331039
1025.0,-57.259853
1026.25,-56.213737
1027.5,-55.204472
1028.75,-54.229565
1030.0,-53.26239
1031.25,-52.231838
1032.5,-50.949207
1033.75,-48.65102
1035.0,10.560664
1036.25,14.619102
1037.5,-44.992573
1038.75,-64.538246
1040.0,-64.038773
1041.25,-63.310619
1042.5,-62.587223
1043.75,-61.875637
1045.0,-61.179558
1046.25,-60.501831
1047.5,-59.844505
1048.75,-59.208862
1050.0,-58.595448
1051.25,-58.004131
1052.5,-57.434189
1053.75,-56.88673
1055.0,-56.355141
1056.25,-55.839622
1057.5,-55.338043
1058.75,-54.846111
1060.0,-54.360092
1061.25,-53.87524
1062.5,-53.385284
1063.75,-52.881748
1065.0,-52.352509
1066.25,-51.778706
1067.5,-51.127743
1068.75,-50.334198
1070.0,-49.23185
1071.25,-47.147865
1072.5,-12.98517
1073.75,3.5429704
1075.0,-60.515816
1076.25,-63.262653
1077.5,-62.555481
1078.75,-61.826809
1080.0,-61.10178
1081.25,-60.383263
1082.5,-59.673664
1083.75,-58.97504
1085.0,-58.289005
1086.25,-57.616661
1087.5,-56.958488
1088.75,-56.314251
1090.0,-55.682838
1091.25,-55.062119
1092.5,-54.44862
1093.75,-53.83707
1095.0,-53.219601
1096.25,-52.58419
1097.5,-51.911484
1098.75,-51.167431
1100.0,-50.282986
1101.25,-49.080578
1102.5,-46.81715
1103.75,16.376741
1105.0,-6.6711764
1106.25,-62.528992
1107.5,-63.013733
1108.75,-62.27821
1110.0,-61.535038
1111.25,-60.794559
1112.5,-60.059578
1113.75,-59.332561
1115.0,-58.615616
1116.25,-57.91037
1117.5,-57.217834
1118.75,-56.538311
1120.0,-55.871189
1121.25,-55.214748
1122.5,-54.565838
1123.75,-53.919353
1125.0,-53.267349
1126.25,-53.11536
1127.5,-63.868027
1128.75,-64.499123
1130.0,-63.962608
1131.25,-63.415619
1132.5,-62.876663
1133.75,-62.34642
1135.0,-61.825161
1136.25,-61.313049
1137.5,-60.810116
1138.75,-60.31628
1140.0,-59.831364
1141.25,-59.355053
1142.5,-58.886932
1143.75,-58.426464
1145.0,-57.972973
1146.25,-57.52565
1147.5,-57.083504
1148.75,-56.645344
1150.0,-56.209736
1151.25,-55.77494
1152.5,-64.730682
1153.75,-69.686012
1155.0,-70.69825
1156.25,-70.256096
1157.5,-69.657005
1158.75,-69.058289
1160.0,-68.460434
1161.25,-67.862
1162.5,-68.56076
1163.75,-71.243355
1165.0,-70.765266
1166.25,-70.130554
1167.5,-69.484436
1168.75,-68.826164
1170.0,-68.154953
1171.25,-67.471313
1172.5,-66.777115
1173.75,-66.075607
1175.0,-65.371147
1176.25,-64.668907
1177.5,-63.974384
1178.75,-63.292976
1180.0,-62.629528
1181.25,-61.987995
1182.5,-61.371189
1183.75,-60.780647
1185.0,-60.216644
1186.25,-61.064941
1187.5,-68.251862
1188.75,-70.752136
1190.0,-70.190796
1191.25,-69.510887
1192.5,-68.813332
1193.75,-68.097794
1195.0,-67.36364
1196.25,-66.611023
1197.5,-66.69426
1198.75,-70.863312
1200.0,-70.503685
1201.25,-69.800072
1202.5,-69.073471
1203.75,-68.323166
1205.0,-67.547874
1206.25,-66.735352
1207.5,-65.881187
1208.75,-64.977203
1210.0,-64.01313
1211.25,-62.976135
1212.5,-61.849796
1213.75,-60.612507
1215.0,-59.234974
1216.25,-57.675026
1217.5,-55.861492
1218.75,-56.791195
1220.0,-65.602898
1221.25,-65.685806
1222.5,-67.282417
1223.75,-69.902115
1225.0,-69.340942
1226.25,-68.608398
1227.5,-67.849113
1228.75,-67.06102
1230.0,-66.239609
1231.25,-65.380005
1232.5,-64.477104
1233.75,-63.525799
1235.0,-62.521202
1236.25,-61.459152
1237.5,-60.337254
1238.75,-59.155849
1240.0,-57.919048
1241.25,-56.632847
1242.5,-55.296677
1243.75,-53.879906
1245.0,-52.253242
1246.25,-49.862259
1247.5,-37.815914
1248.75,20.499012
1250.0,-28.40266
