data_generator_T_normal_figure_5c,data_generator_V1_normal_figure_5c
405.0,-67.377991
406.25,-68.465904
407.5,-67.752106
408.75,-66.957771
410.0,-66.127754
411.25,-65.258003
412.5,-64.343132
413.75,-63.37775
415.0,-63.243553
416.25,-66.18177
417.5,-65.744858
418.75,-64.903763
420.0,-64.012871
421.25,-63.087978
422.5,-62.132725
423.75,-61.153313
425.0,-60.160278
426.25,-59.169098
427.5,-58.199371
428.75,-57.272022
430.0,-56.404964
431.25,-55.608715
432.5,-54.883739
433.75,-54.220169
435.0,-53.598782
436.25,-52.99136
437.5,-52.357437
438.75,-51.630848
440.0,-50.670113
441.25,-49.000874
442.5,-40.734406
443.75,23.548847
445.0,-25.43741
446.25,-63.802921
447.5,-63.713688
448.75,-62.999664
450.0,-62.286175
451.25,-61.583115
452.5,-60.893417
453.75,-60.219315
455.0,-59.564465
456.25,-58.925888
457.5,-58.306099
458.75,-57.70631
460.0,-57.123493
461.25,-56.557724
462.5,-56.007374
463.75,-55.470173
465.0,-54.943165
466.25,-54.422543
467.5,-53.903343
468.75,-53.378963
470.0,-52.840206
471.25,-52.27351
472.5,-51.65715
473.75,-50.952229
475.0,-50.076603
476.25,-48.802143
477.5,-45.969154
478.75,29.803825
480.0,-13.571349
481.25,-62.953663
482.5,-63.018867
483.75,-62.287434
485.0,-61.551624
486.25,-60.819691
487.5,-60.094307
488.75,-59.377808
490.0,-58.672127
491.25,-57.978741
492.5,-57.298523
493.75,-56.631668
495.0,-55.977531
496.25,-55.33445
497.5,-54.699474
498.75,-54.06794
500.0,-53.432709
501.25,-52.782837
502.5,-52.100815
503.75,-56.949947
505.0,-64.072777
506.25,-63.771248
507.5,-63.230682
508.75,-62.691853
510.0,-62.161209
511.25,-61.639317
512.5,-61.126244
513.75,-60.621933
515.0,-60.126217
516.25,-59.638832
517.5,-60.918629
518.75,-63.724731
520.0,-68.005592
521.25,-70.456734
522.5,-69.910637
523.75,-69.308571
525.0,-68.706207
526.25,-68.103149
527.5,-67.499016
528.75,-66.894196
530.0,-66.289955
531.25,-65.688354
532.5,-67.766914
533.75,-68.268562
535.0,-67.652878
536.25,-67.009102
537.5,-66.361504
538.75,-65.713837
540.0,-65.070236
541.25,-65.629951
542.5,-66.742195
543.75,-68.449127
545.0,-70.347855
546.25,-69.74955
547.5,-69.060234
548.75,-68.352882
550.0,-67.627556
551.25,-66.884415
552.5,-66.124672
553.75,-65.350838
555.0,-64.573425
556.25,-63.788857
557.5,-67.034576
558.75,-66.97963
560.0,-66.23217
561.25,-65.451004
562.5,-64.656021
563.75,-63.852562
565.0,-63.047134
566.25,-62.2477
567.5,-61.463272
568.75,-60.703205
570.0,-59.976128
571.25,-59.288788
572.5,-64.496567
573.75,-67.282486
575.0,-66.68206
576.25,-65.9589
577.5,-65.227715
578.75,-64.496239
580.0,-63.770283
581.25,-63.05579
582.5,-62.358353
583.75,-61.682804
585.0,-61.03281
586.25,-60.410622
587.5,-59.816956
588.75,-59.251064
590.0,-58.710953
591.25,-58.193661
592.5,-57.695545
593.75,-57.212513
595.0,-56.740185
596.25,-56.273918
597.5,-55.808743
598.75,-55.339134
600.0,-54.858612
601.25,-54.358978
602.5,-53.828976
603.75,-53.251568
605.0,-52.592693
606.25,-51.810268
607.5,-50.753906
608.75,-48.917145
610.0,-24.001436
611.25,18.86903
612.5,-43.038902
613.75,-63.873974
615.0,-63.331093
616.25,-62.626152
617.5,-61.924229
618.75,-61.229324
620.0,-60.543766
621.25,-59.869526
622.5,-59.208195
623.75,-58.560947
625.0,-57.928493
626.25,-57.311039
627.5,-56.708229
628.75,-56.119076
630.0,-55.541866
631.25,-54.974018
632.5,-54.411846
633.75,-53.850178
635.0,-53.281719
636.25,-52.69577
637.5,-52.075764
638.75,-51.393669
640.0,-50.595676
641.25,-49.555344
642.5,-47.840954
643.75,-40.687824
645.0,14.838231
646.25,-64.510895
647.5,-68.772163
648.75,-68.169594
650.0,-67.545555
651.25,-66.913895
652.5,-66.276344
653.75,-65.635094
655.0,-64.995018
656.25,-64.35688
657.5,-63.720798
658.75,-63.091072
660.0,-65.629204
661.25,-65.79113
662.5,-65.188629
663.75,-64.581009
665.0,-63.980045
666.25,-63.387836
667.5,-62.805965
668.75,-62.235577
670.0,-61.677437
671.25,-61.131973
672.5,-60.599449
673.75,-63.89579
675.0,-64.066315
676.25,-63.521542
677.5,-62.973297
678.75,-62.435478
680.0,-61.908699
681.25,-61.393066
682.5,-60.888481
683.75,-60.394703
685.0,-59.911392
686.25,-61.715641
687.5,-63.579517
688.75,-63.1432
690.0,-62.621849
691.25,-62.108101
692.5,-61.604023
693.75,-61.109486
695.0,-60.624252
696.25,-60.147968
697.5,-59.680202
698.75,-59.257065
700.0,-63.03421
701.25,-63.117058
702.5,-62.613743
703.75,-62.105804
705.0,-61.608887
706.25,-61.120548
707.5,-60.637791
708.75,-60.162693
710.0,-59.69503
711.25,-59.234295
712.5,-60.462013
713.75,-63.179951
715.0,-62.839577
716.25,-62.331921
717.5,-61.828121
718.75,-66.340027
720.0,-69.415085
721.25,-68.891006
722.5,-68.291153
723.75,-67.690842
725.0,-67.090729
726.25,-67.396889
727.5,-69.183876
728.75,-68.675262
730.0,-68.040321
731.25,-67.397202
732.5,-66.748756
733.75,-66.097961
735.0,-65.448647
736.25,-64.805031
737.5,-64.171143
738.75,-66.1604
740.0,-66.742165
741.25,-69.899345
742.5,-70.097389
743.75,-69.42527
745.0,-68.726494
746.25,-68.009895
747.5,-67.275291
748.75,-66.523376
750.0,-65.756004
751.25,-64.976425
752.5,-64.189331
753.75,-66.566338
755.0,-67.234001
756.25,-66.519547
757.5,-65.740425
758.75,-64.944321
760.0,-64.142059
761.25,-66.887047
762.5,-68.794075
763.75,-68.142113
765.0,-67.380875
766.25,-66.592392
767.5,-65.776566
768.75,-64.932625
770.0,-64.06105
771.25,-63.164154
772.5,-62.246628
773.75,-61.316246
775.0,-60.384258
776.25,-62.264786
777.5,-65.753929
778.75,-65.274529
780.0,-64.509514
781.25,-63.731297
782.5,-62.956871
783.75,-62.193993
785.0,-61.450008
786.25,-60.731628
787.5,-60.044212
788.75,-59.391163
790.0,-58.773579
791.25,-58.190273
792.5,-57.638077
793.75,-57.112293
795.0,-56.607178
796.25,-56.116268
797.5,-55.632515
798.75,-55.14817
800.0,-54.654316
801.25,-54.139885
802.5,-53.589725
803.75,-52.9804
805.0,-52.261547
806.25,-51.363762
807.5,-50.003487
808.75,-46.211678
810.0,33.153423
811.25,-3.6055017
812.5,-62.226498
813.75,-63.763756
815.0,-63.071671
816.25,-62.365536
817.5,-61.665466
818.75,-60.974178
820.0,-60.293846
821.25,-59.626247
822.5,-58.97274
823.75,-58.334244
825.0,-57.711193
826.25,-57.103497
827.5,-56.510487
828.75,-55.930859
830.0,-55.36256
831.25,-54.802643
832.5,-54.246994
833.75,-53.689922
835.0,-53.123348
836.25,-52.535355
837.5,-51.90715
838.75,-51.206123
840.0,-50.366989
841.25,-49.22501
842.5,-47.122086
843.75,-17.695957
845.0,2.5356903
846.25,-60.945698
847.5,-63.180138
848.75,-62.458492
850.0,-66.657509
851.25,-67.821632
852.5,-67.213036
853.75,-66.58683
855.0,-65.959633
856.25,-65.329506
857.5,-64.703102
858.75,-64.078163
860.0,-63.459007
861.25,-62.847656
862.5,-62.245716
863.75,-63.960522
865.0,-65.312241
866.25,-64.770432
867.5,-69.509445
868.75,-70.735191
870.0,-70.141769
871.25,-69.518921
872.5,-68.885941
873.75,-68.242088
875.0,-67.5877
876.25,-66.924545
877.5,-66.255814
878.75,-65.585808
880.0,-64.919441
881.25,-64.261711
882.5,-63.617165
883.75,-62.98962
885.0,-62.381912
886.25,-61.795864
887.5,-61.232323
888.75,-65.161118
890.0,-66.838264
891.25,-66.248207
892.5,-65.594818
893.75,-64.945236
895.0,-64.305084
896.25,-65.202866
897.5,-65.810158
898.75,-65.198959
900.0,-64.551689
901.25,-63.915318
902.5,-63.294506
903.75,-62.692001
905.0,-62.114178
906.25,-61.552956
907.5,-61.015759
908.75,-60.49519
910.0,-59.996922
911.25,-59.512756
912.5,-59.043842
913.75,-58.588619
915.0,-58.145145
916.25,-57.711433
917.5,-57.28548
918.75,-56.865261
920.0,-56.448677
921.25,-56.033508
922.5,-55.617302
923.75,-55.197235
925.0,-62.188377
926.25,-65.796219
927.5,-65.334793
928.75,-67.411316
930.0,-69.896706
931.25,-69.356758
932.5,-68.719223
933.75,-68.071869
935.0,-67.415833
936.25,-66.752953
937.5,-66.086426
938.75,-65.420403
940.0,-64.759468
941.25,-64.108063
942.5,-63.470066
943.75,-62.848484
945.0,-62.245358
946.25,-61.661751
947.5,-61.097851
948.75,-60.553085
950.0,-60.026302
951.25,-59.515892
952.5,-59.019947
953.75,-58.536343
955.0,-58.065399
956.25,-57.602425
957.5,-57.142174
958.75,-56.683956
960.0,-56.225254
961.25,-61.188309
962.5,-64.911819
963.75,-64.485764
965.0,-63.913071
966.25,-63.346096
967.5,-62.788822
968.75,-62.241543
970.0,-61.704098
971.25,-61.176037
972.5,-60.656681
973.75,-60.145168
975.0,-59.640491
976.25,-59.141514
977.5,-58.646938
978.75,-58.155304
980.0,-57.664913
981.25,-57.173748
982.5,-56.679367
983.75,-56.178715
985.0,-55.667866
986.25,-55.141521
987.5,-54.592205
988.75,-54.008736
990.0,-53.373161
991.25,-52.882278
992.5,-64.545601
993.75,-65.206718
995.0,-64.659843
996.25,-64.096451
997.5,-63.538582
998.75,-62.986828
1000.0,-62.441162
1001.25,-61.901344
1002.5,-61.366962
1003.75,-60.837425
1005.0,-60.311985
1006.25,-59.792439
1007.5,-59.27261
1008.75,-58.753048
1010.0,-58.232471
1011.25,-57.708836
1012.5,-57.179516
1013.75,-56.641109
1015.0,-56.08905
1016.25,-55.516979
1017.5,-54.9156
1018.75,-54.270424
1020.0,-53.556938
1021.25,-52.728367
1022.5,-51.677174
1023.75,-50.056286
1025.0,-44.954716
1026.25,31.345835
1027.5,-12.9796
1028.75,-63.966354
1030.0,-64.012733
1031.25,-63.316486
1032.5,-62.615944
1033.75,-61.918201
1035.0,-61.225704
1036.25,-60.540653
1037.5,-59.864971
1038.75,-59.200268
1040.0,-58.547752
1041.25,-57.908207
1042.5,-57.281895
1043.75,-56.668499
1045.0,-56.067028
1046.25,-55.475704
1047.5,-54.891762
1048.75,-54.311161
1050.0,-53.728092
1051.25,-53.134075
1052.5,-52.516243
1053.75,-51.850075
1055.0,-51.108204
1056.25,-50.204056
1057.5,-48.928825
1058.75,-46.28017
1060.0,28.410872
1061.25,-16.743382
1062.5,-71.591003
1063.75,-73.066223
1065.0,-72.523354
1066.25,-71.956367
1067.5,-71.378586
1068.75,-70.789772
1070.0,-70.189163
1071.25,-69.575661
1072.5,-68.948135
1073.75,-68.305908
1075.0,-67.649277
1076.25,-66.979874
1077.5,-66.300758
1078.75,-65.616234
1080.0,-64.931366
1081.25,-64.251396
1082.5,-63.581272
1083.75,-62.925228
1085.0,-62.286594
1086.25,-61.667725
1087.5,-64.235222
1088.75,-66.882713
1090.0,-66.339302
1091.25,-65.681679
1092.5,-65.025505
1093.75,-64.377144
1095.0,-68.509514
1096.25,-69.43396
1097.5,-68.783928
1098.75,-68.093338
1100.0,-67.387283
1101.25,-66.66787
1102.5,-67.891083
1103.75,-67.618164
1105.0,-66.893669
1106.25,-66.142517
1107.5,-65.377144
1108.75,-64.603615
1110.0,-63.833084
1111.25,-63.063442
1112.5,-62.306637
1113.75,-61.571705
1115.0,-60.866764
1116.25,-60.198494
1117.5,-59.571354
1118.75,-59.148697
1120.0,-64.66349
1121.25,-64.858612
1122.5,-64.213791
1123.75,-63.55653
1125.0,-64.429939
1126.25,-69.262627
1127.5,-68.841148
1128.75,-68.143951
1130.0,-67.427696
1131.25,-67.38562
1132.5,-69.244095
1133.75,-68.692482
1135.0,-67.958366
1136.25,-67.200012
1137.5,-66.418732
1138.75,-66.227592
1140.0,-67.431206
1141.25,-66.784935
1142.5,-65.980751
1143.75,-65.144615
1145.0,-64.28035
1146.25,-63.390022
1147.5,-62.478065
1148.75,-61.552261
1150.0,-60.62439
1151.25,-59.710266
1152.5,-58.828537
1153.75,-57.997894
1155.0,-57.236111
1156.25,-61.230537
1157.5,-66.750885
1158.75,-66.300858
1160.0,-65.576111
1161.25,-64.847733
1162.5,-64.118011
1163.75,-63.395645
1165.0,-62.688171
1166.25,-62.001198
1167.5,-61.339283
1168.75,-60.705631
1170.0,-60.101887
1171.25,-59.528111
1172.5,-58.982929
1173.75,-58.463821
1175.0,-57.967449
1176.25,-57.489952
1177.5,-57.027184
1178.75,-56.574848
1180.0,-56.128506
1181.25,-55.683533
1182.5,-55.234901
1183.75,-54.776844
1185.0,-54.302258
1186.25,-53.801659
1187.5,-53.261196
1188.75,-52.658493
1190.0,-51.952499
1191.25,-51.053337
1192.5,-49.695908
1193.75,-46.297161
1195.0,33.446381
1196.25,-2.489604
1197.5,-61.539738
1198.75,-63.393894
1200.0,-62.704689
1201.25,-61.998707
1202.5,-61.298851
1203.75,-60.607704
1205.0,-59.927334
1206.25,-59.26144
1207.5,-58.607262
1208.75,-57.967545
1210.0,-57.342636
1211.25,-56.732265
1212.5,-56.135509
1213.75,-55.550701
1215.0,-54.975262
1216.25,-54.405495
1217.5,-53.836166
1218.75,-53.259815
1220.0,-52.665421
1221.25,-52.035786
1222.5,-51.341621
1223.75,-50.526043
1225.0,-49.4529
1226.25,-47.638615
1227.5,-38.348061
1228.75,11.365731
1230.0,-56.736813
1231.25,-63.246056
1232.5,-62.547379
1233.75,-61.803791
1235.0,-61.061604
1236.25,-60.323883
1237.5,-59.593155
1238.75,-58.871601
1240.0,-58.160927
1241.25,-57.462292
1242.5,-56.776154
1243.75,-56.102142
1245.0,-55.438904
1246.25,-56.933121
1247.5,-64.879631
1248.75,-64.677223
1250.0,-64.107834
