Time,GlcI,Pg,Glc6P,Fru6P,Fru16BP,DHAP,GAP,NAD,BPGA13,NADH,Pyr,Nb,Pc,PyrE,Gly,GlcE,Gly3P,ATPc,ADPc,ATPg,ADPg,DHAPg,DHAPc,Gly3Pc,Gly3Pg,PGAg,PEPc,Vt,Vc,Vg,TPIact,sumAc,sumAg,KeqAK,Keq_anti,sumc4,sumc5,Keq_PGM,Keq_ENO,tot_cell,glycosome,cytosol,extracellular,vGlcTr,vHK,vPGI,vPFK,vALD,vTPI,vGAPdh,vGDH,vGPO,vPyrTr,vPGK,vPK,vATPase,vGlyK
0.12,0.03379584939284277,7.671905712608255,2.0704318807713187,0.5113576965418722,16.52344284516128,3.8977992483267685,0.03983514012668775,3.9550864677059296,0.0324030019932788,0.044917432294069436,4.840997429899494,1.5244763752610482,6.530012064186344,0.0,0.0,5.0,0.957465390738104,2.7797678616904857,0.9704763408053729,2.636556877387521,2.398791957833213,1.3062983942648643,4.013992581336913,0.9860074186630872,0.3208824833711682,0.6410451939293679,0.8031655234741051,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31291571226222,74.31815390632994,74.32134977823685,74.32212578936706,74.33583254808791,67.54990446305888,141.88577699350827,141.88582730472754,135.0892508884501,142.3613956569613,141.88575598205378,142.1730677728052,143.21667333917844,6.787477423303333
0.13,0.03378734035273903,7.673152436181552,2.07031019448828,0.5113281696455321,16.522925009244904,3.89778504204236,0.03983364749568175,3.9550884012144154,0.032403882324915034,0.04491549878558325,4.840594146051398,1.5240264109789141,6.528243989383822,0.0,0.0,5.0,0.9574770554885413,2.7783835245549757,0.9714769402738703,2.637313185883565,2.3985260644144226,1.3062467703926917,4.013980052719031,0.986019947280969,0.32087488098155076,0.6408559830992214,0.8029284612250146,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31329919263418,74.317778538251,74.32054291162211,74.32121322706769,74.33288747833382,67.5480099973954,141.88093073281345,141.8809750469034,135.09033727270395,142.35797761470513,141.88090898743943,142.10926616950118,142.9979142773949,6.786230303607697
0.14,0.033780074599886724,7.674215904015905,2.070205235096236,0.5113027327526499,16.522484528547526,3.8977783537740454,0.03983240467227964,3.9550900955997825,0.03240476053373327,0.04491380440021621,4.840095029424131,1.523666974173669,6.526742655868827,0.0,0.0,5.0,0.957481523237715,2.7772083650126587,0.97232592584351,2.63795840574973,2.398299092516445,1.3062035853250393,4.013975000832488,0.9860249991675119,0.3208663205091226,0.6407048392440179,0.8027390930888301,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31362664336629,74.31744597623509,74.31982386463201,74.32039983324545,74.33031738528146,67.546374819088,141.87671992165937,141.87675856890678,135.09077533012754,142.35374677797748,141.87669887559667,142.06004067981826,142.8126254374726,6.785125052659035
0.15,0.03377388693229812,7.675120820213916,2.0701151481553435,0.5112809218494341,16.522110739622686,3.8977773215716227,0.039831368183832205,3.955091567741853,0.032405592781115995,0.04491233225814599,4.839524280449735,1.5233772085043458,6.525473733198731,0.0,0.0,5.0,0.9574806142489151,2.7762153591671166,0.9730430148644977,2.638507489034266,2.398105842145384,1.3061674462037915,4.013975542694725,0.986024457305275,0.3208572233672078,0.6405829922330049,0.8025864309687318,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31390550880053,74.31715417221841,74.31919070493859,74.31968354944587,74.32809019573185,67.54497555665357,141.87308888283584,141.87312233807168,135.09072834443717,142.3489079777104,141.87306930485684,142.02150145987702,142.65635314969717,6.7841484170031
0.16,0.0337686292887251,7.675889190226648,2.0700381305508055,0.5112622904533505,16.52179420036364,3.8977804308409416,0.039830502851650455,3.9550928383786457,0.03240635653670404,0.04491106162135355,4.838899863729548,1.5231418123929843,6.5244049062604015,0.0,0.0,5.0,0.9574758081886471,2.775379107242661,0.9736466917750795,2.6389737615163926,2.397941667193863,1.3061372013194659,4.013980147441182,0.986019852558818,0.3208479273340697,0.6404840077237618,0.8024624132771012,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31414246106645,74.31689999680431,74.31863809522652,74.31905840212004,74.32617068858333,67.54378623444391,141.86997624062113,141.8700050368899,135.0903290591741,142.3436132526053,141.8699584882917,141.99093496266775,142.52495955092286,6.7832878226765585
0.17,0.03376417044088677,7.676540430790431,2.0699724924718508,0.5112464229666537,16.521526620638443,3.8977864660885144,0.03982978000975736,3.955093929607452,0.032407042905389455,0.0449099703925475,4.838235236264102,1.5229494567893638,6.523506735620587,0.0,0.0,5.0,0.9574682907906134,2.774676495383435,0.9741537448537168,2.639368986461043,2.3978024578683454,1.3061118945552554,4.013987587948879,0.9860124120511209,0.32083869502375956,0.6404031218292819,0.8023610713399074,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31434341387788,74.31667981950521,74.31815894614013,74.31851639729562,74.32452332358986,67.5427806222187,141.86732008587109,141.86734475938692,135.08968387742007,142.33797649293768,141.8673042680371,141.96644035036763,142.41471174553115,6.782531456139634
0.18,0.033760395631949235,7.677091473025223,2.069916703282316,0.5112329445180032,16.52130080255649,3.897794471657899,0.039829176018916744,3.955094862835863,0.03240765028979453,0.04490903716413655,4.837540783097156,1.5227914712876192,6.5227534227930795,0.0,0.0,5.0,0.957458991766719,2.7740872847159306,0.9745788533612183,2.6397034248961333,2.3976846232329567,1.3060907272604139,4.013996901521819,0.9860030984781814,0.32082972049234637,0.64033668862753,0.8022778371814324,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31451353876801,74.31648995379331,74.31774567060236,74.3180489599912,74.32311455647753,67.54193416001168,141.8650622025543,141.86508326758798,135.0888762732818,142.33208560149401,141.86504828842888,141.94662687624538,142.32236186678995,6.781868311714522
0.19,0.03375720466854145,7.677557062393646,2.0698693878207752,0.5112215194314823,16.52111050041938,3.8978037000820644,0.039828671369078306,3.9550956584032786,0.032408182187447426,0.04490824159672095,4.836824470154392,1.5226612663231553,6.522122310623558,0.0,0.0,5.0,0.9574486359599585,2.7735937129140718,0.9749348847954149,2.6399860159167785,2.397585030560089,1.306073031801216,4.014007337113537,0.9859926628864626,0.3208211441576274,0.6402819371941527,0.802209239110554,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.3146573510351,74.31632678900544,74.31739062658994,74.31764743852483,74.3219131384251,67.54122413920221,141.86314853018615,141.86316647637275,135.08797136932304,142.32600801722697,141.86313638932523,141.93049726804108,142.24507483369496,6.781288229335598
0.2,0.033754511121697243,7.677949901590406,2.06982933906673,0.5112118536952909,16.520950352886068,3.8978135832824443,0.039828249789191195,3.9550963346603782,0.032408643921557304,0.044907565339621085,4.836092646121034,1.5225536050956219,6.521594154916858,0.0,0.0,5.0,0.9574377713645529,2.773180700904258,0.975232753108342,2.6402244621073865,2.397500977375633,1.3060582474997904,4.01401832631365,0.98598167368635,0.3208130586649149,0.6402366654447161,0.8021525181356849,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31477874572127,74.31618700711236,74.31708664740371,74.31730372435099,74.32089113917559,67.54063050501172,141.86153105583935,141.86154627487932,135.08701845258634,142.31979750544755,141.8615205676569,141.91728315103413,142.180453438697,6.780781888923002
0.21,0.033752240376416935,7.678280939987938,2.0697954990084466,0.5112036900321797,16.52081575283749,3.8978236930661274,0.039827897720948836,3.9550969080793554,0.03240904214085717,0.044906991920643985,4.835350298563312,1.522464389511943,6.521152448206505,0.0,0.0,5.0,0.9574268084534011,2.772835319731276,0.975481808743953,2.6404254042545703,2.3974301314787976,1.3060459041552954,4.014029442812725,0.985970557187275,0.32080552127934003,0.6401991501233447,0.8021055151895387,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31488108549146,74.31606754827007,74.31682712699867,74.31701031166054,74.32002358137007,67.54013568376354,141.86016694195814,141.86018001243298,135.08605448932286,142.31349632073014,141.86015782211228,141.90641152237146,142.12644945689075,6.7803408045978655
0.22,0.03375032848029897,7.678559553761478,2.069766950062648,0.5111968057061396,16.520702767393878,3.897833715914597,0.03982760389956601,3.95509739344129,0.03240938393427721,0.04490650655870871,4.834601419022157,1.5223903370903469,6.520783239145976,0.0,0.0,5.0,0.9574160450425354,2.772546646256041,0.975689946633894,2.6405945299696714,2.3973704938221356,1.3060356071960875,4.01404037672637,0.9859596232736303,0.3207985606520424,0.6401680109402564,0.8020665009070473,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.3149672525057,74.31596568807396,74.31660604561938,74.31676043235008,74.3192884642164,67.53972395118689,141.85901897231994,141.85902987088897,135.08510635110633,142.307138296213,141.85901125000453,141.8974376435635,142.0813372025231,6.779957302403272
0.23,0.03374872036548174,7.678793809332067,2.0697428962963897,0.5111910076003605,16.52060802241835,3.8978434257165953,0.03982735875032663,3.9550978034088113,0.03240967592492056,0.044906096591187085,4.833849247925284,1.5223287736295896,6.520474692869513,0.0,0.0,5.0,0.9574056932475465,2.772305417178322,0.9758638585128692,2.6407367330818055,2.397320343168456,1.306027022810671,4.014050906772208,0.9859490932277923,0.32079218444855867,0.6401421233887794,0.8020340663938018,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31503972854068,74.31587898676774,74.31641811494026,74.31654804533335,74.31866657496471,67.53938239011553,141.85805443331338,141.8580636333601,135.08419322713368,142.30075091529156,141.85804784701878,141.89000832611632,142.04365665324835,6.779624441344815
0.24,0.033747369376591764,7.678990536240922,2.069722658201414,0.5111861310715402,16.520528669612727,3.8978526710153947,0.03982715436980847,3.9550981491238577,0.03240992448735885,0.04490575087614073,4.833096373086002,1.5222775484517754,6.520216940403325,0.0,0.0,5.0,0.9573958921979908,2.7721039097156366,0.9760091209720514,2.640856157495705,2.397278221249512,1.3060198729661423,4.01406088716872,0.9859391128312804,0.32078638343737137,0.640120583104798,0.8020070785720015,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31510061625491,74.3158053218823,74.31625865364957,74.31636786367959,74.31814129468314,67.53909962304921,141.85724545778612,141.85725323693245,135.0833277599701,142.29435614176037,141.85723983713152,141.88384636641692,142.0121928243239,6.779336031315413
0.25,0.033746235620781134,7.679155570434767,2.0697056517419647,0.5111820347088216,16.520462281518178,3.8978613534785795,0.03982698409889439,3.955098440232339,0.03241013543844764,0.044905459767659334,4.832344900802515,1.522234893253645,6.520001664512425,0.0,0.0,5.0,0.9573867292948012,2.7719356166874394,0.9761304311375465,2.640956344601012,2.397242881232743,1.3060139231628323,4.014070225688726,0.9859297743112743,0.3207811373779299,0.6401026465134533,0.8019846058167057,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31515171354354,74.31574283106433,74.31612356438961,74.31621525554459,74.3176982349554,67.53886599458885,141.85656802533492,141.8565745487494,135.08251794840157,142.28797186761156,141.85656328149133,141.87872779332034,141.98592361561393,6.779086536634921
0.26,0.03374528502390045,7.679293894077959,2.0696913759017614,0.511178597263148,16.52040679123647,3.897869415652968,0.03982684231999519,3.9550986850111647,0.032410313966706336,0.04490521498883332,4.8315965472960505,1.5221993473546405,6.51982186234504,0.0,0.0,5.0,0.9573782523069944,2.771795060174718,0.9762317419956039,2.6410403179501425,2.3972132581776737,1.306008975595287,4.0140788711719235,0.9859211288280765,0.3207764184022074,0.6400876993958132,0.8019658785730145,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31519455607082,74.31568989035817,74.31600928737788,74.31608618019874,74.31732497495327,67.53867336418806,141.85600149773083,141.85600698156708,135.08176823011837,142.28161268559631,141.85599748588612,141.87447017539432,141.96398974431216,6.778871020601847
0.27,0.03374448930626559,7.6794096396241835,2.069679413120074,0.5111757177623071,16.52036048954057,3.8978768355179785,0.03982672444216774,3.9550988904452016,0.03241046462397511,0.04490500955479677,4.830852661713448,1.5221697377770544,6.519671814958513,0.0,0.0,5.0,0.9573704748689115,2.7716777671377097,0.9763162806830934,2.641110585586254,2.3971884684516755,1.3060048682603589,4.014086807874032,0.9859131921259676,0.32077219308582305,0.6400752485125369,0.8019502788613576,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31523041835827,74.31564512337965,74.31591279664033,74.31597721549255,74.31701108277238,67.53851497906405,141.85552868877127,141.85553329220014,135.08107997160477,142.27529008101146,141.85552530451497,141.8709288708349,141.9456902428415,6.778685183296492
0.28,0.033743823836520505,7.679506405078196,2.069669398770882,0.5111733080702487,16.520321891488564,3.897883610028557,0.0398266265024783,3.955099062650338,0.032410591480807854,0.044904837349660165,4.830114373254458,1.522145063116528,6.519546595799919,0.0,0.0,5.0,0.9573633924959367,2.771579884796111,0.9763868262076967,2.6411693313306386,2.3971677424169187,1.3060014613050814,4.01409403888396,0.9859059611160399,0.3207684258151882,0.640064872771201,0.8019372790950379,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.3152604105067,74.3156073128359,74.31583142330017,74.3158853409846,74.3167474074497,67.53838500698426,141.85513459859266,141.8551384548939,135.0804529060829,142.26901367905575,141.85513175302265,141.86798124845205,141.93042195996102,6.778525151300676
0.29,0.033743267591926515,7.679587260264224,2.069661020843492,0.511171292801916,16.52028973323791,3.8978897522269484,0.03982654515082083,3.955099206877969,0.03241069810319977,0.044904693122029035,4.829382601406824,1.5221244850580502,6.519442048934126,0.0,0.0,5.0,0.9573569854961722,2.7714981633486473,0.9764457222368312,2.6412184185178886,2.397150423228447,1.3059986364915412,4.014100583130069,0.9858994168699313,0.320765079869005,0.6400562196587608,0.8019264376104615,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31528547998401,74.315575406372,74.31576285918177,74.31580794353602,74.31652607996769,67.53827851415826,141.8548064084077,141.85480963694718,135.07988539308147,142.2627913296897,141.85480402106887,141.86552526317428,141.91767654016292,6.778387493762535
0.3,0.03374280295409729,7.679654776469244,2.0696540172215565,0.5111696086587422,16.520262959181505,3.8978952881777915,0.03982647760913078,3.9550993275617863,0.03241078756155769,0.044904572438211575,4.828658072619192,1.522107315236568,6.519354736712067,0.0,0.0,5.0,0.9573512220139552,2.771429914874571,0.976494906962925,2.6412594079397884,2.397135960589667,1.3059962957758942,4.014106472241564,0.985893527758436,0.3207621183408564,0.6400489997164119,0.8019173917446926,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31530642082994,74.31554850573286,74.31570514195052,74.31574280257863,74.31634045388365,67.53819141052398,141.8545333702095,141.8545360704181,135.07937469058703,142.25662924738245,141.85453136913182,141.86347760966962,141.9070337752307,6.7782692147088595
0.31,0.03374241515912543,7.679711107487405,2.069648167746029,0.5111682024999898,16.520240687613846,3.8979002524093627,0.03982642157223743,3.955099428439489,0.032410862488651396,0.044904471560508946,4.827941356824688,1.5220929867400304,6.519281812532971,0.0,0.0,5.0,0.9573460624826398,2.771372913739924,0.9765359850531228,2.641293607009715,2.397123893467975,1.305994357827112,4.014111745941427,0.9858882540585734,0.32075950515088303,0.6400429745565663,0.801909842821922,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31532389843734,74.31552584807189,74.31565660452043,74.3156880327345,74.31618491855872,67.53812030893116,141.85430647620194,141.8543087319856,135.07891735455757,142.25053231995327,141.85430480168588,141.86176998077894,141.89814590340794,6.778167701886461
0.32,0.033742091797173794,7.679758062992628,2.0696432870133328,0.5111670295921782,16.52022217972181,3.8979046842097906,0.039826375119154975,3.955099512667859,0.032410925136666636,0.04490438733213878,4.8272328991508315,1.522081029500263,6.5192209079875845,0.0,0.0,5.0,0.9573414632266676,2.7713253082887332,0.976570291410118,2.6413221142811354,2.397113834430357,1.3059927549106898,4.014116448316283,0.9858835516837168,0.3207572057917296,0.6400379465146695,0.8019035431882295,5.7,5.4554,0.2446,1.0,3.9,6.0,0.442,1.0,45.0,5.0,0.187,6.7,5.7,0.2446,5.4554,1.0,74.31533847210454,74.31550678423031,74.31561582955568,74.31564203098853,74.31605472795849,67.53806239869623,141.85411816130076,141.85412004370633,135.07850956240225,142.2445043768803,141.8541167624278,141.86034589416735,141.890723722871,6.778080677056228
