Time,C,P,Q,Qp,Pstar,P0,Q0,lambda_P,k_PQ,k_Qp_P,delta_QP,gamma,KDE,K,plama,tissue
4.49,0.3404116025362436,5.924570058243559,25.48348483406967,15.218067454176436,46.626122346489666,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.5,0.33959559440874004,5.925169180900572,25.468359496217897,15.231425767933922,46.62495444505239,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.51,0.3387815423183784,5.925777260893985,25.453279433763086,15.244737233003283,46.62379392766035,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.5200000000000005,0.3379694415731103,5.926394277779643,25.43824448863643,15.258002013000114,46.62264077941619,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.53,0.3371592876093465,5.927020217475004,25.42325455083056,15.271220222541752,46.62149499084732,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.54,0.33635107586082735,5.927655065241374,25.40830950537582,15.284391981297716,46.62035655191491,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.55,0.3355448014959392,5.928298791624442,25.393409126111838,15.297517522274974,46.619225440011256,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.5600000000000005,0.33474045987022644,5.928951376676707,25.378553258703654,15.310597005258215,46.61810164063858,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.57,0.33393804635031743,5.9296128005338975,25.36374174944047,15.323630589389763,46.61698513936413,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.58,0.333137556313894,5.930283043414457,25.34897444523174,15.336618433173586,46.61587592181978,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.59,0.33233898514966215,5.930962085619035,25.334251193603258,15.349560694479289,46.61477397370158,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.6000000000000005,0.33154232825732244,5.93164990752997,25.319571842693293,15.362457530546111,46.613679280769375,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.61,0.33074758104754054,5.932346489610775,25.304936241248654,15.375309097986927,46.612591828846355,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.62,0.32995473894191724,5.933051812405627,25.290344238620822,15.388115552792243,46.61151160381869,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.63,0.329163797372959,5.9337658565388525,25.275795684762034,15.400877050334206,46.61043859163509,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.64,0.3283747517840483,5.934488602714413,25.26129043022139,15.413593745370585,46.60937277830639,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.65,0.3275875976294141,5.935220031715389,25.24682832614095,15.426265792048792,46.60831414990513,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.66,0.3268023303741022,5.935960124403474,25.232409224251846,15.438893343909855,46.60726269256517,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.67,0.3260189454939455,5.936708861718452,25.21803297687038,15.45147655389244,46.60621839248127,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.68,0.3252374384755343,5.9374662246776895,25.203699436894105,15.464015574336841,46.60518123590863,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.69,0.32445780481618697,5.938232194375622,25.18940845779797,15.476510556988977,46.604151209162566,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.7,0.32368004002392015,5.939006751983238,25.17515989363038,15.48896165300439,46.60312829861801,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.71,0.322904139617419,5.939789878747565,25.160953599009318,15.501369012952248,46.60211249070913,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.72,0.3221300991260077,5.940581555991157,25.146789429118446,15.513732786819348,46.60110377192895,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.73,0.32135791408962,5.941381765111585,25.1326672397032,15.526053124014103,46.60010212882889,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.74,0.32058758005876936,5.942190487580914,25.118586887066893,15.538330173370552,46.59910754801836,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.75,0.31981909259451924,5.943007704945201,25.104548228066825,15.550564083152352,46.59812001616438,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.76,0.3190524472684538,5.94383339882397,25.090551120110376,15.562755001056779,46.597139519991124,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.7700000000000005,0.3182876396626477,5.944667550909707,25.076595421151108,15.574903074218732,46.59616604627955,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.78,0.31752466536963747,5.945510142967343,25.062680989684875,15.587008449214723,46.59519958186694,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.79,0.3167635199923908,5.94636115683374,25.04880768474591,15.599071272066881,46.59424011364653,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.8,0.3160041991442775,5.947220574417178,25.03497536590294,15.611091688246953,46.59328762856707,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.8100000000000005,0.3152466984490397,5.948088377696843,25.021183893255284,15.623069842680298,46.59234211363243,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.82,0.3144910137937023,5.948964557245242,25.007433196064888,15.635005808555226,46.591403561865356,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.83,0.3137371406174555,5.94984908826725,24.993723079796823,15.646899787475926,46.590471955539996,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.84,0.31298507456861185,5.9507419527370775,24.98005340439056,15.658751924545252,46.589547281672886,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.8500000000000005,0.3122348113150309,5.951643133010925,24.96642403282228,15.670562361719952,46.58862952755316,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.86,0.31148634653490886,5.9525526115171115,24.95283482860974,15.682331240398764,46.58771868052561,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.87,0.31073967591675067,5.953470370755629,24.939285655808888,15.694058701425886,46.5868147279904,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.88,0.3099947951593425,5.954396393297692,24.92577637901049,15.705744885094443,46.585917657402625,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.89,0.3092516999717235,5.955330661785284,24.912306863336724,15.71738993114996,46.585027456271966,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.9,0.30851038607315884,5.956273158930713,24.89887697443779,15.728993978793829,46.584144112162335,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.91,0.30777084919311126,5.957223867516154,24.885486578488546,15.740557166686786,46.583267612691486,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.92,0.3070330850712137,5.958182770393204,24.872135542185084,15.752079632952372,46.58239794553066,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.93,0.3062970894572413,5.95914985048243,24.858823732741374,15.763561515180408,46.58153509840421,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.94,0.3055628581110839,5.960125090772921,24.84555101788585,15.775002950430471,46.58067905908924,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.95,0.30483038680271823,5.961108474321832,24.83231726585804,15.78640407523535,46.57982981541522,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.96,0.30409967131218,5.962099984253938,24.819122345405173,15.79776502560453,46.57898735526364,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.97,0.30337070742953637,5.9630996037611865,24.80596612577877,15.809085937027655,46.578151666567614,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.98,0.3026434909548578,5.96410731610224,24.792848476731294,15.820366944478,46.57732273731153,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
4.99,0.30191801769819104,5.96512310460203,24.77976926851273,15.83160818241594,46.5765005555307,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.0,0.30119428347953064,5.966146952651308,24.766728371867202,15.842809784792422,46.57568510931093,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.01,0.30047228412879157,5.967178843706193,24.7537256580296,15.853971885052436,46.57487638678823,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.0200000000000005,0.2997520154857813,5.968218761287719,24.740760998722173,15.865094616138482,46.574074376148374,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.03,0.2990334734001724,5.969266688981392,24.727834266151152,15.876178110494042,46.573279065626586,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.04,0.2983166537314743,5.970322610436731,24.71494533300335,15.887222500067049,46.57249044350713,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.05,0.29760155234900587,5.971386509366823,24.702094072442794,15.898227916313363,46.57170849812298,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.0600000000000005,0.29688816513186755,5.972458369547873,24.689280358107307,15.909194490200232,46.57093321785541,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.07,0.29617648796891377,5.97353817481875,24.676504064105153,15.920122352209766,46.57016459113367,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.08,0.2954665167587249,5.974625909080542,24.663765065011614,15.931011632342411,46.569402606434565,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.09,0.2947582474095796,5.975721556296099,24.651063235865628,15.941862460120417,46.56864725228215,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.1000000000000005,0.29405167596483767,5.976825104085499,24.638398480295916,15.9526749355735,46.567898519954916,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.11,0.2933467983589567,5.977936536730626,24.625770675798442,15.963449185689392,46.56715639821846,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.12,0.2926436104332963,5.979055835628668,24.613179677284094,15.97418536075412,46.566420873666885,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.13,0.2919421081372607,5.980182985059863,24.600625362197842,15.984883587808032,46.565691935065736,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.14,0.291242287429915,5.981317969366863,24.588107608454052,15.995543993407217,46.56496957122813,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.15,0.29054414427995906,5.982460772954334,24.57562629443348,16.00616670362659,46.56425377101441,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.16,0.2898476746657015,5.983611380288555,24.56318129898026,16.016751844062956,46.56354452333177,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.17,0.28915287457503336,5.984769775897015,24.55077250139891,16.027299539838104,46.56284181713403,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.18,0.2884597400054025,5.985935944368013,24.538399781451314,16.037809915601866,46.562145641421196,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.19,0.28776826696378704,5.987109870350256,24.52606301935371,16.048283095535204,46.56145598523917,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.2,0.2870784514666701,5.988291538552456,24.51376209577371,16.058719203353277,46.560772837679444,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.21,0.2863902895400128,5.989480933742932,24.501496891827262,16.06911836230853,46.56009618787873,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.22,0.2857037772192288,5.990678040749207,24.489267289075663,16.07948069519375,46.559426025018624,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.23,0.2850189105491582,5.991882844457604,24.477073169522548,16.089806324345172,46.55876233832532,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.24,0.2843356855840415,5.9930953298128475,24.464914415610885,16.10009537164552,46.558105117069246,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.25,0.2836540983874933,5.9943154818176625,24.452790910219957,16.110347958527104,46.557454350564726,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.26,0.2829741450324766,5.995543285532372,24.440702536662375,16.120564205974894,46.556810028169636,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.2700000000000005,0.2822958216012763,5.996778726074493,24.428649178681056,16.1307442345296,46.55617213928515,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.28,0.28161912418547397,5.99802178861834,24.41663072044623,16.140888164290736,46.5555406733553,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.29,0.2809440488859208,5.999272458394622,24.40464704655241,16.1509961149197,46.55491561986673,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.3,0.28027059181271213,6.000530720690037,24.392698042015414,16.161068205642852,46.554296968348304,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.3100000000000005,0.2795987490851615,6.001796560846876,24.380783592269346,16.1711045552546,46.553684708370824,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.32,0.27892851683177433,6.00306996426262,24.36890358316358,16.181105282120456,46.553078829546656,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.33,0.2782598911902219,6.004350916389535,24.357057900959774,16.191070504180125,46.55247932152943,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.34,0.27759286830731533,6.005639402734277,24.345246432328842,16.201000338950575,46.551886174013696,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.3500000000000005,0.27692744433897964,6.006935408857484,24.333469064347966,16.210894903529127,46.551299376734576,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.36,0.27626361545022776,6.008238920373381,24.32172568449758,16.220754314596505,46.550718919467464,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.37,0.27560137781513416,6.009549922949372,24.310016180658355,16.230578688419943,46.550144792027666,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.38,0.27494072764420213,6.010868403280259,24.29834044822371,16.240368133648207,46.54957698515217,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.39,0.2742816613177041,6.012194353832898,24.28669842473952,16.250122716221423,46.549015494793835,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.4,0.27362417485653034,6.0135277540200205,24.275089952457762,16.259842598604934,46.54846030508271,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.41,0.27296826447330763,6.014868589809026,24.263514921496455,16.269527894767624,46.547911406073105,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.42,0.27231392638969426,6.0162168472220605,24.251973222384887,16.279178718253842,46.54736878786079,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.43,0.27166115683635633,6.017572512335671,24.240464746061086,16.28879518218604,46.5468324405828,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.44,0.27100995205294287,6.018935571280474,24.228989383869223,16.29837739926738,46.54630235441708,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.45,0.27036030828806207,6.020306010240808,24.217547027557067,16.30792548178437,46.54577851958224,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.46,0.26971222179925647,6.0216838154543915,24.206137569273427,16.317439541609502,46.54526092633732,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.47,0.26906568885297877,6.023068973211987,24.194760901565555,16.326919690203866,46.54474956498141,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.48,0.26842070572456744,6.024461469857059,24.183416917376626,16.33636603861979,46.54424442585348,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.49,0.26777726869822266,6.0258612917854295,24.17210551004314,16.345778697503455,46.54374549933202,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.5,0.2671353740669815,6.027268425444942,24.160826573292365,16.355157777097542,46.543252775834844,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.51,0.266495018132694,6.0286828573351166,24.149580001239787,16.364503387243833,46.54276624581874,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.5200000000000005,0.2658561972059984,6.030104574006812,24.13836568838653,16.373815637385867,46.54228589977921,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.53,0.2652189076062975,6.031533562061884,24.127183529616797,16.383094636571553,46.54181172825024,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.54,0.26458314566173347,6.032969808152841,24.11603342019531,16.392340493455794,46.54134372180395,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.55,0.26394890770916407,6.0344132989825106,24.104915255764737,16.401553316303133,46.54088187105038,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.5600000000000005,0.263316190094138,6.0358640213036905,24.093828932343136,16.410733212990365,46.54042616663719,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.57,0.2626849891708709,6.037321961918815,24.08277434632138,16.419880291009168,46.53997659924936,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.58,0.26205530130222077,6.0387871076796085,24.071751394460613,16.42899465746873,46.53953315960895,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.59,0.2614271228596635,6.040259445486748,24.060759973889656,16.438076419098394,46.53909583847479,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.6000000000000005,0.26080045022326886,6.041738962289519,24.049799982102478,16.44712568225026,46.53866462664226,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.61,0.260175279781676,6.043225645085479,24.038871316955596,16.456142552901827,46.5382395149429,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.62,0.25955160793206883,6.044719480920113,24.027973876665538,16.465127136658623,46.53782049424427,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.63,0.2589294310801523,6.046220456886496,24.017107559806263,16.47407953875683,46.53740755544959,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.64,0.2583087456401275,6.047728560124946,24.006272265306606,16.48299986406591,46.53700068949746,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.65,0.2576895480346675,6.049243777822691,23.99546789244771,16.491888217091233,46.53659988736163,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.66,0.2570718346948931,6.050766097213525,23.98469434086046,16.50074470197671,46.5362051400507,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.67,0.2564556022206492,6.052295511336487,23.973951552680823,16.50956937980732,46.53581644382463,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.68,0.2558408469962846,6.05383200523277,23.963239411506688,16.51836237095183,46.53543378769129,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.69,0.2552275654173633,6.055375564091155,23.952557802024998,16.527123794668803,46.53505716078496,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.7,0.25461575395111574,6.05692617542035,23.941906625913905,16.53585375299998,46.534686554334236,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.71,0.2540054090731974,6.058483826777482,23.931285785214513,16.544552347612413,46.53432195960441,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.72,0.253396527267666,6.060048505767812,23.920695182328767,16.553219679800648,46.53396336789723,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.73,0.2527891050269587,6.06162020004446,23.91013472001731,16.561855850488897,46.533610770550666,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.74,0.25218313885187,6.063198897308117,23.899604301397368,16.570460960233245,46.53326415893873,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.75,0.251578625251528,6.06478458530677,23.889103829940613,16.57903510922382,46.5329235244712,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.76,0.25097556074337285,6.0663772518354175,23.878633209471047,16.58757839728699,46.532588858593456,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.7700000000000005,0.25037394185313316,6.067976884735788,23.86819234416286,16.59609092388753,46.53226015278618,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.78,0.24977376511480412,6.069583471896061,23.85778113853832,16.604572788130824,46.531937398565205,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.79,0.24917502707062414,6.071197001250583,23.847399497465638,16.613024088765044,46.531620587481264,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.8,0.24857772427105249,6.072817460779592,23.83704732615683,16.621444924183336,46.53130971111976,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.8100000000000005,0.2479818532747466,6.074444838508928,23.826724530165617,16.62983539242601,46.531004761100554,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.82,0.24738741064853945,6.076079122509758,23.816431015385266,16.63819559118271,46.53070572907774,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.83,0.24679439296741665,6.077720300898295,23.806166688046492,16.646525617794616,46.530412606739404,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.84,0.246202796814494,6.079368361835513,23.795931454715312,16.65482556925662,46.530125385807445,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.8500000000000005,0.24561261878099466,6.0810232935268695,23.78572522229092,16.663095542219516,46.529844058037305,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.86,0.2450238554662266,6.082685084222022,23.775547898003573,16.671335632992175,46.52956861521777,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.87,0.2444365034775598,6.084353722214546,23.765399389412448,16.679545937543754,46.529299049170746,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.88,0.2438505594304036,6.086029195841658,23.755279604403523,16.687726551505847,46.52903535175103,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.89,0.24326601994818403,6.087711493483933,23.745188451187452,16.6958775701747,46.528777514846084,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.9,0.2426828816623212,6.0894006035650206,23.73512583829743,16.703999088513385,46.52852553037584,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.91,0.2421011412122065,6.091096514551364,23.725091674587077,16.712091201153974,46.52827939029241,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.92,0.24152079524518003,6.0927992149519214,23.7150858692283,16.720154002399745,46.528039086579966,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.93,0.24094184041650782,6.094508693317888,23.705108331709177,16.72818758622736,46.527804611254425,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.94,0.24036427338935912,6.096224938242406,23.695158971831813,16.736192046289034,46.52757595636325,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.95,0.23978809089213812,6.097947939952022,23.685237711907114,16.744167463414723,46.527353115273854,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.96,0.23921328971185324,6.099677690123023,23.675344485347473,16.75211390705442,46.52713608252492,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.97,0.23863986640184487,6.101414173770437,23.66547917451504,16.760031498974545,46.52692484726002,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
5.98,0.23806781765898402,6.10315737971666,23.655641690939174,16.76792033104682,46.52671940170265,7.13,41.2,0.121,0.00295,0.0031,0.0087,0.729,0.24,100.0,1.0,1.0
