Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12
6.05,1.7582055712389675,118.56925144047386,0.00485846359327085,0.03259335008228228,0.017521565807672182,23.728334110521597,0.27166588947836784,9.4,208.343167854655,0.6568321453437926,0.01591602292838017,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1557608488663302,45.65813719727625,46.53013134278516,1.1978441564916809,3.45871646031815,23.20304644921873,1.0564547748870319,0.7315919544203828,25.067001191054512,24.154897831554855,7.186115437055357,0.761452369454152
6.0600000000000005,1.7581772306029941,118.56916420595684,0.004854270998047659,0.03260744948135293,0.01755400720257964,23.72817502493676,0.27182497506320685,9.4,208.3414712065867,0.6585287934121002,0.015992266514291826,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1557422190780815,45.65740123063691,46.53009710934365,1.1975113243881883,3.455708603489014,23.21292811131975,1.0569117815289888,0.7329465059350699,25.081680246096337,24.168845944214507,7.204677727225449,0.7634192596267796
6.07,1.7581489619061283,118.56907690136131,0.004850109671103289,0.03262147017856834,0.01758635890259544,23.728016717932718,0.2719832820672508,9.4,208.33977502315557,0.6602249768432379,0.016068706762350646,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1557236365791859,45.656667132155484,46.53006284840122,1.1971815727586201,3.4527231594107635,23.222754374118942,1.0573662371919712,0.7342973123471895,25.096287460371716,24.182724654830405,7.223234934001916,0.7653856111548288
6.08,1.7581207649543373,118.5689895268766,0.004845979310873079,0.03263541273440383,0.017618621027791506,23.72785918563287,0.27214081436709964,9.4,208.33807931077257,0.6619206892262248,0.01614534361832017,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1557051012420951,45.6559348967932,46.53002856003219,1.1968548664699066,3.449759912104538,23.232525634916186,1.057818160042778,0.735644378670201,25.11082319158009,24.196534310607632,7.2417869872450025,0.767351416606178
6.09,1.7580926395541117,118.56890208269151,0.004841879619271872,0.032649277704034425,0.01765079369954376,23.72770242417824,0.2722975758217319,9.4,208.33638407580708,0.6636159241917129,0.01622217702722313,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155686612939606,45.655204519524894,46.529994244310636,1.1965311708095483,3.446818648082974,23.242242287227466,1.0582675680764084,0.7369877099720104,25.125287795794932,24.21027525716926,7.260333817270433,0.769316668596969
6.1000000000000005,1.7580645855124641,118.56881456899433,0.0048378103016522055,0.032663065637393754,0.01768287704050965,23.727546429727433,0.27245357027253897,9.4,208.334689324587,0.6653106754117831,0.016299206933346293,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1556681715448571,45.65447599533897,46.52995990131045,1.1962104514814174,3.4438991563202377,23.251904720827095,1.058714479117971,0.738327311374032,25.139681627466945,24.223947838559464,7.278875354847192,0.771281359791372
6.11,1.7580366026369278,118.56872698597283,0.004833771066762918,0.03267677707923238,0.017714871174605917,23.727391198456612,0.2726088015433592,9.4,208.33299506339904,0.6670049365997421,0.0163764332802452,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1556497769313303,45.65374931923732,46.52992553110532,1.195892674601558,3.4410012282223637,23.261513321789653,1.059158910824575,0.7396631880502607,25.154005039427165,24.237552397246613,7.297411531195294,0.7732454829013491
6.12,1.7580086907355552,118.56863933381429,0.004829761626708173,0.03269041256917552,0.017746776226986716,23.727236726559457,0.2727632734405141,9.4,208.33130129848885,0.6686987015099208,0.016453856010749,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1556314289728484,45.65302448623534,46.52989113376874,1.1955778066940013,3.438124657597886,23.271068472531336,1.0596008806872,0.740995345226358,25.168258382890347,24.25108927412655,7.315942277983589,0.7752090306864211
6.13,1.757980849616916,118.56855161270549,0.004825781696906907,0.03270397264178016,0.01777859232402196,23.727083010247128,0.27291698975284445,9.4,208.3296080360613,0.6703919639374719,0.016531475066965153,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155613127543574,45.65230149136185,46.529856709374016,1.1952658146865884,3.435269240628775,23.28057055185098,1.0600404060325486,0.7423237881787482,25.182442007458263,24.264558808525848,7.334467527327532,0.7771719959534324
6.140000000000001,1.7579530790900968,118.5684638228327,0.004821830996052686,0.03271745782659154,0.01781031959327595,23.726930045748226,0.27306995425174774,9.4,208.3279152822806,0.6720847177181686,0.016609290390284158,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555948725180099,45.65158032965908,46.52982225799424,1.1949566659068023,3.4324347758416742,23.290019934970594,1.0604775040248766,0.7436485222337255,25.19655626112316,24.277961338205237,7.352987211786993,0.7791343715563185
6.15,1.757925378964699,118.56837596438167,0.004817909246073988,0.032730868648199074,0.01784195816348627,23.72677782930876,0.27322217069121635,9.4,208.32622304327057,0.6737769567282035,0.016687301921384245,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555766637709968,45.65086099618268,46.5297877797023,1.1946503280776155,3.4296210640794373,23.2994169935755,1.0609121916678061,0.7449695527665732,25.210601490271305,24.291297199363022,7.371501264364055,0.7810961503958718
6.16,1.757897749050837,118.56828803753767,0.004814016172094892,0.032744205626291684,0.017873508164542983,23.7266263571921,0.27337364280787635,9.4,208.32453132511478,0.6754686748839893,0.01676550960023607,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555585011777132,45.65014348600156,46.529753274570915,1.1943467693133478,3.4268279084729567,23.308762095853993,1.0613444858061174,0.7462868852006949,25.22457803968654,24.304566726638605,7.3900096185008275,0.7830573254195112
6.17,1.7578701891591382,118.56820004248546,0.004810151502396185,0.032757469275712506,0.017904969727468037,23.726475625678948,0.2735243743210275,9.4,208.3228401338568,0.6771598661419588,0.016843913366107348,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555403846136747,45.64942779419799,46.52971874267257,1.1940459581155405,3.4240551144132985,23.31805560653662,1.0617744031275245,0.747600525006755,25.238486252553983,24.317770253116127,7.4085122080772665,0.78501788962105
6.18,1.75784269910074,118.56811197940931,0.004806314968376878,0.03277066010651302,0.01793634298439499,23.726325631067294,0.2736743689326835,9.4,208.3211494755004,0.6788505244983654,0.01692251315756748,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555223139547317,45.648713915867475,46.5296841840796,1.1937478633688445,3.4213024895241286,23.327297886935007,1.0622019601644277,0.7489104777018316,25.252326470463757,24.330908110328064,7.427008967408984,0.786977836040465
6.19,1.75781527868729,118.56802384849298,0.004802506304516133,0.032783778624006624,0.01796762806854895,23.726176369672366,0.2738236303276132,9.4,208.31945935600967,0.6805406439890854,0.017001308912492175,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1555042890770701,45.64800184611875,46.529649598864104,1.1934524543369254,3.4185698436344314,23.336489294980304,1.0626271732956514,0.7502167488485793,25.26609903341476,24.343980628259004,7.445499831245093,0.788937157763667
6.2,1.7577879277309434,118.56793564991976,0.004798725248335602,0.03279682532882157,0.017998825114226784,23.726027837826596,0.2739721621733829,9.4,208.31776978130935,0.6822302186894197,0.017080300568068002,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1554863098572101,45.64729158007378,46.529614987098014,1.1931597006583872,3.415856988751529,23.34563018526112,1.063050058748159,0.7515193440544023,25.2798042798186,24.356988135349408,7.46398473476603,0.7908958479222705
6.21,1.7577606460443618,118.56784738387242,0.004794971540362168,0.03280980071695339,0.01802993425677759,23.72588003187958,0.27411996812039857,9.4,208.31608075728488,0.6839192427138966,0.017159488060796983,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1554683761720042,45.64658311286761,46.52958034885305,1.1928695723427105,3.413163739034382,23.354720909061175,1.0634706325987535,0.7528182689706402,25.29344254650346,24.3699309584995,7.482463613581404,0.7928538996933661
6.22,1.7577334334407124,118.56775905053324,0.0047912449240910876,0.03282270527981669,0.018060955632583416,23.72573294819803,0.27426705180194955,9.4,208.3143922897827,0.6856077102160754,0.017238871326501107,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1554504878986371,45.645876439648475,46.52954568420076,1.1925820397662144,3.4104899107671955,23.36376181439641,1.0638889107757543,0.7541135292917616,25.307014168718165,24.382809423073144,7.500936403727848,0.7948113062992919
6.23,1.7577062897336666,118.56767065008403,0.004787545145949552,0.032835539504296414,0.01809188937904022,23.725586583165725,0.2744134168342524,9.4,208.3127043846104,0.6872956153883502,0.017318450300326856,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1554326449146255,45.64517155557769,46.529510993212476,1.192297073668034,3.4078353223333,23.372753246051772,1.0643049090606604,0.7554051307545696,25.32051948013621,24.395623852901863,7.519403041666861,0.7967680610074066
6.24,1.7576792147373979,118.56758218270608,0.0047838719552606304,0.03284830387279849,0.01812273563453906,23.72544093318348,0.27455906681649556,9.4,208.311017047537,0.6889829524617542,0.017398224916749673,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1554148470978158,45.64446845582959,46.529476275959354,1.192014645146123,3.405199794189334,23.38169554561753,1.064718643089792,0.7566930791374171,25.33395881285986,24.408374570288828,7.537863464282685,0.7987241571298626
6.25,1.7576522082665813,118.5674936485802,0.004780225104207623,0.03286099886330001,0.01815349453844757,23.725295994669093,0.2747040053308847,9.4,208.309330284293,0.6906697157057656,0.017478195109578466,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553970943263845,45.64376713559154,46.52944153251234,1.1917347256532727,3.402583148839698,23.39058905152527,1.0651301283559158,0.7579773802594323,25.347332497424375,24.42106189601298,7.556317608880166,0.80067958802338
6.26,1.7576252701363915,118.56740504788672,0.004776604347798808,0.03287362494939874,0.01818416623109162,23.72515176405729,0.2748482359426886,9.4,208.30764410057066,0.6923558994281128,0.017558360811960022,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553793864788355,45.64306759006389,46.52940676294219,1.1914572869931566,3.3999852108113084,23.399434099083376,1.065539380209851,0.7592580399797534,25.360640862802217,24.43368614933316,7.574765413182631,0.8026343470890227
6.2700000000000005,1.7575984001625018,118.5673163808055,0.0047730094438325835,0.03288618260036213,0.018214750853737253,23.725008237799695,0.2749917622002858,9.4,208.3059585020242,0.6940414979745814,0.01763872195638346,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553617234340017,45.64236981445993,46.529371967319506,1.1911823013163976,3.3974058066286235,23.408231020512186,1.0659464138620576,0.7605350641967746,25.37388423640737,24.446247647992326,7.593206815329775,0.8045884277719727
6.28,1.7575715981610827,118.56722764751586,0.004769440152862999,0.0328986722811758,0.018245248548572828,23.72486541236477,0.2751345876352114,9.4,208.30427349426995,0.6957265057288202,0.01771927847468458,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553441050710422,45.64167380400589,46.529337145714656,1.1909097411166567,3.394844764788959,23.41698014497876,1.0663512443842074,0.7618084588474002,25.387062944099625,24.458746708221774,7.611641753875536,0.8065418235613068
6.29,1.7575448639488005,118.5671388481967,0.00476589623816568,0.03291109445259143,0.018275659458691418,23.72472328423778,0.27527671576220497,9.4,208.3025890828866,0.6974109171121506,0.017800030298050305,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553265312694423,45.64097955394082,46.529302298197834,1.1906395792267472,3.392301915738075,23.425681798631192,1.0667538867107365,0.7630782299063098,25.400177310189054,24.471183644745448,7.630070167786014,0.8084945279897741
6.3,1.757518197342816,118.56704998302641,0.004762377465704142,0.032923449571174136,0.018305983728073415,23.724581849920725,0.27541815007925863,9.4,208.3009052734154,0.6990947265833736,0.01788097735702299,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1553090019090118,45.64028705951665,46.529267424839055,1.1903717888147747,3.38977709184605,23.434336304632595,1.0671543556403813,0.7643443833852319,25.41322765744041,24.483558770784313,7.648491996437354,0.8104465346335734
6.3100000000000005,1.7574915981607833,118.56696105218288,0.00475888360409648,0.03293573808934929,0.018336221501569366,23.724441105932318,0.27555889406766576,9.4,208.2992220713602,0.7007779286385795,0.017962119581504794,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552915168698854,45.63959631599811,46.529232525708125,1.1901063433802985,3.3872701273834274,23.442943983194677,1.0675526658376964,0.7656069253322271,25.426214307077615,24.4958723980607,7.666907179613668,0.8123978371121324
6.32,1.757465066220848,118.56687205584353,0.0047554144245824485,0.032947960455448816,0.018366372924883027,23.724301048807913,0.2756989511920703,9.4,208.2975394821878,0.7024605178109571,0.01804345690076194,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552740760325209,45.63890731866271,46.52919760087468,1.1898432167505217,3.3847808584976287,23.451505151610878,1.0679488318345534,0.766865861830981,25.439137578788337,24.508124836802796,7.685315657504951,0.8143484290878864
6.33,1.7574386013416463,118.56678299418533,0.0047519697009909215,0.032960117113756994,0.01839643814455466,23.724161675099467,0.2758383249005164,9.4,208.29585751132817,0.7041424886706045,0.018124989243429063,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552566792776977,45.63822006280067,46.52916265040815,1.1895823830765087,3.3823091231896574,23.460020124289258,1.068342868031628,0.7681211990001064,25.451997790728555,24.52031639574911,7.703717370705001,0.8162983042660584
6.34,1.7574122033423039,118.56669386738476,0.004748549209707722,0.03297220850455565,0.018426417307944514,23.724022981375484,0.2759770186244989,9.4,208.29417616417442,0.7058238358243399,0.018206716537513438,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552393264865182,45.63753454371494,46.529127674377804,1.1893238168294245,3.379854761291052,23.468489212784856,1.068734788699863,0.7693729429924537,25.464795259527225,24.532447382152984,7.722112260209356,0.8182474563944409
6.3500000000000005,1.7573858720424338,118.5666046756178,0.004745152729643833,0.03298423506416893,0.018456310563216536,23.723884964220968,0.2761150357790136,9.4,208.29249544608325,0.7075045539155134,0.01828863871039925,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552220175404044,45.63685075672114,46.5290926728527,1.1890674927968052,3.377417614441124,23.476912725831777,1.06912460798192,0.7706210999944307,25.47753030029089,24.5445181017872,7.740500267413233,0.8201958792631764
6.36,1.7573596072621362,118.56651541905997,0.00474178004220398,0.032996197225007476,0.018486118059322286,23.723747620237372,0.2762523797626087,9.4,208.29081536237496,0.7091846376238183,0.01837075568885178,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1552047523210986,45.636168697147504,46.5290576459017,1.1888133860788557,3.374997526064457,23.48529096937487,1.0695123398936122,0.771865676225331,25.490203226608482,24.556528858948557,7.758881334109469,0.8221435667045401
6.37,1.7573334088219963,118.56642609788632,0.004738430931255577,0.03300809541561213,0.018515839945985085,23.723610946042545,0.2763890539574364,9.4,208.28913591833367,0.7108640816651058,0.018453067399021663,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1551875307106623,45.63548836033489,46.52902259359353,1.1885614720847735,3.3725943413486656,23.493624246601026,1.069897998325319,0.7731066779366721,25.50281435055603,24.56847995646254,7.777255402486481,0.8240905125927239
6.38,1.7573072765430828,118.56633671227144,0.004735105183098043,0.03301993006069713,0.01854547637368435,23.723474938270677,0.2765250617293048,9.4,208.28745711920757,0.7125428807911974,0.018535573766449025,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1551703525914743,45.634809741636694,46.52898751599668,1.1883117265291008,3.3702079072224285,23.501912857970158,1.070281597043388,0.7743441114115417,25.515363982701473,24.580371695688,7.795622415126228,0.8260367108436194
6.390000000000001,1.7572812102469475,118.56624726238941,0.004731802586432479,0.0330317015811928,0.018575027493640112,23.723339593572252,0.2766604064277302,9.4,208.28577897020907,0.7142210297896997,0.018618274716067675,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1551532178462312,45.63413283641888,46.52895241317948,1.1880641254281064,3.367838072333767,23.51015710124576,1.0706631496915182,0.7755779829639506,25.527852432109487,24.592204376521877,7.813982315002176,0.8279821554146032
6.4,1.7572552097556233,118.56615774841389,0.004728522932331711,0.03304341039428771,0.018604493457797786,23.723204908613994,0.27679509138599023,9.4,208.28410147651493,0.7158985234838188,0.01870117017220919,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1551361263579458,45.63345764005988,46.52891728521006,1.1878186450961963,3.3654846870285975,23.518357271525144,1.0710426697921263,0.7768082989381973,25.540280006346368,24.60397829740396,7.83233504547727,0.8299268403043215
6.41,1.7572292748916234,118.56606817051802,0.004725266014210679,0.033055056913470424,0.018633874418813097,23.723070880078808,0.2769291199211768,9.4,208.28242464326658,0.7175753567321768,0.0187842600586071,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1551190780099472,45.63278414795061,46.5288821321564,1.1875752621423523,3.3631476033295287,23.52651366126933,1.0714201707476994,0.7780350657082384,25.552647011484954,24.61569375532169,7.850680550301924,0.8318707595524779
6.42,1.7572034054779393,118.56597852887452,0.004722031627797196,0.03306664154857067,0.018663170530037236,23.722937504665737,0.27706249533424976,9.4,208.28074847557014,0.7192515244286278,0.018867544298400932,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155102072685878,45.632112355494414,46.528846954086234,1.1873339534666016,3.360826674914919,23.53462656033256,1.0717956658421306,0.7792582896770689,25.564953752109535,24.62735104581497,7.869018773612016,0.8338139072396198
6.43,1.7571776013380402,118.56588882365563,0.0047188195711030416,0.03307816470580005,0.018692381945502174,23.722804779089895,0.27719522091009074,9.4,208.27907297849669,0.7209270215020751,0.01895102281414031,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1550851102696953,45.63144225810703,46.52881175106718,1.1870946962565125,3.3585217570981833,23.542696255991434,1.072169168242038,0.7804779772761088,25.57720053132086,24.63895046298102,7.887349659926873,0.8357562774869257
6.44,1.7571518622958717,118.56579905503311,0.004715629644395421,0.033089626787792335,0.0187215088199062,23.722672700082427,0.27732729991755767,9.4,208.27739815708247,0.7226018429162885,0.019034695527788997,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1550681906456695,45.63077385121657,46.52877652316665,1.1868574679837272,3.3562327068073547,23.550723032973824,1.0725406909980704,0.7816941349645996,25.58938765074113,24.650492299479286,7.905673154147287,0.8376978644559949
6.45,1.7571261881758535,118.56570922317826,0.004712461650168758,0.03310102819364317,0.01875055130859963,23.722541264390447,0.277458735609539,9.4,208.27572401632904,0.7242759836697228,0.019118562360728914,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155051313698382,45.63010713026347,46.528741270451846,1.186622246400514,3.353959382564886,23.55870717348726,1.0729102470461946,0.7829067692290073,25.601515410519028,24.661976846536355,7.923989201553525,0.8396386623486363
6.46,1.7571005788028797,118.56561932826193,0.004709315393116832,0.03311236931894942,0.01877950956757071,23.722410468776978,0.27758953122300895,9.4,208.2740505612034,0.7259494387953376,0.019202623233764184,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155034479312727,45.62944209070046,46.528705992989835,1.1863890095363625,3.3517016444677052,23.566648957247157,1.0732778492089712,0.7841158865824339,25.613584109334813,24.673404393950875,7.942297747803351,0.841578665406659
6.47,1.7570750340023162,118.56552937045451,0.004706190680105259,0.033123650555847976,0.01880838375343171,23.722280310020906,0.27771968997908253,9.4,208.27237779663832,0.7276222033604163,0.01928687806712509,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.155017687373908,45.62877872799254,46.52867069084747,1.186157735694595,3.349459354167508,23.57454866150458,1.0736435101968116,0.785321493564037,25.62559404440537,24.684775230098552,7.960598738930057,0.8435178679116635
6.48,1.7570495536000001,118.56543934992592,0.0047030873201443085,0.03313487229305412,0.0188371740234052,23.722150784916916,0.2778492150830712,9.4,208.27070572753235,0.7292942724663871,0.019371326780472074,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1550009377674388,45.62811703761696,46.528635364091436,1.1859284034490212,3.3472323748512927,23.582406561073736,1.0740072426092215,0.7865235967384562,25.63754551148941,24.696089641937146,7.9788921213404915,0.8454562641848333
6.49,1.7570241374222382,118.56534926684563,0.004700005124362047,0.03314603491589946,0.018865880535310475,23.72202189027545,0.2779781097245386,9.4,208.26903435875008,0.7309656412486436,0.019455969292899635,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1549842303791416,45.62745701506313,46.52860001278823,1.1857009916406165,3.345020571222142,23.590222928359154,1.0743690589360322,0.7877222026952466,25.649438804892526,24.707347915011493,7.997177841813109,0.8473938485867276
6.5,1.7569987852958058,118.56525912138264,0.004696943905977823,0.033157138806369356,0.01889450344755021,23.721893622922632,0.2781063770773567,9.4,208.26736369512236,0.7326363048763676,0.019540805522940314,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1549675650951465,45.62679865583266,46.528564637004195,1.1854754793742321,3.342823809480231,23.59799803338246,1.074728971558611,0.788917318048322,25.66127421747243,24.71855033345855,8.015455847496021,0.8493306155170754
6.51,1.7569734970479454,118.5651689137055,0.0046939034802760665,0.03316818434313995,0.01892304291909726,23.721765979700226,0.278234020299762,9.4,208.26569374144637,0.7343062585523509,0.019625835388568567,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1549509418018915,45.626141955439266,46.52852923680546,1.185251846015336,3.3406419573040704,23.60573214380891,1.0750869927510638,0.7901089494354033,25.673052040644155,24.72969718001246,8.033726085905059,0.8512665594145694
6.5200000000000005,1.7569482725063656,118.56507864398232,0.004690883664580428,0.03317917190161474,0.01895149910948164,23.721638957465576,0.2783610425344124,9.4,208.2640245024859,0.7359754975128191,0.019711058807204668,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.15493436038612,45.6254869094088,46.528493812257985,1.185030071186788,3.3384748838319958,23.613425524973582,1.0754431346814188,0.7912971035174746,25.684772564385227,24.740788736009694,8.051988504921834,0.853201674756661
6.53,1.7569231114992396,118.56498831238073,0.004687884278228223,0.03319010185396069,0.01897987217877766,23.721512553091546,0.2784874469084435,9.4,208.26235598297148,0.7376440170272551,0.01979647569571854,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1549178207348814,45.62483351327915,46.528458363427575,1.1848101347656392,3.3363224596438705,23.621078439907222,1.0757974094127987,0.7924817869782468,25.69643607724095,24.75182528139408,8.07024305279181,0.8551359560593564
6.54,1.7568980138552042,118.56489791906795,0.004684905142545205,0.03320097456914394,0.019008162287591272,23.721386763466462,0.2786132365335264,9.4,208.26068818760052,0.7393118123982244,0.01988208597043365,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1549013227355294,45.62418176260025,46.528422890379844,1.1845920168799706,3.3341845567430233,23.62869114936182,1.0761498289045763,0.7936630065236285,25.708042866329667,24.762807094722017,8.088489678122393,0.8570693978770136
