Time,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA,IL13,IL13stimulation,Kon_IL13Rec,Rec_phosphorylation,pRec_intern,pRec_degradation,Rec_intern,Rec_recycle,JAK2_phosphorylation,pJAK2_dephosphorylation,STAT5_phosphorylation,pSTAT5_dephosphorylation,CD274mRNA_production,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12
0.1,1.79863301547594,118.5981842012956,0.0011826716918275988,1.1081450494309612e-07,7.171426915865186e-10,23.999586923926916,0.00041307607307187474,9.4,208.9999876578953,1.2342104788468604e-05,3.5954945643779924e-09,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.182335930889244,46.70798132568849,46.541485426114434,0.00044336407057903,0.8515628910154588,7.979012336886617e-05,3.591852711621563e-06,2.994343251596519e-08,0.03811512161343067,0.03684403024786741,0.0001350296120171568,1.4307955239175885e-05
0.11,1.7984983120273956,118.5982006755804,0.0013008494982921755,1.6173393831722826e-07,1.1511392208158216e-09,23.999501702081524,0.0004982979184620631,9.4,208.9999836148157,1.6385184423075444e-05,5.25334235607114e-09,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1822473832389684,46.70448326571462,46.54149189111802,0.0005882776936219912,0.9366515099579709,0.0001164533927523231,5.242314489463983e-06,4.806443679809966e-08,0.045978663495709636,0.044445332039148654,0.00017926319160282883,1.8995016597982903e-05
0.12,1.798363967401329,118.59821679988569,0.0014190025817476999,2.2834368584750087e-07,1.7726783007154006e-09,23.999408789967816,0.0005912100321667773,9.4,208.99997878210533,2.121789478879152e-05,7.425012003196388e-09,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1821590714615497,46.70099452385815,46.54149821877915,0.0007613620660858583,1.0217213959252465,0.00016441381605344124,7.401349558112214e-06,7.401605523241071e-08,0.05455179746321466,0.052732561392258945,0.00023213577831782971,2.4597481070750234e-05
0.13,1.7982299806299147,118.59823257515575,0.0015371280300882889,3.135239473849466e-07,2.636327720032812e-09,23.999308258963786,0.0006917410361978402,9.4,208.99997309239114,2.6907608985926664e-05,1.0205956146407739e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1820709949207857,46.697515074986,46.541504409468374,0.0009649833867700695,1.1067703738453907,0.00022574503207568804,1.016231441137775e-05,1.1007670035670605e-07,0.06382793736662062,0.06169935163670847,0.00029438447201272374,3.119345294520506e-05
0.14,1.7980963507479375,118.59824800233228,0.0016552226961369628,4.203802254975081e-07,3.8061126258296955e-09,23.999200179802255,0.0007998201977332674,9.4,208.99996647900713,3.352099303246843e-05,1.3699396473925052e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1819831529821898,46.694044894032885,46.54151046355526,0.0012014758728883569,1.19179610044186,0.0003026828441998016,1.3625868325095828e-05,1.5891966535636796e-07,0.07380055658701214,0.0713393936201903,0.00036673863665726095,3.886021680268e-05
0.15,1.7979630767927854,118.59826308235448,0.0017732832008279535,5.522394226910346e-07,5.356195406230876e-09,23.9990846225774,0.0009153774225927798,9.4,208.99995887598786,4.112401232749283e-05,1.8016242493335353e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1818955450129864,46.69058395600113,46.54151638140837,0.0014731417930147692,1.276796066523782,0.0003976224002697733,1.789984685556904e-05,2.2364151175268275e-07,0.08446318743385979,0.08164643512488581,0.000449919971053749,4.767424501101589e-05
0.16,1.7978301578044433,118.598277816159,0.0018913059364032978,7.126459332014775e-07,7.371543720746298e-09,23.9989616567513,0.0010383432486873398,9.4,208.99995021806214,4.978193808282798e-05,2.3275010626720778e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1818081703821073,46.68713223596046,46.54152216339528,0.0017822514776817471,1.3617675992872986,0.0005131153680208692,2.3099135162046127e-05,3.077899622072968e-07,0.09580942054059946,0.0926142802815213,0.000544642579203093,5.771120518066082e-05
0.17,1.7976975928254848,118.59829220467996,0.0020092870695747975,9.053577835216854e-07,9.948581812758016e-09,23.998831351160426,0.0011686488395638358,9.4,208.9999404406466,5.955935359734141e-05,2.960174509262651e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1817210284601856,46.683689709047876,46.54152780988256,0.002131043308695946,1.446707864592673,0.0006518671450805626,2.934554290884509e-05,4.153910952935357e-07,0.10783290426899106,0.10423678899197802,0.0006516130389490512,6.904596743832596e-05
0.18,1.7975653809010668,118.59830624884894,0.0021272225448140452,1.1343426561400358e-06,1.3195827588279277e-08,23.998693774022357,0.001306225977632746,9.4,208.9999294798394,7.052016081674188e-05,3.712993558529432e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1816341186195531,46.68025635046744,46.5415333212358,0.0025217236874970237,1.5316138693343047,0.0008167339843953509,3.67676753819982e-05,5.509759459554953e-07,0.1205273440842254,0.11650787632369078,0.0007715304737461784,8.175261203163253e-05
0.19,1.797433521078921,118.59831994959507,0.0022451080874706336,1.4037740970510233e-06,1.7234515314711547e-08,23.99854899294212,0.0014510070578700384,9.4,208.9999172724139,8.272758632634228e-05,4.600044127645077e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1815474402342336,46.67683213549006,46.5415386978196,0.0029564669845203056,1.6164824636876574,0.0010107202515218037,4.550081056253422e-05,7.196065055474031e-07,0.13388650197378943,0.12942151194640877,0.0009050866182240452,9.590443627640209e-05
0.2,1.797302012409347,118.59833330784491,0.0023629392069519136,1.7180276758694156e-06,2.219920165028555e-08,23.99839707491861,0.001602925081378646,9.4,208.9999037558128,9.624418744486732e-05,5.636141370433981e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1814609926799395,46.67341703945337,46.54154393999758,0.0034374154696363867,1.7013103434011285,0.0012369756473660813,5.5686774663490536e-05,9.26901025865693e-07,0.1479041958533744,0.14297171955649343,0.0010529658848569424,0.0001115739616210858
0.21,1.7971708539452078,118.59834632452257,0.0024807112000059823,2.081677052881584e-06,2.8238358602938456e-08,23.998238086351268,0.001761913648719046,9.4,208.99988886814174,0.00011113185851025718,6.836821746692925e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1813747753340675,46.67001103776152,46.541549048132396,0.00396667922430812,1.7860940521628537,0.001498792363523303,6.747381465046134e-05,1.179058777435372e-06,0.16257429895147865,0.1571525762806816,0.0012158454327341303,0.00012883294093377095
0.22,1.7970400447419188,118.5983590005496,0.0025984191539844856,2.4994900853152626e-06,3.551494589576431e-08,23.998072093046684,0.0019279069533064226,9.4,208.99987254816318,0.0001274518370580981,8.21833522051553e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1812887875756928,46.66661410588499,46.541554022585686,0.004546336036697975,1.8708299839535434,0.0017996022654897326,8.101647203334066e-05,1.482883947942564e-06,0.17789073920015464,0.171958212085846,0.0013943952351553681,0.00014775236566471196
0.23,1.7969095838574447,118.59837133684518,0.0027160579499630982,2.9764250750622044e-06,4.420698029879751e-08,23.99789916022471,0.002100839775281079,9.4,208.99985473529082,0.00014526470940751047,9.797638095624407e-08,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.181203028785566,46.66322621936043,46.54155886371816,0.005178431281330662,1.9555143852973458,0.0021429741773819487,9.647546124300623e-05,1.8458094139999316e-06,0.1938474986694229,0.18738280923102463,0.0015892781407436894,0.00016840247232193875
0.24,1.796779470352291,118.59838333432586,0.002833622266030176,3.517626883171627e-06,5.450807017908207e-08,23.9977193525251,0.0022806474748927525,9.4,208.99983536958348,0.00016463041677165972,1.1592385298167412e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1811174983461081,46.6598473537905,46.541563571889505,0.005864977782465201,2.0401433576343444,0.0025326110704206946,0.00011401754368961856,2.2759190606433573e-06,0.2104386129568333,0.20342060167614823,0.0018011499402978502,0.00019085274955504968
0.25,1.7966497032894968,118.59839499390586,0.0029511065805954413,4.128423006328415e-06,6.662796239329426e-08,23.997532734013987,0.0024672659860025276,9.4,208.9998143917391,0.00018560826113261458,1.3620922871369083e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1810321956414054,46.65647748484363,46.54156814745848,0.00660795566304989,2.1247128597079574,0.0029723472237625217,0.00013381540058872416,2.78197061617713e-06,0.22765817058787716,0.22006587450131124,0.0020306594310666045,0.00021517194496581746
0.26,1.7965202817346284,118.59840631649683,0.0030685051756188706,4.814319775444863e-06,8.079304805874867e-08,23.99733936819025,0.0026606318097398044,9.4,208.9997917430893,0.00020825691096074044,1.590228068658432e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1809471200572057,46.653116588253866,46.541572590782856,0.007409312179993657,2.2092187098953273,0.0034661454729946043,0.00015604750974544942,3.373416770035381e-06,0.24550031243070694,0.2373129633399262,0.0022784484793221043,0.0002414280717385672
0.27,1.7963912047557729,118.59841730300803,0.0031858121399402765,5.580998444493269e-06,9.724687272597772e-08,23.99713931799195,0.002860682008038617,9.4,208.9997673655933,0.00023263440697494583,1.8456165070078777e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1808622709809136,46.64976463982075,46.54157690221945,0.008270961546183484,2.2936565886106566,0.004018094379374731,0.0001808980187810492,4.060426474425929e-06,0.26395923109972275,0.25515625380116735,0.002545152083380255,0.00026968841531791523
0.28,1.7962624714235305,118.59842795434622,0.003303021372552456,6.4343113646039435e-06,1.1625061765314217e-07,23.99693264580267,0.0030673541973237455,9.4,208.99974120183253,0.00025879816773100896,2.1302951643286995e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.180777647801586,46.64642161540909,46.5415810821241,0.009194784740381358,2.378022040668308,0.0046324054602549375,0.00020855662112318052,4.853905039365768e-06,0.283029170372981,0.2735901809058269,0.002831398434740174,0.00030001953988720406
0.29,1.7961340808110084,118.59843827141573,0.0034201265859767575,7.380278053112192e-06,1.3808357974860498e-07,23.996719413457935,0.003280586542059435,9.4,208.999713195005,0.00028680499528112535,2.4463678053019664e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1806932499099274,46.64308749094875,46.54158513085168,0.010182629305332496,2.462310477720042,0.0053134103436921504,0.00023921842859113608,5.765514172107303e-06,0.3027044245969254,0.2926092285099634,0.0031378089800028403,0.00033248729492950304
0.3,1.796006031993814,118.59844825511846,0.0035371213096322012,8.425081286799796e-06,1.63043632439475e-07,23.996499682251624,0.0035003177483692756,9.4,208.99968328891953,0.00031671108072443583,2.796003682570577e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.180609076698286,46.63976224243455,46.54158904875614,0.011236309135141927,2.546517180687964,0.006065557940323862,0.0002730838447652991,6.807691220151352e-06,0.3229793380976842,0.31220792873494757,0.0034649984815970183,0.000367156821662224
0.31,1.7958783240500478,118.59845790635387,0.0036539988930889217,9.575063345284573e-06,1.9144765330352893e-07,23.996273512942057,0.003726487057935578,9.4,208.99965142799076,0.0003485720094689901,3.1814368576279556e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.180525127560649,46.63644584592606,46.54159283619045,0.012357604252975142,2.630637302114502,0.006893411723209817,0.00031035844322337787,7.993667026504887e-06,0.34384830461815685,0.33238086142248197,0.003813575075348112,0.00040409255913721086
0.32,1.795750956060297,118.59846722601901,0.0037707525096848087,1.0836721848994347e-05,2.2363198440752515e-07,23.996040965758723,0.003959034241273138,9.4,208.99961755723322,0.00038244276699485037,3.6049654554977763e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.180441401892638,46.63313827754743,46.541596493506646,0.013548260578417315,2.714665868774244,0.007801646715690733,0.00035125283263582355,9.337485150554925e-06,0.3653057666973744,0.3531226535338658,0.004184140333529782,0.00044335825092179016
0.33,1.7956239271076295,118.59847621500847,0.0038873751596594282,1.2216706175438856e-05,2.5995280661181757e-07,23.995802100408007,0.004197899591989061,9.4,208.9995816222565,0.00041837774370938563,4.068951034290499e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1803578990915051,46.629839513487184,46.54160002105578,0.014809989687687732,2.798597783938429,0.008795046895500933,0.0003959825406057347,1.085401749670851e-05,0.38734621514084555,0.3744279786372554,0.004577289317983619,0.0004850169507274166
0.34,1.7954972362775845,118.59848487421449,0.004003859673934588,1.3721813137458455e-05,3.007865898627869e-07,23.995556976080124,0.0044430239198713865,9.4,208.99954356925943,0.0004564307407927723,4.5758178259819357e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1802746185561277,46.62654952999808,46.541603419188,0.016144468564079518,2.882427830105377,0.009878502067493288,0.00044476787358706834,1.2558983115812834e-05,0.4099641883828339,0.3962915562905024,0.004993610644072218,0.0005291310291862451
0.35000000000000003,1.7953708826581691,118.59849320452685,0.004120198717284533,1.5358983393184105e-05,3.465304342727458e-07,23.995305651454768,0.0046943485452266755,9.4,208.99950334502535,0.0004966549748940151,5.128052122553597e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1801915596870047,46.62326830339693,46.54160668825247,0.017553339343088524,2.9661506712916026,0.011057005263104042,0.000497833800519955,1.4468962446537375e-05,0.4331542719638792,0.418708151535435,0.005433686532056316,0.0005757621792951339
0.36,1.7952448653398496,118.59850120683292,0.004236384792019704,1.7135297270488618e-05,3.9760247113003235e-07,23.9950481847077,0.004951815292294959,9.4,208.99946089691662,0.0005391030836088126,5.728201560339426e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1801087218862518,46.61999581006442,46.541609828597444,0.019038209049525724,3.049760855692977,0.012335649718278904,0.0005554098174878016,1.6601414059069145e-05,0.45691109792318507,0.4416725743098857,0.005898092867025732,0.0006249714227660242
0.37,1.7951191834155464,118.59850888201773,0.004352410241471158,1.9057970842298227e-05,4.5444221567166444e-07,23.994784633516872,0.005215366483123096,9.4,208.99941617286973,0.0005838271305098087,6.378874459787772e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1800261045575982,46.61673202644495,46.54161284057022,0.020600649329453883,3.1332528182025317,0.013719626032004937,0.0006177298205055808,1.8974689384711546e-05,0.4812293442333049,0.46517967890064615,0.006387399253933175,0.0006768191158574111
0.38,1.7949938359806257,118.59851623096388,0.004468267253482848,2.1134352014105447e-05,5.175108986044518e-07,23.994515055068476,0.0054849449315190315,9.4,208.99936912139015,0.0006308786100582506,7.082739178108304e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1799437071063803,46.61347692904647,46.541615724517165,0.022242196177074677,3.216620882934089,0.015214219333649501,0.0006850319787036027,2.160804655815056e-05,0.5061037342422928,0.48922436340367764,0.006902169071330556,0.0007313649550683289
0.39,1.794868822132894,118.59852325455164,0.00458394786403824,2.3371916466040556e-05,5.872918052988403e-07,23.994239506063195,0.005760493936798801,9.4,208.99931969154756,0.0006803084526745479,7.842523440214855e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.179861528939539,46.610230494440266,46.541618480783704,0.023964349656694115,3.2998592658427826,0.01682480634564304,0.0007575586027970657,2.4521664580086724e-05,0.5315290360967307,0.5138015691658724,0.007442959526843768,0.0007886679830165499
0.4,1.7947441409725915,118.59852995365884,0.004699443960918511,2.5778263578674606e-05,6.642905980647065e-07,23.99395804272243,0.006041957277565117,9.4,208.9992678329705,0.0007321670297368606,8.661013676592472e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1797795694656152,46.606992699260836,46.54162110971434,0.025768573620889537,3.3829620773684437,0.018556852434520717,0.0008355560130282957,2.7736656773474144e-05,0.5575000621676695,0.5389062802296689,0.008010321711860087,0.0008487865942333478
0.41000000000000003,1.7946197916023845,118.59853632916098,0.004814747287243668,2.836111251745052e-05,7.490355985649535e-07,23.993670720794185,0.006329279205810746,9.4,208.999213495842,0.0007865041582473819,9.541054401352167e-07,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1796978280947439,46.60376352020568,46.541623611652646,0.027656295425969774,3.4659233249947756,0.020415908776243594,0.0009192744122506272,3.127508257536136e-05,0.5840116685065387,0.564533522806674,0.008604800652579927,0.000911778540573025
0.42,1.7944957731273603,118.5985423819312,0.0049298494451474086,3.112829816591858e-05,8.420780849470005e-07,23.993377595559206,0.00662240444079269,9.4,208.99915663089456,0.0008433691056967294,1.0485547564178598e-06,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1796163042386525,46.60054293403517,46.54162598694126,0.029628905644351274,3.548736915904925,0.02240760941278355,0.001008967754111552,3.5159959943260074e-05,0.6110587542799096,0.5906783647308754,0.009226935363236046,0.0009777009368521045
0.43,1.7943720846550197,118.59854811284026,0.00504474189951608,3.408776701721277e-05,9.439925637038188e-07,23.99307872183707,0.0069212781629301055,9.4,208.99909718940543,0.0009028105948361755,1.149745191042474e-06,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.179534997310654,46.59733091757234,46.541628235921905,0.03168775777520562,3.631396659683275,0.024537668278776056,0.0011048936098823209,3.9415276706376516e-05,0.6386362612064465,0.6173359149140065,0.00987725889830444,0.0010466102663816816
0.44,1.7942487252952712,118.59855352275662,0.005159415981717127,3.724757309040634e-05,1.055377027323054e-06,23.992774153992215,0.007225846007784668,9.4,208.99903512319193,0.0009648768083574919,1.2579782351522167e-06,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1794539067256444,46.59412744770278,46.54163035893538,0.03383416795385727,3.7138962710097014,0.0268118762462301,0.0012073130360939586,4.406600132344134e-05,0.6667391730014665,0.6445013228082981,0.010556298403704492,0.0011185623863926733
0.45,1.7941256941604236,118.59855861254633,0.005273862893272764,4.061587392166561e-05,1.1768531931170928e-06,23.992463945939797,0.0075360540602007085,9.4,208.99897038460685,0.001029615393416403,1.3735609354104287e-06,3.776,1.0,0.00174087,9.07541,0.324132,0.417538,0.259686,0.0039243,0.300019,0.0981611,0.00426767,0.0116389,0.0115928,100.0,1.1793730319000981,46.59093250137437,46.541632356321564,0.03606941466058515,3.796229372314409,0.029236098223244283,0.0013164904445977315,4.913809285477248e-05,0.6953625148362418,0.6721697778835127,0.011264575166288123,0.0011936125332797677
