CD274mRNA,IL13,IL13_Rec,JAK2,Rec,Rec_i,SHP1,STAT5,pJAK2,pSTAT5,p_IL13_Rec,p_IL13_Rec_i,Time
0.01027696234863554,3.776,0.005354387713333759,23.744673232349644,1.7608289540228477,118.57622777630426,9.4,208.484880010169,0.2553267676503176,0.5151199898297434,0.031079619179421602,0.014508170512080467,5.22
0.01033677819676705,3.776,0.005346101577697356,23.744434246756008,1.760793911207476,118.57614707173829,9.4,208.48317170403132,0.2555657532439546,0.516828295967421,0.031102875972904693,0.014548286329144329,5.23
0.010396792099045432,3.776,0.005337888805185029,23.74419642330565,1.7607589584082348,118.57606627945678,9.4,208.48146316446895,0.255803576694314,0.5185368355297875,0.031125981964706693,0.014588309977779558,5.24
0.010457004081915976,3.776,0.005329748624977176,23.74395975669318,1.7607240953823333,118.5759853996966,9.4,208.479754402085,0.2560402433067843,0.5202455979137293,0.031148938418302033,0.014628241356292671,5.25
0.0105174141705982,3.776,0.005321680274209411,23.74372424162741,1.7606893218876356,118.57590443269402,9.4,208.47804542742352,0.2562757583725543,0.5219545725752033,0.031171746585118214,0.014668080367481174,5.26
0.010578022389092686,3.776,0.005313682997921891,23.743489872831514,1.760654637682659,118.5758233786846,9.4,208.4763362509697,0.2565101271684525,0.5236637490290437,0.031194407704625414,0.01470782691857603,5.2700000000000005
0.010638828760187884,3.776,0.005305756049007892,23.743256645043175,1.7606200425265721,118.57574223790336,9.4,208.47462688314997,0.256743354956791,0.5253731168487665,0.031216923004426585,0.014747480921184645,5.28
0.010699833305466928,3.776,0.005297898688161634,23.743024553014752,1.7605855361791931,118.5756610105846,9.4,208.47291733433235,0.2569754469852132,0.5270826656663757,0.031239293700347982,0.014787042291234408,5.29
0.01076103604531439,3.776,0.0052901101838254225,23.742793591513422,1.7605511184009879,118.57557969696204,9.4,208.47120761482657,0.2572064084865455,0.5287923851721651,0.03126152099653008,0.014826510948916747,5.3
0.010822436998923025,3.776,0.00528238981213614,23.742563755321314,1.7605167889530684,118.57549829726875,9.4,208.46949773488421,0.25743624467865395,0.5305022651145209,0.03128360608551888,0.014865886818631697,5.3100000000000005
0.010884036184300488,3.776,0.005274736856871126,23.742335039235662,1.7604825475971912,118.57541681173718,9.4,208.46778770469902,0.25766496076430384,0.5322122952997229,0.031305550148357474,0.014905169828933015,5.32
0.010945833618276056,3.776,0.005267150609393481,23.742107438068942,1.7604483940957554,118.57533524059914,9.4,208.466077534407,0.25789256193102433,0.5339224655917445,0.03132735435467794,0.014944359912473823,5.33
0.011007829316507284,3.776,0.0052596303685968375,23.74188094664899,1.7604143282118008,118.57525358408583,9.4,208.4643672340867,0.25811905335097624,0.535632765912052,0.03134901986279343,0.014983457005952756,5.34
0.011070023293486676,3.776,0.005252175440849627,23.741655559819144,1.7603803497090063,118.5751718424278,9.4,208.46265681375934,0.25834444018082414,0.5373431862394029,0.03137054781979052,0.015022461050060654,5.3500000000000005
0.01113241556254828,3.776,0.0052447851399388895,23.741431272438355,1.7603464583516883,118.57509001585504,9.4,208.4609462833891,0.25856872756161203,0.5390537166096424,0.031391939361621636,0.015061371989427747,5.36
0.011195006135874343,3.776,0.0052374587870136395,23.741208079381323,1.7603126539047993,118.57500810459683,9.4,208.45923565288322,0.258791920618643,0.5407643471155008,0.031413195613197706,0.015100189772571394,5.37
0.011257795024501862,3.776,0.005230195710527849,23.740985975538603,1.760278936133925,118.57492610888191,9.4,208.45752493209233,0.25901402446136224,0.5424750679063887,0.03143431768848084,0.015138914351844316,5.38
0.011320782238329146,3.776,0.005222995246183057,23.740764955816722,1.760245304805284,118.57484402893836,9.4,208.45581413081052,0.2592350441832442,0.5441858691881917,0.0314553066905771,0.015177545683383349,5.39
0.011383967786122367,3.776,0.005215856736870642,23.740545015138284,1.760211759685725,118.57476186499365,9.4,208.45410325877566,0.2594549848616829,0.5458967412230649,0.03147616371182932,0.015216083727058719,5.4
0.01144735167552204,3.776,0.005208779532613808,23.740326148442083,1.7601783005427258,118.57467961727465,9.4,208.4523923256695,0.25967385155788575,0.5476076743292251,0.03149688983390988,0.015254528446423802,5.41
0.011510933913049547,3.776,0.005201762990509273,23.740108350683197,1.7601449271443916,118.57459728600762,9.4,208.45068134111798,0.25989164931677144,0.549318658880745,0.031517486127913504,0.015292879808665444,5.42
0.011574714504113575,3.776,0.005194806474668729,23.7398916168331,1.7601116392594527,118.57451487141819,9.4,208.4489703146914,0.2601083831668705,0.5510296853073441,0.03153795365444998,0.015331137784554734,5.43
0.011638693453016574,3.776,0.005187909356160086,23.73967594187974,1.7600784366572635,118.57443237373138,9.4,208.44725925590456,0.26032405812022974,0.5527407440941801,0.031558293463736786,0.015369302348398318,5.44
0.01170287076296114,3.776,0.005181071012948515,23.739461320827647,1.7600453191078,118.57434979317165,9.4,208.4455481742171,0.2605386791723197,0.5544518257816394,0.03157850659569161,0.015407373477990191,5.45
0.011767246436056443,3.776,0.00517429082983734,23.73924774869802,1.7600122863816594,118.57426712996279,9.4,208.4438370790336,0.26075225130194574,0.556162920965128,0.03159859408002478,0.01544535115456401,5.46
0.011831820473324572,3.776,0.005167568198408781,23.7390352205288,1.7599793382500568,118.57418438432802,9.4,208.4421259797039,0.26096477947116187,0.5578740202948603,0.03161855693633144,0.015483235362745897,5.47
0.011896592874706884,3.776,0.005160902516964592,23.738823731374776,1.7599464744848252,118.57410155648996,9.4,208.4404148855231,0.26117626862518817,0.5595851144756488,0.031638396174183625,0.015521026090507727,5.48
0.011961563639070305,3.776,0.005154293190466609,23.738613276307632,1.7599136948584124,118.57401864667062,9.4,208.43870380573205,0.26138672369233096,0.561296194266692,0.03165811279322208,0.015558723329120913,5.49
0.012026732764213649,3.776,0.005147739630477226,23.738403850416056,1.7598809991438802,118.57393565509142,9.4,208.43699274951737,0.2615961495839064,0.5630072504813627,0.031677707783247876,0.015596327073110695,5.5
0.012092100246873868,3.776,0.005141241255099832,23.738195448805794,1.7598483871149024,118.57385258197317,9.4,208.43528172601174,0.2618045511941669,0.564718273986996,0.031697182124313744,0.015633837320210897,5.51
0.012157666082732306,3.776,0.005134797488919225,23.73798806659973,1.7598158585457637,118.5737694275361,9.4,208.43357074429406,0.2620119334002303,0.5664292557046765,0.031716536786815165,0.015671254071319172,5.5200000000000005
0.012223430266420896,3.776,0.005128407762942029,23.737781698937948,1.759783413211357,118.57368619199984,9.4,208.4318598133897,0.2622183010620124,0.5681401866090245,0.031735772731581145,0.01570857733045273,5.53
0.012289392791528384,3.776,0.00512207151453712,23.737576340977796,1.7597510508871828,118.57360287558342,9.4,208.43014894227073,0.2624236590221619,0.5698510577279836,0.031754890909964674,0.01574580710470454,5.54
0.012355553650606478,3.776,0.005115788187376105,23.737371987893958,1.7597187713493467,118.57351947850528,9.4,208.4284381398561,0.2626280121059987,0.5715618601426059,0.03177389226393289,0.01578294340420002,5.55
0.012421912835176008,3.776,0.005109557231373845,23.7371686348785,1.7596865743745587,118.57343600098328,9.4,208.42672741501187,0.26283136512145416,0.5732725849868388,0.031792777726156844,0.015819986242054187,5.5600000000000005
0.012488470335733016,3.776,0.005103378102629068,23.73696627714094,1.7596544597401307,118.57335244323468,9.4,208.4250167765514,0.26303372285901505,0.5749832234473096,0.03181154822010092,0.015856935634329248,5.57
0.012555226141754887,3.776,0.005097250263365061,23.736764909908285,1.7596224272239753,118.57326880547619,9.4,208.4233062332356,0.26323509009166945,0.5766937667631117,0.031830204660111876,0.015893791599992727,5.58
0.012622180241706396,3.776,0.005091173181870487,23.7365645284251,1.7595904766046044,118.57318508792387,9.4,208.42159579377312,0.2634354715748556,0.5784042062255896,0.03184874795150749,0.015930554160875986,5.59
0.01268933262304577,3.776,0.005085146332440317,23.73636512795354,1.759558607661127,118.57310129079326,9.4,208.41988546682057,0.2636348720464132,0.5801145331781238,0.031867178990664775,0.01596722334163324,5.6000000000000005
0.012756683272230677,3.776,0.00507916919531692,23.736166703773414,1.759526820173248,118.57301741429929,9.4,208.4181752609828,0.26383329622653745,0.5818247390159147,0.03188549866510778,0.016003799169701006,5.61
0.012824232174724254,3.776,0.005073241256631296,23.735969251182215,1.7594951139212662,118.57293345865631,9.4,208.41646518481295,0.26403074881773525,0.5835348151857688,0.031903707853594934,0.01604028167525803,5.62
0.012891979315001065,3.776,0.005067362008344489,23.735772765495167,1.7594634886860738,118.57284942407809,9.4,208.41475524681283,0.2642272345047842,0.5852447531858818,0.03192180742620595,0.016076670891185644,5.63
0.012959924676553042,3.776,0.005061530948189189,23.735577242045256,1.759431944249153,118.57276531077784,9.4,208.4130454554331,0.2644227579546938,0.5869545445656235,0.03193979824442826,0.016112966853028567,5.64
0.013028068241895415,3.776,0.005055747579611535,23.735382676183278,1.7594004803925762,118.57268111896818,9.4,208.4113358190734,0.2646173238166692,0.5886641809253221,0.03195768116124295,0.01614916959895617,5.65
0.013096409992572583,3.776,0.005050011411713125,23.73518906327787,1.759369096899003,118.57259684886115,9.4,208.40962634608266,0.26481093672207695,0.590373653916048,0.03197545702121022,0.016185279169724138,5.66
0.013164949909164015,3.776,0.0050443219591932605,23.73499639871553,1.7593377935516796,118.57251250066824,9.4,208.4079170447593,0.26500360128441347,0.5920829552393982,0.03199312666055436,0.016221295608636624,5.67
0.01323368797129008,3.776,0.005038678742291424,23.734804677900666,1.7593065701344366,118.57242807460035,9.4,208.40620792335142,0.26519532209927527,0.5937920766472805,0.03201069090724815,0.01625721896150878,5.68
0.013302624157617873,3.776,0.0050330812867300095,23.734613896255606,1.7592754264316879,118.57234357086783,9.4,208.404498990057,0.26538610374433197,0.5955010099416972,0.032028150581096836,0.016293049276629758,5.69
0.013371758445866983,3.776,0.005027529123657312,23.734424049220635,1.7592443622284286,118.57225898968045,9.4,208.40279025302416,0.26557595077930074,0.597209746974529,0.032045506493821437,0.016328786604726104,5.7
0.013441090812815307,3.776,0.0050220217895907875,23.73423513225401,1.7592133773102339,118.57217433124741,9.4,208.40108172035139,0.2657648677459236,0.5989182796473201,0.032062759449141685,0.016364430998925594,5.71
0.013510621234304765,3.776,0.005016558826360598,23.734047140831986,1.7591824714632573,118.57208959577736,9.4,208.39937340008765,0.2659528591679465,0.6006265999110615,0.03207991024285825,0.016399982514721485,5.72
0.013580349685247035,3.776,0.005011139781053443,23.73386007044883,1.7591516444742294,118.57200478347836,9.4,208.39766530023275,0.2661399295510999,0.6023346997659754,0.03209695966293451,0.016435441209937174,5.73
0.013650276139629216,3.776,0.005005764205956697,23.733673916616848,1.7591208961304556,118.57191989455795,9.4,208.39595742873743,0.26632608338308256,0.6040425712612992,0.0321139084895777,0.016470807144691256,5.74
0.013720400570519545,3.776,0.00500043165850285,23.733488674866383,1.7590902262198151,118.57183492922307,9.4,208.39424979350366,0.2665113251335462,0.6057502064950706,0.03213075749531957,0.016506080381363034,5.75
0.013790722950073013,3.776,0.00499514170121427,23.733304340745846,1.7590596345307592,118.57174988768013,9.4,208.39254240238483,0.2666956592540826,0.6074575976139115,0.03214750744509636,0.016541260984558374,5.76
0.013861243249536992,3.776,0.004989893901648286,23.733120909821714,1.7590291208523101,118.57166477013496,9.4,208.39083526318592,0.26687909017821254,0.6091647368128129,0.032164159096328256,0.01657634902107601,5.7700000000000005
0.013931961439256815,3.776,0.004984687832342614,23.73293837767855,1.7589986849740586,118.57157957679286,9.4,208.3891283836638,0.2670616223213763,0.6108716163349195,0.03218071319899824,0.016611344559874192,5.78
0.014002877488681374,3.776,0.004979523070761107,23.732756739918997,1.7589683266861635,118.57149430785856,9.4,208.3874217715274,0.2672432600809268,0.6125782284713149,0.032197170495730364,0.0166462476720378,5.79
0.014073991366368643,3.776,0.004974399199239868,23.7325759921638,1.7589380457793493,118.57140896353624,9.4,208.3857154344379,0.26742400783612336,0.6142845655608068,0.03221353172186739,0.016681058430745778,5.8
0.014145303039991217,3.776,0.004969315804933704,23.732396130051796,1.758907842044905,118.57132354402955,9.4,208.38400938000902,0.2676038699481282,0.6159906199897119,0.03222979760554785,0.016715776911238992,5.8100000000000005
0.014216812476341769,3.776,0.004964272479762954,23.732217149239922,1.7588777152746824,118.57123804954156,9.4,208.3823036158071,0.267782850760004,0.6176963841916415,0.03224596886778249,0.016750403190788448,5.82
0.014288519641338572,3.776,0.004959268820360661,23.732039045403216,1.7588476652610954,118.5711524802748,9.4,208.38059814935147,0.26796095459671376,0.6194018506472878,0.03226204622253012,0.016784937348663917,5.83
0.014360424500030911,3.776,0.004954304428020133,23.731861814234808,1.7588176917971168,118.57106683643126,9.4,208.37889298811456,0.2681381857651218,0.6211070118842096,0.03227803037677279,0.016819379466102916,5.84
0.014432527016604517,3.776,0.0049493789086428736,23.731685451445934,1.7587877946762784,118.57098111821237,9.4,208.37718813952216,0.26831454855399633,0.6228118604766184,0.03229392203059044,0.01685372962628005,5.8500000000000005
0.014504827154386939,3.776,0.004944491872686892,23.73150995276592,1.758757973692669,118.57089532581905,9.4,208.3754836109536,0.2684900472340143,0.6245163890451649,0.03230972187723484,0.016887987914276748,5.86
0.014577324875852955,3.776,0.004939642935115394,23.731335313942168,1.7587282286409327,118.57080945945165,9.4,208.37377940974204,0.26866468605776694,0.6262205902567266,0.03232543060320296,0.016922154417051347,5.87
0.014650020142629892,3.776,0.004934831715345871,23.73116153074017,1.758698559316267,118.57072351931,9.4,208.3720755431746,0.2688384692597674,0.6279244568241938,0.032341048888309715,0.016956229223409537,5.88
0.014722912915502952,3.776,0.004930057837199576,23.73098859894348,1.7586689655144223,118.57063750559335,9.4,208.37037201849253,0.2690114010564597,0.629627981506258,0.03235657740576003,0.01699021242397518,5.89
0.014796003154420518,3.776,0.0049253209288513955,23.730816514353712,1.7586394470317,118.57055141850047,9.4,208.3686688428916,0.26918348564622907,0.631331157107199,0.03237201682222032,0.01702410411116145,5.9
0.014869290818499402,3.776,0.004920620622780124,23.73064527279053,1.7586100036649506,118.57046525822955,9.4,208.3669660235221,0.2693547272094138,0.633033976476673,0.03238736779788938,0.017057904379142355,5.91
0.014942775866030128,3.776,0.004915956555719138,23.730474870091626,1.7585806352115725,118.57037902497825,9.4,208.36526356748928,0.26952512990831845,0.6347364325095018,0.03240263098656852,0.017091613323824598,5.92
0.015016458254482133,3.776,0.00491132836860748,23.73030530211272,1.7585513414695109,118.57029271894373,9.4,208.3635614818533,0.26969469788722866,0.6364385181454609,0.03241780703573121,0.017125231042819763,5.93
0.01509033794050898,3.776,0.004906735706541345,23.730136564727523,1.7585221222372558,118.57020634032258,9.4,208.3618597736297,0.2698634352724268,0.638140226369069,0.032432896586591965,0.017158757635416876,5.94
0.015164414879953503,3.776,0.004902178218725984,23.729968653827743,1.758492977313841,118.57011988931089,9.4,208.3601584497894,0.2700313461722094,0.6398415502093768,0.03244790027417471,0.017192193202555252,5.95
0.015238689027852999,3.776,0.00489765555842801,23.729801565323047,1.7584639064988417,118.57003336610418,9.4,208.358457517259,0.2701984346769058,0.6415424827397586,0.03246281872738043,0.017225537846797735,5.96
0.015313160338444327,3.776,0.004893167382928134,23.729635295141055,1.7584349095923741,118.5699467708975,9.4,208.35675698292107,0.27036470485889774,0.6432430170777007,0.03247765256905422,0.017258791672304218,5.97
0.015387828765169026,3.776,0.0048887133534742935,23.729469839227313,1.7584059863950938,118.56986010388532,9.4,208.35505685361417,0.2705301607726405,0.6449431463845939,0.032492402416051724,0.01729195478480552,5.98
0.01546269426067836,3.776,0.004884293135235227,23.72930519354527,1.7583771367081937,118.56977336526161,9.4,208.35335713613324,0.2706948064546853,0.6466428638655233,0.032507068879304865,0.017325027291577557,5.99
0.015537756776838416,3.776,0.00487990639725444,23.72914135407625,1.758348360333403,118.56968655521983,9.4,208.3516578372297,0.27085864592370235,0.6483421627690609,0.032521652563887046,0.01735800930141587,6.0
0.015613016264735107,3.776,0.00487555281240461,23.72897831681945,1.7583196570729855,118.5695996739529,9.4,208.34995896361173,0.27102168318050585,0.6500410363870573,0.03253615406907766,0.017390900924610427,6.01
0.01568847267467919,3.776,0.004871232057342397,23.72881607779188,1.758291026729739,118.5695127216532,9.4,208.34826052194435,0.27118392220807935,0.6517394780544346,0.03255057398842597,0.017423702272920786,6.0200000000000005
0.01576412595621121,3.776,0.004866943812463691,23.72865463302836,1.7582624691069924,118.56942569851263,9.4,208.34656251884982,0.27134536697160266,0.6534374811489784,0.03256491290981441,0.0174564134595515,6.03
0.01583997605810652,3.776,0.004862687761859263,23.728493978581483,1.7582339840086056,118.56933860472257,9.4,208.34486496090767,0.2715060214184798,0.6551350390911326,0.03257917141552118,0.017489034599127914,6.04
0.01591602292838017,3.776,0.00485846359327085,23.728334110521597,1.7582055712389675,118.56925144047386,9.4,208.343167854655,0.27166588947836784,0.6568321453437926,0.03259335008228228,0.017521565807672182,6.05
0.015992266514291826,3.776,0.004854270998047659,23.72817502493676,1.7581772306029941,118.56916420595684,9.4,208.3414712065867,0.27182497506320685,0.6585287934121002,0.03260744948135293,0.01755400720257964,6.0600000000000005
0.016068706762350646,3.776,0.004850109671103289,23.728016717932718,1.7581489619061283,118.56907690136131,9.4,208.33977502315557,0.2719832820672508,0.6602249768432379,0.03262147017856834,0.01758635890259544,6.07
0.01614534361832017,3.776,0.004845979310873079,23.72785918563287,1.7581207649543373,118.5689895268766,9.4,208.33807931077257,0.27214081436709964,0.6619206892262248,0.03263541273440383,0.017618621027791506,6.08
0.01622217702722313,3.776,0.004841879619271872,23.72770242417824,1.7580926395541117,118.56890208269151,9.4,208.33638407580708,0.2722975758217319,0.6636159241917129,0.032649277704034425,0.01765079369954376,6.09
0.016299206933346293,3.776,0.0048378103016522055,23.727546429727433,1.7580645855124641,118.56881456899433,9.4,208.334689324587,0.27245357027253897,0.6653106754117831,0.032663065637393754,0.01768287704050965,6.1000000000000005
0.0163764332802452,3.776,0.004833771066762918,23.727391198456612,1.7580366026369278,118.56872698597283,9.4,208.33299506339904,0.2726088015433592,0.6670049365997421,0.03267677707923238,0.017714871174605917,6.11
0.016453856010749,3.776,0.004829761626708173,23.727236726559457,1.7580086907355552,118.56863933381429,9.4,208.33130129848885,0.2727632734405141,0.6686987015099208,0.03269041256917552,0.017746776226986716,6.12
0.016531475066965153,3.776,0.004825781696906907,23.727083010247128,1.757980849616916,118.56855161270549,9.4,208.3296080360613,0.27291698975284445,0.6703919639374719,0.03270397264178016,0.01777859232402196,6.13
0.016609290390284158,3.776,0.004821830996052686,23.726930045748226,1.7579530790900968,118.5684638228327,9.4,208.3279152822806,0.27306995425174774,0.6720847177181686,0.03271745782659154,0.01781031959327595,6.140000000000001
0.016687301921384245,3.776,0.004817909246073988,23.72677782930876,1.757925378964699,118.56837596438167,9.4,208.32622304327057,0.27322217069121635,0.6737769567282035,0.032730868648199074,0.01784195816348627,6.15
0.01676550960023607,3.776,0.004814016172094892,23.7266263571921,1.757897749050837,118.56828803753767,9.4,208.32453132511478,0.27337364280787635,0.6754686748839893,0.032744205626291684,0.017873508164542983,6.16
0.016843913366107348,3.776,0.004810151502396185,23.726475625678948,1.7578701891591382,118.56820004248546,9.4,208.3228401338568,0.2735243743210275,0.6771598661419588,0.032757469275712506,0.017904969727468037,6.17
0.01692251315756748,3.776,0.004806314968376878,23.726325631067294,1.75784269910074,118.56811197940931,9.4,208.3211494755004,0.2736743689326835,0.6788505244983654,0.03277066010651302,0.01793634298439499,6.18
0.017001308912492175,3.776,0.004802506304516133,23.726176369672366,1.75781527868729,118.56802384849298,9.4,208.31945935600967,0.2738236303276132,0.6805406439890854,0.032783778624006624,0.01796762806854895,6.19
0.017080300568068002,3.776,0.004798725248335602,23.726027837826596,1.7577879277309434,118.56793564991976,9.4,208.31776978130935,0.2739721621733829,0.6822302186894197,0.03279682532882157,0.017998825114226784,6.2
0.017159488060796983,3.776,0.004794971540362168,23.72588003187958,1.7577606460443618,118.56784738387242,9.4,208.31608075728488,0.27411996812039857,0.6839192427138966,0.03280980071695339,0.01802993425677759,6.21
0.017238871326501107,3.776,0.0047912449240910876,23.72573294819803,1.7577334334407124,118.56775905053324,9.4,208.3143922897827,0.27426705180194955,0.6856077102160754,0.03282270527981669,0.018060955632583416,6.22
0.017318450300326856,3.776,0.004787545145949552,23.725586583165725,1.7577062897336666,118.56767065008403,9.4,208.3127043846104,0.2744134168342524,0.6872956153883502,0.032835539504296414,0.01809188937904022,6.23
0.017398224916749673,3.776,0.0047838719552606304,23.72544093318348,1.7576792147373979,118.56758218270608,9.4,208.311017047537,0.27455906681649556,0.6889829524617542,0.03284830387279849,0.01812273563453906,6.24
0.017478195109578466,3.776,0.004780225104207623,23.725295994669093,1.7576522082665813,118.5674936485802,9.4,208.309330284293,0.2747040053308847,0.6906697157057656,0.03286099886330001,0.01815349453844757,6.25
0.017558360811960022,3.776,0.004776604347798808,23.72515176405729,1.7576252701363915,118.56740504788672,9.4,208.30764410057066,0.2748482359426886,0.6923558994281128,0.03287362494939874,0.01818416623109162,6.26
0.01763872195638346,3.776,0.0047730094438325835,23.725008237799695,1.7575984001625018,118.5673163808055,9.4,208.3059585020242,0.2749917622002858,0.6940414979745814,0.03288618260036213,0.018214750853737253,6.2700000000000005
0.01771927847468458,3.776,0.004769440152862999,23.72486541236477,1.7575715981610827,118.56722764751586,9.4,208.30427349426995,0.2751345876352114,0.6957265057288202,0.0328986722811758,0.018245248548572828,6.28
0.017800030298050305,3.776,0.00476589623816568,23.72472328423778,1.7575448639488005,118.5671388481967,9.4,208.3025890828866,0.27527671576220497,0.6974109171121506,0.03291109445259143,0.018275659458691418,6.29
0.01788097735702299,3.776,0.004762377465704142,23.724581849920725,1.757518197342816,118.56704998302641,9.4,208.3009052734154,0.27541815007925863,0.6990947265833736,0.032923449571174136,0.018305983728073415,6.3
0.017962119581504794,3.776,0.00475888360409648,23.724441105932318,1.7574915981607833,118.56696105218288,9.4,208.2992220713602,0.27555889406766576,0.7007779286385795,0.03293573808934929,0.018336221501569366,6.3100000000000005
0.01804345690076194,3.776,0.0047554144245824485,23.724301048807913,1.757465066220848,118.56687205584353,9.4,208.2975394821878,0.2756989511920703,0.7024605178109571,0.032947960455448816,0.018366372924883027,6.32
0.018124989243429063,3.776,0.0047519697009909215,23.724161675099467,1.7574386013416463,118.56678299418533,9.4,208.29585751132817,0.2758383249005164,0.7041424886706045,0.032960117113756994,0.01839643814455466,6.33
0.018206716537513438,3.776,0.004748549209707722,23.724022981375484,1.7574122033423039,118.56669386738476,9.4,208.29417616417442,0.2759770186244989,0.7058238358243399,0.03297220850455565,0.018426417307944514,6.34
0.01828863871039925,3.776,0.004745152729643833,23.723884964220968,1.7573858720424338,118.5666046756178,9.4,208.29249544608325,0.2761150357790136,0.7075045539155134,0.03298423506416893,0.018456310563216536,6.3500000000000005
0.01837075568885178,3.776,0.00474178004220398,23.723747620237372,1.7573596072621362,118.56651541905997,9.4,208.29081536237496,0.2762523797626087,0.7091846376238183,0.032996197225007476,0.018486118059322286,6.36
0.018453067399021663,3.776,0.004738430931255577,23.723610946042545,1.7573334088219963,118.56642609788632,9.4,208.28913591833367,0.2763890539574364,0.7108640816651058,0.03300809541561213,0.018515839945985085,6.37
0.018535573766449025,3.776,0.004735105183098043,23.723474938270677,1.7573072765430828,118.56633671227144,9.4,208.28745711920757,0.2765250617293048,0.7125428807911974,0.03301993006069713,0.01854547637368435,6.38
0.018618274716067675,3.776,0.004731802586432479,23.723339593572252,1.7572812102469475,118.56624726238941,9.4,208.28577897020907,0.2766604064277302,0.7142210297896997,0.0330317015811928,0.018575027493640112,6.390000000000001
0.01870117017220919,3.776,0.004728522932331711,23.723204908613994,1.7572552097556233,118.56615774841389,9.4,208.28410147651493,0.27679509138599023,0.7158985234838188,0.03304341039428771,0.018604493457797786,6.4
0.0187842600586071,3.776,0.004725266014210679,23.723070880078808,1.7572292748916234,118.56606817051802,9.4,208.28242464326658,0.2769291199211768,0.7175753567321768,0.033055056913470424,0.018633874418813097,6.41
0.018867544298400932,3.776,0.004722031627797196,23.722937504665737,1.7572034054779393,118.56597852887452,9.4,208.28074847557014,0.27706249533424976,0.7192515244286278,0.03306664154857067,0.018663170530037236,6.42
0.01895102281414031,3.776,0.0047188195711030416,23.722804779089895,1.7571776013380402,118.56588882365563,9.4,208.27907297849669,0.27719522091009074,0.7209270215020751,0.03307816470580005,0.018692381945502174,6.43
0.019034695527788997,3.776,0.004715629644395421,23.722672700082427,1.7571518622958717,118.56579905503311,9.4,208.27739815708247,0.27732729991755767,0.7226018429162885,0.033089626787792335,0.0187215088199062,6.44
0.019118562360728914,3.776,0.004712461650168758,23.722541264390447,1.7571261881758535,118.56570922317826,9.4,208.27572401632904,0.277458735609539,0.7242759836697228,0.03310102819364317,0.01875055130859963,6.45
0.019202623233764184,3.776,0.004709315393116832,23.722410468776978,1.7571005788028797,118.56561932826193,9.4,208.2740505612034,0.27758953122300895,0.7259494387953376,0.03311236931894942,0.01877950956757071,6.46
0.01928687806712509,3.776,0.004706190680105259,23.722280310020906,1.7570750340023162,118.56552937045451,9.4,208.27237779663832,0.27771968997908253,0.7276222033604163,0.033123650555847976,0.01880838375343171,6.47
0.019371326780472074,3.776,0.0047030873201443085,23.722150784916916,1.7570495536000001,118.56543934992592,9.4,208.27070572753235,0.2778492150830712,0.7292942724663871,0.03313487229305412,0.0188371740234052,6.48
0.019455969292899635,3.776,0.004700005124362047,23.72202189027545,1.7570241374222382,118.56534926684563,9.4,208.26903435875008,0.2779781097245386,0.7309656412486436,0.03314603491589946,0.018865880535310475,6.49
0.019540805522940314,3.776,0.004696943905977823,23.721893622922632,1.7569987852958058,118.56525912138264,9.4,208.26736369512236,0.2781063770773567,0.7326363048763676,0.033157138806369356,0.01889450344755021,6.5
0.019625835388568567,3.776,0.0046939034802760665,23.721765979700226,1.7569734970479454,118.5651689137055,9.4,208.26569374144637,0.278234020299762,0.7343062585523509,0.03316818434313995,0.01892304291909726,6.51
0.019711058807204668,3.776,0.004690883664580428,23.721638957465576,1.7569482725063656,118.56507864398232,9.4,208.2640245024859,0.2783610425344124,0.7359754975128191,0.03317917190161474,0.01895149910948164,6.5200000000000005
0.01979647569571854,3.776,0.004687884278228223,23.721512553091546,1.7569231114992396,118.56498831238073,9.4,208.26235598297148,0.2784874469084435,0.7376440170272551,0.03319010185396069,0.01897987217877766,6.53
0.01988208597043365,3.776,0.004684905142545205,23.721386763466462,1.7568980138552042,118.56489791906795,9.4,208.26068818760052,0.2786132365335264,0.7393118123982244,0.03320097456914394,0.019008162287591272,6.54
0.019967889547130805,3.776,0.004681946080820649,23.721261585494066,1.7568729794033582,118.56480746421069,9.4,208.25902112103753,0.2787384145059242,0.7409788789612001,0.03321179041296505,0.01903636959704754,6.55
0.020053886341051964,3.776,0.004679006918282748,23.72113701609344,1.7568480079732616,118.56471694797526,9.4,208.25735478791435,0.2788629839065501,0.7426452120843893,0.03322254974809386,0.01906449426877831,6.5600000000000005
0.020140076266904002,3.776,0.0046760874820743195,23.721013052198966,1.7568230993949339,118.56462637052749,9.4,208.25568919283018,0.27898694780102484,0.7443108071685592,0.03323325293410388,0.019092536464910003,6.57
0.020226459238862515,3.776,0.004673187601228815,23.720889690760256,1.756798253498853,118.5645357320328,9.4,208.25402434035186,0.27911030923973434,0.7459756596468661,0.03324390032750633,0.019120496348051626,6.58
0.020313035170575533,3.776,0.0046703071066466345,23.7207669287421,1.7567734701159545,118.56444503265611,9.4,208.25236023501404,0.27923307125788815,0.747639764984682,0.033254492281783676,0.019148374081282886,6.59
0.020399803975167264,3.776,0.004667445831071736,23.72064476312441,1.7567487490776295,118.56435427256194,9.4,208.2506968813193,0.27935523687557745,0.7493031186794249,0.03326502914742286,0.019176169828142492,6.6000000000000005
