CD274mRNA,IL13,IL13_Rec,JAK2,Rec,Rec_i,SHP1,STAT5,pJAK2,pSTAT5,p_IL13_Rec,p_IL13_Rec_i,Time
2.3275010626720778e-08,3.776,0.0018913059364032978,23.9989616567513,1.7978301578044433,118.598277816159,9.4,208.99995021806214,0.0010383432486873398,4.978193808282798e-05,7.126459332014775e-07,7.371543720746298e-09,0.16
2.960174509262651e-08,3.776,0.0020092870695747975,23.998831351160426,1.7976975928254848,118.59829220467996,9.4,208.9999404406466,0.0011686488395638358,5.955935359734141e-05,9.053577835216854e-07,9.948581812758016e-09,0.17
3.712993558529432e-08,3.776,0.0021272225448140452,23.998693774022357,1.7975653809010668,118.59830624884894,9.4,208.9999294798394,0.001306225977632746,7.052016081674188e-05,1.1343426561400358e-06,1.3195827588279277e-08,0.18
4.600044127645077e-08,3.776,0.0022451080874706336,23.99854899294212,1.797433521078921,118.59831994959507,9.4,208.9999172724139,0.0014510070578700384,8.272758632634228e-05,1.4037740970510233e-06,1.7234515314711547e-08,0.19
5.636141370433981e-08,3.776,0.0023629392069519136,23.99839707491861,1.797302012409347,118.59833330784491,9.4,208.9999037558128,0.001602925081378646,9.624418744486732e-05,1.7180276758694156e-06,2.219920165028555e-08,0.2
6.836821746692925e-08,3.776,0.0024807112000059823,23.998238086351268,1.7971708539452078,118.59834632452257,9.4,208.99988886814174,0.001761913648719046,0.00011113185851025718,2.081677052881584e-06,2.8238358602938456e-08,0.21
8.21833522051553e-08,3.776,0.0025984191539844856,23.998072093046684,1.7970400447419188,118.5983590005496,9.4,208.99987254816318,0.0019279069533064226,0.0001274518370580981,2.4994900853152626e-06,3.551494589576431e-08,0.22
9.797638095624407e-08,3.776,0.0027160579499630982,23.99789916022471,1.7969095838574447,118.59837133684518,9.4,208.99985473529082,0.002100839775281079,0.00014526470940751047,2.9764250750622044e-06,4.420698029879751e-08,0.23
1.1592385298167412e-07,3.776,0.002833622266030176,23.9977193525251,1.796779470352291,118.59838333432586,9.4,208.99983536958348,0.0022806474748927525,0.00016463041677165972,3.517626883171627e-06,5.450807017908207e-08,0.24
1.3620922871369083e-07,3.776,0.0029511065805954413,23.997532734013987,1.7966497032894968,118.59839499390586,9.4,208.9998143917391,0.0024672659860025276,0.00018560826113261458,4.128423006328415e-06,6.662796239329426e-08,0.25
1.590228068658432e-07,3.776,0.0030685051756188706,23.99733936819025,1.7965202817346284,118.59840631649683,9.4,208.9997917430893,0.0026606318097398044,0.00020825691096074044,4.814319775444863e-06,8.079304805874867e-08,0.26
1.8456165070078777e-07,3.776,0.0031858121399402765,23.99713931799195,1.7963912047557729,118.59841730300803,9.4,208.9997673655933,0.002860682008038617,0.00023263440697494583,5.580998444493269e-06,9.724687272597772e-08,0.27
2.1302951643286995e-07,3.776,0.003303021372552456,23.99693264580267,1.7962624714235305,118.59842795434622,9.4,208.99974120183253,0.0030673541973237455,0.00025879816773100896,6.4343113646039435e-06,1.1625061765314217e-07,0.28
2.4463678053019664e-07,3.776,0.0034201265859767575,23.996719413457935,1.7961340808110084,118.59843827141573,9.4,208.999713195005,0.003280586542059435,0.00028680499528112535,7.380278053112192e-06,1.3808357974860498e-07,0.29
2.796003682570577e-07,3.776,0.0035371213096322012,23.996499682251624,1.796006031993814,118.59844825511846,9.4,208.99968328891953,0.0035003177483692756,0.00031671108072443583,8.425081286799796e-06,1.63043632439475e-07,0.3
3.1814368576279556e-07,3.776,0.0036539988930889217,23.996273512942057,1.7958783240500478,118.59845790635387,9.4,208.99965142799076,0.003726487057935578,0.0003485720094689901,9.575063345284573e-06,1.9144765330352893e-07,0.31
3.6049654554977763e-07,3.776,0.0037707525096848087,23.996040965758723,1.795750956060297,118.59846722601901,9.4,208.99961755723322,0.003959034241273138,0.00038244276699485037,1.0836721848994347e-05,2.2363198440752515e-07,0.32
4.068951034290499e-07,3.776,0.0038873751596594282,23.995802100408007,1.7956239271076295,118.59847621500847,9.4,208.9995816222565,0.004197899591989061,0.00041837774370938563,1.2216706175438856e-05,2.5995280661181757e-07,0.33
4.5758178259819357e-07,3.776,0.004003859673934588,23.995556976080124,1.7954972362775845,118.59848487421449,9.4,208.99954356925943,0.0044430239198713865,0.0004564307407927723,1.3721813137458455e-05,3.007865898627869e-07,0.34
5.128052122553597e-07,3.776,0.004120198717284533,23.995305651454768,1.7953708826581691,118.59849320452685,9.4,208.99950334502535,0.0046943485452266755,0.0004966549748940151,1.5358983393184105e-05,3.465304342727458e-07,0.35000000000000003
5.728201560339426e-07,3.776,0.004236384792019704,23.9950481847077,1.7952448653398496,118.59850120683292,9.4,208.99946089691662,0.004951815292294959,0.0005391030836088126,1.7135297270488618e-05,3.9760247113003235e-07,0.36
6.378874459787772e-07,3.776,0.004352410241471158,23.994784633516872,1.7951191834155464,118.59850888201773,9.4,208.99941617286973,0.005215366483123096,0.0005838271305098087,1.9057970842298227e-05,4.5444221567166444e-07,0.37
7.082739178108304e-07,3.776,0.004468267253482848,23.994515055068476,1.7949938359806257,118.59851623096388,9.4,208.99936912139015,0.0054849449315190315,0.0006308786100582506,2.1134352014105447e-05,5.175108986044518e-07,0.38
7.842523440214855e-07,3.776,0.00458394786403824,23.994239506063195,1.794868822132894,118.59852325455164,9.4,208.99931969154756,0.005760493936798801,0.0006803084526745479,2.3371916466040556e-05,5.872918052988403e-07,0.39
8.661013676592472e-07,3.776,0.004699443960918511,23.99395804272243,1.7947441409725915,118.59852995365884,9.4,208.9992678329705,0.006041957277565117,0.0007321670297368606,2.5778263578674606e-05,6.642905980647065e-07,0.4
9.541054401352167e-07,3.776,0.004814747287243668,23.993670720794185,1.7946197916023845,118.59853632916098,9.4,208.999213495842,0.006329279205810746,0.0007865041582473819,2.836111251745052e-05,7.490355985649535e-07,0.41000000000000003
1.0485547564178598e-06,3.776,0.0049298494451474086,23.993377595559206,1.7944957731273603,118.5985423819312,9.4,208.99915663089456,0.00662240444079269,0.0008433691056967294,3.112829816591858e-05,8.420780849470005e-07,0.42
1.149745191042474e-06,3.776,0.00504474189951608,23.99307872183707,1.7943720846550197,118.59854811284026,9.4,208.99909718940543,0.0069212781629301055,0.0009028105948361755,3.408776701721277e-05,9.439925637038188e-07,0.43
1.2579782351522167e-06,3.776,0.005159415981717127,23.992774153992215,1.7942487252952712,118.59855352275662,9.4,208.99903512319193,0.007225846007784668,0.0009648768083574919,3.724757309040634e-05,1.055377027323054e-06,0.44
1.3735609354104287e-06,3.776,0.005273862893272764,23.992463945939797,1.7941256941604236,118.59855861254633,9.4,208.99897038460685,0.0075360540602007085,0.001029615393416403,4.061587392166561e-05,1.1768531931170928e-06,0.45
1.496805830353623e-06,3.776,0.005388073709748331,23.992148151151817,1.7940029903651802,118.59856338307316,9.4,208.99890292653396,0.007851848848178631,0.0010970734663271811,4.42009263367946e-05,1.3090667400936598e-06,0.46
1.6280308903480655e-06,3.776,0.005502039384502336,23.99182682266293,1.793880613026632,118.59856783519851,9.4,208.9988327023833,0.008173177337068615,0.0011672976169656442,4.80110823954751e-05,1.4526875158361297e-06,0.47000000000000003
1.7675594549628805e-06,3.776,0.00561575075260523,23.991500013076482,1.7937585612642517,118.5985719697815,9.4,208.9987596660869,0.00849998692351505,0.001240333913358024,5.205478515554804e-05,1.6084097502491875e-06,0.48
1.9157201787483196e-06,3.776,0.005729198534376861,23.99116777456983,1.7936368341998867,118.59857578767891,9.4,208.99868377209467,0.008832225430167342,0.0013162279056103878,5.634056488516196e-05,1.7769522124763518e-06,0.49
2.0728469597757167e-06,3.776,0.005842373339998788,23.990830158901264,1.7935154309577532,118.5985792897452,9.4,208.99860497536918,0.009169841098732796,0.0013950246310982745,6.0877034114400134e-05,1.959058425467183e-06,0.5
2.2392788983924086e-06,3.776,0.0059552656722159595,23.99048721741404,1.7933943506644299,118.59858247683252,9.4,208.99852323138282,0.009512782585957214,0.0014767686174498218,6.56728847463691e-05,2.155496782112201e-06,0.51
2.4153602156754126e-06,3.776,0.006067865931931278,23.990139001044394,1.7932735924488503,118.59858534979075,9.4,208.9984384961119,0.009860998955599503,0.0015615038883634094,7.073688213677397e-05,2.3670607232859847e-06,0.52
2.6014402130171633e-06,3.776,0.0061801644208670245,23.989785560325487,1.7931531554422984,118.59858790946747,9.4,208.99835072603375,0.010214439674505211,0.0016492739665197726,7.607786225514048e-05,2.5945688458231382e-06,0.53
2.79787321451834e-06,3.776,0.006292151345585814,23.989426945393067,1.7930330387784017,118.59859015670796,9.4,208.9982598781226,0.010573054606929469,0.0017401218776672523,8.17047274473067e-05,2.8388650133572625e-06,0.54
3.0050184919823705e-06,3.776,0.00640381682277753,23.98906320599286,1.7929132415931226,118.59859209235522,9.4,208.99816590984435,0.010936794007140713,0.001834090155918858,8.762644087878975e-05,3.1008184873362177e-06,0.55
3.2232402267931315e-06,3.776,0.006515150881984672,23.988694391484337,1.792793763024756,118.59859371724998,9.4,208.99806877915384,0.011305608515663078,0.0019312208464279802,9.385202368165304e-05,3.3813239838315344e-06,0.56
3.452907442650313e-06,3.776,0.006626143470467039,23.98832055084735,1.7926746022139197,118.59859503223073,9.4,208.9979684444902,0.011679449152648343,0.0020315555100860853,0.00010039054987753716,3.6813017598799393e-06,0.5700000000000001
3.6943939606500104e-06,3.776,0.0067367844565141945,23.98794173268661,1.7925557583035505,118.59859603813366,9.4,208.99786486477365,0.012058267313386406,0.0021351352266556324,0.00010725114292551521,4.001697665331313e-06,0.58
3.948078324013461e-06,3.776,0.006847063635017179,23.98755798523906,1.7924372304388958,118.59859673579271,9.4,208.99775799940033,0.01244201476093793,0.002242000599955221,0.00011444296995335272,4.343483199247995e-06,0.59
4.214343768825881e-06,3.776,0.006956970729745422,23.987169356376857,1.7923190177675095,118.59859712603958,9.4,208.9976478082404,0.012830643623139314,0.002352191759874358,0.00012197523940416164,4.7076555242033996e-06,0.6
4.493578145820496e-06,3.776,0.007066495399277698,23.986775893615086,1.7922011194392438,118.59859720970374,9.4,208.99753425163257,0.01322410638491111,0.0024657483677151116,0.0001298571949267748,5.095237495163251e-06,0.61
4.786173877748361e-06,3.776,0.007175627240334335,23.986377644115976,1.792083534606244,118.5985969876124,9.4,208.9974172903812,0.013622355884019699,0.0025827096190762272,0.00013809811196157935,5.5072776562137784e-06,0.62
5.092527909789189e-06,3.776,0.007284355791667357,23.98597465469383,1.7919662624229433,118.59859646059054,9.4,208.9972968857531,0.01402534530616259,0.0027031142471973723,0.0001467072937611865,5.944850231129028e-06,0.63
5.413041652098212e-06,3.776,0.007392670538634837,23.985566971820727,1.7918493020460553,118.59859562946093,9.4,208.99717299947346,0.014433028179263967,0.002827000526810417,0.0001556940667260496,6.409055097725503e-06,0.64
5.748120923464712e-06,3.776,0.007500560917723842,23.985154641632096,1.791732652634568,118.59859449504413,9.4,208.9970455937224,0.014845358367893895,0.0029544062778924063,0.00016506777580693174,6.901017748927597e-06,0.65
6.0981758992497394e-06,3.776,0.007608016320791629,23.984737709931874,1.7916163133497378,118.59859305815844,9.4,208.99691463113118,0.015262290068117735,0.0030853688691048265,0.00017483778021132638,7.421889239606613e-06,0.66
6.46362106063483e-06,3.776,0.0077150260992567745,23.984316222197517,1.7915002833550828,118.59859131962,9.4,208.99678007477917,0.015683777802477417,0.003219925221120757,0.00018501344917603232,7.972846119207736e-06,0.67
6.844875143499008e-06,3.776,0.00782157956836641,23.983890223585053,1.7913845618163782,118.59858928024272,9.4,208.99664188819034,0.016109776414939755,0.003358111809954762,0.00019560415767596508,8.555090350732547e-06,0.68
7.242361086970889e-06,3.776,0.007927666011532452,23.983459758934174,1.7912691479016485,118.59858694083835,9.4,208.99650003533,0.016540241065819503,0.0034999646702924903,0.00020661928207638355,9.169849216276672e-06,0.6900000000000001
7.656505982215606e-06,3.776,0.008033274684691847,23.98302487277326,1.7911540407811628,118.5985843022164,9.4,208.9963544806015,0.016975127226734506,0.00364551939878181,0.00021806819577481024,9.818375209023805e-06,0.7000000000000001
8.087741021742042e-06,3.776,0.008138394820667645,23.982585609324374,1.791039239627428,118.59858136518423,9.4,208.996205188843,0.017414390675622136,0.003794811157266021,0.00022996026485652948,1.0501945911618063e-05,0.71
8.536501451503611e-06,3.776,0.00824301563333165,23.982142012507957,1.7909247436151832,118.59857813054703,9.4,208.99605212532444,0.017857987492040834,0.003947874675815498,0.0002423048439614475,1.122186386715784e-05,0.72
9.003226518774539e-06,3.776,0.008347126322170023,23.981694125947932,1.7908105519213935,118.59857459910779,9.4,208.99589525574424,0.01830587405206757,0.004104744256005671,0.0002551112717630775,1.1979456426163125e-05,0.73
9.488359419048448e-06,3.776,0.008450716076983375,23.981241992976887,1.7906966637252433,118.59857077166735,9.4,208.99573454622603,0.018758007023114545,0.004265453774228477,0.0002683888663306,1.277607557380719e-05,0.74
9.992347249215846e-06,3.776,0.008553774082077704,23.980785656640624,1.790583078208131,118.59856664902439,9.4,208.9955699633157,0.019214343359376843,0.00443003668458143,0.0002821469210111932,1.36130977590619e-05,0.75
1.0515640961201927e-05,3.776,0.008656289520448448,23.98032515970266,1.7904697945536627,118.59856223197544,9.4,208.99540147397857,0.019674840297339898,0.004598526021705749,0.0002963947003321121,1.4491923711969507e-05,0.76
1.1058695314111314e-05,3.776,0.008758251578122897,23.979860544648844,1.7903568119476476,118.59855752131486,9.4,208.99522904559657,0.020139455351155612,0.004770954403698403,0.0003111414357578156,1.5413978244540514e-05,0.77
1.1621968824955973e-05,3.776,0.008859649448658207,23.979391853692103,1.7902441295780902,118.59855251783489,9.4,208.9950526459652,0.02060814630789661,0.004947354035090863,0.0003263963213063373,1.638071003403034e-05,0.78
1.2205923719892215e-05,3.776,0.008960472337627211,23.97891912877712,1.7901317466351852,118.59854722232562,9.4,208.9948722432905,0.021080871222879383,0.005127756709771254,0.00034216850919239144,1.7393591392939852e-05,0.79
1.2811025886699234e-05,3.776,0.009060709467025797,23.978442411584872,1.7900196623113118,118.59854163557503,9.4,208.99468780618648,0.021557588415129288,0.005312193813803861,0.00035846710556288884,1.8454118027902234e-05,0.8
1.3437744828068177e-05,3.776,0.009160350079633837,23.97796174353706,1.7899078758010272,118.59853575836895,9.4,208.99449930367211,0.022038256462944675,0.005500696328175683,0.00037530116629175313,1.9563808787745946e-05,0.81
1.4086553615184891e-05,3.776,0.009259383443376009,23.97747716580049,1.7897963863010613,118.5985295914911,9.4,208.9943067051688,0.02252283419951367,0.005693294831499817,0.0003926796927899085,2.0724205397586448e-05,0.8200000000000001
1.4757928841146143e-05,3.776,0.009357798855716068,23.97698871929147,1.7896851930103108,118.59852313572308,9.4,208.9941099804976,0.023011280708535437,0.005890019502709258,0.00041061162779446286,2.1936872180385146e-05,0.8300000000000001
1.54523505745316e-05,3.776,0.009455585648056104,23.976496444680123,1.7895742951298326,118.5985163918444,9.4,208.9939090998766,0.02350355531987911,0.0060909001237198414,0.0004291058511659464,2.3203395766310916e-05,0.84
1.6170302313470165e-05,3.776,0.009552733190111346,23.976000382394684,1.789463691862839,118.59850936063243,9.4,208.99370403391828,0.02399961760531624,0.0062959660820391524,0.00044817117572398016,2.4525384789767537e-05,0.85
1.691227094016605e-05,3.776,0.009649230894261087,23.975500572625677,1.7893533824146914,118.5985020428625,9.4,208.993494753627,0.02449942737432446,0.006505246373323771,0.00046781634312074484,2.5904469574122666e-05,0.86
1.7678746675691887e-05,3.776,0.009745068219889094,23.974997055330057,1.7892433659928946,118.5984944393078,9.4,208.99328123039643,0.02500294466994378,0.006718769603898416,0.0004880500197382995,2.734230180440204e-05,0.87
1.8470223034979423e-05,3.776,0.009840234677716954,23.97448987023532,1.7891336418070904,118.59848655073945,9.4,208.99306343600708,0.025510129764678934,0.006936563993242016,0.0005088807926059557,2.8840554188184077e-05,0.88
1.9287196782070954e-05,3.776,0.009934719834123192,23.973979056843543,1.7890242090690531,118.5984783779265,9.4,208.99284134262388,0.02602094315645524,0.007158657376436657,0.0005303171653449518,3.0400920104800243e-05,0.89
2.0130167885688023e-05,3.776,0.010028513315441488,23.973464654435364,1.7889150669926825,118.59846992163591,9.4,208.99261492279373,0.02653534556463458,0.007385077206575663,0.0005523675541472198,3.202511324291857e-05,0.9
2.0999639475104654e-05,3.776,0.010121604812236791,23.97294670207391,1.7888062147939991,118.59846118263259,9.4,208.99238414944315,0.027053297926091235,0.007615850557131933,0.0005750402837893085,3.371486722665328e-05,0.91
2.18961177962866e-05,3.776,0.01021398408356025,23.972425238608654,1.7886976516911377,118.59845216167936,9.4,208.992148995876,0.02757476139134441,0.00785100412428944,0.0005983435836803603,3.547193523039004e-05,0.92
2.282011216828214e-05,3.776,0.010305640961181924,23.971900302679252,1.788589376904342,118.59844285953702,9.4,208.99190943577105,0.02809969732074683,0.008090564229239174,0.0006222855839450046,3.729808958250532e-05,0.93
2.3772134939873256e-05,3.776,0.010396565353798405,23.97137193271927,1.788481389655959,118.59843327696427,9.4,208.99166544317984,0.028628067280731036,0.008334556820439178,0.0006468743115439593,3.91951213581357e-05,0.9400000000000001
2.4752701446493442e-05,3.776,0.01048674725121265,23.970840166959885,1.7883736891704332,118.59842341471781,9.4,208.99141699252442,0.02915983304011494,0.00858300747583852,0.000672117686434952,4.1164839961155095e-05,0.9500000000000001
2.5762329967406075e-05,3.776,0.010576176728484309,23.970305043433534,1.7882662746743008,118.59841327355227,9.4,208.9911640585952,0.02969495656646665,0.008835941405065878,0.0006980235177755333,4.320907269553685e-05,0.96
2.680154168313309e-05,3.776,0.010664843950049177,23.969766599977472,1.7881591453961845,118.59840285422025,9.4,208.99090661654867,0.03023340002252845,0.009093383451583777,0.0007245995001690065,4.5329664326289325e-05,0.97
2.787086063312836e-05,3.776,0.010752739173806014,23.969224874237298,1.7880523005667874,118.59839215747233,9.4,208.99064464190545,0.03077512576269988,0.0093553580948091,0.0007518532099550725,4.7528476630153426e-05,0.98
2.8970813673694508e-05,3.776,0.010839852755168662,23.968679903670417,1.7879457394188878,118.59838118405706,9.4,208.99037811054805,0.03132009632958074,0.00962188945220032,0.0007797921015471221,4.9807387936250546e-05,0.99
3.0101930436141052e-05,3.776,0.010926175151081446,23.968131725549423,1.787839461187333,118.59836993472096,9.4,208.99010699871894,0.031868274450574274,0.009893001281311889,0.0008084235038180501,5.21682926568738e-05,1.0
3.1264743285179605e-05,3.776,0.011011696923995994,23.967580376965447,1.7877334651090342,118.59835841020856,9.4,208.98983128301845,0.032419623034550905,0.010168716981816348,0.0008377546165362683,5.461310080862354e-05,1.01
3.2459787277551394e-05,3.776,0.011096408745807727,23.967025894831426,1.787627750422961,118.59834661126236,9.4,208.98955094040275,0.032974105168572666,0.010449059597494887,0.0008677925068535392,5.714373752409391e-05,1.02
3.3687600120883175e-05,3.776,0.01118030140175013,23.966468315885322,1.7875223163701357,118.59833453862286,9.4,208.98926594818204,0.033531684114678516,0.010734051818196878,0.000898544105846304,5.9762142554320577e-05,1.03
3.494872213276848e-05,3.776,0.011263365794244933,23.96590767669327,1.7874171621936275,118.59832219302858,9.4,208.98897628401846,0.034092323306730815,0.011023715981768968,0.0009300162051122353,6.247026976220336e-05,1.04
3.624369620007099e-05,3.776,0.011345592946706309,23.96534401365268,1.7873122871385474,118.59830957521602,9.4,208.98868192592428,0.034655986347323364,0.011318074075954287,0.00096221545342371,6.527008660712232e-05,1.05
3.7573067738446546e-05,3.776,0.011426974007297239,23.964777362995253,1.7872076904520426,118.59829668591972,9.4,208.98838285225997,0.035222637004750965,0.011617147740262346,0.0009951483534398544,6.816357362097089e-05,1.06
3.893738465208017e-05,3.776,0.01150750025263626,23.964207760789964,1.787103371383291,118.59828352587223,9.4,208.98807904173242,0.03579223921004092,0.01192095826781023,0.0010288212584787892,7.115272387583411e-05,1.07
4.0337197293634816e-05,3.776,0.011587163091452739,23.963635242945962,1.786999329183495,118.59827009580412,9.4,208.98777047339308,0.03636475705404645,0.012229526607135683,0.001063240369351694,7.423954244354432e-05,1.08
4.1773058424408664e-05,3.776,0.011665954068188879,23.963059845215405,1.7868955631058774,118.598256396444,9.4,208.98745712663623,0.03694015478460237,0.012542873363982642,0.001098411731260305,7.742604584735052e-05,1.09
4.324552317469793e-05,3.776,0.011743864866546652,23.962481603196263,1.786792072405675,118.59824242851849,9.4,208.98713898119715,0.03751839680374302,0.012861018803059817,0.001134341230759433,8.07142615059419e-05,1.1
4.475514900436203e-05,3.776,0.01182088731297789,23.96190055233502,1.7866888563401333,118.59822819275227,9.4,208.98681601715043,0.03809944766498268,0.013183982849772907,0.0011710345927860612,8.410622717007043e-05,1.11
4.6302495663588e-05,3.776,0.011897013380115793,23.961316727929344,1.7865859141685012,118.59821368986807,9.4,208.98648821490826,0.03868327207065856,0.013511785091931038,0.0012084973777565565,8.760399035202102e-05,1.12
4.78881251538513e-05,3.776,0.011972235190146086,23.960730165130663,1.7864832451520258,118.59819892058667,9.4,208.98615555521877,0.039269834869336384,0.013844444781427993,0.0012467349787335055,9.1209607748182e-05,1.1300000000000001
4.951260168907007e-05,3.776,0.012046545018116158,23.96014089894672,1.7863808485539467,118.59818388562688,9.4,208.9858180191643,0.03985910105327879,0.014181980835898852,0.0012857526186636585,9.492514465497217e-05,1.1400000000000001
5.117649165695007e-05,3.776,0.012119935295180463,23.95954896424402,1.7862787236394906,118.59816858570561,9.4,208.98547558815986,0.04045103575597645,0.014524411840352613,0.0013255553476884392,9.875267437838456e-05,1.1500000000000001
5.2880363580517407e-05,3.776,0.01219239861178052,23.958954395750254,1.7861768696758662,118.5981530215378,9.4,208.98512824395144,0.04104560424974205,0.014871756048781356,0.0013661480405284395,0.0001026942776374103,1.16
5.46247880798368e-05,3.776,0.012263927720757913,23.958357228056627,1.7860752859322584,118.59813719383648,9.4,208.98477596861449,0.04164277194336717,0.01522403138574661,0.0014075353939433015,0.00010675204196161028,1.17
5.6410337833911945e-05,3.776,0.01233451554039863,23.95775749562015,1.7859739716798237,118.59812110331276,9.4,208.9844187445523,0.042242504379841915,0.015581255447943398,0.0014497219242683276,0.00011092806108310382,1.18
5.823758754276641e-05,3.776,0.012404155157407223,23.957155232765853,1.7858729261916844,118.59810475067583,9.4,208.98405655449452,0.0428447672341375,0.01594344550574265,0.0014927119650291652,0.00011522443432324944,1.19
6.010711388970184e-05,3.776,0.012472839829809205,23.95655047368894,1.785772148742923,118.59808813663295,9.4,208.98368938149557,0.04344952631105161,0.016310618504712517,0.001536509664635839,0.00011964326597429347,1.2
6.201949550373143e-05,3.776,0.012540562989780187,23.955943252456873,1.7856716386105778,118.5980712618895,9.4,208.98331720893316,0.04405674754311653,0.016682791067119177,0.001581118984157388,0.00012418666467626648,1.21
6.397531292218622e-05,3.776,0.012607318246400281,23.955333603011418,1.7855713950736367,118.59805412714894,9.4,208.98294002050687,0.044666396988569966,0.01705997949340771,0.0016265436951783195,0.00012885674278941,1.22
6.597514855349187e-05,3.776,0.012673099388332332,23.954721559170597,1.7854714174130324,118.59803673311283,9.4,208.98255780023663,0.04527844082938849,0.017442199763663634,0.0016727873777380498,0.00013365561576241867,1.23
6.801958664011386e-05,3.776,0.012737900386422564,23.954107154630602,1.7853717049116373,118.59801908048085,9.4,208.98217053246125,0.04589284536938351,0.017829467539055684,0.0017198534183544658,0.00013858540149678554,1.24
7.010921322166885e-05,3.776,0.012801715396222296,23.953490422967626,1.7852722568542578,118.59800116995079,9.4,208.98177820183705,0.04650957703235958,0.018221798163260396,0.0017677450081326927,0.0001436482197075408,1.25
7.224461609820018e-05,3.776,0.012864538760429395,23.952871397639647,1.7851730725276296,118.59798300221856,9.4,208.98138079333646,0.047128602360334955,0.01861920666386907,0.0018164651409601162,0.0001488461912806759,1.26
7.44263847936154e-05,3.776,0.012926365011248176,23.95225011198816,1.785074151220412,118.59796457797816,9.4,208.98097829224656,0.047749888011824275,0.019021707753777727,0.001866016611788654,0.0001541814376275478,1.27
7.665511051928413e-05,3.776,0.012987188872666535,23.951626599239802,1.7849754922231833,118.59794589792178,9.4,208.9805706841678,0.04837340076018307,0.019429315832560565,0.001916402015005235,0.00015965608003655956,1.28
7.893138613779408e-05,3.776,0.013047005262649094,23.951000892507974,1.784877094828435,118.59792696273968,9.4,208.98015795501254,0.048999107492014006,0.01984204498782755,0.001967623742891387,0.00016527223902241557,1.29
