Time,M,Mp,Mpp,MAPKK,MKP3,M_MAPKK,Mp_MAPKK,Mpp_MKP3,Mp_MKP3_dep,Mp_MKP3,M_MKP3,k1,k_1,k2,k3,k_3,k4,h1,h_1,h2,h3,h_3,h4,h_4,h5,h6,h_6,uVol,v1a,v1b,v2a,v2b,v3a,v3b,v3c,v4a,v4b,v4c
0.1,465.3036869124317,0.01594100702814122,0.00014595745663182575,20.440226128509774,94.8795477484064,29.559455447000193,0.00031842449007761563,1.5201089478014481e-05,0.0005537261070078599,0.0005464462182692682,5.119336878178802,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,160.65879613138816,0.29559455447000194,0.010108384737806227,0.004776367351164234,0.0006079758969300725,1.3985002319773322e-06,-0.014571029267834207,0.0145783091565728,0.0002732231091346341,-48.122320746385995
0.11,463.30204084018607,0.018555598115162667,0.00019075331873496203,18.92029342502213,94.40049376659746,31.079334968274402,0.00037160670351827176,2.2145971879521233e-05,0.0007105884208219483,0.0007002710677266642,5.5980732279420575,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,144.23687617388376,0.310793349682744,0.010862868848983015,0.005574100552774077,0.000788178364549369,2.0374294129159536e-06,-0.016805987821237062,0.016816305174332347,0.0003501355338633321,-47.62810126262144
0.12,461.46043116164935,0.02126205079552356,0.00024156004967814204,17.55570919164686,93.92622558084747,32.44386688707201,0.0004239212811851396,3.099544012374264e-05,0.0008900191757957129,0.000875867949163896,6.071977536587414,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,129.5814357714458,0.32443866887072015,0.011520730897510392,0.006358819217777094,0.0009900016271588024,2.8515804913843226e-06,-0.019080622617522122,0.01909477384415394,0.000437933974581948,-47.155370141170124
0.13,459.7620393710656,0.024045951682840693,0.00029798444593212494,16.329844984571285,93.45653832262285,33.6696803830877,0.0004746323410752317,4.195305157211486e-05,0.0010923413666830675,0.0010734570162111848,6.541253925942671,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,116.48717627130952,0.336696803830877,0.012090700890517713,0.007119485116128476,0.001211233714013938,3.8596807446345675e-06,-0.02138017268283032,0.0213990570333022,0.0005367285081055924,-46.70199767931508
0.14,458.19198382693827,0.02689463315297227,0.0003595607220552818,15.22799058503217,92.99124743578085,34.77148622233565,0.0005231926322409081,5.5198751627181836e-05,0.0013177409608146802,0.0012931214964619147,7.006086503010234,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,104.77537809474092,0.3477148622233565,0.01258244642188248,0.007847889483613622,0.0014494212516502013,5.078285149700729e-06,-0.023691913901411316,0.02371653336576408,0.0006465607482309574,-46.26610511599745
0.15,456.7370712929301,0.029796949911995985,0.00042577908220726437,14.237107726937575,92.53018629498649,35.762323050475736,0.0005692225867572632,7.088712567615807e-05,0.0015662858880120547,0.001534827335378057,7.466641704664423,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,94.28997468719254,0.35762323050475736,0.013005893759842735,0.008538338801358947,0.0017019966751954361,6.521615562206542e-06,-0.026004887375781646,0.026036345928415642,0.0007674136676890285,-45.84603173741635
0.16,455.38558540794634,0.032743089699050626,0.0004961097222144616,13.345620468726828,92.0732041386404,36.65376704424723,0.0006124870260099127,8.914682376313331e-05,0.0018379424697157279,0.0017984401809887913,7.923070331885098,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,84.89429675142152,0.3665376704424723,0.013370772113094362,0.009187305390148691,0.0019663817040246005,8.201507786208265e-06,-0.028309669350189297,0.028349171638916232,0.0008992200904943957,-45.440306915224
0.17,454.12710475622,0.03572441098647625,0.0005700224285440237,12.543234929335913,91.6201642602987,37.456112198940296,0.0006528717238753119,0.00011008089672281635,0.0021325897504552082,0.002083740187729472,8.375509328866388,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,76.46834705578786,0.37456112198940295,0.013686318027021346,0.009793075858129678,0.0022400687873637857,1.0127442498499104e-05,-0.030598174276378523,0.03064702383910426,0.001041870093864736,-45.04762612381811
0.18,452.95234714271527,0.03873330431772354,0.0006470019076143771,11.820785015330316,91.17094243361,38.17852462369296,0.0006903609768131804,0.00013376787046603413,0.0024500319384788047,0.0023904348528513853,8.824083331728193,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,68.90652173157312,0.3817852462369296,0.013961097047928434,0.010355414652197706,0.0025206819448435457,1.2306644082875139e-05,-0.032863486643667894,0.03292308372929532,0.0011952174264256927,-44.66683043664011
0.19,451.85303348795037,0.04176307105120938,0.0007265595608574231,11.170097599375197,90.72542551918693,38.82917738324735,0.0007250173775406719,0.00016026326678649793,0.0027900093776749377,0.0027181703231518753,9.268906037845435,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,62.115672309435745,0.3882917738324735,0.014202905172592118,0.010875260663110078,0.0028060208727855506,1.4744220544357809e-05,-0.03509971454341515,0.035171553597938214,0.0013590851615759376,-44.29688868960798
0.2,450.82176918839446,0.044807817749500795,0.0008082419572182362,10.583875018978983,90.28351022912196,39.41536801796285,0.000756963058264586,0.00018960159967184112,0.0031522082362753197,0.003066541361704892,9.710081419680362,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,56.01345720053628,0.3941536801796285,0.01441872791562036,0.011354445873968791,0.0030940898458734767,1.7443347169809382e-05,-0.037301862485041554,0.03738752935961198,0.001533270680852446,-43.93688198894189
0.21,449.85194480669287,0.047862367387680044,0.000891636245274271,10.05559672875093,89.84510208157458,39.94361690689083,0.0007863643583349768,0.00022179847905457584,0.0035362686725030424,0.0034350997316561008,10.14770475154218,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,50.526977985517654,0.39943616906890833,0.014614744919547602,0.011795465375024652,0.003383113247378867,2.0405460073020976e-05,-0.039465724165616355,0.039566893106463295,0.0017175498658280504,-43.585990684394766
0.22,448.9376454397771,0.050922178190195656,0.0009763735981213886,9.579429554819322,89.41011443674573,40.41975702710638,0.0008134180743952383,0.00025685288354122094,0.003941792330097123,0.003823361875914684,10.581863556164683,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,45.5915739528296,0.4041975702710638,0.014796355325634721,0.012201271115928575,0.0036715424978060536,2.3630465285792326e-05,-0.04158778546344039,0.04170621591762283,0.001911680937957342,-43.24348261327685
0.23,448.07357280957467,0.053983273477830204,0.001062130635301664,9.15015055477815,88.97846765890924,40.84901110503479,0.0008383401871500937,0.00029474944525193056,0.004368348814423641,0.004230815534415348,11.012638427296645,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,41.149801911464365,0.40849011105034794,0.014968222365230984,0.012575102807251406,0.003958054591970732,2.711694896317761e-05,-0.04366514071826803,0.04380267399827632,0.002115407767207674,-42.90870299300601
0.24,447.2549767032115,0.05704217970033266,0.0011486293590917873,8.7630791397266,88.55008837254398,41.23605950369861,0.0008613565748740278,0.0003354606901867037,0.004815481402536793,0.004656925561376494,11.440103759801886,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,37.15055562603777,0.41236059503698613,0.015134327745654652,0.012920348623110417,0.004241544716282731,3.086238349717674e-05,-0.04569541913173312,0.04585397497289342,0.002328462780688247,-42.58106555999947
0.25,446.4775952207943,0.06009587207005084,0.0012356359309998682,8.414017920166064,88.12490880862903,41.585099384181774,0.0008826956522440329,0.0003789491631565264,0.005282712020552458,0.005101138978781593,11.86432839120846,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,33.548310358626495,0.41585099384181773,0.01529803217256925,0.013240434783660495,0.00452111450514477,3.4863323010400424e-05,-0.04767672043893021,0.04785829348070107,0.0025505694893907965,-42.260044858677404
0.26,445.7376014177251,0.06314172574052489,0.0013229585959130489,8.099199885197942,87.70286621686333,41.89989753231002,0.0009025824921159245,0.0004251694411367227,0.005769545677739432,0.005562889461450902,12.285376178556321,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,30.302461072306883,0.4189989753231002,0.015462136159687568,0.013538737381738867,0.004796057292514793,3.911558858457849e-05,-0.049607557575491866,0.0498142137917804,0.002781444730725451,-41.94516939610489
0.27,445.0315565964127,0.06617747277176891,0.0014104449965522232,7.815242166353653,87.28390234782717,42.18383659925458,0.0009212343918469062,0.0004740699724101975,0.006275474329242027,0.006041601227045018,12.703306506644111,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,27.376751130151156,0.4218383659925458,0.015628940829549867,0.013818515877703594,0.005065841478161858,4.3614437461738166e-05,-0.051486806381128666,0.05172067948332568,0.003020800613522509,-41.636015660857694
0.28,444.35636935305746,0.06920116413539179,0.0014979791145776624,7.559105499792212,86.86796299651508,42.43995564256817,0.0009388576397018751,0.0005255947270729269,0.006799980237192358,0.006536692404451391,13.118174736116185,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,24.738777866319744,0.4243995564256817,0.01580030717334976,0.014082864595528127,0.00533009301618789,4.835471489070928e-05,-0.053313661417097445,0.05357694924983841,0.0032683462022256955,-41.33220288794391
0.29,443.7092580498953,0.07221113465197627,0.0015854778877669733,7.32805708025588,86.45499758217905,42.670987274587446,0.0009556451567607213,0.0005796847190015452,0.007342539019438533,0.007047578072840776,13.530032616009661,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,22.359548125964935,0.42670987274587446,0.015977708973150494,0.014334677351410821,0.0055885771939055955,5.333099414814216e-05,-0.05508759569799161,0.055382556644589374,0.003523789036420388,-41.033388310106744
0.3,443.0877192293425,0.0752059732678121,0.001672887861001679,7.11963929731738,86.04495879315381,42.87938892760557,0.0009717750771414043,0.000636279274939888,0.007902622178865412,0.007573672766090949,13.938928632626284,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,20.213105832073566,0.42879388927605566,0.016162285808315087,0.014576626157121065,0.005841181243005663,5.85376932944697e-05,-0.056808326529413776,0.05713727594218824,0.0037868363830454747,-40.73926313471955
0.31,442.48949781982583,0.07818449482714442,0.0017601816878576844,6.931640245452556,85.6378022508881,43.067372344681104,0.0009874098664420644,0.0006953172023129107,0.008479699452931498,0.008114392784505792,14.34490833967213,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,18.27618788087881,0.43067372344681104,0.016354887442812698,0.014811147996630967,0.0060878969066546764,6.396918261278778e-05,-0.05847578361799428,0.058841090286419984,0.004057196392252896,-40.44954880641613
0.32,441.91256199792764,0.08114571607241447,0.0018473548444001226,6.762068843241434,85.23348622560287,43.23692846069772,0.0010026960609553408,0.0007567377291719118,0.009073240750476975,0.008669158083038633,14.748014637834402,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,16.527934877765986,0.4323692846069772,0.016556117328349926,0.015040440914330112,0.006328804486607125,6.961987108381589e-05,-0.060090081980771225,0.060494164648209565,0.0043345790415193165,-40.163993833714606
0.33,441.3550798854291,0.0840888332568659,0.0019344224030815856,6.609131768829053,84.8319713722599,43.38985046681196,0.0010177643590987405,0.0008204813265226801,0.009682717907764229,0.0092373939693256,15.148288034536447,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,14.949627129285531,0.4338985046681196,0.016766369377916344,0.015266465386481107,0.006564057639880707,7.548428204008657e-05,-0.061651497047967616,0.062096820986406245,0.0046186969846628,-39.88237088105629
0.34,440.81539933269255,0.08701320259588241,0.002021416040720452,6.471213450326011,84.43322050100302,43.527753819613636,0.0010327300604625678,0.0008864903597065941,0.010307606163142944,0.009818532512394753,15.545766869961687,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,13.524457005837391,0.43527753819613635,0.016985862163358758,0.015490950906938517,0.006793869623362054,8.155711309300666e-05,-0.06316044304962294,0.06364951670037113,0.0049092662561973765,-39.604474242487726
0.35000000000000003,440.29202951965937,0.08991832236860665,0.002108381224535786,6.346857855190666,84.03719836806175,43.652094451087095,0.001047693722351882,0.0009547096245830859,0.010947385457795172,0.010412013771247395,15.940487523084583,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,12.237324071606722,0.436520944510871,0.017214668218472364,0.01571540583527823,0.0070185006794984,8.78332854616439e-05,-0.06461745348034405,0.06515282516689182,0.005206006885623698,-39.330117560096845
0.36,439.7836245709279,0.09280381689094738,0.002195374679155114,6.2347522729499865,83.64387148954796,43.76418498509164,0.0010627419584903516,0.0010250867588360879,0.01160154154733584,0.011017286829597931,16.33248459531623,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,11.074654072903883,0.4376418498509164,0.01745273990708624,0.015941129377355274,0.00723824693022352,9.430798181292008e-05,-0.0660231637903236,0.0666074185080615,0.005508643414798966,-39.05913179930293
0.37,439.2889690527167,0.09566942225463426,0.0022824620213348183,6.1337129607386665,83.25320797625393,43.865209090848815,0.0010779484126373375,0.0010975725438300556,0.012269566936345809,0.011633810647697666,16.72179107361815,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,10.02423976891469,0.43865209090848817,0.017699932394710835,0.016169226189560064,0.00745343029737393,0.00010097667403236512,-0.06737829614298543,0.06801405243163357,0.005816905323848833,-38.791363460110844
0.38,438.806964818193,0.098514973338493,0.002369715693535654,6.0426721231470255,82.86517738407791,43.95623450211512,0.0010933747379710747,0.0011721211170496564,0.01295096168477453,0.01226105478415238,17.108438478336065,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,9.075097772877932,0.4395623450211512,0.017956023121391617,0.01640062106956612,0.007664389891210275,0.00010783514276856838,-0.06868364572204476,0.06937355262266691,0.00613052739207619,-38.526672965594344
0.39,438.3366192905667,0.10134039219625676,0.0024572131108286446,5.9606663151398065,82.47975058073385,44.03822461323244,0.0011090716278696975,0.001248690102011287,0.013645234078908513,0.012898499979237189,17.49245699510596,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,8.21734181271841,0.44038224613232435,0.01822072876020341,0.016636074418045464,0.00787147450070722,0.0001148794893850384,-0.06994006864210153,0.07068680274177286,0.006449249989618594,-38.26493323085773
0.4,437.8770350169784,0.10414567767076431,0.0025450350213200856,5.886826102776496,82.09689962689382,44.112048817361185,0.0011250798624426591,0.0013272406664292143,0.014351901183036683,0.013545638616708305,17.87387559263996,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,7.44207037352534,0.4411204881736119,0.018493719939272624,0.016876197936639886,0.008075036144721794,0.0001221061413114877,-0.07114847128007905,0.07195473384640742,0.006772819308354152,-38.00602839101479
0.41000000000000003,437.4274001090673,0.10693089587074472,0.0026332641006412793,5.82036660136647,81.71659766767198,44.17849196733097,0.0011414313026857788,0.001407737528065084,0.015070489307782892,0.014201975102080142,18.252722130390044,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,6.741264635016698,0.4417849196733097,0.018774633176683132,0.017121469540286684,0.008275424709852154,0.00012951185258198772,-0.07230980065335084,0.07317831485905359,0.007100987551040071,-37.74985264666773
0.42,436.9869798577378,0.10969617180544004,0.0027219837228187947,5.760579175932949,81.33881883733291,44.23826267418369,0.0011581498834817264,0.0014901489040856123,0.015800534369597018,0.01486702613029972,18.629023453263063,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,6.10769925226262,0.44238262674183687,0.019063081571941667,0.017372248252225896,0.0084729834367981,0.00013709369917587632,-0.07342503608671933,0.07435854432601662,0.00743351306514986,-37.49630925083334
0.43,436.5551091237392,0.11244168179153059,0.0028112769362242827,5.706823909462568,80.9635381730042,44.292000838001485,0.0011752525360655033,0.001574446422194772,0.01654158217894005,0.015540320882533014,19.00280547751208,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,5.534861852906424,0.4429200083800149,0.019358663562113337,0.01762878804098255,0.008668045317144872,0.000144849070841919,-0.07449518178071374,0.07549644307712076,0.007770160441266507,-37.24530959530982
0.44,436.1311854312293,0.11516764657494498,0.002901225584725819,5.658522767009118,80.59073153637964,44.3402844829357,0.0011927500552958784,0.0016606050033157308,0.017293188665174486,0.016221401159819564,19.374093268791995,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,5.016880360370024,0.443402844829357,0.019660969950054067,0.017891250829438175,0.008860930146814421,0.00015277566030504723,-0.07552126020280593,0.07659304770816086,0.008110700579909782,-36.99677238658822
0.45,435.71466295414757,0.11787432531898927,0.002991909614436569,5.6151536433617135,80.22037554571905,44.38363570870258,0.0012106479358206723,0.0017486027085061157,0.018054920019776356,0.016909821435275946,19.742911110117326,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,4.548459834359477,0.4438363570870258,0.019969590376938573,0.018159719037310083,0.009051942370596592,0.00016087144918256263,-0.07650430642309944,0.07764940500759984,0.008454910717637973,-36.750622926783834
0.46,435.30504688359764,0.12056201003270488,0.003083406483259747,5.576244788018973,79.85244751209443,44.422526264880084,0.0012289471010494782,0.001838420579113371,0.01882635280881411,0.01760514887691729,20.10928256564067,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,4.124823712780234,0.44422526264880086,0.020284117861445294,0.018434206515742173,0.009241369367219405,0.00016913469327843014,-0.07744536297207757,0.07866656690397439,0.008802574438458645,-36.506792448179425
0.47000000000000003,434.9018882286476,0.1232310204374215,0.003175790665822794,5.541369659143207,79.48692538060739,44.457382696255614,0.0012476446012871225,0.0019300424605558652,0.019607074043225318,0.018306963327963388,20.473230539560806,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,3.7416598664307514,0.44457382696255615,0.020604151805662763,0.018714669019306837,0.009429480144984998,0.0001775639063711396,-0.07834547521762895,0.07964558593289088,0.009153481663981694,-36.26521750486512
0.48,434.50477981762657,0.12588170002383192,0.0032691333888749557,5.51014296565524,79.12378768538377,44.48859030011744,0.0012667342274313622,0.0020234548001442643,0.020396681152767493,0.019014857194510494,20.834777321468746,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,3.395078820996048,0.44488590300117437,0.020929303017081936,0.01900101341147043,0.009616524927800086,0.00018615784161327232,-0.07920568790884097,0.08058751186709798,0.009507428597255247,-36.02583949158543
0.49,434.1133522409723,0.1285144120763905,0.003363502354031292,5.4822166515817115,78.76301350382073,44.51649714135647,0.0012862070619349794,0.002118646469537381,0.02119478198160115,0.01972843535889304,21.193944632369174,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,3.0815718252318405,0.4451649714135647,0.021259196133374517,0.019293105929024692,0.009802734690344095,0.00019491547519743903,-0.08002704175648212,0.08149338837919023,0.00986421767944652,-35.7886041688353
0.5,433.72726956472064,0.13112953552360146,0.003458961495010483,5.457275653526628,78.40458240821239,44.5414182944364,0.0013060520370887648,0.002215608558482724,0.022000994753787858,0.020447315052232774,21.55075367342305,0.02,1.0,0.01,0.032,1.0,15.0,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,1.0,2.797967074886209,0.44541418294436397,0.021593468656389805,0.019590780556331473,0.009988320862724507,0.00020383598738041062,-0.08081056998732039,0.08236424968887548,0.010223657526116387,-35.55346117828932
