Time,A,R,E,G,A_im,v_max,k,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
5.88,0.9477169977735176,1085.0935660053635,4231.023021204408,1699644.7337840365,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4109.420728459508,0.4109420728459508,8462046.042408817,189.5433995547035,64.15699896266368,947.7169977735176,0.2369292494433794,271.2733915013409,1057.755755301102,8498223.668920182,0.2369292494433794,0.00308508485003389
5.89,0.947058172883804,1084.9170913513874,4229.920718289683,1699240.8883365274,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4108.476399118367,0.41084763991183676,8459841.436579365,189.4116345767608,64.0956957905084,947.058172883804,0.236764543220951,271.22927283784685,1057.4801795724206,8496204.441682637,0.236764543220951,0.003082438794796968
5.9,0.9464017155612257,1084.7391321468263,4228.814600002975,1698835.21395213,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4107.527778241075,0.4107527778241075,8457629.200005949,189.28034311224513,64.03451827573079,946.4017155612256,0.2366004288903064,271.18478303670656,1057.2036500007437,8494176.06976065,0.2366004288903064,0.0030797969268004546
5.91,0.9457476096815304,1084.5596980499026,4227.70469935384,1698427.726808381,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4106.574903456049,0.41065749034560484,8455409.398707679,189.1495219363061,63.973465821652276,945.7476096815303,0.2364369024203826,271.13992451247566,1056.92617483846,8492138.634041905,0.2364369024203826,0.0030771592259628533
5.92,0.9450958392374742,1084.3787986562784,4226.591049105132,1698018.4429935757,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4105.617812184495,0.4105617812184495,8453182.098210264,189.01916784749483,63.91253783468177,945.0958392374743,0.23627395980936855,271.0946996640696,1056.647762276283,8490092.214967879,0.23627395980936855,0.0030745256723021383
5.93,0.9444463883378366,1084.19644349954,4225.4736817750245,1697607.378508079,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4104.656541643489,0.41046565416434894,8450947.363550048,188.8892776675673,63.851733724304054,944.4463883378365,0.23611159708445914,271.049110874885,1056.3684204437561,8488036.892540395,0.23611159708445914,0.0030718962459356037
5.94,0.9437992412064342,1084.0126420516822,4224.352629639039,1697194.5492656403,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4103.691128849054,0.4103691128849053,8448705.259278078,188.75984824128685,63.79105290306769,943.7992412064342,0.23594981030160855,271.00316051292054,1056.0881574097598,8485972.746328201,0.23594981030160855,0.003069270927079679
5.95,0.9431543821811365,1083.8274037235924,4223.2279247320685,1696779.9710947063,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4102.721610619243,0.41027216106192427,8446455.849464137,188.63087643622728,63.73049478657275,943.1543821811365,0.2357885955452841,270.9568509308981,1055.8069811830171,8483899.855473531,0.2357885955452841,0.00306664969604973
5.96,0.9425117957832804,1083.6407378752328,4222.099598951358,1696363.6572396443,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4101.748017730457,0.4101748017730457,8444199.197902715,188.50235915665607,63.670058799736196,942.5117957832804,0.2356279489458201,270.9101844688082,1055.5248997378394,8481818.286198221,0.2356279489458201,0.0030640325335161145
5.97,0.9418714677004071,1083.452653951641,4220.967685469127,1695945.583428096,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4100.7702932214,0.4100770293221401,8441935.370938255,188.37429354008142,63.609744464460746,941.871467700407,0.23546786692510177,270.86316348791024,1055.2419213672817,8479727.91714048,0.23546786692510177,0.003061419424084
5.98,0.9412333816814414,1083.2631610558358,4219.832214283869,1695525.7980958046,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4099.7885501685405,0.40997885501685405,8439664.428567737,188.2466763362883,63.54955112285906,941.2333816814414,0.23530834542036036,270.81579026395895,1054.9580535709672,8477628.990479022,0.23530834542036036,0.003058810344994537
5.99,0.9405975225390989,1083.0722683630427,4218.693216529074,1695104.3157313436,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4098.802822261417,0.40988028222614165,8437386.433058146,188.11950450781978,63.48947820511599,940.5975225390989,0.23514938063477472,270.76806709076067,1054.6733041322684,8475521.578656718,0.23514938063477472,0.0030562052770592403
6.0,0.9399638751968326,1082.8799849900236,4217.550723110045,1694681.1506872766,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4097.813142872886,0.4097813142872886,8435101.446220089,187.9927750393665,63.42952514453954,939.9638751968325,0.23499096879920814,270.7199962475059,1054.3876807775112,8473405.753436383,0.23499096879920814,0.0030536042011929314
6.01,0.9393324246878875,1082.6863199955653,4216.404764705978,1694256.3171800743,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4096.819545058928,0.4096819545058928,8432809.529411957,187.8664849375775,63.36969137754925,939.3324246878875,0.23483310617197187,270.67157999889133,1054.1011911764945,8471281.585900372,0.23483310617197187,0.0030510070984135214
6.02,0.9387031561543545,1082.4912823809711,4215.255371772043,1693829.8292900263,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4095.8220615584296,0.40958220615584295,8430510.743544087,187.7406312308709,63.309976343664225,938.7031561543545,0.23467578903858863,270.6228205952428,1053.8138429430107,8469149.146450132,0.23467578903858863,0.0030484139498417767
6.03,0.938076054846224,1082.2948810905486,4214.102574541467,1693401.7009611574,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4094.820724792985,0.4094820724792986,8428205.149082934,187.6152109692448,63.250379485490804,938.076054846224,0.234519013711556,270.57372027263716,1053.5256436353668,8467008.504805787,0.234519013711556,0.003045824736701055
6.04,0.9374511061204406,1082.097125012101,4212.946403027615,1692971.9460011402,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4093.8155668666896,0.409381556686669,8425892.80605523,187.49022122408812,63.19090024870991,937.4511061204406,0.23436277653011015,270.52428125302526,1053.2366007569037,8464859.7300057,0.23436277653011015,0.003043239440317028
6.05,0.936828295439956,1081.8980229774152,4211.786887026073,1692540.5780812101,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4092.8066195659308,0.4092806619565931,8423573.774052145,187.36565908799122,63.13153808206392,936.828295439956,0.234207073859989,270.4745057443538,1052.9467217565182,8462702.89040605,0.234207073859989,0.0030406580421173707
6.06,0.9362076083727842,1081.6975837627529,4210.624056116726,1692107.6107360795,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4091.793914359184,0.4091793914359184,8421248.112233452,187.24152167455682,63.072292437343236,936.2076083727842,0.23405190209319604,270.4243959406882,1052.6560140291815,8460538.053680398,0.23405190209319604,0.003038080523631439
6.07,0.9355890305910542,1081.4958160893393,4209.457939665845,1691673.0573638517,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4090.7774823968016,0.40907774823968013,8418915.87933169,187.11780611821084,63.01316276937254,935.5890305910542,0.23389725764776356,270.37395402233483,1052.3644849164612,8458365.286819259,0.23389725764776356,0.0030355068664899183
6.08,0.9349725478700653,1081.2927286238537,4208.288566828165,1691236.9312259355,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4089.7573545108075,0.4089757354510808,8416577.13365633,186.99450957401308,62.95414853599673,934.9725478700653,0.23374313696751634,270.3231821559634,1052.0721417070413,8456184.656129677,0.23374313696751634,0.0030329370524244587
6.09,0.93435814608734,1081.088329978918,4207.1159665489695,1690799.2454469588,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4088.733561214688,0.40887335612146886,8414231.933097938,186.871629217468,62.89524919806629,934.3581460873401,0.233589536521835,270.2720824947295,1051.7789916372424,8453996.227234794,0.233589536521835,0.0030303710632672808
6.1,0.9337458112216784,1080.882628713587,4205.940167566168,1690360.0130146835,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4087.706132703182,0.4087706132703182,8411880.335132336,186.74916224433568,62.836464219422616,933.7458112216784,0.2334364528054196,270.2206571783968,1051.485041891542,8451800.065073417,0.2334364528054196,0.003027808880950766
6.11,0.9331355293522122,1080.6756333338394,4204.761198412383,1689919.2467799194,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4086.675098852071,0.40866750988520717,8409522.396824766,186.62710587044245,62.7777930668829,933.1355293522122,0.23328388233805306,270.16890833345985,1051.1902996030958,8449596.233899597,0.23328388233805306,0.0030252504875070284
6.12,0.9325272866574588,1080.4673522930643,4203.579087417028,1689476.959456438,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4085.640489217973,0.40856404892179726,8407158.174834056,186.50545733149175,62.7192352102246,932.5272866574587,0.2331318216643647,270.1168380732661,1050.894771854257,8447384.79728219,0.2331318216643647,0.00302269586506746
6.13,0.9319210694143748,1080.2577939925543,4202.393862708391,1689033.1636208873,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4084.602333038126,0.40846023330381254,8404787.725416781,186.38421388287497,62.66079012216974,931.9210694143748,0.2329802673535937,270.0644484981386,1050.5984656770977,8445165.818104437,0.2329802673535937,0.003020144995862264
6.14,0.9313168639974103,1080.0469667819925,4201.205552215714,1688587.8717127065,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4083.5606592301815,0.4083560659230182,8402411.104431428,186.26337279948206,62.60245727836877,931.3168639974103,0.23282921599935258,270.01174169549813,1050.3013880539286,8442939.358563533,0.23282921599935258,0.0030175978622199616
6.15,0.9307146568775632,1079.8348789599445,4200.014183671279,1688141.096034038,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4082.515496391993,0.40825154963919935,8400028.367342558,186.14293137551263,62.54423615738421,930.7146568775631,0.2326786642193908,269.9587197399861,1050.0035459178198,8440705.48017019,0.2326786642193908,0.003015054446566889
6.16,0.930114434468894,1079.6215384927127,4198.81978408891,1687692.8567460107,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4081.4668915081534,0.40814668915081537,8397639.56817782,186.0228868937788,62.48612622263455,930.1144344688939,0.2325286086172235,269.9053846231782,1049.7049460222274,8438464.283730054,0.2325286086172235,0.0030125147301467603
6.17,0.9295161834509272,1079.406953611826,4197.622380875915,1687243.1649181775,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4080.4148702966727,0.40804148702966725,8395244.76175183,185.90323669018545,62.428126960639595,929.5161834509272,0.2323790458627318,269.8517384029565,1049.4055952189788,8436215.824590888,0.2323790458627318,0.00300997869573497
6.18,0.9289198906549637,1079.1911326063735,4196.422001448202,1686792.0284385392,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4079.3594510335715,0.4079359451033572,8392844.002896404,185.78397813099275,62.37023786763756,928.9198906549638,0.23222997266374093,269.79778315159336,1049.1055003620504,8433960.142192695,0.23222997266374093,0.003007446326689557
6.19,0.9283255429227678,1078.974083564333,4195.21867275055,1686339.459371776,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4078.300661767045,0.40783006617670453,8390437.345501099,185.66510858455356,62.3124584329742,928.3255429227678,0.23208138573069195,269.7435208910832,1048.8046681876374,8431697.29685888,0.23208138573069195,0.0030049176057733652
6.2,0.9277331271875898,1078.7558145244004,4194.012421540048,1685885.4696622293,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4077.2385302651537,0.40772385302651537,8388024.843080097,185.54662543751797,62.25478814878312,927.7331271875898,0.23193328179689746,269.6889536311001,1048.503105385012,8429427.348311147,0.23193328179689746,0.003002392515841553
6.21,0.9271426304732114,1078.536333476464,4192.803274388149,1685430.0711342345,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4076.1730840165956,0.40761730840165955,8385606.548776297,185.42852609464228,62.19722650996675,927.1426304732114,0.23178565761830286,269.634083369116,1048.2008185970371,8427150.355671173,0.23178565761830286,0.002999871039840905
6.22,0.926554039892992,1078.3156483620792,4191.5912576827195,1684973.2754924542,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4075.104350231474,0.4075104350231474,8383182.5153654395,185.3108079785984,62.13977301417714,926.554039892992,0.231638509973248,269.5789120905198,1047.8978144206799,8424866.377462272,0.231638509973248,0.0029973531608091467
6.23,0.9259673426489147,1078.0937670749431,4190.376397630097,1684515.0943222109,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4074.032355842066,0.40740323558420666,8380752.795260194,185.19346852978293,62.08242716179637,925.9673426489147,0.23149183566222867,269.5234417687358,1047.5940994075243,8422575.471611055,0.23149183566222867,0.002994838861874229
6.24,0.9253825260306321,1077.870697461371,4189.158720257147,1684055.5390898215,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4072.957127503598,0.40729571275035986,8378317.440514294,185.07650520612643,62.02518845591694,925.3825260306321,0.23134563150765802,269.46767436534276,1047.2896800642868,8420277.695449108,0.23134563150765802,0.002992328126253608
6.25,0.9247995774145125,1077.6464473207695,4187.938251413311,1683594.6211429287,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4071.8786915950045,0.4071878691595005,8375876.502826623,184.9599154829025,61.96805640232164,924.7995774145124,0.23119989435362812,269.4116118301924,1046.9845628533278,8417973.105714643,0.23119989435362812,0.002989820937253495
6.26,0.9242184842626855,1077.4210244061128,4186.715016772666,1683132.3517108352,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4070.7970742197085,0.40707970742197086,8373430.033545332,184.8436968525371,61.91103050946332,924.2184842626855,0.23105462106567137,269.3552561015282,1046.6787541931665,8415661.758554175,0.23105462106567137,0.0029873172782681023
6.27,0.9236392341220887,1077.1944364244162,4185.489041835976,1682668.7419048368,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4069.71230120638,0.40697123012063796,8370978.083671953,184.72784682441775,61.854110288444424,923.6392341220887,0.23090980853052218,269.29860910610404,1046.372260458994,8413343.709524184,0.23090980853052218,0.002984817132778868
6.28,0.9230618146235128,1076.966691037213,4184.2603519327495,1682203.802718555,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4068.624398109714,0.4068624398109714,8368520.703865499,184.61236292470255,61.79729525299619,923.0618146235128,0.2307654536558782,269.24167275930324,1046.0650879831874,8411019.013592776,0.2307654536558782,0.0029823204843536697
6.29,0.9224862134806482,1076.737795861027,4183.028972223288,1681737.5450282712,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4067.533390211192,0.40675333902111926,8366057.944446577,184.49724269612963,61.740584919457746,922.4862134806482,0.23062155337016205,269.18444896525676,1045.757243055822,8408687.725141356,0.23062155337016205,0.002979827316646014
6.3,0.9219124184891307,1076.5077584678502,4181.794927700748,1681269.9795932577,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4066.4393025198488,0.4066439302519849,8363589.855401496,184.38248369782616,61.68397880675482,921.9124184891308,0.2304781046222827,269.12693961696255,1045.448731925187,8406349.897966288,0.2304781046222827,0.002977337613394226
6.31,0.9213404175255878,1076.2765863856152,4180.558243193188,1680801.1170561137,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4065.342159773047,0.4065342159773047,8361116.486386376,184.26808350511757,61.627476436378394,921.3404175255878,0.23033510438139695,269.0691465964038,1045.139560798297,8404005.585280567,0.23033510438139695,0.0029748513584206115
6.32,0.9207701985466841,1076.0442870986715,4179.318943365627,1680330.967943096,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4064.2419864372387,0.40642419864372387,8358637.886731254,184.15403970933681,61.571077332362975,920.770198546684,0.23019254963667102,269.01107177466787,1044.8297358414068,8401654.83971548,0.23019254963667102,0.0029723685356306067
6.33,0.9202017495881678,1075.81086804826,4178.077052722098,1679859.5426644543,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4063.1388067087373,0.4063138806708737,8356154.105444197,184.04034991763356,61.51478102126482,920.2017495881678,0.23005043739704195,268.952717012065,1044.5192631805246,8399297.71332227,0.23005043739704195,0.0029698891290119234
6.34,0.9196350587639167,1075.5763366329884,4176.832595607705,1679386.8515147618,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4062.0326445144774,0.4062032644514477,8353665.19121541,183.92701175278333,61.45858703213976,919.6350587639167,0.22990876469097918,268.8940841582471,1044.2081489019263,8396934.25757381,0.22990876469097918,0.0029674131226336696
6.35,0.9190701150434272,1075.3406995722257,4175.585593229624,1678912.9171041523,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4060.923552603607,0.40609235526036064,8351171.186459247,183.81402300868544,61.402494904691636,919.0701150434272,0.2297675287608568,268.83517489305643,1043.896398307406,8394564.585520761,0.2297675287608568,0.002964940501400175
6.36,0.9185069096958179,1075.1039617240217,4174.336058125709,1678437.7974330615,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4059.8116665506864,0.40598116665506867,8348672.116251418,183.70138193916358,61.346504204493876,918.506909695818,0.22962672742395449,268.7759904310054,1043.5840145314273,8392188.987165308,0.22962672742395449,0.0029624712524545863
6.37,0.9179454280883915,1074.8661327968744,4173.084025570256,1677961.454939679,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4058.6968982966955,0.4058696898296696,8346168.051140512,183.5890856176783,61.29061443681468,917.9454280883915,0.22948635702209788,268.7165331992186,1043.271006392564,8389807.274698395,0.22948635702209788,0.0029600053572238225
6.38,0.9173856587090401,1074.6272199654697,4171.829519021147,1677483.9005935905,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4057.5792733552616,0.4057579273355262,8343659.038042293,183.47713174180802,61.23482514126452,917.3856587090401,0.22934641467726002,268.65680499136744,1042.9573797552866,8387419.502967952,0.22934641467726002,0.002957542800164061
6.39,0.9168275901223875,1074.3872303614742,4170.5725617746875,1677005.1453042333,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4056.458817100731,0.4056458817100731,8341145.123549375,183.3655180244775,61.179135859879025,916.8275901223875,0.22920689753059686,268.59680759036854,1042.6431404436719,8385025.726521166,0.22920689753059686,0.00295508356581173
6.4,0.9162712109689052,1074.1461710739534,4169.3131769673955,1676525.1999223356,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4055.3355547715287,0.4055335554771529,8338626.353934791,183.25424219378104,61.123546137096454,916.2712109689052,0.2290678027422263,268.53654276848835,1042.3282942418489,8382625.999611678,0.2290678027422263,0.002952627638782632
6.41,0.9157165099640278,1073.9040491497901,4168.0513875777915,1676044.0752413566,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4054.209511473544,0.4054209511473543,8336102.775155583,183.14330199280556,61.06805551973533,915.7165099640278,0.22892912749100694,268.47601228744753,1042.0128468944479,8380220.376206784,0.22892912749100694,0.0029501750037710505
6.42,0.9151634758972673,1073.6608715941024,4166.7872164281835,1675561.7819989268,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4053.080712183484,0.40530807121834844,8333574.432856367,183.03269517945347,61.01266355697145,915.1634758972673,0.22879086897431683,268.4152178985256,1041.6968041070459,8377808.909994634,0.22879086897431683,0.0029477256455488453
6.43,0.9146120976313297,1073.4166453706619,4165.520686186463,1675078.330878288,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4051.9491817522558,0.4051949181752256,8331041.372372925,182.92241952626594,60.95736980031515,914.6120976313297,0.22865302440783242,268.35416134266546,1041.3801715466157,8375391.65439144,0.22865302440783242,0.002945279548964538
6.44,0.914062364101229,1073.1713774023117,4164.2518193678825,1674593.7325097325,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4050.8149449083267,0.40508149449083275,8328503.638735765,182.8124728202458,60.902173803588006,914.062364101229,0.22851559102530725,268.2928443505779,1041.0629548419706,8372968.662548662,0.22851559102530725,0.002942836698942388
6.45,0.9135142643134038,1072.9250745713855,4162.98063833686,1674107.9974720445,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4049.678026261101,0.4049678026261101,8325961.276673719,182.70285286268074,60.84707512289985,913.5142643134037,0.22837856607835094,268.2312686428464,1040.745159584215,8370539.987360222,0.22837856607835094,0.002940397080481449
6.46,0.9129677873448313,1072.6777437201247,4161.7071653087505,1673621.1362939395,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4048.538450304289,0.4048538450304289,8323414.330617501,182.59355746896625,60.79207331662496,912.9677873448313,0.22824194683620783,268.16943593003117,1040.4267913271876,8368105.6814696975,0.22824194683620783,0.002937960678654625
6.47,0.9124229223421436,1072.4293916510971,4160.431422351649,1673133.1594555033,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4047.3962414192756,0.40473962414192755,8320862.844703299,182.48458446842872,60.73716794537877,912.4229223421436,0.2281057305855359,268.1073479127743,1040.1078555879124,8365665.797277517,0.2281057305855359,0.002935527478607704
6.48,0.9118796585207425,1072.1800251276152,4159.153431388175,1672644.0773896335,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4046.251423878489,0.4046251423878489,8318306.862776349,182.37593170414848,60.68235857199397,911.8796585207425,0.22796991463018562,268.0450062819038,1039.7883578470437,8363220.386948167,0.22796991463018562,0.0029330974655583926
6.49,0.9113379851639151,1071.9296508741543,4157.873214197254,1672153.900483479,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,4045.10402184878,0.40451040218487805,8315746.428394509,182.26759703278302,60.62764476149659,911.337985163915,0.22783449629097877,267.98241271853857,1039.4683035493135,8360769.502417395,0.22783449629097877,0.002930670624795332
