Time,A,R,E,G,A_im,v_max,k,f,gamma,beta,pi1,lambdaE,muA,muR,muE,muG,b1,sigma1,mA,mG,R0,body,r1a,r1b,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
0.18,2.1143337476229562,57.356450828583306,283.5262087883644,40683945.16469625,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,56079.31080138804,5.607931080138804,567052.4175767287,422.8667495245912,9.591504505229299,2114.3337476229563,0.5285834369057391,14.339112707145826,70.8815521970911,203419725.82348123,0.5285834369057391,0.00036381203889225105
0.19,2.158955642400452,61.58184113771001,304.15959353348126,38704965.36947351,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,54541.71196654517,5.454171196654517,608319.1870669625,431.79112848009044,10.5066731303894,2158.9556424004522,0.539738910600113,15.395460284427502,76.03989838337031,193524826.84736755,0.539738910600113,0.0003988573901810019
0.2,2.2018259105181324,65.89337061764522,325.1783547964906,36822917.77853817,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,53014.39804243779,5.301439804243779,650356.7095929813,440.36518210362647,11.45577803408914,2201.8259105181323,0.5504564776295331,16.473342654411304,81.29458869912266,184114588.89269084,0.5504564776295331,0.0004352571922719163
0.21,2.242964346918374,70.2876768136846,346.5641305042156,35033090.33243193,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,51499.20195107589,5.14992019510759,693128.2610084312,448.59286938367484,12.437295818267554,2242.9643469183743,0.5607410867295936,17.57191920342115,86.6410326260539,175165451.66215962,0.5607410867295936,0.0004729582593624475
0.22,2.282392572144744,74.76143089553464,368.2988156054144,33330990.792301826,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,49997.891653804996,4.999789165380499,736597.6312108288,456.47851442894876,13.449639697080071,2282.392572144744,0.570598143036186,18.69035772388366,92.0747039013536,166654953.96150914,0.570598143036186,0.0005119048036766426
0.23,2.320133893162325,79.31134081567245,390.36457677456673,31712341.074376434,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,48512.16575338225,4.851216575338225,780729.1535491335,464.02677863246504,14.491169364234224,2320.1338931623254,0.5800334732905813,19.827835203918113,97.59114419364168,158561705.37188217,0.5800334732905813,0.0005520387898157704
0.24,2.356212998464203,83.93415428494795,412.74385596330734,30173083.410102,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,47043.661860553,4.704366186055301,825487.7119266146,471.2425996928406,15.560199015311706,2356.212998464203,0.5890532496160508,20.983538571236988,103.18596399082683,150865417.05051,0.5890532496160508,0.0005933002360238828
0.25,2.3906561218477727,88.62666119643201,435.4193992960574,28709352.037321426,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,45593.93403421169,4.5593934034211685,870838.7985921148,478.1312243695545,16.655008839974393,2390.6561218477727,0.5976640304619432,22.156665299108003,108.85484982401435,143546760.18660712,0.5976640304619432,0.0006356276104445359
0.26,2.4234909508019395,93.38569623196247,458.3742714227877,27317463.691851147,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,44164.446147517425,4.416444614751743,916748.5428455754,484.6981901603879,17.77385438197693,2423.4909508019396,0.6058727377004849,23.346424057990617,114.59356785569692,136587318.45925573,0.6058727377004849,0.0006789581692574995
0.27,2.4547463432056844,98.20814011269269,481.5918494664107,25993923.032229684,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,42756.58170260113,4.2756581702601135,963183.6989328214,490.9492686411369,18.914973302325347,2454.7463432056843,0.6136865858014211,24.552035028173172,120.39796236660267,129969615.16114843,0.6136865858014211,0.0007232282184439915
0.28,2.484452361670811,103.09092292333571,505.0558496821054,24735403.414361887,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,41371.62958300244,4.137162958300244,1010111.6993642108,496.8904723341622,20.07659517629384,2484.452361670811,0.6211130904177028,25.772730730833928,126.26396242052635,123677017.07180944,0.6211130904177028,0.0007683734607711149
0.29,2.512640226229722,108.03102684083987,528.7503453049369,23538734.052490424,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,40010.7751985657,4.00107751985657,1057500.6906098737,502.5280452459444,21.256950195936643,2512.640226229722,0.6281600565574305,27.007756710209968,132.18758632623422,117693670.26245213,0.6281600565574305,0.0008143293111635911
0.3,2.5393420878515496,113.02548611285904,552.6597553587756,22400903.475889545,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,38675.110393044575,3.867511039304458,1105319.5107175512,507.86841757030993,22.454274832708474,2539.3420878515494,0.6348355219628874,28.25637152821476,138.1649388396939,112004517.37944773,0.6348355219628874,0.0008610311216587914
0.31,2.5645909502434474,118.0713896283425,576.7688596225538,21319048.999249034,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,37365.62899112955,3.7365628991129554,1153537.7192451076,512.9181900486894,23.66681916432376,2564.5909502434474,0.6411477375608619,29.517847407085625,144.19221490563845,106595244.99624518,0.6411477375608619,0.0009084144519705456
0.32,2.588420641140917,123.16588449505507,601.0628232798332,20290441.300949555,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,36083.21580681884,3.6083215806818836,1202125.6465596664,517.6841282281833,24.892854694399286,2588.420641140917,0.6471051602852292,30.791471123763767,150.2657058199583,101452206.50474778,0.6471051602852292,0.0009564153531341357
0.33,2.6108656472579237,128.30617543292468,625.5271851228143,19312485.4539726,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,34828.655558018436,3.4828655558018435,1251054.3702456288,522.1731294515847,26.13067902500966,2610.8656472579237,0.6527164118144809,32.07654385823117,156.38179628070358,96562427.26986301,0.6527164118144809,0.001004970557306615
0.34,2.6319609863186226,133.48952509772806,650.1478542301691,18382717.920183614,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,33602.63835527849,3.3602638355278494,1300295.7084603382,526.3921972637245,27.37862060276115,2631.9609863186224,0.6579902465796557,33.372381274432016,162.53696355754226,91913589.60091807,0.6579902465796557,0.0010540176664182628
0.35,2.6517421567277055,138.7132590713107,674.9111432199097,17498789.3571901,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,32405.74668789614,3.240574668789614,1349822.2864398195,530.3484313455411,28.635045288344397,2651.7421567277056,0.6629355391819264,34.67831476782767,168.72778580497743,87493946.7859505,0.6629355391819264,0.001103495390329459
0.36,2.670245016085572,143.97476494291396,699.8037565648326,16658464.19686519,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,31238.463857468763,3.1238463857468766,1399607.5131296653,534.0490032171144,29.89835989128328,2670.245016085572,0.667561254021393,35.99369123572849,174.95093914120815,83292320.98432595,0.667561254021393,0.0011533436955927232
0.37,2.687505683647029,149.27149030944057,724.812772557979,15859621.668591043,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,30101.185800150553,3.0101185800150554,1449625.545115958,537.5011367294059,31.167015133272475,2687.505683647029,0.6718764209117573,37.31787257736014,181.20319313949474,79298108.34295522,0.6718764209117573,0.0012035039358392519
0.38,2.7035604296226126,154.60094847395033,749.9256784633418,15100239.622479899,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,28994.208988413622,2.899420898841362,1499851.3569266836,540.7120859245225,32.4395102312221,2703.5604296226124,0.6758901074056531,38.65023711848758,187.48141961583545,75501198.11239949,0.6758901074056531,0.0012539190200288898
0.39,2.7184455860538077,159.9607176355503,775.1303611943699,14378392.56211082,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,27917.737593865193,2.7917737593865195,1550260.72238874,543.6891172107615,33.71439534408206,2718.445586053808,0.6796113965134519,39.99017940888758,193.78259029859248,71891962.8105541,0.6796113965134519,0.0013045335203950837
0.4,2.732197511905045,165.3484373835367,800.4150817131451,13692254.126148345,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,26871.898149164223,2.687189814916422,1600830.1634262903,546.439502381009,34.99027351596685,2732.197511905045,0.6830493779762612,41.33710934588417,200.10377042828628,68461270.63074173,0.6830493779762612,0.0013552937676500581
0.41,2.7448524353003334,170.76181373831153,825.7685033603783,13040083.909347665,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,25856.730949350116,2.5856730949350117,1651537.0067207566,548.9704870600667,36.265802999088734,2744.8524353003336,0.6862131088250834,42.69045343457788,206.44212584009458,65200419.54673833,0.6862131088250834,0.001406147940887719
0.42,2.7564463755129966,176.1986189339258,851.17968719587,12420223.822397612,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,24872.19498310456,2.487219498310456,1702359.37439174,551.2892751025993,37.539698618901475,2756.446375512997,0.6891115938782492,44.04965473348145,212.7949217989675,62101119.11198806,0.6891115938782492,0.0014570461335924462
0.43,2.7670151638956977,181.656687350083,876.6380650275509,11831100.59119081,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,23918.182916989044,2.3918182916989044,1753276.1300551016,553.4030327791395,38.81073310687065,2767.0151638956977,0.6917537909739244,45.41417183752075,219.1595162568877,59155502.955954045,0.6917537909739244,0.0015079404255622182
0.44,2.776594286430055,187.1339187739926,902.1334553658652,11271216.361368962,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,22994.517309100174,2.2994517309100173,1804266.9107317303,555.318857286011,40.07773756426023,2776.594286430055,0.6941485716075138,46.78347969349815,225.5333638414663,56356081.80684481,0.6941485716075138,0.0015587849089954016
0.45,2.785218792240602,192.62827902645438,927.6560640250484,10739143.54873271,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,22100.952782031727,2.210095278203173,1855312.1280500968,557.0437584481203,41.33960163613625,2785.218792240602,0.6963046980601505,48.157069756613595,231.9140160062621,53695717.74366355,0.6963046980601505,0.001609535707984341
0.46,2.7929233444921353,198.1377961080245,953.1964599936002,10233526.605120828,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,21237.18961412018,2.1237189614120178,1906392.9199872005,558.584668898427,42.59527432005424,2792.923344492135,0.6982308361230338,49.534449027006126,238.29911499840006,51167633.025604144,0.6982308361230338,0.0016601510285289736
0.47,2.799742115018044,203.66056112523233,978.7455774964734,9753076.448755156,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,20402.87510786054,2.040287510786054,1957491.154992947,559.9484230036088,43.84376341127253,2799.742115018044,0.699935528754511,50.915140281308084,244.68639437411835,48765382.243775785,0.699935528754511,0.001710591150451559
0.48,2.8057086616327975,209.19472972850164,1004.2947208346148,9296564.115158167,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,19597.602858370457,1.9597602858370458,2008589.4416692297,561.1417323265595,45.084134353244345,2805.7086616327974,0.7014271654081994,52.29868243212541,251.0736802086537,46482820.57579084,0.7014271654081994,0.0017608183955015674
0.49,2.8108559810773106,214.7385189212429,1029.835544971631,8862821.475386186,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,18820.92391521748,1.8820923915217482,2059671.0899432618,562.1711962154621,46.31551041775233,2810.8559810773104,0.7027139952693277,53.684629730310725,257.45888624290774,44314107.37693093,0.7027139952693277,0.0018107971508323766
0.5,2.8152164904964425,220.2902057231501,1055.36004578457,8450739.122277724,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,18072.352995825582,1.8072352995825582,2110720.09156914,563.0432980992884,47.53707206886083,2815.2164904964425,0.7038041226241106,55.07255143078753,263.8400114461425,42253695.611388616,0.7038041226241106,0.0018604938595399982
0.51,2.8188218658104915,225.8481291931173,1080.8605672009737,8059259.113484462,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,17351.364873885963,1.7351364873885964,2161721.1344019473,563.7643731620983,48.748054411494955,2818.8218658104915,0.7047054664526229,56.462032298279325,270.21514180024343,40296295.56742231,0.7047054664526229,0.0019098769347658555
0.52,2.8217030878608873,231.4106878096522,1106.3297854770683,7687374.937177027,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,16657.40325666744,1.6657403256667442,2212659.5709541366,564.3406175721775,49.94774674996987,2821.703087860887,0.7054257719652218,57.85267195241305,276.5824463692671,38436874.68588513,0.7054257719652218,0.0019589167570695223
0.53,2.823890498475669,236.9763368453485,1131.7606939047012,7334131.598245422,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,15989.88986533692,1.5989889865336921,2263521.3878094023,564.7780996951338,51.13549232105145,2823.890498475669,0.7059726246189173,59.244084211337125,282.9401734761753,36670657.99122711,0.7059726246189173,0.0020075856779434476
0.54,2.8254136252625033,242.54359018588244,1157.146607867166,6998618.416931619,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,15348.219420290055,1.5348219420290057,2314293.215734332,565.0827250525007,52.31068467670685,2825.4136252625035,0.7063534063156258,60.63589754647061,289.2866519667915,34993092.084658094,0.7063534063156258,0.002055857893293831
0.55,2.826301216013057,248.11101821737765,1182.4811521417898,6679968.382059337,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,14731.766294028399,1.47317662940284,2364962.30428358,565.2602432026115,53.47276669137379,2826.301216013057,0.7065753040032643,62.02775455434441,295.62028803544746,33399841.910296682,0.7065753040032643,0.0021037094174820364
0.56,2.8265813299132945,253.67724496894135,1207.7582456805924,6377359.113284193,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,14139.894129462462,1.4139894129462462,2415516.491361185,565.3162659826589,54.62123053263354,2826.5813299132947,0.7066453324783236,63.41931124223534,301.9395614201481,31886795.566420965,0.7066453324783236,0.0021511180933591525
0.57,2.826281191161137,259.24094899214805,1232.9721013772655,6090006.769190855,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,13571.951404487923,1.3571951404487923,2465944.202754531,565.2562382322274,55.755613749583816,2826.281191161137,0.7065702977902842,64.81023724803701,308.2430253443164,30450033.845954277,0.7065702977902842,0.0021980634543458154
0.58,2.8254272018224045,264.80086177649366,1258.11721608259,5817164.6805159375,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,13027.27555630063,1.302727555630063,2516234.43216518,565.0854403644809,56.87549768641321,2825.4272018224046,0.7063568004556011,66.20021544412342,314.5293040206475,29085823.402579688,0.7063568004556011,0.002244526673787959
0.59,2.8240450382238502,270.35576519497215,1283.1883578370919,5558124.462243501,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,12505.201795510398,1.25052017955104,2566376.715674184,564.8090076447701,57.980507440903196,2824.04503822385,0.7060112595559626,67.58894129874304,320.79708945927297,27790622.311217505,0.7060112595559626,0.0022904905717622205
0.6,2.8221595574664833,275.9044913155298,1308.1805605951367,5312211.491251761,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,12005.060338466006,1.2005060338466007,2616361.1211902737,564.4319114932966,59.07030835160684,2822.1595574664834,0.7055398893666208,68.97612282888245,327.0451401487842,26561057.456258804,0.7055398893666208,0.0023359394913421527
0.61,2.8197947900810396,281.4459211694381,1333.0891157700703,5078782.9489928,0.0,125000.0,50000000.0,0.0001,2000.0,200.0,0.016,1000.0,0.25,0.25,0.25,5.0,0.25,3e-06,0.5,5.0025,0.79960019990005,1.0,11526.178223872848,1.152617822387285,2666178.2315401407,563.9589580162079,60.14460389379495,2819.7947900810395,0.7049486975202599,70.36148029235953,333.2722789425176,25393914.744964,0.7049486975202599,0.002380859226609422
