Time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,parameter_1,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_25,reaction_26,reaction_27,reaction_28,reaction_24
0.1,1131.4243543760413,2.5664287310485993e-10,7.572082793042488e-11,8.660675806490341e-15,4.007821659508085e-28,3.435003556424406e-29,1091.955156466209,0.11810629599170759,0.10622563097433732,2.9981560578500814e-05,1.576050823927048e-09,1.0931207221247373e-11,63.95919702657497,5.105891256365527e-07,67.46515683894219,285.362351489998,4.042320268582092,5.957679731417908,0.005668020512623853,49.155573117316585,5.6320675706193e-31,6.207369226926307e-17,68.57564562388283,7.980715449487079e-12,3.6128893349811183e-07,40.4734302085087,10.365328292365094,0.0,1.0,5.731719112227144e-09,7.572082793042488e-13,7.072564093828699e-26,6.011732489262128e-27,9.830182440648852e-29,5.181502164969756e-32,5.477225010636805e-15,3.1036846134631535e-17,-355.9274604873591,2.4731099474110514,0.0010622563097433732,1.1173630335136028e-07,2.3640762358905717e-08,7.277290366658533e-10,1.0056710643547584e-12,1.8665376276408715e-05,2.552945628182764e-07,-343.4008714948848,29.95962968305219,4.042320268582092,0.1104436328520925,0.0028340102563119266,5.597135226779994e-10,7.342258213528112e-13,1.4376318998379423e-05,1.8064446674905591e-07,-264.8976926745963,-69.24433143483657
0.11,1128.0620149120173,4.733319187916869e-10,1.5502425453875849e-10,1.971939353800461e-14,1.854848855968554e-27,1.7677658103986074e-28,1086.137073670019,0.13256277449700524,0.13232506693897111,4.151206814110637e-05,2.6722079310165097e-09,2.0418745835962238e-11,57.3567886859692,7.161396442280542e-07,70.70522551004336,284.40402562542903,4.291210513641625,5.708789486358375,0.006765586679399306,45.93479046170866,2.9012431189523127e-30,1.420372506363339e-16,71.93798508782743,1.5444432050711587e-11,5.232844430738687e-07,43.02533299817029,11.033110430141685,0.0,1.0,1.0523930906147672e-08,1.5502425453875849e-12,2.9682733932809905e-25,2.782273283952831e-26,4.533689220309607e-28,2.6691436694361277e-31,1.1168373631111637e-14,7.101862531816695e-17,-317.3234063523329,2.747301812456147,0.0013232506693897112,1.7342234976158506e-07,4.0083118965247645e-08,1.201277202164698e-09,1.878524616908526e-12,2.3093849558641867e-05,3.580698221140271e-07,-305.4060236985775,28.18084371372732,4.291210513641625,0.11501927871145415,0.003382793339699653,9.62963680833347e-10,1.420887748665466e-12,1.854519707386506e-05,2.6164222153693436e-07,-245.75721582078606,-64.37134912086032
0.12,1125.063229440099,8.199367595915536e-10,2.9560116008382937e-10,4.145963334237423e-14,7.381220812466478e-27,7.749917501283851e-28,1080.856967913099,0.14668956329893884,0.16110642113063608,5.569746243933011e-05,4.2902515290300275e-09,3.554758451895515e-11,51.47514010769617,9.658378859324232e-07,73.58808836682516,283.5095713467538,4.520664731806785,5.479335268193215,0.007895690893633744,42.944251437076566,1.2683727806935909e-29,2.9778749152693713e-16,74.93677055960529,2.7844630141272986e-11,7.284766854662843e-07,45.393779901699304,11.654072241825885,0.0,1.0,1.8154012813570635e-08,2.9560116008382936e-12,1.0804356565187419e-24,1.1071831218699716e-25,1.782492673600592e-27,1.1669029582381035e-30,2.1043616859597318e-14,1.4889374576346856e-16,-283.11937455910504,3.0099023111051166,0.0016110642113063608,2.571573146176702e-07,6.435377293545042e-08,1.8637385965551976e-09,3.2703777757438736e-12,2.77045089411442e-05,4.829189429662116e-07,-271.8577436989852,26.548215131205385,4.520664731806785,0.11809377889645802,0.003947845446816872,1.5566760363467934e-09,2.5617059729971147e-12,2.3190381628550914e-05,3.6423834273314217e-07,-228.17910191633547,-59.87328137086694
0.13,1122.3867761568695,1.347989871217536e-09,5.311631711897034e-10,8.155067979122079e-14,2.5893459785176454e-26,2.9749297461080587e-27,1076.058562523744,0.16043417479152472,0.19245002938643682,7.279397363723085e-05,6.582081749495043e-09,5.835914746568366e-11,46.231470100407066,1.260754439034215e-06,76.15530479618076,282.6740134705741,4.732264828655209,5.267735171344791,0.009044029084093057,40.16555392254796,4.817688185262594e-29,5.803405179257111e-16,77.61322384259942,4.7320210247692924e-11,9.81133498460437e-07,47.593607606260626,12.231793460926422,0.0,1.0,2.9728156945769576e-08,5.311631711897034e-12,3.491850231397871e-24,3.884018967776468e-25,6.140915020507657e-27,4.432273130441586e-30,3.712173762643123e-14,2.9017025896285557e-16,-252.7732161644794,3.260281320730587,0.0019245002938643682,3.6713443313962927e-07,9.873122624242565e-08,2.7460207567423453e-09,5.3690415668428965e-12,3.239296971796037e-05,6.303772195171075e-07,-242.18949008554588,25.048772027027475,4.732264828655209,0.11983452088807635,0.004522014542046529,2.3891039834269463e-09,4.353459342787749e-12,2.8256969235166866e-05,4.905667492302185e-07,-212.00939083019603,-55.716857415137284
0.14,1119.9964711194996,2.120221335722804e-09,9.076365522552204e-10,1.516015811853464e-13,8.163294477362204e-26,1.0204781102975795e-26,1071.6922766390476,0.1737620167351574,0.226231768814898,9.304715755871607e-05,9.71796282708828e-09,9.117543800146552e-11,41.553284481048976,1.6009522299012475e-06,78.44318503831488,281.8928144423419,4.927454435400135,5.072545564599865,0.01019804349492269,37.58205078013394,1.6251826739946054e-28,1.063138337442508e-15,80.00352887959276,7.649576398848263e-11,1.2849216834720377e-06,49.63821060787797,12.769539283494904,0.0,1.0,4.6585171727781026e-08,9.076365522552204e-12,1.0204092077897875e-23,1.2244941716043305e-24,1.8919379483345906e-26,1.495168060075037e-29,6.19322979702729e-14,5.31569168721254e-16,-225.81735642735262,3.4981564573509645,0.0022623176881489803,5.07660013136958e-07,1.457694424063242e-07,3.873421776672103e-09,8.388140296134828e-12,3.706319785200191e-05,8.004761149506238e-07,-215.91555632333183,23.67082847644135,4.927454435400135,0.12040861523706069,0.005099021747461345,3.5092062017031195e-09,7.0376102869404015e-12,3.368410831971587e-05,6.424608417360188e-07,-197.1130816943527,-51.872369956254275
0.15,1117.8604830105483,3.2108985260023296e-09,1.4855155778937877e-09,2.6849481375443636e-13,2.3481152347598317e-25,3.177819252541059e-26,1067.7143069018186,0.1866521396152466,0.26232603345721367,0.00011669155293607461,1.388474771771093e-08,1.3653440936608377e-10,37.37695038021501,1.985589153223945e-06,80.48353064609346,281.16182897552335,5.1075523347923335,4.8924476652076665,0.011346876734909854,35.17864177450176,4.952063837469304e-28,1.847020517572085e-15,82.13951698796586,1.1847736691799176e-10,1.6428642478470494e-06,51.53971607978846,13.270293625992062,0.0,1.0,7.030121596560265e-08,1.4855155778937878e-11,2.735269573167249e-23,3.522172852139748e-24,5.295453025003666e-26,4.55589873047176e-29,9.85081527928743e-14,9.235102587860425e-16,-201.84708056647716,3.723497164163476,0.0026232603345721366,6.830985492597015e-07,2.0827121576566396e-07,5.264077360337172e-09,1.2561165661679707e-11,4.163015468559499e-05,9.927945766119725e-07,-192.61793971101065,22.403838339543995,5.1075523347923335,0.11997649838447114,0.005673438367454927,4.964499839005034e-09,1.0899917756455242e-11,3.940763914063773e-05,8.214321239235247e-07,-183.37128001718577,-48.31321105913301
0.16,1115.9507542138138,4.7058966286319025e-09,2.342234020442727e-09,4.559567758017706e-13,6.239124131430224e-25,9.102780690952562e-26,1064.0858547781158,0.19909399127735355,0.3006078794427279,0.00014395055032008155,1.9283879489565506e-08,1.9711308992822098e-10,33.64649569270475,2.41304052273982e-06,82.30425611021373,280.4772643293943,5.273764396390675,4.726235603609325,0.012481276088931735,32.94159577368096,1.3820875431942204e-27,3.0649471005684236e-15,84.04924578384393,1.7682758396355706e-10,2.0573219152232484e-06,53.30913278460923,13.736788108122058,0.0,1.0,1.0268874381903758e-07,2.3422340204427273e-11,6.803802211637457e-23,9.358686197145336e-24,1.364424145462029e-25,1.2715205397386827e-28,1.5034852983016977e-13,1.5324735502842118e-15,-180.5109260872179,3.936454118348262,0.003006078794427279,8.978261880239245e-07,2.892581923434826e-07,6.928048789122748e-09,1.813440427339633e-11,4.60212751903312e-05,1.20652026136991e-06,-171.93563462182124,21.238268257139868,5.273764396390675,0.11868819954361515,0.006240638044465867,6.799060918226849e-09,1.626813772464725e-11,4.536228648520722e-05,1.0286609576116242e-06,-170.67884506348597,-45.015479548935375
0.17,1114.2425091689656,6.702521659170709e-09,3.5744988921282255e-09,7.463645878628384e-13,1.5463768955844382e-24,2.4231090675884883e-25,1060.772472895436,0.2110849184187506,0.3409545635836294,0.0001750364127931459,2.6129278357675274e-08,2.756448340144101e-10,30.312592793471822,2.8810309367695337e-06,83.92991349776221,279.83564539227996,5.4271942133767235,4.5728057866232765,0.013593470765250526,30.858398024695695,3.571819465074119e-27,4.886196464286832e-15,85.75749082745939,2.555217136792561e-10,2.5299945156705105e-06,54.95647855884262,14.171527415446322,0.0,1.0,1.4579019213334598e-07,3.574498892128226e-11,1.585344172096538e-22,2.3195653433766572e-23,3.2695641360483155e-25,3.286073907868189e-28,2.213562618092496e-13,2.443098232143416e-15,-161.50275305691426,4.13730685445616,0.003409545635836294,1.1561922229143873e-06,3.919391753651291e-07,8.867041604459596e-09,2.535932472932573e-11,5.0177044113517205e-05,1.4405154683847668e-06,-153.55584752620985,20.16548695768882,5.4271942133767235,0.116681377826274,0.006796735382625263,9.051786937073251e-09,2.3507997658491562e-11,5.1483438432187834e-05,1.2649972578352552e-06,-158.94243875518,-41.9576472773345
0.18,1112.7138347805305,9.309115225764184e-09,5.300537224316073e-09,1.1827833359919003e-12,3.6043502480847e-24,6.0434708069253395e-25,1057.743509170769,0.22262823132982076,0.38324663193719744,0.00021015040829061078,3.464520225348064e-08,3.7483670365254747e-10,27.331693879897728,3.386767508481291e-06,85.38213751879198,279.233783876921,5.568852605174601,4.431147394825399,0.014677037039953739,28.91761828831124,8.622789974062454e-27,7.519810374550636e-15,87.28616521416797,3.588882592787953e-10,3.06193820176541e-06,56.49089002939952,14.576811582952116,0.0,1.0,2.0186708880116174e-07,5.300537224316073e-11,3.487369733315106e-22,5.406525372127051e-23,7.34679533327356e-25,7.932966776137457e-28,3.1575491028119777e-13,3.759905187275318e-15,-144.55515933232437,4.326424701008529,0.0038324663193719743,1.4624880364978275e-06,5.196780338022096e-07,1.1074688240295129e-08,3.4484976736034366e-11,5.4050898772863655e-05,1.6933837542406456e-06,-137.20674515390513,19.17766847429454,5.568852605174601,0.11408052723599846,0.007338518519976869,1.1754996572246179e-08,3.3017719853649165e-11,5.770855469904099e-05,1.530969100882705e-06,-148.0788986831673,-39.12027408063411
0.19,1111.3453214727383,1.2644478073567335e-08,7.662213729826893e-09,1.8212224481077335e-12,7.954831212264188e-24,1.4219664433667256e-24,1054.9716329226922,0.2337317113619223,0.4273686607410317,0.00024948302697696786,4.506414870418721e-08,4.972923286581076e-10,24.665293593938067,3.927069109131606e-06,86.68002395889754,278.66875107779475,5.6996661208939585,4.3003338791060415,0.01572675905989721,27.10879663415045,1.959551416115912e-26,1.1217118193864948e-14,88.65467851959801,4.915374777251361e-10,3.653594953172349e-06,57.92071732761889,14.954755625084202,0.0,1.0,2.733854172606467e-07,7.662213729826894e-11,7.289542027777153e-22,1.1932246818396281e-22,1.5586993771254094e-24,1.802787302826639e-27,4.3799274563061386e-13,5.608559096932474e-15,-129.43399083918746,4.5042378432850185,0.004273686607410317,1.8209228865303515e-06,6.759622305628083e-07,1.3537297052541175e-08,4.5750894236545896e-11,5.760865196178123e-05,1.963534554565803e-06,-122.65144323610713,18.26770730526622,5.6996661208939585,0.11099694954534889,0.007863379529948604,1.4933408831133874e-08,4.522144795071252e-11,6.397825146673657e-05,1.8267974765861745e-06,-138.0138755683192,-36.48576352254592
0.2,1110.1197548449506,1.6837149849813245e-08,1.0826986653594298e-08,2.7330966026419553e-12,1.6724469174702623e-23,3.177310047060351e-24,1052.432429107852,0.24440645205587894,0.47320974242638614,0.000293214258995356,5.762484724511012e-08,6.454438009130563e-10,22.27929752777238,4.49848779551471e-06,87.84045282887458,278.1378537042402,5.820484663358215,4.179515336641785,0.016738492336032137,25.422344097539497,4.2226233978848234e-26,1.6273272402016092e-14,89.88024514421978,6.582816810936747e-10,4.304831422670241e-06,59.253606216676374,15.30730688795832,0.0,1.0,3.629980666176533e-07,1.0826986653594298e-10,1.4558373565116364e-21,2.5086703762053936e-22,3.143244380460862e-24,3.884813526054038e-27,5.92641451422024e-13,8.136636201008046e-15,-115.93374046583904,4.671215778109622,0.004732097424263861,2.2356057682188432e-06,8.643727086766519e-07,1.623495039515242e-08,5.938082968400118e-11,6.082758935991374e-05,2.249243897757355e-06,-109.68299713656701,17.429143841791802,5.820484663358215,0.10752920614043474,0.008369246168016068,1.8603510088576775e-08,6.056191466061807e-11,7.023710644217982e-05,2.1524157113351204e-06,-128.6806866263116,-34.03815272473705
0.21,1109.0218486805177,2.202456801819019e-08,1.4989677546592677e-08,4.0078746540358815e-12,3.3662501455488116e-23,6.778895746338878e-24,1050.104047877771,0.2546659310613885,0.5206638047802633,0.0003415139077801618,7.25704013427216e-08,8.214961815063242e-10,20.1434768953814,5.0974188897192046e-06,88.87836670188933,277.6386123357696,5.9320883473517085,4.0679116526482915,0.017709035854238706,23.849455597706694,8.672855517609601e-26,2.302775969602045e-14,90.97815130448888,8.640510811211901e-10,5.014984310988813e-06,60.49656987797844,15.636260472612195,0.0,1.0,4.7352486525186915e-07,1.4989677546592677e-10,2.7910321521827116e-21,5.049375218323218e-22,6.058045287739843e-24,7.979027076200833e-27,7.842975452355446e-13,1.1513879848010225e-14,-103.87365891465986,4.827850696502246,0.005206638047802633,2.7105322321052173e-06,1.0885560201408238e-06,1.9142815783726335e-08,7.557764869858183e-11,6.369535621849184e-05,2.5487094448596023e-06,-98.12019359449936,16.65609857956387,5.9320883473517085,0.10376384044770569,0.008854517927119353,2.2773276984261212e-08,7.949269946314948e-11,7.643422348503387e-05,2.5074921554944065e-06,-120.01934430465869,-31.76293038490955
0.22,1108.0380142939862,2.8352157837636058e-08,2.037403355073784e-08,5.75589575295306e-12,6.513949357560603e-23,1.3871805918682246e-23,1047.9669026339118,0.26452529677698466,0.5696297737968006,0.000394541938877164,9.014658323629745e-08,1.0273858267094682e-09,18.230998806198237,5.7201991105045575e-06,89.80700978694117,277.16874220982197,6.035193670446179,3.9648063295538214,0.018636011682292255,22.382033637676102,1.7056637401822778e-25,3.1863969340312866e-14,91.96198568563409,1.1138088094757211e-09,5.782910137937073e-06,61.65605161928859,15.943272947328992,0.0,1.0,6.079313398765408e-07,2.037403355073784e-10,5.1570065827349285e-21,9.770924036340904e-22,1.1209793097430708e-23,1.5692106409676954e-26,1.0174933166665746e-12,1.5931984670156433e-14,-93.0944678101151,4.974645344837057,0.005696297737968006,3.2495757678820625e-06,1.3521987485444616e-06,2.2232581179389445e-08,9.451949605727107e-11,6.62087370561426e-05,2.8600995552522787e-06,-87.8040139125936,15.943213998913293,6.035193670446179,0.09977627012728224,0.009318005841146127,2.7442243959544535e-08,1.0247041047176635e-10,8.252359933628925e-05,2.8914550689685367e-06,-111.97573189035842,-29.646879083792765
0.23,1107.1561602858549,3.597238656173785e-08,2.7234070002153128e-08,8.111332272848111e-12,1.2162782877054482e-22,2.732975988539424e-23,1046.003408427897,0.27400081838505913,0.6200116225833755,0.0004524488532737624,1.1060029678360368e-07,1.2647529892787844e-09,16.518019555402198,6.3631917071182195e-06,90.63813439323823,276.72613603059295,6.130459077708375,3.8695409222916255,0.01951775435523354,21.0126210907051,3.225501857781542e-25,4.32079537163809e-14,92.84383968690307,1.4124679674320768e-09,6.6070375243316e-06,62.73797996071507,16.229874585774525,0.0,1.0,7.693069176380901e-07,2.723407000215313e-10,9.215459532816397e-21,1.8244174315581725e-21,1.9991957684634332e-23,2.9674617091590187e-26,1.29662349731632e-12,2.160397685819045e-14,-83.45556531935514,5.112104176272726,0.006200116225833755,3.856483097596955e-06,1.6590044517540553e-06,2.5473913321378497e-08,1.1635727501364817e-10,6.837239835483485e-05,3.1815958535591098e-06,-78.5946442193283,15.285603075051993,6.130459077708375,0.09563175315013349,0.00975887717761677,3.2601867817325547e-08,1.2994705300375106e-10,8.846432564332438e-05,3.3035187621658e-06,-104.50090012778577,-27.67793799715222
