DHF_1_task1,H2_HMPt_2_task1,H2_HMPterinPP_3_task1,H2_Pteroate_4_task1,_1_task1,p_ABA_5_task1
1.999562322463796e-05,6.8086365113918174e-06,1.2594076995450566e-05,1.9892314629689695e-05,8100.0,1.60877135068424e-05
2.0057159005785133e-05,6.829508675881643e-06,1.2606533270720374e-05,1.9953436103718008e-05,8200.0,1.6121041946602032e-05
2.0118039979668613e-05,6.850165665162452e-06,1.2618867810642754e-05,2.001390406119955e-05,8300.0,1.6154033475805222e-05
2.0178310581102038e-05,6.870610341635642e-06,1.2631039921242896e-05,2.0073762219007077e-05,8400.0,1.6186650262878558e-05
2.023795519408373e-05,6.890846410797488e-06,1.2643061862851273e-05,2.0133003009225456e-05,8500.0,1.6218908273648783e-05
2.029699681698737e-05,6.9108767182934315e-06,1.2654934507431283e-05,2.019164432682925e-05,8600.0,1.6250811225724736e-05
2.035544048901002e-05,6.930704456678257e-06,1.2666660842939497e-05,2.0249689217942177e-05,8700.0,1.6282365299617776e-05
2.0413293967642467e-05,6.950332623710609e-06,1.2678244115245916e-05,2.0307149772508263e-05,8800.0,1.6313576738956548e-05
2.047056686831757e-05,6.969764098338377e-06,1.268968675954474e-05,2.036403415775535e-05,8900.0,1.634445085788314e-05
2.0527268070422185e-05,6.9890017684315616e-06,1.2700991349423831e-05,2.042035136110509e-05,9000.0,1.6374993117855418e-05
2.058340463299928e-05,7.008048258092731e-06,1.2712160045104962e-05,2.047610751338215e-05,9100.0,1.640520830319772e-05
2.0638986018108035e-05,7.026906544851944e-06,1.2723195613063359e-05,2.0531312887826966e-05,9200.0,1.6435102157915327e-05
2.0694020806938412e-05,7.045579457592231e-06,1.2734100583714572e-05,2.0585976297504114e-05,9300.0,1.6464680041306826e-05
2.074851448200852e-05,7.0640691611155684e-06,1.2744876556267162e-05,2.0640101873166928e-05,9400.0,1.6493945717382755e-05
2.0802476465114228e-05,7.082378664456515e-06,1.275552631375398e-05,2.0693699698094674e-05,9500.0,1.652290497821052e-05
2.0855914885408388e-05,7.100510699621345e-06,1.2766052250745242e-05,2.074677790229205e-05,9600.0,1.6551562950366608e-05
2.090883490457553e-05,7.118467106677286e-06,1.2776455700940391e-05,2.0799341360791476e-05,9700.0,1.65799228076177e-05
2.0961245151768407e-05,7.13625076791678e-06,1.2786739237659756e-05,2.0851398752040177e-05,9800.0,1.660799000557656e-05
2.1013153158257676e-05,7.1538642356392195e-06,1.2796905041730498e-05,2.0902957550234675e-05,9900.0,1.663576927736974e-05
2.1064564412747744e-05,7.1713093516453425e-06,1.2806954700435832e-05,2.0954023190784772e-05,10000.0,1.6663264052081198e-05
2.1115486370907948e-05,7.188588642011811e-06,1.2816890372528133e-05,2.100460307226916e-05,10100.0,1.669047901453997e-05
2.1165926246477766e-05,7.205704548651721e-06,1.282671414647105e-05,2.105470435180356e-05,10200.0,1.6717418695122795e-05
2.1215889559872953e-05,7.222658932114154e-06,1.283642746606001e-05,2.1104332502787365e-05,10300.0,1.674408639817419e-05
2.1265382898249606e-05,7.239454018645392e-06,1.284603219197086e-05,2.1153494058861265e-05,10400.0,1.677048621061628e-05
2.1314413156527144e-05,7.256092139998348e-06,1.2855530305152875e-05,2.120219585955424e-05,10500.0,1.679662244515125e-05
2.136298579618324e-05,7.272575148973509e-06,1.2864923331993289e-05,2.125044332341065e-05,10600.0,1.6822498480966824e-05
2.1411106677935358e-05,7.288905030899684e-06,1.2874212918116929e-05,2.1298242264485425e-05,10700.0,1.6848117949016638e-05
2.1458782381655173e-05,7.305084009830121e-06,1.2883400923932366e-05,2.1345599209270137e-05,10800.0,1.687348493376251e-05
2.1506018094479068e-05,7.321113840890346e-06,1.2892488763246365e-05,2.1392519305918235e-05,10900.0,1.6898602604136736e-05
2.155281884816926e-05,7.336996226620804e-06,1.2901477798784211e-05,2.1439007548872127e-05,11000.0,1.692347402540504e-05
2.1599190916433217e-05,7.352733289887892e-06,1.2910369801578457e-05,2.1485070161225596e-05,11100.0,1.6948103091466375e-05
2.164514004299955e-05,7.3683269741911085e-06,1.2919166368423523e-05,2.15307128417665e-05,11200.0,1.6972493342614657e-05
2.1690671969701302e-05,7.383779222388417e-06,1.2927869095490636e-05,2.1575941287407424e-05,11300.0,1.699664831787908e-05
2.1735791597099418e-05,7.3990916928683e-06,1.2936479256032534e-05,2.1620760360807794e-05,11400.0,1.702057094890086e-05
2.1780502907351523e-05,7.414265733468513e-06,1.29449977707674e-05,2.1665174013885776e-05,11500.0,1.704426350423594e-05
2.1824812114563328e-05,7.4293034467402375e-06,1.295342641751887e-05,2.1709188411902303e-05,11600.0,1.7067729864259133e-05
2.1868724396111412e-05,7.444206584673073e-06,1.296176657614248e-05,2.175280869203783e-05,11700.0,1.7090973160815577e-05
2.191224487414039e-05,7.458976880579833e-06,1.2970019605390998e-05,2.179603993670584e-05,11800.0,1.7113996485970857e-05
2.1955378360510724e-05,7.4736159641494045e-06,1.2978186824304042e-05,2.1838886920221446e-05,11900.0,1.713680278845347e-05
2.199812850745209e-05,7.488125078565118e-06,1.2986269450233844e-05,2.1881353265184994e-05,12000.0,1.715939452879899e-05
2.2040500687913587e-05,7.502506039828192e-06,1.299426880901563e-05,2.1923444303399468e-05,12100.0,1.7181774848843847e-05
2.2082499475920784e-05,7.516760397570702e-06,1.3002186151116948e-05,2.1965164573226805e-05,12200.0,1.7203946548687674e-05
2.2124129355671862e-05,7.530889671225659e-06,1.3010022703378251e-05,2.2006518523899937e-05,12300.0,1.7225912374603936e-05
2.2165394721965774e-05,7.544895349810023e-06,1.301777965921392e-05,2.2047510516123835e-05,12400.0,1.7247675009023973e-05
2.220629990138694e-05,7.558778881189297e-06,1.3025457693802393e-05,2.208814485181189e-05,12500.0,1.7269236574991717e-05
2.2246849101664953e-05,7.572541697739649e-06,1.3033058122985202e-05,2.2128425703003473e-05,12600.0,1.7290599820724877e-05
2.2287046452031815e-05,7.586185195896761e-06,1.3040581979694825e-05,2.216835716851232e-05,12700.0,1.7311767175591616e-05
2.232689599235991e-05,7.599710741660193e-06,1.3048030262531336e-05,2.22079432586798e-05,12800.0,1.733274100419156e-05
2.2366401673162012e-05,7.613119670593386e-06,1.3055403935762395e-05,2.2247187895374897e-05,12900.0,1.7353523606355808e-05
2.240556783512615e-05,7.626413471682454e-06,1.3062704604260662e-05,2.2286095374762378e-05,13000.0,1.7374118075943144e-05
2.244439821471489e-05,7.639593406072326e-06,1.306993311390122e-05,2.2324669407670847e-05,13100.0,1.7394526519973572e-05
2.248289654692286e-05,7.652660738170412e-06,1.3077090399932827e-05,2.2362913701275112e-05,13200.0,1.7414751138103264e-05
2.2521066548224356e-05,7.66561672910855e-06,1.3084177462976963e-05,2.2400831942640045e-05,13300.0,1.7434794192085542e-05
2.2558911857936794e-05,7.678462614261108e-06,1.3091195286497843e-05,2.2438427742134204e-05,13400.0,1.7454657900758976e-05
2.2596436488141535e-05,7.691199734742946e-06,1.3098144534061666e-05,2.247570509211088e-05,13500.0,1.7474344268804642e-05
2.2633644079798127e-05,7.703829319994595e-06,1.3105026049879167e-05,2.2512667608538463e-05,13600.0,1.7493855369873795e-05
2.267053802727463e-05,7.716352524178628e-06,1.3111840775012182e-05,2.254931865795546e-05,13700.0,1.751319329919084e-05
2.2707121811992657e-05,7.728770523693786e-06,1.3118589522872071e-05,2.2585661697611788e-05,13800.0,1.753236004656589e-05
2.2743398853381206e-05,7.741084473613396e-06,1.3125273079509255e-05,2.2621700123520576e-05,13900.0,1.7551357553122684e-05
2.277937260530559e-05,7.7532955574853e-06,1.3131892658869964e-05,2.2657437354561617e-05,14000.0,1.7570188216355295e-05
2.2815046464262404e-05,7.765404939919903e-06,1.3138449469369696e-05,2.269287675241081e-05,14100.0,1.758885440928963e-05
2.2850423638709233e-05,7.777413699106556e-06,1.3144944096977338e-05,2.272802150757204e-05,14200.0,1.7607357796083925e-05
2.2885507345089902e-05,7.78932292804921e-06,1.3151377430682465e-05,2.2762874810346623e-05,14300.0,1.7625700358731704e-05
2.29203007424613e-05,7.801133700804954e-06,1.3157750353857871e-05,2.2797439793816076e-05,14400.0,1.7643884054662856e-05
2.2954807039887407e-05,7.812847094931154e-06,1.316406342465409e-05,2.2831719649333986e-05,14500.0,1.7661910519585275e-05
2.298902954614655e-05,7.824464201875067e-06,1.3170316728070287e-05,2.2865717679981343e-05,14600.0,1.7679780929945386e-05
2.3022971171273982e-05,7.835986022788062e-06,1.3176511359367247e-05,2.2899436764523927e-05,14700.0,1.769749738215534e-05
2.305663492370236e-05,7.847413572436134e-06,1.318264794457363e-05,2.293287989203866e-05,14800.0,1.7715061517009794e-05
2.3090023762703056e-05,7.85874784835773e-06,1.3188727079621663e-05,2.296605000322856e-05,14900.0,1.7732474927979423e-05
2.3123140594482778e-05,7.869989838077758e-06,1.3194749550238425e-05,2.299894998119815e-05,15000.0,1.7749739388316214e-05
2.3155988253245687e-05,7.881140554107291e-06,1.3200717398776727e-05,2.3031582606698887e-05,15100.0,1.776685795288405e-05
2.3188569559048124e-05,7.892200927020342e-06,1.320663066507346e-05,2.306395069485313e-05,15200.0,1.7783831592093834e-05
2.3220887268370976e-05,7.903171896802692e-06,1.321249017086595e-05,2.3096056978345345e-05,15300.0,1.7800662067668673e-05
2.3252944087881633e-05,7.914054387417976e-06,1.3218296744537069e-05,2.312790413994475e-05,15400.0,1.7817351131955074e-05
2.3284742674433995e-05,7.924849306807671e-06,1.322405122111525e-05,2.3159494812505324e-05,15500.0,1.7833900527922953e-05
2.3316286178406715e-05,7.935557636597237e-06,1.3229752154327464e-05,2.3190832174339973e-05,15600.0,1.785030979092473e-05
2.3347576991450273e-05,7.946180225346884e-06,1.3235401089720211e-05,2.3221918577038374e-05,15700.0,1.7866581315067126e-05
2.337861772289806e-05,7.956717949758814e-06,1.3240998453083038e-05,2.3252756615389692e-05,15800.0,1.7882716402841885e-05
2.3409410947308008e-05,7.967171672995884e-06,1.3246544613527207e-05,2.3283348850746098e-05,15900.0,1.7898716286523124e-05
2.3439959200835507e-05,7.977542244082768e-06,1.3252039898759121e-05,2.331369780704829e-05,16000.0,1.7914582142841922e-05
2.3470264780706547e-05,7.987830533730651e-06,1.3257487314856938e-05,2.3343805710736603e-05,16100.0,1.7930317848587615e-05
2.350033014660127e-05,7.998037362628904e-06,1.32628871022433e-05,2.337367501135664e-05,16200.0,1.794592446487223e-05
2.3530157702319956e-05,8.008163540451088e-06,1.3268239696983317e-05,2.3403308098373992e-05,16300.0,1.796140323743443e-05
2.3559749776153936e-05,8.01820986936174e-06,1.3273545997017179e-05,2.3432707275714726e-05,16400.0,1.7976755866378947e-05
2.3589108652608084e-05,8.028177138349069e-06,1.3278806931902767e-05,2.3461874802910393e-05,16500.0,1.7991984070251862e-05
2.36182370682471e-05,8.03806617887972e-06,1.3284020572613026e-05,2.349081345144968e-05,16600.0,1.800708675149277e-05
2.3647137448246055e-05,8.047877779207694e-06,1.3289186581551478e-05,2.351952564816941e-05,16700.0,1.8022064360759196e-05
2.367581191235134e-05,8.057612685043392e-06,1.3294306177806999e-05,2.3548013481942886e-05,16800.0,1.8036918862850416e-05
2.3704262746546487e-05,8.067271652494357e-06,1.3299379387894734e-05,2.3576279232900487e-05,16900.0,1.8051651040389117e-05
2.3732492210861336e-05,8.076855426493375e-06,1.3304406166003481e-05,2.3604325156786858e-05,17000.0,1.8066261592496884e-05
2.376050221681159e-05,8.08636474219518e-06,1.3309389167932042e-05,2.3632153101239704e-05,17100.0,1.808075391012725e-05
2.3788294567823174e-05,8.09580032393541e-06,1.3314331683502082e-05,2.3659764791801054e-05,17200.0,1.8095132007437518e-05
2.3815871551295172e-05,8.105162882666942e-06,1.3319232544969635e-05,2.368716253624141e-05,17300.0,1.81093954276366e-05
2.384323516037835e-05,8.114453119329627e-06,1.3324092819528886e-05,2.3714348298779473e-05,17400.0,1.812354593885854e-05
2.3870387345514177e-05,8.123671723761117e-06,1.3328913646141534e-05,2.3741323999315585e-05,17500.0,1.813758536990268e-05
2.3897330335803686e-05,8.13281939733734e-06,1.333369437769535e-05,2.3768091884666932e-05,17600.0,1.8151513775032714e-05
2.3924066945390227e-05,8.141896874557188e-06,1.3338430809797943e-05,2.3794654882491283e-05,17700.0,1.8165327684355158e-05
2.3950598716009387e-05,8.150904792184965e-06,1.3343125918741848e-05,2.382101445561894e-05,17800.0,1.8179030710926837e-05
2.3976927693487258e-05,8.15984381440488e-06,1.3347779591523828e-05,2.3847172654207816e-05,17900.0,1.819262340592873e-05
2.4003055908789988e-05,8.16871459626093e-06,1.3352391625910358e-05,2.387313151626812e-05,18000.0,1.8206106222171312e-05
2.4028985254467443e-05,8.177517782354213e-06,1.3356962568223388e-05,2.3898892918157203e-05,18100.0,1.8219480350577626e-05
2.4054716593189915e-05,8.186253997443926e-06,1.3361499757993655e-05,2.3924457495894314e-05,18200.0,1.8232753755437607e-05
2.4080252266130253e-05,8.19492387289407e-06,1.3366000319632208e-05,2.3949827680344164e-05,18300.0,1.8245924192526303e-05
2.4105593994289e-05,8.203528024546429e-06,1.337046539269906e-05,2.3975005157785877e-05,18400.0,1.8258993417245513e-05
2.413074345711753e-05,8.212067058821182e-06,1.3374896208492727e-05,2.3999991570056514e-05,18500.0,1.827196326731393e-05
2.4155702292518067e-05,8.220541572716903e-06,1.3379294090050227e-05,2.402478851455107e-05,18600.0,1.8284835662767154e-05
2.418047388543516e-05,8.228952271602445e-06,1.3383648274652693e-05,2.404939964532952e-05,18700.0,1.829760054625516e-05
2.4205059341236118e-05,8.237299704034477e-06,1.3387963328770433e-05,2.4073825942937326e-05,18800.0,1.8310263032804934e-05
2.4229460476226842e-05,8.245584458704911e-06,1.3392238787354319e-05,2.409806922744571e-05,18900.0,1.8322823246059252e-05
2.4253679164438325e-05,8.25380712142199e-06,1.3396473601192321e-05,2.4122131391103984e-05,19000.0,1.8335280722614333e-05
2.4277717277741185e-05,8.261968271166396e-06,1.3400666544635235e-05,2.414601432799047e-05,19100.0,1.8347634815801653e-05
2.4301574912618407e-05,8.270068403517785e-06,1.3404829273899969e-05,2.4169717848554086e-05,19200.0,1.8359897677417776e-05
2.4325253210110714e-05,8.278108052428795e-06,1.340896556058204e-05,2.419324299609776e-05,19300.0,1.8372073613010855e-05
2.434875341964513e-05,8.286087749798244e-06,1.3413078185757953e-05,2.421659094576525e-05,19400.0,1.838416593555622e-05
2.4372077209392654e-05,8.294008033730835e-06,1.341716794197585e-05,2.4239763385097736e-05,19500.0,1.839617597570671e-05
2.439522989887428e-05,8.301869570886167e-06,1.3421214145421811e-05,2.4262766367988254e-05,19600.0,1.8408083716308002e-05
2.4418212120542806e-05,8.309672845550446e-06,1.3425223735636378e-05,2.4285600359397618e-05,19700.0,1.8419896581186848e-05
2.4441026349948995e-05,8.317418403137508e-06,1.3429192823460427e-05,2.4308268031756273e-05,19800.0,1.843161122659796e-05
2.446367180830365e-05,8.325106735560713e-06,1.34331304612016e-05,2.4330767936643714e-05,19900.0,1.844323719676234e-05
2.4486148710268603e-05,8.332738345736931e-06,1.3437041402087833e-05,2.4353099877975843e-05,20000.0,1.845477974782479e-05
2.4508458884929855e-05,8.340313757016218e-06,1.3440923579918304e-05,2.4375265697496773e-05,20100.0,1.8466237336934545e-05
2.453060340621751e-05,8.347833474507229e-06,1.344477796977013e-05,2.439726632512235e-05,20200.0,1.8477611444277388e-05
2.455258711407071e-05,8.355298029293346e-06,1.3448592446609509e-05,2.4419107931119874e-05,20300.0,1.8488890475902884e-05
2.4574410367094207e-05,8.36270791012513e-06,1.3452370113694181e-05,2.4440790484621814e-05,20400.0,1.8500078023819338e-05
2.4596075148926642e-05,8.370063613995517e-06,1.3456108328103343e-05,2.446231622495108e-05,20500.0,1.8511171942098888e-05
2.4617581367835402e-05,8.377365554852506e-06,1.3459817573071793e-05,2.448368450594547e-05,20600.0,1.8522183127924324e-05
2.4638928611845825e-05,8.384614127208878e-06,1.3463510442705737e-05,2.4504894248743975e-05,20700.0,1.853312456991464e-05
2.4660118479045854e-05,8.391809790597547e-06,1.3467187016866975e-05,2.4525947198378576e-05,20800.0,1.8543996807464548e-05
2.4681151527971414e-05,8.398952959389997e-06,1.3470854000888935e-05,2.4546843651458625e-05,20900.0,1.8554806960278956e-05
2.4702035446690076e-05,8.406044327672315e-06,1.3474473470473723e-05,2.456759299161778e-05,21000.0,1.8565517798146065e-05
2.472277363862132e-05,8.413084409927809e-06,1.3478034484719151e-05,2.4588199133656005e-05,21100.0,1.8576118894646986e-05
2.4743362546369113e-05,8.42007363177956e-06,1.3481552721619697e-05,2.4608656548493593e-05,21200.0,1.8586626353399287e-05
2.4763789828070405e-05,8.427012232866513e-06,1.3485083848799628e-05,2.4628948211963207e-05,21300.0,1.8597096081666168e-05
2.478407301088104e-05,8.43390060028856e-06,1.3488584927606448e-05,2.4649101263915236e-05,21400.0,1.8607485527895036e-05
2.480421499749646e-05,8.440739140611056e-06,1.3492055094567306e-05,2.4669118064491974e-05,21500.0,1.861779423517839e-05
2.4824212014732354e-05,8.447528496705899e-06,1.3495496614239954e-05,2.468898430905418e-05,21600.0,1.862802511094588e-05
2.4844064484699964e-05,8.454269072521492e-06,1.3498906893078002e-05,2.4708707941720133e-05,21700.0,1.863817596559952e-05
2.4863771745693432e-05,8.460961321318475e-06,1.3502287036297087e-05,2.4728288969455218e-05,21800.0,1.864824835761559e-05
2.4883337074563677e-05,8.467605504413982e-06,1.3505647788311951e-05,2.474772864583279e-05,21900.0,1.865825329272596e-05
