Time,EC,Z,A,Y,GP,v0,v1,beta,Vm2,K2,Vm3,m,Ka,Ky,Kz,Kf,K,V4,Vm5,n,K5,Kd,epsilon,Vpm1,gamma,Ka5,K1,Ka6,Vpm2,alpha,G,Ka1,Kp2,Ka2,p,extracellular,cytosol,intravesicular,vin,R2,R3,Rkf,Rkz,R4,R5,R6,R7,R8
0.16,1000.0,0.10660353847369941,0.5985802415814249,0.5991568702881341,0.6716161537354419,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.1915784970120593,0.7728014018556172,0.5991568702881341,1.066035384736994,1.0,0.0397220755113679,0.05985802415814249,1.1717506869309429,2.8723262163415715
0.17,1000.0,0.10772817461240547,0.607566956156102,0.6173153512747066,0.6547312965536285,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.2229113008966848,0.7936399446324465,0.6173153512747066,1.0772817461240547,1.0,0.04233122193018439,0.0607566956156102,1.1862073861651428,2.8627582935716362
0.18,1000.0,0.1088219250628521,0.616518245843355,0.6353938746456247,0.6380823376103832,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.2530253932821207,0.8139760670016101,0.6353938746456247,1.088219250628521,1.0,0.04501500258884273,0.061651824584335504,1.1995286968894234,2.852895411278356
0.19,1000.0,0.10989306172997693,0.6254333488618796,0.6533868276421555,0.6216617097976607,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.2821760368347177,0.8339275048743199,0.6533868276421555,1.0989306172997693,1.0,0.04778351556095871,0.06254333488618796,1.2118622929492735,2.842722032332122
0.2,1000.0,0.11094791613180247,0.6343114086748948,0.6712898109617335,0.6054633541247011,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.310555542979988,0.8535895861293497,0.6712898109617335,1.1094791613180246,1.0,0.050645781083475686,0.06343114086748948,1.2233316285811682,2.8322223357591048
0.21,1000.0,0.111991395148101,0.6431514833008232,0.6890992888159796,0.589482506782923,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.338310407445788,0.8730404749545142,0.6890992888159796,1.11991395148101,1.0,0.05361002711129573,0.06431514833008233,1.2340408107052478,2.821380170267471
0.22,1000.0,0.1130273658294805,0.6519525526636417,0.7068123311654685,0.5737155275754604,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.365553830767975,0.8923453204205551,0.7068123311654685,1.130273658294805,1.0,0.05668394398091713,0.06519525526636417,1.244078355430745,2.810179019937999
0.23,1000.0,0.11405891045999353,0.6607135226621788,0.7244264442063888,0.5581597659346372,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.3923740476137727,0.9115590380183882,0.7244264442063888,1.1405891045999352,1.0,0.059874842323183776,0.06607135226621788,1.2535200797971258,2.7986019852924695
0.24,1000.0,0.115088556527497,0.66943322884188,0.7419394183553366,0.542813438414116,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.4188414760966905,0.9307290830321591,0.7419394183553366,1.15088556527497,1.0,0.06318987077324843,0.066943322884188,1.2624314251485156,2.7866317654868222
0.25,1000.0,0.11611837005603,0.6781104365449547,0.7593492686958462,0.5276755539142371,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.4450119587798773,0.9498964184563891,0.7593492686958462,1.1611837005603,1.0,0.06663603187485612,0.06781104365449547,1.2708692038476077,2.7742506730713146
0.26,1000.0,0.11715009380937208,0.686743842249494,0.7766541448681771,0.5127458295797253,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.470930930650295,0.9690973136816315,0.7766541448681771,1.171500938093721,1.0,0.0702203429979028,0.06867438422494941,1.2788830833583413,2.7614406429720737
0.27,1000.0,0.11818522536265276,0.6953320733424221,0.7938522815479288,0.49802462962355293,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.496635843023314,0.9883643557958541,0.7938522815479288,1.1818522536265277,1.0,0.07394991748961667,0.06953320733424222,1.2865167520502496,2.7481832626062075
0.28,1000.0,0.11922507375729775,0.703873687116424,0.8109419627750678,0.4835129164270724,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.522157918261425,1.0077272073287615,0.8109419627750678,1.1922507375729776,1.0,0.07783202874252473,0.0703873687116424,1.293808864235905,2.7344598196375256
0.29,1000.0,0.12027080540558245,0.7123671682323176,0.8279214914620348,0.46921220402092056,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.5475235403898226,1.0272132502467048,0.8279214914620348,1.2027080540558246,1.0,0.08187417348202469,0.07123671682323177,1.300793820822395,2.7202513620247832
0.3,1000.0,0.12132347485043372,0.7208109268377377,0.8447891697471773,0.45512452638918754,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.5727552014121677,1.0468480290782542,0.8447891697471773,1.2132347485043373,1.0,0.08608411678672714,0.07208109268377377,1.3075024053776154,2.705538785781115
0.31,1000.0,0.12238406308283542,0.7292032947487276,0.8615432740767451,0.44125239424824825,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.597872569933732,1.0666558451350747,0.8615432740767451,1.2238406308283543,1.0,0.09046997528106253,0.07292032947487276,1.3139623387785397,2.690302927974405
0.32,1000.0,0.12345348795281856,0.7375425224802455,0.878182047629947,0.42759877726969886,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.6228928434047862,1.086659922444475,0.878182047629947,1.2345348795281856,1.0,0.0950402388723745,0.07375425224802455,1.3201987108650646,2.67452470661942
0.33,1000.0,0.12453263493581694,0.7458267770019055,0.8947036801632826,0.4141670717930143,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.647831549058992,1.106882919239582,0.8947036801632826,1.2453263493581694,1.0,0.09980386265386834,0.07458267770019054,1.3262343820440232,2.658185270695735
0.34,1000.0,0.12562235332911767,0.7540541315887919,0.9111063063535205,0.4009610751591682,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.672702507433514,1.1273468816865821,0.9111063063535205,1.2562235332911766,1.0,0.10477026484465336,0.07540541315887919,1.3320902835079254,2.6412661854114097
0.35,1000.0,0.12672346585860153,0.7622225702709985,0.9273880016072715,0.38798499097627487,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.697518102503915,1.1480734193555109,0.9273880016072715,1.2672346585860153,1.0,0.10994936985126263,0.07622225702709985,1.337785682167152,2.623749692916182
0.36,1000.0,0.12783680836950806,0.7703299697853008,0.9435467501203155,0.37524334768713,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.722290200340847,1.1690843986661177,0.9435467501203155,1.2783680836950806,1.0,0.1153517619416634,0.07703299697853008,1.343338485216605,2.6056188969166776
0.37,1000.0,0.12896320385948526,0.7783741082859205,0.9595804642745305,0.3627410430955944,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.7470295668830578,1.1904015372080137,0.9595804642745305,1.2896320385948525,1.0,0.12098863308355313,0.07783741082859205,1.348765378744338,2.5868581576589746
0.38,1000.0,0.13010349771737742,0.7863526418238815,0.9754869520028319,0.3504832509210776,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.7717466484689903,1.2120470344370249,0.9754869520028319,1.3010349771737741,1.0,0.1268719406163319,0.07863526418238816,1.3540820775468454,2.5674533418828163
0.39,1000.0,0.1312585396858556,0.7942631154433739,0.991263932901931,0.3384754654455237,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.796451159950789,1.234043298538555,0.991263932901931,1.3125853968585561,1.0,0.13301439012845362,0.0794263115443374,1.359303431487644,2.54739232635355
0.4,1000.0,0.13242920902120894,0.8021029341501145,1.0069090078341592,0.3267233974304913,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.8211526094098143,1.256413415671818,1.0069090078341592,1.3242920902120894,1.0,0.13942957657221183,0.08021029341501146,1.3644436272604674,2.5266653246878654
0.41,1000.0,0.13361640400735336,0.809869375155792,1.0224196716870946,0.3152330163991005,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.845860042883512,1.2791810065796638,1.0224196716870946,1.3361640400735335,1.0,0.1461320054451649,0.08098693751557921,1.3695162775215448,2.5052655088418567
0.42,1000.0,0.1348210681836572,0.8175595500041352,1.0377932772808953,0.30401041079970964,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.8705825556530393,1.3023707277034486,1.0377932772808953,1.348210681836572,1.0,0.15313726162338498,0.08175595500041352,1.3745346110901455,2.483189365475041
0.43,1000.0,0.13604416663284832,0.8251704394554937,1.053027068370719,0.29306191725355485,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.895328755033235,1.326007894273839,1.053027068370719,1.3604416663284833,1.0,0.16046199128203215,0.08251704394554937,1.3795114966489859,2.4604376167861486
0.44,1000.0,0.1372867142514138,0.8326988458653604,1.0681181367102146,0.28239393651352074,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9201072937852004,1.3501190237165022,1.0681181367102146,1.372867142514138,1.0,0.16812409758487126,0.08326988458653604,1.3844596328127088,2.4370156048791536
0.45,1000.0,0.13854979295162784,0.840141364054186,1.0830633958342675,0.27201282072119237,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9449271386199323,1.3747321997523005,1.0830633958342675,1.3854979295162784,1.0,0.17614291839872945,0.0840141364054186,1.3893916967598718,2.4129337979259566
0.46,1000.0,0.1398345174292899,0.8474944389599001,1.0978596330191226,0.2619250968574393,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9697968205582908,1.3998765030276048,1.0978596330191226,1.398345174292899,1.0,0.18453918343521236,0.08474944389599001,1.3943203095614967,2.388209127067014
0.47,1000.0,0.14114208812027831,0.8547542542315913,1.1125034152433624,0.2521370236120114,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,3.9947253951255006,1.4255830272764407,1.1125034152433624,1.411420881202783,1.0,0.1933353693306015,0.08547542542315914,1.3992583275781127,2.3628648001421237
0.48,1000.0,0.14247376617256235,0.8619167880818169,1.1269911355991349,0.2426548148495204,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.019721857189774,1.451884484594721,1.1269911355991349,1.4247376617256235,1.0,0.20255572809714228,0.0861916788081817,1.4042188240198095,2.336931670885984
0.49,1000.0,0.14383088074255335,0.8689777949078302,1.1413189984962382,0.23348456822678762,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.044795192585603,1.4788153958982542,1.1413189984962382,1.4383088074255335,1.0,0.21222646589455235,0.08689777949078303,1.409215204148353,2.3104489639365196
0.5,1000.0,0.1452148773476383,0.8759326913365003,1.1554829263444986,0.22463181549301303,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.069955157465608,1.5064130648075442,1.1554829263444986,1.452148773476383,1.0,0.22237616010606193,0.08759326913365004,1.414261497485804,2.283463775727483
0.51,1000.0,0.14662726634612097,0.8827766785992973,1.1694786595634998,0.21610200463283483,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.095211200596001,1.53471668675851,1.1694786595634998,1.4662726634612098,1.0,0.23303569284723435,0.08827766785992974,1.419372232641655,2.25603319446421
0.52,1000.0,0.14806967772931232,0.8895046128658696,1.1833016510641086,0.20790002072135602,2.0,2.0,0.5,6.0,0.1,20.0,2.0,0.2,0.2,0.5,1.0,10.0,2.0,30.0,4.0,1.0,0.4,0.1,1.5,9.0,0.5,0.1,0.5,0.6,9.0,10000.0,10000.0,0.2,10000.0,2.0,1.0,1.0,1.0,3.0,4.120573331327231,1.5637684575076838,1.1833016510641086,1.4806967772931232,1.0,0.2442387487794779,0.08895046128658696,1.4245627629453892,2.2282235213012727
