T,CLI,DK,KI,N,STIM,V,Z,_CLE,_ECL,_EK,_ENA,_IPUMP,_I_CL_L,_I_K,_I_K_G,_I_K_L,_I_NA,_I_NA_G,_I_NA_L,_KE,_NAE,_NAI
5.0,9.9002018,0.0,129.25691,0.069416411,0.0,-67.192253,1.0,123.27171,-67.181709,-92.57296,42.693756,0.64538902,-0.00021088813,0.0018301205,0.02357286,1.2690353,-0.0016186654,-0.014780669,-1.9230051,4.0021877,125.30347,25.232178
5.5,9.900197,0.0,129.25687,0.069414794,0.0,-67.192543,1.0,123.27173,-67.181725,-92.572182,42.693699,0.64545357,-0.00021638512,0.0016443739,0.02356967,1.2689819,-0.0014274799,-0.014779052,-1.9230093,4.0023036,125.30338,25.23221
6.0,9.9001923,0.0,129.25684,0.069413342,0.0,-67.192802,1.0,123.27174,-67.18174,-92.57148,42.693649,0.64551157,-0.00022127699,0.0014776104,0.023566807,1.2689339,-0.001255877,-0.0147776,-1.9230129,4.0024076,125.30328,25.232241
6.5,9.9001875,0.0,129.25681,0.069412038,0.0,-67.193039,1.0,123.27175,-67.181755,-92.570854,42.693607,0.64556354,-0.00022562542,0.001327892,0.023564236,1.2688907,-0.0011018571,-0.014776298,-1.9230162,4.002501,125.30321,25.232267
7.0,9.9001827,0.0,129.25677,0.069410868,0.0,-67.193245,1.0,123.27177,-67.18177,-92.57029,42.693565,0.64561021,-0.00022948583,0.0011934777,0.02356193,1.268852,-0.00096362457,-0.014775131,-1.9230192,4.0025849,125.30314,25.23229
7.5,9.900177,0.0,129.25676,0.069409817,0.0,-67.193436,1.0,123.27178,-67.181786,-92.569778,42.693531,0.64565212,-0.00023290802,0.0010728044,0.023559861,1.2688172,-0.00083956693,-0.014774083,-1.9230219,4.0026603,125.30308,25.232309
8.0,9.9001722,0.0,129.25673,0.069408879,0.0,-67.193604,1.0,123.2718,-67.181808,-92.569321,42.693504,0.64568973,-0.00023593675,0.00096446817,0.023558006,1.268786,-0.00072823593,-0.014773144,-1.9230243,4.002728,125.30302,25.232327
8.5,9.9001665,0.0,129.25671,0.069408037,0.0,-67.193756,1.0,123.27182,-67.181824,-92.568909,42.693478,0.64572352,-0.00023861222,0.00086720829,0.02355634,1.2687579,-0.00062833109,-0.014772303,-1.9230266,4.002789,125.30298,25.232342
9.0,9.9001617,0.0,129.2567,0.069407284,0.0,-67.193893,1.0,123.27184,-67.181839,-92.568542,42.693455,0.6457538,-0.00024097058,0.00077989284,0.023554847,1.2687327,-0.00053868466,-0.014771549,-1.9230286,4.0028443,125.30294,25.232355
9.5,9.900156,0.0,129.25667,0.069406606,0.0,-67.194008,1.0,123.27185,-67.181862,-92.568214,42.693436,0.64578098,-0.00024304423,0.0007015054,0.023553506,1.26871,-0.00045824811,-0.014770873,-1.9230304,4.0028934,125.3029,25.232367
10.0,9.9001503,0.0,129.25667,0.069405995,0.0,-67.194122,1.0,123.27187,-67.181877,-92.567909,42.69342,0.64580542,-0.00024486231,0.00063113321,0.023552304,1.2686896,-0.00038607992,-0.014770268,-1.9230319,4.0029378,125.30288,25.232376
10.5,9.9001455,0.0,129.25665,0.069405459,0.0,-67.194221,1.0,123.27188,-67.181892,-92.567642,42.693409,0.64582729,-0.000246451,0.00056795683,0.023551228,1.2686713,-0.00032133469,-0.014769726,-1.9230335,4.0029778,125.30286,25.232384
11.0,9.9001398,0.0,129.25664,0.069404967,0.0,-67.194305,1.0,123.2719,-67.181915,-92.567406,42.693398,0.6458469,-0.00024783381,0.00051124062,0.023550261,1.2686548,-0.00026325343,-0.014769239,-1.9230348,4.0030136,125.30283,25.232389
11.5,9.9001341,0.0,129.25662,0.069404535,0.0,-67.194382,1.0,123.27191,-67.181931,-92.567184,42.69339,0.64586455,-0.00024903184,0.00046032394,0.023549395,1.26864,-0.00021115468,-0.014768804,-1.923036,4.003046,125.30282,25.232395
12.0,9.9001284,0.0,129.25662,0.06940414,0.0,-67.19445,1.0,123.27193,-67.181953,-92.566986,42.693382,0.64588034,-0.00025006404,0.00041461372,0.023548618,1.2686267,-0.00016442659,-0.014768416,-1.9230372,4.0030751,125.3028,25.232399
12.5,9.9001226,0.0,129.25661,0.06940379,0.0,-67.194519,1.0,123.27195,-67.181969,-92.566811,42.693375,0.64589453,-0.0002509474,0.0003735775,0.023547921,1.2686148,-0.00012251985,-0.014768068,-1.9230381,4.0031013,125.3028,25.232403
13.0,9.9001169,0.0,129.25659,0.069403477,0.0,-67.194572,1.0,123.27197,-67.181992,-92.56665,42.693371,0.64590728,-0.00025169723,0.00033673723,0.023547297,1.268604,-8.4941297e-05,-0.014767757,-1.9230391,4.0031252,125.30279,25.232405
13.5,9.9001122,0.0,129.25659,0.069403201,0.0,-67.194626,1.0,123.27198,-67.182007,-92.566513,42.693371,0.64591873,-0.00025232727,0.00030366378,0.023546739,1.2685943,-5.1248182e-05,-0.014767478,-1.9230399,4.0031466,125.30279,25.232407
14.0,9.9001064,0.0,129.25659,0.069402948,0.0,-67.194672,1.0,123.272,-67.182022,-92.566383,42.693367,0.64592892,-0.00025284977,0.00027397185,0.023546237,1.2685856,-2.1043008e-05,-0.01476723,-1.9230406,4.0031657,125.30278,25.232407
14.5,9.9001007,0.0,129.25658,0.069402725,0.0,-67.19471,1.0,123.27202,-67.182045,-92.566261,42.693367,0.6459381,-0.00025327588,0.0002473155,0.023545789,1.2685778,6.0310676e-06,-0.014767008,-1.9230413,4.0031829,125.30278,25.232407
15.0,9.900095,0.0,129.25658,0.069402531,0.0,-67.19474,1.0,123.27203,-67.18206,-92.566154,42.693367,0.64594638,-0.00025361546,0.00022338425,0.023545388,1.2685707,3.0294408e-05,-0.01476681,-1.9230419,4.0031986,125.30278,25.232407
15.5,9.9000893,0.0,129.25658,0.069402352,0.0,-67.194778,1.0,123.27205,-67.182083,-92.566063,42.693371,0.64595371,-0.00025387746,0.00020189933,0.023545029,1.2685643,5.2034611e-05,-0.014766634,-1.9230425,4.0032129,125.30279,25.232407
16.0,9.9000835,0.0,129.25656,0.069402196,0.0,-67.194801,1.0,123.27206,-67.182098,-92.565979,42.693371,0.64596033,-0.00025406986,0.00018261044,0.023544708,1.2685586,7.1509865e-05,-0.014766476,-1.9230431,4.0032258,125.30279,25.232405
16.5,9.9000778,0.0,129.25656,0.069402054,0.0,-67.194832,1.0,123.27208,-67.182121,-92.565895,42.693375,0.64596629,-0.0002541999,0.00016529296,0.02354442,1.2685535,8.8951951e-05,-0.014766336,-1.9230436,4.0032372,125.3028,25.232403
17.0,9.9000721,0.0,129.25656,0.069401927,0.0,-67.194855,1.0,123.2721,-67.182137,-92.565826,42.693378,0.6459716,-0.00025427397,0.00014974517,0.023544163,1.2685488,0.00010456894,-0.014766212,-1.9230441,4.0032477,125.3028,25.232401
17.5,9.9000664,0.0,129.25656,0.069401816,0.0,-67.19487,1.0,123.27212,-67.182159,-92.565765,42.693382,0.64597636,-0.00025429789,0.00013578605,0.023543933,1.2685446,0.00011854763,-0.014766102,-1.9230444,4.0032573,125.30281,25.232399
18.0,9.9000607,0.0,129.25655,0.069401719,0.0,-67.194893,1.0,123.27213,-67.182175,-92.565704,42.693386,0.64598066,-0.00025427685,0.00012325302,0.023543729,1.2685409,0.0001310557,-0.014766003,-1.9230448,4.0032659,125.30282,25.232395
18.5,9.9000549,0.0,129.25655,0.069401629,0.0,-67.194908,1.0,123.27215,-67.182198,-92.565651,42.693394,0.64598447,-0.00025421553,0.00011200019,0.023543546,1.2685374,0.00014224368,-0.014765916,-1.9230453,4.003274,125.30283,25.232393
19.0,9.9000502,0.0,129.25655,0.069401547,0.0,-67.194923,1.0,123.27217,-67.182213,-92.565605,42.693398,0.64598787,-0.00025411812,0.00010189659,0.023543382,1.2685343,0.00015224671,-0.01476584,-1.9230455,4.0032811,125.30283,25.232389
19.5,9.9000444,0.0,129.25655,0.06940148,0.0,-67.194931,1.0,123.27219,-67.182236,-92.565559,42.693405,0.64599097,-0.00025398837,9.282463e-05,0.023543237,1.2685314,0.00016118609,-0.014765772,-1.9230459,4.0032873,125.30285,25.232386
20.0,9.9000387,0.0,129.25655,0.069401421,0.0,-67.194946,1.0,123.2722,-67.182251,-92.565521,42.693409,0.64599371,-0.00025382964,8.4678752e-05,0.023543108,1.2685289,0.00016917071,-0.014765712,-1.9230462,4.0032935,125.30286,25.232382
20.5,9.900033,0.0,129.25655,0.069401368,0.0,-67.194954,1.0,123.27222,-67.182274,-92.565483,42.693417,0.64599615,-0.000253645,7.736421e-05,0.023542993,1.2685267,0.00017629834,-0.01476566,-1.9230465,4.0032988,125.30287,25.232378
21.0,9.9000273,0.0,129.25655,0.069401316,0.0,-67.194962,1.0,123.27223,-67.182289,-92.565453,42.693424,0.64599836,-0.00025343717,7.0795933e-05,0.02354289,1.2685245,0.00018265673,-0.014765615,-1.9230467,4.0033035,125.30288,25.232374
21.5,9.9000216,0.0,129.25653,0.069401279,0.0,-67.194969,1.0,123.27225,-67.182304,-92.565422,42.693432,0.64600027,-0.00025320856,6.4897569e-05,0.023542801,1.2685227,0.00018832464,-0.014765575,-1.9230469,4.0033083,125.30289,25.23237
22.0,9.9000158,0.0,129.25653,0.069401242,0.0,-67.194977,1.0,123.27227,-67.182327,-92.565392,42.693439,0.64600205,-0.00025296141,5.9600581e-05,0.023542719,1.268521,0.00019337282,-0.01476554,-1.9230472,4.0033126,125.30291,25.232367
22.5,9.9000101,0.0,129.25653,0.069401212,0.0,-67.194977,1.0,123.27229,-67.182343,-92.565369,42.693443,0.6460036,-0.00025269765,5.4843429e-05,0.023542648,1.2685194,0.00019786472,-0.01476551,-1.9230474,4.0033164,125.30292,25.232361
23.0,9.9000044,0.0,129.25653,0.069401182,0.0,-67.194984,1.0,123.2723,-67.182365,-92.565346,42.693451,0.64600497,-0.00025241903,5.0570881e-05,0.023542587,1.268518,0.00020185734,-0.014765485,-1.9230477,4.0033197,125.30293,25.232357
23.5,9.8999987,0.0,129.25653,0.06940116,0.0,-67.194992,1.0,123.27232,-67.182381,-92.565323,42.693459,0.64600623,-0.00025212718,4.6733348e-05,0.023542531,1.2685167,0.00020540183,-0.014765463,-1.9230479,4.0033231,125.30295,25.232353
24.0,9.8999939,0.0,129.25653,0.069401145,0.0,-67.194992,1.0,123.27234,-67.182404,-92.5653,42.69347,0.64600736,-0.00025182351,4.3286327e-05,0.023542482,1.2685155,0.00020854411,-0.014765445,-1.923048,4.0033259,125.30296,25.232347
24.5,9.8999882,0.0,129.25653,0.069401123,0.0,-67.195,1.0,123.27235,-67.182419,-92.565285,42.693478,0.64600831,-0.00025150928,4.0189861e-05,0.02354244,1.2685144,0.00021132539,-0.014765429,-1.9230483,4.0033288,125.30297,25.232344
25.0,9.8999825,0.0,129.25653,0.069401115,0.0,-67.195,1.0,123.27237,-67.182442,-92.565269,42.693485,0.64600921,-0.00025118567,3.7408077e-05,0.023542402,1.2685134,0.0002137827,-0.014765417,-1.9230485,4.0033312,125.30299,25.232338
25.5,9.8999767,0.0,129.25653,0.0694011,0.0,-67.195,1.0,123.27238,-67.182457,-92.565254,42.693493,0.64600998,-0.00025085369,3.4908782e-05,0.023542371,1.2685125,0.00021594923,-0.014765407,-1.9230486,4.0033336,125.303,25.232334
26.0,9.899971,0.0,129.25653,0.069401093,0.0,-67.195,1.0,123.2724,-67.18248,-92.565239,42.693501,0.6460107,-0.00025051425,3.2663069e-05,0.023542343,1.2685117,0.00021785482,-0.014765399,-1.9230487,4.003336,125.30302,25.232328
26.5,9.8999653,0.0,129.25653,0.069401085,0.0,-67.195,1.0,123.27242,-67.182495,-92.565224,42.693508,0.64601129,-0.0002501682,3.0644998e-05,0.023542318,1.2685109,0.00021952621,-0.014765393,-1.923049,4.0033379,125.30303,25.232325
27.0,9.8999596,0.0,129.25653,0.069401078,0.0,-67.195007,1.0,123.27244,-67.18251,-92.565208,42.693516,0.64601183,-0.00024981628,2.8831275e-05,0.023542298,1.2685102,0.00022098745,-0.014765388,-1.9230491,4.0033402,125.30305,25.232319
27.5,9.8999548,0.0,129.25653,0.069401078,0.0,-67.195007,1.0,123.27245,-67.182533,-92.565193,42.693523,0.64601231,-0.00024945915,2.7200995e-05,0.023542281,1.2685095,0.0002222601,-0.014765386,-1.9230493,4.0033422,125.30306,25.232315
28.0,9.8999491,0.0,129.25653,0.06940107,0.0,-67.195007,1.0,123.27247,-67.182549,-92.565186,42.693535,0.64601272,-0.00024909741,2.5735386e-05,0.023542266,1.2685089,0.00022336353,-0.014765385,-1.9230494,4.0033436,125.30308,25.232309
28.5,9.8999434,0.0,129.25653,0.06940107,0.0,-67.195007,1.0,123.27248,-67.182571,-92.56517,42.693542,0.64601308,-0.00024873161,2.4417604e-05,0.023542253,1.2685083,0.00022431512,-0.014765386,-1.9230496,4.0033455,125.30309,25.232304
29.0,9.8999376,0.0,129.25653,0.06940107,0.0,-67.195007,1.0,123.27251,-67.182587,-92.565163,42.69355,0.64601344,-0.00024836225,2.3232526e-05,0.023542244,1.2685078,0.00022513047,-0.014765386,-1.9230497,4.0033469,125.30311,25.2323
29.5,9.8999319,0.0,129.25653,0.06940107,0.0,-67.195007,1.0,123.27252,-67.18261,-92.565155,42.693558,0.64601368,-0.00024798972,2.2166572e-05,0.023542237,1.2685074,0.00022582356,-0.014765388,-1.9230499,4.0033484,125.30312,25.232294
30.0,9.8999271,0.0,129.25653,0.069401078,0.0,-67.195007,1.0,123.27254,-67.182625,-92.56514,42.693569,0.64601392,-0.00024761443,2.1207561e-05,0.023542231,1.2685069,0.00022640701,-0.014765392,-1.92305,4.0033498,125.30314,25.23229
30.5,9.8999214,0.0,129.25652,0.069401078,0.0,-67.195007,1.0,123.27255,-67.18264,-92.565132,42.693577,0.64601415,-0.00024723675,2.0344549e-05,0.023542227,1.2685064,0.00022689207,-0.014765396,-1.9230502,4.0033512,125.30315,25.232285
31.0,9.8999157,0.0,129.25652,0.069401085,0.0,-67.195007,1.0,123.27257,-67.182663,-92.565125,42.693584,0.64601433,-0.00024685694,1.9567717e-05,0.023542223,1.2685061,0.00022728887,-0.0147654,-1.9230503,4.0033526,125.30317,25.232279
31.5,9.89991,0.0,129.25652,0.069401085,0.0,-67.195,1.0,123.27258,-67.182678,-92.565117,42.693592,0.64601445,-0.00024647533,1.8868248e-05,0.023542223,1.2685056,0.00022760652,-0.014765406,-1.9230504,4.0033541,125.30318,25.232275
32.0,9.8999052,0.0,129.25652,0.069401093,0.0,-67.195,1.0,123.27261,-67.182701,-92.565109,42.693604,0.64601463,-0.00024609215,1.8238232e-05,0.023542222,1.2685052,0.00022785318,-0.014765413,-1.9230505,4.003355,125.3032,25.232269
32.5,9.8998995,0.0,129.25652,0.0694011,0.0,-67.195,1.0,123.27262,-67.182716,-92.565102,42.693611,0.64601469,-0.00024570766,1.7670563e-05,0.023542223,1.2685049,0.00022803617,-0.014765419,-1.9230506,4.0033565,125.30322,25.232264
33.0,9.8998938,0.0,129.25652,0.0694011,0.0,-67.195,1.0,123.27264,-67.182732,-92.565094,42.693619,0.64601481,-0.00024532201,1.7158865e-05,0.023542225,1.2685045,0.00022816207,-0.014765426,-1.9230509,4.0033574,125.30323,25.23226
33.5,9.899889,0.0,129.25652,0.069401108,0.0,-67.195,1.0,123.27265,-67.182755,-92.565086,42.693626,0.64601487,-0.00024493539,1.6697417e-05,0.023542227,1.2685043,0.00022823678,-0.014765433,-1.923051,4.0033588,125.30325,25.232254
34.0,9.8998833,0.0,129.25652,0.069401115,0.0,-67.195,1.0,123.27267,-67.18277,-92.565079,42.693638,0.64601493,-0.00024454802,1.6281074e-05,0.023542231,1.2685039,0.00022826562,-0.014765441,-1.9230511,4.0033598,125.30326,25.232248
34.5,9.8998775,0.0,129.25652,0.069401123,0.0,-67.195,1.0,123.27268,-67.182785,-92.565071,42.693645,0.64601499,-0.00024415998,1.5905229e-05,0.023542235,1.2685037,0.00022825332,-0.014765449,-1.9230512,4.0033607,125.30328,25.232244
35.0,9.8998718,0.0,129.25652,0.06940113,0.0,-67.194992,1.0,123.2727,-67.182808,-92.565063,42.693653,0.64601499,-0.00024377144,1.556574e-05,0.02354224,1.2685033,0.00022820417,-0.014765458,-1.9230514,4.0033617,125.30329,25.232239
35.5,9.8998671,0.0,129.25652,0.069401138,0.0,-67.194992,1.0,123.27271,-67.182823,-92.565056,42.693661,0.64601505,-0.00024338251,1.5258889e-05,0.023542246,1.2685031,0.00022812201,-0.014765467,-1.9230515,4.0033627,125.30331,25.232233
36.0,9.8998613,0.0,129.25652,0.069401145,0.0,-67.194992,1.0,123.27274,-67.182846,-92.565048,42.693672,0.64601505,-0.00024299329,1.498134e-05,0.023542251,1.2685028,0.00022801025,-0.014765476,-1.9230516,4.0033641,125.30332,25.232229
36.5,9.8998556,0.0,129.25652,0.069401152,0.0,-67.194992,1.0,123.27275,-67.182861,-92.565041,42.69368,0.64601505,-0.00024260388,1.4730099e-05,0.023542257,1.2685025,0.00022787202,-0.014765484,-1.9230517,4.003365,125.30334,25.232224
37.0,9.8998508,0.0,129.25652,0.06940116,0.0,-67.194992,1.0,123.27277,-67.182877,-92.565033,42.693687,0.64601499,-0.00024221436,1.4502476e-05,0.023542263,1.2685022,0.00022771006,-0.014765495,-1.9230518,4.003366,125.30335,25.232218
37.5,9.8998451,0.0,129.25652,0.069401167,0.0,-67.194984,1.0,123.27278,-67.182899,-92.565025,42.693695,0.64601499,-0.0002418248,1.4296058e-05,0.02354227,1.268502,0.00022752686,-0.014765504,-1.923052,4.0033669,125.30337,25.232214
38.0,9.8998404,0.0,129.25652,0.069401182,0.0,-67.194984,1.0,123.2728,-67.182915,-92.565025,42.693707,0.64601499,-0.00024143529,1.4108678e-05,0.023542278,1.2685018,0.00022732468,-0.014765513,-1.9230521,4.0033679,125.30338,25.232208
38.5,9.8998346,0.0,129.25652,0.06940119,0.0,-67.194984,1.0,123.27281,-67.18293,-92.565018,42.693714,0.64601493,-0.00024104587,1.3938393e-05,0.023542285,1.2685015,0.00022710551,-0.014765523,-1.9230522,4.0033689,125.3034,25.232203
39.0,9.8998289,0.0,129.25652,0.069401197,0.0,-67.194984,1.0,123.27283,-67.182953,-92.56501,42.693722,0.64601493,-0.00024065661,1.3783455e-05,0.023542292,1.2685013,0.00022687114,-0.014765533,-1.9230523,4.0033698,125.30341,25.232199
39.5,9.8998241,0.0,129.25652,0.069401205,0.0,-67.194984,1.0,123.27284,-67.182968,-92.565002,42.693729,0.64601487,-0.00024026755,1.3642298e-05,0.0235423,1.268501,0.0002266232,-0.014765543,-1.9230524,4.0033708,125.30343,25.232193
40.0,9.8998184,0.0,129.25652,0.069401212,0.0,-67.194977,1.0,123.27286,-67.182983,-92.564995,42.693737,0.64601481,-0.00023987873,1.3513514e-05,0.023542309,1.2685009,0.00022636315,-0.014765553,-1.9230525,4.0033712,125.30344,25.232189
40.5,9.8998137,0.0,129.25652,0.069401227,0.0,-67.194977,1.0,123.27288,-67.183006,-92.564995,42.693748,0.64601481,-0.0002394902,1.3395842e-05,0.023542317,1.2685007,0.00022609226,-0.014765563,-1.9230527,4.0033722,125.30345,25.232183
41.0,9.8998079,0.0,129.25652,0.069401234,0.0,-67.194977,1.0,123.2729,-67.183022,-92.564987,42.693756,0.64601475,-0.000239102,1.3288147e-05,0.023542326,1.2685004,0.00022581172,-0.014765574,-1.9230528,4.0033731,125.30347,25.232178
41.5,9.8998022,0.0,129.25652,0.069401242,0.0,-67.194977,1.0,123.27291,-67.183037,-92.56498,42.693764,0.64601469,-0.00023871413,1.3189411e-05,0.023542333,1.2685002,0.00022552258,-0.014765584,-1.9230529,4.0033741,125.30348,25.232174
42.0,9.8997974,0.0,129.25652,0.069401249,0.0,-67.194977,1.0,123.27293,-67.18306,-92.564972,42.693771,0.64601463,-0.00023832665,1.3098723e-05,0.023542343,1.2685,0.00022522577,-0.014765594,-1.923053,4.0033751,125.3035,25.232168
42.5,9.8997917,0.0,129.25652,0.069401264,0.0,-67.194969,1.0,123.27294,-67.183075,-92.564964,42.693783,0.64601457,-0.00023793959,1.3015259e-05,0.023542352,1.2684999,0.00022492214,-0.014765605,-1.9230531,4.003376,125.30351,25.232162
43.0,9.8997869,0.0,129.25652,0.069401272,0.0,-67.194969,1.0,123.27296,-67.18309,-92.564964,42.69379,0.64601451,-0.00023755294,1.2938287e-05,0.023542361,1.2684996,0.00022461246,-0.014765616,-1.9230533,4.003377,125.30353,25.232159
43.5,9.8997812,0.0,129.25652,0.069401279,0.0,-67.194969,1.0,123.27297,-67.183113,-92.564957,42.693798,0.64601445,-0.00023716675,1.2867144e-05,0.023542369,1.2684994,0.0002242974,-0.014765626,-1.9230534,4.0033774,125.30354,25.232153
44.0,9.8997765,0.0,129.25652,0.069401287,0.0,-67.194969,1.0,123.27299,-67.183128,-92.564949,42.693806,0.64601439,-0.00023678102,1.2801236e-05,0.023542378,1.2684991,0.00022397758,-0.014765637,-1.9230535,4.0033784,125.30356,25.232149
44.5,9.8997707,0.0,129.25652,0.069401301,0.0,-67.194962,1.0,123.273,-67.183144,-92.564941,42.693813,0.64601433,-0.00023639578,1.2740033e-05,0.023542387,1.268499,0.00022365352,-0.014765647,-1.9230536,4.0033793,125.30357,25.232143
45.0,9.899766,0.0,129.25652,0.069401309,0.0,-67.194962,1.0,123.27302,-67.183159,-92.564941,42.693825,0.64601427,-0.00023601102,1.2683055e-05,0.023542397,1.2684988,0.00022332574,-0.014765657,-1.9230537,4.0033803,125.30359,25.232138
45.5,9.8997602,0.0,129.25652,0.069401316,0.0,-67.194962,1.0,123.27303,-67.183182,-92.564934,42.693832,0.64601415,-0.00023562679,1.2629874e-05,0.023542406,1.2684985,0.00022299468,-0.014765669,-1.9230539,4.0033808,125.3036,25.232134
46.0,9.8997555,0.0,129.25652,0.069401331,0.0,-67.194962,1.0,123.27305,-67.183197,-92.564926,42.69384,0.64601409,-0.00023524307,1.2580103e-05,0.023542415,1.2684984,0.00022266072,-0.014765679,-1.923054,4.0033817,125.30362,25.232128
46.5,9.8997498,0.0,129.25652,0.069401339,0.0,-67.194962,1.0,123.27306,-67.183212,-92.564919,42.693848,0.64601403,-0.00023485988,1.2533399e-05,0.023542425,1.2684982,0.00022232423,-0.014765689,-1.9230541,4.0033827,125.30363,25.232124
47.0,9.899745,0.0,129.25652,0.069401346,0.0,-67.194954,1.0,123.27309,-67.183235,-92.564919,42.693855,0.64601398,-0.00023447724,1.248945e-05,0.023542434,1.2684979,0.00022198554,-0.0147657,-1.9230542,4.0033836,125.30365,25.232119
47.5,9.8997393,0.0,129.25652,0.069401354,0.0,-67.194954,1.0,123.2731,-67.18325,-92.564911,42.693867,0.64601392,-0.00023409513,1.2447977e-05,0.023542443,1.2684978,0.00022164491,-0.014765711,-1.9230543,4.0033841,125.30367,25.232113
48.0,9.8997345,0.0,129.25652,0.069401368,0.0,-67.194954,1.0,123.27312,-67.183266,-92.564903,42.693874,0.64601386,-0.0002337136,1.2408731e-05,0.023542453,1.2684976,0.0002213026,-0.014765722,-1.9230545,4.0033851,125.30368,25.232109
48.5,9.8997288,0.0,129.25652,0.069401376,0.0,-67.194954,1.0,123.27313,-67.183281,-92.564903,42.693882,0.64601374,-0.0002333326,1.2371487e-05,0.023542462,1.2684975,0.00022095886,-0.014765732,-1.9230546,4.003386,125.3037,25.232103
49.0,9.899724,0.0,129.25652,0.069401383,0.0,-67.194946,1.0,123.27315,-67.183304,-92.564896,42.69389,0.64601368,-0.00023295218,1.2336043e-05,0.023542471,1.2684972,0.00022061387,-0.014765743,-1.9230547,4.003387,125.30371,25.2321
49.5,9.8997192,0.0,129.25652,0.069401391,0.0,-67.194946,1.0,123.27316,-67.183319,-92.564888,42.693897,0.64601362,-0.00023257233,1.2302218e-05,0.023542481,1.268497,0.00022026786,-0.014765753,-1.9230548,4.0033875,125.30373,25.232094
50.0,9.8997135,0.0,129.25652,0.069401406,0.0,-67.194946,1.0,123.27318,-67.183334,-92.56488,42.693909,0.64601356,-0.00023219307,1.226985e-05,0.02354249,1.2684969,0.00021992096,-0.014765764,-1.9230549,4.0033884,125.30374,25.23209
50.5,9.8997087,0.0,129.25652,0.069401413,0.0,-67.194946,1.0,123.27319,-67.183357,-92.56488,42.693916,0.64601344,-0.00023181437,1.2238794e-05,0.023542501,1.2684966,0.00021957331,-0.014765775,-1.9230551,4.0033894,125.30375,25.232084
51.0,9.899703,0.0,129.25652,0.069401421,0.0,-67.194946,1.0,123.27321,-67.183372,-92.564873,42.693924,0.64601338,-0.00023143625,1.2208918e-05,0.02354251,1.2684965,0.00021922508,-0.014765785,-1.9230552,4.0033903,125.30376,25.232079
51.5,9.8996983,0.0,129.25652,0.069401436,0.0,-67.194939,1.0,123.27322,-67.183388,-92.564865,42.693932,0.64601332,-0.00023105873,1.2180104e-05,0.02354252,1.2684963,0.00021887636,-0.014765796,-1.9230553,4.0033908,125.30378,25.232075
