Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,An0,En0,Temp,Rgas,Am1,Em1,Ap1,Ep1,Am6,Em6,Am25,Em25,Am15,Em15,An12,En12,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
1.97,0.008799715569382572,0.3577230120258315,0.6267234828531106,0.4604154924270789,0.15630546316782004,0.03141092478703731,0.03269482244541575,0.14058026775567897,0.15653414442404232,0.46724284283647594,0.8731912675163882,0.7831708305798438,0.3397088785648371,0.1599782633743804,0.19040705900706326,0.17327644451170018,0.16855300290046502,0.18068151814081823,0.3089748505399645,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.999621909949373,0.0003780900506269447,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.00830007322144342,0.24857822700496762,0.18414704664056492,0.20471057826604208,0.07936588169541994,0.03126109263356401,0.013217602429482776,0.04799347901231412,0.04287417458433395,0.07557277337376547,0.029608213515085354,0.05330508809534761,0.11094831102722855,0.16855300290046502,0.0741633212762046,0.05198293335351006,9.748141502221517e-05,0.14052711575512608,0.43369521069284367,0.7831708305798438,0.5482195814058907,0.2799758490885553,0.41657498605685767,0.13082799599421327,0.18689713713459039,0.04856738246798033,0.061270245809979154,0.016347411222707876,0.01177013608034967,0.009424524432716205,0.31109072909630814,0.3577230120258315,0.08227629276594126,0.0017599431138765145,0.08150855896474998,0.45,0.3707698206479574,0.03613630362816365
1.98,0.008789746446342516,0.35725611291907894,0.6265133459316331,0.45801875561199845,0.1567859486797625,0.03143515731684903,0.033147129423189425,0.13918293689073175,0.15792101395363217,0.4700995131193665,0.8758572991000478,0.7796735006004099,0.3393816113641328,0.15963109332130895,0.1901702452196539,0.17349665047811913,0.16797698041794087,0.18113430820828377,0.3089526799869969,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9996367296867819,0.00036327031321814474,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.008216840742204932,0.24728626571034712,0.18318933405802684,0.20465207045242378,0.07934940126609714,0.0313571897359525,0.013231182273631311,0.047889327996392686,0.0427811330101108,0.07553590299006903,0.029573288303821162,0.05323918586547905,0.11037867426924143,0.16797698041794087,0.07390987138389399,0.052048995143435736,9.38127852417682e-05,0.13913237586165283,0.4296910048090061,0.7796735006004099,0.5457714504202869,0.28080886627705115,0.4172135213567215,0.13162786367342263,0.1880398052477466,0.04899606751788394,0.062113202362457084,0.016573564711594713,0.011932966592348193,0.009431746238296386,0.31051110753967265,0.35725611291907894,0.08216890597138816,0.0017579492892685032,0.08141255626615364,0.45,0.37074321598439625,0.036226861641656755
1.99,0.00877968545352549,0.3567881588317759,0.6262942537084367,0.45563408004273953,0.157265305988466,0.03146095464508702,0.0336056326260744,0.13779944804668892,0.1593150086688514,0.47295450200099814,0.8784905529605286,0.7761713257370709,0.3390537851990429,0.15928509999539137,0.18993374025445026,0.17371366650604966,0.16740106407183605,0.181585231492718,0.3089317310472234,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9996509687478898,0.0003490312521101657,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.008135102804227669,0.24600071569843,0.1822364018862744,0.20459105298128483,0.07933220223959747,0.0314530611976932,0.01324500159447258,0.04778552999861741,0.042688406798764886,0.07549880718886103,0.02953825110728254,0.05317335366869169,0.10981758747827954,0.16740106407183605,0.07365646819160786,0.052114099951814895,9.028048146550205e-05,0.1377513517327971,0.4257266262339375,0.7761713257370709,0.5433199280159496,0.28163209965224933,0.41783838071417034,0.13242726056027948,0.18918180080039926,0.049426998600876355,0.06296494732169142,0.0168028163130372,0.012098027745386783,0.0094394393834473,0.3099448505903199,0.3567881588317759,0.08206127653130846,0.0017559370907050981,0.0813159506187108,0.45,0.37071807725666805,0.0363170462985436
2.0,0.008769536277320767,0.35631929299200765,0.6260662787094137,0.45326141765374195,0.15774353014990006,0.03148833450887363,0.034070389160575344,0.13642966653817756,0.16071609931345868,0.4758076800964967,0.8810910925725158,0.7726647493206997,0.33872540544279434,0.1589402822683295,0.18969754232271654,0.173927502620529,0.16682533773625238,0.18203428582632541,0.3089119951671768,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9996646498695334,0.000335350130466594,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.008054824600121073,0.2447215555107504,0.18128823284769552,0.20452754400773632,0.07931428826585357,0.031548706029980014,0.01325905873860708,0.04768208468049885,0.04259599564791231,0.07546148529389599,0.029503102246613393,0.05310759166760567,0.10926499140820883,0.16682533773625238,0.07340314860395104,0.052178250786158696,8.687952719805067e-05,0.13638391483170448,0.42180170219111424,0.7726647493206997,0.5408653245244898,0.28244554596478827,0.41844973374345884,0.1332261504270191,0.1903230720385987,0.04986016558476903,0.06382549737784665,0.017035194580287672,0.012265340097807123,0.009447609112456089,0.30939186622701736,0.35631929299200765,0.08195343738816176,0.0017539072554641534,0.08121877629945372,0.45,0.3706943942006122,0.03640685716526509
2.0100000000000002,0.00875930264715928,0.35584965606611135,0.6258294932630258,0.4509007192915204,0.1582206162986043,0.03151731473924327,0.03454145577726439,0.13507345852678998,0.1621242560832071,0.4786589186748179,0.8836589862858611,0.7691542058304367,0.33839647750259505,0.15859663898702842,0.18946164961202974,0.17413816934079257,0.16624988370659372,0.18248146944088836,0.308893463371999,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9996777948994686,0.00032220510053138085,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007975972258781092,0.24344876290340833,0.18034480914372453,0.20446156156841172,0.07929566291580654,0.03164412325972086,0.013273352090224028,0.047578991696108526,0.042503899248523616,0.07542393667770037,0.029467842050420023,0.053041899991458696,0.10872082719470591,0.16624988370659372,0.07314994883090123,0.05224145080223777,8.360512297429055e-05,0.13502993716950623,0.4179158614702702,0.7691542058304367,0.5384079440813057,0.28324920425809524,0.41904774852384696,0.13402449722894902,0.19146356746992718,0.05029555819664175,0.06469486755900554,0.017270727888632195,0.01243492407981518,0.009456260700927204,0.3088520628920175,0.35584965606611135,0.08184542089520562,0.001751860529431856,0.08112106773163068,0.45,0.3706721560463988,0.036496293888177676
2.02,0.008748988254709815,0.3553793864057909,0.6255839693215226,0.44855193578622476,0.1586965596117943,0.03154791332213211,0.0350188890992015,0.1337306914506116,0.16353944876665355,0.4815080911535267,0.8861943053575594,0.7656401217159708,0.33806700678583496,0.15825416898673014,0.18922606031450237,0.1743456775030072,0.16567478287363424,0.18292678091529624,0.3088761264614151,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9996904248310445,0.0003095751689554671,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007898512845231602,0.24218231543430138,0.17940611288719022,0.2043931235334171,0.07927632966911258,0.03173931192235886,0.013287880071725579,0.04747625069601904,0.04241211728844368,0.07538616076478294,0.029432470851195214,0.052976278745083365,0.10818503660842468,0.16567478287363424,0.07289690446439907,0.05230370325090216,8.045264026653377e-05,0.13368929174921124,0.41406873571706504,0.7656401217159708,0.5359480852011795,0.2840430752174572,0.4196325911090316,0.13482226552298748,0.1926032364614107,0.05073316606575532,0.06557307128044941,0.01750944454960075,0.012606800075712538,0.009465399473952307,0.3083253498650572,0.3553793864057909,0.08173725887333191,0.001749797650941963,0.0810228587942994,0.45,0.3706513517536981,0.03658535618305925
2.0300000000000002,0.008738596752691872,0.35490862008045326,0.6253297784593005,0.4462150179751309,0.15917135530802365,0.03158014839807601,0.035502745608438475,0.13240123402170711,0.16496164675528308,0.4843550730865614,0.888697123860711,0.762122915509054,0.33773699869917717,0.15791287109155816,0.18899077262737723,0.17455003825143048,0.16510011474463554,0.18337021916953328,0.30885997501929424,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997025598365319,0.0002974401634681101,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.00782241433113807,0.24092219048412455,0.17847212611531552,0.20432224760755707,0.07925629191569698,0.03183427106160473,0.013302641143143156,0.047373861327467445,0.04232064945253759,0.07534815703032309,0.02939698898524854,0.05291072801010708,0.10765756206073307,0.16510011474463554,0.07264405048763964,0.052365011475429143,7.741761563319421e-05,0.13236185257701633,0.4102599594661241,0.762122915509054,0.5334860408563378,0.2848271611213227,0.4202044254993539,0.1356194204642372,0.19374202923462458,0.05117297872593705,0.06646012033041955,0.017751372804219238,0.012780988419037851,0.009475030805895499,0.3078116372719134,0.35490862008045326,0.08162898261850425,0.0017477193505383744,0.08092418282022135,0.45,0.37063197002315307,0.036674043833906655
2.04,0.008728131753688513,0.3544374909095443,0.6250669918712637,0.44388991672613326,0.15964499864584594,0.03161403826190847,0.03599308163252282,0.1310849562236074,0.1663908190536324,0.4871997421519955,0.8911675185934832,0.7586029979350156,0.33740645864764973,0.15757274411506236,0.18875578475362237,0.17475126302956995,0.164525957464464,0.18381178345866575,0.30884499942321064,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997142192991582,0.00028578070084184226,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.0077476455663749175,0.23966836527700758,0.1775428308025601,0.20424895133152235,0.07923555295726961,0.03192899972916919,0.013317633801562478,0.04727182323451871,0.042229495422836716,0.07530992499890843,0.029361396792635667,0.05284524784611037,0.10713834660913682,0.164525957464464,0.07239142128436415,0.05242537890887098,7.449574505473126e-05,0.13104749467294802,0.4064891701721314,0.7586029979350156,0.5310220985545109,0.28560146579300694,0.4207634136175045,0.13641592780255876,0.1948798968607982,0.051614985617985304,0.06735602485665222,0.01799654081626141,0.012957509387708215,0.009485160120183689,0.3073108360923957,0.3544374909095443,0.08152062290919519,0.0017456263507377027,0.08082507259355322,0.45,0.37061399930785277,0.03676235669173315
2.05,0.008717596842875487,0.3539661304958976,0.6247956804014403,0.4415765827940901,0.16011748492691533,0.031649601354357,0.03648995330474265,0.12978172922761977,0.1678269342822549,0.4900419779358376,0.8936055692061294,0.7550807720272781,0.33707539203869924,0.15723378685914693,0.18852109489824673,0.1749493635915737,0.16395238783407973,0.18425147336779643,0.30883118983513286,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997254218438987,0.00027457815610132386,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007674176248060184,0.23842081681055807,0.17661820880645862,0.204173252091483,0.07921411601119492,0.032023496985383065,0.013332856580102807,0.04717013605774408,0.04213865487825138,0.075271464242919,0.029325694617622036,0.0527798382905476,0.10662733391656196,0.16395238783407973,0.07213905064699508,0.05248480907747211,7.168287845830882e-05,0.12974609399971282,0.402756008003442,0.7550807720272781,0.5285565404190946,0.28636599462267853,0.4213097153427678,0.13721175382203454,0.19601679117433504,0.05205917608987273,0.06826079335046766,0.018244976652371327,0.013136383189707355,0.009495792886671128,0.30682285810114407,0.3539661304958976,0.08141221001405645,0.0017435193685750975,0.08072556047130236,0.45,0.37059742780215943,0.03685029467355929
2.06,0.008706996086613381,0.3534946682951615,0.6245159156497233,0.43927496072146643,0.16058880965723427,0.03168685596496653,0.03699341558871048,0.1284914224166924,0.16926996042558623,0.4928816544481871,0.8960113660977719,0.7515566333488373,0.3367438044630745,0.15689599805540397,0.1882867011121392,0.17514435273450762,0.16337948123537702,0.1846892888414733,0.308818535519692,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997361853670717,0.0002638146329283497,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007601976765975194,0.23717951856988065,0.17569823943119178,0.20409516742962874,0.07919198429968406,0.03211776193144685,0.013348308030708307,0.04706879941662119,0.042048127478848264,0.07523277436675188,0.02928988282826235,0.05271449931594053,0.10612446657593992,0.16337948123537702,0.07188697174356588,0.052543305820352285,6.897501464671454e-05,0.1284575244992531,0.39906010723798624,0.7515566333488373,0.5260896433441861,0.28712075707949347,0.42184349050727393,0.1380068632454924,0.19715266177927485,0.05250553931783936,0.06917443251543659,0.01849670779435524,0.013317629611935772,0.00950693453239884,0.30634761343141015,0.3534946682951615,0.08130377370788715,0.0017413992173226764,0.08062568292173714,0.45,0.37058224262363043,0.03693785776829466
2.07,0.008696332723169914,0.3530232315529603,0.6242277671261333,0.4369850045730199,0.1610589681286214,0.03172582099331899,0.03750352473314834,0.12721391101319707,0.1707198655150213,0.49571865928309505,0.8983849898286633,0.7480309698216049,0.3364117012274404,0.15655937651759408,0.18805260169489785,0.17533624238781026,0.16280731189934716,0.18512523008678594,0.30880702662759574,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997465270647836,0.00025347293521638115,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007531018510192391,0.23594444903017764,0.17478290572403282,0.20401471425158368,0.07916916082635703,0.03221179362572428,0.013363986766306228,0.04696781295527822,0.04195791290671522,0.07519385504339199,0.029253961765984302,0.05264923094353476,0.10562969042410705,0.16280731189934716,0.07163521723571276,0.052600872716343075,6.636829553745316e-05,0.1271816657297722,0.39540111843734055,0.7480309698216049,0.5236216788751233,0.2878657600961203,0.422364893687851,0.13880122459926664,0.19828746371323802,0.0529540645175998,0.07009694756037507,0.01875176236657417,0.0135012689039334,0.009518590669877475,0.3058850168476347,0.3530232315529603,0.08119534325718086,0.0017392665446339828,0.08052546886928554,0.45,0.3705684319531149,0.03702504601735719
2.08,0.008685610271757838,0.35255194541800866,0.6239313046630685,0.4347066646246177,0.1615279557714618,0.03176651530239957,0.038020336163469864,0.12594906960029945,0.17217661706787832,0.4985528773342565,0.9007265284254605,0.744504162077412,0.336079087749386,0.15622392101323732,0.18781879485403363,0.17552504521849915,0.16223595271751895,0.18555929764449558,0.3087966526996537,0.4000027925874407,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3499889284595,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.5400132205603699,0.24,0.2,0.2,0.3,0.2500060658314073,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31000613986248937,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.280006253789297,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4000075609817316,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.9997564634602683,0.00024353653973174794,0.5,4638600.0,40.5939,300.15,0.0083145,2.3323,3.6511,559910.0,35.3172,1499400.0,38.9484,0.559,1.7253,1287.0,20.7914,3.5369,1.0203,1.0,0.007461273561832534,0.23471558447630567,0.17387218915414168,0.20393190950094736,0.07914564856833368,0.032305591154292365,0.013379891424018566,0.04686717630397119,0.041868010831547606,0.0751547059812491,0.029217931788206936,0.05258403314873016,0.10514295088949435,0.16223595271751895,0.07138381919570834,0.05265751356554974,6.385900174165738e-05,0.12591839639970656,0.3917786896729976,0.744504162077412,0.5211529134541883,0.2886010135970693,0.42287407861183623,0.13959480565359184,0.1994211509337026,0.053404740769647525,0.07102834193204471,0.019010168081734932,0.01368732101884915,0.00953076690297756,0.3054349824343404,0.35255194541800866,0.08108694744614199,0.0017371220543515677,0.08042494958108806,0.45,0.3705559832395844,0.037111859528899116
