A_4_task1,G_5_task1,N0_7_task1,N_6_task1,_1_task1,a0_9_task1,a_11_task1,g0_10_task1,n0_8_task1,normalized_cancer_cell_a_3_task1,normalized_normal_cell_n_1_task1,normalized_pre_cancer_cell_g_2_task1
1.1943497491684585e-11,1.6174320861133336e-25,99999999.0,100000000.0,11440.0,0.0,1.1943497491684584e-18,1e-08,0.99999999,1.1943497491684585e-19,1.0,1.6174320861133336e-33
1.1475193962665562e-11,1.3249107860283959e-25,99999999.0,100000000.0,11480.0,0.0,1.147519396266556e-18,1e-08,0.99999999,1.147519396266556e-19,1.0,1.3249107860283958e-33
1.1025252575510291e-11,1.0852935378279498e-25,99999999.0,100000000.0,11520.0,0.0,1.102525257551029e-18,1e-08,0.99999999,1.102525257551029e-19,1.0,1.0852935378279499e-33
1.0592953352185443e-11,8.890123589241152e-26,99999999.0,100000000.0,11560.0,0.0,1.0592953352185442e-18,1e-08,0.99999999,1.0592953352185442e-19,1.0,8.890123589241152e-34
1.017760454493563e-11,7.282296878884687e-26,99999999.0,100000000.0,11600.0,0.0,1.017760454493563e-18,1e-08,0.99999999,1.017760454493563e-19,1.0,7.282296878884688e-34
9.778541529376598e-12,5.965254284697789e-26,99999999.0,100000000.0,11640.0,0.0,9.778541529376598e-19,1e-08,0.99999999,9.778541529376598e-20,1.0,5.965254284697789e-34
9.395125740990123e-12,4.886405933859043e-26,99999999.0,100000000.0,11680.0,0.0,9.395125740990123e-19,1e-08,0.99999999,9.395125740990122e-20,1.0,4.886405933859043e-34
9.026743653318871e-12,4.002673115160005e-26,99999999.0,100000000.0,11720.0,0.0,9.026743653318872e-19,1e-08,0.99999999,9.026743653318871e-20,1.0,4.002673115160005e-34
8.672805796226137e-12,3.2787681342249413e-26,99999999.0,100000000.0,11760.0,0.0,8.672805796226138e-19,1e-08,0.99999999,8.672805796226138e-20,1.0,3.278768134224941e-34
8.332745812649545e-12,2.685785266174344e-26,99999999.0,100000000.0,11800.0,0.0,8.332745812649546e-19,1e-08,0.99999999,8.332745812649546e-20,1.0,2.685785266174344e-34
8.006019552339354e-12,2.2000465420847323e-26,99999999.0,100000000.0,11840.0,0.0,8.006019552339353e-19,1e-08,0.99999999,8.006019552339353e-20,1.0,2.2000465420847323e-34
7.692104201131205e-12,1.8021562811808176e-26,99999999.0,100000000.0,11880.0,0.0,7.692104201131205e-19,1e-08,0.99999999,7.692104201131205e-20,1.0,1.8021562811808176e-34
7.390497444360019e-12,1.4762266159705589e-26,99999999.0,100000000.0,11920.0,0.0,7.390497444360018e-19,1e-08,0.99999999,7.390497444360018e-20,1.0,1.4762266159705588e-34
7.1007166630763516e-12,1.2092430853288661e-26,99999999.0,100000000.0,11960.0,0.0,7.100716663076352e-19,1e-08,0.99999999,7.100716663076351e-20,1.0,1.2092430853288661e-34
6.822298161779056e-12,9.905449634873935e-27,99999999.0,100000000.0,12000.0,0.0,6.822298161779056e-19,1e-08,0.99999999,6.822298161779055e-20,1.0,9.905449634873935e-35
6.55479642642846e-12,8.113995743241317e-27,99999999.0,100000000.0,12040.0,0.0,6.55479642642846e-19,1e-08,0.99999999,6.55479642642846e-20,1.0,8.113995743241317e-35
6.297783411552802e-12,6.646535932053739e-27,99999999.0,100000000.0,12080.0,0.0,6.297783411552801e-19,1e-08,0.99999999,6.297783411552802e-20,1.0,6.646535932053739e-35
6.050847855307153e-12,5.444474127667487e-27,99999999.0,100000000.0,12120.0,0.0,6.050847855307153e-19,1e-08,0.99999999,6.050847855307153e-20,1.0,5.444474127667487e-35
5.813594621388833e-12,4.459811671804407e-27,99999999.0,100000000.0,12160.0,0.0,5.813594621388832e-19,1e-08,0.99999999,5.813594621388833e-20,1.0,4.4598116718044066e-35
5.585644066756247e-12,3.65323072193274e-27,99999999.0,100000000.0,12200.0,0.0,5.585644066756247e-19,1e-08,0.99999999,5.585644066756247e-20,1.0,3.6532307219327396e-35
5.366631434139437e-12,2.992524279006937e-27,99999999.0,100000000.0,12240.0,0.0,5.366631434139437e-19,1e-08,0.99999999,5.3666314341394366e-20,1.0,2.992524279006937e-35
5.156206268370224e-12,2.4513101531425435e-27,99999999.0,100000000.0,12280.0,0.0,5.156206268370224e-19,1e-08,0.99999999,5.156206268370224e-20,1.0,2.4513101531425435e-35
4.954031855598008e-12,2.0079775155220357e-27,99999999.0,100000000.0,12320.0,0.0,4.954031855598008e-19,1e-08,0.99999999,4.954031855598008e-20,1.0,2.0079775155220357e-35
4.759784684493862e-12,1.6448239720596416e-27,99999999.0,100000000.0,12360.0,0.0,4.759784684493862e-19,1e-08,0.99999999,4.759784684493862e-20,1.0,1.6448239720596416e-35
4.573153928580775e-12,1.3473487019393705e-27,99999999.0,100000000.0,12400.0,0.0,4.573153928580774e-19,1e-08,0.99999999,4.573153928580775e-20,1.0,1.3473487019393705e-35
4.393840948861674e-12,1.1036734358537678e-27,99999999.0,100000000.0,12440.0,0.0,4.393840948861674e-19,1e-08,0.99999999,4.3938409488616734e-20,1.0,1.1036734358537678e-35
4.221558815949367e-12,9.040681534453091e-28,99999999.0,100000000.0,12480.0,0.0,4.221558815949367e-19,1e-08,0.99999999,4.221558815949367e-20,1.0,9.040681534453092e-36
4.056031850933728e-12,7.405625609188851e-28,99999999.0,100000000.0,12520.0,0.0,4.056031850933728e-19,1e-08,0.99999999,4.056031850933728e-20,1.0,7.40562560918885e-36
3.8969951842514365e-12,6.066278350196464e-28,99999999.0,100000000.0,12560.0,0.0,3.8969951842514364e-19,1e-08,0.99999999,3.896995184251436e-20,1.0,6.066278350196464e-36
3.744194331852406e-12,4.969159253257614e-28,99999999.0,100000000.0,12600.0,0.0,3.744194331852406e-19,1e-08,0.99999999,3.744194331852406e-20,1.0,4.969159253257614e-36
3.5973847879846835e-12,4.070460051249721e-28,99999999.0,100000000.0,12640.0,0.0,3.5973847879846837e-19,1e-08,0.99999999,3.5973847879846837e-20,1.0,4.07046005124972e-36
3.456331633946222e-12,3.3342954379974897e-28,99999999.0,100000000.0,12680.0,0.0,3.4563316339462218e-19,1e-08,0.99999999,3.456331633946222e-20,1.0,3.3342954379974895e-36
3.3208091621774607e-12,2.731270158132997e-28,99999999.0,100000000.0,12720.0,0.0,3.320809162177461e-19,1e-08,0.99999999,3.320809162177461e-20,1.0,2.731270158132997e-36
3.190600515093209e-12,2.237305246468523e-28,99999999.0,100000000.0,12760.0,0.0,3.190600515093209e-19,1e-08,0.99999999,3.190600515093209e-20,1.0,2.2373052464685233e-36
3.0654973380758945e-12,1.8326765482976583e-28,99999999.0,100000000.0,12800.0,0.0,3.065497338075895e-19,1e-08,0.99999999,3.0654973380758946e-20,1.0,1.8326765482976582e-36
2.9452994460749247e-12,1.5012271284759948e-28,99999999.0,100000000.0,12840.0,0.0,2.945299446074925e-19,1e-08,0.99999999,2.945299446074925e-20,1.0,1.5012271284759948e-36
2.829814503278649e-12,1.2297221205595107e-28,99999999.0,100000000.0,12880.0,0.0,2.829814503278649e-19,1e-08,0.99999999,2.829814503278649e-20,1.0,1.2297221205595107e-36
2.7188577153463655e-12,1.0073202549493901e-28,99999999.0,100000000.0,12920.0,0.0,2.7188577153463656e-19,1e-08,0.99999999,2.7188577153463656e-20,1.0,1.0073202549493901e-36
2.6122515337078826e-12,8.251409640168373e-29,99999999.0,100000000.0,12960.0,0.0,2.6122515337078823e-19,1e-08,0.99999999,2.6122515337078825e-20,1.0,8.251409640168374e-37
2.509825371457464e-12,6.759097785965235e-29,99999999.0,100000000.0,13000.0,0.0,2.509825371457464e-19,1e-08,0.99999999,2.509825371457464e-20,1.0,6.7590977859652345e-37
2.4114153303875578e-12,5.536678564331695e-29,99999999.0,100000000.0,13040.0,0.0,2.411415330387558e-19,1e-08,0.99999999,2.4114153303875577e-20,1.0,5.536678564331695e-37
2.316863938725501e-12,4.535340439722964e-29,99999999.0,100000000.0,13080.0,0.0,2.3168639387255012e-19,1e-08,0.99999999,2.316863938725501e-20,1.0,4.535340439722964e-37
2.2260198991535525e-12,3.7150997055703746e-29,99999999.0,100000000.0,13120.0,0.0,2.2260198991535526e-19,1e-08,0.99999999,2.2260198991535525e-20,1.0,3.7150997055703746e-37
2.1387378467090355e-12,3.0432039238871696e-29,99999999.0,100000000.0,13160.0,0.0,2.1387378467090352e-19,1e-08,0.99999999,2.1387378467090353e-20,1.0,3.0432039238871695e-37
2.0548781161771946e-12,2.4928241114165253e-29,99999999.0,100000000.0,13200.0,0.0,2.0548781161771947e-19,1e-08,0.99999999,2.0548781161771947e-20,1.0,2.4928241114165253e-37
1.9743065186045637e-12,2.0419834509552196e-29,99999999.0,100000000.0,13240.0,0.0,1.9743065186045635e-19,1e-08,0.99999999,1.9743065186045636e-20,1.0,2.0419834509552196e-37
1.8968941265752196e-12,1.672679751001604e-29,99999999.0,100000000.0,13280.0,0.0,1.8968941265752194e-19,1e-08,0.99999999,1.8968941265752195e-20,1.0,1.672679751001604e-37
1.8225170679063407e-12,1.3701666133004054e-29,99999999.0,100000000.0,13320.0,0.0,1.8225170679063409e-19,1e-08,0.99999999,1.8225170679063408e-20,1.0,1.3701666133004055e-37
1.751056327432944e-12,1.1223646051068284e-29,99999999.0,100000000.0,13360.0,0.0,1.751056327432944e-19,1e-08,0.99999999,1.751056327432944e-20,1.0,1.1223646051068284e-37
1.6823975565646235e-12,9.193789241165958e-30,99999999.0,100000000.0,13400.0,0.0,1.6823975565646233e-19,1e-08,0.99999999,1.6823975565646234e-20,1.0,9.193789241165959e-38
1.616430890309556e-12,7.531042962900068e-30,99999999.0,100000000.0,13440.0,0.0,1.616430890309556e-19,1e-08,0.99999999,1.616430890309556e-20,1.0,7.531042962900068e-38
1.5530507714729796e-12,6.1690133003150956e-30,99999999.0,100000000.0,13480.0,0.0,1.5530507714729796e-19,1e-08,0.99999999,1.5530507714729795e-20,1.0,6.169013300315096e-38
1.4921557817488327e-12,5.053314034582217e-30,99999999.0,100000000.0,13520.0,0.0,1.4921557817488327e-19,1e-08,0.99999999,1.4921557817488327e-20,1.0,5.053314034582216e-38
1.433648479434278e-12,4.13939498733149e-30,99999999.0,100000000.0,13560.0,0.0,1.4336484794342782e-19,1e-08,0.99999999,1.433648479434278e-20,1.0,4.13939498733149e-38
1.3774352435074264e-12,3.3907631197833664e-30,99999999.0,100000000.0,13600.0,0.0,1.3774352435074263e-19,1e-08,0.99999999,1.3774352435074264e-20,1.0,3.3907631197833667e-38
1.3234261238187581e-12,2.777525355678822e-30,99999999.0,100000000.0,13640.0,0.0,1.323426123818758e-19,1e-08,0.99999999,1.3234261238187581e-20,1.0,2.777525355678822e-38
1.271534697156527e-12,2.2751949425271704e-30,99999999.0,100000000.0,13680.0,0.0,1.271534697156527e-19,1e-08,0.99999999,1.271534697156527e-20,1.0,2.2751949425271706e-38
1.2216779289558292e-12,1.8637136888480664e-30,99999999.0,100000000.0,13720.0,0.0,1.2216779289558292e-19,1e-08,0.99999999,1.2216779289558291e-20,1.0,1.8637136888480664e-38
1.1737760404300444e-12,1.5266510350719923e-30,99999999.0,100000000.0,13760.0,0.0,1.1737760404300445e-19,1e-08,0.99999999,1.1737760404300445e-20,1.0,1.5266510350719924e-38
1.127752380912046e-12,1.2505479767801319e-30,99999999.0,100000000.0,13800.0,0.0,1.127752380912046e-19,1e-08,0.99999999,1.1277523809120459e-20,1.0,1.2505479767801319e-38
1.0835333052008973e-12,1.024379642958244e-30,99999999.0,100000000.0,13840.0,0.0,1.0835333052008973e-19,1e-08,0.99999999,1.0835333052008972e-20,1.0,1.0243796429582441e-38
1.0410480557177783e-12,8.391150698664911e-31,99999999.0,100000000.0,13880.0,0.0,1.0410480557177785e-19,1e-08,0.99999999,1.0410480557177784e-20,1.0,8.391150698664911e-39
1.000228649282565e-12,6.873565921748284e-31,99999999.0,100000000.0,13920.0,0.0,1.0002286492825648e-19,1e-08,0.99999999,1.0002286492825648e-20,1.0,6.873565921748284e-39
9.610097683298892e-13,5.630444521528674e-31,99999999.0,100000000.0,13960.0,0.0,9.610097683298892e-20,1e-08,0.99999999,9.610097683298892e-21,1.0,5.630444521528674e-39
9.233286563906123e-13,4.612148318779624e-31,99999999.0,100000000.0,14000.0,0.0,9.233286563906123e-20,1e-08,0.99999999,9.233286563906123e-21,1.0,4.6121483187796234e-39
8.871250176714546e-13,3.7780164662107985e-31,99999999.0,100000000.0,14040.0,0.0,8.871250176714545e-20,1e-08,0.99999999,8.871250176714545e-21,1.0,3.7780164662107987e-39
8.523409205721042e-13,3.094741849658616e-31,99999999.0,100000000.0,14080.0,0.0,8.523409205721041e-20,1e-08,0.99999999,8.523409205721042e-21,1.0,3.094741849658616e-39
8.189207049854102e-13,2.535041125862062e-31,99999999.0,100000000.0,14120.0,0.0,8.189207049854102e-20,1e-08,0.99999999,8.189207049854102e-21,1.0,2.535041125862062e-39
7.86810893232327e-13,2.07656529106649e-31,99999999.0,100000000.0,14160.0,0.0,7.86810893232327e-20,1e-08,0.99999999,7.86810893232327e-21,1.0,2.07656529106649e-39
7.559601044890928e-13,1.7010072791602868e-31,99999999.0,100000000.0,14200.0,0.0,7.559601044890927e-20,1e-08,0.99999999,7.559601044890928e-21,1.0,1.7010072791602867e-39
7.263189725697108e-13,1.393370955492695e-31,99999999.0,100000000.0,14240.0,0.0,7.263189725697108e-20,1e-08,0.99999999,7.263189725697108e-21,1.0,1.3933709554926949e-39
6.978400669321721e-13,1.1413723170949928e-31,99999999.0,100000000.0,14280.0,0.0,6.97840066932172e-20,1e-08,0.99999999,6.97840066932172e-21,1.0,1.1413723170949928e-39
6.704778167820182e-13,9.349489890652615e-32,99999999.0,100000000.0,14320.0,0.0,6.704778167820183e-20,1e-08,0.99999999,6.704778167820182e-21,1.0,9.349489890652615e-40
6.441884381517972e-13,7.658584311725543e-32,99999999.0,100000000.0,14360.0,0.0,6.441884381517972e-20,1e-08,0.99999999,6.4418843815179725e-21,1.0,7.658584311725543e-40
6.18929863839727e-13,6.273488109597223e-32,99999999.0,100000000.0,14400.0,0.0,6.18929863839727e-20,1e-08,0.99999999,6.18929863839727e-21,1.0,6.273488109597223e-40
5.94661676095458e-13,5.13889401217421e-32,99999999.0,100000000.0,14440.0,0.0,5.94661676095458e-20,1e-08,0.99999999,5.94661676095458e-21,1.0,5.13889401217421e-40
5.713450419452221e-13,4.209497365263268e-32,99999999.0,100000000.0,14480.0,0.0,5.713450419452221e-20,1e-08,0.99999999,5.713450419452221e-21,1.0,4.209497365263268e-40
5.489426510528764e-13,3.448187105275852e-32,99999999.0,100000000.0,14520.0,0.0,5.489426510528764e-20,1e-08,0.99999999,5.489426510528764e-21,1.0,3.4481871052758517e-40
5.274186560174104e-13,2.8245639042577327e-32,99999999.0,100000000.0,14560.0,0.0,5.274186560174104e-20,1e-08,0.99999999,5.274186560174104e-21,1.0,2.8245639042577326e-40
5.06738615011383e-13,2.313726316367464e-32,99999999.0,100000000.0,14600.0,0.0,5.06738615011383e-20,1e-08,0.99999999,5.06738615011383e-21,1.0,2.313726316367464e-40
4.868694366685011e-13,1.8952764562988908e-32,99999999.0,100000000.0,14640.0,0.0,4.8686943666850114e-20,1e-08,0.99999999,4.8686943666850114e-21,1.0,1.8952764562988908e-40
4.677793271321527e-13,1.5525055061137973e-32,99999999.0,100000000.0,14680.0,0.0,4.677793271321527e-20,1e-08,0.99999999,4.6777932713215266e-21,1.0,1.5525055061137971e-40
4.494377391801605e-13,1.271726527548628e-32,99999999.0,100000000.0,14720.0,0.0,4.494377391801605e-20,1e-08,0.99999999,4.494377391801605e-21,1.0,1.271726527548628e-40
4.318153233443522e-13,1.0417279388072882e-32,99999999.0,100000000.0,14760.0,0.0,4.3181532334435224e-20,1e-08,0.99999999,4.318153233443522e-21,1.0,1.0417279388072883e-40
4.1488388094672614e-13,8.533258330181254e-33,99999999.0,100000000.0,14800.0,0.0,4.148838809467261e-20,1e-08,0.99999999,4.148838809467261e-21,1.0,8.533258330181255e-41
3.9861631897706604e-13,6.989972623080263e-33,99999999.0,100000000.0,14840.0,0.0,3.9861631897706606e-20,1e-08,0.99999999,3.98616318977066e-21,1.0,6.989972623080263e-41
3.829866067398006e-13,5.725798444258952e-33,99999999.0,100000000.0,14880.0,0.0,3.829866067398006e-20,1e-08,0.99999999,3.829866067398006e-21,1.0,5.725798444258952e-41
3.679697342007357e-13,4.690256971254203e-33,99999999.0,100000000.0,14920.0,0.0,3.6796973420073566e-20,1e-08,0.99999999,3.679697342007357e-21,1.0,4.690256971254203e-41
3.535416719670079e-13,3.8419987483939044e-33,99999999.0,100000000.0,14960.0,0.0,3.535416719670079e-20,1e-08,0.99999999,3.535416719670079e-21,1.0,3.8419987483939043e-41
3.396793328362209e-13,3.147152591665603e-33,99999999.0,100000000.0,15000.0,0.0,3.396793328362209e-20,1e-08,0.99999999,3.396793328362209e-21,1.0,3.1471525916656027e-41
3.2636053485323645e-13,2.577973103028207e-33,99999999.0,100000000.0,15040.0,0.0,3.263605348532364e-20,1e-08,0.99999999,3.2636053485323644e-21,1.0,2.577973103028207e-41
3.1356396581550564e-13,2.111732789041403e-33,99999999.0,100000000.0,15080.0,0.0,3.135639658155057e-20,1e-08,0.99999999,3.1356396581550565e-21,1.0,2.111732789041403e-41
3.0126914917014383e-13,1.7298145458051313e-33,99999999.0,100000000.0,15120.0,0.0,3.012691491701438e-20,1e-08,0.99999999,3.012691491701438e-21,1.0,1.7298145458051312e-41
2.8945641124817716e-13,1.4169682728832914e-33,99999999.0,100000000.0,15160.0,0.0,2.8945641124817714e-20,1e-08,0.99999999,2.8945641124817716e-21,1.0,1.4169682728832914e-41
2.781068497835326e-13,1.1607019326013008e-33,99999999.0,100000000.0,15200.0,0.0,2.781068497835326e-20,1e-08,0.99999999,2.781068497835326e-21,1.0,1.1607019326013008e-41
2.672023036663951e-13,9.507827395478736e-34,99999999.0,100000000.0,15240.0,0.0,2.6720230366639507e-20,1e-08,0.99999999,2.6720230366639507e-21,1.0,9.507827395478736e-42
2.5672532388253315e-13,7.788285626407051e-34,99999999.0,100000000.0,15280.0,0.0,2.5672532388253317e-20,1e-08,0.99999999,2.5672532388253316e-21,1.0,7.788285626407051e-42
2.4665914559209133e-13,6.379732243282321e-34,99999999.0,100000000.0,15320.0,0.0,2.466591455920913e-20,1e-08,0.99999999,2.466591455920913e-21,1.0,6.37973224328232e-42
2.3698766130317037e-13,5.225923322325885e-34,99999999.0,100000000.0,15360.0,0.0,2.369876613031704e-20,1e-08,0.99999999,2.369876613031704e-21,1.0,5.225923322325885e-42
2.276953950972698e-13,4.2807869561589465e-34,99999999.0,100000000.0,15400.0,0.0,2.276953950972698e-20,1e-08,0.99999999,2.276953950972698e-21,1.0,4.280786956158946e-42
2.187674778653475e-13,3.5065835898764516e-34,99999999.0,100000000.0,15440.0,0.0,2.187674778653475e-20,1e-08,0.99999999,2.187674778653475e-21,1.0,3.506583589876452e-42
2.1018962351487258e-13,2.872399070245688e-34,99999999.0,100000000.0,15480.0,0.0,2.1018962351487256e-20,1e-08,0.99999999,2.1018962351487258e-21,1.0,2.872399070245688e-42
2.0194810610979706e-13,2.352910235069854e-34,99999999.0,100000000.0,15520.0,0.0,2.0194810610979704e-20,1e-08,0.99999999,2.0194810610979705e-21,1.0,2.3529102350698538e-42
1.9402973790686735e-13,1.9273737523605808e-34,99999999.0,100000000.0,15560.0,0.0,1.9402973790686735e-20,1e-08,0.99999999,1.9402973790686735e-21,1.0,1.9273737523605807e-42
1.864218482531303e-13,1.5787978333896022e-34,99999999.0,100000000.0,15600.0,0.0,1.8642184825313028e-20,1e-08,0.99999999,1.864218482531303e-21,1.0,1.5787978333896023e-42
1.7911226331086598e-13,1.2932637458940432e-34,99999999.0,100000000.0,15640.0,0.0,1.7911226331086596e-20,1e-08,0.99999999,1.7911226331086597e-21,1.0,1.2932637458940432e-42
1.720892865775044e-13,1.0593700352711084e-34,99999999.0,100000000.0,15680.0,0.0,1.720892865775044e-20,1e-08,0.99999999,1.720892865775044e-21,1.0,1.0593700352711084e-42
1.6534168016935468e-13,8.677772613617023e-35,99999999.0,100000000.0,15720.0,0.0,1.653416801693547e-20,1e-08,0.99999999,1.6534168016935469e-21,1.0,8.677772613617023e-43
1.5885864683919722e-13,7.108350720376027e-35,99999999.0,100000000.0,15760.0,0.0,1.5885864683919722e-20,1e-08,0.99999999,1.5885864683919722e-21,1.0,7.1083507203760276e-43
1.5262981269896503e-13,5.822767225380121e-35,99999999.0,100000000.0,15800.0,0.0,1.5262981269896504e-20,1e-08,0.99999999,1.5262981269896504e-21,1.0,5.822767225380121e-43
1.46645210619867e-13,4.7696884262862284e-35,99999999.0,100000000.0,15840.0,0.0,1.4664521061986704e-20,1e-08,0.99999999,1.4664521061986702e-21,1.0,4.769688426286228e-43
1.4089526428339108e-13,3.907064597170744e-35,99999999.0,100000000.0,15880.0,0.0,1.4089526428339108e-20,1e-08,0.99999999,1.4089526428339109e-21,1.0,3.907064597170744e-43
1.3537077285766606e-13,3.2004509314145564e-35,99999999.0,100000000.0,15920.0,0.0,1.3537077285766607e-20,1e-08,0.99999999,1.3537077285766606e-21,1.0,3.2004509314145563e-43
1.3006289627466227e-13,2.6216321511063754e-35,99999999.0,100000000.0,15960.0,0.0,1.3006289627466226e-20,1e-08,0.99999999,1.3006289627466227e-21,1.0,2.6216321511063753e-43
1.2496314108467157e-13,2.1474958632397742e-35,99999999.0,100000000.0,16000.0,0.0,1.2496314108467158e-20,1e-08,0.99999999,1.2496314108467157e-21,1.0,2.1474958632397742e-43
1.2006334686543243e-13,1.7591096755071867e-35,99999999.0,100000000.0,16040.0,0.0,1.2006334686543242e-20,1e-08,0.99999999,1.2006334686543242e-21,1.0,1.7591096755071867e-43
1.153556731641516e-13,1.4409652206708316e-35,99999999.0,100000000.0,16080.0,0.0,1.1535567316415159e-20,1e-08,0.99999999,1.153556731641516e-21,1.0,1.4409652206708317e-43
1.1083258695152849e-13,1.1803589031958888e-35,99999999.0,100000000.0,16120.0,0.0,1.1083258695152848e-20,1e-08,0.99999999,1.1083258695152848e-21,1.0,1.1803589031958888e-43
1.0648685056770582e-13,9.668846411887614e-36,99999999.0,100000000.0,16160.0,0.0,1.064868505677058e-20,1e-08,0.99999999,1.0648685056770581e-21,1.0,9.668846411887614e-44
1.0231151014085868e-13,7.920183486865878e-36,99999999.0,100000000.0,16200.0,0.0,1.0231151014085868e-20,1e-08,0.99999999,1.0231151014085868e-21,1.0,7.920183486865878e-44
9.829988445988979e-14,6.487775665615988e-36,99999999.0,100000000.0,16240.0,0.0,9.829988445988979e-21,1e-08,0.99999999,9.829988445988979e-22,1.0,6.487775665615989e-44
9.444555428342524e-14,5.3144265100877166e-36,99999999.0,100000000.0,16280.0,0.0,9.444555428342523e-21,1e-08,0.99999999,9.444555428342523e-22,1.0,5.314426510087717e-44
9.074235206800387e-14,4.353283865964489e-36,99999999.0,100000000.0,16320.0,0.0,9.074235206800387e-21,1e-08,0.99999999,9.074235206800387e-22,1.0,4.3532838659644893e-44
8.718435209902336e-14,3.5659690432625694e-36,99999999.0,100000000.0,16360.0,0.0,8.718435209902336e-21,1e-08,0.99999999,8.718435209902336e-22,1.0,3.5659690432625694e-44
8.376586100865091e-14,2.921044344690269e-36,99999999.0,100000000.0,16400.0,0.0,8.376586100865091e-21,1e-08,0.99999999,8.3765861008650915e-22,1.0,2.921044344690269e-44
8.048140866552616e-14,2.3927577497533364e-36,99999999.0,100000000.0,16440.0,0.0,8.048140866552616e-21,1e-08,0.99999999,8.048140866552616e-22,1.0,2.3927577497533364e-44
7.732573942167789e-14,1.9600146294977685e-36,99999999.0,100000000.0,16480.0,0.0,7.732573942167789e-21,1e-08,0.99999999,7.732573942167789e-22,1.0,1.9600146294977685e-44
7.429380370264844e-14,1.6055354321770775e-36,99999999.0,100000000.0,16520.0,0.0,7.429380370264843e-21,1e-08,0.99999999,7.429380370264843e-22,1.0,1.6055354321770775e-44
7.138074992736862e-14,1.3151657060011603e-36,99999999.0,100000000.0,16560.0,0.0,7.138074992736861e-21,1e-08,0.99999999,7.138074992736861e-22,1.0,1.3151657060011603e-44
6.858191674485364e-14,1.0773109079854696e-36,99999999.0,100000000.0,16600.0,0.0,6.858191674485365e-21,1e-08,0.99999999,6.858191674485365e-22,1.0,1.0773109079854696e-44
6.58928255752976e-14,8.824734306624729e-37,99999999.0,100000000.0,16640.0,0.0,6.589282557529761e-21,1e-08,0.99999999,6.589282557529761e-22,1.0,8.824734306624729e-45
6.330917344363091e-14,7.228733600047219e-37,99999999.0,100000000.0,16680.0,0.0,6.330917344363091e-21,1e-08,0.99999999,6.330917344363091e-22,1.0,7.228733600047219e-45
6.082682609407343e-14,5.921378213191539e-37,99999999.0,100000000.0,16720.0,0.0,6.082682609407343e-21,1e-08,0.99999999,6.082682609407343e-22,1.0,5.921378213191539e-45
5.844181137466538e-14,4.850465086087886e-37,99999999.0,100000000.0,16760.0,0.0,5.844181137466538e-21,1e-08,0.99999999,5.844181137466538e-22,1.0,4.8504650860878864e-45
5.61503128811902e-14,3.9732323631928316e-37,99999999.0,100000000.0,16800.0,0.0,5.6150312881190204e-21,1e-08,0.99999999,5.61503128811902e-22,1.0,3.9732323631928316e-45
5.3948663850318705e-14,3.2546519007428755e-37,99999999.0,100000000.0,16840.0,0.0,5.394866385031871e-21,1e-08,0.99999999,5.3948663850318705e-22,1.0,3.254651900742876e-45
5.183334129220246e-14,2.66603058334525e-37,99999999.0,100000000.0,16880.0,0.0,5.183334129220246e-21,1e-08,0.99999999,5.183334129220246e-22,1.0,2.66603058334525e-45
4.9800960353127795e-14,2.1838645999929747e-37,99999999.0,100000000.0,16920.0,0.0,4.980096035312779e-21,1e-08,0.99999999,4.980096035312779e-22,1.0,2.1838645999929748e-45
4.784826889920958e-14,1.7889009304304962e-37,99999999.0,100000000.0,16960.0,0.0,4.7848268899209585e-21,1e-08,0.99999999,4.784826889920958e-22,1.0,1.788900930430496e-45
4.5972142312457945e-14,1.4653685667625132e-37,99999999.0,100000000.0,17000.0,0.0,4.597214231245794e-21,1e-08,0.99999999,4.597214231245794e-22,1.0,1.465368566762513e-45
4.416957849089078e-14,1.2003487727735018e-37,99999999.0,100000000.0,17040.0,0.0,4.416957849089079e-21,1e-08,0.99999999,4.4169578490890785e-22,1.0,1.2003487727735019e-45
4.243769304469144e-14,9.832592352394598e-38,99999999.0,100000000.0,17080.0,0.0,4.243769304469145e-21,1e-08,0.99999999,4.243769304469145e-22,1.0,9.832592352394598e-46
4.0773714680724635e-14,8.054315092519498e-38,99999999.0,100000000.0,17120.0,0.0,4.077371468072464e-21,1e-08,0.99999999,4.0773714680724634e-22,1.0,8.054315092519498e-46
3.917498076802509e-14,6.597648848300789e-38,99999999.0,100000000.0,17160.0,0.0,3.9174980768025094e-21,1e-08,0.99999999,3.9174980768025093e-22,1.0,6.597648848300789e-46
3.763893307716308e-14,5.404428536190814e-38,99999999.0,100000000.0,17200.0,0.0,3.763893307716308e-21,1e-08,0.99999999,3.763893307716308e-22,1.0,5.404428536190814e-46
3.616311368666894e-14,4.4270085411284057e-38,99999999.0,100000000.0,17240.0,0.0,3.6163113686668936e-21,1e-08,0.99999999,3.616311368666894e-22,1.0,4.427008541128406e-46
3.47451610499665e-14,3.6263602140324234e-38,99999999.0,100000000.0,17280.0,0.0,3.47451610499665e-21,1e-08,0.99999999,3.4745161049966495e-22,1.0,3.626360214032424e-46
3.33828062165216e-14,2.970513447115542e-38,99999999.0,100000000.0,17320.0,0.0,3.3382806216521595e-21,1e-08,0.99999999,3.3382806216521596e-22,1.0,2.970513447115542e-46
3.207386920115909e-14,2.4332800986921937e-38,99999999.0,100000000.0,17360.0,0.0,3.207386920115909e-21,1e-08,0.99999999,3.207386920115909e-22,1.0,2.4332800986921935e-46
