A_4_task1,G_5_task1,N0_7_task1,N_6_task1,_1_task1,a0_9_task1,a_11_task1,g0_10_task1,n0_8_task1,normalized_cancer_cell_a_3_task1,normalized_normal_cell_n_1_task1,normalized_pre_cancer_cell_g_2_task1
3.343728764819922e-07,0.0024787287145628554,99999999.0,99999999.99999113,1200.0,0.0,3.3437287648199215e-14,1e-08,0.99999999,3.343728764819922e-15,0.9999999999999114,2.4787287145628556e-11
3.212639113391659e-07,0.0020294118249029867,99999999.0,99999999.99999368,1240.0,0.0,3.212639113391659e-14,1e-08,0.99999999,3.212639113391659e-15,0.9999999999999368,2.0294118249029865e-11
3.086683013845613e-07,0.0016615482453728474,99999999.0,99999999.99999541,1280.0,0.0,3.086683013845613e-14,1e-08,0.99999999,3.086683013845613e-15,0.999999999999954,1.6615482453728473e-11
2.965661354443891e-07,0.0013603573790416273,99999999.0,99999999.99999659,1320.0,0.0,2.965661354443891e-14,1e-08,0.99999999,2.965661354443891e-15,0.9999999999999658,1.3603573790416273e-11
2.849382082968365e-07,0.001113762632061207,99999999.0,99999999.99999736,1360.0,0.0,2.849382082968365e-14,1e-08,0.99999999,2.849382082968365e-15,0.9999999999999737,1.113762632061207e-11
2.7376602166549797e-07,0.0009118744462492137,99999999.0,99999999.99999791,1400.0,0.0,2.7376602166549797e-14,1e-08,0.99999999,2.7376602166549797e-15,0.9999999999999791,9.118744462492137e-12
2.6303177075954303e-07,0.0007465809691695647,99999999.0,99999999.99999829,1440.0,0.0,2.6303177075954303e-14,1e-08,0.99999999,2.6303177075954302e-15,0.9999999999999829,7.465809691695647e-12
2.52718327271885e-07,0.0006112485522837463,99999999.0,99999999.99999857,1480.0,0.0,2.5271832727188502e-14,1e-08,0.99999999,2.52718327271885e-15,0.9999999999999857,6.112485522837463e-12
2.428092207410884e-07,0.0005004487307127901,99999999.0,99999999.99999876,1520.0,0.0,2.4280922074108843e-14,1e-08,0.99999999,2.4280922074108843e-15,0.9999999999999876,5.004487307127901e-12
2.3328861483579647e-07,0.0004097279867028992,99999999.0,99999999.99999888,1560.0,0.0,2.3328861483579646e-14,1e-08,0.99999999,2.3328861483579646e-15,0.9999999999999889,4.097279867028992e-12
2.2414129206163935e-07,0.0003354594084322662,99999999.0,99999999.999999,1600.0,0.0,2.2414129206163936e-14,1e-08,0.99999999,2.2414129206163936e-15,0.99999999999999,3.3545940843226624e-12
2.1535262255078584e-07,0.0002746464395265649,99999999.0,99999999.99999902,1640.0,0.0,2.1535262255078584e-14,1e-08,0.99999999,2.1535262255078584e-15,0.9999999999999902,2.7464643952656492e-12
2.0690855897717564e-07,0.0002248722964931511,99999999.0,99999999.99999915,1680.0,0.0,2.0690855897717565e-14,1e-08,0.99999999,2.0690855897717564e-15,0.9999999999999916,2.248722964931511e-12
1.987955987953102e-07,0.00018412874285843949,99999999.0,99999999.99999924,1720.0,0.0,1.987955987953102e-14,1e-08,0.99999999,1.987955987953102e-15,0.9999999999999923,1.8412874285843948e-12
1.9100072673466353e-07,0.0001507536678753506,99999999.0,99999999.99999927,1760.0,0.0,1.9100072673466353e-14,1e-08,0.99999999,1.9100072673466353e-15,0.9999999999999927,1.5075366787535059e-12
1.8351152447962513e-07,0.00012344281336970013,99999999.0,99999999.99999928,1800.0,0.0,1.8351152447962512e-14,1e-08,0.99999999,1.8351152447962512e-15,0.9999999999999929,1.2344281336970013e-12
1.7631596373233288e-07,0.00010107637315287689,99999999.0,99999999.99999933,1840.0,0.0,1.7631596373233286e-14,1e-08,0.99999999,1.7631596373233288e-15,0.9999999999999932,1.010763731528769e-12
1.694025125990816e-07,8.275121538189092e-05,99999999.0,99999999.99999934,1880.0,0.0,1.694025125990816e-14,1e-08,0.99999999,1.6940251259908161e-15,0.9999999999999934,8.275121538189092e-13
1.627601549045181e-07,6.775469702490884e-05,99999999.0,99999999.99999937,1920.0,0.0,1.627601549045181e-14,1e-08,0.99999999,1.6276015490451809e-15,0.9999999999999937,6.775469702490883e-13
1.5637824840701328e-07,5.54745933254668e-05,99999999.0,99999999.9999994,1960.0,0.0,1.563782484070133e-14,1e-08,0.99999999,1.5637824840701329e-15,0.999999999999994,5.54745933254668e-13
1.502465874239546e-07,4.542203479185638e-05,99999999.0,99999999.99999942,2000.0,0.0,1.5024658742395457e-14,1e-08,0.99999999,1.5024658742395459e-15,0.9999999999999942,4.542203479185638e-13
1.4435533549937298e-07,3.718831917040034e-05,99999999.0,99999999.99999945,2040.0,0.0,1.4435533549937296e-14,1e-08,0.99999999,1.4435533549937297e-15,0.9999999999999944,3.718831917040034e-13
1.386950817419679e-07,3.044696939880352e-05,99999999.0,99999999.99999945,2080.0,0.0,1.3869508174196791e-14,1e-08,0.99999999,1.386950817419679e-15,0.9999999999999946,3.044696939880352e-13
1.3325677039875262e-07,2.4927983070539863e-05,99999999.0,99999999.9999995,2120.0,0.0,1.3325677039875261e-14,1e-08,0.99999999,1.3325677039875261e-15,0.9999999999999949,2.4927983070539863e-13
1.280316963222241e-07,2.0408540710772037e-05,99999999.0,99999999.99999952,2160.0,0.0,1.280316963222241e-14,1e-08,0.99999999,1.280316963222241e-15,0.9999999999999952,2.0408540710772037e-13
1.230115134053318e-07,1.671084782825111e-05,99999999.0,99999999.99999951,2200.0,0.0,1.2301151340533181e-14,1e-08,0.99999999,1.230115134053318e-15,0.9999999999999951,1.6710847828251112e-13
1.1818819566897097e-07,1.3685223447082398e-05,99999999.0,99999999.9999995,2240.0,0.0,1.1818819566897098e-14,1e-08,0.99999999,1.1818819566897097e-15,0.999999999999995,1.3685223447082398e-13
1.1355397299899265e-07,1.1204491613592054e-05,99999999.0,99999999.99999954,2280.0,0.0,1.1355397299899264e-14,1e-08,0.99999999,1.1355397299899264e-15,0.9999999999999953,1.1204491613592054e-13
1.0910149383558693e-07,9.17508094880326e-06,99999999.0,99999999.99999957,2320.0,0.0,1.0910149383558693e-14,1e-08,0.99999999,1.0910149383558694e-15,0.9999999999999957,9.17508094880326e-14
1.0482362681356468e-07,7.515011667942038e-06,99999999.0,99999999.9999996,2360.0,0.0,1.0482362681356469e-14,1e-08,0.99999999,1.0482362681356469e-15,0.999999999999996,7.515011667942038e-14
1.0071350393352407e-07,6.15602169760826e-06,99999999.0,99999999.99999961,2400.0,0.0,1.0071350393352406e-14,1e-08,0.99999999,1.0071350393352407e-15,0.9999999999999961,6.156021697608259e-14
9.676453889984512e-08,5.042905528114359e-06,99999999.0,99999999.99999963,2440.0,0.0,9.676453889984512e-15,1e-08,0.99999999,9.676453889984512e-16,0.9999999999999962,5.042905528114359e-14
9.29704108968266e-08,4.1309940625746405e-06,99999999.0,99999999.99999963,2480.0,0.0,9.29704108968266e-15,1e-08,0.99999999,9.29704108968266e-16,0.9999999999999963,4.13099406257464e-14
8.932504928398793e-08,3.3839169482369083e-06,99999999.0,99999999.99999964,2520.0,0.0,8.932504928398794e-15,1e-08,0.99999999,8.932504928398793e-16,0.9999999999999964,3.3839169482369084e-14
8.58226216075646e-08,2.771915537810857e-06,99999999.0,99999999.99999967,2560.0,0.0,8.58226216075646e-15,1e-08,0.99999999,8.58226216075646e-16,0.9999999999999967,2.771915537810857e-14
8.245752377178513e-08,2.2705914157042344e-06,99999999.0,99999999.99999967,2600.0,0.0,8.245752377178513e-15,1e-08,0.99999999,8.245752377178513e-16,0.9999999999999968,2.2705914157042345e-14
7.922437117503166e-08,1.8599376671177896e-06,99999999.0,99999999.99999969,2640.0,0.0,7.922437117503166e-15,1e-08,0.99999999,7.922437117503166e-16,0.9999999999999969,1.8599376671177897e-14
7.611799025186689e-08,1.523556257573155e-06,99999999.0,99999999.9999997,2680.0,0.0,7.611799025186689e-15,1e-08,0.99999999,7.611799025186689e-16,0.999999999999997,1.523556257573155e-14
7.313341027672395e-08,1.248012824889893e-06,99999999.0,99999999.99999972,2720.0,0.0,7.313341027672395e-15,1e-08,0.99999999,7.313341027672395e-16,0.9999999999999971,1.2480128248898928e-14
7.02658554333361e-08,1.0223032675482686e-06,99999999.0,99999999.99999972,2760.0,0.0,7.026585543333611e-15,1e-08,0.99999999,7.026585543333611e-16,0.9999999999999972,1.0223032675482685e-14
6.751073717243285e-08,8.37414418606667e-07,99999999.0,99999999.99999973,2800.0,0.0,6.751073717243285e-15,1e-08,0.99999999,6.751073717243285e-16,0.9999999999999973,8.37414418606667e-15
6.486364686485409e-08,6.859635882591372e-07,99999999.0,99999999.99999975,2840.0,0.0,6.4863646864854084e-15,1e-08,0.99999999,6.486364686485408e-16,0.9999999999999974,6.859635882591371e-15
6.232034874422163e-08,5.619033898605098e-07,99999999.0,99999999.99999976,2880.0,0.0,6.232034874422164e-15,1e-08,0.99999999,6.232034874422163e-16,0.9999999999999976,5.619033898605098e-15
5.987677312806339e-08,4.6028012789901676e-07,99999999.0,99999999.99999976,2920.0,0.0,5.987677312806338e-15,1e-08,0.99999999,5.987677312806338e-16,0.9999999999999977,4.602801278990168e-15
5.752900990557237e-08,3.770359811437852e-07,99999999.0,99999999.99999978,2960.0,0.0,5.752900990557238e-15,1e-08,0.99999999,5.752900990557237e-16,0.9999999999999978,3.770359811437852e-15
5.527330228092371e-08,3.08846990919393e-07,99999999.0,99999999.99999979,3000.0,0.0,5.527330228092371e-15,1e-08,0.99999999,5.527330228092371e-16,0.9999999999999979,3.08846990919393e-15
5.3106040761896844e-08,2.5299034934851953e-07,99999999.0,99999999.9999998,3040.0,0.0,5.310604076189684e-15,1e-08,0.99999999,5.310604076189684e-16,0.999999999999998,2.5299034934851955e-15
5.102375738415194e-08,2.0723568297422185e-07,99999999.0,99999999.9999998,3080.0,0.0,5.102375738415194e-15,1e-08,0.99999999,5.102375738415194e-16,0.9999999999999981,2.0723568297422186e-15
4.902312016188416e-08,1.6975599436377358e-07,99999999.0,99999999.99999982,3120.0,0.0,4.902312016188417e-15,1e-08,0.99999999,4.902312016188416e-16,0.9999999999999982,1.6975599436377358e-15
4.7100927756262083e-08,1.3905470905548545e-07,99999999.0,99999999.99999982,3160.0,0.0,4.710092775626208e-15,1e-08,0.99999999,4.710092775626208e-16,0.9999999999999982,1.3905470905548546e-15
4.525410435267735e-08,1.1390591636665497e-07,99999999.0,99999999.99999982,3200.0,0.0,4.525410435267736e-15,1e-08,0.99999999,4.525410435267735e-16,0.9999999999999982,1.1390591636665497e-15
4.347969473893427e-08,9.330541818261868e-08,99999999.0,99999999.99999984,3240.0,0.0,4.347969473893427e-15,1e-08,0.99999999,4.3479694738934273e-16,0.9999999999999983,9.330541818261868e-16
4.1774859576446386e-08,7.643063099165572e-08,99999999.0,99999999.99999985,3280.0,0.0,4.177485957644639e-15,1e-08,0.99999999,4.177485957644639e-16,0.9999999999999984,7.643063099165572e-16
4.01368708568496e-08,6.260773991307672e-08,99999999.0,99999999.99999985,3320.0,0.0,4.01368708568496e-15,1e-08,0.99999999,4.0136870856849596e-16,0.9999999999999986,6.260773991307673e-16
3.8563107536757013e-08,5.1284793104566504e-08,99999999.0,99999999.99999985,3360.0,0.0,3.856310753675702e-15,1e-08,0.99999999,3.8563107536757015e-16,0.9999999999999986,5.12847931045665e-16
3.7051051343672235e-08,4.200966218424706e-08,99999999.0,99999999.99999987,3400.0,0.0,3.705105134367223e-15,1e-08,0.99999999,3.705105134367223e-16,0.9999999999999987,4.200966218424706e-16
3.5598282746351246e-08,3.4411988623073744e-08,99999999.0,99999999.99999987,3440.0,0.0,3.559828274635125e-15,1e-08,0.99999999,3.559828274635124e-16,0.9999999999999987,3.4411988623073743e-16
3.4202477083166136e-08,2.8188395226740593e-08,99999999.0,99999999.99999987,3480.0,0.0,3.4202477083166134e-15,1e-08,0.99999999,3.4202477083166136e-16,0.9999999999999987,2.8188395226740593e-16
3.2861400842275276e-08,2.3090372200177063e-08,99999999.0,99999999.99999988,3520.0,0.0,3.2861400842275275e-15,1e-08,0.99999999,3.2861400842275274e-16,0.9999999999999988,2.309037220017706e-16
3.157290808764789e-08,1.8914354082677748e-08,99999999.0,99999999.99999988,3560.0,0.0,3.1572908087647885e-15,1e-08,0.99999999,3.1572908087647887e-16,0.9999999999999988,1.8914354082677749e-16
3.0334937025223896e-08,1.5493591322957928e-08,99999999.0,99999999.9999999,3600.0,0.0,3.0334937025223895e-15,1e-08,0.99999999,3.0334937025223897e-16,0.9999999999999989,1.549359132295793e-16
2.9145506703714357e-08,1.269149192372925e-08,99999999.0,99999999.9999999,3640.0,0.0,2.914550670371436e-15,1e-08,0.99999999,2.9145506703714356e-16,0.9999999999999989,1.269149192372925e-16
2.8002713844763234e-08,1.0396167285726267e-08,99999999.0,99999999.9999999,3680.0,0.0,2.800271384476323e-15,1e-08,0.99999999,2.8002713844763234e-16,0.9999999999999989,1.0396167285726267e-16
2.6904729797398257e-08,8.515964465198793e-09,99999999.0,99999999.9999999,3720.0,0.0,2.6904729797398258e-15,1e-08,0.99999999,2.690472979739826e-16,0.9999999999999989,8.515964465198794e-17
2.5849797611897502e-08,6.975806446680358e-09,99999999.0,99999999.9999999,3760.0,0.0,2.5849797611897502e-15,1e-08,0.99999999,2.58497976118975e-16,0.999999999999999,6.975806446680358e-17
2.483622922838939e-08,5.714194297123761e-09,99999999.0,99999999.9999999,3800.0,0.0,2.483622922838939e-15,1e-08,0.99999999,2.483622922838939e-16,0.999999999999999,5.714194297123761e-17
2.386240277568751e-08,4.680751496598521e-09,99999999.0,99999999.99999991,3840.0,0.0,2.386240277568751e-15,1e-08,0.99999999,2.386240277568751e-16,0.9999999999999991,4.680751496598521e-17
2.2926759976037835e-08,3.8342123900016625e-09,99999999.0,99999999.99999991,3880.0,0.0,2.2926759976037833e-15,1e-08,0.99999999,2.2926759976037834e-16,0.9999999999999991,3.834212390001662e-17
2.202780365162561e-08,3.140774438105794e-09,99999999.0,99999999.99999991,3920.0,0.0,2.202780365162561e-15,1e-08,0.99999999,2.202780365162561e-16,0.9999999999999991,3.140774438105794e-17
2.1164095328851883e-08,2.5727484728759377e-09,99999999.0,99999999.99999993,3960.0,0.0,2.1164095328851883e-15,1e-08,0.99999999,2.1164095328851884e-16,0.9999999999999992,2.5727484728759377e-17
2.0334252936546155e-08,2.1074530613785294e-09,99999999.0,99999999.99999993,4000.0,0.0,2.0334252936546155e-15,1e-08,0.99999999,2.0334252936546154e-16,0.9999999999999992,2.1074530613785292e-17
1.9536948594431915e-08,1.726308829929644e-09,99999999.0,99999999.99999993,4040.0,0.0,1.9536948594431915e-15,1e-08,0.99999999,1.9536948594431916e-16,0.9999999999999992,1.726308829929644e-17
1.877090648830628e-08,1.4140965845966151e-09,99999999.0,99999999.99999993,4080.0,0.0,1.8770906488306283e-15,1e-08,0.99999999,1.8770906488306283e-16,0.9999999999999992,1.414096584596615e-17
1.8034900828533626e-08,1.158349604600766e-09,99999999.0,99999999.99999993,4120.0,0.0,1.8034900828533628e-15,1e-08,0.99999999,1.8034900828533627e-16,0.9999999999999992,1.1583496046007661e-17
1.732775388858651e-08,9.48855842729796e-10,99999999.0,99999999.99999993,4160.0,0.0,1.732775388858651e-15,1e-08,0.99999999,1.732775388858651e-16,0.9999999999999992,9.48855842729796e-18
1.6648334120495276e-08,7.77250155485468e-10,99999999.0,99999999.99999994,4200.0,0.0,1.6648334120495277e-15,1e-08,0.99999999,1.6648334120495277e-16,0.9999999999999993,7.77250155485468e-18
1.59955543441907e-08,6.366802806042515e-10,99999999.0,99999999.99999994,4240.0,0.0,1.59955543441907e-15,1e-08,0.99999999,1.59955543441907e-16,0.9999999999999994,6.366802806042515e-18
1.536837000784234e-08,5.215332243415459e-10,99999999.0,99999999.99999994,4280.0,0.0,1.536837000784234e-15,1e-08,0.99999999,1.536837000784234e-16,0.9999999999999994,5.215332243415459e-18
1.4765777516408912e-08,4.2721113308856175e-10,99999999.0,99999999.99999994,4320.0,0.0,1.4765777516408913e-15,1e-08,0.99999999,1.4765777516408913e-16,0.9999999999999994,4.272111330885617e-18
1.4186812625726035e-08,3.499476998138276e-10,99999999.0,99999999.99999994,4360.0,0.0,1.4186812625726034e-15,1e-08,0.99999999,1.4186812625726035e-16,0.9999999999999994,3.499476998138276e-18
1.3630548899561649e-08,2.8665777438811096e-10,99999999.0,99999999.99999994,4400.0,0.0,1.3630548899561648e-15,1e-08,0.99999999,1.363054889956165e-16,0.9999999999999994,2.8665777438811098e-18
1.3096096227170201e-08,2.348141726916958e-10,99999999.0,99999999.99999994,4440.0,0.0,1.30960962271702e-15,1e-08,0.99999999,1.3096096227170201e-16,0.9999999999999994,2.348141726916958e-18
1.2582599398973378e-08,1.9234676545780195e-10,99999999.0,99999999.99999994,4480.0,0.0,1.258259939897338e-15,1e-08,0.99999999,1.258259939897338e-16,0.9999999999999994,1.9234676545780196e-18
1.2089236738088272e-08,1.5755981744191368e-10,99999999.0,99999999.99999994,4520.0,0.0,1.2089236738088272e-15,1e-08,0.99999999,1.2089236738088271e-16,0.9999999999999994,1.5755981744191367e-18
1.1615218785513239e-08,1.2906427624734903e-10,99999999.0,99999999.99999996,4560.0,0.0,1.1615218785513238e-15,1e-08,0.99999999,1.1615218785513238e-16,0.9999999999999996,1.2906427624734904e-18
1.1159787036867485e-08,1.0572230708120802e-10,99999999.0,99999999.99999997,4600.0,0.0,1.1159787036867484e-15,1e-08,0.99999999,1.1159787036867485e-16,0.9999999999999997,1.0572230708120803e-18
1.0722212728662993e-08,8.660185869831035e-11,99999999.0,99999999.99999997,4640.0,0.0,1.0722212728662993e-15,1e-08,0.99999999,1.0722212728662993e-16,0.9999999999999997,8.660185869831035e-19
1.0301795672166628e-08,7.093944633880043e-11,99999999.0,99999999.99999997,4680.0,0.0,1.0301795672166628e-15,1e-08,0.99999999,1.0301795672166628e-16,0.9999999999999997,7.093944633880043e-19
9.897863132986412e-09,5.8109665571805324e-11,99999999.0,99999999.99999997,4720.0,0.0,9.897863132986413e-16,1e-08,0.99999999,9.897863132986413e-17,0.9999999999999997,5.810966557180532e-19
9.509768754589117e-09,4.760021972458448e-11,99999999.0,99999999.99999997,4760.0,0.0,9.509768754589116e-16,1e-08,0.99999999,9.509768754589117e-17,0.9999999999999997,4.760021972458448e-19
9.136891524026657e-09,3.899146373556464e-11,99999999.0,99999999.99999997,4800.0,0.0,9.136891524026656e-16,1e-08,0.99999999,9.136891524026656e-17,0.9999999999999997,3.899146373556464e-19
8.77863477821624e-09,3.193964761168165e-11,99999999.0,99999999.99999997,4840.0,0.0,8.77863477821624e-16,1e-08,0.99999999,8.77863477821624e-17,0.9999999999999997,3.1939647611681647e-19
8.434425249184217e-09,2.616319039666823e-11,99999999.0,99999999.99999997,4880.0,0.0,8.434425249184217e-16,1e-08,0.99999999,8.434425249184217e-17,0.9999999999999997,2.616319039666823e-19
8.10371214674582e-09,2.1431436566067125e-11,99999999.0,99999999.99999997,4920.0,0.0,8.103712146745819e-16,1e-08,0.99999999,8.103712146745819e-17,0.9999999999999997,2.1431436566067127e-19
7.785966277152957e-09,1.7555445888734194e-11,99999999.0,99999999.99999997,4960.0,0.0,7.785966277152957e-16,1e-08,0.99999999,7.785966277152957e-17,0.9999999999999997,1.7555445888734194e-19
7.480679196299754e-09,1.4380448991471248e-11,99999999.0,99999999.99999997,5000.0,0.0,7.4806791962997545e-16,1e-08,0.99999999,7.480679196299754e-17,0.9999999999999997,1.4380448991471247e-19
7.1873623961308336e-09,1.1779667375407034e-11,99999999.0,99999999.99999997,5040.0,0.0,7.187362396130834e-16,1e-08,0.99999999,7.187362396130834e-17,0.9999999999999997,1.1779667375407033e-19
6.905546522950455e-09,9.649251115708166e-12,99999999.0,99999999.99999997,5080.0,0.0,6.905546522950455e-16,1e-08,0.99999999,6.905546522950455e-17,0.9999999999999997,9.649251115708165e-20
6.634780626381687e-09,7.904132105489367e-12,99999999.0,99999999.99999997,5120.0,0.0,6.634780626381687e-16,1e-08,0.99999999,6.634780626381687e-17,0.9999999999999997,7.904132105489367e-20
6.374631437773837e-09,6.474627262975415e-12,99999999.0,99999999.99999999,5160.0,0.0,6.374631437773837e-16,1e-08,0.99999999,6.374631437773837e-17,0.9999999999999998,6.474627262975414e-20
6.124682676903447e-09,5.303656066847914e-12,99999999.0,99999999.99999999,5200.0,0.0,6.124682676903447e-16,1e-08,0.99999999,6.124682676903447e-17,0.9999999999999998,5.303656066847914e-20
5.884534385859509e-09,4.34446131536355e-12,99999999.0,99999999.99999999,5240.0,0.0,5.884534385859509e-16,1e-08,0.99999999,5.884534385859508e-17,0.9999999999999998,4.34446131536355e-20
5.6538022890469545e-09,3.5587420984312264e-12,99999999.0,99999999.99999999,5280.0,0.0,5.653802289046955e-16,1e-08,0.99999999,5.653802289046955e-17,0.9999999999999998,3.5587420984312263e-20
5.432117178284385e-09,2.9151244317374943e-12,99999999.0,99999999.99999999,5320.0,0.0,5.432117178284385e-16,1e-08,0.99999999,5.432117178284385e-17,0.9999999999999998,2.915124431737494e-20
5.2191243220120414e-09,2.38790848492869e-12,99999999.0,99999999.99999999,5360.0,0.0,5.219124322012041e-16,1e-08,0.99999999,5.219124322012041e-17,0.9999999999999998,2.38790848492869e-20
5.014482897664694e-09,1.9560423803231706e-12,99999999.0,99999999.99999999,5400.0,0.0,5.014482897664694e-16,1e-08,0.99999999,5.014482897664694e-17,0.9999999999999998,1.9560423803231704e-20
4.817865446301146e-09,1.6022815856500835e-12,99999999.0,99999999.99999999,5440.0,0.0,4.817865446301146e-16,1e-08,0.99999999,4.817865446301146e-17,0.9999999999999998,1.6022815856500836e-20
4.6289573486176556e-09,1.3125003351350915e-12,99999999.0,99999999.99999999,5480.0,0.0,4.628957348617656e-16,1e-08,0.99999999,4.6289573486176557e-17,0.9999999999999998,1.3125003351350914e-20
4.44745632150684e-09,1.0751275837891178e-12,99999999.0,99999999.99999999,5520.0,0.0,4.447456321506839e-16,1e-08,0.99999999,4.4474563215068394e-17,0.9999999999999998,1.0751275837891179e-20
