Time,normalized_normal_cell_n,normalized_pre_cancer_cell_g,normalized_cancer_cell_a,A,G,N,N0,n0,a0,g0,a,r_N,mu_N,beta_1,beta_4,r_G,mu_G,xi_G,beta_2,beta_5,delta,xi,r_A,K_A,mu_A,xi_A,beta_3,beta_6,K,G0,A0,compartment,normal_cell_growth,normal_cell_death,normal_cell_damage_A,normal_cell_damage_G,pre_cancer_cell_logistic_growth,pre_cancer_cell_natural_death,pre_cancer_cell_death_tissue_repair_system,pre_cancer_cell_death_apoptosis,negative_effect_on_G_A,negative_effect_on_A_G,cancer_cell_natural_death,cancer_cell_logistic_growth,cancer_cell_death_tissue_repair_system,cancer_cell_death_apoptosis,transition_to_cancer_cell
17800.0,1.0,2.7111809215234966e-47,2.0656892522524446e-22,2.0656892522524445e-14,2.7111809215234967e-39,100000000.0,99999999.0,0.99999999,0.0,1e-08,2.0656892522524446e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,7.229912382883555e-24,0.0,1.3555904607617484e-48,2.7111809215234965e-49,9.489133225332237e-49,2.7111809215234965e-49,0.0,0.0,2.0656892522524446e-24,1.0328446261262224e-23,7.229912382883555e-24,1.2394135513514669e-24,7.350501989232997e-94
17840.0,1.0,2.220849256448589e-47,1.9846937509463996e-22,1.9846937509463997e-14,2.220849256448589e-39,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.9846937509463994e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.946428128312397e-24,0.0,1.1104246282242945e-48,2.220849256448589e-49,7.77297239757006e-49,2.220849256448589e-49,0.0,0.0,1.9846937509463995e-24,9.923468754731998e-24,6.946428128312397e-24,1.1908162505678398e-24,4.93217141986825e-94
17880.0,1.0,1.819196712662285e-47,1.9068740764132658e-22,1.9068740764132657e-14,1.819196712662285e-39,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.906874076413266e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.674059267446429e-24,0.0,9.095983563311425e-49,1.819196712662285e-49,6.3671884943179965e-49,1.819196712662285e-49,0.0,0.0,1.906874076413266e-24,9.53437038206633e-24,6.674059267446429e-24,1.1441244458479595e-24,3.309476679361264e-94
17920.0,1.0,1.4901851936828548e-47,1.83210570475321e-22,1.8321057047532098e-14,1.490185193682855e-39,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.83210570475321e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.412369966636234e-24,0.0,7.450925968414273e-49,1.4901851936828547e-49,5.215648177889991e-49,1.4901851936828547e-49,0.0,0.0,1.83210570475321e-24,9.16052852376605e-24,6.412369966636234e-24,1.099263422851926e-24,2.2206519114716072e-94
17960.0,1.0,1.2206771791170493e-47,1.760268994638006e-22,1.760268994638006e-14,1.2206771791170493e-39,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.760268994638006e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,6.1609414812330204e-24,0.0,6.103385895585247e-49,1.2206771791170493e-49,4.272370126909672e-49,1.2206771791170493e-49,0.0,0.0,1.7602689946380062e-24,8.801344973190031e-24,6.1609414812330204e-24,1.0561613967828037e-24,1.490052775617157e-94
18000.0,1.0,9.999111398594892e-48,1.6912489958658145e-22,1.6912489958658145e-14,9.999111398594893e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.6912489958658144e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.91937148553035e-24,0.0,4.9995556992974466e-49,9.999111398594893e-50,3.499688989508212e-49,9.999111398594893e-50,0.0,0.0,1.6912489958658146e-24,8.456244979329074e-24,5.91937148553035e-24,1.0147493975194888e-24,9.998222876151031e-95
18040.0,1.0,8.19071827277301e-48,1.6249352654225115e-22,1.6249352654225115e-14,8.19071827277301e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.6249352654225115e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.68727342897879e-24,0.0,4.095359136386506e-49,8.19071827277301e-50,2.8667513954705533e-49,8.19071827277301e-50,0.0,0.0,1.6249352654225116e-24,8.124676327112558e-24,5.68727342897879e-24,9.74961159253507e-25,6.708786582393769e-95
18080.0,1.0,6.70938277909026e-48,1.5612216907552392e-22,1.561221690755239e-14,6.70938277909026e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.5612216907552393e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.464275917643337e-24,0.0,3.3546913895451303e-49,6.70938277909026e-50,2.348283972681591e-49,6.70938277909026e-50,0.0,0.0,1.5612216907552393e-24,7.806108453776197e-24,5.464275917643337e-24,9.367330144531436e-25,4.5015817276352946e-95
18120.0,1.0,5.49595478408667e-48,1.5000063199753859e-22,1.500006319975386e-14,5.4959547840866695e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.500006319975386e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.25002211991385e-24,0.0,2.747977392043335e-49,5.49595478408667e-50,1.923584174430334e-49,5.49595478408667e-50,0.0,0.0,1.5000063199753859e-24,7.50003159987693e-24,5.25002211991385e-24,9.000037919852316e-25,3.020551898872515e-95
18160.0,1.0,4.50198177436834e-48,1.44119119871929e-22,1.4411911987192898e-14,4.50198177436834e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.44119119871929e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,5.044169195517514e-24,0.0,2.2509908871841702e-49,4.50198177436834e-50,1.5756936210289189e-49,4.50198177436834e-50,0.0,0.0,1.44119119871929e-24,7.20595599359645e-24,5.044169195517514e-24,8.64714719231574e-25,2.0267839896744705e-95
18200.0,1.0,3.687774134428739e-48,1.384682213405625e-22,1.3846822134056249e-14,3.687774134428739e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.384682213405625e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.8463877469196864e-24,0.0,1.8438870672143696e-49,3.687774134428739e-50,1.2907209470500585e-49,3.687774134428739e-50,0.0,0.0,1.3846822134056249e-24,6.923411067028125e-24,4.8463877469196864e-24,8.30809328043375e-25,1.3599678066561635e-95
18240.0,1.0,3.0208203293914416e-48,1.3303889406386487e-22,1.3303889406386486e-14,3.0208203293914417e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.3303889406386488e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.65636129223527e-24,0.0,1.510410164695721e-49,3.0208203293914417e-50,1.0572871152870044e-49,3.0208203293914417e-50,0.0,0.0,1.3303889406386488e-24,6.651944703193244e-24,4.65636129223527e-24,7.982333643831892e-25,9.125355462464618e-96
18280.0,1.0,2.4744887104855728e-48,1.2782245025163375e-22,1.2782245025163375e-14,2.474488710485573e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.2782245025163375e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.473785758807181e-24,0.0,1.2372443552427866e-49,2.4744887104855728e-50,8.660710486699504e-50,2.4744887104855728e-50,0.0,0.0,1.2782245025163376e-24,6.391122512581688e-24,4.473785758807181e-24,7.669347015098025e-25,6.123094378320553e-96
18320.0,1.0,2.0269641059897392e-48,1.228105427611876e-22,1.2281054276118759e-14,2.026964105989739e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.228105427611876e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.298368996641565e-24,0.0,1.0134820529948696e-49,2.0269641059897392e-50,7.0943743709640865e-50,2.0269641059897392e-50,0.0,0.0,1.228105427611876e-24,6.14052713805938e-24,4.298368996641565e-24,7.368632565671256e-25,4.1085834869707825e-96
18360.0,1.0,1.660376735428528e-48,1.1799515174060523e-22,1.1799515174060522e-14,1.6603767354285278e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.1799515174060524e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,4.129830310921183e-24,0.0,8.30188367714264e-50,1.660376735428528e-50,5.811318573999847e-50,1.660376735428528e-50,0.0,0.0,1.1799515174060524e-24,5.8997575870302615e-24,4.129830310921183e-24,7.079709104436314e-25,2.7568509035522955e-96
18400.0,1.0,1.3600886643259834e-48,1.1336857179568268e-22,1.1336857179568267e-14,1.3600886643259833e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.1336857179568268e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.967900012848893e-24,0.0,6.800443321629917e-50,1.3600886643259836e-50,4.760310325140941e-50,1.3600886643259836e-50,0.0,0.0,1.1336857179568268e-24,5.668428589784134e-24,3.967900012848893e-24,6.802114307740961e-25,1.8498411748280376e-96
18440.0,1.0,1.114109307458232e-48,1.0892339966007265e-22,1.0892339966007264e-14,1.114109307458232e-40,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.0892339966007265e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.812318988102542e-24,0.0,5.570546537291161e-50,1.114109307458232e-50,3.8993825761038116e-50,1.114109307458232e-50,0.0,0.0,1.0892339966007264e-24,5.4461699830036324e-24,3.812318988102542e-24,6.535403979604359e-25,1.2412395489650614e-96
18480.0,1.0,9.126166414894578e-49,1.0465252234887669e-22,1.046525223488767e-14,9.126166414894577e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.0465252234887669e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.662838282210684e-24,0.0,4.563083207447289e-50,9.126166414894578e-51,3.194158245213102e-50,9.126166414894578e-51,0.0,0.0,1.046525223488767e-24,5.232626117443835e-24,3.662838282210684e-24,6.279151340932602e-25,8.328691343234975e-97
18520.0,1.0,7.475650088801739e-49,1.0054910577673418e-22,1.0054910577673417e-14,7.475650088801739e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,1.0054910577673418e-21,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.519218702185696e-24,0.0,3.7378250444008696e-50,7.475650088801739e-51,2.6164775310806086e-50,7.475650088801739e-51,0.0,0.0,1.0054910577673418e-24,5.027455288836709e-24,3.519218702185696e-24,6.03294634660405e-25,5.588534425020145e-97
18560.0,1.0,6.123638525700389e-49,9.660658382219487e-23,9.660658382219487e-15,6.123638525700389e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,9.660658382219486e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.38123043377682e-24,0.0,3.0618192628501945e-50,6.123638525700389e-51,2.143273483995136e-50,6.123638525700389e-51,0.0,0.0,9.660658382219487e-25,4.830329191109744e-24,3.38123043377682e-24,5.796395029331692e-25,3.7498948793442026e-97
18600.0,1.0,5.016145532227912e-49,9.281864782087665e-23,9.281864782087665e-15,5.016145532227912e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,9.281864782087664e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.248652673730682e-24,0.0,2.508072766113956e-50,5.0161455322279124e-51,1.755650936279769e-50,5.0161455322279124e-51,0.0,0.0,9.281864782087665e-25,4.640932391043833e-24,3.248652673730682e-24,5.569118869252599e-25,2.5161716000490044e-97
18640.0,1.0,4.108948608721509e-49,8.917923647059557e-23,8.917923647059557e-15,4.1089486087215093e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.917923647059557e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,3.1212732764708446e-24,0.0,2.0544743043607547e-50,4.1089486087215096e-51,1.438132013052528e-50,4.1089486087215096e-51,0.0,0.0,8.917923647059558e-25,4.458961823529779e-24,3.1212732764708446e-24,5.350754188235734e-25,1.6883458669114427e-97
18680.0,1.0,3.3658231326505526e-49,8.568252613231498e-23,8.568252613231498e-15,3.3658231326505525e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.568252613231498e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.998888414631024e-24,0.0,1.6829115663252763e-50,3.365823132650553e-51,1.1780380964276932e-50,3.365823132650553e-51,0.0,0.0,8.568252613231499e-25,4.284126306615749e-24,2.998888414631024e-24,5.140951567938898e-25,1.1328765360285579e-97
18720.0,1.0,2.7570958994813272e-49,8.23229215113935e-23,8.23229215113935e-15,2.757095899481327e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,8.2322921511393495e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.881302252898772e-24,0.0,1.3785479497406638e-50,2.757095899481327e-51,9.649835648184644e-51,2.757095899481327e-51,0.0,0.0,8.23229215113935e-25,4.116146075569675e-24,2.881302252898772e-24,4.93937529068361e-25,7.601577798936749e-98
18760.0,1.0,2.2584602634632742e-49,7.909504670422059e-23,7.90950467042206e-15,2.2584602634632743e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.909504670422059e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.7683266346477205e-24,0.0,1.1292301317316371e-50,2.2584602634632742e-51,7.904610922121459e-51,2.2584602634632742e-51,0.0,0.0,7.909504670422059e-25,3.9547523352110295e-24,2.7683266346477205e-24,4.745702802253235e-25,5.100642761642602e-98
18800.0,1.0,1.8500055665826307e-49,7.599373659591274e-23,7.599373659591273e-15,1.8500055665826308e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.5993736595912735e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.6597807808569456e-24,0.0,9.250027832913154e-51,1.8500055665826308e-51,6.475019483039207e-51,1.8500055665826308e-51,0.0,0.0,7.599373659591274e-25,3.799686829795637e-24,2.6597807808569456e-24,4.559624195754764e-25,3.422520596386721e-98
18840.0,1.0,1.5154221005147988e-49,7.301402859530527e-23,7.301402859530526e-15,1.5154221005147988e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.301402859530526e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.555491000835684e-24,0.0,7.577110502573995e-51,1.515422100514799e-51,5.3039773518017956e-51,1.515422100514799e-51,0.0,0.0,7.3014028595305265e-25,3.650701429765263e-24,2.555491000835684e-24,4.380841715718316e-25,2.296504142728685e-98
18880.0,1.0,1.2413498554876436e-49,7.015115469401437e-23,7.015115469401437e-15,1.2413498554876436e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,7.015115469401437e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.4552904142905028e-24,0.0,6.206749277438219e-51,1.2413498554876437e-51,4.344724494206752e-51,1.2413498554876437e-51,0.0,0.0,7.015115469401437e-25,3.507557734700719e-24,2.4552904142905028e-24,4.209069281640863e-25,1.5409494637191937e-98
18920.0,1.0,1.0168450514188247e-49,6.740053383686271e-23,6.740053383686271e-15,1.0168450514188247e-41,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.740053383686271e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.3590186842901946e-24,0.0,5.0842252570941237e-51,1.0168450514188247e-51,3.558957679965886e-51,1.0168450514188247e-51,0.0,0.0,6.740053383686271e-25,3.3700266918431355e-24,2.3590186842901946e-24,4.0440320302117626e-25,1.0339738585949522e-98
18960.0,1.0,8.329431497688239e-50,6.475776459145996e-23,6.475776459145996e-15,8.329431497688238e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.475776459145997e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.2665217607010983e-24,0.0,4.16471574884412e-51,8.329431497688239e-52,2.9153010241908835e-51,8.329431497688239e-52,0.0,0.0,6.475776459145997e-25,3.2378882295729984e-24,2.2665217607010983e-24,3.885465875487598e-25,6.937942907468093e-99
19000.0,1.0,6.823008970528439e-50,6.221861810520854e-23,6.2218618105208535e-15,6.82300897052844e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,6.221861810520854e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.1776516336822986e-24,0.0,3.41150448526422e-51,6.82300897052844e-52,2.3880531396849535e-51,6.82300897052844e-52,0.0,0.0,6.221861810520853e-25,3.110930905260427e-24,2.1776516336822986e-24,3.7331170863125124e-25,4.655345141191155e-99
19040.0,1.0,5.5890310671060875e-50,5.977903133846437e-23,5.977903133846437e-15,5.589031067106088e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.977903133846437e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.092266096846253e-24,0.0,2.794515533553044e-51,5.589031067106088e-52,1.9561608734871305e-51,5.589031067106088e-52,0.0,0.0,5.977903133846437e-25,2.9889515669232186e-24,2.092266096846253e-24,3.586741880307862e-25,3.123726826907701e-99
19080.0,1.0,4.578224710535255e-50,5.743510056302507e-23,5.743510056302507e-15,4.5782247105352554e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.7435100563025065e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,2.010228519705877e-24,0.0,2.2891123552676277e-51,4.578224710535255e-52,1.6023786486873392e-51,4.578224710535255e-52,0.0,0.0,5.743510056302507e-25,2.8717550281512537e-24,2.010228519705877e-24,3.4461060337815043e-25,2.0960141500155624e-99
19120.0,1.0,3.7502281251423515e-50,5.518307511554173e-23,5.518307511554173e-15,3.7502281251423514e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.518307511554173e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.9314076290439604e-24,0.0,1.875114062571176e-51,3.750228125142352e-52,1.312579843799823e-51,3.750228125142352e-52,0.0,0.0,5.5183075115541735e-25,2.7591537557770865e-24,1.9314076290439604e-24,3.3109845069325037e-25,1.4064210990608717e-99
19160.0,1.0,3.0719791796686233e-50,5.301935139585893e-23,5.3019351395858934e-15,3.0719791796686234e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.301935139585893e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.8556772988550625e-24,0.0,1.5359895898343118e-51,3.0719791796686234e-52,1.075192712884018e-51,3.0719791796686234e-52,0.0,0.0,5.301935139585893e-25,2.6509675697929466e-24,1.8556772988550625e-24,3.181161083751536e-25,9.437056080317508e-100
19200.0,1.0,2.516395207280703e-50,5.09404671006793e-23,5.09404671006793e-15,2.5163952072807028e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,5.09404671006793e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.7829163485237753e-24,0.0,1.2581976036403515e-51,2.516395207280703e-52,8.80738322548246e-52,2.516395207280703e-52,0.0,0.0,5.09404671006793e-25,2.5470233550339653e-24,1.7829163485237753e-24,3.056428026040758e-25,6.332244839225292e-100
19240.0,1.0,2.0612915872393237e-50,4.894309568332567e-23,4.894309568332567e-15,2.0612915872393236e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.894309568332567e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.7130083489163984e-24,0.0,1.030645793619662e-51,2.0612915872393238e-52,7.214520555337633e-52,2.0612915872393238e-52,0.0,0.0,4.894309568332567e-25,2.447154784166284e-24,1.7130083489163984e-24,2.9365857409995404e-25,4.2489230076236103e-100
19280.0,1.0,1.6884959068949799e-50,4.702404103073544e-23,4.702404103073544e-15,1.68849590689498e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.702404103073544e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.6458414360757402e-24,0.0,8.4424795344749e-52,1.68849590689498e-52,5.909735674132429e-52,1.68849590689498e-52,0.0,0.0,4.702404103073544e-25,2.351202051536772e-24,1.6458414360757402e-24,2.8214424618441263e-25,2.8510184276011003e-100
19320.0,1.0,1.383122332255503e-50,4.518023234916953e-23,4.518023234916953e-15,1.3831223322555031e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.518023234916953e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.5813081322209335e-24,0.0,6.915611661277515e-52,1.383122332255503e-52,4.84092816289426e-52,1.383122332255503e-52,0.0,0.0,4.518023234916953e-25,2.2590116174584766e-24,1.5813081322209335e-24,2.7108139409501718e-25,1.913027385983902e-100
19360.0,1.0,1.1329772125428595e-50,4.3408719250452316e-23,4.340871925045232e-15,1.1329772125428594e-42,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.340871925045231e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.5193051737658309e-24,0.0,5.664886062714298e-52,1.1329772125428594e-52,3.965420243900008e-52,1.1329772125428594e-52,0.0,0.0,4.340871925045231e-25,2.170435962522616e-24,1.5193051737658309e-24,2.604523155027139e-25,1.2836373641413878e-100
19400.0,1.0,9.2807218436573e-51,4.1706667030879614e-23,4.1706667030879615e-15,9.2807218436573e-43,100000000.0,99999999.0,0.99999999,0.0,1e-08,4.1706667030879614e-22,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.01,1.4597333460807863e-24,0.0,4.6403609218286506e-52,9.2807218436573e-53,3.2482526452800547e-52,9.2807218436573e-53,0.0,0.0,4.1706667030879615e-25,2.085333351543981e-24,1.4597333460807863e-24,2.502400021852777e-25,8.613179793933776e-101
