Time,normalized_normal_cell_n,normalized_pre_cancer_cell_g,normalized_cancer_cell_a,A,G,N,N0,n0,a0,g0,a,r_N,mu_N,beta_1,beta_4,r_G,mu_G,xi_G,beta_2,beta_5,delta,xi,r_A,K_A,mu_A,xi_A,beta_3,beta_6,K,G0,A0,compartment,normal_cell_growth,normal_cell_death,normal_cell_damage_A,normal_cell_damage_G,pre_cancer_cell_logistic_growth,pre_cancer_cell_natural_death,pre_cancer_cell_death_tissue_repair_system,pre_cancer_cell_death_apoptosis,negative_effect_on_G_A,negative_effect_on_A_G,cancer_cell_natural_death,cancer_cell_logistic_growth,cancer_cell_death_tissue_repair_system,cancer_cell_death_apoptosis,transition_to_cancer_cell
400.0,0.9999999998168305,1.3533478577815172e-09,7.239771967371095e-15,7.239771967371095e-07,0.13533478577815172,99999999.98168305,99999999.0,0.99999999,0.0,1e-08,7.239771967371095e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999998168306,2.5339201881157463e-16,0.0,6.766739288907587e-11,1.3533478577815172e-11,4.7367175013676874e-11,1.3533478577815172e-11,0.0,0.0,7.239771967371095e-17,3.619885983685286e-16,2.5339201881157463e-16,4.343863180422657e-17,1.831302585218756e-18
440.0,0.9999999998772139,1.108026403972871e-09,7.0150067844399215e-15,7.015006784439921e-07,0.1108026403972871,99999999.98772138,99999999.0,0.99999999,0.0,1e-08,7.015006784439922e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999998772139,2.4552523742525014e-16,0.0,5.540132019864355e-11,1.108026403972871e-11,3.878092413428872e-11,1.108026403972871e-11,0.0,0.0,7.015006784439922e-17,3.507503392219715e-16,2.4552523742525014e-16,4.209004070663953e-17,1.2275864920764137e-18
480.0,0.9999999999176861,9.07175227277748e-10,6.779564430330038e-15,6.779564430330038e-07,0.0907175227277748,99999999.99176861,99999999.0,0.99999999,0.0,1e-08,6.779564430330038e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.00999999999917686,2.372847550420195e-16,0.0,4.53587613638874e-11,9.07175227277748e-12,3.1751132952107614e-11,9.07175227277748e-12,0.0,0.0,6.779564430330038e-17,3.3897822151647895e-16,2.372847550420195e-16,4.067738658198023e-17,8.228922422407457e-19
520.0,0.9999999999448167,7.42731829710863e-10,6.5402937717602356e-15,6.540293771760236e-07,0.0742731829710863,99999999.99448167,99999999.0,0.99999999,0.0,1e-08,6.540293771760235e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999448167,2.289102819989762e-16,0.0,3.713659148554315e-11,7.42731829710863e-12,2.599561403844568e-11,7.42731829710863e-12,0.0,0.0,6.540293771760235e-17,3.270146885879904e-16,2.289102819989762e-16,3.924176263056142e-17,5.516096010648179e-19
560.0,0.9999999999630023,6.080972816350841e-10,6.301648425996279e-15,6.301648425996279e-07,0.06080972816350841,99999999.99630022,99999999.0,0.99999999,0.0,1e-08,6.301648425996278e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999630024,2.205576949017096e-16,0.0,3.0404864081754205e-11,6.0809728163508405e-12,2.1283404856440502e-11,6.0809728163508405e-12,0.0,0.0,6.30164842599628e-17,3.150824212997941e-16,2.205576949017096e-16,3.780989055597767e-17,3.6975981893790335e-19
600.0,0.9999999999751925,4.9786799277073e-10,6.066490911687754e-15,6.066490911687754e-07,0.049786799277072996,99999999.99751925,99999999.0,0.99999999,0.0,1e-08,6.066490911687754e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999751926,2.1232718190380408e-16,0.0,2.48933996385365e-11,4.9786799277073e-12,1.7425379746543266e-11,4.9786799277073e-12,0.0,0.0,6.066490911687754e-17,3.033245455843693e-16,2.1232718190380408e-16,3.639894547012653e-17,2.478601980596261e-19
640.0,0.9999999999761918,4.076195433129916e-10,5.8348387844545936e-15,5.834838784454594e-07,0.04076195433129916,99999999.99761918,99999999.0,0.99999999,0.0,1e-08,5.834838784454593e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999761918,2.0421935745104865e-16,0.0,2.038097716564958e-11,4.076195433129916e-12,1.426668401561504e-11,4.076195433129916e-12,0.0,0.0,5.834838784454594e-17,2.9174193922271265e-16,2.0421935745104865e-16,3.500903270672756e-17,1.6614691961754208e-19
680.0,0.9999999999862326,3.3373133157325216e-10,5.611985933224229e-15,5.611985933224229e-07,0.033373133157325215,99999999.99862325,99999999.0,0.99999999,0.0,1e-08,5.6119859332242287e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999862326,1.964195076601438e-16,0.0,1.668656657866261e-11,3.3373133157325216e-12,1.1680596604903014e-11,3.3373133157325216e-12,0.0,0.0,5.611985933224229e-17,2.8059929666119576e-16,1.964195076601438e-16,3.3671915599345375e-17,1.1137288481154104e-19
720.0,0.9999999999907592,2.732361919798039e-10,5.395529646160889e-15,5.395529646160889e-07,0.027323619197980393,99999999.99907592,99999999.0,0.99999999,0.0,1e-08,5.395529646160889e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999907591,1.8884353761388603e-16,0.0,1.3661809598990197e-11,2.7323619197980394e-12,9.563266719204765e-12,2.7323619197980394e-12,0.0,0.0,5.395529646160889e-17,2.697764823080299e-16,1.8884353761388603e-16,3.2373177876965335e-17,7.465597673614508e-20
760.0,0.9999999999937987,2.2370677613048626e-10,5.186377239145939e-15,5.186377239145939e-07,0.022370677613048628,99999999.99937987,99999999.0,0.99999999,0.0,1e-08,5.186377239145939e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999937987,1.8152320336898216e-16,0.0,1.1185338806524314e-11,2.2370677613048628e-12,7.829737164518465e-12,2.2370677613048628e-12,0.0,0.0,5.1863772391459394e-17,2.593188619572835e-16,1.8152320336898216e-16,3.111826343487564e-17,5.004360217740459e-20
800.0,0.99999999999584,1.831559735539962e-10,4.984631946228515e-15,4.984631946228515e-07,0.01831559735539962,99999999.999584,99999999.0,0.99999999,0.0,1e-08,4.984631946228515e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.0099999999999584,1.7446211811727224e-16,0.0,9.15779867769981e-12,1.8315597355399618e-12,6.410459074363199e-12,1.8315597355399618e-12,0.0,0.0,4.984631946228515e-17,2.492315973114133e-16,1.7446211811727224e-16,2.990779167737109e-17,3.3545496242709886e-20
840.0,0.9999999999972049,1.4995609062017233e-10,4.790265029153888e-15,4.790265029153888e-07,0.014995609062017233,99999999.99972048,99999999.0,0.99999999,0.0,1e-08,4.790265029153888e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999972049,1.6765927601991743e-16,0.0,7.497804531008617e-12,1.4995609062017233e-12,5.24846317169136e-12,1.4995609062017233e-12,0.0,0.0,4.7902650291538884e-17,2.39513251457683e-16,1.6765927601991743e-16,2.8741590174923327e-17,2.2486491915443394e-20
880.0,0.9999999999981208,1.227736900384736e-10,4.603161816711617e-15,4.603161816711617e-07,0.01227736900384736,99999999.99981208,99999999.0,0.99999999,0.0,1e-08,4.603161816711617e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999981208,1.6111066358460382e-16,0.0,6.1386845019236804e-12,1.227736900384736e-12,4.2970791513385e-12,1.227736900384736e-12,0.0,0.0,4.603161816711617e-17,2.3015809083557027e-16,1.6111066358460382e-16,2.7618970900269703e-17,1.5073193906499535e-20
920.0,0.999999999998735,1.005186067640886e-10,4.423155758743667e-15,4.423155758743667e-07,0.01005186067640886,99999999.9998735,99999999.0,0.99999999,0.0,1e-08,4.423155758743667e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.00999999999998735,1.5481045155583249e-16,0.0,5.02593033820443e-12,1.0051860676408861e-12,3.51815123673865e-12,1.0051860676408861e-12,0.0,0.0,4.4231557587436674e-17,2.211577879371736e-16,1.5481045155583249e-16,2.6538934552462004e-17,1.0103888742911545e-20
960.0,0.9999999999991482,8.229703652835288e-11,4.250046715256916e-15,4.250046715256916e-07,0.008229703652835287,99999999.99991482,99999999.0,0.99999999,0.0,1e-08,4.250046715256916e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999991483,1.4875163503386533e-16,0.0,4.114851826417644e-12,8.229703652835288e-13,2.8803962784898972e-12,8.229703652835288e-13,0.0,0.0,4.2500467152569155e-17,2.1250233576283675e-16,1.4875163503386533e-16,2.5500280291541494e-17,6.7727464836525714e-21
1000.0,0.9999999999994245,6.737899020810228e-11,4.083618456698235e-15,4.0836184566982344e-07,0.006737899020810228,99999999.99994245,99999999.0,0.99999999,0.0,1e-08,4.0836184566982345e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999994244,1.4292664598435595e-16,0.0,3.3689495104051144e-12,6.737899020810228e-13,2.358264657282222e-12,6.737899020810228e-13,0.0,0.0,4.0836184566982346e-17,2.041809228349034e-16,1.4292664598435595e-16,2.450171074018941e-17,4.5398977320910595e-21
1040.0,0.9999999999996095,5.516524642147125e-11,3.923644018591443e-15,3.9236440185914433e-07,0.005516524642147125,99999999.99996096,99999999.0,0.99999999,0.0,1e-08,3.923644018591443e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999996095,1.3732754065064688e-16,0.0,2.7582623210735624e-12,5.516524642147125e-13,1.930783624750739e-12,5.516524642147125e-13,0.0,0.0,3.9236440185914434e-17,1.9618220092956447e-16,1.3732754065064688e-16,2.354186411154866e-17,3.0431876249221227e-21
1080.0,0.9999999999997339,4.5165418141194815e-11,3.769893960199991e-15,3.7698939601999905e-07,0.004516541814119482,99999999.99997339,99999999.0,0.99999999,0.0,1e-08,3.769893960199991e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.00999999999999734,1.3194628860696456e-16,0.0,2.258270907059741e-12,4.5165418141194816e-13,1.5807896349413979e-12,4.5165418141194816e-13,0.0,0.0,3.769893960199991e-17,1.884946980099924e-16,1.3194628860696456e-16,2.2619363761199944e-17,2.039905782549206e-21
1120.0,0.9999999999998175,3.697824102217225e-11,3.6221401533445905e-15,3.62214015334459e-07,0.003697824102217225,99999999.99998175,99999999.0,0.99999999,0.0,1e-08,3.6221401533445903e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999998175,1.267749053670375e-16,0.0,1.8489120511086127e-12,3.697824102217225e-13,1.2942384357757924e-12,3.697824102217225e-13,0.0,0.0,3.622140153344591e-17,1.8110700766722298e-16,1.267749053670375e-16,2.1732840920067543e-17,1.367385252743718e-21
1160.0,0.9999999999998737,3.027524408245918e-11,3.480158136291312e-15,3.480158136291312e-07,0.0030275244082459177,99999999.99998736,99999999.0,0.99999999,0.0,1e-08,3.4801581362913124e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999998737,1.2180553477018053e-16,0.0,1.513762204122959e-12,3.027524408245918e-13,1.0596335428859374e-12,3.027524408245918e-13,0.0,0.0,3.4801581362913123e-17,1.7400790681455957e-16,1.2180553477018053e-16,2.0880948817747872e-17,9.165876292610598e-22
1200.0,0.9999999999999114,2.4787287145628556e-11,3.343728764819922e-15,3.343728764819922e-07,0.0024787287145628554,99999999.99999113,99999999.0,0.99999999,0.0,1e-08,3.3437287648199215e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999114,1.1703050676868688e-16,0.0,1.239364357281428e-12,2.478728714562856e-13,8.675550500969225e-13,2.478728714562856e-13,0.0,0.0,3.343728764819922e-17,1.671864382409905e-16,1.1703050676868688e-16,2.006237258891953e-17,6.144080810888896e-22
1240.0,0.9999999999999368,2.0294118249029865e-11,3.212639113391659e-15,3.212639113391659e-07,0.0020294118249029867,99999999.99999368,99999999.0,0.99999999,0.0,1e-08,3.212639113391659e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999369,1.1244236896870096e-16,0.0,1.0147059124514933e-12,2.0294118249029865e-13,7.102941387160003e-13,2.0294118249029865e-13,0.0,0.0,3.212639113391659e-17,1.6063195566957782e-16,1.1244236896870096e-16,1.9275834680349956e-17,4.118503996915358e-22
1280.0,0.999999999999954,1.6615482453728473e-11,3.086683013845613e-15,3.086683013845613e-07,0.0016615482453728474,99999999.99999541,99999999.0,0.99999999,0.0,1e-08,3.086683013845613e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.00999999999999954,1.0803390548459147e-16,0.0,8.307741226864236e-13,1.6615482453728472e-13,5.815418858804698e-13,1.6615482453728472e-13,0.0,0.0,3.0866830138456133e-17,1.543341506922759e-16,1.0803390548459147e-16,1.852009808307368e-17,2.760737984602233e-22
1320.0,0.9999999999999658,1.3603573790416273e-11,2.965661354443891e-15,2.965661354443891e-07,0.0013603573790416273,99999999.99999659,99999999.0,0.99999999,0.0,1e-08,2.965661354443891e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999658,1.0379814740553262e-16,0.0,6.801786895208136e-13,1.3603573790416273e-13,4.761250826645533e-13,1.3603573790416273e-13,0.0,0.0,2.9656613544438906e-17,1.4828306772219017e-16,1.0379814740553262e-16,1.7793968126663346e-17,1.8505696812768843e-22
1360.0,0.9999999999999737,1.113762632061207e-11,2.849382082968365e-15,2.849382082968365e-07,0.001113762632061207,99999999.99999736,99999999.0,0.99999999,0.0,1e-08,2.849382082968365e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999737,9.972837290389014e-17,0.0,5.568813160306035e-13,1.1137626320612071e-13,3.8981692122141214e-13,1.1137626320612071e-13,0.0,0.0,2.8493820829683654e-17,1.424691041484142e-16,9.972837290389014e-17,1.7096292497810192e-17,1.2404658189914322e-22
1400.0,0.9999999999999791,9.118744462492137e-12,2.7376602166549797e-15,2.7376602166549797e-07,0.0009118744462492137,99999999.99999791,99999999.0,0.99999999,0.0,1e-08,2.7376602166549797e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999792,9.581810758292228e-17,0.0,4.559372231246069e-13,9.118744462492138e-14,3.191560561872181e-13,9.118744462492138e-14,0.0,0.0,2.7376602166549798e-17,1.3688301083274526e-16,9.581810758292228e-17,1.6425961299929878e-17,8.315142474857161e-23
1440.0,0.9999999999999829,7.465809691695647e-12,2.6303177075954302e-15,2.6303177075954303e-07,0.0007465809691695647,99999999.99999829,99999999.0,0.99999999,0.0,1e-08,2.6303177075954303e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999828,9.206111976583847e-17,0.0,3.7329048458478237e-13,7.465809691695648e-14,2.6130333920934315e-13,7.465809691695648e-14,0.0,0.0,2.6303177075954302e-17,1.3151588537976806e-16,9.206111976583847e-17,1.5781906245572582e-17,5.573827273948296e-23
1480.0,0.9999999999999857,6.112485522837463e-12,2.52718327271885e-15,2.52718327271885e-07,0.0006112485522837463,99999999.99999857,99999999.0,0.99999999,0.0,1e-08,2.5271832727188502e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999856,8.845141454515847e-17,0.0,3.0562427614187316e-13,6.112485522837463e-14,2.1393699329930812e-13,6.112485522837463e-14,0.0,0.0,2.52718327271885e-17,1.2635916363593932e-16,8.845141454515847e-17,1.51630996363131e-17,3.7362456429150175e-23
1520.0,0.9999999999999876,5.004487307127901e-12,2.4280922074108843e-15,2.428092207410884e-07,0.0005004487307127901,99999999.99999876,99999999.0,0.99999999,0.0,1e-08,2.4280922074108843e-14,1000000.0,0.01,3.5e-10,0.0,0.05,0.01,0.01,3.5e-10,0.0,1e-05,1000.0,0.05,10000000.0,0.01,0.006,3.5e-10,0.0,100000000.0,1.0,0.0,1.0,0.01,0.009999999999999875,8.498322725937988e-17,0.0,2.5022436535639507e-13,5.004487307127901e-14,1.7515705574947434e-13,5.004487307127901e-14,0.0,0.0,2.4280922074108844e-17,1.2140461037054127e-16,8.498322725937988e-17,1.4568553244465305e-17,2.5044880673525533e-23
