A1,A1_2,A2,A2_2,A3,A3_2,CREB_n,DUSP_c,DUSP_n,DUSP_n_ERK_n,DUSP_n_pERK_n,DUSP_n_ppERK_n,DUSPmRNA,EGF,ERK_c,ERK_n,Elk1_n,F,FOSn,FOSn_2,FmRNA,Fn,HRG,Kin,Kin_2,MEK,PreDUSPmRNA,PreFOSmRNA,PreFmRNA,RSK_c,RsD,RsT,c_FOS_c,c_FOSmRNA,pCREB_n,pDUSP_c,pDUSP_n,pDUSP_n_ERK_n,pDUSP_n_pERK_n,pDUSP_n_ppERK_n,pERK_c,pERK_n,pElk1_n,pMEK,pRSK_c,pRSK_n,pc_FOS_c,ppERK_c,ppERK_n,Time
182.3524,0.0,25.1148568243673,0.27216317563270787,13.082685099417779,0.009934900582221438,999.9999999999069,1.2998442642326681e-49,7.447359652613242e-52,1.2133071272954657e-51,5.974205405251584e-57,4.679878393762284e-64,7.025444002105402e-46,0.0,570.386425583002,1624.8938151973516,1509.999999999863,3.1813659488278136e-122,2.5841342958784492e-55,2.5812399054892276e-66,1.1070086197085913e-118,3.0124968879251075e-124,10.0,82.57597326848185,0.08976673151816157,637.1762374426031,1.561262293881109e-40,8.227983532722654e-46,1.470712112458296e-113,352.9999999997214,246.10623771167994,1.2972622883200227,8.455838118719055e-55,8.735624390783582e-50,9.351396118365443e-11,3.8118074766854175e-63,1.967824055074397e-65,3.007063904126778e-65,1.3549209216976921e-70,1.0400963704467403e-77,0.03266717332234932,0.0010862047414318848,1.371909605064408e-10,0.14496255739654892,2.7480672833733085e-10,1.6527886339207674e-11,1.1050546954471791e-65,5.299834920433497e-07,1.0864540327225663e-08,4.11
182.3524,0.0,25.11419969587431,0.2728203041256982,13.082660945753972,0.009959054246026472,999.9999999999051,1.3957439098370326e-49,8.008478771275253e-52,1.3058003781170368e-51,6.490653376827496e-57,5.1255550579657526e-64,7.52844929992749e-46,0.0,570.3861912679373,1624.893794033402,1509.9999999998604,3.508836129846804e-122,2.804807831118788e-55,2.847279498050563e-66,1.219000151707718e-118,3.3274873501105673e-124,10.0,82.5757549675561,0.08998503244390026,637.1755350733924,1.669530195368526e-40,8.880663540823494e-46,1.616780001066094e-113,352.99999999971726,246.10309351809522,1.3004064819047065,9.161184278754137e-55,9.447328248398129e-50,9.532384972991244e-11,4.158663116831822e-63,2.1496369754020573e-65,3.2874988609703617e-65,1.4959002969782163e-70,1.1574996600509502e-77,0.032904208312213565,0.0010957139968050074,1.3967946223767806e-10,0.14566492660725272,2.7889548745588434e-10,1.681292040554274e-11,1.217260674368471e-65,5.377109674623389e-07,1.1042692420987732e-08,4.12
182.3524,0.0,25.113542591864075,0.273477408135931,13.082636792181592,0.009983207818405617,999.9999999999031,1.4979905961460897e-49,8.607402890740908e-52,1.4045861423047355e-51,7.045919916251312e-57,5.6072241758509186e-64,8.063900037005601e-46,0.0,570.3859558178838,1624.8937728149488,1509.999999999858,3.8642324193787797e-122,3.0419142749442516e-55,3.1360290881966294e-66,1.3404271664221107e-118,3.6696318301394516e-124,10.0,82.57553666716508,0.09020333283492579,637.174831026411,1.7845898944870676e-40,9.579154497495914e-46,1.7749945033270323e-113,352.99999999971305,246.09994939678697,1.303550603212992,9.918091501443825e-55,1.0210084472698398e-49,9.716403358082706e-11,4.5326100627204526e-63,2.3458143273036697e-65,3.590243673270113e-65,1.648993015686071e-70,1.285542434974807e-77,0.03314237737946693,0.0011052812486441919,1.4220650662666012e-10,0.1463689735886441,2.830346910585953e-10,1.7102138575609518e-11,1.3389458963607251e-65,5.45531827188627e-07,1.1223306796747867e-08,4.13
182.3524,0.0,25.112885512335705,0.2741344876643046,13.08261263870064,0.010007361299359223,999.9999999999013,1.6069198408422306e-49,9.246156406588059e-52,1.5100037099615818e-51,7.642246346898935e-57,6.127063803163611e-64,8.633479364382222e-46,0.0,570.3857192302293,1624.8937515417979,1509.9999999998552,4.2493037365377463e-122,3.296396580340685e-55,3.448911881220696e-66,1.4718760786155312e-118,4.040642442642277e-124,10.0,82.57531836730878,0.0904216326912192,637.1741253018056,1.9067865086589215e-40,1.0325979660026312e-45,1.9461042727895816e-113,352.9999999997088,246.09680534784272,1.3066946521572278,1.0729481248230516e-54,1.1026748188103668e-49,9.903493915396425e-11,4.935252527734131e-63,2.5572131728168752e-65,3.916635494007326e-65,1.814961302697671e-70,1.4249161369196926e-77,0.03338168313568527,0.0011149066903601093,1.4477258660848576e-10,0.14707469819406313,2.8722483327412973e-10,1.7395591458471857e-11,1.4707005432303852e-65,5.534469667820627e-07,1.1406411084441957e-08,4.14
182.3524,0.0,25.112228457288293,0.27479154271171724,13.082588485311112,0.010031514688887641,999.9999999998995,1.7228791558649092e-49,9.92683670272141e-52,1.6224046593804886e-51,8.281958802191121e-57,6.687336869860446e-64,9.238929855391839e-46,0.0,570.3854815023619,1624.8937302137545,1509.9999999998527,4.665868607274949e-122,3.569233242500019e-55,3.787407750515989e-66,1.6139565322081924e-118,4.442299729150752e-124,10.0,82.57510006798724,0.09063993201276158,637.1734178997228,2.0364771714845376e-40,1.112375491345812e-45,2.130887465766308e-113,352.9999999997045,246.0936613713501,1.309838628649838,1.1598384207874095e-54,1.1900280371638728e-49,1.0093699761411162e-10,5.36825639626239e-63,2.7847236801538266e-65,4.268063273454095e-65,1.994597808531607e-70,1.5763403526351614e-77,0.033622128191760484,0.0011245905154049435,1.4737819999451045e-10,0.14778210027681354,2.914664117947614e-10,1.7693330137335242e-11,1.6131382015413603e-65,5.614572881230652e-07,1.1592033149137266e-08,4.15
182.3524,0.0,25.11157142672094,0.27544857327906686,13.082564332013007,0.010055667986991224,999.9999999998975,1.8462282581632933e-49,1.0651615440890347e-51,1.7421530747699523e-51,8.967469770510315e-57,7.290392755066184e-64,9.882054541419415e-46,0.0,570.3852426316712,1624.8937088306243,1509.99999999985,5.11581647325936e-122,3.861438944688643e-55,4.1530543034607155e-66,1.7673018357732565e-118,4.876453948180512e-124,10.0,82.57488176920047,0.09085823079953395,637.1727088203095,2.174031240324516e-40,1.1975190425701502e-45,2.3301522926402945e-113,352.9999999997001,246.0905174673966,1.3129825326033215,1.252794227110245e-54,1.2833749756343075e-49,1.0287064490667646e-10,5.833350358354858e-63,3.029269734655908e-65,4.645968716772266e-65,2.1887261825315715e-70,1.7405633506551387e-77,0.033863715157900404,0.0011343329172715409,1.5002384950241723e-10,0.14849117969016268,2.957599278917915e-10,1.7995406172342855e-11,1.7668963017221254e-65,5.695636994394063e-07,1.1780201092266854e-08,4.16
182.3524,0.0,25.110914420632756,0.2761055793672517,13.082540178806328,0.010079821193670317,999.9999999998955,1.9773392804490186e-49,1.1422739850207391e-51,1.8696257639798453e-51,9.701279640118041e-57,7.938668862031585e-64,1.0564717947659427e-45,0.0,570.3850026155467,1624.893687392212,1509.9999999998474,5.601109000758539e-122,4.174065204116021e-55,4.547447947303392e-66,1.9325693980334558e-118,5.345026365314215e-124,10.0,82.57466347094848,0.09107652905151739,637.1719980637123,2.3198305038816134e-40,1.2883092302643735e-45,2.5447375691717282e-113,352.9999999996957,246.08737363606969,1.3161263639302527,1.3521410505262678e-54,1.3830334734680864e-49,1.0483632179108533e-10,6.332327044375053e-63,3.2918095497486756e-65,5.05184724161273e-65,2.3982016460494497e-70,1.9183626180342575e-77,0.03410644664362891,0.0011441340894925692,1.5271004278628948e-10,0.14920193628734177,3.0010588643097317e-10,1.830187160337186e-11,1.9326365571729463e-65,5.77767115333001e-07,1.1970943252864134e-08,4.17
182.3524,0.0,25.11025743902284,0.27676256097716984,13.082516025691072,0.010103974308925276,999.9999999998935,2.1165969819488393e-49,1.2242534016666033e-51,2.0052124762271087e-51,1.048597824407174e-56,8.634692193090762e-64,1.1288847128874365e-45,0.0,570.3847614513791,1624.893665898324,1509.9999999998447,6.123781389519135e-122,4.5082010178030744e-55,4.97224495504787e-66,2.1104411633575937e-118,5.850010543284282e-124,10.0,82.57444517323131,0.091294826768693,637.171285630078,2.474269389782634e-40,1.3850364243258879e-45,2.775513267804323e-113,352.9999999996912,246.08422987745666,1.3192701225432815,1.4582159128971622e-54,1.4893325261950102e-49,1.0683447387418209e-10,6.867044159653765e-63,3.573336277896582e-65,5.487248935714371e-65,2.6239115656282505e-70,2.1105453970840626e-77,0.03435032525778582,0.0011539942256396662,1.5543729246668196e-10,0.1499143699215459,3.0450479588793123e-10,1.8612778952829505e-11,2.1110454033729823e-65,5.86068456806688e-07,1.2164288208797307e-08,4.18
182.3524,0.0,25.10960048189029,0.2774195181097193,13.082491872667243,0.010128127332756453,999.9999999998915,2.2643989591573485e-49,1.3113400172658959e-51,2.149316119821504e-51,1.132424640514197e-56,9.381080924618857e-64,1.2056432705153553e-45,0.0,570.3845191365592,1624.8936443487646,1509.9999999998417,6.685943681647606e-122,4.864973508450709e-55,5.429162531338559e-66,2.3016240472571203e-118,6.393473632055869e-124,10.0,82.57422687604897,0.09151312395104183,637.1705715195537,2.6377551721603883e-40,1.488000919471793e-45,3.0233810689718465e-113,352.99999999968674,246.08108619164483,1.322413808355133,1.571367548676679e-54,1.6026124759692317e-49,1.0886555164362686e-10,7.439425619142708e-63,3.874878621557834e-65,5.953779514503237e-65,2.8667760261851356e-70,2.317949222109297e-77,0.034595353608526946,0.0011639135193225964,1.5820611616069288e-10,0.15062848044593397,3.0895716836358487e-10,1.8928181228449258e-11,2.3028344369874645e-65,5.944686512910188e-07,1.2360264778003866e-08,4.19
182.3524,0.0,25.10894354923421,0.2780764507657981,13.082467719734835,0.010152280265164198,999.9999999998894,2.4211558565896136e-49,1.403781998649582e-51,2.302352979891299e-51,1.2218857480729144e-56,1.0180545981989333e-63,1.2869529897671587e-45,0.0,570.3842756684793,1624.8936227433396,1509.9999999998392,7.289782070490664e-122,5.245548570308161e-55,5.919979878345408e-66,2.506850371882614e-118,6.977557658909545e-124,10.0,82.57400857940145,0.09173142059854493,637.169855732286,2.810708179235574e-40,1.5975131007498393e-45,3.2892749124045205e-113,352.99999999968213,246.07794257872135,1.3255574212786063,1.6919566023756777e-54,1.7232252019101646e-49,1.1093001050129396e-10,8.051462682067856e-63,4.197501444139096e-65,6.453101278691454e-65,3.127748404194328e-70,2.5414424561440846e-77,0.03484153430332393,0.001173892164188398,1.6101703651203452e-10,0.1513442677136287,3.134635195995677e-10,1.92481319260869e-11,2.508740854974779e-65,6.029686326710378e-07,1.2558902019725002e-08,4.2
182.3524,0.0,25.108286641053702,0.27873335894630424,13.08244356689385,0.01017643310614886,999.9999999998873,2.587291577533949e-49,1.5018355851921773e-51,2.4647529361090702e-51,1.3172678907781054e-56,1.1035892614531914e-63,1.3730259564447446e-45,0.0,570.3840310445316,1624.8936010818543,1509.9999999998363,7.937560209516204e-122,5.651131515041659e-55,6.446539261649293e-66,2.726878301520427e-118,7.604480818524465e-124,10.0,82.57379028328882,0.09194971671118338,637.169138268422,2.9935620008987954e-40,1.7138936090494804e-45,3.574161548435639e-113,352.9999999996775,246.07479903877336,1.328700961226577,1.8203558260272637e-54,1.8515343104434937e-49,1.130283107966716e-10,8.705215086583298e-63,4.5423063809504596e-65,6.9869340718765705e-65,3.407815940870231e-70,2.781924827688294e-77,0.03508886994896442,0.001183930353920544,1.6387058122110648e-10,0.15206173157771688,3.180243689936518e-10,1.9572685032516824e-11,2.729527893693718e-65,6.115693413130737e-07,1.2760229235740191e-08,4.21
182.3524,0.0,25.107629757347873,0.27939024265213575,13.082419414144287,0.010200585855710792,999.9999999998852,2.7708872035057318e-49,1.6106543184930343e-51,2.6454065933729023e-51,1.4265166853965125e-56,1.2045326135843836e-63,1.4676119826873072e-45,0.0,570.3837852621094,1624.893579364112,1509.9999999998333,8.725319692582063e-122,6.114260846953516e-55,7.08753936691994e-66,2.9923297143422904e-118,8.372665307699402e-124,10.0,82.57357198771106,0.09216801228893823,637.1684191281083,3.1933924699840106e-40,1.84430440056588e-45,3.915106316389275e-113,352.9999999996728,246.07165557188793,1.33184442811202,1.9660371355254322e-54,1.9962378503128935e-49,1.1516098923196771e-10,9.465019923966788e-63,4.945147307227684e-65,7.612617531076911e-65,3.750187888934948e-70,3.088028382866181e-77,0.03533736315151745,0.0011940282838132684,1.6676732837905026e-10,0.15278087189123654,3.2264025048438576e-10,1.9901899180894168e-11,2.996464526049938e-65,6.202717424107211e-07,1.296427730056769e-08,4.22
182.3524,0.0,25.106972898115817,0.2800471018841904,13.082395261486148,0.010224738513850345,999.999999999883,2.9736576126951848e-49,1.7313193429308774e-51,2.846168302012673e-51,1.5512029063375316e-56,1.322760293704571e-63,1.5715204243073117e-45,0.0,570.3835383186067,1624.8935575899177,1509.9999999998304,9.670975416341174e-122,6.641396714702946e-55,7.857648765247217e-66,3.308949142929186e-118,9.300379268894614e-124,10.0,82.5733536926682,0.0923863073317906,637.1676983114924,3.41175633631143e-40,1.990216557191079e-45,4.3191063338449825e-113,352.99999999966803,246.068512178152,1.3349878218479654,2.1309005285899082e-54,2.159099515379224e-49,1.1732852795282468e-10,1.0343362838230593e-62,5.412941054368255e-65,8.34117606658271e-65,4.1628963109781555e-70,3.468604067247382e-77,0.03558701651639671,0.0012041861478808064,1.697078233804989e-10,0.1535016885072004,3.2731169262521785e-10,2.02358300348284e-11,3.3154068820728757e-65,6.290767924021569e-07,1.31710762245006e-08,4.23
182.3524,0.0,25.10631606335664,0.2807039366433661,13.08237110891943,0.010248891080567871,999.9999999998809,3.1905535789719055e-49,1.860584892724556e-51,3.0614164300109565e-51,1.6861242366284794e-56,1.451706827918825e-63,1.682436374152493e-45,0.0,570.3832902114178,1624.8935357590778,1509.9999999998274,1.0709436700410129e-121,7.211291698827272e-55,8.70350736125867e-66,3.6560501691351324e-118,1.0320731465302971e-123,10.0,82.57313539816028,0.09260460183972147,637.1669758187211,3.6443462239746147e-40,2.1470546745824702e-45,4.7612126416415276e-113,352.9999999996632,246.0653688576525,1.3381311423474922,2.3088010060490782e-54,2.3345153680444006e-49,1.195313508644235e-10,1.129763915871506e-62,5.921859946694152e-65,9.134425988258765e-65,4.6165993725858196e-70,3.8902378539651345e-77,0.035837832648362294,0.0012144041387745063,1.726925765940544e-10,0.1542241812785964,3.320392180338088e-10,2.0574530074893696e-11,3.665211219010861e-65,6.379854380427955e-07,1.3380655085624001e-08,4.24
182.3524,0.0,25.105659253069447,0.2813607469305608,13.082346956444134,0.010273043555863715,999.9999999998786,3.422407240662705e-49,1.9989666333812326e-51,3.292027607999317e-51,1.831959947893303e-56,1.5921322924386398e-63,1.800762321773996e-45,0.0,570.3830409379382,1624.8935138713973,1509.9999999998242,1.184761845406435e-121,7.826760789818546e-55,9.63076766545144e-66,4.035876987143468e-118,1.1440698118286158e-123,10.0,82.5729171041873,0.09282289581271197,637.1662516499413,3.891957054014773e-40,2.3154976174732603e-45,5.244194737682788e-113,352.99999999965837,246.0622256104762,1.3412743895237764,2.500581481773188e-54,2.5232822769179766e-49,1.217699417376271e-10,1.2333067501507144e-62,6.47476242996565e-65,9.996893477888238e-65,5.1143743126809645e-70,4.356163767113457e-77,0.03608981415146373,0.001224682450387859,1.7572213834034537e-10,0.15494835005836705,3.3682336138878787e-10,2.0918055471327787e-11,4.048157276510724e-65,6.469986467381774e-07,1.3593044229605162e-08,4.25
182.3524,0.0,25.105002467253335,0.2820175327466723,13.08232280406026,0.010297195939738237,999.9999999998763,3.670084876572768e-49,2.147001630141123e-51,3.538915061252733e-51,1.9894193346424136e-56,1.744831705451552e-63,1.9269169979285083e-45,0.0,570.3827904955635,1624.893491926681,1509.9999999998215,1.3092762648731787e-121,8.490742799966111e-55,1.0645349781982336e-65,4.45077920969542e-118,1.2667587421304408e-123,10.0,82.57269881074926,0.09304118925074316,637.1655258053003,4.155415242231516e-40,2.496253053476404e-45,5.770951240968342e-113,352.9999999996534,246.0590824367099,1.344417563290068,2.7071215359837995e-54,2.726231378425152e-49,1.2404478964304443e-10,1.3455102003078851e-62,7.074636827692374e-65,1.0933311175301641e-64,5.6594445362980254e-70,4.869773615817786e-77,0.03634296362906623,0.001235021276650636,1.7879706426456468e-10,0.15567419469941887,3.4166466113022434e-10,2.1266462910039767e-11,4.466632092994087e-65,6.561173925565712e-07,1.380827425426933e-08,4.26
182.3524,0.0,25.104345705907413,0.28267429409259837,13.082298651767807,0.010321348232191786,999.999999999874,3.934487598826691e-49,2.3052487852846562e-51,3.803029360161748e-51,2.1592423512060367e-56,1.9106357856997934e-63,2.061335700857867e-45,0.0,570.3825388816905,1624.8934699247343,1509.9999999998183,1.4452445536475735e-121,9.206302982881258e-55,1.1753447317839096e-65,4.903214185432304e-118,1.400904689269595e-123,10.0,82.5724805178462,0.09325948215379612,637.1647982849449,4.435579324841252e-40,2.690058049419755e-45,6.344512717532121e-113,352.9999999996485,246.05593933644028,1.3475606635596913,2.929338185826636e-54,2.944228792048954e-49,1.2635638898893113e-10,1.4669437378380007e-62,7.724604141552459e-65,1.1948622640223969e-64,6.255182848534052e-70,5.4346205394340465e-77,0.036597283683850776,0.0012454208115281456,1.819179153693989e-10,0.15640171505462272,3.4656365947573604e-10,2.161980959566822e-11,4.923132367089832e-65,6.653426562569145e-07,1.4026376010918051e-08,4.2700000000000005
182.3524,0.0,25.10368896903077,0.28333103096923673,13.082274499566774,0.010345500433224707,999.9999999998716,4.21655204570941e-49,2.47428927543956e-51,4.085359170704469e-51,2.342200248667494e-56,2.090411711058876e-63,2.2044706225685995e-45,0.0,570.3822860937164,1624.8934478653618,1509.9999999998151,1.5934584868476926e-121,9.976635653021487e-55,1.2961533292010936e-65,5.395749316237465e-118,1.5473070728455576e-123,10.0,82.57226222547816,0.09347777452185185,637.1640690890229,4.73334058413544e-40,2.8976796676811394e-45,6.968044506380693e-113,352.9999999996434,246.05279630975392,1.3507036902460448,3.1681866559443015e-54,3.1781763355723177e-49,1.287052395590886e-10,1.5982013978930219e-62,8.427920851811409e-65,1.3047986814121323e-64,6.905114688499593e-70,6.054422552747494e-77,0.036852776917813974,0.0012558812490204802,1.8508525804795633e-10,0.15713091097681336,3.515209024365943e-10,2.197815325463916e-11,5.420266819066329e-65,6.74675425316752e-07,1.4247380605647416e-08,4.28
182.3524,0.0,25.103032256622523,0.28398774337748517,13.082250347457162,0.010369652542837355,999.9999999998693,4.517251074507351e-49,2.654726988888092e-51,4.386932004918813e-51,2.539096211796635e-56,2.2850638771163233e-63,2.356791175111577e-45,0.0,570.3820321290392,1624.8934257483684,1509.999999999812,1.7547447113516853e-121,1.0805066805215486e-54,1.4276366044660205e-65,5.9310643745786835e-118,1.7068007155014565e-123,10.0,82.5720439336451,0.0936960663548915,637.1633382176808,5.049623674139103e-40,3.119915562523574e-45,7.644849545432087e-113,352.9999999996383,246.04965335673734,1.3538466432626022,3.424661149049209e-54,3.429012240320361e-49,1.3109184655076526e-10,1.7399022850912145e-62,9.187981717741515e-65,1.4236782482048453e-64,7.612921363270143e-70,6.733066091172037e-77,0.03710944593226816,0.0012664027831617748,1.882996641166976e-10,0.15786178231879017,3.5653693983383436e-10,2.2341552138224276e-11,5.960758552264082e-65,6.841166939601806e-07,1.447131940066644e-08,4.29
182.3524,0.0,25.102375568681765,0.28464443131824146,13.082226195438968,0.010393804561030081,999.9999999998668,4.837594454349337e-49,2.847188962874122e-51,4.708814971374517e-51,2.750765995983102e-56,2.4955346557502497e-63,2.5187843168615575e-45,0.0,570.3817769850574,1624.8934035735588,1509.9999999998088,1.9299654676459946e-121,1.1695056734187368e-54,1.5704995146292964e-65,6.511953820850133e-118,1.8802565782019365e-123,10.0,82.57182564234711,0.09391435765289612,637.1626056710663,5.385387246269068e-40,3.357594576430336e-45,8.378371197454142e-113,352.9999999996332,246.04651047747703,1.356989522522911,3.6997956164963e-54,3.697711866402459e-49,1.335167206125559e-10,1.8926910793263526e-62,1.0008322578040684e-64,1.5520612734495445e-64,8.382443281837018e-70,7.474609555949047e-77,0.03736729332784131,0.0012769856080194562,1.915617108483634e-10,0.1585943289333166,3.6161232531436024e-10,2.2710065025598862e-11,6.547447414527981e-65,6.936674631857874e-07,1.469822401561531e-08,4.3
182.3524,0.0,25.1017189052076,0.2853010947924032,13.082202043512197,0.010417956487803241,999.9999999998644,5.1786295590476685e-49,3.052325820910308e-51,5.0521155256452875e-51,2.9780785641697187e-56,2.7228051537080373e-63,2.6909548787968006e-45,0.0,570.3815206591705,1624.8933813407382,1509.9999999998054,2.1200193116736425e-121,1.2650202654081408e-54,1.7254767306930282e-65,7.1413291207146025e-118,2.068582495511099e-123,10.0,82.57160735158415,0.09413264841584677,637.1618714493264,5.7416245749923944e-40,3.6115773364401345e-45,9.17219607600312e-113,352.9999999996279,246.0433676720594,1.3601323279405937,3.9946645288559086e-54,3.985288417954451e-49,1.359803778823021e-10,2.057238541576996e-62,1.0892623151251688e-64,1.6905309429234877e-64,9.217683189058617e-70,8.283286859346533e-77,0.03762632170447707,0.0012876299176934963,1.9487198100490435e-10,0.15932855067312068,3.6674761636705325e-10,2.308375122689995e-11,7.183292359639778e-65,7.033287407945914e-07,1.4928126328883703e-08,4.3100000000000005
182.3524,0.0,25.10106226619914,0.28595773380086786,13.082177891676842,0.010442108323157177,999.9999999998619,5.5414420599389984e-49,3.270812210085163e-51,5.417982220780785e-51,3.221936723785729e-56,2.9678959711848954e-63,2.8738258907785894e-45,0.0,570.3812631487782,1624.893359049711,1509.9999999998017,2.32584183668242e-121,1.367424131798622e-54,1.893333228527864e-65,7.822221062445406e-118,2.272723910870356e-123,10.0,82.57138906135629,0.09435093864372447,637.1611355526088,6.119364183484587e-40,3.882756850482145e-45,1.0030056871361955e-112,352.9999999996226,246.0402249405706,1.3632750594293457,4.310383646486447e-54,4.2927936583806905e-49,1.3848334002499136e-10,2.2342420197156784e-62,1.1844709836180882e-64,1.8396937653168358e-64,1.0122809399611205e-69,9.163510969857861e-77,0.03788653366143461,0.0012983359063156613,1.9823106287040863e-10,0.1600644473908945,3.7194337433887714e-10,2.3462670586284233e-11,7.87137380875029e-65,7.131015414179809e-07,1.5161058478929013e-08,4.32
182.3524,0.0,25.100405651655475,0.28661434834453325,13.082153739932908,0.010466260067092245,999.9999999998594,5.927156618725534e-49,3.503347238370307e-51,5.807605457778904e-51,3.4832777636802697e-56,3.2318679604026215e-63,3.067938907830911e-45,0.0,570.3810044512812,1624.8933367002821,1509.9999999997983,2.548406395073256e-121,1.4771051637459828e-54,2.0748648797901823e-65,8.557782074268854e-118,2.4936646118764387e-123,10.0,82.57117077166349,0.09456922833651037,637.1603979810603,6.519670469288149e-40,4.172059103711274e-45,1.0955835176479206e-112,352.99999999961733,246.03708228309702,1.3664177169029377,4.648110790107372e-54,4.62131862559635e-49,1.4102613427065857e-10,2.424425954318255e-62,1.2868558512317777e-64,2.0001800184174267e-64,1.110215903194048e-69,1.0119877457401204e-76,0.03814793179728877,0.0013091037680487707,2.016395502840328e-10,0.1608020189392949,3.772001644509883e-10,2.3846883484986337e-11,8.61489601181211e-65,7.229868865456594e-07,1.5397052865594763e-08,4.33
182.3524,0.0,25.09974906157571,0.2872709384242969,13.08212958828039,0.010490411719608794,999.9999999998568,6.336937580315922e-49,3.7506549119275393e-51,6.222218236057757e-51,3.763074091055617e-56,3.51582298418816e-63,3.273854336419983e-45,0.0,570.380744564081,1624.8933142922565,1509.999999999795,2.7887248202484006e-121,1.5944657302053875e-54,2.2708990428391345e-65,9.351288541706164e-118,2.7324274655592516e-123,10.0,82.57095248250582,0.0947875174941855,637.1596587348287,6.9436443299708074e-40,4.480443654843204e-45,1.1953564312907278e-112,352.9999999996119,246.03393969972475,1.3695603002752141,5.009046611371892e-54,4.971994347269486e-49,1.4360929345228507e-10,2.6285423844730867e-62,1.3968297340253797e-64,2.172644195295424e-64,1.2160241242212391e-69,1.115716803851829e-76,0.038410518709929974,0.0013199336970859442,2.0509804267292962e-10,0.16154126517094314,3.8251855581484075e-10,2.423645084437673e-11,9.417189409011805e-65,7.329858045535832e-07,1.5636142151428822e-08,4.34
182.3524,0.0,25.09909249595895,0.28792750404105644,13.08210543671929,0.01051456328070718,999.9999999998541,6.771989665666332e-49,4.013484572416018e-51,6.663096903927841e-51,4.062333868400577e-56,3.8209046745522966e-63,3.492151760733873e-45,0.0,570.3804834845795,1624.8932918254386,1509.9999999997915,3.0478481484597376e-121,1.7199229398838358e-54,2.482295153653782e-65,1.0206143124915714e-117,2.9900751536598246e-123,10.0,82.57073419388327,0.09500580611673096,637.1589178140612,7.392423788783942e-40,4.808904232489569e-45,1.3027432156741142e-112,352.9999999996064,246.03079719053986,1.3727028094600935,5.394435363439825e-54,5.345992556063246e-49,1.4623335604369922e-10,2.847371453590331e-62,1.5148209562101541e-64,2.3577654504880508e-64,1.3301740458264416e-69,1.2280354121573608e-76,0.03867429699656418,0.0013308258876498576,2.0860714508517775e-10,0.16228218593842492,3.878991214482947e-10,2.4631434129019862e-11,1.0281712992202442e-64,7.430993307319025e-07,1.5878359263001745e-08,4.3500000000000005
182.3524,0.0,25.098435954804298,0.2885840451957091,13.082081285249611,0.010538714750387748,999.9999999998514,7.233558664621308e-49,4.29261133429931e-51,7.131561909063987e-51,4.382101650423713e-56,4.148299191268181e-63,3.72343026896201e-45,0.0,570.3802212101795,1624.893269299633,1509.999999999788,3.32686734065694e-121,1.8539089031925725e-54,2.7099453167501196e-65,1.1125877076034872e-117,3.267710907908137e-123,10.0,82.57051590579587,0.09522409420412777,637.1581752189054,7.867184620320774e-40,5.158469331492974e-45,1.4181783964556433e-112,352.9999999996009,246.0276547556284,1.3758452443715679,5.805565671550268e-54,5.744526404877897e-49,1.4889886619747565e-10,3.081721915211112e-62,1.6412736301913423e-64,2.5562480461842175e-64,1.4531519613556268e-69,1.3494600351953003e-76,0.03893926925371285,0.00134178053399199,2.1216746822270927e-10,0.16302478109429053,3.933424382917214e-10,2.5031895349732094e-11,1.1212056666335678e-64,7.533285073128999e-07,1.612373739222498e-08,4.36
182.3524,0.0,25.097779438110855,0.28924056188915265,13.082057133871348,0.010562866128650853,999.9999999998488,7.722932128755018e-49,4.588836522152671e-51,7.628978548977691e-51,4.723459020986843e-56,4.4992359804501357e-63,3.9683087795748836e-45,0.0,570.379957738284,1624.8932467146446,1509.9999999997844,3.6269140043358765e-121,1.99687099419961e-54,2.9547748960982895e-65,1.2114152556522585e-117,3.56647924530117e-123,10.0,82.57029761824364,0.09544238175635701,637.1574309495086,8.369140976174966e-40,5.530202809262293e-45,1.5421125199348577e-112,352.9999999995953,246.02451239507627,1.378987604923703,6.243771303594607e-54,6.168851182093171e-49,1.5160637378283637e-10,3.332431638816889e-62,1.77664793661014e-64,2.768821798409326e-64,1.5854623381121594e-69,1.480526815726333e-76,0.039205438077213016,0.0013527978303918844,2.1577962847424086e-10,0.16376905049105486,3.988490872241137e-10,2.5437897066639947e-11,1.2211943610894628e-64,7.63674383498936e-07,1.6372309997669302e-08,4.37
