A1,A1_2,A2,A2_2,A3,A3_2,CREB_n,DUSP_c,DUSP_n,DUSP_n_ERK_n,DUSP_n_pERK_n,DUSP_n_ppERK_n,DUSPmRNA,EGF,ERK_c,ERK_n,Elk1_n,F,FOSn,FOSn_2,FmRNA,Fn,HRG,Kin,Kin_2,MEK,PreDUSPmRNA,PreFOSmRNA,PreFmRNA,RSK_c,RsD,RsT,c_FOS_c,c_FOSmRNA,pCREB_n,pDUSP_c,pDUSP_n,pDUSP_n_ERK_n,pDUSP_n_pERK_n,pDUSP_n_ppERK_n,pERK_c,pERK_n,pElk1_n,pMEK,pRSK_c,pRSK_n,pc_FOS_c,ppERK_c,ppERK_n,Time
182.3524,0.0,25.3803484450739,0.0066715549260999985,13.092378091424745,0.00024190857525745464,1000.0,4.03934642707888e-97,3.08444375125435e-100,6.842231361066151e-101,1.1954880248675352e-113,1.099616992529429e-125,3.602975777589128e-92,0.0,570.4179303321939,1624.8998683387922,1510.0,1.0594185597375024e-211,1.8015078726625483e-111,1.81740967105038e-134,4.834461004330009e-207,8.035573053290075e-215,10.0,82.66355483284387,0.0021851671561328922,637.3211132936528,1.356074897150074e-85,1.8422143215476222e-98,8.530157484375803e-201,353.0,247.37184630408143,0.03165369591842169,8.644144201113569e-110,1.2681841331842917e-103,3.1334848982071105e-24,9.195567526538332e-122,6.997241414109896e-125,1.546184816949844e-125,1.287763013148403e-138,1.1831393686532613e-150,4.81987498227595e-07,6.159949312358655e-10,4.364555154090289e-23,8.670634665878832e-05,1.067007882966271e-20,1.7273691779918557e-23,8.841101644009646e-133,1.208658709582204e-16,8.874106455878474e-20,0.1
182.3524,0.0,25.379681426251718,0.007338573748281193,13.092353901070842,0.0002660989291581214,1000.0,3.5693273666274307e-96,2.743725067994339e-99,6.130611110832279e-100,3.6925272917838617e-112,5.333707151520385e-124,3.1579775835508784e-91,0.0,570.4179332490307,1624.899855194162,1510.0,1.175869489475889e-209,2.780463219298613e-110,2.0184436445795698e-132,5.373700385492094e-205,8.905843826812409e-213,10.0,82.6633363190269,0.0024036809731087074,637.3210950878984,1.178786690442311e-84,2.798551929454909e-97,9.495432025001774e-199,353.0,247.3686810975786,0.034818902421244,1.3271799882180345e-108,1.936871649564645e-102,6.604706231185169e-24,3.901494956773652e-120,2.966825766720337e-123,6.550798868213442e-124,7.958542785354665e-137,1.1765304909795122e-148,6.414875138260386e-07,8.979785927860661e-10,8.719941515046068e-23,0.00010491210124938668,1.9794524160728282e-20,3.426987559910345e-23,9.83286839243804e-131,2.1060361395681773e-16,1.6611564868500008e-19,0.11
182.3524,0.0,25.37901443227506,0.00800556772493785,13.092329710808508,0.0002902891914919969,1000.0,4.655873159870024e-95,3.593257310016941e-98,8.063350875310117e-99,6.867844629622237e-111,1.0350229705427776e-122,4.099035919725768e-90,0.0,570.4179361331561,1624.899842053387,1510.0,2.376599553942366e-208,4.541438162996857e-109,4.07964003132786e-131,1.0861500703012439e-203,1.7999168916480728e-211,10.0,82.66311780573702,0.0026221942629833937,637.3210751489977,1.5222802647768227e-83,4.550700201915037e-96,1.9193338981295517e-197,353.0,247.3655159212291,0.03798407877074271,2.1645768331164888e-107,3.154293826353517e-101,1.3501613766511893e-23,7.491663928520723e-119,5.696621043784183e-122,1.2577490245516916e-122,1.5695296604117114e-135,2.369532026297433e-147,8.32776063984599e-07,1.267364450783083e-09,1.6804090816901919e-22,0.00012485100204415422,3.523746504371905e-20,6.550041657846524e-23,1.9874865312828808e-129,3.520329803627017e-16,2.9871558721490417e-19,0.12
182.3524,0.0,25.378347463143015,0.008672536856981078,13.092305520637742,0.00031447936225943284,1000.0,3.844455737786397e-94,2.9992949315889525e-97,6.810159541841364e-98,1.454218103182618e-109,3.1640312827617665e-121,3.340121567802689e-89,0.0,570.417938981685,1624.89982891645,1510.0,1.330595426508659e-206,6.265886422828359e-108,2.2813519133549377e-129,6.062671142517747e-202,1.0107595720881421e-209,10.0,82.66289929297427,0.0028407070257379214,637.3210534770787,1.2237786568383505e-82,6.114861743501987e-95,1.068076997952493e-195,353.0,247.36235077515775,0.041149224842101144,2.960599308245454e-106,4.27654661540544e-100,2.5784383117203602e-23,2.007081661928936e-117,1.5335281973442498e-120,3.4037478423845386e-121,2.1065318309677504e-133,4.781218882930587e-145,1.0587388548569888e-06,1.740669541518732e-09,3.0544752918802655e-22,0.00014652292085051404,5.976203305604493e-20,1.1819301543027003e-22,1.108056134586289e-127,5.644909939227457e-16,5.113594689738546e-19,0.13
182.3524,0.0,25.377680518854678,0.009339481145321946,13.09228133055854,0.00033866944146078085,1000.0,2.753143115114493e-93,2.1582438063508228e-96,4.925781191907682e-97,1.330220638217563e-108,3.0221003475480897e-120,2.3776977423870272e-88,0.0,570.4179417917322,1624.8998157833312,1510.0,1.3262012480594135e-205,5.298771836012357e-107,2.273680687171377e-128,6.041725147324647e-201,1.0075740786587578e-208,10.0,82.66268078073865,0.0030592192613532604,637.3210300722702,8.657536309761118e-82,5.138456996419343e-94,1.0642227294038892e-194,353.0,247.35918565948924,0.044314340510611214,2.4984875074625055e-105,3.601455915027879e-99,4.776280248991451e-23,1.8911890253808722e-116,1.4457495077177372e-119,3.210783028123656e-120,2.1612880733114174e-132,4.938919966832357e-144,1.322260909077933e-06,2.3356716576225808e-09,5.377400461119783e-22,0.0001699277294226564,9.802880997396396e-20,2.0642949401867757e-22,1.1041614175508854e-126,8.766620375847872e-16,8.471648870413741e-19,0.14
182.3524,0.0,25.37701359940913,0.010006400590871488,13.092257140570904,0.0003628594290963924,1000.0,1.3156120431902258e-91,1.4489960901666757e-94,4.86539803240325e-95,3.3187647155924583e-107,1.2870892818050473e-118,7.501144281782977e-87,0.0,570.4179445604141,1624.899802654011,1510.0,5.789062785649311e-203,9.484205969331226e-105,2.4166380375241645e-126,1.6451176345821357e-198,7.044592702605513e-206,10.0,82.66246226903019,0.00327773096981038,637.3210049347002,1.825993256808468e-80,2.4131133533582842e-92,1.8107756568788044e-192,353.0,247.35602057434818,0.04747942565168296,2.8477346666514895e-103,2.630310948389813e-97,8.5904154503581e-23,4.784010785881621e-115,5.193854969814012e-118,1.7250381069701934e-118,2.1972657501597694e-130,8.815307565210558e-142,1.6262265368010277e-06,3.071602501629754e-09,9.17804856032569e-22,0.00019506529945387857,1.5583219221760238e-19,3.4928967017165723e-22,7.453401049602395e-125,1.3225929165505904e-15,1.3607759576830997e-18,0.15
182.3524,0.0,25.376346704805457,0.010673295194540711,13.092232950674834,0.0003870493251666195,1000.0,7.979475878807753e-91,8.89671867439924e-94,3.016081782622932e-94,1.9292543071742244e-106,7.753143712650391e-118,4.4496299814045564e-86,0.0,570.417947284847,1624.8997895284672,1510.0,3.6443877427928915e-202,5.931486467116303e-104,1.4992056752496812e-125,1.0327250288923222e-197,4.442584663298684e-205,10.0,82.66224375784891,0.003496242151090252,637.3209780644971,1.0476934670888059e-79,1.4612469417403748e-91,1.1315787967863535e-191,353.0,247.35285551985905,0.050644480140820576,1.7695131296515359e-102,1.6180500395578862e-96,1.530754439345164e-22,2.7836656842576766e-114,3.099900806513612e-117,1.0499392198253302e-117,1.3618298162860229e-129,5.51171234119433e-141,1.9735194510740783e-06,3.9687481720605395e-09,1.5420055108372732e-21,0.00022193550259155768,2.422076161006089e-19,5.80796956615567e-22,4.5719941927420295e-124,1.949834585520559e-15,2.1402250018832068e-18,0.16
182.3524,0.0,25.37567983504276,0.011340164957240582,13.09220876087033,0.00041123912967181347,1000.0,2.136583492471355e-90,2.3869259950378534e-93,8.104380944985705e-94,5.129004149265991e-106,2.073613633566312e-117,1.1870527676422073e-85,0.0,570.4179499621482,1624.8997764066771,1510.0,9.816547292948549e-202,1.596057718816154e-103,4.028905580170994e-125,2.780517590047207e-197,1.1969876577584835e-204,10.0,82.66202524719483,0.003714752805173848,637.3209494617893,2.779102883160573e-79,3.9115684185822846e-91,3.044492739512853e-191,353.0,247.3496904961462,0.05380950385366325,4.756562771876676e-102,4.342415827142614e-96,2.5804708452475237e-22,7.401684704160271e-114,8.278119246703855e-117,2.8128907725663304e-117,3.659174277697977e-129,1.4830397507858999e-140,2.3670225549070154e-06,5.049121176714998e-09,2.4823506511663333e-21,0.00025053821041345594,3.649857049124981e-19,9.26952873333117e-22,1.2264335264493177e-123,2.8033599436827055e-15,3.259505081500905e-18,0.17
182.3524,0.0,25.375012990120123,0.012007009879882033,13.092184571157388,0.000435428842612326,1000.0,1.5142621845930457e-89,1.7143613149962706e-92,5.909455588678886e-93,2.640611061374559e-104,1.6950249412132213e-115,8.271300916232857e-85,0.0,570.4179525894359,1624.8997632886164,1510.0,1.1373515640738035e-199,2.2959911728606195e-102,4.634408996043668e-123,3.2186467988841654e-195,1.3881857466531502e-202,10.0,82.66180673706796,0.003933262932042138,637.3209191267052,1.9046979055414472e-78,5.488581008133713e-90,3.5215397364119954e-189,353.0,247.3465255033339,0.05697449666595184,6.784235491240881e-101,6.14227231765309e-95,4.2086643759349064e-22,3.6880394708266217e-112,4.124300881409783e-115,1.4023774302860693e-115,9.476942252081987e-128,6.002621080223528e-139,2.8096181189423246e-06,6.335874810799194e-09,3.8804253325596416e-21,0.0002808732944462943,5.364245241626119e-19,1.4369771932171435e-21,1.410229059645423e-121,3.945415770778255e-15,4.840054271734894e-18,0.18
182.3524,0.0,25.374346170036624,0.012673829963375979,13.092160381536011,0.000459618463988509,1000.0,7.114603148338697e-89,8.080491955083868e-92,2.795455702693541e-92,1.511257327610905e-103,9.802929936989166e-115,3.870450852551779e-84,0.0,570.4179551638288,1624.8997501742595,1510.0,6.612016500010107e-199,1.216921345329089e-101,2.694002561561932e-122,1.871149006371368e-194,8.0703360304157935e-202,10.0,82.66158822746833,0.0041517725316760935,637.3208870593736,8.878463401003088e-78,2.9014575958415545e-89,2.0472206882430212e-188,353.0,247.34336054154633,0.06013945845352612,3.592487760726872e-100,3.249691284987692e-94,6.792760341864029e-22,2.1087105274717472e-111,2.358054411857427e-114,8.017974561356108e-115,5.27003560949961e-127,3.40829128175697e-138,3.304187797221717e-06,7.853225888429545e-09,5.984295257854339e-21,0.0003129406261667748,7.751964203846236e-19,2.1953288052326603e-21,8.197741442324157e-121,5.4623271218073934e-15,7.07309710366399e-18,0.19
182.3524,0.0,25.37367937479137,0.013340625208633286,13.0921361920062,0.0004838079938007138,1000.0,1.790975510563366e-88,2.0355105430227564e-91,7.047326352036873e-92,3.9525063941669603e-103,2.568414163793737e-114,9.734745249612634e-84,0.0,570.4179576824461,1624.899737063579,1510.0,1.7339027307502662e-198,3.139010252139797e-101,7.064526306870212e-122,4.906801861314106e-194,2.116329122277182e-201,10.0,82.66136971839595,0.004370281604056686,637.3208532599227,2.2312430980232115e-77,7.480613411389909e-89,5.36851759598952e-188,353.0,247.3401956109075,0.06330438909236037,9.265130280530092e-100,8.379690327372681e-94,1.0536973229887151e-21,5.514170606768659e-111,6.166133061825827e-114,2.096632420109652e-114,1.3713904772231093e-126,8.901720239306902e-138,3.853612432510669e-06,9.62718737928522e-09,8.942867731866238e-21,0.00034674007698348074,1.0948701549771265e-18,3.2542226588446277e-21,2.1497086518995775e-120,7.424614477371421e-15,1.0091565307417187e-17,0.2
182.3524,0.0,25.37301260438344,0.014007395616564793,13.092112002567951,0.0005079974320492922,1000.0,5.960520478522998e-87,8.738551823060329e-90,4.053888535264655e-90,5.405358543976013e-100,7.428694782946087e-111,2.3240640167624735e-82,0.0,570.4179601424078,1624.8997239565474,1510.0,8.173004314607484e-194,6.8241326151946505e-99,1.080317197886697e-117,1.5887540867867758e-189,1.448672824404126e-196,10.0,82.66115120985084,0.004588790149164888,637.3208177284814,3.852953607669948e-76,5.521130009153378e-87,1.1938924808150515e-183,353.0,247.33703071154133,0.06646928845852576,1.4018760404198656e-97,8.860872869702975e-92,1.6095353959011786e-21,7.05674235083393e-108,1.0462256002062223e-110,4.900525756143792e-111,1.1253258407781714e-122,1.5474780612105296e-133,4.4607722587700475e-06,1.1684715590916398e-08,1.3145959767104724e-20,0.00038227151825577564,1.52093639510082e-18,4.742337506020646e-21,2.2816864661917034e-116,9.94367582069727e-15,1.4165216148344906e-17,0.21
182.3524,0.0,25.372345858811922,0.01467414118808132,13.092087813221266,0.0005321867787345959,1000.0,3.318383291078475e-86,4.9129487662801784e-89,2.2986306711794876e-89,3.1381415139130887e-99,4.31516896266297e-110,1.2715147302777892e-81,0.0,570.4179625408348,1624.899710853135,1510.0,4.749707714820675e-193,3.940201478333462e-98,6.277825448465416e-117,9.232852168539264e-189,8.418981185750236e-196,10.0,82.66093270183302,0.0048072981669816705,637.3207804651785,2.0578377065767544e-75,3.1473600701470406e-86,6.938023153239538e-183,353.0,247.33386584357166,0.06963415642819228,8.07123631665336e-97,5.080923288896238e-91,2.4756172142144687e-21,4.0965795107164545e-107,6.075202424147559e-110,2.846279565360687e-110,6.538853934310383e-122,8.992642724487862e-133,5.128546886857648e-06,1.4053690249529714e-08,1.9311617512337742e-20,0.00041953482129253447,2.0940575547426068e-18,6.891125327978331e-21,1.3258553919903167e-115,1.3181195817634985e-14,1.974147343972578e-17,0.22
182.3524,0.0,25.37167913807591,0.015340861924093634,13.092063623966144,0.0005563760338569764,1000.0,8.492228741645115e-86,1.2593995028369458e-88,5.9008357845714314e-89,8.08748866593582e-99,1.1121870287942158e-109,3.2441861927909423e-81,0.0,570.4179648748485,1624.899697753311,1510.0,1.224276826514021e-192,1.0145406422518094e-97,1.6181453360917417e-116,2.3798394040775082e-188,2.170066032492955e-195,10.0,82.66071419434252,0.005025805657488007,637.3207414701424,5.228055499848833e-75,8.0867909315875e-86,1.7883235433434665e-182,353.0,247.3307010071222,0.07279899287766763,2.0772389161480553e-96,1.306762963197626e-90,3.703208618399563e-21,1.0557412459292056e-106,1.5657276916864834e-109,7.335831142220795e-110,1.6854049663055794e-121,2.31790926782419e-132,5.859815107630472e-06,1.6764025961161354e-08,2.7763495802592553e-20,0.0004585298573335333,2.8378387367343594e-18,9.809459702250016e-21,3.4174450664145953e-115,1.7246811910281053e-14,2.706341008394986e-17,0.23
182.3524,0.0,25.37101244217449,0.016007557825512476,13.092039434802585,0.0005805651974167853,1000.0,1.6961000166581627e-85,2.517064256727022e-88,1.1800544249420743e-88,1.6199497257638798e-98,2.2278282181828376e-109,6.471283466159788e-81,0.0,570.417967141571,1624.8996846570433,1510.0,2.4524321425225338e-192,2.0314050484549227e-97,3.241403219311233e-116,4.7672136878674516e-188,4.34700954914648e-195,10.0,82.66049568737934,0.005244312620664868,637.3207007435021,1.0409965874754435e-74,1.617792387894638e-85,3.582304320390437e-182,353.0,247.3275362023165,0.07596379768336686,4.158427213953619e-96,2.6152837823369163e-90,5.377123606278556e-21,2.1146731643044553e-106,3.136245056712637e-109,1.4694330435468849e-109,3.3761168778571594e-121,4.643145543755852e-132,6.657455045719815e-06,1.9846800652110822e-08,3.900010693605985e-20,0.000499256497563987,3.784193827393707e-18,1.366112573119325e-20,6.845668691053794e-115,2.2278625079272332e-14,3.647049860362483e-17,0.24
182.3524,0.0,25.370345771106752,0.016674228893248554,13.092015245730586,0.0006047542694143744,1000.0,2.9605909904016636e-85,4.3952816781219875e-88,2.0612751990967263e-88,2.832167369918058e-98,3.8950037401569917e-109,1.1288007960466737e-80,0.0,570.4179693381252,1624.8996715642977,1510.0,4.287761216163817e-192,3.550795665986607e-97,5.667162190024595e-116,8.334853882034119e-188,7.60018803560101e-195,10.0,82.66027718094351,0.005462819056493228,637.3206582853867,1.814046017059959e-74,2.826460405624803e-85,6.263189130911093e-182,353.0,247.32437142927805,0.07912857072182175,7.267949525832074e-96,4.570201504560111e-90,7.584136824423448e-21,3.6970854314114834e-106,5.483156126633302e-109,2.5690592137828665e-109,5.902673724128588e-121,8.117925529100656e-132,7.524344111922295e-06,2.3334515536720188e-08,5.3532289203083166e-20,0.000541714613110056,4.966040317509831e-18,1.8614053672271052e-20,1.1968722592972609e-114,2.8419925033661933e-14,4.831222377935065e-17,0.25
182.3524,0.0,25.369679124871787,0.017340875128212557,13.091991056750151,0.0006289432498500952,1000.0,1.8064352671373445e-84,2.708573908077636e-87,1.2847781227664115e-87,3.372461893529552e-97,7.409226934250538e-108,6.796324203370806e-80,0.0,570.4179714616346,1624.8996584750407,1510.0,1.7865796816522472e-190,4.552830271993144e-96,2.4299508003587245e-114,3.4653922072600922e-186,3.1735426214633314e-193,10.0,82.66005867503505,0.005681324964954061,637.3206140959247,1.0782133022614028e-73,3.5524235750075614e-84,2.5984263456292125e-180,353.0,247.32120668813025,0.08229331186964127,9.256223577252092e-95,5.78199711297321e-89,1.0647001303219022e-20,5.912645163364725e-105,8.805145491487824e-108,4.144688919500965e-108,1.0537273012434472e-118,2.4257569409194058e-129,8.463359192446748e-06,2.725989549683441e-08,7.297821505560556e-20,0.0005859040750582976,6.459047925312848e-18,2.5168686470746715e-20,5.1209700330433986e-113,3.594683063491787e-14,6.346629735172137e-17,0.26
182.3524,0.0,25.36901250346869,0.018007496531315132,13.091966867861277,0.0006531321387242995,1000.0,6.006547901734224e-84,9.023317282489276e-87,4.289318023160336e-87,1.2278250669882467e-96,2.7895396484451365e-107,2.2540419006728097e-79,0.0,570.4179735092232,1624.8996453892369,1510.0,6.928249600771834e-190,1.6683588162601367e-95,9.429717402743198e-114,1.3437873939516033e-185,1.2307452326873163e-192,10.0,82.65984016965398,0.005899830346028338,637.3205681752453,3.5670348883204476e-73,1.2995749872116417e-83,1.0075474549691947e-179,353.0,247.31804197899635,0.08545802100355451,3.3899668301398196e-94,2.116394215478246e-88,1.4879336306780912e-20,2.2027978577097228e-104,3.2813109369117954e-107,1.5450243545550223e-107,4.162962013501982e-118,9.60507606855014e-129,9.477376442277192e-06,3.1657176285489775e-08,9.891334296377233e-20,0.0006318247544345401,8.337536982836001e-18,3.381267427694971e-20,1.9871532929988986e-112,4.513318390251749e-14,8.279224490292762e-17,0.27
