T,C1,C2,C3,IC2,IC3,IIF,IM1,IM2,INA,O
0.77999997,0.0004219641,0.031696007,0.96259314,0.00016854863,0.0051170276,2.2912104e-06,5.1277413e-09,7.8121925e-15,-3.3860726e-06,1.0316739e-06
0.80000001,0.00042201302,0.031693857,0.96246004,0.00017286782,0.0052478048,2.3491962e-06,5.4142548e-09,8.4950535e-15,-3.3873023e-06,1.0320487e-06
0.81999999,0.000422043,0.031691317,0.96232742,0.00017718459,0.0053785634,2.4070794e-06,5.7079426e-09,9.2156414e-15,-3.3882343e-06,1.0323326e-06
0.83999997,0.00042205743,0.031688459,0.96219516,0.00018149921,0.005509302,2.4648743e-06,6.0087917e-09,9.9748912e-15,-3.3889207e-06,1.0325417e-06
0.86000001,0.00042205903,0.031685337,0.96206319,0.00018581192,0.0056400211,2.5225931e-06,6.3167924e-09,1.0773736e-14,-3.3894046e-06,1.0326892e-06
0.88,0.0004220501,0.031682003,0.96193147,0.0001901229,0.0057707201,2.5802458e-06,6.6319354e-09,1.1613111e-14,-3.3897215e-06,1.0327857e-06
0.89999998,0.00042203249,0.031678494,0.96179998,0.0001944323,0.0059013991,2.6378411e-06,6.9542123e-09,1.2493944e-14,-3.3899007e-06,1.0328403e-06
0.92000002,0.00042200778,0.03167484,0.96166861,0.00019874026,0.006032058,2.6953865e-06,7.2836164e-09,1.3417168e-14,-3.3899667e-06,1.0328604e-06
0.94,0.00042197725,0.031671073,0.96153742,0.00020304693,0.0061626965,2.7528883e-06,7.6201419e-09,1.438371e-14,-3.3899394e-06,1.0328521e-06
0.95999998,0.00042194192,0.031667206,0.96140635,0.00020735236,0.0062933145,2.810352e-06,7.9637834e-09,1.53945e-14,-3.3898352e-06,1.0328204e-06
0.98000002,0.00042190263,0.031663261,0.96127534,0.00021165668,0.006423912,2.8677821e-06,8.3145357e-09,1.6450467e-14,-3.3896681e-06,1.0327694e-06
1.0,0.00042186011,0.031659253,0.96114445,0.00021595991,0.006554489,2.9251823e-06,8.6723961e-09,1.7552537e-14,-3.3894491e-06,1.0327027e-06
1.02,0.00042181497,0.031655192,0.96101367,0.00022026215,0.0066850451,2.9825562e-06,9.0373584e-09,1.8701637e-14,-3.3891874e-06,1.032623e-06
1.04,0.00042176762,0.031651091,0.9608829,0.00022456342,0.0068155807,3.0399062e-06,9.4094217e-09,1.9898695e-14,-3.3888907e-06,1.0325326e-06
1.0599999,0.00042171852,0.031646952,0.96075225,0.00022886381,0.0069460953,3.0972349e-06,9.7885824e-09,2.1144634e-14,-3.3885653e-06,1.0324335e-06
1.08,0.00042166794,0.031642787,0.9606216,0.0002331633,0.0070765894,3.1545442e-06,1.0174836e-08,2.2440383e-14,-3.3882163e-06,1.0323271e-06
1.1,0.00042161616,0.031638596,0.960491,0.00023746194,0.0072070626,3.2118355e-06,1.0568183e-08,2.3786865e-14,-3.387848e-06,1.0322149e-06
1.12,0.0004215634,0.03163439,0.96036047,0.00024175977,0.0073375152,3.2691105e-06,1.0968618e-08,2.5185007e-14,-3.3874635e-06,1.0320978e-06
1.14,0.00042150985,0.031630166,0.96022993,0.00024605679,0.0074679465,3.3263702e-06,1.1376142e-08,2.663573e-14,-3.3870663e-06,1.0319767e-06
1.16,0.00042145562,0.03162593,0.96009946,0.00025035304,0.0075983573,3.3836159e-06,1.179075e-08,2.8139963e-14,-3.3866581e-06,1.0318523e-06
1.1799999,0.00042140088,0.031621683,0.95996904,0.0002546485,0.0077287471,3.4408479e-06,1.2212442e-08,2.9698629e-14,-3.3862414e-06,1.0317253e-06
1.2,0.0004213457,0.031617429,0.95983863,0.00025894324,0.0078591155,3.4980674e-06,1.2641214e-08,3.131265e-14,-3.3858173e-06,1.0315962e-06
1.22,0.00042129014,0.031613167,0.95970821,0.00026323722,0.0079894634,3.5552746e-06,1.3077068e-08,3.2982948e-14,-3.3853873e-06,1.0314651e-06
1.24,0.00042123432,0.031608902,0.95957786,0.00026753047,0.0081197908,3.61247e-06,1.3519999e-08,3.4710451e-14,-3.3849526e-06,1.0313327e-06
1.26,0.00042117824,0.031604629,0.95944756,0.00027182297,0.0082500968,3.6696542e-06,1.3970007e-08,3.6496081e-14,-3.384514e-06,1.0311991e-06
1.28,0.00042112195,0.031600356,0.95931727,0.00027611476,0.0083803823,3.7268278e-06,1.4427091e-08,3.834076e-14,-3.3840722e-06,1.0310645e-06
1.3,0.00042106552,0.031596079,0.95918697,0.00028040586,0.0085106464,3.7839905e-06,1.4891246e-08,4.0245412e-14,-3.3836277e-06,1.0309291e-06
1.3200001,0.00042100897,0.031591803,0.95905674,0.0002846962,0.00864089,3.8411426e-06,1.5362476e-08,4.2210959e-14,-3.3831811e-06,1.030793e-06
1.34,0.00042095233,0.031587522,0.9589265,0.00028898587,0.0087711122,3.8982848e-06,1.5840774e-08,4.4238325e-14,-3.3827328e-06,1.0306563e-06
1.36,0.00042089558,0.031583242,0.95879626,0.00029327482,0.0089013139,3.955417e-06,1.6326144e-08,4.6328426e-14,-3.382283e-06,1.0305193e-06
1.38,0.00042083877,0.031578962,0.95866609,0.00029756309,0.0090314951,4.0125396e-06,1.681858e-08,4.8482194e-14,-3.3818321e-06,1.0303819e-06
1.4,0.00042078193,0.031574678,0.95853591,0.00030185064,0.0091616549,4.0696518e-06,1.7318081e-08,5.0700543e-14,-3.3813803e-06,1.0302442e-06
1.42,0.000420725,0.031570397,0.95840579,0.00030613749,0.0092917932,4.1267549e-06,1.782465e-08,5.2984398e-14,-3.3809276e-06,1.0301064e-06
1.4400001,0.00042066808,0.031566113,0.95827568,0.00031042364,0.0094219111,4.183848e-06,1.833828e-08,5.533468e-14,-3.3804745e-06,1.0299683e-06
1.46,0.00042061112,0.031561829,0.95814556,0.00031470912,0.0095520085,4.240932e-06,1.8858975e-08,5.7752312e-14,-3.3800209e-06,1.0298301e-06
1.48,0.00042055416,0.031557549,0.9580155,0.00031899387,0.0096820844,4.2980064e-06,1.9386729e-08,6.0238212e-14,-3.3795668e-06,1.0296917e-06
1.5,0.00042049718,0.031553265,0.95788538,0.00032327796,0.0098121399,4.3550713e-06,1.9921542e-08,6.2793297e-14,-3.3791125e-06,1.0295533e-06
1.52,0.00042044016,0.031548984,0.95775539,0.00032756134,0.009942174,4.4121266e-06,2.0463414e-08,6.5418503e-14,-3.378658e-06,1.0294149e-06
1.54,0.00042038318,0.031544704,0.95762539,0.00033184403,0.010072188,4.4691728e-06,2.1012344e-08,6.8114737e-14,-3.3782032e-06,1.0292763e-06
1.5599999,0.00042032616,0.031540424,0.95749539,0.00033612605,0.010202181,4.52621e-06,2.1568329e-08,7.0882922e-14,-3.3777483e-06,1.0291377e-06
1.58,0.00042026915,0.031536143,0.95736539,0.00034040737,0.010332152,4.5832376e-06,2.2131367e-08,7.3723979e-14,-3.3772935e-06,1.0289991e-06
1.6,0.00042021213,0.031531863,0.95723546,0.00034468799,0.010462102,4.6402561e-06,2.2701458e-08,7.663883e-14,-3.3768383e-06,1.0288604e-06
1.62,0.00042015515,0.031527583,0.95710552,0.00034896791,0.010592032,4.697265e-06,2.3278602e-08,7.9628395e-14,-3.3763833e-06,1.0287218e-06
1.64,0.00042009813,0.031523302,0.95697558,0.00035324716,0.010721941,4.7542649e-06,2.3862796e-08,8.269359e-14,-3.3759284e-06,1.0285831e-06
1.66,0.00042004115,0.031519026,0.9568457,0.00035752571,0.010851829,4.8112556e-06,2.4454039e-08,8.5835344e-14,-3.3754732e-06,1.0284444e-06
1.6799999,0.00041998414,0.031514749,0.95671582,0.00036180357,0.010981697,4.8682373e-06,2.505233e-08,8.9054564e-14,-3.3750182e-06,1.0283059e-06
1.7,0.00041992715,0.031510472,0.956586,0.00036608076,0.011111544,4.9252094e-06,2.5657666e-08,9.2352178e-14,-3.374563e-06,1.0281672e-06
1.72,0.00041987019,0.031506196,0.95645618,0.00037035724,0.011241369,4.9821729e-06,2.6270047e-08,9.5729102e-14,-3.374108e-06,1.0280286e-06
1.74,0.00041981321,0.031501919,0.95632637,0.00037463303,0.011371173,5.0391268e-06,2.6889474e-08,9.918625e-14,-3.373653e-06,1.02789e-06
1.76,0.00041975625,0.031497642,0.95619661,0.00037890815,0.011500957,5.0960716e-06,2.7515942e-08,1.0272455e-13,-3.3731981e-06,1.0277513e-06
1.78,0.0004196993,0.031493369,0.95606685,0.00038318257,0.01163072,5.1530069e-06,2.8149449e-08,1.0634492e-13,-3.3727433e-06,1.0276127e-06
1.8,0.00041964234,0.031489097,0.95593709,0.00038745633,0.011760462,5.2099335e-06,2.8789998e-08,1.1004827e-13,-3.3722886e-06,1.0274741e-06
1.8200001,0.00041958541,0.031484824,0.95580733,0.00039172938,0.011890183,5.2668506e-06,2.9437585e-08,1.1383552e-13,-3.3718336e-06,1.0273357e-06
1.84,0.00041952846,0.031480551,0.95567763,0.00039600173,0.012019884,5.3237591e-06,3.009221e-08,1.177076e-13,-3.3713791e-06,1.0271971e-06
1.86,0.00041947156,0.031476278,0.95554799,0.00040027342,0.012149563,5.380658e-06,3.0753871e-08,1.2166541e-13,-3.3709243e-06,1.0270586e-06
1.88,0.00041941463,0.031472009,0.95541829,0.00040454441,0.012279222,5.4375478e-06,3.1422562e-08,1.2570988e-13,-3.3704698e-06,1.02692e-06
1.9,0.00041935773,0.031467736,0.95528865,0.00040881473,0.01240886,5.4944285e-06,3.2098292e-08,1.2984192e-13,-3.3700153e-06,1.0267815e-06
1.92,0.00041930084,0.031463467,0.95515907,0.00041308434,0.012538477,5.5512996e-06,3.2781053e-08,1.3406247e-13,-3.3695608e-06,1.0266431e-06
1.9400001,0.00041924394,0.031459197,0.95502949,0.00041735327,0.012668073,5.6081622e-06,3.347084e-08,1.3837241e-13,-3.3691065e-06,1.0265047e-06
1.96,0.00041918707,0.031454932,0.95489991,0.00042162152,0.012797648,5.6650156e-06,3.4167662e-08,1.4277268e-13,-3.3686522e-06,1.0263662e-06
1.98,0.0004191302,0.031450663,0.95477033,0.0004258891,0.012927203,5.7218595e-06,3.4871508e-08,1.472642e-13,-3.3681979e-06,1.0262279e-06
2.0,0.00041907333,0.031446397,0.95464081,0.00043015595,0.013056736,5.7786947e-06,3.5582385e-08,1.5184787e-13,-3.3677438e-06,1.0260894e-06
2.02,0.00041901646,0.031442128,0.95451128,0.00043442214,0.013186249,5.8355204e-06,3.6300282e-08,1.5652461e-13,-3.3672895e-06,1.0259511e-06
2.04,0.00041895962,0.031437863,0.95438176,0.00043868765,0.013315741,5.892337e-06,3.7025206e-08,1.6129536e-13,-3.3668357e-06,1.0258128e-06
2.0599999,0.00041890281,0.031433601,0.9542523,0.00044295247,0.013445213,5.9491445e-06,3.7757154e-08,1.6616102e-13,-3.3663816e-06,1.0256745e-06
2.0799999,0.00041884597,0.031429335,0.95412284,0.00044721659,0.013574663,6.0059429e-06,3.8496122e-08,1.7112249e-13,-3.3659278e-06,1.0255362e-06
2.0999999,0.00041878916,0.03142507,0.95399344,0.00045148004,0.013704092,6.0627322e-06,3.924211e-08,1.7618071e-13,-3.365474e-06,1.0253979e-06
2.1199999,0.00041873235,0.031420808,0.95386404,0.00045574282,0.013833501,6.1195124e-06,3.9995115e-08,1.8133658e-13,-3.3650203e-06,1.0252596e-06
2.1400001,0.00041867554,0.031416547,0.95373464,0.0004600049,0.013962889,6.1762835e-06,4.075514e-08,1.8659102e-13,-3.3645665e-06,1.0251215e-06
2.1600001,0.00041861876,0.031412285,0.95360529,0.00046426628,0.014092256,6.2330455e-06,4.1522181e-08,1.9194496e-13,-3.3641129e-06,1.0249832e-06
2.1800001,0.00041856198,0.031408023,0.95347595,0.000468527,0.014221603,6.289798e-06,4.2296236e-08,1.9739929e-13,-3.3636595e-06,1.0248451e-06
2.2,0.00041850519,0.031403765,0.95334661,0.00047278701,0.014350928,6.3465418e-06,4.3077307e-08,2.0295494e-13,-3.3632061e-06,1.0247069e-06
2.22,0.00041844844,0.031399503,0.95321727,0.00047704636,0.014480233,6.4032765e-06,4.3865388e-08,2.0861282e-13,-3.3627528e-06,1.0245687e-06
2.24,0.00041839169,0.031395245,0.95308799,0.000481305,0.014609518,6.4600017e-06,4.4660482e-08,2.1437385e-13,-3.3622994e-06,1.0244306e-06
2.26,0.00041833494,0.031390987,0.95295876,0.00048556295,0.01473878,6.5167183e-06,4.5462585e-08,2.2023895e-13,-3.3618462e-06,1.0242926e-06
2.28,0.00041827821,0.031386729,0.95282948,0.00048982026,0.014868023,6.5734253e-06,4.6271694e-08,2.2620901e-13,-3.3613931e-06,1.0241545e-06
2.3,0.00041822149,0.031382475,0.95270026,0.00049407687,0.014997245,6.6301232e-06,4.7087813e-08,2.3228498e-13,-3.3609399e-06,1.0240165e-06
2.3199999,0.00041816477,0.031378217,0.95257109,0.00049833278,0.015126446,6.6868124e-06,4.7910937e-08,2.3846772e-13,-3.360487e-06,1.0238784e-06
2.3399999,0.00041810807,0.031373963,0.95244187,0.00050258799,0.015255626,6.7434921e-06,4.8741065e-08,2.4475821e-13,-3.360034e-06,1.0237404e-06
2.3599999,0.00041805138,0.031369708,0.95231277,0.00050684251,0.015384786,6.8001627e-06,4.9578194e-08,2.511573e-13,-3.3595811e-06,1.0236024e-06
2.3800001,0.00041799468,0.031365454,0.9521836,0.00051109638,0.015513924,6.8568247e-06,5.0422329e-08,2.5766596e-13,-3.3591282e-06,1.0234645e-06
2.4000001,0.00041793799,0.0313612,0.9520545,0.00051534956,0.015643042,6.9134771e-06,5.1273464e-08,2.6428507e-13,-3.3586755e-06,1.0233266e-06
2.4200001,0.00041788133,0.031356949,0.9519254,0.00051960209,0.01577214,6.9701205e-06,5.2131597e-08,2.7101555e-13,-3.358223e-06,1.0231887e-06
2.4400001,0.00041782466,0.031352699,0.95179629,0.00052385387,0.015901215,7.0267547e-06,5.2996729e-08,2.778583e-13,-3.3577703e-06,1.0230508e-06
2.46,0.00041776802,0.031348445,0.95166725,0.00052810501,0.016030271,7.0833803e-06,5.3868856e-08,2.8481427e-13,-3.3573178e-06,1.0229129e-06
2.48,0.00041771136,0.031344194,0.95153821,0.00053235545,0.016159305,7.1399963e-06,5.4747979e-08,2.9188436e-13,-3.3568654e-06,1.022775e-06
2.5,0.00041765472,0.031339947,0.95140922,0.00053660525,0.01628832,7.1966033e-06,5.5634096e-08,2.9906944e-13,-3.3564131e-06,1.0226372e-06
2.52,0.00041759812,0.031335697,0.95128018,0.00054085429,0.016417313,7.2532011e-06,5.6527206e-08,3.0637046e-13,-3.3559609e-06,1.0224994e-06
2.54,0.00041754151,0.03133145,0.95115125,0.0005451027,0.016546287,7.3097899e-06,5.7427307e-08,3.1378833e-13,-3.3555086e-06,1.0223616e-06
2.5599999,0.0004174849,0.031327199,0.95102227,0.0005493504,0.016675238,7.3663696e-06,5.83344e-08,3.2132397e-13,-3.3550564e-06,1.0222238e-06
2.5799999,0.00041742829,0.031322952,0.95089334,0.00055359746,0.01680417,7.4229406e-06,5.9248482e-08,3.2897827e-13,-3.3546044e-06,1.0220862e-06
2.5999999,0.00041737169,0.031318706,0.95076442,0.00055784377,0.01693308,7.4795021e-06,6.0169548e-08,3.3675214e-13,-3.3541523e-06,1.0219484e-06
2.6199999,0.00041731511,0.031314462,0.95063555,0.00056208944,0.017061969,7.5360545e-06,6.1097602e-08,3.4464651e-13,-3.3537003e-06,1.0218107e-06
2.6400001,0.00041725856,0.031310216,0.95050669,0.00056633446,0.017190838,7.5925977e-06,6.203264e-08,3.5266232e-13,-3.3532485e-06,1.021673e-06
2.6600001,0.00041720198,0.031305972,0.95037782,0.00057057873,0.017319687,7.6491324e-06,6.2974664e-08,3.6080039e-13,-3.3527967e-06,1.0215355e-06
2.6800001,0.00041714543,0.031301729,0.95024902,0.00057482236,0.017448515,7.7056575e-06,6.3923672e-08,3.6906171e-13,-3.3523452e-06,1.0213978e-06
2.7,0.00041708889,0.031297486,0.95012021,0.00057906529,0.017577322,7.7621735e-06,6.4879657e-08,3.7744718e-13,-3.3518934e-06,1.0212602e-06
2.72,0.00041703237,0.031293243,0.94999141,0.00058330753,0.017706109,7.8186804e-06,6.5842627e-08,3.8595768e-13,-3.3514418e-06,1.0211226e-06
2.74,0.00041697585,0.031289,0.94986266,0.00058754912,0.017834874,7.8751782e-06,6.6812568e-08,3.9459413e-13,-3.3509905e-06,1.020985e-06
2.76,0.00041691933,0.031284761,0.94973391,0.00059179001,0.017963618,7.9316669e-06,6.7789493e-08,4.0335747e-13,-3.3505389e-06,1.0208475e-06
2.78,0.00041686281,0.031280521,0.94960517,0.00059603021,0.018092344,7.9881465e-06,6.8773389e-08,4.1224858e-13,-3.3500876e-06,1.02071e-06
2.8,0.00041680632,0.031276282,0.94947648,0.00060026976,0.018221047,8.044618e-06,6.9764262e-08,4.2126835e-13,-3.3496365e-06,1.0205725e-06
2.8199999,0.00041674983,0.031272043,0.94934779,0.00060450862,0.018349729,8.1010794e-06,7.0762106e-08,4.3041775e-13,-3.3491851e-06,1.020435e-06
2.8399999,0.00041669334,0.031267803,0.94921911,0.00060874678,0.018478392,8.1575317e-06,7.1766927e-08,4.3969765e-13,-3.348734e-06,1.0202975e-06
2.8599999,0.00041663687,0.031263564,0.94909048,0.00061298424,0.018607033,8.213975e-06,7.2778718e-08,4.4910898e-13,-3.3482831e-06,1.0201602e-06
2.8800001,0.00041658041,0.031259328,0.94896185,0.00061722106,0.018735653,8.27041e-06,7.3797473e-08,4.5865259e-13,-3.347832e-06,1.0200228e-06
2.9000001,0.00041652395,0.031255092,0.94883323,0.00062145718,0.018864254,8.3268351e-06,7.4823198e-08,4.6832948e-13,-3.3473812e-06,1.0198854e-06
2.9200001,0.00041646752,0.031250857,0.94870466,0.0006256926,0.018992834,8.383251e-06,7.5855894e-08,4.7814053e-13,-3.3469303e-06,1.019748e-06
2.9400001,0.00041641109,0.031246623,0.94857609,0.00062992738,0.019121392,8.4396588e-06,7.6895553e-08,4.8808657e-13,-3.3464796e-06,1.0196106e-06
2.96,0.00041635465,0.031242387,0.94844759,0.00063416146,0.019249929,8.4960566e-06,7.7942175e-08,4.9816862e-13,-3.346029e-06,1.0194733e-06
2.98,0.00041629825,0.031238155,0.94831908,0.00063839485,0.019378448,8.5524462e-06,7.8995761e-08,5.0838749e-13,-3.3455783e-06,1.0193361e-06
3.0,0.00041624182,0.031233922,0.94819057,0.00064262759,0.019506944,8.6088257e-06,8.005631e-08,5.1874417e-13,-3.3451277e-06,1.0191987e-06
3.02,0.00041618544,0.03122969,0.94806206,0.00064685958,0.01963542,8.6651971e-06,8.1123815e-08,5.2923958e-13,-3.3446772e-06,1.0190615e-06
3.04,0.00041612904,0.031225458,0.94793361,0.00065109099,0.019763876,8.7215585e-06,8.2198284e-08,5.3987451e-13,-3.3442268e-06,1.0189243e-06
3.0599999,0.00041607267,0.031221228,0.94780517,0.00065532164,0.019892311,8.7779117e-06,8.3279708e-08,5.5064997e-13,-3.3437766e-06,1.0187871e-06
3.0799999,0.00041601629,0.031216998,0.94767678,0.00065955165,0.020020725,8.8342549e-06,8.4368089e-08,5.6156685e-13,-3.3433262e-06,1.0186499e-06
3.0999999,0.00041595992,0.031212768,0.94754839,0.00066378096,0.020149117,8.8905899e-06,8.5463419e-08,5.7262604e-13,-3.342876e-06,1.0185128e-06
3.1199999,0.00041590357,0.031208539,0.94742,0.00066800963,0.020277491,8.9469158e-06,8.6565713e-08,5.8382845e-13,-3.342426e-06,1.0183757e-06
3.1400001,0.00041584723,0.031204311,0.94729167,0.00067223754,0.020405844,9.0032327e-06,8.7674955e-08,5.9517501e-13,-3.341976e-06,1.0182385e-06
3.1600001,0.00041579088,0.031200085,0.94716334,0.00067646481,0.020534175,9.0595395e-06,8.8791147e-08,6.0666657e-13,-3.3415261e-06,1.0181014e-06
3.1800001,0.00041573457,0.031195857,0.94703501,0.00068069145,0.020662487,9.1158381e-06,8.9914295e-08,6.1830407e-13,-3.3410761e-06,1.0179643e-06
3.2,0.00041567825,0.031191632,0.94690675,0.00068491738,0.020790776,9.1721276e-06,9.1044384e-08,6.3008843e-13,-3.3406263e-06,1.0178272e-06
3.22,0.00041562194,0.031187406,0.94677842,0.00068914262,0.020919045,9.2284081e-06,9.2181423e-08,6.4202056e-13,-3.3401766e-06,1.0176902e-06
3.24,0.00041556565,0.031183181,0.94665021,0.00069336715,0.021047296,9.2846794e-06,9.3325411e-08,6.5410134e-13,-3.3397268e-06,1.0175532e-06
3.26,0.00041550936,0.031178957,0.94652194,0.00069759105,0.021175524,9.3409417e-06,9.4476341e-08,6.6633168e-13,-3.3392773e-06,1.0174163e-06
3.28,0.00041545308,0.031174734,0.94639373,0.00070181425,0.021303732,9.3971958e-06,9.5634213e-08,6.7871251e-13,-3.3388278e-06,1.0172793e-06
3.3,0.00041539682,0.031170512,0.94626558,0.00070603675,0.021431919,9.4534398e-06,9.6799027e-08,6.9124475e-13,-3.3383783e-06,1.0171424e-06
3.3199999,0.00041534053,0.031166289,0.94613743,0.00071025861,0.021560086,9.5096748e-06,9.7970791e-08,7.0392921e-13,-3.3379288e-06,1.0170054e-06
