data_generator_INA,data_generator_T
-3.9351579e-07,19.120001
-3.9154099e-07,19.139999
-3.8957612e-07,19.16
-3.876211e-07,19.18
-3.8567586e-07,19.200001
-3.8374043e-07,19.219999
-3.8181469e-07,19.24
-3.7989861e-07,19.26
-3.7799214e-07,19.280001
-3.7609524e-07,19.299999
-3.7420787e-07,19.32
-3.7232996e-07,19.34
-3.7046146e-07,19.360001
-3.6860237e-07,19.379999
-3.667526e-07,19.4
-3.649121e-07,19.42
-3.6308086e-07,19.440001
-3.612588e-07,19.459999
-3.5944586e-07,19.48
-3.5764205e-07,19.5
-3.5584728e-07,19.52
-3.5406151e-07,19.540001
-3.522847e-07,19.559999
-3.5051681e-07,19.58
-3.4875779e-07,19.6
-3.4700761e-07,19.620001
-3.4526622e-07,19.639999
-3.4353354e-07,19.66
-3.4180957e-07,19.68
-3.4009426e-07,19.700001
-3.3838754e-07,19.719999
-3.366894e-07,19.74
-3.3499978e-07,19.76
-3.3331864e-07,19.780001
-3.3164594e-07,19.799999
-3.2998162e-07,19.82
-3.2832565e-07,19.84
-3.2667799e-07,19.860001
-3.2503863e-07,19.879999
-3.2340745e-07,19.9
-3.2178448e-07,19.92
-3.2016968e-07,19.940001
-3.1856294e-07,19.959999
-3.1696428e-07,19.98
-1.1658824e-06,20.0
