data_gen_FeOutside,data_gen_time
2.573919034470694e-07,1564.0
2.574835480055627e-07,1581.0
2.5756965667705325e-07,1598.0
2.5765055792497114e-07,1615.0
2.5772659469767065e-07,1632.0
2.5779812846077976e-07,1649.0
2.5786554322954926e-07,1666.0
2.5792924960120224e-07,1683.0
2.5798968878728274e-07,1700.0
2.580473366460057e-07,1717.0
2.581027077146055e-07,1734.0
2.581563592416856e-07,1751.0
2.5820889521956766e-07,1768.0
2.5825380685487114e-07,1785.0
2.5829370962217717e-07,1802.0
2.5833087888247203e-07,1819.0
2.583655761616634e-07,1836.0
2.5839808695623e-07,1853.0
2.5842872365447895e-07,1870.0
2.58457828457803e-07,1887.0
2.5848577630193777e-07,1904.0
2.5851297777821883e-07,1921.0
2.585398820548393e-07,1938.0
2.5856697979810654e-07,1955.0
2.585948060937001e-07,1972.0
2.5862394336792854e-07,1989.0
2.5864423264429957e-07,2006.0
2.5866281087625685e-07,2023.0
2.586804085245864e-07,2040.0
2.586971758558995e-07,2057.0
2.58713272860446e-07,2074.0
2.5872887040005596e-07,2091.0
2.5874415135608124e-07,2108.0
2.587593117773379e-07,2125.0
2.5877456202804797e-07,2142.0
2.587901279357809e-07,2159.0
2.58806251939396e-07,2176.0
2.588231942369839e-07,2193.0
2.588405390453196e-07,2210.0
2.588536430981295e-07,2227.0
2.5886644181123765e-07,2244.0
2.588789589902085e-07,2261.0
2.588912151522955e-07,2278.0
2.5890322770903453e-07,2295.0
2.589150111488387e-07,2312.0
2.589265772195919e-07,2329.0
2.5893793511124257e-07,2346.0
2.589490916383983e-07,2363.0
2.5896005142291954e-07,2380.0
2.5897081707651354e-07,2397.0
2.589813893833286e-07,2414.0
2.5899169336483236e-07,2431.0
2.590015933643979e-07,2448.0
2.590112057051373e-07,2465.0
2.5902051206283746e-07,2482.0
2.5902949206438e-07,2499.0
2.590381234297367e-07,2516.0
2.59046382113965e-07,2533.0
2.590542424492035e-07,2550.0
2.5906167728666754e-07,2567.0
2.5906865813864453e-07,2584.0
2.590751553204897e-07,2601.0
2.5908113809262137e-07,2618.0
2.5908657480251664e-07,2635.0
2.59092045254064e-07,2652.0
2.59097732094205e-07,2669.0
2.591031292055248e-07,2686.0
2.5910823833622545e-07,2703.0
2.5911306179150944e-07,2720.0
2.59117602499481e-07,2737.0
2.591218640770475e-07,2754.0
2.591258508958206e-07,2771.0
2.5912956814801783e-07,2788.0
2.591330219123636e-07,2805.0
2.591362192199908e-07,2822.0
2.5913916812034197e-07,2839.0
2.591418777470705e-07,2856.0
2.5914435838394247e-07,2873.0
2.5914662153073725e-07,2890.0
2.5914867996914917e-07,2907.0
2.5915054782868914e-07,2924.0
2.5915224065258543e-07,2941.0
2.591537754636853e-07,2958.0
2.5915517083035625e-07,2975.0
2.591564469323873e-07,2992.0
2.591576256268906e-07,3009.0
2.5915873051420204e-07,3026.0
2.591589661141991e-07,3043.0
2.591589549323963e-07,3060.0
2.5915876535698883e-07,3077.0
2.5915841195174904e-07,3094.0
2.591579106333271e-07,3111.0
2.591572787281602e-07,3128.0
2.5915653502938106e-07,3145.0
2.5915569985372696e-07,3162.0
2.5915479509844833e-07,3179.0
2.591538442982182e-07,3196.0
2.591528726820402e-07,3213.0
2.5915190723015825e-07,3230.0
2.591509767309647e-07,3247.0
2.591501118379097e-07,3264.0
2.591493451264096e-07,3281.0
2.5914871115075643e-07,3298.0
2.59148246501026e-07,3315.0
2.5914798985998715e-07,3332.0
2.591479820600107e-07,3349.0
2.591482661399781e-07,3366.0
2.591488874021903e-07,3383.0
2.5914989346927645e-07,3400.0
2.5915041586646194e-07,3417.0
2.5914937983984583e-07,3434.0
2.591483523393995e-07,3451.0
2.59147342633969e-07,3468.0
2.5914636027898615e-07,3485.0
2.591454151266331e-07,3502.0
2.5914451733600696e-07,3519.0
2.591436773832843e-07,3536.0
2.5914290607188576e-07,3553.0
2.5914221454264077e-07,3570.0
2.591416142839519e-07,3587.0
2.5914111714195955e-07,3604.0
2.591407353307067e-07,3621.0
2.59140481442303e-07,3638.0
2.5914036845708994e-07,3655.0
2.591404097538051e-07,3672.0
2.5914061911974674e-07,3689.0
2.5914101076093844e-07,3706.0
2.591415993122937e-07,3723.0
2.5914239984778045e-07,3740.0
2.591434278905857e-07,3757.0
2.5914469942328013e-07,3774.0
2.591462308979825e-07,3791.0
2.5914710372113607e-07,3808.0
2.591477874228882e-07,3825.0
2.591485375666263e-07,3842.0
2.591493507900583e-07,3859.0
2.5915022320402054e-07,3876.0
2.5915115038079407e-07,3893.0
2.5915212734242014e-07,3910.0
2.591531485490156e-07,3927.0
2.591542078870893e-07,3944.0
2.591552986578572e-07,3961.0
2.591564135655584e-07,3978.0
2.591575447057707e-07,3995.0
2.591586835537265e-07,4012.0
2.5915982095262824e-07,4029.0
2.5916094710196444e-07,4046.0
2.591620515458252e-07,4063.0
2.591631231612179e-07,4080.0
2.5916415014638314e-07,4097.0
2.5916512000911015e-07,4114.0
2.591660195550527e-07,4131.0
2.5916683487604495e-07,4148.0
2.591675513384168e-07,4165.0
2.5916828150804546e-07,4182.0
2.5916951898022523e-07,4199.0
2.5917074831836964e-07,4216.0
2.591719644920575e-07,4233.0
2.591731623030282e-07,4250.0
2.591743363865086e-07,4267.0
2.5917548121254046e-07,4284.0
2.5917659108730754e-07,4301.0
2.591776601544628e-07,4318.0
2.5917868239645563e-07,4335.0
2.591796516358589e-07,4352.0
2.591805615366964e-07,4369.0
2.591814056057699e-07,4386.0
2.591821771939861e-07,4403.0
2.591828694976844e-07,4420.0
2.5918347555996356e-07,4437.0
2.5918398827200916e-07,4454.0
2.5918440037442064e-07,4471.0
2.591847044585387e-07,4488.0
2.5918489296777223e-07,4505.0
2.5918495819892575e-07,4522.0
2.5918489230352645e-07,4539.0
2.591846872891515e-07,4556.0
2.5918528900824813e-07,4573.0
2.591865205196471e-07,4590.0
2.5918779389483903e-07,4607.0
2.59189107676924e-07,4624.0
2.591904601590483e-07,4641.0
2.591918493844043e-07,4658.0
2.591932731462304e-07,4675.0
2.5919472898781123e-07,4692.0
2.5919621420247737e-07,4709.0
2.591977258336058e-07,4726.0
2.591992606746193e-07,4743.0
2.5920081526898694e-07,4760.0
2.592023859102239e-07,4777.0
2.592039686418914e-07,4794.0
2.5920555925759684e-07,4811.0
2.592071533009937e-07,4828.0
2.592087460657816e-07,4845.0
2.5921033259570624e-07,4862.0
2.5921190768455947e-07,4879.0
2.5921346587617927e-07,4896.0
2.592150014644497e-07,4913.0
2.592165084933009e-07,4930.0
2.592179807567092e-07,4947.0
2.5921941179869695e-07,4964.0
2.592207949133328e-07,4981.0
2.5922212314473124e-07,4998.0
2.5922338928705314e-07,5015.0
2.5922458588450534e-07,5032.0
2.5922570523134075e-07,5049.0
2.5922673937185853e-07,5066.0
2.59227680100404e-07,5083.0
2.5922851896136826e-07,5100.0
