data_gen_FeDuo,data_gen_time
4.413267279146328e-12,3655.0
4.408477488675388e-12,3672.0
4.384184685430019e-12,3689.0
4.338740481365716e-12,3706.0
4.270446730830372e-12,3723.0
4.17755435116044e-12,3740.0
4.058262143277082e-12,3757.0
3.910715612282326e-12,3774.0
3.733005788055224e-12,3791.0
3.6317168857744762e-12,3808.0
3.5523693871500818e-12,3825.0
3.465310304279804e-12,3842.0
3.370929754926651e-12,3859.0
3.269678995950342e-12,3876.0
3.162071779023076e-12,3893.0
3.048685706345307e-12,3910.0
2.9301635863615133e-12,3927.0
2.8072147894759738e-12,3944.0
2.680616603768533e-12,3961.0
2.5512155907103784e-12,3978.0
2.4199289408798103e-12,3995.0
2.287745829678013e-12,4012.0
2.1557287730448292e-12,4029.0
2.0250149831745273e-12,4046.0
1.896817724231578e-12,4063.0
1.772427668066423e-12,4080.0
1.6532142499312487e-12,4097.0
1.5406270241957563e-12,4114.0
1.4361970200629343e-12,4131.0
1.3415380972848322e-12,4148.0
1.258348301878329e-12,4165.0
1.173567694412864e-12,4182.0
1.0299283988431991e-12,4199.0
8.872328537398575e-13,4216.0
7.460649600429298e-13,4233.0
6.0702810376856e-13,4250.0
4.707450021019252e-13,4267.0
3.3785754949021747e-13,4284.0
2.0902666373562223e-13,4301.0
8.493213208830304e-14,4318.0
-3.372754266061988e-14,4335.0
-1.462352960860888e-13,4352.0
-2.518556560361257e-13,4369.0
-3.4983489653885254e-13,4386.0
-4.3940119170951063e-13,4403.0
-5.197647696574787e-13,4420.0
-5.901180663932922e-13,4437.0
-6.496358797356624e-13,4454.0
-6.974755232184957e-13,4471.0
-7.327769799979121e-13,4488.0
-7.546630567592641e-13,4505.0
-7.622395376241569e-13,4522.0
-7.545953380574656e-13,4539.0
-7.308026587743557e-13,4556.0
-8.00654594925126e-13,4573.0
-9.436121765913377e-13,4590.0
-1.0914295465830977e-12,4607.0
-1.2439375682404382e-12,4624.0
-1.4009380891378253e-12,4641.0
-1.5622039410841558e-12,4658.0
-1.7274789401227601e-12,4675.0
-1.896477886531412e-12,4692.0
-2.0688865648222915e-12,4709.0
-2.244361743742035e-12,4726.0
-2.4225311762717e-12,4743.0
-2.602993599626792e-12,4760.0
-2.7853187352572227e-12,4777.0
-2.9690472888473583e-12,4794.0
-3.1536909503159872e-12,4811.0
-3.3387323938163334e-12,4828.0
-3.523625277736053e-12,4845.0
-3.7077942446972374e-12,4862.0
-3.890634921556402e-12,4879.0
-4.071513919404507e-12,4896.0
-4.249768833566935e-12,4913.0
-4.424708243603506e-12,4930.0
-4.595611713308471e-12,4947.0
-4.761729790710515e-12,4964.0
-4.9222840080727514e-12,4981.0
-5.076466881892732e-12,4998.0
-5.223441912902439e-12,5015.0
-5.362343586068282e-12,5032.0
-5.492277370591112e-12,5049.0
-5.612319719906206e-12,5066.0
-5.721518071683277e-12,5083.0
-5.818890847826466e-12,5100.0
