Time,a_p,l,mu_c,Pancreatic_cancer_cells__C,helper_T_cells__H,NK_cells__N,Pancreatic_stellate_cells__P,CD8__T_cells__T,a_c,b_c,c_c,d_c,s,b_p,f_p,mu_p,lambda_p,a_t,b_t,c_t,d_t,e_t,p_t,g_t,f_t,h_t,a_n,b_n,c_n,p_n,g_n,f_n,h_n,a_h,b_h,c_h,p_h,g_h,f_h,h_h,tau1_alpha1,alpha2_tau2,beta2_tau2,gamma2_tau2,Pancreas,Logistic_growth_of_cancer_cells,Interaction_between_cancer_cells_and_NK_cells,Lysis_of_cancer_cells_by_CD8__T_cells,Basal_growth_of_stellate_cells,Death_of_stellate_cells,Production_of_CD8__T_cells,Death_of_CD8__T_cells,Inactivation_of_CD8__T_cells_by_cancer_cells,Self__regulation_of_CD8__T_cells,Recruitment_of_CD8__cells_by_debris_from_cancer_cells_lysed,Proliferation_of_CD8__T_cells_by_IL_2,Proliferation_of_CD8__T_cells_by_IFN_gamma,Production_of_NK_cells,Death_of_NK_cells,Inactivation_of_NK_cells_after_interaction_with_cancer_cells,Proliferation_of_NK_cells_by_IL_2,Proliferation_of_NK_cells_by_IFN_gamma,Production_of_helper_T_cells,Death_of_helper_T_cells,Inactivation_of_helper_T_cells,Proliferation_of_helper_T_cells_by_IL_2,Proliferation_of_helper_T_cells_by_IFN_gamma,Stellate_cells_promotes_cancer_growth_through_cytokines,TGF_beta__induced_growth_of_stellate_cells
594.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97468464834.61317,25380566.664135125,5273616.768876811,493798729.4939974,7240958.288634227,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,11064848.632649958,7710169.958827436,2853974.118900191,113838.40219688811,7406980.942409961,3500.0,144819.16577268453,2413716.602070289,15729.443081322213,2570056.6529424787,340.4618594003431,51.09329319570663,130000.0,79104.25153315216,51401.13305884958,247.9596345299877,37.21143487277846,9600.0,30456.679996962146,32208.658209630357,1193.3662057782237,179.08910428048173,975672.2297107802,7293143.236609912
595.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97469926191.46838,25328967.474325117,5273398.567435672,493798730.183378,7240649.484972535,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,11036683.54252212,7709966.537192251,2853907.881500391,113838.40117045007,7406980.95275067,3500.0,144812.9896994507,2413649.8524046973,15728.10148926991,2569988.84573075,339.7554634931317,51.02084044000817,130000.0,79100.97851153507,51399.77691461501,247.44547822423962,37.158714483293856,9600.0,30394.760969190138,32077.829665770983,1188.5197732471686,178.47918349034688,973188.699916189,7293143.233638122
596.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97471357481.1994,25277555.10977266,5273184.387855082,493798730.85857004,7240346.399613718,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,11009097.119985577,7709766.607993536,2853842.83888969,113838.40016513778,7406980.96287855,3500.0,144806.92799227434,2413584.261339266,15726.784795919795,2569922.2026645113,339.05189829672355,50.948698893882614,130000.0,79097.76581782622,51398.44405329023,246.93337557251374,37.10621961444894,9600.0,30333.066131727188,31947.739616379695,1183.7006921002712,177.8725040185978,970756.1956289519,7293143.230726099
597.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97472759316.63127,25226328.643139113,5272974.1505640205,493798731.5198748,7240049.012770537,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10982077.604401972,7709570.103911174,2853778.9920697934,113838.39918050263,7406980.972798122,3500.0,144800.98025541074,2413519.8376293955,15725.49291219589,2569856.701303725,338.35114851671324,50.87686683523608,130000.0,79094.6122584603,51397.134026074506,246.42331243826092,37.05394855900684,9600.0,30271.594371766932,31818.382840583046,1178.9087690167403,177.26904346297508,968373.6798247491,7293143.227871542
598.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97474132295.42244,25175287.15370232,5272767.777956122,493798732.16758734,7239757.320367172,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10955613.525054548,7709376.959273034,2853716.345993567,113838.39821610536,7406980.98251381,3500.0,144795.14640734345,2413456.594886202,15724.225817343018,2569792.319757678,337.6531997013951,50.805342687213034,130000.0,79091.51666934181,51395.84639515357,245.91527488092743,37.0018996514609,9600.0,30210.34458444278,31689.75416356845,1174.1438123809796,176.6687796971585,966040.1410438317,7293143.225072101
599.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97475477000.06482,25124429.727356616,5272565.194389669,493798732.8019966,7239471.334039219,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10929693.701260205,7709187.110056087,2853654.909565508,113838.39727151571,7406980.992029948,3500.0,144789.42668078438,2413394.551577088,15722.983558912676,2569729.0366853625,336.9580382341835,50.73412501742087,130000.0,79088.47791584504,51394.58073370725,245.40924915467795,36.950071267899894,9600.0,30149.315672827935,31561.848456244046,1169.4056322700021,176.07169086860986,963754.5934009032,7293143.222325335
600.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97476793997.88374,25073755.456612814,5272366.326187599,493798733.4233852,7239191.08113369,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10904307.242476713,7709000.493887517,2853594.6956421835,113838.39634631286,7406981.001350778,3500.0,144783.8216226738,2413333.731026292,15721.766252749669,2569666.8312958386,336.2656513261134,50.663212537163226,130000.0,79085.494892814,51393.336625916774,244.90522170713228,36.898461825874804,9600.0,30088.506547935376,31434.660634901044,1164.694040440938,175.47775539643496,961516.0765945724,7293143.219628757
601.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97478083976.8779,25023263.40713446,5272171.081535076,493798734.031941,7238914.357590104,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10879440.92985073,7708817.031395149,2853535.1352975518,113838.39544021715,7406981.010479115,3500.0,144778.2871518021,2413273.415645036,15720.564322957247,2569605.677131716,335.57592238964315,50.59258529470304,130000.0,79082.56622302614,51392.11354263433,244.4031779195025,36.84706738534032,9600.0,30027.91608856135,31308.18557714172,1160.0088472166494,174.8869410162121,959323.4250182695,7293143.2169941
602.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97479347432.53772,24972952.694889177,5271979.396826027,493798734.6279614,7238641.908717341,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10855085.25326669,7708636.669205774,2853476.428219838,113838.3945527857,7406981.0194194205,3500.0,144772.8381743468,2413213.866293783,15719.381004791707,2569545.556401924,334.8888727961374,50.522248089618586,130000.0,79079.6909523904,51390.9111280385,243.9031050121905,36.79588718003028,9600.0,29967.54323386701,31182.418315058632,1155.3498686419507,174.29923008928984,957175.8000933639,7293143.214414371
603.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97480584890.77812,24922822.431229874,5271791.203672196,493798735.21170795,7238373.741350999,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10831230.114246547,7708459.349340373,2853418.581470936,113838.39368362908,7406981.028175619,3500.0,144767.47482702,2413155.098400113,15718.2163258439,2569486.4497801242,334.2044894909294,50.45219953903816,130000.0,79076.86805508293,51389.72899560248,243.40498997184946,36.74491967945461,9600.0,29907.386917475847,31057.353896930752,1150.7169213602456,173.71460155382053,955072.3113607247,7293143.211887298
604.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97481796877.71577,24872871.730339997,5271606.433375675,493798735.783426,7238109.623808743,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10807865.408569427,7708285.013363809,2853361.539795017,113838.39283238209,7406981.0367513895,3500.0,144762.19247617488,2413097.0478735315,15717.069277881825,2569428.3377879364,333.52274847440054,50.382436282618755,130000.0,79074.09650063513,51388.56675575874,242.90881983210548,36.69416312277879,9600.0,29847.446076407992,30932.98740569733,1146.1098232978925,173.13303338174433,953012.0678547861,7293143.209412169
605.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97482983905.84235,24823099.71263972,5271425.018975084,493798736.34335345,7237849.314618734,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10784981.292887613,7708113.604284042,2853305.245237948,113838.39199869048,7406981.045150301,3500.0,144756.98629237467,2413039.647014624,15715.938810338062,2569371.2014280134,332.84362547593486,50.31295489931177,130000.0,79071.37528462625,51387.42402856027,242.4145818007597,36.64361576291922,9600.0,29787.71965516766,30809.31396718271,1141.528393968902,172.5545036949903,950994.2016131319,7293143.206988383
606.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97484146474.02449,24773505.50478595,5271246.895245563,493798736.89172137,7237592.562519625,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10762568.184811434,7707945.06655298,2853249.6371472976,113838.39118221014,7406981.053375821,3500.0,144751.8512503925,2412982.824515189,15714.823830311818,2569315.0221843263,332.1670959575681,50.24375190773037,130000.0,79068.70342868344,51386.30044368654,241.9222632586978,36.5932758664313,9600.0,29728.20660574314,30686.328749782995,1136.9724544633434,171.9789907645665,949017.8676839838,7293143.2046154
607.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97485285075.96748,24724088.23806642,5271071.997654918,493798737.4287587,7237339.266906482,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10740616.599813163,7707779.345210086,2853194.6941777165,113838.39038260024,7406981.06143138,3500.0,144746.78533812964,2412926.559160482,15713.723899291936,2569259.781736695,331.49314244500624,50.174825091483285,130000.0,79066.07996482376,51385.19563473391,241.43185169532325,36.543141861027856,9600.0,29668.905885679702,30564.026960184714,1132.4418272887576,171.4064737249261,947082.2297447817,7293143.202292665
608.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97486400357.19905,24674847.018613342,5270900.243002045,493798737.95479035,7237092.4537833445,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10719114.124626307,7707616.369982326,2853141.21342231,113838.389599377,7406981.069321855,3500.0,144741.8490756669,2412871.8759108284,15712.652155382348,2569205.4566607755,330.821890095548,50.10619803999655,130000.0,79063.50364503067,51384.10913321551,240.9433335321629,36.493215073804954,9600.0,29609.816422336007,30442.40376959859,1127.936333637522,170.83694580617436,945186.1932238615,7293143.200016982
609.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97487492691.4376,24625781.007783942,5270731.581665481,493798738.46997315,7236850.24494727,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10698053.584802607,7707456.098192144,2853088.7079114816,113838.38883230684,7406981.077049597,3500.0,144737.0048989454,2412818.157942573,15711.600440338005,2569152.032730715,330.1532399796606,50.037853833826404,130000.0,79060.97372498222,51383.0406546143,240.4566972993455,36.443492341830506,9600.0,29550.93720934073,30321.454512166612,1123.4558007367887,170.27037853541898,943329.1254958548,7293143.197789508
610.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97488562544.4084,24576889.353129417,5270565.952732199,493798738.9745226,7236612.754876544,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10677426.030630747,7707298.477910437,2853037.212229564,113838.38808106913,7406981.084617838,3500.0,144732.25509753087,2412765.4550589835,15710.569249212565,2569099.492636812,329.4871844049777,49.96979203516363,130000.0,79058.48929098298,51381.989852736246,239.97193090320292,36.393972357877686,9600.0,29492.267223755298,30201.17451379831,1119.000055507797,169.70675251615776,941510.2373969874,7293143.195609769
611.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97489610370.02231,24528171.208094154,5270403.296802381,493798739.4686481,7236380.122583745,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10657222.738791438,7707143.458472177,2852986.7672548383,113838.38734535179,7406981.092029721,3500.0,144727.6024516749,2412713.8249490177,15709.559183557541,2569047.8194907256,328.8237168419688,49.902012415313706,130000.0,79056.04945203572,51380.95638981452,239.48902240529983,36.34465385945444,9600.0,29433.80544971298,30081.55914067895,1114.5689263628567,169.14604863435844,939728.7597261764,7293143.193477326
612.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97490636610.3758,24479625.732015714,5270243.555989428,493798739.952553,7236152.511615737,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10637435.212425066,7706990.9904771,2852937.420159937,113838.38662485233,7406981.099288294,3500.0,144723.05023231474,2412663.3331877827,15708.570951408823,2568996.9968257,328.1628319131929,49.83451495360397,130000.0,79053.65333984142,51379.939936514005,239.0079600215022,36.29553562870472,9600.0,29375.550878418853,29962.603798978296,1110.1622431945696,168.58824805619957,937983.9432509966,7293143.19139185
613.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97491641695.75092,24431252.090124853,5270086.673919952,493798740.4264345,7235930.110053677,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10618055.181193188,7706841.025790335,2852889.224412237,113838.38591927677,7406981.106396518,3500.0,144718.60220107355,2412614.0532369823,15707.605367274426,2568947.008596778,327.5045253826669,49.76729983630343,130000.0,79051.30010879927,51378.94017193556,238.52873212105527,36.24661649231099,9600.0,29317.50250814982,29844.3039345615,1105.7798373651337,168.03333222583308,936275.0587131033,7293143.189353046
614.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97492626080.33008,24383049.44754672,5269932.591463848,493798740.89052284,7235712.407696314,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10599073.912668401,7706693.514121947,2852842.051247407,113838.38522828264,7406981.113357842,3500.0,144714.24815392628,2412565.826324128,15706.660214067117,2568897.838040649,326.84876141417055,49.70036150306507,130000.0,79048.98887195771,51377.95676081298,238.05132697424665,36.19789457275104,9600.0,29259.659337056062,29726.65501807542,1101.4215411538792,167.48127949380554,934601.3361082898,7293143.187358534
615.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97493590306.77557,24335016.95845388,5269781.239013383,493798741.3451511,7235496.889057183,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10580480.967039023,7706548.3968405435,2852795.248756776,113838.38455137388,7406981.120177266,3500.0,144709.93778114367,2412517.8272375003,15705.72456946685,2568849.4656135147,326.19541381382857,49.63367792707415,130000.0,79046.71858520074,51376.98931227029,237.57573229947326,36.14936593489577,9600.0,29202.020350144652,29609.652518411895,1097.0871867742248,166.9320590673592,932961.8548794147,7293143.185399887
616.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97494534700.36823,24287153.81743983,5269632.573050928,493798741.79042286,7235285.223579469,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10562270.095005222,7706405.636272566,2852749.2564430507,113838.38388839632,7406981.126856343,3500.0,144705.7044715894,2412470.6207368686,15704.805679964222,2568801.878757522,325.54454612817494,49.567261570654686,130000.0,79044.48859576392,51376.03757515045,237.10193741435006,36.101030997149124,9600.0,29144.584580927796,29493.292027599113,1092.7766110002865,166.38565984274942,931356.0639783432,7293143.183481251
617.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97495459665.90718,24239459.209650703,5269486.540652637,493798742.2265347,7235077.25679089,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10544433.512896629,7706265.1872636,2852704.037989233,113838.38323905715,7406981.133398021,3500.0,144701.5451358178,2412424.165412591,15703.902873519839,2568755.0624211994,324.8961392884421,49.50110987536402,130000.0,79042.29810978955,51375.101248424,236.62993114324001,36.05288830755288,9600.0,29087.35105158084,29377.569138816012,1088.4896506479417,165.8420623677665,929783.2770599335,7293143.181601302
618.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97496365598.19623,24191932.325820267,5269343.090190403,493798742.65367943,7234872.82193945,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10526963.628741162,7706127.00575299,2852659.5537672075,113838.38260306943,7406981.139805191,3500.0,144697.456438789,2412378.4155085767,15703.015424891428,2568709.001917663,324.2501738131464,49.4352201980031,130000.0,79040.14635285604,51374.18003835327,236.159702447585,36.00493642023121,9600.0,29030.31879098432,29262.47948285338,1084.2261439255396,165.3012473025781,928242.8246825305,7293143.179758654
619.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97497252882.04375,24144572.362269953,5269202.171331861,493798743.0720455,7234671.739993438,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10509853.042315315,7705991.048774348,2852615.76083766,113838.38198015247,7406981.146080682,3500.0,144693.43479986876,2412333.3209222876,15702.142555637904,2568663.682924782,323.6066298129283,49.369589811105804,130000.0,79038.0325699779,51373.273658495644,235.69124042512732,35.9571738953118,9600.0,28973.486834723943,29148.0187278445,1079.9859304239337,164.76319541913463,926734.0543123999,7293143.177951896
620.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97498121892.26266,24097378.520908855,5269063.735040383,493798743.4818176,7234473.81964143,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10493094.545190798,7705857.27445602,2852572.61295001,113838.38137003133,7406981.152227264,3500.0,144689.4763928286,2412288.8272047383,15701.283434123177,2568619.09148534,322.9654869953415,49.30421590342285,130000.0,79035.95602560574,51372.38182970681,235.22453430913856,35.909599298847525,9600.0,28916.854225090625,29034.18257899797,1075.768851106596,164.22788760057767,925256.3303278424,7293143.17617955
621.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97498973033.09946,24050349.998287275,5268927.728054672,493798743.88316023,7234279.75562729,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10476680.36038838,7705725.6370642865,2852530.2956963656,113838.38077246097,7406981.158247403,3500.0,144685.59511254582,2412245.1760826847,15700.441074803655,2568575.212354762,322.32676454867897,49.23910288263756,130000.0,79033.91592082007,51371.50424709524,234.75957311488042,35.862212030307326,9600.0,28860.41999794473,28920.96675200584,1071.5747473245283,163.6953087151417,923808.966973632,7293143.174443318
622.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,97499806715.37943,24003485.991941743,5268794.096088616,493798744.2762274,7234090.608036986,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,10460602.583119512,7705596.089876585,2852489.090218506,113838.38018721231,7406981.1641434105,3500.0,144681.8121607397,2412202.731274405,15699.620077586676,2568532.0299588614,321.690497686425,49.17425810812514,130000.0,79031.91144132924,51370.64059917724,234.29634584546238,35.81501184292367,9600.0,28804.183190330088,28808.366988267175,1067.4034613802273,163.16544533616306,922391.2672245922,7293143.172746205
