Time,a_p,l,mu_c,Pancreatic_cancer_cells__C,helper_T_cells__H,NK_cells__N,Pancreatic_stellate_cells__P,CD8__T_cells__T,a_c,b_c,c_c,d_c,s,b_p,f_p,mu_p,lambda_p,a_t,b_t,c_t,d_t,e_t,p_t,g_t,f_t,h_t,a_n,b_n,c_n,p_n,g_n,f_n,h_n,a_h,b_h,c_h,p_h,g_h,f_h,h_h,tau1_alpha1,alpha2_tau2,beta2_tau2,gamma2_tau2,Pancreas,Logistic_growth_of_cancer_cells,Interaction_between_cancer_cells_and_NK_cells,Lysis_of_cancer_cells_by_CD8__T_cells,Basal_growth_of_stellate_cells,Death_of_stellate_cells,Production_of_CD8__T_cells,Death_of_CD8__T_cells,Inactivation_of_CD8__T_cells_by_cancer_cells,Self__regulation_of_CD8__T_cells,Recruitment_of_CD8__cells_by_debris_from_cancer_cells_lysed,Proliferation_of_CD8__T_cells_by_IL_2,Proliferation_of_CD8__T_cells_by_IFN_gamma,Production_of_NK_cells,Death_of_NK_cells,Inactivation_of_NK_cells_after_interaction_with_cancer_cells,Proliferation_of_NK_cells_by_IL_2,Proliferation_of_NK_cells_by_IFN_gamma,Production_of_helper_T_cells,Death_of_helper_T_cells,Inactivation_of_helper_T_cells,Proliferation_of_helper_T_cells_by_IL_2,Proliferation_of_helper_T_cells_by_IFN_gamma,Stellate_cells_promotes_cancer_growth_through_cytokines,TGF_beta__induced_growth_of_stellate_cells
10.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1119512277.2254207,980666213.4262662,313177198.1438187,15770243.003558619,204242928.89109382,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,21581206.496636756,5259085.774035948,2896344.812328526,29885.96989116393,236553.64505337927,3500.0,4084858.5778218764,781991.4351907987,12514552.200603722,1753028.591345316,365875.92556351743,56849.22779504965,130000.0,4697657.97215728,35060.57182690633,561018.1848565101,87170.12615397184,9600.0,1176799.4561115194,48085311.10779055,1756742.1327840686,272959.8388579004,60774.669291959566,1824502.4360956794
11.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1133155710.335094,935588275.7252271,309233546.15488243,17471396.475166205,190052896.32032245,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,21841140.42481158,5256146.379788638,2852247.011702303,33006.30858559188,262070.94712749307,3500.0,3801057.926406449,736529.5745803516,10836031.019922972,1752048.7932628794,325020.7138192902,50672.2255133449,130000.0,4638503.192323237,35040.97586525759,528838.6015371818,82448.37248174049,9600.0,1122705.9308702725,43766271.08372518,1600004.920233653,249448.13266768836,68141.45911962008,2016151.7788277164
12.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1147115246.8553572,894427474.4446675,305313643.0133746,19349853.9748663,177642905.85000736,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,22107020.096494384,5253449.024603934,2811136.603959904,36428.45272536068,290247.8096229945,3500.0,3552858.1170001472,696916.9494231208,9467100.599650372,1751149.674867978,290607.1247521322,45469.64144430444,130000.0,4579704.6452006195,35022.99349735957,499464.4706984906,78148.36066459186,9600.0,1073312.969333601,40000025.35207331,1463199.4191039926,228938.478383555,76386.46224030634,2226465.3903546655
13.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1161394679.5318487,856695534.8323624,301420128.5718649,21422537.54132326,166710763.48141795,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,22378912.45190388,5251016.004407545,2772765.978776023,40175.918179774024,321338.0631198489,3500.0,3334215.269628359,662170.1185497984,8337743.598167184,1750338.6681358484,261362.47783721393,41046.409874837016,130000.0,4521301.9285779735,35006.773362716965,472554.4411674129,74213.64933803976,9600.0,1028034.6417988348,36696361.970085375,1343093.0496627523,210929.84835733994,85608.79586252864,2456912.247902261
14.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1175998184.8880823,821980490.3985149,297555247.89034617,23707620.405501187,157016945.05159926,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,22656891.528049536,5248866.471344557,2736911.2567835036,44272.732649087375,355614.3060825178,3500.0,3140338.9010319854,631508.6169305455,7396296.310001083,1749622.1571148522,236309.89434914742,37253.66388977066,130000.0,4463328.718355193,34992.44314229705,447819.49597156484,70597.62365075668,9600.0,986376.5884782177,33782596.329789154,1237077.4554255987,195022.1672138133,95917.26549781123,2708995.688821371
15.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1190930324.8174777,789934187.5419612,293720903.69528663,26224528.28516814,148371220.23757762,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,22941038.47276927,5247016.968652662,2703381.5141420118,48743.08954028073,393367.9242775221,3500.0,2967424.4047515523,604313.2664479751,6604205.698436328,1749005.656217554,214693.23324802442,33976.77313706007,130000.0,4405813.555429299,34980.11312435108,425014.30119600554,67261.61916365699,9600.0,947921.0250503534,31199801.03237892,1143035.1823283206,180893.67089078858,107430.91060303031,2984232.2660995657
16.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1206196031.9036589,760260412.0216928,289918708.4559084,28993920.503367003,140620810.0935632,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,23231441.24839944,5245481.935712257,2672014.381067337,53610.913969237976,434908.80755050504,3500.0,2812416.2018712643,580087.6199317339,5932263.66941099,1748493.9785707523,195919.9424952903,31126.300035159562,130000.0,4348780.626838626,34969.87957141505,403929.2381490158,64173.26638354808,9600.0,912312.4944260312,28899794.704369705,1059232.8127368244,168283.01354327388,120279.49503040152,3284125.1432852657
17.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1221800600.8682852,732705340.6687601,286150027.6036626,32037645.74274176,133641385.69170429,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,23528194.451654248,5244274.13496947,2642669.4825176466,58899.3289479351,480564.6861411264,3500.0,2672827.713834086,558428.2886593614,5358005.99087966,1748091.3783231566,179519.85166224375,28631.52773713656,130000.0,4292250.414054939,34961.82756646314,384384.0008293569,61305.20429664498,9600.0,879246.408802512,26842855.812226187,984239.6753684254,156975.87372298492,134603.9158044233,3610131.278298688
18.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1237749688.1982355,707050037.4128293,282416015.0077767,35378658.81044692,127330486.85259579,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,23831399.28845833,5243405.017770956,2615222.8118379754,64629.99718437411,530679.8821567037,3500.0,2546609.737051916,539003.1847677605,4863915.864635721,1747801.6725903188,165115.6160082305,26435.854815833805,130000.0,4236240.22511665,34956.033451806376,366222.5397958422,58634.1021302686,9600.0,848460.044895395,24995987.770274162,916866.0653219025,146794.94753062248,150556.46418184633,3963620.8667256273
19.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1254049328.4947495,683104472.4709151,278717642.4040215,39040890.26032761,121602545.6553717,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,24141163.865678117,5242885.084446044,2589561.0854204064,70822.32727256637,585613.3539049141,3500.0,2432050.913107434,521534.92027050885,4436153.732960028,1747628.3614820144,152401.06599561436,24493.443002904773,130000.0,4180764.636060322,34952.56722964029,349309.01804094703,56139.899467847434,9600.0,819725.3669650981,23331586.01548836,856115.7106528095,137592.35360840152,168300.89094576638,4345828.329279038
20.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1270705932.3053906,660703072.4166665,275055722.6787526,43049064.56266568,116385785.17572875,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,24457603.12959893,5242724.077836559,2565582.248689521,77492.54391292571,645735.9684399852,3500.0,2327715.703514575,505791.00819316204,4063695.2972912644,1747574.6926121863,141126.08479857683,22766.90642456489,130000.0,4125835.840181289,34951.49385224373,333524.72713472345,53805.26402183136,9600.0,792843.6868999997,21826427.495041143,801149.7081346291,129244.00519720583,188012.23449261952,4757794.786485883
21.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1287726289.2851732,639701095.6122305,271430929.5623718,47428461.30735376,111619852.00097866,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,24780838.90473337,5242931.155838674,2543196.6333924956,84652.62482557616,711426.9196103064,3500.0,2232397.040019573,491576.4969710092,3737697.408216114,1747643.718612891,131085.15155259447,21225.570583045126,130000.0,4071463.9434355767,34952.87437225782,318765.5591716171,51615.15850959163,9600.0,767641.3147346766,20460874.586374406,751258.0742891035,121645.2137640323,209876.36725365,5200302.157177814
22.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1305117579.6389961,619971452.8438752,267843815.2488726,52204610.081099,107253633.5616578,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,25111000.088710226,5243515.078183246,2522325.2217258825,92309.10743182039,783069.1512164851,3500.0,2145072.671233156,478726.82103385695,3451002.5736535103,1747838.3593944153,122108.11622897586,19844.067569215626,130000.0,4017657.228733089,34956.767187888305,304939.82010240946,49556.46341566219,9600.0,743965.7434126502,19218230.117067266,705836.6575430436,114707.11986784155,234089.19305318088,5673799.042345399
23.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1322887387.8346179,601401983.7903193,264294825.8797166,57402910.3363917,103243368.29574408,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,25448222.888741653,5244484.377393352,2502896.307779931,100461.77851140477,861043.6550458755,3500.0,2064867.3659148815,467101.3763023346,3197757.929115196,1748161.4591311172,114052.90177610768,18601.22468142686,130000.0,3964422.388195749,34963.229182622345,291966.3733717547,47617.658349198355,9600.0,721682.3805483831,18084217.30534658,664368.4966642172,108353.82077320998,260855.42326544545,6178319.179311979
24.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1341043710.3850894,583893274.9461731,260784314.52306077,63048170.71962975,99551283.60523841,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,25792650.94393304,5245847.471373564,2484843.6373948497,109102.27565415658,945722.5607944462,3500.0,1991025.6721047682,456578.96976932,2973137.420235183,1748615.8237911877,106800.03857553842,17479.238739408967,130000.0,3911764.717845911,34972.316475823754,279773.1364409315,45788.57376784076,9600.0,700671.9299354076,17046567.82636836,626409.0429565024,102520.12411603377,290386.8661766482,6713394.215259025
25.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1359594958.8184464,567356935.5367812,257312551.97371364,69164065.54134841,96144674.3750752,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,26144435.354848046,5247612.727562558,2468106.4778164057,118212.64583940571,1037460.9831202262,3500.0,1922893.4875015041,447054.92592376913,2773139.5232067727,1749204.2425208525,100248.58408934473,16463.066185434614,130000.0,3859688.2796057044,34984.08485041706,268295.8694430603,44060.19991248234,9600.0,680828.3226441374,16094694.615084365,591574.4146050883,97149.78849550118,322900.1739965596,7277963.575678869
26.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1378549963.6655583,551714155.2141893,253879736.10195065,75772508.9828435,92995157.0990487,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,26503734.73101648,5249788.514681485,2452629.805487645,127763.92285180946,1136587.6347426525,3500.0,1859903.141980974,438438.7689046854,2594429.773163025,1749929.5048938277,94312.87813537315,15539.939170808966,130000.0,3808196.0415292596,34998.59009787656,257477.1564342989,42424.528102288714,9600.0,662056.9862570271,15219425.45318533,559531.8241234355,92194.09568361772,358614.0021337542,7870285.225964046
27.0,0.0019500000000000001,0.6666666666666666,3.482115e-12,1397917980.0855148,536894438.6507379,250486000.20159188,82892951.33704542,90077968.72627541,0.0195,1.02e-11,1.5e-11,0.005,0.3,1.7857e-09,0.125,56000000.0,0.015,3500.0,0.02,3.42e-12,3e-10,5e-12,0.125,0.3,0.125,0.3,130000.0,0.015,1e-13,0.125,0.3,0.125,0.3,9600.0,0.0012,5e-11,0.125,0.3,0.125,0.3,224830000000.0,4.4691e-13,4.4691e-13,4.4691e-13,1.0,26870715.26800522,5252383.251622637,2438363.495560818,137714.80242456406,1243394.2700556812,3500.0,1801559.3745255084,430651.9133547805,2434212.1349555557,1750794.4172075456,88919.84295678732,14698.96099166065,130000.0,3757290.003023878,35015.888344150924,247265.52025703422,40874.41133479188,9600.0,644273.3263808854,14412781.912704548,529991.6266347861,87610.66131883957,397745.54892128834,8487852.199531037
