data_generator_IK1,data_generator_T
-5914.4619,97.0
-5914.4619,97.5
-5914.4619,98.0
-5914.4619,98.5
-5914.4624,99.0
-5914.4624,99.5
-5914.4624,100.0
-5914.4624,100.5
-5914.4624,101.0
-5914.4624,101.5
-5914.4624,102.0
-5914.4629,102.5
-5914.4629,103.0
-5914.4629,103.5
-5914.4629,104.0
-5914.4629,104.5
-5914.4629,105.0
-5914.4629,105.5
-5914.4629,106.0
-5914.4629,106.5
-5914.4629,107.0
-5914.4629,107.5
-5914.4629,108.0
-5914.4629,108.5
-5914.4629,109.0
-5914.4629,109.5
-5914.4629,110.0
-5914.4629,110.5
-5914.4629,111.0
-5914.4629,111.5
-5914.4629,112.0
-5914.4629,112.5
-5914.4629,113.0
-5914.4629,113.5
-5914.4629,114.0
-5914.4629,114.5
-5914.4629,115.0
-5914.4629,115.5
-5914.4629,116.0
-5914.4629,116.5
-5914.4629,117.0
-5914.4629,117.5
-5914.4629,118.0
-5914.4629,118.5
-5914.4629,119.0
-5914.4629,119.5
-5914.4629,120.0
-5914.4629,120.5
-5914.4629,121.0
-5914.4629,121.5
-5914.4629,122.0
-5914.4629,122.5
-5914.4629,123.0
-5914.4629,123.5
-5914.4629,124.0
-5914.4629,124.5
-5914.4629,125.0
-5914.4629,125.5
-5914.4629,126.0
-5914.4629,126.5
-5914.4629,127.0
-5914.4629,127.5
-5914.4629,128.0
-5914.4629,128.5
-5914.4629,129.0
-5914.4629,129.5
-5914.4629,130.0
-5914.4629,130.5
-5914.4629,131.0
-5914.4629,131.5
-5914.4629,132.0
-5914.4629,132.5
-5914.4629,133.0
-5914.4629,133.5
-5914.4629,134.0
-5914.4629,134.5
-5914.4629,135.0
-5914.4629,135.5
-5914.4629,136.0
-5914.4629,136.5
-5914.4629,137.0
-5914.4629,137.5
-5914.4629,138.0
-5914.4629,138.5
-5914.4629,139.0
-5914.4629,139.5
-5914.4629,140.0
-5914.4629,140.5
-5914.4629,141.0
-5914.4629,141.5
-5914.4629,142.0
-5914.4629,142.5
-5914.4629,143.0
-5914.4629,143.5
-5914.4629,144.0
-5914.4629,144.5
-5914.4629,145.0
-5914.4629,145.5
-5914.4629,146.0
-5914.4629,146.5
-5914.4629,147.0
-5914.4629,147.5
-5914.4629,148.0
-5914.4629,148.5
-5914.4629,149.0
-5914.4629,149.5
-5914.4629,150.0
-5914.4629,150.5
-5914.4629,151.0
-5914.4629,151.5
-5914.4629,152.0
-5914.4629,152.5
-5914.4629,153.0
-5914.4629,153.5
-5914.4629,154.0
-5914.4629,154.5
-5914.4629,155.0
-5914.4629,155.5
-5914.4629,156.0
-5914.4629,156.5
-5914.4629,157.0
-5914.4629,157.5
-5914.4629,158.0
-5914.4629,158.5
-5914.4629,159.0
-5914.4629,159.5
-5914.4629,160.0
-5914.4629,160.5
-5914.4629,161.0
-5914.4629,161.5
-5914.4629,162.0
-5914.4629,162.5
-5914.4629,163.0
-5914.4629,163.5
-5914.4629,164.0
-5914.4629,164.5
-5914.4629,165.0
-5914.4629,165.5
-5914.4629,166.0
-5914.4629,166.5
-5914.4629,167.0
-5914.4629,167.5
-5914.4629,168.0
-5914.4629,168.5
-5914.4629,169.0
-5914.4629,169.5
-5914.4629,170.0
-5914.4629,170.5
-5914.4629,171.0
-5914.4629,171.5
-5914.4629,172.0
-5914.4629,172.5
-5914.4629,173.0
-5914.4629,173.5
-5914.4629,174.0
-5914.4629,174.5
-5914.4629,175.0
-5914.4629,175.5
-5914.4629,176.0
-5914.4629,176.5
-5914.4629,177.0
-5914.4629,177.5
-5914.4629,178.0
-5914.4629,178.5
-5914.4629,179.0
-5914.4629,179.5
-5914.4629,180.0
-5914.4629,180.5
-5914.4629,181.0
-5914.4629,181.5
-5914.4629,182.0
-5914.4629,182.5
-5914.4629,183.0
-5914.4629,183.5
-5914.4629,184.0
-5914.4629,184.5
-5914.4629,185.0
-5914.4629,185.5
-5914.4629,186.0
-5914.4629,186.5
-5914.4629,187.0
-5914.4629,187.5
-5914.4629,188.0
-5914.4629,188.5
-5914.4629,189.0
-5914.4629,189.5
-5914.4629,190.0
-5914.4629,190.5
-5914.4629,191.0
-5914.4629,191.5
-5914.4629,192.0
-5914.4629,192.5
-5914.4629,193.0
-5914.4629,193.5
-5914.4629,194.0
-5914.4629,194.5
-5914.4629,195.0
-5914.4629,195.5
-5914.4629,196.0
-5914.4629,196.5
-5914.4629,197.0
-5914.4629,197.5
-5914.4629,198.0
-5914.4629,198.5
-5914.4629,199.0
-5914.4629,199.5
-5914.4629,200.0
-5914.4629,200.5
-5914.4629,201.0
-5914.4629,201.5
-5914.4629,202.0
-5914.4629,202.5
-5914.4629,203.0
-5914.4629,203.5
-5914.4629,204.0
-5914.4629,204.5
-5914.4629,205.0
-5914.4629,205.5
-5914.4629,206.0
-5914.4629,206.5
-5914.4629,207.0
-5914.4629,207.5
-5914.4629,208.0
-5914.4629,208.5
-5914.4629,209.0
-5914.4629,209.5
-5914.4629,210.0
-5914.4629,210.5
-5914.4629,211.0
-5914.4629,211.5
-5914.4629,212.0
-5914.4629,212.5
-5914.4629,213.0
-5914.4629,213.5
-5914.4629,214.0
-5914.4629,214.5
-5914.4629,215.0
-5914.4629,215.5
-5914.4629,216.0
-5914.4629,216.5
-5914.4629,217.0
-5914.4629,217.5
-5914.4629,218.0
-5914.4629,218.5
-5914.4629,219.0
-5914.4629,219.5
-5914.4629,220.0
-5914.4629,220.5
-5914.4629,221.0
-5914.4629,221.5
-5914.4629,222.0
-5914.4629,222.5
-5914.4629,223.0
-5914.4629,223.5
-5914.4629,224.0
-5914.4629,224.5
-5914.4629,225.0
-5914.4629,225.5
-5914.4629,226.0
-5914.4629,226.5
-5914.4629,227.0
-5914.4629,227.5
-5914.4629,228.0
-5914.4629,228.5
-5914.4629,229.0
-5914.4629,229.5
-5914.4629,230.0
-5914.4629,230.5
-5914.4629,231.0
-5914.4629,231.5
-5914.4629,232.0
-5914.4629,232.5
-5914.4629,233.0
-5914.4629,233.5
-5914.4629,234.0
-5914.4629,234.5
-5914.4629,235.0
-5914.4629,235.5
-5914.4629,236.0
-5914.4629,236.5
-5914.4629,237.0
-5914.4629,237.5
-5914.4629,238.0
-5914.4629,238.5
-5914.4629,239.0
-5914.4629,239.5
-5914.4629,240.0
-5914.4629,240.5
-5914.4629,241.0
-5914.4629,241.5
-5914.4629,242.0
-5914.4629,242.5
-5914.4629,243.0
-5914.4629,243.5
-5914.4629,244.0
-5914.4629,244.5
-5914.4629,245.0
-5914.4629,245.5
-5914.4629,246.0
-5914.4629,246.5
-5914.4629,247.0
-5914.4629,247.5
-5914.4629,248.0
-5914.4629,248.5
-5914.4629,249.0
-5914.4629,249.5
-5914.4629,250.0
-5914.4629,250.5
-5914.4629,251.0
-5914.4629,251.5
-5914.4629,252.0
-5914.4629,252.5
-5914.4629,253.0
-5914.4629,253.5
-5914.4629,254.0
-5914.4629,254.5
-5914.4629,255.0
-5914.4629,255.5
-5914.4629,256.0
-5914.4629,256.5
-5914.4629,257.0
-5914.4629,257.5
-5914.4629,258.0
-5914.4629,258.5
-5914.4629,259.0
-5914.4629,259.5
-5914.4629,260.0
-5914.4629,260.5
-5914.4629,261.0
-5914.4629,261.5
-5914.4629,262.0
-5914.4629,262.5
-5914.4629,263.0
-5914.4629,263.5
-5914.4629,264.0
-5914.4629,264.5
-5914.4629,265.0
-5914.4629,265.5
-5914.4629,266.0
-5914.4629,266.5
-5914.4629,267.0
-5914.4629,267.5
-5914.4629,268.0
-5914.4629,268.5
-5914.4629,269.0
-5914.4629,269.5
-5914.4629,270.0
-5914.4629,270.5
-5914.4629,271.0
-5914.4629,271.5
-5914.4629,272.0
-5914.4629,272.5
-5914.4629,273.0
-5914.4629,273.5
-5914.4629,274.0
-5914.4629,274.5
-5914.4629,275.0
-5914.4629,275.5
-5914.4629,276.0
-5914.4629,276.5
-5914.4629,277.0
-5914.4629,277.5
-5914.4629,278.0
-5914.4629,278.5
-5914.4629,279.0
-5914.4629,279.5
-5914.4629,280.0
-5914.4629,280.5
-5914.4629,281.0
-5914.4629,281.5
-5914.4629,282.0
-5914.4629,282.5
-5914.4629,283.0
-5914.4629,283.5
-5914.4629,284.0
-5914.4629,284.5
-5914.4629,285.0
-5914.4629,285.5
-5914.4629,286.0
-5914.4629,286.5
-5914.4629,287.0
-5914.4629,287.5
-5914.4629,288.0
-5914.4629,288.5
-5914.4629,289.0
-5914.4629,289.5
-5914.4629,290.0
-5914.4629,290.5
-5914.4629,291.0
-5914.4629,291.5
-5914.4629,292.0
-5914.4629,292.5
-5914.4629,293.0
-5914.4629,293.5
-5914.4629,294.0
-5914.4629,294.5
-5914.4629,295.0
-5914.4629,295.5
-5914.4629,296.0
-5914.4629,296.5
-5914.4629,297.0
-5914.4629,297.5
-5914.4629,298.0
-5914.4629,298.5
-5914.4629,299.0
-5914.4629,299.5
-5914.4629,300.0
-5914.4629,300.5
-5914.4629,301.0
-5914.4629,301.5
-5914.4629,302.0
-5914.4629,302.5
-5914.4629,303.0
-5914.4629,303.5
-5914.4629,304.0
-5914.4629,304.5
-5914.4629,305.0
-5914.4629,305.5
-5914.4629,306.0
-5914.4629,306.5
-5914.4629,307.0
-5914.4629,307.5
-5914.4629,308.0
-5914.4629,308.5
-5914.4629,309.0
-5914.4629,309.5
-5914.4629,310.0
-5914.4629,310.5
-5914.4629,311.0
-5914.4629,311.5
-5914.4629,312.0
-5914.4629,312.5
-5914.4629,313.0
-5914.4629,313.5
-5914.4629,314.0
-5914.4629,314.5
-5914.4629,315.0
-5914.4629,315.5
-5914.4629,316.0
-5914.4629,316.5
-5914.4629,317.0
-5914.4629,317.5
-5914.4629,318.0
-5914.4629,318.5
-5914.4629,319.0
-5914.4629,319.5
-5914.4629,320.0
-5914.4629,320.5
-5914.4629,321.0
-5914.4629,321.5
-5914.4629,322.0
-5914.4629,322.5
-5914.4629,323.0
-5914.4629,323.5
-5914.4629,324.0
-5914.4629,324.5
-5914.4629,325.0
-5914.4629,325.5
-5914.4629,326.0
-5914.4629,326.5
-5914.4629,327.0
-5914.4629,327.5
-5914.4629,328.0
-5914.4629,328.5
-5914.4629,329.0
-5914.4629,329.5
-5914.4629,330.0
-5914.4629,330.5
-5914.4629,331.0
-5914.4629,331.5
-5914.4629,332.0
-5914.4629,332.5
-5914.4629,333.0
-5914.4629,333.5
-5914.4629,334.0
-5914.4629,334.5
-5914.4629,335.0
-5914.4629,335.5
-5914.4629,336.0
-5914.4629,336.5
-5914.4629,337.0
-5914.4629,337.5
-5914.4629,338.0
-5914.4629,338.5
-5914.4629,339.0
-5914.4629,339.5
-5914.4629,340.0
-5914.4629,340.5
-5914.4629,341.0
-5914.4629,341.5
-5914.4629,342.0
-5914.4629,342.5
-5914.4629,343.0
-5914.4629,343.5
-5914.4629,344.0
-5914.4629,344.5
-5914.4629,345.0
-5914.4629,345.5
-5914.4629,346.0
-5914.4629,346.5
-5914.4629,347.0
-5914.4629,347.5
-5914.4629,348.0
-5914.4629,348.5
-5914.4629,349.0
-5914.4629,349.5
-5914.4629,350.0
-5914.4629,350.5
-5914.4629,351.0
-5914.4629,351.5
-5914.4629,352.0
-5914.4629,352.5
-5914.4629,353.0
-5914.4629,353.5
-5914.4629,354.0
-5914.4629,354.5
-5914.4629,355.0
-5914.4629,355.5
-5914.4629,356.0
-5914.4629,356.5
-5914.4629,357.0
-5914.4629,357.5
-5914.4629,358.0
-5914.4629,358.5
-5914.4629,359.0
-5914.4629,359.5
-5914.4629,360.0
-5914.4629,360.5
-5914.4629,361.0
-5914.4629,361.5
-5914.4629,362.0
-5914.4629,362.5
-5914.4629,363.0
-5914.4629,363.5
-5914.4629,364.0
-5914.4629,364.5
-5914.4629,365.0
-5914.4629,365.5
-5914.4629,366.0
-5914.4629,366.5
-5914.4629,367.0
-5914.4629,367.5
-5914.4629,368.0
-5914.4629,368.5
-5914.4629,369.0
-5914.4629,369.5
-5914.4629,370.0
-5914.4629,370.5
-5914.4629,371.0
-5914.4629,371.5
-5914.4629,372.0
-5914.4629,372.5
-5914.4629,373.0
-5914.4629,373.5
-5914.4629,374.0
-5914.4629,374.5
-5914.4629,375.0
-5914.4629,375.5
-5914.4629,376.0
-5914.4629,376.5
-5914.4629,377.0
-5914.4629,377.5
-5914.4629,378.0
-5914.4629,378.5
-5914.4629,379.0
-5914.4629,379.5
-5914.4629,380.0
-5914.4629,380.5
-5914.4629,381.0
-5914.4629,381.5
-5914.4629,382.0
-5914.4629,382.5
-5914.4629,383.0
-5914.4629,383.5
-5914.4629,384.0
-5914.4629,384.5
-5914.4629,385.0
-5914.4629,385.5
-5914.4629,386.0
-5914.4629,386.5
-5914.4629,387.0
-5914.4629,387.5
-5914.4629,388.0
-5914.4629,388.5
-5914.4629,389.0
-5914.4629,389.5
-5914.4629,390.0
-5914.4629,390.5
-5914.4629,391.0
-5914.4629,391.5
-5914.4629,392.0
-5914.4629,392.5
-5914.4629,393.0
-5914.4629,393.5
-5914.4629,394.0
-5914.4629,394.5
-5914.4629,395.0
-5914.4629,395.5
-5914.4629,396.0
-5914.4629,396.5
-5914.4629,397.0
-5914.4629,397.5
-5914.4629,398.0
-5914.4629,398.5
-5914.4629,399.0
-5914.4629,399.5
-5914.4629,400.0
-5914.4629,400.5
-5914.4629,401.0
-5914.4629,401.5
-5914.4629,402.0
-5914.4629,402.5
-5914.4629,403.0
-5914.4629,403.5
-5914.4629,404.0
-5914.4629,404.5
-5914.4629,405.0
-5914.4629,405.5
-5914.4629,406.0
-5914.4629,406.5
-5914.4629,407.0
-5914.4629,407.5
-5914.4629,408.0
-5914.4629,408.5
-5914.4629,409.0
-5914.4629,409.5
-5914.4629,410.0
-5914.4629,410.5
-5914.4629,411.0
-5914.4629,411.5
-5914.4629,412.0
-5914.4629,412.5
-5914.4629,413.0
-5914.4629,413.5
-5914.4629,414.0
-5914.4629,414.5
-5914.4629,415.0
-5914.4629,415.5
-5914.4629,416.0
-5914.4629,416.5
-5914.4629,417.0
-5914.4629,417.5
-5914.4629,418.0
-5914.4629,418.5
-5914.4629,419.0
-5914.4629,419.5
-5914.4629,420.0
-5914.4629,420.5
-5914.4629,421.0
-5914.4629,421.5
-5914.4629,422.0
-5914.4629,422.5
-5914.4629,423.0
-5914.4629,423.5
-5914.4629,424.0
-5914.4629,424.5
-5914.4629,425.0
-5914.4629,425.5
-5914.4629,426.0
-5914.4629,426.5
-5914.4629,427.0
-5914.4629,427.5
-5914.4629,428.0
-5914.4629,428.5
-5914.4629,429.0
-5914.4629,429.5
-5914.4629,430.0
273.24893,430.5
61.319519,431.0
28.707253,431.5
20.655853,432.0
18.356529,432.5
17.672585,433.0
17.466696,433.5
17.404448,434.0
17.385586,434.5
17.379862,435.0
17.378122,435.5
17.377594,436.0
17.377432,436.5
17.377384,437.0
17.377369,437.5
17.377363,438.0
17.377363,438.5
17.377361,439.0
17.377361,439.5
17.377361,440.0
17.377361,440.5
17.377361,441.0
17.377361,441.5
17.377361,442.0
17.377361,442.5
17.377361,443.0
17.377361,443.5
17.377361,444.0
17.377361,444.5
17.377361,445.0
17.377361,445.5
17.377361,446.0
17.377361,446.5
17.377361,447.0
17.377361,447.5
17.377361,448.0
17.377361,448.5
17.377361,449.0
17.377361,449.5
17.377361,450.0
17.377361,450.5
17.377361,451.0
17.377361,451.5
17.377361,452.0
17.377361,452.5
17.377361,453.0
17.377361,453.5
17.377361,454.0
17.377361,454.5
17.377361,455.0
17.377361,455.5
17.377361,456.0
17.377361,456.5
17.377361,457.0
17.377361,457.5
17.377361,458.0
17.377361,458.5
17.377361,459.0
17.377361,459.5
17.377361,460.0
17.377361,460.5
17.377361,461.0
17.377361,461.5
17.377361,462.0
17.377361,462.5
17.377361,463.0
17.377361,463.5
17.377361,464.0
17.377361,464.5
17.377361,465.0
17.377361,465.5
17.377361,466.0
17.377361,466.5
17.377361,467.0
17.377361,467.5
17.377361,468.0
17.377361,468.5
17.377361,469.0
17.377361,469.5
17.377361,470.0
17.377361,470.5
17.377361,471.0
17.377361,471.5
17.377361,472.0
17.377361,472.5
17.377361,473.0
17.377361,473.5
17.377361,474.0
17.377361,474.5
17.377361,475.0
17.377361,475.5
17.377361,476.0
17.377361,476.5
17.377361,477.0
17.377361,477.5
17.377361,478.0
17.377361,478.5
17.377361,479.0
17.377361,479.5
17.377361,480.0
17.377361,480.5
17.377361,481.0
17.377361,481.5
17.377361,482.0
17.377361,482.5
17.377361,483.0
17.377361,483.5
17.377361,484.0
17.377361,484.5
17.377361,485.0
17.377361,485.5
17.377361,486.0
17.377361,486.5
17.377361,487.0
17.377361,487.5
17.377361,488.0
17.377361,488.5
17.377361,489.0
17.377361,489.5
17.377361,490.0
17.377361,490.5
17.377361,491.0
17.377361,491.5
17.377361,492.0
17.377361,492.5
17.377361,493.0
17.377361,493.5
17.377361,494.0
17.377361,494.5
17.377361,495.0
17.377361,495.5
17.377361,496.0
17.377361,496.5
17.377361,497.0
17.377361,497.5
17.377361,498.0
17.377361,498.5
17.377361,499.0
17.377361,499.5
17.377361,500.0
