Time,z,e,w,ez,compartment,v1,v2,v3
0.26,2.3974975370413073e-05,2.486937442881191e-08,0.0,7.762757905328918e-11,1.0,9.589990148165229e-08,5.962263376167451e-10,4.191889268877616e-14
0.27,2.397401031433017e-05,2.5822278645543384e-08,0.0,8.370351213977511e-11,1.0,9.589604125732069e-08,6.190459968502154e-10,4.519989655547856e-14
0.28,2.397304506869814e-05,2.6774916167930055e-08,0.0,9.00075669624007e-11,1.0,9.589218027479255e-08,6.418573704153395e-10,4.860408615969638e-14
0.29,2.3972079633607407e-05,2.7727287073701127e-08,0.0,9.65396594434334e-11,1.0,9.588831853442963e-08,6.646604604261736e-10,5.213141609945404e-14
0.3,2.3971114009148372e-05,2.8679391440567396e-08,0.0,1.0329970552674399e-10,1.0,9.588445603659349e-08,6.874552689966744e-10,5.578184098444175e-14
0.31,2.3970148195411416e-05,2.963122934622121e-08,0.0,1.102876211778061e-10,1.0,9.588059278164567e-08,7.102417982406988e-10,5.955531543601529e-14
0.32,2.396918219248689e-05,3.058280086833648e-08,0.0,1.1750332238369662e-10,1.0,9.587672876994756e-08,7.330200502720028e-10,6.345179408719618e-14
0.33,2.396821600046512e-05,3.15341060845687e-08,0.0,1.249467251530955e-10,1.0,9.587286400186048e-08,7.557900272042419e-10,6.747123158267157e-14
0.34,2.3967249619436408e-05,3.248514507255491e-08,0.0,1.3261774551628577e-10,1.0,9.586899847774563e-08,7.785517311509698e-10,7.161358257879432e-14
0.35,2.396628304949103e-05,3.3435917909913734e-08,0.0,1.4051629952509323e-10,1.0,9.586513219796411e-08,8.013051642256388e-10,7.587880174355035e-14
0.36,2.3965316290719244e-05,3.4386424674245436e-08,0.0,1.4864230325268205e-10,1.0,9.586126516287698e-08,8.240503285416013e-10,8.02668437564483e-14
0.37,2.3964349343211276e-05,3.533666544313178e-08,0.0,1.5699567279399504e-10,1.0,9.58573973728451e-08,8.467872262121049e-10,8.477766330875732e-14
0.38,2.3963382207057325e-05,3.628664029413612e-08,0.0,1.6557632426559938e-10,1.0,9.58535288282293e-08,8.695158593502951e-10,8.941121510342366e-14
0.39,2.396241488234758e-05,3.723634930480336e-08,0.0,1.743841738056546e-10,1.0,9.584965952939033e-08,8.92236230069214e-10,9.416745385505348e-14
0.4,2.3961447369172187e-05,3.818579255265998e-08,0.0,1.8341913757391286e-10,1.0,9.584578947668875e-08,9.14948340481799e-10,9.904633428991294e-14
0.41,2.3960479667621277e-05,3.9134970115214033e-08,0.0,1.926811317517186e-10,1.0,9.584191867048511e-08,9.376521927008843e-10,1.0404781114592804e-13
0.42,2.3959511777784954e-05,4.008388206995513e-08,0.0,2.0217007254200893e-10,1.0,9.583804711113981e-08,9.603477888391994e-10,1.0917183917268483e-13
0.43,2.39585436997533e-05,4.1032528494354464e-08,0.0,2.118858761693133e-10,1.0,9.58341747990132e-08,9.830351310093683e-10,1.144183731314292e-13
0.44,2.395757543361637e-05,4.19809094658648e-08,0.0,2.2182845887975365e-10,1.0,9.583030173446548e-08,1.0057142213239104e-09,1.1978736779506697e-13
0.45,2.395660697946419e-05,4.292902506192045e-08,0.0,2.319977369409794e-10,1.0,9.582642791785676e-08,1.028385061895239e-09,1.2527877794812888e-13
0.46,2.3955638337386774e-05,4.387687535993741e-08,0.0,2.423936266419463e-10,1.0,9.58225533495471e-08,1.051047654835663e-09,1.3089255838665101e-13
0.47,2.3954669507474096e-05,4.482446043731318e-08,0.0,2.530160442933924e-10,1.0,9.581867802989639e-08,1.0737020022573835e-09,1.3662866391843192e-13
0.48,2.395370048981611e-05,4.577178037142682e-08,0.0,2.638649062276711e-10,1.0,9.581480195926445e-08,1.0963481062724943e-09,1.424870493629424e-13
0.49,2.395273128450276e-05,4.671883523963898e-08,0.0,2.749401287987167e-10,1.0,9.581092513801105e-08,1.118985968992983e-09,1.4846766955130702e-13
0.5,2.395176189162394e-05,4.766562511929185e-08,0.0,2.8624162838204445e-10,1.0,9.580704756649576e-08,1.141615592530727e-09,1.54570479326304e-13
0.51,2.3950792311269537e-05,4.8612150087709216e-08,0.0,2.977693213747507e-10,1.0,9.580316924507815e-08,1.1642369789974981e-09,1.607954335423654e-13
0.52,2.394982254352941e-05,4.9558410222196433e-08,0.0,3.095231241955128e-10,1.0,9.579929017411764e-08,1.1868501305049574e-09,1.6714248706557693e-13
0.53,2.3948852588493385e-05,5.0504405600040416e-08,0.0,3.21502953284589e-10,1.0,9.579541035397354e-08,1.209455049164658e-09,1.7361159477367805e-13
0.54,2.3947882446251277e-05,5.1450136298509655e-08,0.0,3.337087251038185e-10,1.0,9.579152978500511e-08,1.2320517370880434e-09,1.80202711556062e-13
0.55,2.3946912116892877e-05,5.239560239485569e-08,0.0,3.461403561318081e-10,1.0,9.578764846757151e-08,1.2546401963864836e-09,1.8691579231117637e-13
0.56,2.3945941600507975e-05,5.3340803966317045e-08,0.0,3.587977628508666e-10,1.0,9.57837664020319e-08,1.2772204291713734e-09,1.9375079193946795e-13
0.57,2.394497089718632e-05,5.4285741090108034e-08,0.0,3.716808617838937e-10,1.0,9.577988358874529e-08,1.2997924375538539e-09,2.007076653633026e-13
0.58,2.3944000007017614e-05,5.5230413843423735e-08,0.0,3.8478956947814185e-10,1.0,9.577600002807046e-08,1.3223562236449332e-09,2.0778636751819661e-13
0.59,2.394302893009155e-05,5.6174822303440786e-08,0.0,3.9812380250243356e-10,1.0,9.57721157203662e-08,1.344911789555509e-09,2.1498685335131412e-13
0.6,2.3942057666497783e-05,5.711896654731736e-08,0.0,4.116834774471649e-10,1.0,9.576823066599113e-08,1.3674591373963664e-09,2.2230907782146905e-13
0.61,2.3941086216325952e-05,5.806284665219327e-08,0.0,4.2546851092430295e-10,1.0,9.57643448653038e-08,1.3899982692781777e-09,2.297529958991236e-13
0.62,2.3940114579665672e-05,5.900646269518985e-08,0.0,4.3947881956738835e-10,1.0,9.576045831866269e-08,1.412529187311504e-09,2.373185625663897e-13
0.63,2.3939142756606523e-05,5.994981475341006e-08,0.0,4.5371432003153227e-10,1.0,9.57565710264261e-08,1.4350518936067925e-09,2.450057328170274e-13
0.64,2.393817074723807e-05,6.089290290393834e-08,0.0,4.681749289934187e-10,1.0,9.575268298895228e-08,1.4575663902743762e-09,2.528144616564461e-13
0.65,2.393719855164985e-05,6.183572722384083e-08,0.0,4.828605631513045e-10,1.0,9.574879420659941e-08,1.4800726794244763e-09,2.6074470410170446e-13
0.66,2.3936226169931378e-05,6.277828779016514e-08,0.0,4.977711392250149e-10,1.0,9.574490467972551e-08,1.5025707631671972e-09,2.687964151815081e-13
0.67,2.3935253602172144e-05,6.372058467994055e-08,0.0,5.129065739559532e-10,1.0,9.574101440868857e-08,1.5250606436125313e-09,2.769695499362147e-13
0.68,2.39342808484616e-05,6.46626179701778e-08,0.0,5.282667841070889e-10,1.0,9.573712339384641e-08,1.547542322870353e-09,2.85264063417828e-13
0.69,2.3933307908889198e-05,6.560438773786928e-08,0.0,5.438516864629672e-10,1.0,9.573323163555679e-08,1.5700158030504233e-09,2.936799106900023e-13
0.7,2.393233478354435e-05,6.654589405998898e-08,0.0,5.596611978297046e-10,1.0,9.57293391341774e-08,1.5924810862623875e-09,3.022170468280405e-13
0.71,2.393136147251643e-05,6.748713701349238e-08,0.0,5.756952350349891e-10,1.0,9.572544589006572e-08,1.6149381746157718e-09,3.108754269188941e-13
0.72,2.3930387975894822e-05,6.84281166753166e-08,0.0,5.919537149280807e-10,1.0,9.572155190357929e-08,1.6373870702199896e-09,3.196550060611636e-13
0.73,2.3929414293768854e-05,6.936883312238032e-08,0.0,6.084365543798116e-10,1.0,9.571765717507542e-08,1.6598277751843343e-09,3.285557393650983e-13
0.74,2.3928440426227845e-05,7.030928643158375e-08,0.0,6.251436702825869e-10,1.0,9.571376170491138e-08,1.6822602916179822e-09,3.375775819525969e-13
0.75,2.3927466373361082e-05,7.124947667980872e-08,0.0,6.420749795503826e-10,1.0,9.570986549344433e-08,1.7046846216299921e-09,3.4672048895720657e-13
0.76,2.3926492135257836e-05,7.218940394391867e-08,0.0,6.592303991187471e-10,1.0,9.570596854103135e-08,1.7271007673293062e-09,3.559844155241235e-13
0.77,2.3925517712007347e-05,7.312906830075853e-08,0.0,6.766098459448011e-10,1.0,9.570207084802938e-08,1.7495087308247448e-09,3.653693168101926e-13
0.78,2.3924543103698824e-05,7.406846982715485e-08,0.0,6.942132370072379e-10,1.0,9.569817241479529e-08,1.7719085142250106e-09,3.7487514798390845e-13
0.79,2.3923568310421466e-05,7.500760859991574e-08,0.0,7.12040489306321e-10,1.0,9.569427324168586e-08,1.7943001196386867e-09,3.845018642254134e-13
0.8,2.3922593332264436e-05,7.594648469583091e-08,0.0,7.300915198638881e-10,1.0,9.569037332905775e-08,1.8166835491742364e-09,3.942494207264996e-13
0.81,2.3921618169316876e-05,7.688509819167163e-08,0.0,7.483662457233476e-10,1.0,9.56864726772675e-08,1.8390588049400023e-09,4.0411777269060773e-13
0.82,2.3920642821667906e-05,7.782344916419072e-08,0.0,7.668645839496805e-10,1.0,9.568257128667162e-08,1.8614258890442066e-09,4.1410687533282746e-13
0.83,2.391966728940661e-05,7.876153769012261e-08,0.0,7.855864516294398e-10,1.0,9.567866915762645e-08,1.8837848035949494e-09,4.242166838798975e-13
0.84,2.391869157262207e-05,7.969936384618327e-08,0.0,8.0453176587075e-10,1.0,9.567476629048828e-08,1.9061355507002105e-09,4.34447153570205e-13
0.85,2.3917715671403316e-05,8.063692770907031e-08,0.0,8.237004438033088e-10,1.0,9.567086268561327e-08,1.9284781324678484e-09,4.4479823965378674e-13
0.86,2.3916739585839375e-05,8.157422935546283e-08,0.0,8.430924025783856e-10,1.0,9.56669583433575e-08,1.950812551005597e-09,4.552698973923282e-13
0.87,2.3915763316019235e-05,8.251126886202155e-08,0.0,8.627075593688206e-10,1.0,9.566305326407694e-08,1.9731388084210677e-09,4.658620820591631e-13
0.88,2.3914786862031866e-05,8.344804630538877e-08,0.0,8.825458313690276e-10,1.0,9.565914744812747e-08,1.995456906821751e-09,4.765747489392749e-13
0.89,2.3913810223966216e-05,8.438456176218835e-08,0.0,9.026071357949916e-10,1.0,9.565524089586486e-08,2.017766848315011e-09,4.874078533292954e-13
0.9,2.3912833401911204e-05,8.532081530902571e-08,0.0,9.228913898842704e-10,1.0,9.565133360764482e-08,2.040068635008091e-09,4.98361350537506e-13
0.91,2.3911856395955712e-05,8.625680702248787e-08,0.0,9.433985108959926e-10,1.0,9.564742558382285e-08,2.062362269008106e-09,5.09435195883836e-13
0.92,2.3910879206188627e-05,8.71925369791434e-08,0.0,9.641284161108603e-10,1.0,9.564351682475451e-08,2.0846477524220497e-09,5.206293446998646e-13
0.93,2.390990183269879e-05,8.812800525554249e-08,0.0,9.850810228311473e-10,1.0,9.563960733079517e-08,2.10692508735679e-09,5.319437523288196e-13
0.94,2.3908924275575017e-05,8.906321192821684e-08,0.0,1.0062562483806982e-09,1.0,9.563569710230007e-08,2.1291942759190658e-09,5.43378374125577e-13
0.95,2.3907946534906105e-05,8.99981570736798e-08,0.0,1.0276540101049315e-09,1.0,9.563178613962442e-08,2.1514553202154964e-09,5.54933165456663e-13
0.96,2.3906968610780824e-05,9.09328407684262e-08,0.0,1.0492742253708364e-09,1.0,9.56278744431233e-08,2.173708222352568e-09,5.666080817002517e-13
0.97,2.3905990503287926e-05,9.186726308893254e-08,0.0,1.071116811566975e-09,1.0,9.562396201315171e-08,2.195952984436646e-09,5.784030782461665e-13
0.98,2.390501221251613e-05,9.280142411165684e-08,0.0,1.0931816861034805e-09,1.0,9.562004885006453e-08,2.2181896085739637e-09,5.903181104958795e-13
0.99,2.3904033738554133e-05,9.373532391303868e-08,0.0,1.11546876641206e-09,1.0,9.561613495421653e-08,2.2404180968706304e-09,6.023531338625124e-13
1.0,2.3903055081490606e-05,9.466896256949927e-08,0.0,1.1379779699459897e-09,1.0,9.561222032596242e-08,2.2626384514326246e-09,6.145081037708345e-13
1.01,2.3902076241414192e-05,9.560234015744136e-08,0.0,1.1607092141801208e-09,1.0,9.560830496565677e-08,2.2848506743657992e-09,6.267829756572653e-13
1.02,2.3901097218413526e-05,9.653545675324926e-08,0.0,1.183662416610875e-09,1.0,9.560438887365411e-08,2.307054767775877e-09,6.391777049698726e-13
1.03,2.3900118012577193e-05,9.746831243328888e-08,0.0,1.2068374947562469e-09,1.0,9.560047205030878e-08,2.32925073376845e-09,6.516922471683734e-13
1.04,2.3899138623993773e-05,9.840090727390771e-08,0.0,1.2302343661558016e-09,1.0,9.55965544959751e-08,2.3514385744489847e-09,6.643265577241329e-13
1.05,2.3898159052751818e-05,9.933324135143478e-08,0.0,1.2538529483706782e-09,1.0,9.559263621100728e-08,2.3736182919228148e-09,6.770805921201662e-13
1.06,2.3897179298939846e-05,1.0026531474218074e-07,0.0,1.2776931589835867e-09,1.0,9.558871719575939e-08,2.3957898882951433e-09,6.899543058511368e-13
1.07,2.389619936264636e-05,1.0119712752243776e-07,0.0,1.3017549155988093e-09,1.0,9.558479745058543e-08,2.4179533656710436e-09,7.02947654423357e-13
1.08,2.389521924395983e-05,1.0212867976847964e-07,0.0,1.3260381358422003e-09,1.0,9.558087697583933e-08,2.4401087261554586e-09,7.160605933547882e-13
1.09,2.389423894296871e-05,1.0305997155656171e-07,0.0,1.3505427373611867e-09,1.0,9.557695577187485e-08,2.4622559718531987e-09,7.292930781750409e-13
1.1,2.3893258459761426e-05,1.0399100296292091e-07,0.0,1.3752686378247665e-09,1.0,9.557303383904571e-08,2.4843951048689426e-09,7.426450644253739e-13
1.11,2.3892277794426372e-05,1.0492177406377572e-07,0.0,1.4002157549235104e-09,1.0,9.556911117770549e-08,2.506526127307236e-09,7.561165076586956e-13
1.12,2.3891296947051928e-05,1.0585228493532623e-07,0.0,1.4253840063695611e-09,1.0,9.556518778820771e-08,2.5286490412724927e-09,7.69707363439563e-13
1.13,2.3890315917726447e-05,1.0678253565375405e-07,0.0,1.4507733098966326e-09,1.0,9.556126367090579e-08,2.5507638488689934e-09,7.834175873441816e-13
1.14,2.388933470653825e-05,1.0771252629522245e-07,0.0,1.4763835832600125e-09,1.0,9.5557338826153e-08,2.572870552200887e-09,7.972471349604068e-13
1.15,2.3888353313575644e-05,1.086422569358762e-07,0.0,1.5022147442365597e-09,1.0,9.555341325430258e-08,2.5949691533721845e-09,8.111959618877423e-13
1.16,2.3887371738926903e-05,1.0957172765184165e-07,0.0,1.5282667106247048e-09,1.0,9.554948695570761e-08,2.617059654486767e-09,8.252640237373406e-13
1.17,2.3886389982680282e-05,1.105009385192268e-07,0.0,1.5545394002444504e-09,1.0,9.554555993072113e-08,2.6391420576483773e-09,8.394512761320032e-13
1.18,2.3885408044923997e-05,1.1142988961412109e-07,0.0,1.5810327309373716e-09,1.0,9.554163217969599e-08,2.661216364960624e-09,8.537576747061807e-13
1.19,2.3884425925746265e-05,1.1235858101259567e-07,0.0,1.6077466205666158e-09,1.0,9.553770370298507e-08,2.683282578526983e-09,8.681831751059726e-13
1.2,2.3883443625235256e-05,1.132870127907032e-07,0.0,1.6346809870169016e-09,1.0,9.553377450094103e-08,2.705340700450792e-09,8.827277329891269e-13
1.21,2.3882461143479128e-05,1.1421518502447788e-07,0.0,1.6618357481945203e-09,1.0,9.552984457391652e-08,2.7273907328352515e-09,8.97391304025041e-13
1.22,2.3881478480566004e-05,1.1514309778993556e-07,0.0,1.6892108220273352e-09,1.0,9.552591392226402e-08,2.7494326777834273e-09,9.12173843894761e-13
1.23,2.3880495636583992e-05,1.1607075116307363e-07,0.0,1.7168061264647813e-09,1.0,9.552198254633597e-08,2.771466537398249e-09,9.27075308290982e-13
1.24,2.387951261162117e-05,1.1699814521987105e-07,0.0,1.7446215794778664e-09,1.0,9.551805044648468e-08,2.7934923137825056e-09,9.42095652918048e-13
1.25,2.3878529405765585e-05,1.1792528003628834e-07,0.0,1.7726570990591696e-09,1.0,9.551411762306234e-08,2.81551000903885e-09,9.572348334919516e-13
1.26,2.387754601910528e-05,1.1885215568826762e-07,0.0,1.8009126032228422e-09,1.0,9.551018407642113e-08,2.8375196252697993e-09,9.724928057403348e-13
1.27,2.387656245172825e-05,1.197787722517326e-07,0.0,1.829388010004608e-09,1.0,9.5506249806913e-08,2.8595211645777274e-09,9.878695254024884e-13
1.28,2.3875578703722483e-05,1.207051298025885e-07,0.0,1.8580832374617624e-09,1.0,9.550231481488993e-08,2.881514629064873e-09,1.0033649482293517e-12
1.29,2.3874594775175924e-05,1.2163122841672223e-07,0.0,1.886998203673173e-09,1.0,9.549837910070369e-08,2.9035000208333347e-09,1.0189790299835134e-12
1.3,2.3873610666176514e-05,1.225570681700021e-07,0.0,1.916132826739279e-09,1.0,9.549444266470606e-08,2.9254773419850687e-09,1.0347117264392106e-12
1.31,2.387262637681215e-05,1.2348264913827815e-07,0.0,1.945487024782093e-09,1.0,9.54905055072486e-08,2.9474465946218954e-09,1.0505629933823302e-12
1.32,2.387164190717072e-05,1.2440797139738192e-07,0.0,1.975060715945198e-09,1.0,9.548656762868288e-08,2.9694077808454903e-09,1.066532786610407e-12
1.33,2.387065725734008e-05,1.2533303502312656e-07,0.0,2.004853818393751e-09,1.0,9.548262902936032e-08,2.991360902757392e-09,1.0826210619326257e-12
1.34,2.386967242740806e-05,1.2625784009130678e-07,0.0,2.034866250314479e-09,1.0,9.547868970963224e-08,3.0133059624589958e-09,1.0988277751698186e-12
1.35,2.3868687417462463e-05,1.2718238667769884e-07,0.0,2.0650979299156813e-09,1.0,9.547474966984986e-08,3.0352429620515534e-09,1.1151528821544679e-12
1.36,2.386770222759108e-05,1.281066748580606e-07,0.0,2.0955487754272312e-09,1.0,9.547080891036432e-08,3.0571719036361796e-09,1.1315963387307049e-12
1.37,2.386671685788166e-05,1.290307047081315e-07,0.0,2.126218705100572e-09,1.0,9.546686743152665e-08,3.079092789313842e-09,1.1481581007543089e-12
1.38,2.3865731308421944e-05,1.2995447630363252e-07,0.0,2.15710763720872e-09,1.0,9.546292523368778e-08,3.1010056211853665e-09,1.1648381240927087e-12
1.39,2.3864745579299638e-05,1.3087798972026626e-07,0.0,2.1882154900462635e-09,1.0,9.545898231719855e-08,3.122910401351438e-09,1.1816363646249823e-12
1.4,2.386375967060242e-05,1.318012450337169e-07,0.0,2.2195421819293634e-09,1.0,9.545503868240968e-08,3.144807131912596e-09,1.1985527782418563e-12
1.41,2.3862773582417955e-05,1.327242423196501e-07,0.0,2.2510876311957507e-09,1.0,9.545109432967182e-08,3.1666958149692346e-09,1.2155873208457054e-12
1.42,2.386178731483387e-05,1.3364698165371326e-07,0.0,2.282851756204731e-09,1.0,9.544714925933547e-08,3.188576452621607e-09,1.2327399483505548e-12
1.43,2.3860800867937785e-05,1.3456946311153513e-07,0.0,2.3148344753371796e-09,1.0,9.544320347175115e-08,3.210449046969818e-09,1.250010616682077e-12
1.44,2.3859814241817278e-05,1.3549168676872624e-07,0.0,2.347035706995546e-09,1.0,9.543925696726912e-08,3.2323136001138307e-09,1.2673992817775948e-12
1.45,2.3858827436559907e-05,1.3641365270087863e-07,0.0,2.37945536960385e-09,1.0,9.543530974623963e-08,3.254170114153461e-09,1.2849058995860792e-12
1.46,2.3857840452253215e-05,1.3733536098356586e-07,0.0,2.412093381607685e-09,1.0,9.543136180901286e-08,3.276018591188378e-09,1.3025304260681498e-12
1.47,2.3856853288984704e-05,1.3825681169234307e-07,0.0,2.4449496614742146e-09,1.0,9.542741315593882e-08,3.297859033318104e-09,1.320272817196076e-12
1.48,2.3855865946841862e-05,1.391780049027471e-07,0.0,2.478024127692176e-09,1.0,9.542346378736745e-08,3.3196914426420185e-09,1.3381330289537751e-12
1.49,2.3854878425912155e-05,1.4009894069029618e-07,0.0,2.5113166987718785e-09,1.0,9.541951370364862e-08,3.341515821259351e-09,1.3561110173368144e-12
1.5,2.3853890726283015e-05,1.410196191304903e-07,0.0,2.5448272932452023e-09,1.0,9.541556290513206e-08,3.363332171269184e-09,1.3742067383524092e-12
1.51,2.3852902848041854e-05,1.4194004029881083e-07,0.0,2.5785558296656003e-09,1.0,9.541161139216741e-08,3.3851404947704508e-09,1.3924201480194242e-12
1.52,2.3851914791276058e-05,1.4286020427072088e-07,0.0,2.6125022266080975e-09,1.0,9.540765916510423e-08,3.4069407938619386e-09,1.4107512023683727e-12
1.53,2.385092655607299e-05,1.4378011112166505e-07,0.0,2.646666402669291e-09,1.0,9.540370622429196e-08,3.428733070642286e-09,1.4291998574414173e-12
1.54,2.3849938142519992e-05,1.446997609270695e-07,0.0,2.68104827646735e-09,1.0,9.539975257007997e-08,3.450517327209981e-09,1.4477660692923691e-12
1.55,2.3848949550704443e-05,1.456191537623581e-07,0.0,2.7156477665979406e-09,1.0,9.539579820281778e-08,3.472293565663766e-09,1.4664497939628879e-12
1.56,2.384796078071397e-05,1.4653828970299563e-07,0.0,2.7504647915146033e-09,1.0,9.539184312285588e-08,3.4940617881037237e-09,1.4852509874178859e-12
1.57,2.38469718326359e-05,1.474571688243652e-07,0.0,2.7854992698665077e-09,1.0,9.53878873305436e-08,3.5158219966282015e-09,1.5041696057279141e-12
1.58,2.3845982706557472e-05,1.4837579120182242e-07,0.0,2.8207511203497616e-09,1.0,9.538393082622988e-08,3.5375741933351662e-09,1.5232056049888713e-12
1.59,2.3844993402565927e-05,1.4929415691070438e-07,0.0,2.856220261681967e-09,1.0,9.537997361026371e-08,3.5593183803224353e-09,1.542358941308262e-12
1.6,2.3844003920748462e-05,1.502122660263298e-07,0.0,2.891906612602212e-09,1.0,9.537601568299385e-08,3.581054559687672e-09,1.5616295708051945e-12
1.61,2.3843014261192256e-05,1.5113011862399904e-07,0.0,2.9278100918710766e-09,1.0,9.537205704476902e-08,3.6027827335283937e-09,1.5810174496103814e-12
1.62,2.3842024423984458e-05,1.5204771477899403e-07,0.0,2.9639306182706304e-09,1.0,9.536809769593784e-08,3.624502903941961e-09,1.6005225338661404e-12
1.63,2.384103440921221e-05,1.529650545665783e-07,0.0,3.000268110604435e-09,1.0,9.536413763684884e-08,3.6462150730255897e-09,1.6201447797263948e-12
1.64,2.3840044216962603e-05,1.5388213806199701e-07,0.0,3.036822487697541e-09,1.0,9.536017686785041e-08,3.6679192428763363e-09,1.6398841433566722e-12
1.65,2.3839053847322726e-05,1.5479896534047698e-07,0.0,3.073593668396487e-09,1.0,9.53562153892909e-08,3.689615415591112e-09,1.6597405809341031e-12
1.66,2.383806330037963e-05,1.557155364772264e-07,0.0,3.1105815715693076e-09,1.0,9.535225320151853e-08,3.711303593266667e-09,1.679714048647426e-12
1.67,2.383707257622035e-05,1.5663185154743545e-07,0.0,3.1477861161055224e-09,1.0,9.534829030488139e-08,3.732983777999608e-09,1.699804502696982e-12
1.68,2.383608167493189e-05,1.5754791062627546e-07,0.0,3.185207220916143e-09,1.0,9.534432669972757e-08,3.754655971886378e-09,1.7200118992947172e-12
1.69,2.383509059660123e-05,1.584637137888998e-07,0.0,3.222844804933672e-09,1.0,9.534036238640492e-08,3.776320177023279e-09,1.7403361946641829e-12
1.7,2.3834099341315328e-05,1.593792611104431e-07,0.0,3.260698787112102e-09,1.0,9.533639736526132e-08,3.7979763955064425e-09,1.760777345040535e-12
1.71,2.3833107909161123e-05,1.6029455266602183e-07,0.0,3.298769086426914e-09,1.0,9.533243163664449e-08,3.8196246294318595e-09,1.7813353066705336e-12
1.72,2.3832116300225514e-05,1.6120958853073392e-07,0.0,3.3370556218750815e-09,1.0,9.532846520090206e-08,3.841264880895358e-09,1.802010035812544e-12
