Time,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total,n1,k1,m1,d0,d1,k2,m2,n2,d2,n,r_l,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
0.31,0.0,0.0,0.6018512607260117,0.5981487392739883,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006018512607260117,0.0,0.011962974785479766,0.0
0.32,0.0,0.0,0.6019106958474628,0.5980893041525371,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006019106958474628,0.0,0.011961786083050744,0.0
0.33,0.0,0.0,0.6019701133079992,0.5980298866920007,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006019701133079992,0.0,0.011960597733840015,0.0
0.34,0.0,0.0,0.6020295131076209,0.5979704868923791,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006020295131076209,0.0,0.011959409737847582,0.0
0.35000000000000003,0.0,0.0,0.6020888952463276,0.5979111047536724,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006020888952463276,0.0,0.011958222095073448,0.0
0.36,0.0,0.0,0.6021482591107361,0.5978517408892638,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006021482591107361,0.0,0.011957034817785277,0.0
0.37,0.0,0.0,0.602207605158763,0.5977923948412369,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00602207605158763,0.0,0.011955847896824738,0.0
0.38,0.0,0.0,0.6022669334982511,0.5977330665017488,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006022669334982511,0.0,0.011954661330034977,0.0
0.39,0.0,0.0,0.6023262441292002,0.5976737558707997,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006023262441292003,0.0,0.011953475117415995,0.0
0.4,0.0,0.0,0.6023855370516104,0.5976144629483896,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006023855370516104,0.0,0.011952289258967793,0.0
0.41000000000000003,0.0,0.0,0.6024448122654816,0.5975551877345183,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024448122654817,0.0,0.011951103754690367,0.0
0.42,0.0,0.0,0.602504069770814,0.5974959302291859,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006025040697708141,0.0,0.011949918604583719,0.0
0.43,0.0,0.0,0.6025633095676074,0.5974366904323926,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006025633095676074,0.0,0.011948733808647851,0.0
0.44,0.0,0.0,0.6026225316558619,0.5973774683441381,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006026225316558619,0.0,0.011947549366882762,0.0
0.45,0.0,0.0,0.6026817360355775,0.5973182639644224,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006026817360355775,0.0,0.011946365279288449,0.0
0.46,0.0,0.0,0.6027409227067541,0.5972590772932459,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006027409227067541,0.0,0.011945181545864918,0.0
0.47000000000000003,0.0,0.0,0.6028000916693919,0.5971999083306081,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028000916693919,0.0,0.011943998166612162,0.0
0.48,0.0,0.0,0.6028592429234906,0.5971407570765094,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028592429234906,0.0,0.011942815141530188,0.0
0.49,0.0,0.0,0.6029183764690504,0.5970816235309495,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006029183764690505,0.0,0.01194163247061899,0.0
0.5,0.0,0.0,0.6029774923060713,0.5970225076939286,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006029774923060714,0.0,0.011940450153878573,0.0
0.51,0.0,0.0,0.6030365904345534,0.5969634095654466,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060303659043455336,0.0,0.011939268191308932,0.0
0.52,0.0,0.0,0.6030956708544964,0.5969043291455035,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060309567085449645,0.0,0.01193808658291007,0.0
0.53,0.0,0.0,0.6031547335659005,0.5968452664340994,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006031547335659006,0.0,0.011936905328681989,0.0
0.54,0.0,0.0,0.6032137785687658,0.5967862214312342,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032137785687658,0.0,0.011935724428624684,0.0
0.55,0.0,0.0,0.6032728058630921,0.5967271941369079,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032728058630921,0.0,0.011934543882738157,0.0
0.56,0.0,0.0,0.6033318154488795,0.5966681845511205,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006033318154488795,0.0,0.01193336369102241,0.0
0.5700000000000001,0.0,0.0,0.6033908073261279,0.596609192673872,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006033908073261279,0.0,0.01193218385347744,0.0
0.58,0.0,0.0,0.6034497814948374,0.5965502185051625,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006034497814948374,0.0,0.01193100437010325,0.0
0.59,0.0,0.0,0.603508737955008,0.5964912620449919,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00603508737955008,0.0,0.011929825240899838,0.0
0.6,0.0,0.0,0.6035676767066397,0.5964323232933603,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006035676767066397,0.0,0.011928646465867205,0.0
0.61,0.0,0.0,0.6036265977497324,0.5963734022502676,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006036265977497324,0.0,0.011927468045005352,0.0
0.62,0.0,0.0,0.6036855010842862,0.5963144989157138,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006036855010842862,0.0,0.011926289978314275,0.0
0.63,0.0,0.0,0.6037443867103011,0.5962556132896989,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006037443867103011,0.0,0.011925112265793979,0.0
0.64,0.0,0.0,0.6038032546277771,0.5961967453722229,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006038032546277771,0.0,0.011923934907444459,0.0
0.65,0.0,0.0,0.6038621063118446,0.5961378936881554,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060386210631184455,0.0,0.011922757873763108,0.0
0.66,0.0,0.0,0.6039209448080923,0.5960790551919076,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006039209448080923,0.0,0.011921581103838152,0.0
0.67,0.0,0.0,0.6039797657581399,0.59602023424186,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060397976575813994,0.0,0.0119204046848372,0.0
0.68,0.0,0.0,0.6040385691619872,0.5959614308380128,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006040385691619872,0.0,0.011919228616760256,0.0
0.6900000000000001,0.0,0.0,0.6040973550196342,0.5959026449803657,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006040973550196342,0.0,0.011918052899607314,0.0
0.7000000000000001,0.0,0.0,0.604156123331081,0.5958438766689189,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006041561233310811,0.0,0.011916877533378379,0.0
0.71,0.0,0.0,0.6042148740963276,0.5957851259036724,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006042148740963276,0.0,0.011915702518073447,0.0
0.72,0.0,0.0,0.6042736073153738,0.5957263926846261,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006042736073153738,0.0,0.011914527853692522,0.0
0.73,0.0,0.0,0.6043323229882198,0.5956676770117801,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006043323229882198,0.0,0.011913353540235603,0.0
0.74,0.0,0.0,0.6043910211148655,0.5956089788851344,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006043910211148655,0.0,0.011912179577702688,0.0
0.75,0.0,0.0,0.6044497016953111,0.5955502983046889,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006044497016953111,0.0,0.011911005966093777,0.0
0.76,0.0,0.0,0.6045083647295563,0.5954916352704437,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006045083647295563,0.0,0.011909832705408874,0.0
0.77,0.0,0.0,0.6045670102176013,0.5954329897823987,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006045670102176013,0.0,0.011908659795647973,0.0
0.78,0.0,0.0,0.6046256381594459,0.595374361840554,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006046256381594459,0.0,0.01190748723681108,0.0
0.79,0.0,0.0,0.6046842485550904,0.5953157514449096,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006046842485550904,0.0,0.011906315028898192,0.0
0.8,0.0,0.0,0.6047428414045346,0.5952571585954654,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006047428414045346,0.0,0.011905143171909308,0.0
0.81,0.0,0.0,0.6048014167077785,0.5951985832922214,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006048014167077786,0.0,0.01190397166584443,0.0
0.8200000000000001,0.0,0.0,0.6048599744648222,0.5951400255351778,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006048599744648222,0.0,0.011902800510703556,0.0
0.8300000000000001,0.0,0.0,0.6049185146756657,0.5950814853243342,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060491851467566575,0.0,0.011901629706486686,0.0
0.84,0.0,0.0,0.6049770373403088,0.5950229626596911,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006049770373403088,0.0,0.011900459253193822,0.0
0.85,0.0,0.0,0.6050355424587518,0.5949644575412482,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050355424587518,0.0,0.011899289150824964,0.0
0.86,0.0,0.0,0.6050940300309944,0.5949059699690056,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050940300309944,0.0,0.011898119399380111,0.0
0.87,0.0,0.0,0.6051525000570368,0.5948474999429632,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006051525000570368,0.0,0.011896949998859263,0.0
0.88,0.0,0.0,0.605210952536879,0.594789047463121,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00605210952536879,0.0,0.01189578094926242,0.0
0.89,0.0,0.0,0.6052693874705208,0.5947306125294791,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006052693874705209,0.0,0.011894612250589583,0.0
0.9,0.0,0.0,0.6053278048579624,0.5946721951420375,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006053278048579624,0.0,0.01189344390284075,0.0
0.91,0.0,0.0,0.6053862046992038,0.5946137953007962,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006053862046992038,0.0,0.011892275906015923,0.0
0.92,0.0,0.0,0.6054445869942449,0.5945554130057551,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006054445869942449,0.0,0.011891108260115102,0.0
0.93,0.0,0.0,0.6055029517430858,0.5944970482569142,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006055029517430858,0.0,0.011889940965138283,0.0
0.9400000000000001,0.0,0.0,0.6055612989457263,0.5944387010542737,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006055612989457263,0.0,0.011888774021085473,0.0
0.9500000000000001,0.0,0.0,0.6056196286021667,0.5943803713978333,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006056196286021667,0.0,0.011887607427956666,0.0
0.96,0.0,0.0,0.6056779407124067,0.5943220592875933,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006056779407124067,0.0,0.011886441185751866,0.0
0.97,0.0,0.0,0.6057362352764465,0.5942637647235535,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006057362352764465,0.0,0.01188527529447107,0.0
0.98,0.0,0.0,0.605794512294286,0.5942054877057139,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00605794512294286,0.0,0.011884109754114278,0.0
0.99,0.0,0.0,0.6058527717659253,0.5941472282340746,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006058527717659253,0.0,0.011882944564681492,0.0
1.0,0.0,0.0,0.6059110136913644,0.5940889863086356,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006059110136913644,0.0,0.011881779726172713,0.0
1.01,0.0,0.0,0.6059692380706032,0.5940307619293967,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006059692380706032,0.0,0.011880615238587935,0.0
1.02,0.0,0.0,0.6060274449036417,0.5939725550963583,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060274449036417,0.0,0.011879451101927166,0.0
1.03,0.0,0.0,0.60608563419048,0.59391436580952,0.0,1.0,0.01,1.0,0.15,0.15,0.01,1.0,0.02,0.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060608563419048,0.0,0.0118782873161904,0.0
