Time,x,y,z,I,r,k,b,tau,a,p,c,d,n,compartment,Uninfected_Cells_Proliferation,Uninfected_Cells_Infection,Length_of_Eclipse_Phase,Cytotoxicity,Immune_Kill,Stimulation,Clearance
44.0,2136.3968336156568,8.090324458326423e-19,4.335537340776091e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.5355996553073626,7.743296312949959e-19,7.743296312949959e-19,8.090324458326423e-19,3.507590378806831e-27,7.015180757613661e-27,2.1677686703880454e-07
44.5,2136.6513336362405,-3.2397220701579623e-18,3.3765190370506104e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.4832940207522366,-3.10112610385257e-18,-3.10112610385257e-18,-3.2397220701579623e-18,-1.0938983244641375e-26,-2.187796648928275e-26,1.6882595185253052e-07
45.0,2136.8809769985914,3.835809153156348e-18,2.6296351160392867e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.4360862963794829,3.6721070896280414e-18,3.672107089628041e-18,3.835809153156348e-18,1.008677844756485e-26,2.01735568951297e-26,1.3148175580196433e-07
45.5,2137.088186828756,-3.5460122534783505e-18,2.047959911597547e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.3934815094903946,-3.3950071219718525e-18,-3.3950071219718525e-18,-3.5460122534783505e-18,-7.26209094115734e-27,-1.452418188231468e-26,1.0239799557987735e-07
46.0,2137.2751508861784,-3.383733360083985e-18,1.5949524550274113e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.35503239499757794,-3.2399222140239783e-18,-3.2399222140239783e-18,-3.383733360083985e-18,-5.3968938298241036e-27,-1.0793787659648207e-26,7.974762275137057e-08
46.5,2137.4438442750525,3.476538663765565e-18,1.2421497538289237e-07,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.3203348610821188,3.329045962479966e-18,3.3290459624799658e-18,3.476538663765565e-18,4.318381645373132e-27,8.636763290746264e-27,6.210748769144618e-08
47.0,2137.5960499805137,-4.163643602522276e-18,9.673867359111857e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.28902387625100034,-3.987284276988658e-18,-3.987284276988658e-18,-4.163643602522276e-18,-4.0278535941415154e-27,-8.055707188283031e-27,4.836933679555929e-08
47.5,2137.7333774522767,2.1393595304349717e-19,7.534014352223295e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.2607697368685252,2.048874363012498e-19,2.0488743630124979e-19,2.1393595304349717e-19,1.6117965406862766e-28,3.223593081372553e-28,3.7670071761116475e-08
48.0,2137.857279408473,2.8023300749569193e-18,5.867493318348999e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.23527468358798403,2.6839598240232697e-18,2.6839598240232697e-18,2.8023300749569193e-18,1.6442652990618174e-27,3.288530598123635e-27,2.9337466591744995e-08
48.5,2137.969067028592,-4.482783306632723e-18,4.569606698838413e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.212269835169927,-4.293655315610263e-18,-4.293655315610263e-18,-4.482783306632723e-18,-2.0484556627429904e-27,-4.096911325485981e-27,2.2848033494192063e-08
49.0,2138.069923687012,2.871931346160214e-18,3.558811353844168e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.19151241115284498,2.7508947352853594e-18,2.7508947352853594e-18,2.871931346160214e-18,1.0220661882175936e-27,2.044132376435187e-27,1.779405676922084e-08
49.5,2138.1609173632683,2.3087329609502577e-18,2.771604010615587e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.17278321751350012,2.2115262784080333e-18,2.2115262784080333e-18,2.3087329609502577e-18,6.398893534010134e-28,1.2797787068020267e-27,1.3858020053077935e-08
50.0,2138.2430118584202,-4.678301136298322e-18,2.15852665906861e-08,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,0.15588437044471523,-4.4814984310025185e-18,-4.4814984310025185e-18,-4.678301136298322e-18,-1.0098237721850898e-27,-2.0196475443701797e-27,1.079263329534305e-08
