Time,CAR_T_cells,Leukaemic_B_cells,B_cells_healthy,tao_B,rho_L,tao_C,rho_C,alpha,compartment,CARTcell_proliferation,CARTcell_death,Leukaemia_proliferation,Leukaemia_death,Bcell_death
1.6,35022837.87789719,52663525061.209496,24307280426.030685,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,30327030.471496183,2501631.2769926563,1755450835.1981046,82999174.51337922,443430287.8064503
1.7,37921519.719891205,52830696168.35192,24262821717.615494,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,32889412.786370605,2708679.979992229,1761023205.4356284,90153912.89536822,445784100.21037245
1.8,41065772.144270666,52997677739.245674,24218115223.1944,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,35672919.29701585,2933269.438876476,1766589257.7981968,97937575.11969069,448389355.7882794
1.9,44476832.63046426,53164403382.292046,24173134763.730114,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,38696948.326943696,3176916.616461733,1772146779.23252,106406292.20097113,451267080.50230557
2.0,48177810.70707265,53330800592.53491,24127851963.688526,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,41982618.38038472,3441272.193362332,1777693352.9067278,115621254.71117032,454440084.871844
2.1,52193840.20944373,53496790247.43897,24082236079.014034,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,45552907.166480064,3728131.443531695,1783226341.4029765,125649131.48518309,457933098.4976377
2.2,56552272.75020702,53662285961.90603,24036253782.168797,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,49432826.38387185,4039448.0535862157,1788742865.2179933,136562590.44527918,461772944.7930215
2.3,61282859.836436465,53827193483.14063,23989868958.185463,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,53649586.467843875,4377347.131174033,1794239782.5919304,148440795.9127224,465988699.26174414
2.4,66417976.80812841,53991409942.11865,23943042457.36341,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,58232797.335258596,4744141.200580601,1799713664.557317,161370009.60182056,470611887.3619374
2.5,71992845.53317824,54154823110.44012,23895731848.495205,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,63214667.403046526,5142346.109512731,1805160770.1674879,175444191.6779928,475676675.4091134
2.6,78045768.88459042,54317310617.31049,23847891159.489693,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,68630211.81775713,5574697.777470744,1810577020.3959587,190765632.18920058,481220067.7399895
2.7,84618442.69108687,54478738898.1942,23799470539.35032,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,74517527.01658227,6044174.477934776,1815957963.0915442,207445772.0402789,487282178.34855545
2.8,91756211.90252388,54638962339.38708,23750415974.981213,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,80918014.58460322,6554015.135894562,1821298744.464106,225605889.294607,493906435.2934928
2.9,99508391.03865296,54797822199.05467,23700668943.11929,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,87876658.71584642,7107742.217046639,1826594073.119163,245377940.37525496,501139843.5401189
3.0,107928645.8337824,54955145314.58121,23650166000.870487,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,95442354.06322043,7709188.9881273145,1831838176.969523,266905548.69306666,509033300.9076565
3.1,117075310.52882007,55110743039.30613,23598838438.083168,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,103668172.79691169,8362522.180630004,1837024767.7931685,290344830.9660348,517641834.1896647
3.2,127011825.62365405,55264409752.90387,23546611811.851433,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,112611731.94230333,9072273.258832432,1842146991.5792475,315865510.86284965,527024947.1038875
3.3,137807177.19026995,55415921369.185646,23493405477.838028,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,122335555.35119307,9843369.799304996,1847197378.788135,343652026.28784454,537246953.080895
3.4,149536317.90021914,55565033913.1192,23439132136.987053,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,132907411.01149188,10681165.564301366,1852167796.9187565,373904575.8915893,548377270.4374957
3.5,162280729.5661794,55711481586.119644,23383697248.188213,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,144400762.42198774,11591480.683298528,1857049386.0182831,406840494.4653719,560490842.6923826
3.6,176128926.3057494,55854975055.07129,23326998493.057774,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,156895154.81777498,12580637.593267813,1861832501.6495264,442695455.3377855,573668472.150944
3.7,191177018.34426993,55995199521.07444,23268925183.28181,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,170476639.00478116,13655501.310304994,1866506650.5158305,481724787.87141764,587997187.8690705
3.8,207529388.1101802,56131812368.94015,23209357566.349957,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,185238275.0469365,14823527.722155727,1871060412.1108987,524205030.34987175,603570695.943707
3.9,225299288.86288568,56264441126.33785,23148166192.74556,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,201280544.50204217,16092806.347348977,1875481370.6903803,570435235.8314228,620489712.0558386
4.0,244609568.47451502,56392680938.930595,23085211175.7429,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,218711845.05113634,17472112.033893928,1879756031.109711,620738520.7316769,638862379.0685835
4.1,265593441.43059218,56516091863.53326,23020341407.670547,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,237648994.10565376,18970960.102185156,1883869728.5960548,675463650.0409479,658804683.1761763
4.2,288395228.22077954,56634196322.456055,22953393791.166656,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,258217663.6615509,20599659.158627108,1887806543.8930879,734986438.8081816,680440779.0241328
4.3,313171216.7481665,56746476011.59468,22884192389.712044,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,280552874.7792038,22369372.624869034,1891549200.1973343,799711332.2424786,703903373.3695371
4.4,340090523.25703204,56852368887.97902,22812547552.398777,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,304799435.0711529,24292180.232645143,1895078962.743126,870072834.7581568,729334031.3997681
4.5,369335991.1689255,56951266022.44864,22738255001.53019,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,331112342.62314165,26381142.22635182,1898375533.8917837,946536852.8126799,756883434.3720567
4.6,401105113.3613345,57042508156.623055,22661094963.448742,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,359657131.10381114,28650365.24009532,1901416938.36396,1029601876.5259712,786711563.9467523
4.7,435611014.66448975,57125382175.801674,22580831200.366474,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,390610175.4433905,31115072.47603498,1904179405.669638,1119800056.1713977,818987832.2749388
4.8,473083490.225433,57199117452.338394,22497209966.455704,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,424158938.25110984,33791677.87324521,1906637248.220616,1217698115.4975026,853891136.9478651
4.9,513769861.3064744,57262882456.88967,22409959250.41673,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,460501929.38087434,36697847.23617674,1908762748.3721128,1323897443.0048318,891609595.3589444
5.0,557935957.258804,57315781040.2145,22318787861.814407,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,499848631.1015138,39852568.37562885,1910526034.482764,1439034082.231864,932340239.8710986
5.1,605867332.961922,57356848094.68166,22223384229.724884,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,542419460.0423813,43276238.06870872,1911894936.2981992,1563778826.2002096,976288751.1313968
5.2,657869890.0104933,57385046724.40178,22123415938.603043,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,588445015.3539119,46990706.42932095,1912834890.6221092,1698835246.9573147,1023668413.4350504
5.3,714270556.3316358,57399265228.00477,22018529201.3518,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,638165162.3589901,51019325.4522597,1913308840.7421613,1844937229.8345337,1074698906.290623
5.4,775418709.7534673,57398311970.62157,21908347481.05915,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,691828509.9023988,55387050.69667623,1913277065.4960577,2002847625.4628868,1129605538.8310273
5.5,841686300.8647552,57380913919.09402,21792471597.42521,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,749690482.3013053,60120450.06176822,1912697130.4451976,2173352812.9560533,1188616976.2062547
5.6,913467703.3245648,57345715962.032234,21670480134.071384,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,812010860.7002013,65247693.09461177,1911523865.209922,2357255675.490319,1251962436.2116754
5.7,991181331.6858592,57291274962.59983,21541927921.95822,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,879052488.9319998,70798666.54898994,1909709165.2290235,2555371899.513469,1319870188.2471676
5.8,1075269056.9045987,57216060330.42273,21406346923.377014,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,951077719.1178285,76804932.63604276,1907202010.8233707,2768519665.408062,1392563659.786202
5.9,1166194445.7053587,57118458169.737114,21263248358.903828,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1028343496.4843459,83299603.26466848,1903948605.4675088,2997505289.916058,1470256168.6697226
6.0,1264443465.3234272,56996767837.658646,21112122246.25664,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1111098101.0655658,90317390.38024479,1899892261.065299,3243113578.659778,1553147529.7067628
6.1,1370522485.9489443,56849206882.893295,20952439739.444515,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1199575194.0723867,97894463.28206745,1894973562.5736125,3506090235.361594,1641417869.9186947
6.2,1484956944.8888485,56673913761.12061,20783654840.668846,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1293987987.3311064,106068353.20634632,1889130458.5151074,3787124482.5123477,1735221714.156558
6.3,1608288802.4768836,56468954325.939575,20605207344.136738,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1394522000.7106135,114877771.60549168,1882298477.3430893,4086827411.849424,1834680713.3953092
6.4,1741071858.1109643,56232335090.85407,20416527934.00142,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1501325756.648752,124362275.57935458,1874411169.5076945,4405704126.414825,1939874365.746872
6.5,1883869670.406067,55962008105.87361,20217040710.708534,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1614503245.341851,134562119.31471905,1865400270.009247,4744130839.455319,2050832820.4238923
6.6,2037248664.029788,55655891443.62291,20006170446.13335,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1734102388.154757,145517761.7164134,1855196381.2685773,5102320072.000845,2167525654.7204056
6.7,2201773050.6268106,55311883518.533165,19783348146.295692,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1860104894.7397196,157269503.61620075,1843729450.4333992,5480289652.9732,2289852395.0906057
6.8,2377997836.980652,54927883765.99537,19548018423.61969,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1992414761.033481,169856988.35576084,1830929458.6834192,5877827495.345775,2417631855.848478
6.9,2566459220.921137,54501822063.38015,19299649322.578735,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2130845251.0054684,183318515.78008118,1816727401.9309988,6294451670.620427,2550590155.444424
7.0,2767666961.0056634,54031681089.52628,19037740475.57039,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2275108019.1620193,197690497.21469024,1801056036.137437,6729376436.958437,2688351314.2824783
7.1,2982092266.649033,53515534678.10214,18761835140.70116,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2424800087.8918376,213006590.4749309,1783851155.758353,7181471794.912045,2830425809.0003242
7.2,3210156692.7079535,52951581765.72483,18471531629.15379,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2579393086.6343474,229296906.62199667,1765052725.3476558,7649229356.762131,2976201850.261157
7.3,3452219742.337491,52338185620.440254,18166495656.342075,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2738223592.0978546,246587124.4526779,1744606187.1735477,8130731295.465362,3124938000.531759
7.4,3708565166.1128545,51673918412.44922,17846473621.230663,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2900485172.5944166,264897511.8652039,1722463946.9093943,8623624221.943508,3275757695.45467
7.5,3979386422.3850894,50957606846.64933,17511307234.149803,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3065223004.296562,284241887.3132207,1698586894.7184522,9125100396.125723,3427646741.6296916
7.6,4264775952.189847,50188370152.78466,17160943072.608099,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3231334478.701762,304626853.7278462,1672945671.592194,9631896934.82394,3579456697.85991
7.7,4564706085.065469,49365680342.19658,16795451638.543491,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3397568869.6571674,326050434.6475335,1645522677.908667,10140291965.313967,3729907707.290427
7.8,4879012245.110619,48489417414.70801,16415043510.70772,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3562533670.695829,348500874.65075845,1616313913.661969,10646120759.60882,3877597981.6862907
7.9,5207388697.1782055,47559890306.94473,16020071711.309328,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3724712725.2848525,371956335.5127289,1585329676.7396247,11144827585.053867,4021024511.2740316
8.0,5549381993.058915,46577864896.64317,15611036407.5352,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3882487151.987162,396384428.07563674,1552595496.3995128,11631526412.965317,4158606135.1089206
8.1,5904374248.435503,45544619870.42584,15188600835.253654,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4034156224.040594,421741017.74539304,1518153995.529046,12101061632.297682,4288706611.118922
8.2,6271578253.795817,44461966204.03829,14753595498.008896,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4177969076.889715,447969875.2711298,1482065539.9864032,12548101516.4813,4409668049.377709
8.3,6650031475.981805,43332276001.735565,14307021655.019983,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4312160366.297723,475002248.2844146,1444409199.9134111,12967244970.186262,4519846855.921628
8.4,7038609699.728366,42158449558.18791,13850036059.668737,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4434996039.040603,502757835.6948832,1405281651.799069,13353159239.359673,4617658851.130552
8.5,7436026172.242665,40943926687.538376,13383949991.784607,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4544814519.785448,531144726.5887618,1364797556.1147995,13700704969.931414,4701618942.406791
8.6,7840841952.405006,39692661606.598045,12910217843.730087,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4640072220.128655,560060139.4575005,1323088720.087626,14005074884.743326,4770384293.166797
8.7,8251484269.758654,38409073550.01449,12430417752.523508,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4719389206.111022,589391733.5541896,1280302451.5391192,14261933979.627647,4822796474.025165
8.8,8666261578.026114,37098010511.1124,11946234761.506153,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4781590407.330558,619018684.1447223,1236600350.2467532,14467547840.114801,4857917701.899202
8.9,9083390495.523802,35764669680.81397,11459434540.348635,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4825743518.724006,648813606.8231287,1192155655.9079168,14618900729.441427,4875063921.127075
9.0,9501021413.272615,34414527746.1199,10971836343.300842,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4851189192.196955,678644386.6623297,1147150924.7559483,14713792426.95974,4873828280.883094
9.1,9917264608.585844,33053261343.632236,10485287978.713266,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4857562285.916245,708376043.4704174,1101775378.010897,14750907251.469416,4854096691.840786
9.2,10330224734.392382,31686645579.325745,10001631600.75267,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4844804310.673329,737873195.3137416,1056221519.205236,14729857646.106413,4816053456.599452
9.3,10738029936.381645,30320465984.719814,9522675565.743782,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4813164525.694157,767002138.3129746,1010682199.3895923,14651193214.303324,4760176147.902367
9.4,11138857497.373363,28960437438.867428,9050170674.993761,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4763190905.649039,795632678.3838116,965347914.5323794,14516378356.191332,4687221444.321389
9.5,11530973775.414373,27612082065.137257,8585771652.993143,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4695710646.938032,823640983.9581695,920402735.412535,14327738737.995928,4598200043.972755
9.6,11912743920.111454,26280693913.06353,8131029341.216917,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4611803028.5023575,850910280.0079609,876023130.3478487,14088382948.312096,4494346321.384284
9.7,12282670824.586567,24971215475.198334,7687354426.602499,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4512762716.687663,877333630.3276119,832373849.0900404,13802094889.725742,4377078550.80162
9.8,12639402100.670666,23688210715.78003,7256012014.553491,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4400060330.040732,902814435.7621903,789607023.7803736,13473216912.697176,4247957941.041646
9.9,12981748395.447857,22435801256.049217,6838105977.581269,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4275298105.4100595,927267742.5319897,747860041.7935212,13106516713.033676,4108644141.56625
10.0,13308696580.813456,21217618508.047825,6434567995.846207,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,4140163799.734393,950621184.3438182,707253950.1975354,12707048110.097717,3960849888.770624
10.1,13619406510.09992,20036807069.735367,6046161839.7271595,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3996388761.393012,972814750.7214228,667893568.9243895,12280023929.122648,3806300480.444854
10.2,13913220518.27704,18895984550.56626,5673476915.3055105,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3845703773.1373224,993801465.5912172,629866151.6225554,11830679998.2893,3646693042.848414
10.3,14189655244.551155,17797262320.157898,5316936385.651797,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3689803247.5067635,1013546803.1822253,593242077.2792723,11364165747.894653,3483662848.55993
10.4,14448395599.657198,16742252614.06062,4976805385.119968,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3530312347.770678,1032028257.1183712,558075087.0795465,10885441004.88042,3318755142.6209583
10.5,14689287554.499767,15732085441.962343,4653198454.484598,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3368759591.6440043,1049234825.3214118,524402848.01297116,10399190710.002499,3153400964.14826
10.6,14912324284.494595,14767443696.73715,4346093828.973978,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3206556785.331684,1065166020.3210424,492248123.17534685,9909760916.644201,2988901121.8321
10.7,15117631420.555855,13848600785.05458,4055348644.8649683,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,3044984720.1051917,1079830815.7539895,461620026.122324,9421111906.149403,2826416118.352449
10.8,15305458415.754606,12975443980.032618,3780707116.647573,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2885181455.4563203,1093247029.6967576,432514799.2911691,8936780321.80542,2666957285.2973213
10.9,15476154060.277151,12147541989.305653,3521824773.3627315,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2728142258.017974,1105439575.7340822,404918066.2696966,8459875407.608093,2511390704.0198483
11.0,15630161241.06743,11364158879.763239,3278273310.114289,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2574715231.0032954,1116440088.6476736,378805295.95422745,7993063604.691343,2360435207.8237433
11.1,15767994177.162043,10624319503.591057,3049562305.3839517,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2425608998.360099,1126285298.3687172,354143983.41762084,7538589363.101981,2214672668.761481
11.2,15890227979.813873,9926838974.315226,2835149102.322375,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2281397625.1511755,1135016284.2724195,330894632.4440847,7098288048.934679,2074554936.7087297
11.3,15997485880.985617,9270360026.056255,2634450632.534498,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2142529204.7993922,1142677562.9275439,309012000.83764064,6673610413.281979,1940413916.4578333
11.4,16090422915.191309,8653401415.513311,2446858490.383068,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,2009338608.987162,1149315922.513665,288446713.821599,6265659979.373593,1812475431.4147737
11.5,16169720460.0085,8074373505.46013,2271743988.696807,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1882055561.9278646,1154980032.85775,269145783.48842305,5875216311.284514,1690868336.238557
11.6,16236071095.008625,7531624837.8430195,2108471673.7706728,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1760819538.6596763,1159719363.9291875,251054161.23632857,5502779834.766843,1575639514.434706
11.7,16290173381.879347,7023457231.218792,1956404190.1720767,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1645689369.3717012,1163583812.991382,234115241.01721486,5148600121.654577,1466764092.3350952
11.8,16332723041.036764,6548153807.746922,1814909871.5236683,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1536655532.040905,1166623074.3597689,218271793.56973687,4812713215.741834,1364157410.2805138
11.9,16364406674.560514,6103998426.142462,1683368302.1067977,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1433650905.7313926,1168886191.0400367,203466614.18440205,4494974066.382266,1267685694.9117503
12.0,16385897117.912355,5689290493.282032,1561174324.7654486,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1336560418.8626528,1170421222.7080252,189643016.4237701,4195085791.35763,1177175456.172406
12.1,16397848992.616379,5302360180.557535,1447741584.1188898,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1245230430.9970202,1171274928.044027,176745339.3342433,3912628569.536006,1092422180.8540566
12.2,16400894957.812994,4941579990.541697,1342505916.9422946,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1159477119.8383262,1171492496.9866424,164719333.00158462,3647085045.7727203,1013198532.1962894
12.3,16395644253.848408,4605371346.255028,1244926095.3396997,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1079093200.8553498,1171117446.7034576,153512378.1931497,3397861361.252896,939260210.4241644
12.4,16382679663.819475,4292214335.110107,1154486501.182764,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,1003854994.0384922,1170191404.558534,143073811.15602952,3164308762.525325,870352655.315023
12.5,16362557245.866106,4000650163.8352623,1070696990.2239747,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,933527341.3719872,1168754088.990436,133355005.4478399,2945739029.689714,806215285.6353011
12.6,16335805389.138401,3729285237.391521,993093495.5465988,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,867868424.494685,1166843242.0813143,124309507.90061975,2741439504.537661,746585751.700189
12.7,16302923987.566883,3476794664.456181,921238600.1064903,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,806634022.5782535,1164494570.5404916,115893155.47028339,2550686361.0753255,691203705.9061301
12.8,16264385763.79529,3241919812.096519,854720024.3718624,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,749579969.6510963,1161741840.2710922,108063993.72574423,2372752549.7652836,639812662.5786327
12.9,16220635106.483477,3023472598.5193787,793151568.5059526,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,696465764.4589239,1158616793.3202484,100782419.94056772,2206919059.876541,592163190.7675866
13.0,16172090149.763227,2820330593.300788,736170991.335658,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,647055722.7508093,1155149296.411659,94011019.76729183,2052478827.3147998,548013580.210698
13.1,16119142535.237736,2631438610.486184,683440096.9681216,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,601121276.6904066,1151367323.9455526,87714620.34076801,1908744031.5819628,507131743.4624654
13.2,16062158813.681381,2455805505.1310053,634643325.1594764,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,558441899.0739176,1147297058.1200986,81860183.49618082,1775049211.7517254,469295773.2966033
13.3,16001481577.149319,2292501699.022073,589486601.7178327,60.0,0.03333333333,14.0,1.125e-11,4.5e-11,1.0,518805930.3733065,1142962969.7963798,76416723.29309408,1650754066.6118345,434294431.57668877
