Time,C,F,P,m,gamma,nu,sigma,Brain
3.9,21.17374372913924,140.75073935308646,0.1563830451059984,25.0,1.0,1.0,1.0,1.0
4.05,21.299252874163844,140.68128075430235,0.15734447877079244,25.0,1.0,1.0,1.0,1.0
4.2,21.424592470163432,140.5904535651143,0.1583295144614494,25.0,1.0,1.0,1.0,1.0
4.35,21.54975838265144,140.4782253617555,0.1593386642030879,25.0,1.0,1.0,1.0,1.0
4.5,21.674746503077227,140.3445637996306,0.16037243453356648,25.0,1.0,1.0,1.0,1.0
4.65,21.79955244711666,140.18943552940203,0.16143140654388186,25.0,1.0,1.0,1.0,1.0
4.8,21.92417193592409,140.01280759982495,0.16251613143725777,25.0,1.0,1.0,1.0,1.0
4.95,22.04860046017768,139.81464598376735,0.16362719778583357,25.0,1.0,1.0,1.0,1.0
5.1,22.17283335452213,139.5949161827881,0.1647652387818814,25.0,1.0,1.0,1.0,1.0
5.25,22.296865842390627,139.35358319047558,0.16593092035406573,25.0,1.0,1.0,1.0,1.0
5.4,22.42069302997626,139.0906114539228,0.16712493936243802,25.0,1.0,1.0,1.0,1.0
5.55,22.54430985666268,138.80596476969131,0.16834802191132012,25.0,1.0,1.0,1.0,1.0
5.7,22.667711191577137,138.49960633741665,0.16960089778708298,25.0,1.0,1.0,1.0,1.0
5.85,22.79089172929111,138.17149881311218,0.17088434853206624,25.0,1.0,1.0,1.0,1.0
6.0,22.913845944161146,137.82160384369473,0.17219922836510446,25.0,1.0,1.0,1.0,1.0
6.15,23.036568238608506,137.4498827211634,0.17354639135971667,25.0,1.0,1.0,1.0,1.0
6.3,23.159052782542496,137.05629559138475,0.1749267442045291,25.0,1.0,1.0,1.0,1.0
6.45,23.28129358745243,136.64080187276218,0.17634123118916825,25.0,1.0,1.0,1.0,1.0
6.6,23.403284483333586,136.20336016387515,0.17779084387967953,25.0,1.0,1.0,1.0,1.0
6.75,23.525019044078913,135.7439278222842,0.17927663486677609,25.0,1.0,1.0,1.0,1.0
6.9,23.64649071996185,135.26246164478428,0.18079968391856402,25.0,1.0,1.0,1.0,1.0
7.05,23.767692625887126,134.75891675470086,0.18236115187166219,25.0,1.0,1.0,1.0,1.0
7.2,23.88861777410987,134.23324785290592,0.1839622233317262,25.0,1.0,1.0,1.0,1.0
7.35,24.009258796858166,133.68540774126404,0.18560417546408084,25.0,1.0,1.0,1.0,1.0
7.5,24.12960818042169,133.11534855463645,0.18728831926905337,25.0,1.0,1.0,1.0,1.0
7.65,24.24965815585529,132.52302118704867,0.18901602706673598,25.0,1.0,1.0,1.0,1.0
7.8,24.369400577482356,131.90837480593865,0.19078877729913382,25.0,1.0,1.0,1.0,1.0
7.95,24.488827033789295,131.27135726364787,0.1926081107926628,25.0,1.0,1.0,1.0,1.0
8.1,24.607928818080886,130.61191496441083,0.19447564016507518,25.0,1.0,1.0,1.0,1.0
8.25,24.72669688200467,129.92999266192103,0.19639305754339523,25.0,1.0,1.0,1.0,1.0
8.4,24.845121823955708,129.2255333964916,0.19836214244824008,25.0,1.0,1.0,1.0,1.0
8.55,24.96319386086705,128.49847836922805,0.2003847761210362,25.0,1.0,1.0,1.0,1.0
8.7,25.08090281804951,127.74876702928327,0.20246294656459493,25.0,1.0,1.0,1.0,1.0
8.85,25.19823810713946,126.97633697305207,0.20459875729129912,25.0,1.0,1.0,1.0,1.0
9.0,25.315188720805736,126.18112363145279,0.20679440672390562,25.0,1.0,1.0,1.0,1.0
9.15,25.431743178383773,125.3630603255962,0.20905222407431406,25.0,1.0,1.0,1.0,1.0
9.3,25.54788948440959,124.5220780436874,0.211374675392284,25.0,1.0,1.0,1.0,1.0
9.45,25.66361519822675,123.65810564343052,0.21376434549771453,25.0,1.0,1.0,1.0,1.0
9.6,25.77890729965625,122.77106939922923,0.2162239792263213,25.0,1.0,1.0,1.0,1.0
9.75,25.893752056654666,121.86089255746926,0.21875653179497093,25.0,1.0,1.0,1.0,1.0
9.9,26.00813529831529,120.92749618753328,0.221365063818923,25.0,1.0,1.0,1.0,1.0
10.05,26.12204214361599,119.9707982927323,0.22405284190522665,25.0,1.0,1.0,1.0,1.0
10.2,26.235456815401253,118.99071319491802,0.22682340481835978,25.0,1.0,1.0,1.0,1.0
10.35,26.348363016234767,117.98715271187831,0.22968042433185762,25.0,1.0,1.0,1.0,1.0
10.5,26.460743605934038,116.96002510509015,0.23262782148247646,25.0,1.0,1.0,1.0,1.0
10.65,26.57258037304739,115.90923428169346,0.23566982514223753,25.0,1.0,1.0,1.0,1.0
10.8,26.68385444620047,114.83468116504417,0.23881086060832205,25.0,1.0,1.0,1.0,1.0
10.95,26.794545952442686,113.7362625274262,0.24205564544514202,25.0,1.0,1.0,1.0,1.0
11.1,26.904633752874272,112.61387038608599,0.24540930093681615,25.0,1.0,1.0,1.0,1.0
11.25,27.01409574236955,111.4673926413313,0.24887722801791634,25.0,1.0,1.0,1.0,1.0
11.4,27.12290855143442,110.29671238098247,0.25246523514976593,25.0,1.0,1.0,1.0,1.0
11.55,27.231047308786906,109.1017074006611,0.25617965635722817,25.0,1.0,1.0,1.0,1.0
11.7,27.338485924322626,107.88225054652115,0.26002718367349087,25.0,1.0,1.0,1.0,1.0
11.85,27.44519665075064,106.63820849829106,0.2640150142262889,25.0,1.0,1.0,1.0,1.0
12.0,27.551150165805495,105.3694421725004,0.26815086597962623,25.0,1.0,1.0,1.0,1.0
12.15,27.656315421368205,104.07580622482682,0.27244301524388265,25.0,1.0,1.0,1.0,1.0
12.3,27.7606593268266,102.75714801304547,0.27690036156617653,25.0,1.0,1.0,1.0,1.0
12.45,27.864146997179837,101.41330836747984,0.28153239443844214,25.0,1.0,1.0,1.0,1.0
12.6,27.966741035023226,100.0441203124201,0.28634952414967435,25.0,1.0,1.0,1.0,1.0
12.75,28.068401367201353,98.64940881413419,0.2913631752721375,25.0,1.0,1.0,1.0,1.0
12.9,28.16908480219274,97.22899049256915,0.2965860961940612,25.0,1.0,1.0,1.0,1.0
13.05,28.268744762344888,95.78267312768618,0.30203248666128774,25.0,1.0,1.0,1.0,1.0
13.2,28.367331273518616,94.31025201280707,0.307717430077172,25.0,1.0,1.0,1.0,1.0
13.35,28.46479417929073,92.81150728167303,0.3136537652769048,25.0,1.0,1.0,1.0,1.0
13.5,28.561076279211985,91.28622524690833,0.319860797306641,25.0,1.0,1.0,1.0,1.0
13.65,28.656116933122107,89.73417308667489,0.3263577143825692,25.0,1.0,1.0,1.0,1.0
13.8,28.749849102847186,88.15509383003369,0.3331652427344162,25.0,1.0,1.0,1.0,1.0
13.95,28.842201193387666,86.54872653212604,0.34030678179313995,25.0,1.0,1.0,1.0,1.0
14.1,28.933096077625773,84.91479562702821,0.34780770569552444,25.0,1.0,1.0,1.0,1.0
14.25,29.02244920484231,83.25300912457915,0.3556964750422321,25.0,1.0,1.0,1.0,1.0
14.4,29.11016929411514,81.56306045490543,0.3640043011570614,25.0,1.0,1.0,1.0,1.0
14.55,29.19615558390139,79.84462282602296,0.3727662430421986,25.0,1.0,1.0,1.0,1.0
14.7,29.280297988227186,78.09735081740328,0.38202119211959784,25.0,1.0,1.0,1.0,1.0
14.85,29.36247575161543,76.32088023332797,0.3918127381946063,25.0,1.0,1.0,1.0,1.0
15.0,29.442555815935425,74.51482620984576,0.4021899185927397,25.0,1.0,1.0,1.0,1.0
15.15,29.520391094522278,72.6787812273807,0.4132079620153122,25.0,1.0,1.0,1.0,1.0
15.3,29.595818282619263,70.81231382253938,0.42492944738388466,25.0,1.0,1.0,1.0,1.0
15.45,29.668655772264305,68.91496732075106,0.4374253200374487,25.0,1.0,1.0,1.0,1.0
15.6,29.738700582951164,66.98625871329156,0.4507765609421636,25.0,1.0,1.0,1.0,1.0
15.75,29.80572417907153,65.02567749053988,0.46507651837383274,25.0,1.0,1.0,1.0,1.0
15.9,29.86946938786863,63.032683652933514,0.4804321184572537,25.0,1.0,1.0,1.0,1.0
16.05,29.929646715049675,61.00670630433717,0.49696549904647896,25.0,1.0,1.0,1.0,1.0
16.2,29.985925684945556,58.9471463751183,0.5148199812125976,25.0,1.0,1.0,1.0,1.0
16.35,30.03792216904833,56.853381479809464,0.5341690179699231,25.0,1.0,1.0,1.0,1.0
16.5,30.08520234310487,54.7247517621354,0.5552079837729138,25.0,1.0,1.0,1.0,1.0
16.65,30.127261796438294,52.560575792940604,0.5781708263437331,25.0,1.0,1.0,1.0,1.0
16.8,30.163508291119253,50.36015563449485,0.6033402461888462,25.0,1.0,1.0,1.0,1.0
16.95,30.193248450329882,48.122781804379336,0.6310542306619356,25.0,1.0,1.0,1.0,1.0
17.1,30.215660328246635,45.84775032527023,0.6617239797630122,25.0,1.0,1.0,1.0,1.0
17.25,30.22975920843672,43.534379968348375,0.6958534329693086,25.0,1.0,1.0,1.0,1.0
17.4,30.234358789872307,41.182047033312365,0.7340648588863439,25.0,1.0,1.0,1.0,1.0
17.55,30.228010248326896,38.7902354465249,0.7771390435769203,25.0,1.0,1.0,1.0,1.0
17.7,30.208924423508442,36.358606366650996,0.8260643029927119,25.0,1.0,1.0,1.0,1.0
17.85,30.17486806872717,33.88710426167457,0.882106062952078,25.0,1.0,1.0,1.0,1.0
18.0,30.123008923432305,31.37612439092721,0.9469106245771904,25.0,1.0,1.0,1.0,1.0
18.15,30.04970447400939,28.82675840125157,1.0226507030049057,25.0,1.0,1.0,1.0,1.0
18.3,29.950194331841885,26.24117233213178,1.1122387274883783,25.0,1.0,1.0,1.0,1.0
18.45,29.818148925167442,23.62319097419184,1.2196451486297344,25.0,1.0,1.0,1.0,1.0
18.6,29.64500482252821,20.979199842405297,1.3503718663254722,25.0,1.0,1.0,1.0,1.0
18.75,29.418963918865522,18.31956503209528,1.512169878356913,25.0,1.0,1.0,1.0,1.0
18.9,29.123528743828963,15.660803706830984,1.716097051581531,25.0,1.0,1.0,1.0,1.0
19.05,28.735371038349538,13.02890594778795,1.9780420971154193,25.0,1.0,1.0,1.0,1.0
19.2,28.221527246662692,10.46405167116921,2.320664232952868,25.0,1.0,1.0,1.0,1.0
19.35,27.536480436810226,8.02642818477236,2.775153495649695,25.0,1.0,1.0,1.0,1.0
19.5,26.621524458831423,5.800796445055623,3.380576536657095,25.0,1.0,1.0,1.0,1.0
19.65,25.41267224995046,3.892534478731566,4.175287836242934,25.0,1.0,1.0,1.0,1.0
19.8,23.866515551267412,2.4029748633650834,5.172757757639681,25.0,1.0,1.0,1.0,1.0
19.95,22.003521975147173,1.3799855188023573,6.324742291056094,25.0,1.0,1.0,1.0,1.0
20.1,19.93494012628943,0.7760182899819025,7.505412856277358,25.0,1.0,1.0,1.0,1.0
20.25,17.82705322666193,0.4672428903888138,8.55616686681439,25.0,1.0,1.0,1.0,1.0
20.4,15.824161979012533,0.32413387706547914,9.361739705606762,25.0,1.0,1.0,1.0,1.0
20.55,14.005655226383865,0.26027016025830696,9.883336434683304,25.0,1.0,1.0,1.0,1.0
20.7,12.395836333008484,0.23254697384571202,10.138426737940575,25.0,1.0,1.0,1.0,1.0
20.85,10.989945090516212,0.2226764863976461,10.168761358222378,25.0,1.0,1.0,1.0,1.0
21.0,9.772028630826368,0.2232879255217874,10.02052723781577,25.0,1.0,1.0,1.0,1.0
21.15,8.723214167976261,0.2313877524553417,9.736131711236988,25.0,1.0,1.0,1.0,1.0
21.3,7.824909235374667,0.245811146029713,9.351793840650982,25.0,1.0,1.0,1.0,1.0
21.45,7.059926072268673,0.2662714803668232,8.897376355702514,25.0,1.0,1.0,1.0,1.0
21.6,6.412814063364502,0.2929945036016643,8.396967805501772,25.0,1.0,1.0,1.0,1.0
21.75,5.869884440707038,0.326573763624863,7.869665915991249,25.0,1.0,1.0,1.0,1.0
21.9,5.419110890681327,0.36792036746249474,7.330365670883535,25.0,1.0,1.0,1.0,1.0
22.05,5.049979841246025,0.41826003760982267,6.7904853311218085,25.0,1.0,1.0,1.0,1.0
22.2,4.753325721115534,0.4791601814761499,6.258601983249123,25.0,1.0,1.0,1.0,1.0
22.35,4.52116231110958,0.5525796646048129,5.741004580504152,25.0,1.0,1.0,1.0,1.0
22.5,4.346514892237669,0.6409373613213755,5.242170881773606,25.0,1.0,1.0,1.0,1.0
22.65,4.2232661013538015,0.7472063709795829,4.765157608416975,25.0,1.0,1.0,1.0,1.0
22.8,4.145997486957434,0.8750239019228138,4.311949863988349,25.0,1.0,1.0,1.0,1.0
22.95,4.109838141727579,1.02882410153478,3.883749532783143,25.0,1.0,1.0,1.0,1.0
23.1,4.110316073417503,1.213985714682178,3.4812222646043063,25.0,1.0,1.0,1.0,1.0
23.25,4.143210524159177,1.4369824542331278,3.1047094745970925,25.0,1.0,1.0,1.0,1.0
23.4,4.204412103568597,1.7055093391524028,2.75440305100142,25.0,1.0,1.0,1.0,1.0
23.55,4.289797914636021,2.028542794572217,2.430482016756661,25.0,1.0,1.0,1.0,1.0
23.7,4.395143021656484,2.4162626059256356,2.133195936297,25.0,1.0,1.0,1.0,1.0
23.85,4.516093634664622,2.8797489874264106,1.8628791320929705,25.0,1.0,1.0,1.0,1.0
24.0,4.648233351262088,3.4303599811270504,1.6198760510881902,25.0,1.0,1.0,1.0,1.0
24.15,4.787263118524965,4.0787649559065855,1.4043716454955473,25.0,1.0,1.0,1.0,1.0
24.3,4.929283292262514,4.833690379893978,1.2161503007857628,25.0,1.0,1.0,1.0,1.0
24.45,5.071113515001718,5.700649914111905,1.0543547568900684,25.0,1.0,1.0,1.0,1.0
24.6,5.21053852062814,6.6810492193899105,0.9173490448975463,25.0,1.0,1.0,1.0,1.0
24.75,5.346382602666448,7.771997257517745,0.8027601835411873,25.0,1.0,1.0,1.0,1.0
24.9,5.4783722721000325,8.966920669488097,0.7077106103740666,25.0,1.0,1.0,1.0,1.0
25.05,5.606852242661672,10.25672735876792,0.629153610326623,25.0,1.0,1.0,1.0,1.0
25.2,5.732475513699506,11.63108847933058,0.564183960034138,25.0,1.0,1.0,1.0,1.0
25.35,5.855965295327972,13.079484939132918,0.5102365182317719,25.0,1.0,1.0,1.0,1.0
25.5,5.977975807935297,14.591893040557935,0.4651699315747511,25.0,1.0,1.0,1.0,1.0
25.65,6.099043534002474,16.159128992979557,0.4272507174718857,25.0,1.0,1.0,1.0,1.0
25.8,6.219581160431704,17.772976064070672,0.39510146078528025,25.0,1.0,1.0,1.0,1.0
25.95,6.339894173359109,19.426180599204194,0.3676359022897851,25.0,1.0,1.0,1.0,1.0
26.1,6.460202734300791,21.112384416765288,0.34399806810651984,25.0,1.0,1.0,1.0,1.0
26.25,6.580661869917395,22.826032182236553,0.32351147195261903,25.0,1.0,1.0,1.0,1.0
26.4,6.701377353010129,24.562268045434788,0.3056388986705532,25.0,1.0,1.0,1.0,1.0
26.55,6.82242106993956,26.316861749015054,0.2899505234251113,25.0,1.0,1.0,1.0,1.0
26.7,6.94383776524293,28.08610406418786,0.27610076747408824,25.0,1.0,1.0,1.0,1.0
26.85,7.065653604187152,29.866739994496626,0.263809378326808,25.0,1.0,1.0,1.0,1.0
27.0,7.187881321586583,31.65590519682852,0.2528475668473569,25.0,1.0,1.0,1.0,1.0
27.15,7.310524096722152,33.4510714497412,0.24302726511088793,25.0,1.0,1.0,1.0,1.0
27.3,7.433578385585855,35.249999811517355,0.23419281728188274,25.0,1.0,1.0,1.0,1.0
27.45,7.557035984605695,37.05070101165054,0.2262145545283789,25.0,1.0,1.0,1.0,1.0
27.6,7.680885535944855,38.85140196957992,0.21898379146760164,25.0,1.0,1.0,1.0,1.0
27.75,7.8051136197088375,40.650517081909435,0.21240888333492208,25.0,1.0,1.0,1.0,1.0
27.9,7.929705548935869,42.44662397616294,0.20641212012285998,25.0,1.0,1.0,1.0,1.0
28.05,8.054645943782784,44.23844285731065,0.20092725793487912,25.0,1.0,1.0,1.0,1.0
28.2,8.179919142152112,46.02481869326652,0.19589753504274748,25.0,1.0,1.0,1.0,1.0
28.35,8.305509494530575,47.80470616953235,0.19127408509060662,25.0,1.0,1.0,1.0,1.0
28.5,8.431401568390406,49.57715657371027,0.1870146430880781,25.0,1.0,1.0,1.0,1.0
28.65,8.557580290707353,51.341306637028914,0.1830824976714949,25.0,1.0,1.0,1.0,1.0
28.8,8.684031041369371,53.09636879273706,0.17944562871011385,25.0,1.0,1.0,1.0,1.0
28.95,8.810739713446385,54.84162280987462,0.1760760002775796,25.0,1.0,1.0,1.0,1.0
29.1,8.937692746661655,56.57640845123531,0.1729489728255073,25.0,1.0,1.0,1.0,1.0
29.25,9.06487714391093,58.300119138391416,0.1700428167288446,25.0,1.0,1.0,1.0,1.0
29.4,9.192280473366601,60.01219636027509,0.16733830389232698,25.0,1.0,1.0,1.0,1.0
29.55,9.319890861756203,61.712124797208894,0.16481836593874757,25.0,1.0,1.0,1.0,1.0
29.7,9.447696981117739,63.399428033715346,0.16246780599850516,25.0,1.0,1.0,1.0,1.0
29.85,9.575687680950479,65.07365801506313,0.1602730236817463,25.0,1.0,1.0,1.0,1.0
30.0,9.703853335072248,66.73441974209219,0.15822201436806513,25.0,1.0,1.0,1.0,1.0
30.15,9.832183960513621,68.38132495924167,0.15630363419368487,25.0,1.0,1.0,1.0,1.0
30.3,9.960670013363444,70.01401868500896,0.15450823014357767,25.0,1.0,1.0,1.0,1.0
30.45,10.089302624541164,71.63217031410795,0.15282691094525536,25.0,1.0,1.0,1.0,1.0
30.6,10.21807325677758,73.23547020963612,0.15125167046196827,25.0,1.0,1.0,1.0,1.0
30.75,10.346973833743503,74.82362926934435,0.1497752284848072,25.0,1.0,1.0,1.0,1.0
30.9,10.475996617834573,76.39637786169328,0.14839107345422406,25.0,1.0,1.0,1.0,1.0
31.05,10.605134317756754,77.95346145213503,0.14709310457266575,25.0,1.0,1.0,1.0,1.0
31.2,10.734379721882576,79.49464099963842,0.1458759942421431,25.0,1.0,1.0,1.0,1.0
31.35,10.86372613618337,81.01969148418344,0.14473468668866618,25.0,1.0,1.0,1.0,1.0
31.5,10.993167140344312,82.52840113822656,0.14366458180265598,25.0,1.0,1.0,1.0,1.0
31.65,11.122696484350955,84.02057034764141,0.14266156696449203,25.0,1.0,1.0,1.0,1.0
31.8,11.252308251486355,85.49601046733763,0.14172179389821118,25.0,1.0,1.0,1.0,1.0
31.95,11.381996741099739,86.9545430894642,0.14084174607229769,25.0,1.0,1.0,1.0,1.0
32.1,11.511756484795105,88.3959992441163,0.14001817719800227,25.0,1.0,1.0,1.0,1.0
32.25,11.641582211470226,89.82021864448798,0.1392481008009128,25.0,1.0,1.0,1.0,1.0
32.4,11.77146885553785,91.22704963124288,0.1385287794175795,25.0,1.0,1.0,1.0,1.0
32.55,11.901411550132467,92.61634772619456,0.13785764877977905,25.0,1.0,1.0,1.0,1.0
32.7,12.031405598323644,93.98797604822983,0.13723236902149985,25.0,1.0,1.0,1.0,1.0
32.85,12.161446462713975,95.34180420838388,0.13665077175949508,25.0,1.0,1.0,1.0,1.0
33.0,12.291529762608139,96.67770763121977,0.13611082541702663,25.0,1.0,1.0,1.0,1.0
33.15,12.421651264412098,97.99556802740179,0.13561067092035103,25.0,1.0,1.0,1.0,1.0
33.3,12.551806857013334,99.295272178211,0.13514857723566046,25.0,1.0,1.0,1.0,1.0
33.45,12.68199254749091,100.57671153401093,0.13472292418470133,25.0,1.0,1.0,1.0,1.0
33.6,12.812204493869752,101.83978342243324,0.1343322375676173,25.0,1.0,1.0,1.0,1.0
33.75,12.94243898542184,103.08438831130535,0.1339750585965359,25.0,1.0,1.0,1.0,1.0
33.9,13.072692407959137,104.31043220557233,0.13365010722351697,25.0,1.0,1.0,1.0,1.0
34.05,13.202961146877575,105.5178238294319,0.13335622105340902,25.0,1.0,1.0,1.0,1.0
34.2,13.333241771339857,106.70647662599538,0.13309228965410808,25.0,1.0,1.0,1.0,1.0
34.35,13.463530946591492,107.87630650975085,0.13285721630655137,25.0,1.0,1.0,1.0,1.0
34.5,13.593825401357918,109.02723342729925,0.13265003310649387,25.0,1.0,1.0,1.0,1.0
34.65,13.724121938281789,110.1591798658935,0.1324698112406571,25.0,1.0,1.0,1.0,1.0
34.8,13.8544174149119,111.27207136158461,0.13231570649638838,25.0,1.0,1.0,1.0,1.0
34.95,13.984708748479504,112.36583624097062,0.13218694080110388,25.0,1.0,1.0,1.0,1.0
35.1,14.114992946793034,113.44040577432665,0.13208278111727187,25.0,1.0,1.0,1.0,1.0
35.25,14.245267057263161,114.4957127845708,0.1320025144588509,25.0,1.0,1.0,1.0,1.0
35.4,14.375528206434396,115.53169373027482,0.13194552026387163,25.0,1.0,1.0,1.0,1.0
35.55,14.505773539107643,116.54828561109298,0.1319111660452405,25.0,1.0,1.0,1.0,1.0
35.7,14.636000289311207,117.54542915032617,0.13189890610645716,25.0,1.0,1.0,1.0,1.0
35.85,14.766205676905138,118.5230655524535,0.1319082108141393,25.0,1.0,1.0,1.0,1.0
36.0,14.896387001654634,119.48113891436637,0.13193860279945668,25.0,1.0,1.0,1.0,1.0
36.15,15.026541566096467,120.41959456863064,0.1319896437315531,25.0,1.0,1.0,1.0,1.0
36.3,15.156666695038165,121.33837946205402,0.13206093561976223,25.0,1.0,1.0,1.0,1.0
36.45,15.286759774746981,122.23744236844982,0.13215209488749,25.0,1.0,1.0,1.0,1.0
36.6,15.416818222091427,123.11673282175614,0.13226272595159327,25.0,1.0,1.0,1.0,1.0
36.75,15.546839480578148,123.97620305170508,0.13239252574223234,25.0,1.0,1.0,1.0,1.0
36.9,15.676821000994254,124.81580551854107,0.1325411738732468,25.0,1.0,1.0,1.0,1.0
37.05,15.806760261390284,125.63549408655763,0.13270837468776225,25.0,1.0,1.0,1.0,1.0
37.2,15.936654788381095,126.43522480549447,0.13289387765399885,25.0,1.0,1.0,1.0,1.0
37.35,16.066502023481988,127.21495321929243,0.13309746317803073,25.0,1.0,1.0,1.0,1.0
37.5,16.19629949217172,127.97463718994004,0.1333189307035017,25.0,1.0,1.0,1.0,1.0
37.65,16.3260447279709,128.71423564119866,0.13355810462915255,25.0,1.0,1.0,1.0,1.0
37.8,16.455735221494233,129.43370702228114,0.13381480224604816,25.0,1.0,1.0,1.0,1.0
37.95,16.585368519467988,130.1330123109561,0.1340888969484068,25.0,1.0,1.0,1.0,1.0
38.1,16.714942162736207,130.81211271621748,0.13438025595900172,25.0,1.0,1.0,1.0,1.0
38.25,16.844453698785223,131.47096955816224,0.13468872081800445,25.0,1.0,1.0,1.0,1.0
38.4,16.973900686841002,132.10954607605333,0.13501420144342957,25.0,1.0,1.0,1.0,1.0
38.55,17.10328064080088,132.72780550200508,0.13535662444435087,25.0,1.0,1.0,1.0,1.0
38.7,17.23259105750621,133.32571168737434,0.13571594079831165,25.0,1.0,1.0,1.0,1.0
38.85,17.361829479249355,133.90322977115125,0.1360921036537862,25.0,1.0,1.0,1.0,1.0
39.0,17.490993380848224,134.46032463703781,0.1364850885525406,25.0,1.0,1.0,1.0,1.0
39.15,17.62008025241574,134.99696226602677,0.1368948917470789,25.0,1.0,1.0,1.0,1.0
39.3,17.749087579269528,135.5131093307855,0.13732152611125875,25.0,1.0,1.0,1.0,1.0
39.45,17.87801283063198,136.00873203435813,0.13776496531196059,25.0,1.0,1.0,1.0,1.0
39.6,18.00685346816245,136.48379805451907,0.13822524719757837,25.0,1.0,1.0,1.0,1.0
39.75,18.135606925988313,136.9382751444423,0.1387024115736831,25.0,1.0,1.0,1.0,1.0
39.9,18.26427056987038,137.37213096594934,0.1391965272290242,25.0,1.0,1.0,1.0,1.0
40.05,18.39284180826249,137.785334282038,0.13970766073836413,25.0,1.0,1.0,1.0,1.0
40.2,18.52131797920172,138.17785375496086,0.1402359082488369,25.0,1.0,1.0,1.0,1.0
40.35,18.649696376873752,138.54965822874166,0.14078138801473888,25.0,1.0,1.0,1.0,1.0
40.5,18.777974307496823,138.90071730765098,0.1413442246767284,25.0,1.0,1.0,1.0,1.0
40.65,18.906149031272083,139.23100022907389,0.1419245306002293,25.0,1.0,1.0,1.0,1.0
40.8,19.03421778340076,139.54047673538267,0.14252244347102946,25.0,1.0,1.0,1.0,1.0
40.95,19.162177772504634,139.82911697337647,0.143138121089253,25.0,1.0,1.0,1.0,1.0
41.1,19.29002611549463,140.09689050565947,0.14377173419008607,25.0,1.0,1.0,1.0,1.0
41.25,19.417759951204335,140.34376776457546,0.14442346117043547,25.0,1.0,1.0,1.0,1.0
41.4,19.54537635102962,140.56971906485984,0.14509350237921328,25.0,1.0,1.0,1.0,1.0
41.55,19.67287227489699,140.77471440892418,0.14578210600211927,25.0,1.0,1.0,1.0,1.0
41.7,19.800244714988043,140.9587244229242,0.14648950297590815,25.0,1.0,1.0,1.0,1.0
41.85,19.92749058355077,141.1217194427037,0.14721594250279113,25.0,1.0,1.0,1.0,1.0
42.0,20.05460673545177,141.2636696346297,0.14796167966588145,25.0,1.0,1.0,1.0,1.0
42.15,20.181589994394102,141.38454559866398,0.148726999603586,25.0,1.0,1.0,1.0,1.0
42.3,20.308437089588022,141.48431727887302,0.149512189821449,25.0,1.0,1.0,1.0,1.0
42.45,20.435144711947338,141.56295480308873,0.150317554133072,25.0,1.0,1.0,1.0,1.0
42.6,20.56170951457931,141.6204284897689,0.15114341274323673,25.0,1.0,1.0,1.0,1.0
