Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,targetGene,degradation,p53,A,OCT4,SOX2,NANOG,OCT4_SOX2,Protein,eta1,a1,a2,a3,f,b1,b2,b3,gamma1,eta5,e1,e2,f2,f1,f3,gamma2,k1c,k2c,k3c,eta3,c1,c2,c3,d1,d2,d3,gamma3,g1,eta7,h1,h2,gamma4,compartment,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9
4.5600000000000005,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255241775220748,7.255241775220821,0.0054860226750900395,0.526010343458133,0.16164232584950908,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892749486040655,7.255241775220748,0.005645687355435651,0.0054860226750900395,2.631400650501984,2.630051717290665,9.892749486040655,7.255241775220821,0.047759618122038584,0.0016164232584950909
4.57,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.25530231557561,7.255302315575682,0.0054876124999620355,0.5260237169914149,0.16210374069501782,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892749928204832,7.25530231557561,0.005645911856676126,0.0054876124999620355,2.6314445608028754,2.6301185849570747,9.892749928204832,7.255302315575682,0.04776079007201039,0.0016210374069501783
4.58,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255361819129543,7.2553618191296145,0.005489188734823862,0.5260368611927416,0.16256512108868845,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892750366291581,7.255361819129543,0.005646133231069619,0.005489188734823862,2.631487719462971,2.630184305963708,9.892750366291581,7.2553618191296145,0.0477619416101406,0.0016256512108868847
4.59,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.25542030887472,7.2554203088747915,0.005490751473973757,0.5260497816051178,0.16302646676434573,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892750800339487,7.25542030887472,0.0056463515418233405,0.005490751473973757,2.6315301431400075,2.6302489080255893,9.892750800339487,7.2554203088747915,0.04776307323517493,0.0016302646676434574
4.6000000000000005,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255477802192365,7.255477802192436,0.0054923008212556705,0.5260624820723392,0.16348777752696494,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892751230384883,7.255477802192365,0.005646566834745903,0.0054923008212556705,2.631571844423261,2.6303124103616957,9.892751230384883,7.255477802192436,0.04776418529213313,0.0016348777752696496
4.61,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255534316199611,7.255534316199682,0.005493836879872743,0.5260749663794803,0.1639490531846089,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892751656463819,7.255534316199611,0.005646779154998105,0.005493836879872743,2.6316128357111546,2.6303748318974014,9.892751656463819,7.255534316199682,0.047765278120740405,0.001639490531846089
4.62,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255589867757437,7.255589867757508,0.0054953597523814375,0.5260872382545311,0.16441029354833875,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892752078612034,7.255589867757437,0.0056469885471097355,0.0054953597523814375,2.6316531292169905,2.6304361912726555,9.892752078612034,7.255589867757508,0.04776635205557553,0.0016441029354833875
4.63,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255644473478602,7.2556444734786725,0.005496869540685686,0.5260993013700342,0.16487149843212454,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892752496864968,7.255644473478602,0.005647195054996395,0.005496869540685686,2.631692736974685,2.630496506850171,9.892752496864968,7.2556444734786725,0.047767407426218995,0.0016487149843212453
4.64,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255698149735582,7.255698149735652,0.005498366346031024,0.5261111593447223,0.16533266765275553,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892752911257764,7.255698149735582,0.005647398721976346,0.005498366346031024,2.6317316708444984,2.6305557967236117,9.892752911257764,7.255698149735652,0.04776844455740119,0.0016533266765275554
4.65,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255750912668503,7.2557509126685735,0.005499850268998727,0.5261228157451541,0.16579380102975103,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275332182528,7.255750912668503,0.005647599590787317,0.005499850268998727,2.6317699425187717,2.6306140787257704,9.89275332182528,7.2557509126685735,0.047769463769150367,0.0016579380102975103
4.66,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255802778193083,7.255802778193152,0.005501321409499952,0.5261342740873525,0.16625489838527058,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892753728602074,7.255802778193083,0.005647797703603357,0.005501321409499952,2.6318075635276608,2.6306713704367626,9.892753728602074,7.255802778193152,0.047770465376940976,0.0016625489838527057
4.67,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.2558537620085595,7.255853762008628,0.0055027798667698765,0.5261455378384411,0.1667159595440249,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275413162242,7.2558537620085595,0.00564799310205167,0.0055027798667698765,2.6318445452448747,2.6307276891922053,9.89275413162242,7.255853762008628,0.04777144969184162,0.001667159595440249
4.68,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255903879605631,7.255903879605699,0.005504225739361835,0.5261566104182812,0.1671769843331862,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892754530920307,7.255903879605631,0.0056481858272294455,0.005504225739361835,2.6318808988934093,2.630783052091406,9.892754530920307,7.255903879605699,0.04777241702066326,0.001671769843331862
4.69,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.255953146274391,7.25595314627446,0.005505659125141458,0.5261674952011091,0.1676379725822988,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892754926529438,7.255953146274391,0.00564837591972072,0.005505659125141458,2.6319166355512857,2.6308374760055453,9.892754926529438,7.25595314627446,0.0477733676661073,0.0016763797258229878
4.7,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256001577112264,7.2560015771123325,0.005507080121280814,0.5261781955171728,0.16809892412318952,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892755318483237,7.256001577112264,0.005648563419613214,0.005507080121280814,2.631951766157291,2.630890977585864,9.892755318483237,7.2560015771123325,0.047774301926913676,0.0016809892412318953
4.71,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256049174335179,7.256049174335247,0.005508488846725098,0.5261887117444284,0.1685598389300736,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892755706812506,7.256049174335179,0.005648748337027384,0.005508488846725098,2.631986292306792,2.6309435587221417,9.892755706812506,7.256049174335247,0.04777521983462317,0.001685598389300736
4.72,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256095959554571,7.256095959554639,0.005509885385072337,0.5261990487058479,0.16902071676315647,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892756091551385,7.256095959554571,0.005648930727076153,0.005509885385072337,2.6320202296645276,2.6309952435292394,9.892756091551385,7.256095959554639,0.047776121823126586,0.0016902071676315647
4.73,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256141948111276,7.256141948111344,0.0055112698300091405,0.5262092097868845,0.16948155745203214,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892756472732605,7.256141948111276,0.005649110630256097,0.0055112698300091405,2.632053589347243,2.6310460489344223,9.892756472732605,7.256141948111344,0.047777008196220744,0.0016948155745203214
4.74,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.2561871536976,7.256187153697668,0.005512642277138082,0.52621919799461,0.169942360844645,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892756850388366,7.2561871536976,0.00564928808317995,0.005512642277138082,2.632086381276334,2.6310959899730504,9.892756850388366,7.256187153697668,0.04777787922347404,0.0016994236084464502
4.75,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256231589798212,7.256231589798278,0.005514002821435586,0.5262290162877696,0.17040312679137848,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275722455058,7.256231589798212,0.00564946312192142,0.005514002821435586,2.6321186152230105,2.631145081438848,9.89275722455058,7.256231589798278,0.04777873517010046,0.0017040312679137849
4.76,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.2562752696962685,7.256275269696335,0.005515351557249263,0.5262386675780035,0.1708638551449851,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275759525089,7.2562752696962685,0.005649635782027848,0.005515351557249263,2.6321503008127287,2.631193337890018,9.89275759525089,7.256275269696335,0.04777957629707012,0.001708638551449851
4.7700000000000005,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256318206479547,7.256318206479612,0.005516688578295255,0.5262481547310695,0.17132454576051734,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275796252066,7.256318206479547,0.005649806098532859,0.005516688578295255,2.63218144752962,2.6312407736553474,9.89275796252066,7.256318206479612,0.047780402861219755,0.0017132454576051733
4.78,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.25636041304656,7.256360413046626,0.005518013977655576,0.5262574805680651,0.17178519849525783,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892758326390988,7.25636041304656,0.005649974105969038,0.005518013977655576,2.6322120647209184,2.6312874028403255,9.892758326390988,7.256360413046626,0.04778121511536339,0.0017178519849525783
4.79,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256401902112694,7.256401902112761,0.005519327847775453,0.5262666478666501,0.17224581320865026,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892758686892696,7.256401902112694,0.005650139838380567,0.005519327847775453,2.632242161601394,2.6313332393332507,9.892758686892696,7.256401902112761,0.0477820133084028,0.0017224581320865026
4.8,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256442686216327,7.256442686216393,0.005520630280460669,0.5262756593622685,0.1727063897622296,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892759044056353,7.256442686216327,0.005650303329335922,0.005520630280460669,2.632271747257783,2.6313782968113424,9.892759044056353,7.256442686216393,0.047782797685438125,0.001727063897622296
4.8100000000000005,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256482777724956,7.256482777725021,0.005521921366874903,0.5262845177493709,0.17316692801955286,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892759397912249,7.256482777724956,0.005650464611940515,0.005521921366874903,2.6323008306532194,2.6314225887468545,9.892759397912249,7.256482777725021,0.04778356848787834,0.0017316692801955286
4.82,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256522188841323,7.256522188841389,0.005523201197537072,0.526293225682637,0.17362742784612933,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89275974849042,7.256522188841323,0.005650623718849379,0.005523201197537072,2.6323294206316645,2.631466128413185,9.89275974849042,7.256522188841389,0.047784325953551886,0.0017362742784612934
4.83,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256560931609546,7.256560931609612,0.0055244698623186745,0.5263017857781975,0.17408788910935144,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892760095820641,7.256560931609546,0.0056507806822798335,0.0055244698623186745,2.632357525922346,2.6315089288909874,9.892760095820641,7.256560931609612,0.04778507031681713,0.0017408788910935145
4.84,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256599015502184,7.25659901550225,0.005525727453947159,0.5263102002736203,0.17454831170291552,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892760439932378,7.256599015502184,0.0056509355306114985,0.005525727453947159,2.6323851533891136,2.6315510013681016,9.892760439932378,7.25659901550225,0.04778580177776753,0.0017454831170291552
4.8500000000000005,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256636444419425,7.25663644441949,0.005526974072361346,0.5263184706049666,0.17500869557719442,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892760780854708,7.256636444419425,0.005651088284156701,0.005526974072361346,2.6324123058532285,2.631592353024833,9.892760780854708,7.25663644441949,0.047786520463926056,0.0017500869557719443
4.86,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256673236476495,7.25667323647656,0.005528209796038974,0.526326600198402,0.17546904053890325,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892761118616798,7.256673236476495,0.005651238983079669,0.005528209796038974,2.6324389964495385,2.6316330009920104,9.892761118616798,7.25667323647656,0.04778722668307835,0.0017546904053890326
4.87,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256709402591166,7.25670940259123,0.0055294347130369,0.5263345914500643,0.17592934646787117,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892761453247392,7.256709402591166,0.00565138765719317,0.0055294347130369,2.632465233091325,2.6316729572503217,9.892761453247392,7.25670940259123,0.04778792064974204,0.0017592934646787118
4.88,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256744953509656,7.256744953509721,0.005530648910814382,0.5263424467175106,0.1763896132459038,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892761784774994,7.256744953509656,0.005651534335874173,0.005530648910814382,2.6324910235676997,2.631712233587553,9.892761784774994,7.256744953509721,0.047788602574960995,0.001763896132459038
4.89,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256779899811295,7.2567798998113595,0.005531852476232565,0.5263501683207314,0.17684984075672877,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892762113227853,7.256779899811295,0.005651679048074464,0.005531852476232565,2.632516375546964,2.6317508416036572,9.892762113227853,7.2567798998113595,0.0477892726663971,0.0017684984075672877
4.9,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.25681425191316,7.256814251913225,0.0055330454955539584,0.5263577585431656,0.17731002888594125,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89276243863398,7.25681425191316,0.0056518218223312435,0.0055330454955539584,2.6325412965799786,2.631788792715828,9.89276243863398,7.256814251913225,0.04778993112842194,0.0017731002888594124
4.91,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256848020074742,7.256848020074806,0.005534228054441911,0.526365219632714,0.17777017752094906,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892762761021148,7.256848020074742,0.005651962686777734,0.005534228054441911,2.6325657941035256,2.63182609816357,9.892762761021148,7.256848020074806,0.04779057816220846,0.0017777017752094906
4.92,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256881214402586,7.25688121440265,0.005535400237960092,0.526372553802754,0.1782302865509186,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892763080416886,7.256881214402586,0.005652101669153782,0.005535400237960092,2.6325898754436783,2.6318627690137704,9.892763080416886,7.25688121440265,0.047791213965822754,0.0017823028655091862
4.93,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256913844854953,7.256913844855017,0.005536562130571968,0.5263797632331542,0.17869035586671997,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892763396848483,7.256913844854953,0.005652238796816478,0.005536562130571968,2.632613547819165,2.631898816165771,9.892763396848483,7.256913844855017,0.0477918387343156,0.0017869035586671998
4.94,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256945921246462,7.256945921246526,0.005537713816140286,0.5263868500712878,0.1791503853608726,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892763710343006,7.256945921246462,0.005652374096750757,0.005537713816140286,2.6326368183447353,2.631934250356439,9.892763710343006,7.256945921246526,0.047792452659814265,0.001791503853608726
4.95,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.256977453252749,7.256977453252813,0.005538855377926541,0.5263938164330483,0.17961037492749052,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892764020927281,7.256977453252749,0.005652507595580022,0.005538855377926541,2.6326596940345284,2.6319690821652415,9.892764020927281,7.256977453252813,0.04779305593161419,0.0017961037492749052
4.96,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.257008450415115,7.257008450415179,0.005539986898590467,0.5264006644038624,0.18007032446222798,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892764328627905,7.257008450415115,0.005652639319576749,0.005539986898590467,2.632682181805439,2.6320033220193118,9.892764328627905,7.257008450415179,0.047793648736270664,0.0018007032446222798
4.97,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.257038922145179,7.2570389221452425,0.005541108460189505,0.5264073960397051,0.18053023386222491,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892764633471254,7.257038922145179,0.005652769294673105,0.005541108460189505,2.6327042884804865,2.6320369801985253,9.892764633471254,7.2570389221452425,0.04779423125769044,0.0018053023386222491
4.98,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.257068869135235,7.257068869135298,0.005542220153755964,0.5264140120780244,0.18099010312285752,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.89276493548231,7.257068869135235,0.005652897533374096,0.005542220153755964,2.6327260145565328,2.632070060390122,9.89276493548231,7.257068869135298,0.047794803560467045,0.0018099010312285751
4.99,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.257098299649988,7.257098299650051,0.005543322061145801,0.5264205143836096,0.1814499321542276,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892765234686888,7.257098299649988,0.005653024059588845,0.005543322061145801,2.632747366024777,2.6321025719180478,9.892765234686888,7.257098299650051,0.04779536581123847,0.0018144993215422761
5.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,7.257127227993714,7.257127227993777,0.005544414256751517,0.5264269057188131,0.18190972079842657,0.0001,1.0,0.01,0.5,1000.0,0.0011,0.001,0.001,1.0,0.0001,0.01,0.1,0.001,0.001,0.05,1.0,0.05,0.001,5.0,0.0001,1.0,0.01,0.5,0.0011,0.001,0.001,1.0,0.1,0.0001,0.0011,1.0,0.01,1.0,9.892765531111392,7.257127227993714,0.005653148906298671,0.005544414256751517,2.6327683532586907,2.6321345285940656,9.892765531111392,7.257127227993777,0.04779591825789108,0.0018190972079842656
